energy_ev,total_up,N_s_up,N_p_up,Re_p_up,Re_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-2.93246623,0.00440317,0.00000000,0.00025315,0.00057434,0.00309356,0.00002990,0.00071505,0.00061950,0.00040663
-2.92646323,0.00559876,0.00000000,0.00032241,0.00072969,0.00393399,0.00003820,0.00090499,0.00078961,0.00051710
-2.92046023,0.00708713,0.00000000,0.00040857,0.00092310,0.00498030,0.00004848,0.00114251,0.00100103,0.00065447
-2.91445723,0.00892039,0.00000000,0.00051469,0.00116127,0.00626921,0.00006110,0.00143574,0.00126129,0.00082351
-2.90845423,0.01115724,0.00000000,0.00064423,0.00145173,0.00784207,0.00007647,0.00179390,0.00157887,0.00102959
-2.90245123,0.01386259,0.00000000,0.00080100,0.00180281,0.00974463,0.00009503,0.00222720,0.00196316,0.00127862
-2.89644822,0.01710697,0.00000000,0.00098920,0.00222350,0.01202667,0.00011727,0.00274675,0.00242438,0.00157698
-2.89044522,0.02096564,0.00000000,0.00121329,0.00272338,0.01474132,0.00014371,0.00336439,0.00297349,0.00193145
-2.88444222,0.02551735,0.00000000,0.00147799,0.00331241,0.01794428,0.00017488,0.00409246,0.00362201,0.00234908
-2.87843922,0.03084283,0.00000000,0.00178818,0.00400072,0.02169270,0.00021132,0.00494357,0.00438187,0.00283705
-2.87243622,0.03702283,0.00000000,0.00214878,0.00479835,0.02604388,0.00025359,0.00593022,0.00526510,0.00340245
-2.86643322,0.04413588,0.00000000,0.00256467,0.00571494,0.03105369,0.00030221,0.00706446,0.00628360,0.00405207
-2.86043022,0.05225575,0.00000000,0.00304053,0.00675936,0.03677483,0.00035767,0.00835746,0.00744875,0.00479217
-2.85442721,0.06144866,0.00000000,0.00358070,0.00793932,0.04325484,0.00042041,0.00981898,0.00877109,0.00562817
-2.84842421,0.07177030,0.00000000,0.00418900,0.00926101,0.05053413,0.00049079,0.01145696,0.01025991,0.00656438
-2.84242121,0.08326288,0.00000000,0.00486862,0.01072864,0.05864382,0.00056908,0.01327697,0.01192284,0.00760373
-2.83641821,0.09595220,0.00000000,0.00562191,0.01234407,0.06760377,0.00065542,0.01528171,0.01376550,0.00874743
-2.83041521,0.10984498,0.00000000,0.00645025,0.01410642,0.07742072,0.00074982,0.01747061,0.01579111,0.00999476
-2.82441221,0.12492648,0.00000000,0.00735395,0.01601180,0.08808660,0.00085214,0.01983941,0.01800019,0.01134283
-2.81840920,0.14115874,0.00000000,0.00833210,0.01805301,0.09957730,0.00096209,0.02237986,0.02039029,0.01278641
-2.81240620,0.15847935,0.00000000,0.00938254,0.02021945,0.11185183,0.00107917,0.02507959,0.02295582,0.01431783
-2.80640320,0.17680102,0.00000000,0.01050177,0.02249706,0.12485195,0.00120275,0.02792199,0.02568797,0.01592694
-2.80040020,0.19601197,0.00000000,0.01168502,0.02486838,0.13850244,0.00133198,0.03088632,0.02857471,0.01760118
-2.79439720,0.21597711,0.00000000,0.01292624,0.02731278,0.15271185,0.00146589,0.03394800,0.03160091,0.01932576
-2.78839420,0.23654018,0.00000000,0.01421820,0.02980681,0.16737396,0.00160335,0.03707893,0.03474854,0.02108383
-2.78239120,0.25752656,0.00000000,0.01555260,0.03232464,0.18236962,0.00174308,0.04024809,0.03799698,0.02285689
-2.77638819,0.27874686,0.00000000,0.01692025,0.03483858,0.19756918,0.00188374,0.04342218,0.04132340,0.02462514
-2.77038519,0.30000099,0.00000000,0.01831117,0.03731983,0.21283521,0.00202390,0.04656638,0.04470316,0.02636797
-2.76438219,0.32108261,0.00000000,0.01971484,0.03973907,0.22802551,0.00216208,0.04964521,0.04811032,0.02806448
-2.75837919,0.34178377,0.00000000,0.02112034,0.04206732,0.24299613,0.00229683,0.05262339,0.05151808,0.02969399
-2.75237619,0.36189945,0.00000001,0.02251653,0.04427656,0.25760446,0.00242671,0.05546669,0.05489929,0.03123660
-2.74637319,0.38123187,0.00000001,0.02389222,0.04634054,0.27171208,0.00255034,0.05814282,0.05822683,0.03267370
-2.74037019,0.39959436,0.00000001,0.02523632,0.04823536,0.28518730,0.00266647,0.06062212,0.06147405,0.03398845
-2.73436718,0.41681469,0.00000002,0.02653789,0.04994005,0.29790736,0.00277392,0.06287821,0.06461509,0.03516616
-2.72836418,0.43273769,0.00000003,0.02778629,0.05143701,0.30976016,0.00287168,0.06488854,0.06762515,0.03619463
-2.72236118,0.44722724,0.00000004,0.02897119,0.05271230,0.32064559,0.00295888,0.06663472,0.07048074,0.03706442
-2.71635818,0.46016753,0.00000006,0.03008263,0.05375590,0.33047634,0.00303483,0.06810278,0.07315992,0.03776898
-2.71035518,0.47146383,0.00000009,0.03111103,0.05456171,0.33917851,0.00309897,0.06928320,0.07564245,0.03830474
-2.70435218,0.48104282,0.00000013,0.03204721,0.05512760,0.34669192,0.00315093,0.07017094,0.07791012,0.03867109
-2.69834917,0.48885270,0.00000018,0.03288240,0.05545521,0.35297029,0.00319050,0.07076527,0.07994698,0.03887036
-2.69234617,0.49486332,0.00000026,0.03360834,0.05554984,0.35798160,0.00321761,0.07106957,0.08173982,0.03890770
-2.68634317,0.49906656,0.00000036,0.03421732,0.05542024,0.36170860,0.00323236,0.07109116,0.08327870,0.03879098
-2.68034017,0.50147712,0.00000049,0.03470231,0.05507839,0.36414977,0.00323499,0.07084109,0.08455769,0.03853071
-2.67433717,0.50213404,0.00000068,0.03505713,0.05453939,0.36532074,0.00322588,0.07033397,0.08557579,0.03813996
-2.66833417,0.50110293,0.00000092,0.03527666,0.05382134,0.36525636,0.00320556,0.06958793,0.08633802,0.03763439
-2.66233117,0.49847909,0.00000125,0.03535712,0.05294535,0.36401343,0.00317473,0.06862469,0.08685677,0.03703227
-2.65632816,0.49439159,0.00000167,0.03529631,0.05193569,0.36167399,0.00313425,0.06746968,0.08715324,0.03635470
-2.65032516,0.48900799,0.00000223,0.03509396,0.05081995,0.35834931,0.00308516,0.06615237,0.08725907,0.03562580
-2.64432216,0.48253987,0.00000295,0.03475204,0.04962940,0.35418428,0.00302872,0.06470665,0.08721805,0.03487302
-2.63831916,0.47524864,0.00000387,0.03427504,0.04839941,0.34936203,0.00296642,0.06317137,0.08708779,0.03412759
-2.63231616,0.46745157,0.00000505,0.03367029,0.04716993,0.34410871,0.00289998,0.06159087,0.08694140,0.03342488
-2.62631316,0.45952753,0.00000654,0.03294815,0.04598602,0.33869800,0.00283143,0.06001557,0.08686897,0.03280492
-2.62031016,0.45192207,0.00000841,0.03212216,0.04489836,0.33345511,0.00276308,0.05850258,0.08697873,0.03231277
-2.61430715,0.44515141,0.00001073,0.03120912,0.04396374,0.32876003,0.00269755,0.05711618,0.08739795,0.03199893
-2.60830415,0.43980498,0.00001361,0.03022908,0.04324543,0.32504955,0.00263778,0.05592813,0.08827325,0.03191962
-2.60230115,0.43654582,0.00001713,0.02920515,0.04281338,0.32281786,0.00258702,0.05501791,0.08977032,0.03213683
-2.59629815,0.43610871,0.00002142,0.02816329,0.04274424,0.32261535,0.00254882,0.05447258,0.09207304,0.03271824
-2.59029515,0.43929532,0.00002660,0.02713193,0.04312110,0.32504526,0.00252698,0.05438639,0.09538160,0.03373687
-2.58429215,0.44696624,0.00003279,0.02614150,0.04403289,0.33075800,0.00252554,0.05486008,0.09990994,0.03527040
-2.57828914,0.46002945,0.00004015,0.02522388,0.04557347,0.34044286,0.00254865,0.05599964,0.10588205,0.03740015
-2.57228614,0.47942511,0.00004882,0.02441170,0.04784029,0.35481690,0.00260059,0.05791480,0.11352743,0.04020971
-2.56628314,0.50610652,0.00005895,0.02373765,0.05093260,0.37461098,0.00268555,0.06071695,0.12307550,0.04378315
-2.56028014,0.54101726,0.00007069,0.02323367,0.05494927,0.40055287,0.00280764,0.06451664,0.13474903,0.04820289
-2.55427714,0.58506479,0.00008418,0.02293010,0.05998613,0.43334766,0.00297066,0.06942064,0.14875685,0.05354720
-2.54827414,0.63909075,0.00009957,0.02285486,0.06613301,0.47365545,0.00317803,0.07552861,0.16528574,0.05988731
-2.54227114,0.70383873,0.00011697,0.02303258,0.07347027,0.52206706,0.00343259,0.08292933,0.18449184,0.06728438
-2.53626813,0.77992011,0.00013648,0.02348376,0.08206519,0.57907800,0.00373651,0.09169683,0.20649193,0.07578624
-2.53026513,0.86777919,0.00015818,0.02422400,0.09196812,0.64506162,0.00409109,0.10188619,0.23135468,0.08542409
-2.52426213,0.96765865,0.00018210,0.02526325,0.10320863,0.72024226,0.00449666,0.11352947,0.25909245,0.09620936
-2.51825913,1.07956704,0.00020825,0.02660521,0.11579172,0.80466944,0.00495242,0.12663174,0.28965386,0.10813076
-2.51225613,1.20324959,0.00023661,0.02824683,0.12969437,0.89819431,0.00545639,0.14116743,0.32291781,0.12115183
-2.50625313,1.33816429,0.00026710,0.03017792,0.14486250,1.00044967,0.00600529,0.15707725,0.35868906,0.13520905
-2.50025013,1.48346472,0.00029960,0.03238095,0.16120867,1.11083471,0.00659453,0.17426584,0.39669609,0.15021075
-2.49424712,1.63799138,0.00033398,0.03483112,0.17861054,1.22850585,0.00721823,0.19260032,0.43659135,0.16603699
-2.48824412,1.80027282,0.00037004,0.03749648,0.19691043,1.35237491,0.00786925,0.21190999,0.47795432,0.18254043
-2.48224112,1.96853777,0.00040757,0.04033845,0.21591601,1.48111529,0.00853931,0.23198726,0.52029759,0.19954843
-2.47623812,2.14073894,0.00044635,0.04331244,0.23540225,1.61317712,0.00921914,0.25258989,0.56307578,0.21686632
-2.47023512,2.31458882,0.00048615,0.04636881,0.25511473,1.74681154,0.00989871,0.27344477,0.60569753,0.23428180
-2.46423212,2.48760691,0.00052674,0.04945394,0.27477423,1.88010400,0.01056744,0.29425291,0.64754001,0.25157048
-2.45822911,2.65717773,0.00056793,0.05251160,0.29408261,2.01101619,0.01121452,0.31469593,0.68796575,0.26850238
-2.45222611,2.82061783,0.00060956,0.05548441,0.31272977,2.13743533,0.01182923,0.33444353,0.72634113,0.28484905
-2.44622311,2.97524970,0.00065154,0.05831543,0.33040155,2.25722957,0.01240124,0.35316203,0.76205584,0.30039128
-2.44022011,3.11847999,0.00069383,0.06094985,0.34678822,2.36830744,0.01292100,0.37052349,0.79454257,0.31492681
-2.43421711,3.24787881,0.00073651,0.06333665,0.36159340,2.46867919,0.01338001,0.38621514,0.82329607,0.32827793
-2.42821411,3.36125690,0.00077973,0.06543017,0.37454284,2.55651757,0.01377118,0.39994872,0.84789071,0.34029837
-2.42221111,3.45673724,0.00082377,0.06719157,0.38539293,2.63021533,0.01408905,0.41146946,0.86799564,0.35087931
-2.41620810,3.53281767,0.00086902,0.06859009,0.39393837,2.68843704,0.01432999,0.42056406,0.88338694,0.35995405
-2.41020510,3.58842155,0.00091595,0.06960402,0.40001883,2.73016274,0.01449238,0.42706755,0.89395590,0.36750106
-2.40420210,3.62293400,0.00096515,0.07022138,0.40352411,2.75472135,0.01457664,0.43086862,0.89971324,0.37354527
-2.39819910,3.63622160,0.00101729,0.07044022,0.40439774,2.76181225,0.01458523,0.43191308,0.90078877,0.37815734
-2.39219610,3.62863463,0.00107310,0.07026857,0.40263879,2.75151387,0.01452256,0.43020544,0.89742655,0.38145098
-2.38619310,3.60099142,0.00113331,0.06972402,0.39830164,2.72427888,0.01439481,0.42580843,0.88997570,0.38357830
-2.38019010,3.55454543,0.00119869,0.06883288,0.39149405,2.68091608,0.01420969,0.41884043,0.87887735,0.38472342
-2.37418709,3.49093667,0.00126994,0.06762911,0.38237333,2.62255993,0.01397616,0.40947111,0.86464812,0.38509461
-2.36818409,3.41212948,0.00134768,0.06615288,0.37114086,2.55062899,0.01370404,0.39791524,0.84786115,0.38491524
-2.36218109,3.32033982,0.00143241,0.06444898,0.35803539,2.46677537,0.01340367,0.38442518,0.82912541,0.38441411
-2.35617809,3.21795535,0.00152445,0.06256506,0.34332513,2.37282751,0.01308551,0.36928226,0.80906432,0.38381551
-2.35017509,3.10745216,0.00162392,0.06054987,0.32729929,2.27072885,0.01275975,0.35278747,0.78829467,0.38332954
-2.34417209,2.99131185,0.00173070,0.05845141,0.31025923,2.16247525,0.01243594,0.33525191,0.76740677,0.38314323
-2.33816908,2.87194273,0.00184442,0.05631537,0.29250964,2.05005388,0.01212268,0.31698739,0.74694669,0.38341290
-2.33216608,2.75160855,0.00196442,0.05418357,0.27435020,1.93538603,0.01182736,0.29829755,0.72740138,0.38425804
-2.32616308,2.63236757,0.00208975,0.05209277,0.25606793,1.82027621,0.01155593,0.27946982,0.70918711,0.38575720
-2.32016008,2.51602409,0.00221920,0.05007370,0.23793047,1.70636923,0.01131277,0.26076862,0.69264166,0.38794596
-2.31415708,2.40409420,0.00235130,0.04815049,0.22018063,1.59511670,0.01110065,0.24242983,0.67802033,0.39081701
-2.30815408,2.29778604,0.00248434,0.04634033,0.20303214,1.48775356,0.01092072,0.22465682,0.66549577,0.39432253
-2.30215108,2.19799470,0.00261644,0.04465357,0.18666687,1.38528504,0.01077260,0.20761801,0.65516124,0.39837844
-2.29614807,2.10531073,0.00274560,0.04309402,0.17123327,1.28848354,0.01065456,0.19144594,0.64703689,0.40287037
-2.29014507,2.02004072,0.00286971,0.04165962,0.15684619,1.19789482,0.01056363,0.17623775,0.64107854,0.40766106
-2.28414207,1.94223797,0.00298670,0.04034327,0.14358776,1.11385218,0.01049595,0.16205691,0.63718809,0.41259859
-2.27813907,1.87174054,0.00309453,0.03913384,0.13150928,1.03649715,0.01044691,0.14893606,0.63522503,0.41752511
-2.27213607,1.80821436,0.00319129,0.03801726,0.12063388,0.96580511,0.01041152,0.13688059,0.63501820,0.42228554
-2.26613307,1.75119830,0.00327525,0.03697770,0.11095977,0.90161389,0.01038458,0.12587277,0.63637709,0.42673569
-2.26013007,1.70014897,0.00334493,0.03599866,0.10246382,0.84365384,0.01036101,0.11587629,0.63910227,0.43074953
-2.25412706,1.65448268,0.00339912,0.03506402,0.09510535,0.79157744,0.01033602,0.10684074,0.64299430,0.43422513
-2.24812406,1.61361279,0.00343693,0.03415895,0.08882988,0.74498735,0.01030528,0.09870598,0.64786091,0.43708907
-2.24212106,1.57698086,0.00345781,0.03327064,0.08357279,0.70346145,0.01026512,0.09140623,0.65352231,0.43929915
-2.23611806,1.54408085,0.00346155,0.03238889,0.07926265,0.66657413,0.01021255,0.08487358,0.65981458,0.44084537
-2.23011506,1.51447572,0.00344828,0.03150647,0.07582423,0.63391334,0.01014536,0.07904099,0.66659133,0.44174922
-2.22411206,1.48780671,0.00341843,0.03061922,0.07318110,0.60509301,0.01006214,0.07384463,0.67372387,0.44206143
-2.21810905,1.46379575,0.00337275,0.02972611,0.07125782,0.57976100,0.00996220,0.06922559,0.68110030,0.44185847
-2.21210605,1.44224190,0.00331222,0.02882901,0.06998165,0.55760286,0.00984557,0.06513093,0.68862387,0.44123802
-2.20610305,1.42301308,0.00323801,0.02793234,0.06928397,0.53834194,0.00971288,0.06151421,0.69621107,0.44031388
-2.20010005,1.40603425,0.00315149,0.02704268,0.06910116,0.52173651,0.00956529,0.05833542,0.70378986,0.43921054
-2.19409705,1.39127364,0.00305411,0.02616822,0.06937530,0.50757468,0.00940439,0.05556063,0.71129835,0.43805781
-2.18809405,1.37872827,0.00294739,0.02531825,0.07005450,0.49566785,0.00923205,0.05316124,0.71868429,0.43698588
-2.18209105,1.36841003,0.00283287,0.02450262,0.07109298,0.48584357,0.00905040,0.05111303,0.72590542,0.43612095
-2.17608804,1.36033325,0.00271205,0.02373121,0.07245100,0.47793849,0.00886167,0.04939518,0.73293081,0.43558175
-2.17008504,1.35450480,0.00258642,0.02301347,0.07409458,0.47179197,0.00866815,0.04798917,0.73974321,0.43547696
-2.16408204,1.35091690,0.00245734,0.02235803,0.07599512,0.46724089,0.00847211,0.04687778,0.74634214,0.43590373
-2.15807904,1.34954325,0.00232611,0.02177242,0.07812885,0.46411599,0.00827576,0.04604425,0.75274766,0.43694708
-2.15207604,1.35033820,0.00219391,0.02126281,0.08047630,0.46223991,0.00808121,0.04547151,0.75900435,0.43868033
-2.14607304,1.35323889,0.00206181,0.02083391,0.08302159,0.46142697,0.00789040,0.04514165,0.76518547,0.44116625
-2.14007004,1.35816992,0.00193077,0.02048896,0.08575179,0.46148467,0.00770514,0.04503558,0.77139677,0.44445895
-2.13406703,1.36504999,0.00180165,0.02022971,0.08865617,0.46221660,0.00752706,0.04513287,0.77777966,0.44860608
-2.12806403,1.37379989,0.00167520,0.02005660,0.09172555,0.46342658,0.00735756,0.04541180,0.78451372,0.45365143
-2.12206103,1.38435121,0.00155209,0.01996890,0.09495161,0.46492365,0.00719787,0.04584950,0.79181795,0.45963752
-2.11605803,1.39665502,0.00143293,0.01996494,0.09832626,0.46652753,0.00704898,0.04642234,0.79995087,0.46660812
-2.11005503,1.41069000,0.00131823,0.02004235,0.10184115,0.46807417,0.00691168,0.04710632,0.80920929,0.47461043
-2.10405203,1.42646931,0.00120846,0.02019831,0.10548726,0.46942107,0.00678649,0.04787755,0.81992546,0.48369689
-2.09804902,1.44404587,0.00110405,0.02042989,0.10925454,0.47045203,0.00667373,0.04871279,0.83246289,0.49392637
-2.09204602,1.46351547,0.00100535,0.02073422,0.11313179,0.47108098,0.00657347,0.04959001,0.84721040,0.50536466
-2.08604302,1.48501751,0.00091271,0.02110882,0.11710659,0.47125485,0.00648557,0.05048888,0.86457484,0.51808426
-2.08004002,1.50873312,0.00082640,0.02155177,0.12116538,0.47095528,0.00640966,0.05139126,0.88497203,0.53216316
-2.07403702,1.53488045,0.00074667,0.02206193,0.12529367,0.47019895,0.00634523,0.05228157,0.90881641,0.54768286
-2.06803402,1.56370728,0.00067375,0.02263908,0.12947621,0.46903685,0.00629160,0.05314718,0.93650903,0.56472529
-2.06203102,1.59548084,0.00060779,0.02328399,0.13369737,0.46755225,0.00624802,0.05397862,0.96842439,0.58336889
-2.05602801,1.63047514,0.00054894,0.02399851,0.13794132,0.46585765,0.00621368,0.05476968,1.00489591,0.60368372
-2.05002501,1.66895610,0.00049730,0.02478553,0.14219236,0.46409089,0.00618778,0.05551752,1.04620063,0.62572577
-2.04402201,1.71116484,0.00045293,0.02564895,0.14643501,0.46241042,0.00616959,0.05622256,1.09254317,0.64953057
-2.03801901,1.75729983,0.00041587,0.02659349,0.15065406,0.46099021,0.00615853,0.05688832,1.14403956,0.67510636
-2.03201601,1.80749839,0.00038613,0.02762461,0.15483449,0.46001423,0.00615416,0.05752121,1.20070147,0.70242705
-2.02601301,1.86181849,0.00036370,0.02874818,0.15896126,0.45967092,0.00615628,0.05813016,1.26242147,0.73142529
-2.02001001,1.92022158,0.00034853,0.02997030,0.16301895,0.46014771,0.00616493,0.05872626,1.32896001,0.76198605
-2.01400700,1.98255747,0.00034060,0.03129693,0.16699128,0.46162578,0.00618039,0.05932234,1.39993504,0.79394117
-2.00800400,2.04855216,0.00033988,0.03273356,0.17086065,0.46427529,0.00620322,0.05993247,1.47481506,0.82706522
-2.00200100,2.11779947,0.00034631,0.03428489,0.17460758,0.46825101,0.00623418,0.06057151,1.55291631,0.86107320
-1.99599800,2.18975728,0.00035990,0.03595441,0.17821025,0.47368854,0.00627425,0.06125462,1.63340490,0.89562034
-1.98999500,2.26374897,0.00038064,0.03774412,0.18164412,0.48070116,0.00632451,0.06199683,1.71530441,0.93030440
-1.98399200,2.33897046,0.00040857,0.03965413,0.18488171,0.48937715,0.00638615,0.06281257,1.79750919,0.96467072
-1.97798899,2.41450295,0.00044376,0.04168237,0.18789256,0.49977776,0.00646030,0.06371534,1.87880363,0.99821988
-1.97198599,2.48933124,0.00048631,0.04382434,0.19064348,0.51193560,0.00654803,0.06471731,1.95788698,1.03041813
-1.96598299,2.56236699,0.00053636,0.04607288,0.19309901,0.52585343,0.00665018,0.06582906,2.03340322,1.06071022
-1.95997999,2.63247628,0.00059411,0.04841802,0.19522206,0.54150328,0.00676733,0.06705928,2.10397524,1.08853427
-1.95397699,2.69851026,0.00065975,0.05084686,0.19697490,0.55882588,0.00689971,0.06841457,2.16824202,1.11333804
-1.94797399,2.75933766,0.00073354,0.05334358,0.19832023,0.57773018,0.00704711,0.06989924,2.22489747,1.13459614
-1.94197099,2.81387764,0.00081571,0.05588949,0.19922237,0.59809312,0.00720886,0.07151509,2.27272942,1.15182719
-1.93596798,2.86113155,0.00090651,0.05846316,0.19964851,0.61975956,0.00738375,0.07326125,2.31065705,1.16461018
-1.92996498,2.90021205,0.00100615,0.06104068,0.19957000,0.64254236,0.00757008,0.07513401,2.33776506,1.17259938
-1.92396198,2.93036822,0.00111480,0.06359592,0.19896342,0.66622282,0.00776561,0.07712662,2.35333318,1.17553681
-1.91795898,2.95100567,0.00123253,0.06610098,0.19781161,0.69055145,0.00796762,0.07922914,2.35685956,1.17326182
-1.91195598,2.96170059,0.00135932,0.06852668,0.19610439,0.71524932,0.00817300,0.08142827,2.34807688,1.16571717
-1.90595298,2.96220744,0.00149499,0.07084312,0.19383911,0.74001003,0.00837825,0.08370722,2.32696075,1.15295132
-1.89994997,2.95246007,0.00163919,0.07302037,0.19102088,0.76450258,0.00857966,0.08604561,2.29372968,1.13511685
-1.89394697,2.93256652,0.00179135,0.07502916,0.18766248,0.78837515,0.00877339,0.08841950,2.24883700,1.11246503
-1.88794397,2.90279811,0.00195069,0.07684172,0.18378414,0.81125997,0.00895557,0.09080141,2.19295497,1.08533691
-1.88194097,2.86357379,0.00211615,0.07843258,0.17941295,0.83277932,0.00912251,0.09316060,2.12695206,1.05415136
-1.87593797,2.81544070,0.00228639,0.07977940,0.17458214,0.85255259,0.00927075,0.09546337,2.05186439,1.01939073
-1.86993497,2.75905241,0.00245983,0.08086385,0.16933025,0.87020443,0.00939726,0.09767364,1.96886282,0.98158485
-1.86393197,2.69514607,0.00263459,0.08167241,0.16370017,0.88537368,0.00949957,0.09975359,1.87921711,0.94129418
-1.85792896,2.62451966,0.00280855,0.08219706,0.15773816,0.89772300,0.00957585,0.10166459,1.78425882,0.89909297
-1.85192596,2.54801064,0.00297938,0.08243599,0.15149291,0.90694878,0.00962504,0.10336824,1.68534437,0.85555313
-1.84592296,2.46647695,0.00314456,0.08239405,0.14501462,0.91279096,0.00964693,0.10482758,1.58381985,0.81122963
-1.83991996,2.38078084,0.00330148,0.08208310,0.13835419,0.91504250,0.00964222,0.10600839,1.48098871,0.76664781
-1.83391696,2.29177634,0.00344747,0.08152223,0.13156251,0.91355792,0.00961254,0.10688062,1.37808345,0.72229334
-1.82791396,2.20030015,0.00357992,0.08073765,0.12468987,0.90826053,0.00956047,0.10741976,1.27624201,0.67860471
-1.82191096,2.10716610,0.00369630,0.07976246,0.11778550,0.89914815,0.00948951,0.10760824,1.17648935,0.63596869
-1.81590795,2.01316266,0.00379433,0.07863616,0.11089715,0.88629667,0.00940405,0.10743666,1.07972442,0.59471851
-1.80990495,1.91905293,0.00387200,0.07740398,0.10407082,0.86986158,0.00930924,0.10690490,0.98671244,0.55513451
-1.80390195,1.82557655,0.00392770,0.07611594,0.09735055,0.85007696,0.00921094,0.10602296,0.89808213,0.51744707
-1.79789895,1.73345259,0.00396025,0.07482580,0.09077824,0.82725210,0.00911556,0.10481149,0.81432752,0.48184130
-1.79189595,1.64338270,0.00396902,0.07358981,0.08439350,0.80176577,0.00902994,0.10330198,0.73581350,0.44846293
-1.78589295,1.55605380,0.00395393,0.07246537,0.07823352,0.77405812,0.00896115,0.10153663,0.66278456,0.41742504
-1.77988994,1.47213958,0.00391551,0.07150955,0.07233294,0.74462071,0.00891637,0.09956770,0.59537585,0.38881496
-1.77388694,1.39230035,0.00385492,0.07077770,0.06672372,0.71398466,0.00890263,0.09745658,0.53362575,0.36270103
-1.76788394,1.31718091,0.00377394,0.07032191,0.06143498,0.68270767,0.00892670,0.09527236,0.47748934,0.33913868
-1.76188094,1.24740615,0.00367497,0.07018963,0.05649283,0.65136005,0.00899487,0.09309011,0.42685195,0.31817553
-1.75587794,1.18357451,0.00356097,0.07042235,0.05192022,0.62051032,0.00911275,0.09098880,0.38154240,0.29985532
-1.74987494,1.12624945,0.00343544,0.07105435,0.04773673,0.59071086,0.00928515,0.08904900,0.34134535,0.28422053
-1.74387194,1.07594915,0.00330235,0.07211173,0.04395842,0.56248412,0.00951586,0.08735037,0.30601250,0.27131356
-1.73786893,1.03313513,0.00316608,0.07361148,0.04059770,0.53630963,0.00980757,0.08596908,0.27527239,0.26117658
-1.73186593,0.99820009,0.00303134,0.07556086,0.03766316,0.51261241,0.01016170,0.08497522,0.24883879,0.25385021
-1.72586293,0.97145575,0.00290308,0.07795698,0.03515948,0.49175300,0.01057835,0.08443033,0.22641752,0.24937111
-1.71985993,0.95312140,0.00278645,0.08078659,0.03308739,0.47401943,0.01105621,0.08438506,0.20771191,0.24776875
-1.71385693,0.94331358,0.00268668,0.08402617,0.03144366,0.45962137,0.01159253,0.08487722,0.19242700,0.24906166
-1.70785393,0.94203772,0.00260902,0.08764221,0.03022111,0.44868655,0.01218315,0.08593012,0.18027260,0.25325340
-1.70185093,0.94918213,0.00255866,0.09159176,0.02940871,0.44125958,0.01282251,0.08755140,0.17096553,0.26032850
-1.69584792,0.96451491,0.00254064,0.09582325,0.02899173,0.43730316,0.01350374,0.08973238,0.16423111,0.27024862
-1.68984492,0.98768393,0.00255976,0.10027750,0.02895192,0.43670170,0.01421880,0.09244789,0.15980428,0.28294921
-1.68384192,1.01822023,0.00262051,0.10488895,0.02926778,0.43926706,0.01495858,0.09565678,0.15743034,0.29833680
-1.67783892,1.05554483,0.00272701,0.10958712,0.02991484,0.44474643,0.01571317,0.09930295,0.15686564,0.31628712
-1.67183592,1.09897880,0.00288283,0.11429816,0.03086600,0.45283191,0.01647201,0.10331689,0.15787821,0.33664405
-1.66583292,1.14775652,0.00309099,0.11894663,0.03209197,0.46317166,0.01722415,0.10761782,0.16024852,0.35921959
-1.65982991,1.20104154,0.00335378,0.12345729,0.03356165,0.47538213,0.01795856,0.11211619,0.16377028,0.38379482
-1.65382691,1.25794475,0.00367269,0.12775697,0.03524266,0.48906110,0.01866435,0.11671653,0.16825141,0.41012171
-1.64782391,1.31754424,0.00404830,0.13177649,0.03710186,0.50380106,0.01933109,0.12132059,0.17351509,0.43792589
-1.64182091,1.37890611,0.00448016,0.13545242,0.03910585,0.51920249,0.01994906,0.12583057,0.17940085,0.46691023
-1.63581791,1.44110572,0.00496671,0.13872885,0.04122165,0.53488672,0.02050950,0.13015232,0.18576552,0.49675903
-1.62981491,1.50324856,0.00550516,0.14155890,0.04341726,0.55050785,0.02100486,0.13419841,0.19248418,0.52714279
-1.62381191,1.56449015,0.00609150,0.14390610,0.04566234,0.56576350,0.02142899,0.13789102,0.19945082,0.55772345
-1.61780890,1.62405435,0.00672040,0.14574550,0.04792886,0.58040387,0.02177728,0.14116432,0.20657863,0.58815984
-1.61180590,1.68124951,0.00738522,0.14706442,0.05019186,0.59423915,0.02204679,0.14396646,0.21380009,0.61811329
-1.60580290,1.73548213,0.00807811,0.14786297,0.05243007,0.60714479,0.02223626,0.14626103,0.22106650,0.64725323
-1.59979990,1.78626758,0.00879002,0.14815414,0.05462670,0.61906475,0.02234616,0.14802784,0.22834712,0.67526273
-1.59379690,1.83323782,0.00951089,0.14796369,0.05677007,0.63001258,0.02237862,0.14926316,0.23562800,0.70184367
-1.58779390,1.87614593,0.01022982,0.14732948,0.05885433,0.64007036,0.02233731,0.14997926,0.24291027,0.72672170
-1.58179090,1.91486751,0.01093529,0.14630072,0.06088000,0.64938578,0.02222734,0.15020347,0.25020823,0.74965066
-1.57578789,1.94939905,0.01161544,0.14493677,0.06285455,0.65816725,0.02205506,0.14997661,0.25754718,0.77041647
-1.56978489,1.97985351,0.01225839,0.14330571,0.06479276,0.66667751,0.02182785,0.14935109,0.26496112,0.78884044
