energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.68184092,6.01826010,0.01493876,1.08286109,0.63607158,0.00000000,5.82353103,2.47358853,0.03393138,1.38571473
-5.67583792,6.00816407,0.01438267,1.08372944,0.63987778,0.00000000,5.85849368,2.45462917,0.03528189,1.38699943
-5.66983492,6.00798960,0.01382991,1.08755922,0.64268319,0.00000000,5.89768077,2.44409972,0.03666549,1.38771594
-5.66383192,6.01662181,0.01328418,1.09398270,0.64442768,0.00000000,5.94007925,2.44145184,0.03807190,1.38772653
-5.65782891,6.03273764,0.01274852,1.10256684,0.64505947,0.00000000,5.98452878,2.44599798,0.03949226,1.38689218
-5.65182591,6.05486723,0.01222546,1.11282682,0.64454053,0.00000000,6.02978046,2.45693902,0.04091958,1.38508437
-5.64582291,6.08146484,0.01171706,1.12424236,0.64285190,0.00000000,6.07456246,2.47339765,0.04234902,1.38219761
-5.63981991,6.11098534,0.01122503,1.13627583,0.63999854,0.00000000,6.11764871,2.49445557,0.04377830,1.37816185
-5.63381691,6.14196160,0.01075083,1.14839145,0.63601334,0.00000000,6.15792653,2.51919243,0.04520792,1.37295397
-5.62781391,6.17307855,0.01029576,1.16007443,0.63096010,0.00000000,6.19445939,2.54672431,0.04664132,1.36660755
-5.62181091,6.20323946,0.00986106,1.17084916,0.62493511,0.00000000,6.22654079,2.57623947,0.04808494,1.35922022
-5.61580790,6.23162059,0.00944791,1.18029561,0.61806743,0.00000000,6.25373633,2.60702963,0.04954811,1.35095805
-5.60980490,6.25771132,0.00905757,1.18806300,0.61051752,0.00000000,6.27591127,2.63851485,0.05104285,1.34205659
-5.60380190,6.28133709,0.00869131,1.19388024,0.60247446,0.00000000,6.29324180,2.67026087,0.05258348,1.33281828
-5.59779890,6.30266404,0.00835051,1.19756256,0.59415172,0.00000000,6.30620929,2.70198791,0.05418606,1.32360638
-5.59179590,6.32218502,0.00803659,1.19901407,0.58578170,0.00000000,6.31557745,2.73357074,0.05586778,1.31483536
-5.58579290,6.34068747,0.00775107,1.19822625,0.57760933,0.00000000,6.32235362,2.76502991,0.05764612,1.30695840
-5.57978989,6.35920517,0.00749549,1.19527245,0.56988494,0.00000000,6.32773584,2.79651506,0.05953801,1.30045226
-5.57378689,6.37895613,0.00727146,1.19029879,0.56285672,0.00000000,6.33304856,2.82828115,0.06155888,1.29580045
-5.56778389,6.40127016,0.00708059,1.18351203,0.55676327,0.00000000,6.33967011,2.86065922,0.06372171,1.29347525
-5.56178089,6.42750988,0.00692452,1.17516508,0.55182627,0.00000000,6.34895572,2.89402343,0.06603607,1.29391948
-5.55577789,6.45898930,0.00680487,1.16554089,0.54824390,0.00000000,6.36215986,2.92875622,0.06850729,1.29752890
-5.54977489,6.49689427,0.00672326,1.15493569,0.54618505,0.00000000,6.38036213,2.96521379,0.07113571,1.30463591
-5.54377189,6.54220899,0.00668131,1.14364248,0.54578462,0.00000000,6.40440012,3.00369366,0.07391605,1.31549530
-5.53776888,6.59565204,0.00668059,1.13193547,0.54714000,0.00000000,6.43481294,3.04440625,0.07683706,1.33027266
-5.53176588,6.65762542,0.00672267,1.12005638,0.55030894,0.00000000,6.47179801,3.08745194,0.07988129,1.34903596
-5.52576288,6.72817873,0.00680906,1.10820331,0.55530858,0.00000000,6.51518341,3.13280482,0.08302520,1.37175037
-5.51975988,6.80699022,0.00694120,1.09652246,0.56211587,0.00000000,6.56441708,3.18030384,0.08623941,1.39827682
-5.51375688,6.89336529,0.00712044,1.08510323,0.57066898,0.00000000,6.61857344,3.22965172,0.08948928,1.42837388
-5.50775388,6.98625228,0.00734796,1.07397680,0.58086981,0.00000000,6.67637706,3.28042152,0.09273564,1.46170313
-5.50175088,7.08427440,0.00762475,1.06311805,0.59258724,0.00000000,6.73624241,3.33207032,0.09593577,1.49783742
-5.49574787,7.18577601,0.00795150,1.05245065,0.60566100,0.00000000,6.79632779,3.38395902,0.09904449,1.53627189
-5.48974487,7.28888081,0.00832851,1.04185492,0.61990596,0.00000000,6.85460108,3.43537726,0.10201537,1.57643707
-5.48374187,7.39155900,0.00875561,1.03117796,0.63511664,0.00000000,6.90891451,3.48557193,0.10480202,1.61771361
-5.47773887,7.49170052,0.00923204,1.02024540,0.65107184,0.00000000,6.95708534,3.53377784,0.10735932,1.65944817
-5.47173587,7.58719089,0.00975633,1.00887413,0.66753913,0.00000000,6.99697908,3.57924902,0.10964468,1.70096987
-5.46573287,7.67598683,0.01032620,0.99688534,0.68427936,0.00000000,7.02659225,3.62128939,0.11161919,1.74160689
-5.45972986,7.75618879,0.01093846,0.98411722,0.70105084,0.00000000,7.04413137,3.65928126,0.11324859,1.78070277
-5.45372686,7.82610786,0.01158897,0.97043675,0.71761339,0.00000000,7.04808567,3.69271099,0.11450416,1.81763205
-5.44772386,7.88432527,0.01227253,0.95575004,0.73373213,0.00000000,7.03729094,3.72119067,0.11536336,1.85181499
-5.44172086,7.92974279,0.01298290,0.94001092,0.74918118,0.00000000,7.01098269,3.74447559,0.11581035,1.88273107
-5.43571786,7.96162319,0.01371284,0.92322739,0.76374706,0.00000000,6.96883725,3.76247699,0.11583626,1.90993112
-5.42971486,7.97962003,0.01445414,0.90546591,0.77723212,0.00000000,6.91099967,3.77527017,0.11543932,1.93304793
-5.42371186,7.98379677,0.01519778,0.88685335,0.78945771,0.00000000,6.83809809,3.78309809,0.11462480,1.95180513
-5.41770885,7.97463506,0.01593406,0.86757684,0.80026736,0.00000000,6.75124448,3.78637052,0.11340479,1.96602435
-5.41170585,7.95303286,0.01665281,0.84788141,0.80952978,0.00000000,6.65202207,3.78565939,0.11179788,1.97563045
-5.40570285,7.92029249,0.01734366,0.82806584,0.81714172,0.00000000,6.54246000,3.78169029,0.10982873,1.98065470
-5.39969985,7.87809927,0.01799631,0.80847683,0.82303055,0.00000000,6.42499625,3.77533074,0.10752747,1.98123581
-5.39369685,7.82849130,0.01860083,0.78950174,0.82715661,0.00000000,6.30242962,3.76757532,0.10492916,1.97761869
-5.38769385,7.77382063,0.01914798,0.77156016,0.82951500,0.00000000,6.17786217,3.75952784,0.10207310,1.97015084
-5.38169085,7.71670633,0.01962951,0.75509447,0.83013694,0.00000000,6.05463308,3.75238073,0.09900210,1.95927622
-5.37568784,7.65997997,0.02003848,0.74055973,0.82909040,0.00000000,5.93624539,3.74739157,0.09576173,1.94552657
-5.36968484,7.60662371,0.02036951,0.72841286,0.82647993,0.00000000,5.82628687,3.74585698,0.09239959,1.92951022
-5.36368184,7.55970178,0.02061901,0.71910143,0.82244562,0.00000000,5.72834635,3.74908365,0.08896444,1.91189847
-5.35767884,7.52228592,0.02078538,0.71305220,0.81716104,0.00000000,5.64592693,3.75835691,0.08550545,1.89340958
-5.35167584,7.49737594,0.02086906,0.71065947,0.81083014,0.00000000,5.58235760,3.77490692,0.08207136,1.87479081
-5.34567284,7.48781649,0.02087263,0.71227344,0.80368316,0.00000000,5.54070499,3.79987296,0.07870963,1.85679876
-5.33966983,7.49621211,0.02080073,0.71818886,0.79597143,0.00000000,5.52368693,3.83426653,0.07546573,1.84017854
-5.33366683,7.52484232,0.02065997,0.72863418,0.78796125,0.00000000,5.53358999,3.87893406,0.07238226,1.82564238
-5.32766383,7.57557966,0.02045872,0.74376143,0.77992700,0.00000000,5.57219294,3.93452057,0.06949834,1.81384822
-5.32166083,7.64981327,0.02020690,0.76363726,0.77214359,0.00000000,5.64069879,4.00143543,0.06684886,1.80537922
-5.31565783,7.74838139,0.01991562,0.78823549,0.76487850,0.00000000,5.73967760,4.07982199,0.06446397,1.80072479
-5.30965483,7.87151598,0.01959685,0.81743159,0.75838374,0.00000000,5.86902265,4.16953269,0.06236855,1.80026411
-5.30365183,8.01880279,0.01926304,0.85099950,0.75288796,0.00000000,6.02792236,4.27011140,0.06058193,1.80425268
-5.29764882,8.18915980,0.01892669,0.88861109,0.74858916,0.00000000,6.21485023,4.38078458,0.05911755,1.81281286
-5.29164582,8.38083676,0.01859999,0.92983868,0.74564822,0.00000000,6.42757434,4.50046276,0.05798299,1.82592873
-5.28564282,8.59143770,0.01829441,0.97416078,0.74418359,0.00000000,6.66318813,4.62775340,0.05717993,1.84344601
-5.27963982,8.81796748,0.01802037,1.02097116,0.74426758,0.00000000,6.91816261,4.76098583,0.05670443,1.86507698
-5.27363682,9.05690243,0.01778696,1.06959113,0.74592431,0.00000000,7.18842009,4.89824835,0.05654725,1.89041075
-5.26763382,9.30428404,0.01760171,1.11928495,0.74912961,0.00000000,7.46942824,5.03743698,0.05669434,1.91892853
-5.26163082,9.55583324,0.01747042,1.16927773,0.75381297,0.00000000,7.75631228,5.17631481,0.05712750,1.95002353
-5.25562781,9.80708198,0.01739715,1.21877553,0.75986145,0.00000000,8.04398242,5.31257991,0.05782505,1.98302492
-5.24962481,10.05351717,0.01738415,1.26698675,0.76712558,0.00000000,8.32727236,5.44393949,0.05876271,2.01722488
-5.24362181,10.29073161,0.01743205,1.31314398,0.77542689,0.00000000,8.60108441,5.56818732,0.05991446,2.05190764
-5.23761881,10.51457547,0.01753997,1.35652553,0.78456680,0.00000000,8.86053567,5.68328088,0.06125341,2.08637952
-5.23161581,10.72130160,0.01770579,1.39647560,0.79433652,0.00000000,9.10109977,5.78741484,0.06275280,2.11999825
-5.22561281,10.90769779,0.01792640,1.43242216,0.80452734,0.00000000,9.31873835,5.87908693,0.06438683,2.15220066
-5.21960980,11.07119963,0.01819811,1.46389187,0.81494091,0.00000000,9.51001691,5.95715304,0.06613149,2.18252694
-5.21360680,11.20997799,0.01851689,1.49052112,0.82539879,0.00000000,9.67219995,6.02086815,0.06796534,2.21064053
-5.20760380,11.32299640,0.01887876,1.51206298,0.83575086,0.00000000,9.80332140,6.06991089,0.06987006,2.23634250
-5.20160080,11.41003505,0.01928013,1.52838946,0.84588205,0.00000000,9.90222709,6.10438981,0.07183096,2.25957940
-5.19559780,11.47167938,0.01971798,1.53948933,0.85571687,0.00000000,9.96858760,6.12483080,0.07383723,2.28044416
-5.18959480,11.50927354,0.02019013,1.54546143,0.86522165,0.00000000,10.00288077,6.13214554,0.07588203,2.29916987
-5.18359180,11.52484015,0.02069533,1.54650404,0.87440405,0.00000000,10.00634499,6.12758259,0.07796239,2.31611634
-5.17758879,11.52097030,0.02123331,1.54290084,0.88331007,0.00000000,9.98090539,6.11266300,0.08007889,2.33175011
-5.17158579,11.50068864,0.02180471,1.53500437,0.89201854,0.00000000,9.92907649,6.08910366,0.08223512,2.34661872
-5.16558279,11.46730023,0.02241090,1.52321760,0.90063344,0.00000000,9.85384580,6.05873211,0.08443703,2.36132040
-5.15957979,11.42422661,0.02305379,1.50797492,0.90927449,0.00000000,9.75854374,6.02339722,0.08669201,2.37647059
-5.15357679,11.37483923,0.02373545,1.48972314,0.91806656,0.00000000,9.64670586,5.98488007,0.08900798,2.39266698
-5.14757379,11.32229837,0.02445777,1.46890370,0.92712854,0.00000000,9.52193332,5.94480977,0.09139233,2.41045482
-5.14157079,11.26940564,0.02522203,1.44593662,0.93656237,0.00000000,9.38775767,5.90458840,0.09385080,2.43029425
-5.13556778,11.21847705,0.02602846,1.42120703,0.94644282,0.00000000,9.24751569,5.86532887,0.09638650,2.45253130
-5.12956478,11.17124284,0.02687584,1.39505463,0.95680881,0.00000000,9.10423909,5.82780869,0.09899892,2.47737426
-5.12356178,11.12877843,0.02776112,1.36776643,0.96765670,0.00000000,8.96056326,5.79244191,0.10168308,2.50487645
-5.11755878,11.09146945,0.02867911,1.33957284,0.97893600,0.00000000,8.81865807,5.75927008,0.10442892,2.53492639
-5.11155578,11.05901167,0.02962227,1.31064696,0.99054784,0.00000000,8.68018271,5.72797264,0.10722084,2.56724599
-5.10555278,11.03044503,0.03058061,1.28110696,1.00234620,0.00000000,8.54626512,5.69789537,0.11003756,2.60139670
-5.09954977,11.00421903,0.03154173,1.25102097,1.01414189,0.00000000,8.41750562,5.66809515,0.11285219,2.63679329
-5.09354677,10.97828507,0.03249097,1.22041407,1.02570906,0.00000000,8.29400307,5.63739814,0.11563265,2.67272465
-5.08754377,10.95021036,0.03341170,1.18927693,1.03679369,0.00000000,8.17540103,5.60446786,0.11834227,2.70838025
-5.08154077,10.91730660,0.03428573,1.15757521,1.04712374,0.00000000,8.06095043,5.56787933,0.12094071,2.74288099
-5.07553777,10.87676648,0.03509385,1.12525950,1.05642020,0.00000000,7.94958484,5.52619517,0.12338503,2.77531274
-5.06953477,10.82580076,0.03581644,1.09227496,1.06440833,0.00000000,7.84000392,5.47803964,0.12563094,2.80476079
-5.06353177,10.76176890,0.03643411,1.05857037,1.07082867,0.00000000,7.73076054,5.42216689,0.12763420,2.83034354
-5.05752876,10.68229721,0.03692842,1.02410608,1.07544687,0.00000000,7.62034719,5.35752020,0.12935196,2.85124364
-5.05152576,10.58537909,0.03728257,0.98886069,1.07806219,0.00000000,7.50727759,5.28327966,0.13074419,2.86673528
-5.04552276,10.46945365,0.03748201,0.95283616,1.07851391,0.00000000,7.39016003,5.19889660,0.13177495,2.87620642
-5.03951976,10.33346011,0.03751505,0.91606134,1.07668571,0.00000000,7.26775947,5.10411377,0.13241357,2.87917509
-5.03351676,10.17686703,0.03737332,0.87859384,1.07250774,0.00000000,7.13904647,4.99897130,0.13263566,2.87529952
-5.02751376,9.99967702,0.03705210,0.84052051,1.06595650,0.00000000,7.00323171,4.88379917,0.13242384,2.86438185
-5.02151076,9.80240863,0.03655054,0.80195640,1.05705281,0.00000000,6.85978587,4.75919774,0.13176832,2.84636603
-5.01550775,9.58605863,0.03587173,0.76304272,1.04585816,0.00000000,6.70844539,4.62600826,0.13066712,2.82133041
-5.00950475,9.35204841,0.03502260,0.72394375,1.03246990,0.00000000,6.54920535,4.48527597,0.12912612,2.78947609
-5.00350175,9.10215924,0.03401368,0.68484319,1.01701574,0.00000000,6.38230156,4.33820834,0.12715881,2.75111215
-4.99749875,8.83846077,0.03285877,0.64594000,0.99964804,0.00000000,6.20818410,4.18613116,0.12478587,2.70663902
-4.99149575,8.56323775,0.03157445,0.60744411,0.98053852,0.00000000,6.02748507,4.03044514,0.12203451,2.65653122
-4.98549275,8.27891888,0.03017956,0.56957212,0.95987351,0.00000000,5.84098317,3.87258513,0.11893769,2.60132056
-4.97948974,7.98801171,0.02869461,0.53254318,0.93785035,0.00000000,5.64956780,3.71398397,0.11553319,2.54158095
-4.97348674,7.69304608,0.02714110,0.49657525,0.91467488,0.00000000,5.45420508,3.55604214,0.11186268,2.47791534
-4.96748374,7.39652812,0.02554099,0.46188170,0.89056022,0.00000000,5.25590752,3.40010417,0.10797062,2.41094541
-4.96148074,7.10090562,0.02391602,0.42866845,0.86572672,0.00000000,5.05570893,3.24744199,0.10390335,2.34130422
-4.95547774,6.80854456,0.02228723,0.39713156,0.84040289,0.00000000,4.85464525,3.09924492,0.09970802,2.26963159
-4.94947474,6.52171597,0.02067447,0.36745538,0.81482697,0.00000000,4.65374163,2.95661571,0.09543176,2.19657201
-4.94347174,6.24259135,0.01909600,0.33981102,0.78924886,0.00000000,4.45400532,2.82057148,0.09112075,2.12277435
-4.93746873,5.97324439,0.01756823,0.31435530,0.76393191,0.00000000,4.25642366,2.69204826,0.08681956,2.04889286
-4.93146573,5.71565661,0.01610548,0.29122989,0.73915424,0.00000000,4.06196583,2.57190786,0.08257045,1.97558848
-4.92546273,5.47172418,0.01471989,0.27056080,0.71520911,0.00000000,3.87158707,2.46094532,0.07841284,1.90352974
-4.91945973,5.24326336,0.01342140,0.25245781,0.69240413,0.00000000,3.68623362,2.35989588,0.07438285,1.83339251
-4.91345673,5.03201251,0.01221775,0.23701403,0.67105893,0.00000000,3.50684697,2.26944016,0.07051298,1.76585785
-4.90745373,4.83962883,0.01111467,0.22430540,0.65150134,0.00000000,3.33436583,2.19020657,0.06683179,1.70160768
-4.90145073,4.66767850,0.01011596,0.21438998,0.63406180,0.00000000,3.16972484,2.12277038,0.06336374,1.64131776
-4.89544772,4.51761985,0.00922369,0.20730717,0.61906636,0.00000000,3.01384901,2.06764922,0.06012903,1.58564809
-4.88944472,4.39077955,0.00843848,0.20307663,0.60682832,0.00000000,2.86764361,2.02529484,0.05714357,1.53523086
-4.88344172,4.28832245,0.00775962,0.20169705,0.59763885,0.00000000,2.73197942,1.99608162,0.05441893,1.49065626
-4.87743872,4.21121650,0.00718535,0.20314472,0.59175700,0.00000000,2.60767370,1.98029237,0.05196235,1.45245675
-4.87143572,4.16019440,0.00671304,0.20737197,0.58939951,0.00000000,2.49546780,1.97810228,0.04977690,1.42109058
-4.86543272,4.13571422,0.00633937,0.21430550,0.59073105,0.00000000,2.39600235,1.98956203,0.04786152,1.39692524
-4.85942971,4.13792122,0.00606050,0.22384483,0.59585515,0.00000000,2.30979152,2.01458120,0.04621124,1.38022179
-4.85342671,4.16661352,0.00587221,0.23586087,0.60480657,0.00000000,2.23719774,2.05291316,0.04481736,1.37112098
-4.84742371,4.22121399,0.00576998,0.25019478,0.61754533,0.00000000,2.17840854,2.10414253,0.04366777,1.36963190
-4.84142071,4.30075054,0.00574912,0.26665732,0.63395296,0.00000000,2.13341697,2.16767652,0.04274719,1.37562406
-4.83541771,4.40384700,0.00580481,0.28502873,0.65383112,0.00000000,2.10200707,2.24274077,0.04203757,1.38882337
-4.82941471,4.52872594,0.00593215,0.30505942,0.67690292,0.00000000,2.08374554,2.32838085,0.04151848,1.40881255
-4.82341171,4.67322473,0.00612621,0.32647144,0.70281692,0.00000000,2.07798059,2.42346967,0.04116756,1.43503622
-4.81740870,4.83482525,0.00638205,0.34896092,0.73115385,0.00000000,2.08384846,2.52672134,0.04096098,1.46681082
-4.81140570,5.01069719,0.00669473,0.37220156,0.76143592,0.00000000,2.10028806,2.63671136,0.04087395,1.50333902
-4.80540270,5.19775444,0.00705934,0.39584900,0.79313838,0.00000000,2.12606337,2.75190314,0.04088125,1.54372848
-4.79939970,5.39272312,0.00747103,0.41954631,0.82570313,0.00000000,2.15979320,2.87068005,0.04095775,1.58701433
-4.79339670,5.59221961,0.00792498,0.44293024,0.85855376,0.00000000,2.19998759,2.99138249,0.04107893,1.63218470
-4.78739370,5.79283626,0.00841650,0.46563827,0.89111167,0.00000000,2.24508940,3.11234888,0.04122139,1.67820844
-4.78139070,5.99123201,0.00894099,0.48731618,0.92281266,0.00000000,2.29351992,3.23195922,0.04136335,1.72406413
-4.77538769,6.18422504,0.00949401,0.50762589,0.95312328,0.00000000,2.34372683,3.34868009,0.04148506,1.76876937
-4.76938469,6.36888419,0.01007132,0.52625338,0.98155668,0.00000000,2.39423260,3.46110927,0.04156916,1.81140938
-4.76338169,6.54261593,0.01066890,0.54291633,1.00768699,0.00000000,2.44368172,3.56801867,0.04160109,1.85116387
-4.75737869,6.70324376,0.01128304,0.55737116,1.03116207,0.00000000,2.49088486,3.66839375,0.04156923,1.88733129
-4.75137569,6.84907697,0.01191036,0.56941931,1.05171399,0.00000000,2.53485817,3.76146806,0.04146517,1.91934960
-4.74537269,6.97896612,0.01254787,0.57891231,1.06916692,0.00000000,2.57485630,3.84675135,0.04128375,1.94681289
-4.73936968,7.09234293,0.01319301,0.58575559,1.08344224,0.00000000,2.61039764,3.92405008,0.04102309,1.96948322
-4.73336668,7.18924282,0.01384373,0.58991070,1.09456049,0.00000000,2.64128072,3.99347919,0.04068452,1.98729732
-4.72736368,7.27030882,0.01449850,0.59139593,1.10264043,0.00000000,2.66759094,4.05546445,0.04027243,2.00036790
-4.72136068,7.33677612,0.01515633,0.59028520,1.10789484,0.00000000,2.68969711,4.11073467,0.03979408,2.00897945
-4.71535768,7.39043727,0.01581685,0.58670533,1.11062360,0.00000000,2.70823767,4.16030388,0.03925924,2.01357861
-4.70935468,7.43358856,0.01648024,0.58083160,1.11120383,0.00000000,2.72409668,4.20544335,0.03867991,2.01475940
-4.70335168,7.46895859,0.01714724,0.57288199,1.11007786,0.00000000,2.73837023,4.24764391,0.03806990,2.01324360
-4.69734867,7.49962081,0.01781913,0.56311009,1.10773886,0.00000000,2.75232403,4.28856957,0.03744437,2.00985684
-4.69134567,7.52889217,0.01849764,0.55179699,1.10471504,0.00000000,2.76734327,4.33000319,0.03681936,2.00550097
-4.68534267,7.56022058,0.01918489,0.53924254,1.10155240,0.00000000,2.78487648,4.37378580,0.03621131,2.00112343
-4.67933967,7.59706407,0.01988323,0.52575612,1.09879688,0.00000000,2.80637475,4.42175104,0.03563654,1.99768450
-4.67333667,7.64276536,0.02059517,0.51164737,1.09697610,0.00000000,2.83322858,4.47565666,0.03511078,1.99612316
-4.66733367,7.70042520,0.02132313,0.49721714,1.09658150,0.00000000,2.86670418,4.53711501,0.03464861,1.99732274
-4.66133067,7.77277866,0.02206934,0.48274894,1.09805100,0.00000000,2.90788169,4.60752479,0.03426306,2.00207717
-4.65532766,7.86207825,0.02283559,0.46850122,1.10175314,0.00000000,2.95759752,4.68800627,0.03396514,2.01105902
-4.64932466,7.96998790,0.02362307,0.45470070,1.10797284,0.00000000,3.01639298,4.77934227,0.03376348,2.02479036
-4.64332166,8.09749192,0.02443213,0.44153689,1.11689940,0.00000000,3.08447161,4.88192729,0.03366396,2.04361752
