energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,6.31988819,-8.43394594,0.06366945,-0.08875935,0.32444148,-0.25011373,1.48268636,-2.23251336,0.75006106,-0.53176916,1.03226161,-1.38251981,0.44659447,-0.28570119,0.07555842,-0.17116262,2.99950078,-4.67510186
-5.99399700,6.22315653,-8.40398105,0.06111880,-0.08808931,0.31645152,-0.25034793,1.47031803,-2.20102584,0.73749540,-0.53118527,1.00448124,-1.38960345,0.43925167,-0.28727890,0.07508542,-0.16965528,2.95844669,-4.66277248
-5.98799400,6.10142277,-8.35392244,0.05838669,-0.08747977,0.30706509,-0.25009996,1.45205849,-2.16283218,0.72169962,-0.52920167,0.97232948,-1.39409302,0.43041388,-0.28881412,0.07444774,-0.16770957,2.90568866,-4.63857545
-5.98199100,5.95625564,-8.28308752,0.05550128,-0.08689959,0.29643619,-0.24933417,1.42821745,-2.11821713,0.70290329,-0.52575111,0.93623756,-1.39580159,0.42021020,-0.29023253,0.07364209,-0.16532167,2.84186197,-4.60214802
-5.97598799,5.78968145,-8.19108786,0.05249432,-0.08631431,0.28474438,-0.24802360,1.39922352,-2.06756223,0.68139195,-0.52078878,0.89671819,-1.39455840,0.40879683,-0.29146178,0.07266813,-0.16249415,2.76781582,-4.55329903
-5.96998499,5.60411922,-8.07785906,0.04940000,-0.08568790,0.27219025,-0.24615116,1.36561087,-2.01133995,0.65749845,-0.51429503,0.85434808,-1.39021349,0.39635361,-0.29243492,0.07152845,-0.15923635,2.68458423,-4.49202346
-5.96398199,5.40231012,-7.94368278,0.04625393,-0.08498452,0.25899063,-0.24371074,1.32800436,-1.95010534,0.63159353,-0.50627738,0.80974936,-1.38264314,0.38308028,-0.29309358,0.07022868,-0.15556456,2.59335426,-4.41851287
-5.95797899,5.18724410,-7.78920039,0.04309202,-0.08417029,0.24537348,-0.24070797,1.28710405,-1.88448597,0.60407596,-0.49677185,0.76357081,-1.37175621,0.36919282,-0.29339102,0.06877752,-0.15150201,2.49543320,-4.33316114
-5.95197599,4.96208674,-7.61541763,0.03994952,-0.08321494,0.23157290,-0.23716077,1.24366947,-1.81517017,0.57536262,-0.48584330,0.71646966,-1.35750094,0.35491967,-0.29329465,0.06718683,-0.14707857,2.39221583,-4.23656556
-5.94597299,4.73010855,-7.42369993,0.03686021,-0.08209316,0.21782413,-0.23309954,1.19850430,-1.74289424,0.54587896,-0.47358508,0.66909466,-1.33987192,0.34049829,-0.29278811,0.06547168,-0.14233036,2.28515294,-4.12952286
-5.93996998,4.49461874,-7.21575800,0.03385564,-0.08078584,0.20435892,-0.22856714,1.15244165,-1.66842887,0.51604995,-0.46011767,0.62207101,-1.31891674,0.32617178,-0.29187262,0.06365038,-0.13729912,2.17572194,-4.01302021
-5.93396698,4.25890497,-6.99362376,0.03096461,-0.07928084,0.19140133,-0.22361834,1.10633041,-1.59256507,0.48629196,-0.44558661,0.57598747,-1.29474174,0.31218583,-0.29056766,0.06174448,-0.13203142,2.06540009,-3.88822112
-5.92796398,4.02617977,-6.75961657,0.02821276,-0.07757353,0.17916391,-0.21831908,1.06102251,-1.51610003,0.45700549,-0.43015949,0.53138606,-1.26751635,0.29878586,-0.28891075,0.05977862,-0.12657774,1.95564086,-3.75644625
-5.92196098,3.79953432,-6.51630026,0.02562231,-0.07566690,0.16784452,-0.21274524,1.01736154,-1.43982308,0.42856907,-0.41402241,0.48875444,-1.23747551,0.28621444,-0.28695641,0.05778036,-0.12099143,1.84785345,-3.61914937
-5.91595798,3.58189923,-6.26643159,0.02321200,-0.07357135,0.15762365,-0.20698107,0.97617226,-1.36450203,0.40133417,-0.39737560,0.44852084,-1.20491962,0.27470874,-0.28477425,0.05577987,-0.11532761,1.74338538,-3.47788894
-5.90995498,3.37601231,-6.01290122,0.02099713,-0.07130416,0.14866230,-0.20111725,0.93825126,-1.29087009,0.37562128,-0.38042876,0.41105167,-1.17021189,0.26449821,-0.28244625,0.05380948,-0.10964194,1.64350808,-3.33429560
-5.90395198,3.18439239,-5.75866858,0.01898969,-0.06888858,0.14110033,-0.19524867,0.90435847,-1.21961352,0.35171686,-0.36339589,0.37665122,-1.13377275,0.25580226,-0.28006330,0.05190308,-0.10398945,1.54940507,-3.19003659
-5.89794897,3.00931864,-5.50669242,0.01719870,-0.06635279,0.13505543,-0.18947191,0.87520952,-1.15136024,0.32987133,-0.34649004,0.34556346,-1.09607138,0.24882792,-0.27772114,0.05009551,-0.09842334,1.46216241,-3.04677787
-5.89194597,2.85281456,-5.25985911,0.01563044,-0.06372858,0.13062230,-0.18388252,0.85146875,-1.08666961,0.31029777,-0.32991800,0.31797539,-1.05761472,0.24376747,-0.27551591,0.04842167,-0.09299378,1.38276100,-2.90614504
-5.88594297,2.71663583,-5.02091100,0.01428891,-0.06104999,0.12787239,-0.17857226,0.83374292,-1.02602347,0.29317137,-0.31387512,0.29402160,-1.01893403,0.24079608,-0.27353945,0.04691569,-0.08774687,1.31207054,-2.76968443
-5.87993997,2.60226145,-4.79237743,0.01317619,-0.05835182,0.12685382,-0.17362625,0.82257550,-0.96981875,0.27862941,-0.29854061,0.27378969,-0.98056987,0.24006925,-0.27187469,0.04560997,-0.08272363,1.25084473,-2.63882554
-5.87393697,2.51088775,-4.57651084,0.01229286,-0.05566823,0.12759163,-0.16912031,0.81844157,-0.91836167,0.26677172,-0.28407317,0.25732605,-0.94305593,0.24172041,-0.27059123,0.04453416,-0.07795915,1.19971760,-2.51484630
-5.86793397,2.44342485,-4.37523052,0.01163838,-0.05303144,0.13008825,-0.16511844,0.82174346,-0.87186390,0.25766162,-0.27060741,0.24464192,-0.90690253,0.24585845,-0.26974143,0.04371428,-0.07348192,1.15920088,-2.39884248
-5.86193097,2.40049558,-4.19007624,0.01121142,-0.05047054,0.13432414,-0.16167066,0.83280699,-0.83044071,0.25132714,-0.25825104,0.23571913,-0.87258065,0.25256537,-0.26935730,0.04317175,-0.06931334,1.12968230,-2.29170240
-5.85592796,2.38243685,-4.02217371,0.01101018,-0.04801052,0.14025869,-0.15881131,0.85187852,-0.79411121,0.24776256,-0.24708289,0.23051556,-0.84050710,0.26189415,-0.26944818,0.04292260,-0.06546744,1.11142495,-2.19408800
