energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-2.91445723,3.40337274,0.39142446,1.81667526,0.00170411,0.03703036,0.25714776,1.53445119,0.01255550,0.13342285
-2.90845423,3.38280084,0.39422729,1.82640614,0.00193704,0.03580696,0.26106555,1.50669841,0.01229709,0.12937678
-2.90245123,3.36686678,0.39688762,1.83348110,0.00220091,0.03482318,0.26498532,1.48552481,0.01203926,0.12573122
-2.89644822,3.35507832,0.39927298,1.83761062,0.00249674,0.03406249,0.26880186,1.47075391,0.01178076,0.12250275
-2.89044522,3.34692507,0.40126654,1.83857536,0.00282499,0.03350476,0.27241405,1.46213008,0.01152044,0.11970143
-2.88444222,3.34188483,0.40277028,1.83622945,0.00318545,0.03312691,0.27572649,1.45932112,0.01125727,0.11733046
-2.87843922,3.33942832,0.40370758,1.83050168,0.00357711,0.03290357,0.27865099,1.46192114,0.01099035,0.11538582
-2.87243622,3.33902283,0.40402519,1.82139511,0.00399815,0.03280779,0.28110793,1.46945373,0.01071888,0.11385610
-2.86643322,3.34013546,0.40369476,1.80898494,0.00444582,0.03281185,0.28302738,1.48137625,0.01044222,0.11272247
-2.86043022,3.34223664,0.40271369,1.79341524,0.00491645,0.03288795,0.28435020,1.49708538,0.01015984,0.11195877
-2.85442721,3.34480460,0.40110531,1.77489454,0.00540546,0.03300903,0.28502884,1.51592458,0.00987137,0.11153190
-2.84842421,3.34733140,0.39891855,1.75369082,0.00590736,0.03314950,0.28502809,1.53719363,0.00957664,0.11140240
-2.84242121,3.34933074,0.39622698,1.73012598,0.00641588,0.03328582,0.28432559,1.56016049,0.00927566,0.11152526
-2.83641821,3.35034803,0.39312720,1.70457005,0.00692403,0.03339722,0.28291219,1.58407553,0.00896866,0.11185101
-2.83041521,3.34997245,0.38973682,1.67743536,0.00742431,0.03346608,0.28079209,1.60818800,0.00865613,0.11232699
-2.82441221,3.34785090,0.38619185,1.64917072,0.00790886,0.03347844,0.27798271,1.63176440,0.00833881,0.11289890
-2.81840920,3.34370318,0.38264366,1.62025566,0.00836966,0.03342423,0.27451444,1.65410824,0.00801773,0.11351237
-2.81240620,3.33733797,0.37925562,1.59119465,0.00879883,0.03329753,0.27043003,1.67458065,0.00769420,0.11411480
-2.80640320,3.32866844,0.37619926,1.56251137,0.00918881,0.03309657,0.26578382,1.69262100,0.00736983,0.11465707
-2.80040020,3.31772683,0.37365038,1.53474275,0.00953262,0.03282379,0.26064071,1.70776672,0.00704651,0.11509530
-2.79439720,3.30467688,0.37178476,1.50843279,0.00982415,0.03248569,0.25507494,1.71967152,0.00672640,0.11539248
-2.78839420,3.28982322,0.37077398,1.48412599,0.01005830,0.03209259,0.24916868,1.72812109,0.00641192,0.11551988
-2.78239120,3.27361693,0.37078108,1.46236040,0.01023125,0.03165839,0.24301051,1.73304566,0.00610569,0.11545823
-2.77638819,3.25665662,0.37195637,1.44366004,0.01034056,0.03120021,0.23669379,1.73452860,0.00581057,0.11519857
-2.77038519,3.23968445,0.37443347,1.42852705,0.01038530,0.03073794,0.23031503,1.73281075,0.00552957,0.11474271
-2.76438219,3.22357707,0.37832549,1.41743324,0.01036611,0.03029383,0.22397217,1.72828998,0.00526581,0.11410330
-2.75837919,3.20933127,0.38372177,1.41081154,0.01028521,0.02989198,0.21776307,1.72151596,0.00502254,0.11330352
-2.75237619,3.19804475,0.39068494,1.40904727,0.01014631,0.02955780,0.21178396,1.71318001,0.00480306,0.11237630
-2.74637319,3.19089234,0.39924856,1.41246963,0.00995457,0.02931753,0.20612806,1.70410046,0.00461072,0.11136324
-2.74037019,3.18909829,0.40941544,1.42134363,0.00971640,0.02919763,0.20088433,1.69520356,0.00444886,0.11031310
-2.73436718,3.19390549,0.42115653,1.43586262,0.00943931,0.02922423,0.19613641,1.68750073,0.00432080,0.10928008
-2.72836418,3.20654229,0.43441060,1.45614197,0.00913166,0.02942259,0.19196160,1.68206245,0.00422979,0.10832184
-2.72236118,3.22818803,0.44908458,1.48221376,0.00880243,0.02981646,0.18843004,1.67998969,0.00417902,0.10749744
-2.71635818,3.25993804,0.46505466,1.51402315,0.00846097,0.03042757,0.18560397,1.68238344,0.00417152,0.10686517
-2.71035518,3.30276908,0.48216813,1.55142618,0.00811671,0.03127498,0.18353700,1.69031313,0.00421017,0.10648045
-2.70435218,3.35750625,0.50024588,1.59418946,0.00777893,0.03237456,0.18227347,1.70478481,0.00429765,0.10639384
-2.69834917,3.42479202,0.51908552,1.64199164,0.00745654,0.03373842,0.18184782,1.72670978,0.00443634,0.10664923
-2.69234617,3.50505838,0.53846511,1.69442664,0.00715783,0.03537436,0.18228393,1.75687459,0.00462831,0.10728234
-2.68634317,3.59850282,0.55814739,1.75100882,0.00689029,0.03728544,0.18359446,1.79591306,0.00487520,0.10831941
-2.68034017,3.70506883,0.57788435,1.81117970,0.00666050,0.03946950,0.18578020,1.84428128,0.00517817,0.10977637
-2.67433717,3.82443164,0.59742225,1.87431633,0.00647395,0.04191885,0.18882944,1.90223622,0.00553779,0.11165829
-2.66833417,3.95598979,0.61650664,1.93974097,0.00633505,0.04462000,0.19271740,1.96981874,0.00595397,0.11395926
-2.66233117,4.09886285,0.63488764,2.00673199,0.00624701,0.04755355,0.19740580,2.04684166,0.00642583,0.11666262
-2.65632816,4.25189599,0.65232510,2.07453562,0.00621188,0.05069418,0.20284257,2.13288329,0.00695166,0.11974155
-2.65032516,4.41367125,0.66859351,2.14237842,0.00623059,0.05401080,0.20896180,2.22728718,0.00752880,0.12315996
-2.64432216,4.58252591,0.68348674,2.20948011,0.00630298,0.05746687,0.21568402,2.32916800,0.00815363,0.12687371
-2.63831916,4.75657753,0.69682219,2.27506648,0.00642786,0.06102091,0.22291681,2.43742394,0.00882148,0.13083200
-2.63231616,4.93375549,0.70844451,2.33838215,0.00660316,0.06462711,0.23055577,2.55075534,0.00952663,0.13497896
-2.62631316,5.11183841,0.71822854,2.39870283,0.00682602,0.06823618,0.23848599,2.66768937,0.01026235,0.13925535
-2.62031016,5.28849653,0.72608154,2.45534687,0.00709285,0.07179629,0.24658383,2.78661008,0.01102094,0.14360030
-2.61430715,5.46133810,0.73194452,2.50768577,0.00739953,0.07525419,0.25471922,2.90579320,0.01179377,0.14795305
-2.60830415,5.62795858,0.73579271,2.55515353,0.00774146,0.07855633,0.26275825,3.02344452,0.01257149,0.15225461
-2.60230115,5.78599123,0.73763514,2.59725455,0.00811370,0.08165016,0.27056605,3.13774103,0.01334410,0.15644937
-2.59629815,5.93315766,0.73751328,2.63356997,0.00851104,0.08448535,0.27800999,3.24687330,0.01410119,0.16048644
-2.59029515,6.06731700,0.73549889,2.66376243,0.00892814,0.08701504,0.28496284,3.34908796,0.01483213,0.16432097
-2.58429215,6.18651210,0.73169110,2.68757909,0.00935955,0.08919705,0.29130612,3.44272896,0.01552633,0.16791511
-2.57828914,6.28901164,0.72621291,2.70485305,0.00979982,0.09099491,0.29693321,3.52627637,0.01617348,0.17123889
-2.57228614,6.37334697,0.71920721,2.71550321,0.01024355,0.09237881,0.30175228,3.59838154,0.01676377,0.17427075
-2.56628314,6.43834279,0.71083250,2.71953274,0.01068544,0.09332637,0.30568899,3.65789766,0.01728824,0.17699799
-2.56028014,6.48314101,0.70125856,2.71702642,0.01112034,0.09382322,0.30868865,3.70390506,0.01773890,0.17941687
-2.55427714,6.50721753,0.69066224,2.70814699,0.01154330,0.09386329,0.31071791,3.73573041,0.01810906,0.18153266
-2.54827414,6.51039171,0.67922348,2.69313091,0.01194959,0.09344897,0.31176599,3.75295970,0.01839348,0.18335935
-2.54227114,6.49282867,0.66712192,2.67228380,0.01233478,0.09259096,0.31184516,3.75544485,0.01858850,0.18491931
-2.53626813,6.45503490,0.65453406,2.64597580,0.01269475,0.09130799,0.31099069,3.74330385,0.01869224,0.18624280
-2.53026513,6.39784745,0.64163117,2.61463707,0.01302575,0.08962620,0.30926015,3.71691489,0.01870459,0.18736724
-2.52426213,6.32241749,0.62857805,2.57875376,0.01332446,0.08757847,0.30673213,3.67690477,0.01862728,0.18833649
-2.51825913,6.23018884,0.61553261,2.53886439,0.01358797,0.08520352,0.30350432,3.62413215,0.01846386,0.18919992
-2.51225613,6.12287211,0.60264619,2.49555682,0.01381392,0.08254487,0.29969117,3.55966626,0.01821962,0.19001145
-2.50625313,6.00241510,0.59006468,2.44946557,0.01400044,0.07964978,0.29542106,3.48476169,0.01790146,0.19082842
-2.50025013,5.87097012,0.57793016,2.40126960,0.01414624,0.07656810,0.29083311,3.40083006,0.01751774,0.19171047
-2.49424712,5.73085866,0.56638290,2.35168989,0.01425060,0.07335107,0.28607372,3.30940922,0.01707811,0.19271827
-2.48824412,5.58453393,0.55556364,2.30148693,0.01431337,0.07005021,0.28129300,3.21213068,0.01659323,0.19391225
-2.48224112,5.43454168,0.54561572,2.25145732,0.01433496,0.06671618,0.27664099,3.11068605,0.01607455,0.19535126
-2.47623812,5.28347956,0.53668702,2.20242939,0.01431633,0.06339784,0.27226405,3.00679318,0.01553403,0.19709128
-2.47023512,5.13395558,0.52893131,2.15525716,0.01425891,0.06014125,0.26830131,2.90216261,0.01498389,0.19918401
-2.46423212,4.98854581,0.52250891,2.11081253,0.01416459,0.05698893,0.26488132,2.79846504,0.01443629,0.20167570
-2.45822911,4.84975199,0.51758647,2.06997513,0.01403560,0.05397919,0.26211904,2.69730055,0.01390307,0.20460588
-2.45222611,4.71995927,0.51433572,2.03361994,0.01387447,0.05114561,0.26011325,2.60016991,0.01339550,0.20800633
-2.44622311,4.60139489,0.51293111,2.00260237,0.01368394,0.04851663,0.25894435,2.50844877,0.01292403,0.21190017
-2.44022011,4.49608830,0.51354642,1.97774112,0.01346687,0.04611538,0.25867273,2.42336513,0.01249808,0.21630107
-2.43421711,4.40583345,0.51635030,1.95979903,0.01322617,0.04395950,0.25933766,2.34598044,0.01212582,0.22121275
-2.42821411,4.33215409,0.52150095,1.94946233,0.01296474,0.04206121,0.26095673,2.27717471,0.01181407,0.22662867
-2.42221111,4.27627281,0.52914008,1.94731903,0.01268538,0.04042742,0.26352597,2.21763584,0.01156814,0.23253193
-2.41620810,4.23908466,0.53938642,1.95383713,0.01239082,0.03905997,0.26702037,2.16785326,0.01139174,0.23889543
-2.41020510,4.22113612,0.55232903,1.96934350,0.01208359,0.03795591,0.27139510,2.12811581,0.01128696,0.24568223
-2.40420210,4.22261022,0.56802077,1.99400449,0.01176611,0.03710791,0.27658708,2.09851387,0.01125423,0.25284614
-2.39819910,4.24331825,0.58647219,2.02780915,0.01144061,0.03650463,0.28251706,2.07894530,0.01129239,0.26033244
-2.39219610,4.28269872,0.60764615,2.07055597,0.01110920,0.03613123,0.28909199,2.06912504,0.01139867,0.26807879
-2.38619310,4.33982391,0.63145358,2.12184420,0.01077384,0.03596981,0.29620768,2.06859782,0.01156885,0.27601623
-2.38019010,4.41341400,0.65775043,2.18107031,0.01043641,0.03599992,0.30375159,2.07675361,0.01179736,0.28407024
-2.37418709,4.50185904,0.68633626,2.24743035,0.01009868,0.03619906,0.31160578,2.09284524,0.01207738,0.29216192
-2.36818409,4.60324831,0.71695440,2.31992846,0.00976238,0.03654311,0.31964973,2.11600768,0.01240107,0.30020912
-2.36218109,4.71540680,0.74929396,2.39739186,0.00942919,0.03700688,0.32776317,2.14527853,0.01275968,0.30812759
-2.35617809,4.83593815,0.78299354,2.47849200,0.00910072,0.03756452,0.33582862,2.17961922,0.01314382,0.31583219
-2.35017509,4.96227320,0.81764675,2.56177177,0.00877855,0.03819000,0.34373381,2.21793647,0.01354361,0.32323796
-2.34417209,5.09172328,0.85280925,2.64567793,0.00846422,0.03885750,0.35137366,2.25910365,0.01394892,0.33026130
-2.33816908,5.22153693,0.88800729,2.72859794,0.00815913,0.03954183,0.35865202,2.30198172,0.01434958,0.33682104
-2.33216608,5.34895886,0.92274736,2.80890018,0.00786463,0.04021883,0.36548299,2.34543945,0.01473562,0.34283958
-2.32616308,5.47128962,0.95652678,2.88497613,0.00758188,0.04086574,0.37179190,2.38837271,0.01509746,0.34824395
-2.32016008,5.58594463,0.98884481,2.95528327,0.00731193,0.04146150,0.37751587,2.42972261,0.01542611,0.35296691
-2.31415708,5.69051089,1.01921408,3.01838697,0.00705559,0.04198711,0.38260412,2.46849230,0.01571339,0.35694804
-2.30815408,5.78279986,1.04717173,3.07300016,0.00681351,0.04242586,0.38701782,2.50376238,0.01595211,0.36013478
-2.30215108,5.86089512,1.07229027,3.11801905,0.00658612,0.04276365,0.39072983,2.53470457,0.01613620,0.36248351
-2.29614807,5.92319336,1.09418745,3.15255375,0.00637370,0.04298913,0.39372410,2.56059373,0.01626087,0.36396049
-2.29014507,5.96843756,1.11253516,3.17595255,0.00617636,0.04309385,0.39599498,2.58081791,0.01632273,0.36454279
-2.28414207,5.99574134,1.12706686,3.18781905,0.00599413,0.04307245,0.39754637,2.59488638,0.01631984,0.36421907
-2.27813907,6.00460382,1.13758348,3.18802132,0.00582700,0.04292259,0.39839082,2.60243548,0.01625182,0.36299021
-2.27213607,5.99491449,1.14395753,3.17669299,0.00567504,0.04264505,0.39854868,2.60323215,0.01611979,0.36086979
-2.26613307,5.96694812,1.14613535,3.15422610,0.00553845,0.04224359,0.39804716,2.59717517,0.01592645,0.35788434
-2.26013007,5.92134981,1.14413746,3.12125620,0.00541770,0.04172483,0.39691957,2.58429387,0.01567598,0.35407333
-2.25412706,5.85911088,1.13805700,3.07864019,0.00531362,0.04109811,0.39520455,2.56474443,0.01537399,0.34948889
-2.24812406,5.78153640,1.12805637,3.02742795,0.00522750,0.04037521,0.39294544,2.53880388,0.01502745,0.34419536
-2.24212106,5.69020562,1.11436208,2.96882892,0.00516117,0.03957011,0.39018971,2.50686170,0.01464451,0.33826844
-2.23611806,5.58692661,1.09725817,2.90417483,0.00511710,0.03869867,0.38698846,2.46940952,0.01423442,0.33179417
-2.23011506,5.47368685,1.07707827,2.83488025,0.00509840,0.03777832,0.38339606,2.42702891,0.01380734,0.32486770
-2.22411206,5.35260126,1.05419658,2.76240221,0.00510892,0.03682772,0.37946966,2.38037773,0.01337418,0.31759184
-2.21810905,5.22585963,1.02901810,2.68820060,0.00515315,0.03586643,0.37526893,2.33017545,0.01294642,0.31007550
-2.21210605,5.09567502,1.00196840,2.61370046,0.00523624,0.03491462,0.37085560,2.27718775,0.01253595,0.30243206
-2.20610305,4.96423469,0.97348316,2.54025754,0.00536387,0.03399272,0.36629305,2.22221100,0.01215487,0.29477770
-2.20010005,4.83365507,0.94399796,2.46912812,0.00554214,0.03312117,0.36164586,2.16605692,0.01181531,0.28722980
-2.19409705,4.70594184,0.91393838,2.40144371,0.00577738,0.03232018,0.35697922,2.10953800,0.01152924,0.27990538
-2.18809405,4.58295609,0.88371089,2.33819129,0.00607597,0.03160950,0.35235829,2.05345393,0.01130831,0.27291976
-2.18209105,4.46638699,0.85369472,2.28019928,0.00644408,0.03100823,0.34784745,1.99857948,0.01116370,0.26638525
-2.17608804,4.35773136,0.82423485,2.22812909,0.00688743,0.03053460,0.34350947,1.94565398,0.01110588,0.26041018
-2.17008504,4.25827998,0.79563630,2.18247222,0.00741095,0.03020587,0.33940459,1.89537253,0.01114450,0.25509792
-2.16408204,4.16911030,0.76815994,2.14355215,0.00801856,0.03003810,0.33558950,1.84837903,0.01128818,0.25054622
-2.15807904,4.09108497,0.74201974,2.11153072,0.00871283,0.03004603,0.33211630,1.80526099,0.01154436,0.24684655
-2.15207604,4.02485528,0.71738149,2.08641798,0.00949472,0.03024286,0.32903142,1.76654583,0.01191912,0.24408358
-2.14607304,3.97086874,0.69436301,2.06808487,0.01036337,0.03064010,0.32637453,1.73269861,0.01241701,0.24233468
-2.14007004,3.92937965,0.67303569,2.05627799,0.01131585,0.03124729,0.32417748,1.70412079,0.01304086,0.24166929
-2.13406703,3.90046181,0.65342726,2.05063553,0.01234703,0.03207180,0.32246332,1.68114984,0.01379168,0.24214835
-2.12806403,3.88402237,0.63552558,2.05070376,0.01344952,0.03311859,0.32124548,1.66405923,0.01466845,0.24382345
-2.12206103,3.87981609,0.61928323,2.05595357,0.01461365,0.03438990,0.32052703,1.65305882,0.01566805,0.24673585
-2.11605803,3.88745943,0.60462286,2.06579647,0.01582756,0.03588501,0.32030023,1.64829509,0.01678514,0.25091536
-2.11005503,3.90644397,0.59144280,2.07959977,0.01707735,0.03760001,0.32054629,1.64985143,0.01801215,0.25637896
-2.10405203,3.93614908,0.57962297,2.09670073,0.01834735,0.03952753,0.32123545,1.65774812,0.01933920,0.26312937
-2.09804902,3.97585367,0.56903076,2.11641955,0.01962045,0.04165664,0.32232742,1.67194230,0.02075426,0.27115346
-2.09204602,4.02474719,0.55952667,2.13807123,0.02087853,0.04397273,0.32377209,1.69232776,0.02224316,0.28042071
-2.08604302,4.08194020,0.55096968,2.16097621,0.02210292,0.04645745,0.32551074,1.71873489,0.02378985,0.29088177
-2.08004002,4.14647458,0.54322201,2.18447009,0.02327492,0.04908885,0.32747756,1.75093096,0.02537659,0.30246722
-2.07403702,4.21733394,0.53615333,2.20791231,0.02437636,0.05184156,0.32960145,1.78862072,0.02698431,0.31508672
-2.06803402,4.29345420,0.52964425,2.23069399,0.02539015,0.05468704,0.33180825,1.83144781,0.02859295,0.32862856
-2.06203102,4.37373472,0.52358906,2.25224495,0.02630083,0.05759405,0.33402312,1.87899679,0.03018188,0.34295977
-2.05602801,4.45704989,0.51789763,2.27203990,0.02709504,0.06052913,0.33617305,1.93079615,0.03173039,0.35792693
-2.05002501,4.54226112,0.51249657,2.28960380,0.02776195,0.06345723,0.33818947,1.98632205,0.03321815,0.37335764
-2.04402201,4.62822894,0.50732955,2.30451631,0.02829362,0.06634235,0.34001077,2.04500290,0.03462569,0.38906263
-2.03801901,4.71382505,0.50235687,2.31641523,0.02868522,0.06914832,0.34158454,2.10622461,0.03593491,0.40483870
-2.03201601,4.79794362,0.49755436,2.32499876,0.02893515,0.07183950,0.34286961,2.16933628,0.03712949,0.42047214
-2.02601301,4.87951167,0.49291166,2.33002653,0.02904504,0.07438155,0.34383751,2.23365618,0.03819527,0.43574285
-2.02001001,4.95749800,0.48842992,2.33131938,0.02901960,0.07674214,0.34447351,2.29847775,0.03912061,0.45042868
-2.01400700,5.03092026,0.48411912,2.32875761,0.02886642,0.07889157,0.34477688,2.36307560,0.03989656,0.46431020
-2.00800400,5.09885020,0.47999505,2.32227806,0.02859558,0.08080338,0.34476063,2.42671117,0.04051708,0.47717545
-2.00200100,5.16041672,0.47607615,2.31186974,0.02821918,0.08245474,0.34445042,2.48863825,0.04097901,0.48882468
-1.99599800,5.21480729,0.47238025,2.29756853,0.02775090,0.08382680,0.34388293,2.54810824,0.04128205,0.49907474
-1.98999500,5.26126778,0.46892146,2.27945089,0.02720541,0.08490492,0.34310350,2.60437533,0.04142860,0.50776312
-1.98399200,5.29910139,0.46570732,2.25762715,0.02659777,0.08567871,0.34216341,2.65670192,0.04142354,0.51475148
-1.97798899,5.32766738,0.46273627,2.23223447,0.02594295,0.08614201,0.34111671,2.70436446,0.04127388,0.51992842
-1.97198599,5.34638037,0.45999574,2.20343015,0.02525531,0.08629273,0.34001692,2.74666005,0.04098845,0.52321163
-1.96598299,5.35471101,0.45746075,2.17138545,0.02454813,0.08613264,0.33891371,2.78291416,0.04057749,0.52454925
-1.95997999,5.35218879,0.45509340,2.13628042,0.02383330,0.08566706,0.33784976,2.81248973,0.04005222,0.52392048
-1.95397699,5.33840765,0.45284301,2.09830007,0.02312107,0.08490453,0.33685811,2.83479775,0.03942453,0.52133547
-1.94797399,5.31303479,0.45064722,2.05763202,0.02241996,0.08385648,0.33595994,2.84930950,0.03870651,0.51683462
-1.94197099,5.27582280,0.44843387,2.01446598,0.02173670,0.08253691,0.33516323,2.85557023,0.03791027,0.51048726
-1.93596798,5.22662516,0.44612374,1.96899486,0.02107641,0.08096204,0.33446209,2.85321405,0.03704756,0.50238990
-1.92996498,5.16541433,0.44363396,1.92141768,0.02044275,0.07915011,0.33383721,2.84197964,0.03612972,0.49266409
-1.92396198,5.09230192,0.44088208,1.87194388,0.01983829,0.07712112,0.33325704,2.82172598,0.03516750,0.48145402
-1.91795898,5.00755969,0.43779063,1.82079875,0.01926483,0.07489669,0.33267999,2.79244761,0.03417107,0.46892398
-1.91195598,4.91164008,0.43429189,1.76822968,0.01872385,0.07249992,0.33205739,2.75428827,0.03315007,0.45525563
-1.90595298,4.80519473,0.43033275,1.71451249,0.01821692,0.06995533,0.33133709,2.70755222,0.03211371,0.44064526
-1.89994997,4.68908951,0.42587940,1.65995751,0.01774614,0.06728876,0.33046754,2.65271222,0.03107091,0.42530097
-1.89394697,4.56441434,0.42092159,1.60491463,0.01731451,0.06452731,0.32940206,2.59041337,0.03003051,0.40943985
-1.88794397,4.43248654,0.41547621,1.54977695,0.01692627,0.06169922,0.32810313,2.52147213,0.02900141,0.39328516
-1.88194097,4.29484631,0.40959000,1.49498231,0.01658711,0.05883379,0.32654635,2.44686984,0.02799280,0.37706337
-1.87593797,4.15324366,0.40334117,1.44101247,0.01630431,0.05596112,0.32472384,2.36774060,0.02701426,0.36100121
-1.86993497,4.00961608,0.39683969,1.38838945,0.01608681,0.05311190,0.32264689,2.28535330,0.02607587,0.34532264
-1.86393197,3.86605700,0.39022627,1.33766902,0.01594506,0.05031706,0.32034753,2.20108804,0.02518829,0.33024565
-1.85792896,3.72477540,0.38366985,1.28943121,0.01589079,0.04760733,0.31787905,2.11640744,0.02436268,0.31597903
-1.85192596,3.58804740,0.37736361,1.24426805,0.01593676,0.04501281,0.31531513,2.03282342,0.02361064,0.30271902
-1.84592296,3.45816116,0.37151962,1.20276884,0.01609624,0.04256239,0.31274784,1.95186059,0.02294403,0.29064590
-1.83991996,3.33735667,0.36636225,1.16550341,0.01638250,0.04028317,0.31028431,1.87501714,0.02237471,0.27992061
-1.83391696,3.22776263,0.36212044,1.13300397,0.01680824,0.03819988,0.30804233,1.80372471,0.02191426,0.27068145
-1.82791396,3.13133246,0.35901925,1.10574633,0.01738491,0.03633426,0.30614505,1.73930850,0.02157363,0.26304088
-1.82191096,3.04978199,0.35727086,1.08413116,0.01812204,0.03470451,0.30471498,1.68294894,0.02136274,0.25708268
-1.81590795,2.98453121,0.35706550,1.06846631,0.01902661,0.03332476,0.30386766,1.63564643,0.02129009,0.25285945
-1.80990495,2.93665249,0.35856252,1.05895084,0.02010241,0.03220468,0.30370527,1.59819041,0.02136234,0.25039057
-1.80390195,2.90682751,0.36188222,1.05566170,0.02134950,0.03134918,0.30431059,1.57113385,0.02158402,0.24966086
-1.79789895,2.89531487,0.36709860,1.05854376,0.02276372,0.03075822,0.30574156,1.55477424,0.02195710,0.25061989
-1.79189595,2.90193003,0.37423357,1.06740375,0.02433640,0.03042679,0.30802689,1.54914192,0.02248082,0.25318212
-1.78589295,2.92603871,0.38325284,1.08190871,0.02605415,0.03034505,0.31116281,1.55399616,0.02315148,0.25722791
-1.77988994,2.96656461,0.39406376,1.10158906,0.02789884,0.03049866,0.31511140,1.56882946,0.02396236,0.26260547
-1.77388694,3.02201151,0.40651537,1.12584660,0.02984774,0.03086919,0.31980033,1.59287998,0.02490374,0.26913372
-1.76788394,3.09049950,0.42040062,1.15396715,0.03187385,0.03143481,0.32512445,1.62515190,0.02596304,0.27660600
-1.76188094,3.16981432,0.43546092,1.18513773,0.03394643,0.03217097,0.33094879,1.66444309,0.02712509,0.28479470
-1.75587794,3.25746844,0.45139278,1.21846755,0.03603165,0.03305129,0.33711312,1.70937936,0.02837244,0.29345659
-1.74987494,3.35077192,0.46785641,1.25301233,0.03809342,0.03404853,0.34343782,1.75845410,0.02968586,0.30233873
-1.74387194,3.44691067,0.48448600,1.28780101,0.04009434,0.03513555,0.34973063,1.81007218,0.03104487,0.31118484
-1.73786893,3.54302935,0.50090117,1.32186393,0.04199674,0.03628633,0.35579420,1.86259652,0.03242834,0.31974191
-1.73186593,3.63631608,0.51671938,1.35426145,0.04376380,0.03747694,0.36143381,1.91439576,0.03381517,0.32776687
-1.72586293,3.72408585,0.53156849,1.38411191,0.04536063,0.03868645,0.36646514,1.96389150,0.03518498,0.33503301
-1.71985993,3.80385952,0.54509924,1.41061800,0.04675542,0.03989771,0.37072149,2.00960330,0.03651880,0.34133604
-1.71385693,3.87343573,0.55699697,1.43309038,0.04792036,0.04109796,0.37406028,2.05018998,0.03779976,0.34649945
-1.70785393,3.93095288,0.56699206,1.45096790,0.04883264,0.04227935,0.37636848,2.08448577,0.03901366,0.35037916
-1.70185093,3.97493916,0.57486878,1.46383343,0.04947516,0.04343910,0.37756668,2.11153004,0.04014957,0.35286702
-1.69584792,4.00434887,0.58047202,1.47142503,0.04983710,0.04457952,0.37761175,2.13058968,0.04120021,0.35389325
-1.68984492,4.01858378,0.58371185,1.47364186,0.04991431,0.04570780,0.37649797,2.14117340,0.04216234,0.35342772
-1.68384192,4.01749910,0.58456541,1.47054481,0.04970946,0.04683548,0.37425659,2.14303765,0.04303687,0.35147977
-1.67783892,4.00139424,0.58307641,1.46235193,0.04923194,0.04797773,0.37095401,2.13618411,0.04382894,0.34809700
-1.67183592,3.97098870,0.57935212,1.44942879,0.04849762,0.04915245,0.36668859,2.12084914,0.04454775,0.34336266
-1.66583292,3.92738484,0.57355798,1.43227435,0.04752827,0.05037912,0.36158642,2.09748576,0.04520632,0.33739206
-1.65982991,3.87201876,0.56591028,1.41150279,0.04635093,0.05167761,0.35579622,2.06673910,0.04582105,0.33032801
-1.65382691,3.80660178,0.55666704,1.38782206,0.04499704,0.05306684,0.34948361,2.02941652,0.04641107,0.32233542
-1.64782391,3.73305472,0.54611773,1.36200989,0.04350145,0.05456343,0.34282510,1.98645368,0.04699761,0.31359547
-1.64182091,3.65343759,0.53457206,1.33488815,0.04190138,0.05618049,0.33600192,1.93887793,0.04760314,0.30429931
-1.63581791,3.56987725,0.52234850,1.30729625,0.04023531,0.05792635,0.32919405,1.88777054,0.04825046,0.29464177
-1.62981491,3.48449561,0.50976285,1.28006449,0.03854184,0.05980362,0.32257456,1.83422920,0.04896175,0.28481515
-1.62381191,3.39934077,0.49711750,1.25398817,0.03685862,0.06180840,0.31630446,1.77933202,0.04975759,0.27500332
-1.61780890,3.31632317,0.48469147,1.22980309,0.03522131,0.06392973,0.31052812,1.72410430,0.05065602,0.26537642
-1.61180590,3.23715865,0.47273187,1.20816311,0.03366267,0.06614944,0.30536941,1.66948911,0.05167157,0.25608619
-1.60580290,3.16331992,0.46144688,1.18962037,0.03221175,0.06844221,0.30092859,1.61632232,0.05281449,0.24726218
-1.59979990,3.09599772,0.45100048,1.17460877,0.03089322,0.07077606,0.29727992,1.56531291,0.05408998,0.23900882
-1.59379690,3.03607231,0.44150903,1.16343088,0.02972686,0.07311309,0.29447008,1.51702864,0.05549766,0.23140350
-1.58779390,2.98409602,0.43303977,1.15624891,0.02872723,0.07541052,0.29251733,1.47188747,0.05703116,0.22449567
-1.58179090,2.94028678,0.42561115,1.15307986,0.02790350,0.07762202,0.29141140,1.43015453,0.05867794,0.21830684
-1.57578789,2.90453275,0.41919493,1.15379502,0.02725945,0.07969919,0.29111414,1.39194448,0.06041933,0.21283158
-1.56978489,2.87640740,0.41371988,1.15812403,0.02679364,0.08159319,0.29156094,1.35722881,0.06223077,0.20803938
-1.56378189,2.85519457,0.40907690,1.16566327,0.02649976,0.08325646,0.29266275,1.32584760,0.06408230,0.20387717
-1.55777889,2.83992243,0.40512525,1.17588875,0.02636705,0.08464435,0.29430892,1.29752520,0.06593927,0.20027263
-1.55177589,2.82940533,0.40169968,1.18817290,0.02638094,0.08571682,0.29637067,1.27188897,0.06776326,0.19713785
