energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-5.88594297,3.46186136,0.00821817,0.48590129,1.44302197,0.52054405,1.68283991,0.96947867,1.61781160,0.00000000
-5.87993997,3.48400135,0.00804990,0.48903789,1.43566912,0.53312723,1.67690918,0.98577772,1.61425732,0.00000000
-5.87393697,3.49829728,0.00787607,0.49068869,1.42396582,0.54484306,1.66534517,1.00059050,1.60648981,0.00000000
-5.86793397,3.50483534,0.00769887,0.49088187,1.40808800,0.55555026,1.64848054,1.01391497,1.59457806,0.00000000
-5.86193097,3.50382649,0.00752037,0.48966346,1.38828077,0.56512270,1.62673055,1.02577682,1.57866545,0.00000000
-5.85592796,3.49559035,0.00734244,0.48709460,1.36484828,0.57345106,1.60057683,1.03622430,1.55896273,0.00000000
-5.84992496,3.48053583,0.00716666,0.48324842,1.33814162,0.58044413,1.57054945,1.04532212,1.53573870,0.00000000
-5.84392196,3.45913968,0.00699428,0.47820689,1.30854548,0.58602970,1.53720803,1.05314491,1.50930913,0.00000000
-5.83791896,3.43192422,0.00682617,0.47205759,1.27646445,0.59015511,1.50112274,1.05977070,1.48002468,0.00000000
-5.83191596,3.39943558,0.00666283,0.46489085,1.24230959,0.59278736,1.46285607,1.06527473,1.44825841,0.00000000
-5.82591296,3.36222365,0.00650433,0.45679717,1.20648604,0.59391294,1.42294613,1.06972426,1.41439352,0.00000000
-5.81990995,3.32082464,0.00635037,0.44786518,1.16938222,0.59353737,1.38189213,1.07317436,1.37881207,0.00000000
-5.81390695,3.27574708,0.00620031,0.43818022,1.13136117,0.59168431,1.34014270,1.07566524,1.34188493,0.00000000
-5.80790395,3.22746169,0.00605323,0.42782341,1.09275422,0.58839457,1.29808726,1.07722093,1.30396346,0.00000000
-5.80190095,3.17639522,0.00590799,0.41687152,1.05385717,0.58372468,1.25605083,1.07784952,1.26537316,0.00000000
-5.79589795,3.12292818,0.00576334,0.40539716,1.01492900,0.57774536,1.21429215,1.07754478,1.22640921,0.00000000
-5.78989495,3.06739598,0.00561796,0.39346965,0.97619272,0.57053961,1.17300497,1.07628888,1.18733404,0.00000000
-5.78389195,3.01009294,0.00547059,0.38115602,0.93783812,0.56220075,1.13232233,1.07405600,1.14837661,0.00000000
-5.77788894,2.95127833,0.00532009,0.36852237,0.90002607,0.55283022,1.09232320,1.07081646,1.10973322,0.00000000
-5.77188594,2.89118367,0.00516554,0.35563510,0.86289355,0.54253523,1.05304099,1.06654099,1.07156949,0.00000000
-5.76588294,2.83002039,0.00500627,0.34256212,0.82655917,0.53142647,1.01447335,1.06120483,1.03402321,0.00000000
-5.75987994,2.76798714,0.00484193,0.32937381,0.79112852,0.51961577,0.97659268,1.05479125,0.99720770,0.00000000
-5.75387694,2.70527607,0.00467252,0.31614354,0.75669884,0.50721384,0.93935653,1.04729443,0.96121533,0.00000000
-5.74787394,2.64207770,0.00449840,0.30294780,0.72336278,0.49432826,0.90271761,1.03872130,0.92612102,0.00000000
-5.74187094,2.57858395,0.00432030,0.28986589,0.69121082,0.48106166,0.86663271,1.02909247,0.89198536,0.00000000
-5.73586793,2.51498955,0.00413927,0.27697899,0.66033241,0.46751035,0.83107024,1.01844212,0.85885748,0.00000000
-5.72986493,2.45149159,0.00395668,0.26436896,0.63081559,0.45376320,0.79601622,1.00681708,0.82677726,0.00000000
-5.72386193,2.38828792,0.00377414,0.25211667,0.60274545,0.43990109,0.76147837,0.99427518,0.79577720,0.00000000
-5.71785893,2.32557442,0.00359349,0.24030013,0.57620149,0.42599677,0.72748848,0.98088319,0.76588374,0.00000000
-5.71185593,2.26354189,0.00341670,0.22899243,0.55125422,0.41211513,0.69410307,0.96671445,0.73711829,0.00000000
-5.70585293,2.20237293,0.00324585,0.21825977,0.52796140,0.39831394,0.66140248,0.95184672,0.70949796,0.00000000
-5.69984992,2.14223931,0.00308304,0.20815960,0.50636433,0.38464490,0.62948865,0.93636015,0.68303614,0.00000000
-5.69384692,2.08330010,0.00293034,0.19873904,0.48648446,0.37115487,0.59848190,0.92033588,0.65774299,0.00000000
-5.68784392,2.02570100,0.00278975,0.19003369,0.46832080,0.35788735,0.56851700,0.90385512,0.63362594,0.00000000
-5.68184092,1.96957473,0.00266315,0.18206691,0.45184825,0.34488386,0.53973870,0.88699901,0.61069023,0.00000000
-5.67583792,1.91504267,0.00255227,0.17484965,0.43701726,0.33218523,0.51229720,0.86984904,0.58893948,0.00000000
-5.66983492,1.86221739,0.00245863,0.16838076,0.42375466,0.31983265,0.48634366,0.85248802,0.56837628,0.00000000
-5.66383192,1.81120585,0.00238353,0.16264786,0.41196592,0.30786839,0.46202581,0.83500146,0.54900272,0.00000000
-5.65782891,1.76211280,0.00232805,0.15762861,0.40153852,0.29633599,0.43948411,0.81747910,0.53082084,0.00000000
-5.65182591,1.71504404,0.00229297,0.15329242,0.39234634,0.28528012,0.41884812,0.80001634,0.51383290,0.00000000
-5.64582291,1.67010895,0.00227883,0.14960229,0.38425482,0.27474576,0.40023345,0.78271540,0.49804130,0.00000000
-5.63981991,1.62742187,0.00228585,0.14651688,0.37712645,0.26477709,0.38373900,0.76568587,0.48344827,0.00000000
-5.63381691,1.58710215,0.00231395,0.14399248,0.37082638,0.25541581,0.36944463,0.74904457,0.47005512,0.00000000
-5.62781391,1.54927234,0.00236271,0.14198491,0.36522767,0.24669922,0.35740904,0.73291448,0.45786107,0.00000000
-5.62181091,1.51405473,0.00243141,0.14045103,0.36021585,0.23865812,0.34766793,0.71742273,0.44686176,0.00000000
-5.61580790,1.48156601,0.00251898,0.13935000,0.35569260,0.23131460,0.34023229,0.70269763,0.43704737,0.00000000
-5.60980490,1.45191048,0.00262400,0.13864405,0.35157814,0.22468001,0.33508682,0.68886484,0.42840059,0.00000000
-5.60380190,1.42517205,0.00274471,0.13829878,0.34781240,0.21875312,0.33218852,0.67604288,0.42089441,0.00000000
-5.59779890,1.40140545,0.00287905,0.13828296,0.34435464,0.21351876,0.33146545,0.66433805,0.41448996,0.00000000
-5.59179590,1.38062748,0.00302462,0.13856799,0.34118186,0.20894696,0.33281579,0.65383930,0.40913460,0.00000000
-5.58579290,1.36280856,0.00317875,0.13912687,0.33828592,0.20499271,0.33610720,0.64461314,0.40476033,0.00000000
-5.57978989,1.34786562,0.00333851,0.13993300,0.33566960,0.20159646,0.34117677,0.63669905,0.40128274,0.00000000
-5.57378689,1.33565669,0.00350079,0.14095881,0.33334203,0.19868529,0.34783160,0.63010569,0.39860062,0.00000000
-5.56778389,1.32597787,0.00366232,0.14217436,0.33131368,0.19617482,0.35585015,0.62480821,0.39659641,0.00000000
-5.56178089,1.31856317,0.00381979,0.14354610,0.32959130,0.19397169,0.36498456,0.62074689,0.39513744,0.00000000
-5.55577789,1.31308738,0.00396987,0.14503585,0.32817323,0.19197664,0.37496398,0.61782741,0.39407812,0.00000000
-5.54977489,1.30917236,0.00410933,0.14660021,0.32704532,0.19008794,0.38549894,0.61592269,0.39326298,0.00000000
-5.54377189,1.30639650,0.00423512,0.14819040,0.32617793,0.18820514,0.39628686,0.61487654,0.39253056,0.00000000
-5.53776888,1.30430730,0.00434444,0.14975257,0.32552398,0.18623282,0.40701851,0.61450889,0.39171795,0.00000000
-5.53176588,1.30243658,0.00443486,0.15122874,0.32501851,0.18408429,0.41738535,0.61462252,0.39066597,0.00000000
-5.52576288,1.30031777,0.00450436,0.15255817,0.32457953,0.18168511,0.42708753,0.61501114,0.38922462,0.00000000
-5.51975988,1.29750467,0.00455142,0.15367925,0.32411038,0.17897603,0.43584228,0.61546825,0.38725875,0.00000000
-5.51375688,1.29359073,0.00457507,0.15453169,0.32350327,0.17591561,0.44339241,0.61579676,0.38465356,0.00000000
-5.50775388,1.28822812,0.00457494,0.15505902,0.32264402,0.17248202,0.44951453,0.61581858,0.38131984,0.00000000
-5.50175088,1.28114551,0.00455129,0.15521111,0.32141752,0.16867420,0.45402661,0.61538403,0.37719862,0.00000000
-5.49574787,1.27216383,0.00450501,0.15494665,0.31971376,0.16451230,0.45679456,0.61438038,0.37226497,0.00000000
-5.48974487,1.26120907,0.00443761,0.15423547,0.31743399,0.16003731,0.45773746,0.61273920,0.36653094,0.00000000
-5.48374187,1.24832136,0.00435121,0.15306035,0.31449673,0.15530994,0.45683117,0.61044200,0.36004725,0.00000000
-5.47773887,1.23365983,0.00424850,0.15141848,0.31084314,0.15040891,0.45410994,0.60752397,0.35290380,0.00000000
-5.47173587,1.21750269,0.00413264,0.14932216,0.30644162,0.14542854,0.44966616,0.60407529,0.34522885,0.00000000
-5.46573287,1.20024246,0.00400725,0.14679893,0.30129125,0.14047586,0.44364777,0.60024005,0.33718684,0.00000000
-5.45972986,1.18237609,0.00387628,0.14389095,0.29542387,0.13566734,0.43625381,0.59621253,0.32897493,0.00000000
-5.45372686,1.16449039,0.00374396,0.14065365,0.28890473,0.13112528,0.42772777,0.59223098,0.32081830,0.00000000
-5.44772386,1.14724305,0.00361463,0.13715379,0.28183164,0.12697405,0.41834942,0.58856896,0.31296437,0.00000000
-5.44172086,1.13133989,0.00349273,0.13346691,0.27433255,0.12333624,0.40842502,0.58552466,0.30567609,0.00000000
-5.43571786,1.11750918,0.00338260,0.12967440,0.26656186,0.12032892,0.39827658,0.58340835,0.29922440,0.00000000
-5.42971486,1.10647394,0.00328843,0.12586021,0.25869542,0.11805992,0.38823047,0.58252869,0.29388035,0.00000000
-5.42371186,1.09892333,0.00321415,0.12210751,0.25092457,0.11662451,0.37860588,0.58317830,0.28990679,0.00000000
-5.41770885,1.09548428,0.00316332,0.11849537,0.24344946,0.11610227,0.36970353,0.58561934,0.28755016,0.00000000
-5.41170585,1.09669454,0.00313901,0.11509563,0.23647194,0.11655448,0.36179531,0.59006964,0.28703249,0.00000000
-5.40570285,1.10297833,0.00314376,0.11197017,0.23018830,0.11802195,0.35511494,0.59669014,0.28854390,0.00000000
-5.39969985,1.11462560,0.00317949,0.10916871,0.22478222,0.12052336,0.34985041,0.60557423,0.29223592,0.00000000
-5.39369685,1.13177597,0.00324740,0.10672715,0.22041816,0.12405427,0.34613817,0.61673953,0.29821574,0.00000000
-5.38769385,1.15440801,0.00334795,0.10466670,0.21723546,0.12858672,0.34405944,0.63012268,0.30654166,0.00000000
-5.38169085,1.18233455,0.00348082,0.10299361,0.21534347,0.13406951,0.34363883,0.64557738,0.31721991,0.00000000
-5.37568784,1.21520418,0.00364488,0.10169976,0.21481762,0.14042910,0.34484502,0.66287592,0.33020290,0.00000000
-5.36968484,1.25250923,0.00383819,0.10076382,0.21569691,0.14757132,0.34759378,0.68171425,0.34538908,0.00000000
-5.36368184,1.29359976,0.00405803,0.10015311,0.21798260,0.15538350,0.35175285,0.70172055,0.36262435,0.00000000
-5.35767884,1.33770325,0.00430091,0.09982596,0.22163820,0.16373745,0.35714855,0.72246686,0.38170508,0.00000000
-5.35167584,1.38394923,0.00456266,0.09973446,0.22659081,0.17249274,0.36357387,0.74348341,0.40238255,0.00000000
-5.34567284,1.43139781,0.00483849,0.09982746,0.23273366,0.18150055,0.37079748,0.76427508,0.42436886,0.00000000
-5.33966983,1.47907110,0.00512309,0.10005378,0.23992967,0.19060783,0.37857344,0.78433931,0.44734401,0.00000000
-5.33366683,1.52598620,0.00541078,0.10036529,0.24801601,0.19966159,0.38665106,0.80318460,0.47096400,0.00000000
-5.32766383,1.57118843,0.00569559,0.10071990,0.25680936,0.20851332,0.39478458,0.82034891,0.49486964,0.00000000
-5.32166083,1.61378350,0.00597146,0.10108429,0.26611175,0.21702328,0.40274227,0.83541709,0.51869593,0.00000000
-5.31565783,1.65296745,0.00623236,0.10143614,0.27571671,0.22506453,0.41031454,0.84803658,0.54208159,0.00000000
-5.30965483,1.68805301,0.00647249,0.10176601,0.28541556,0.23252661,0.41732097,0.85793076,0.56467849,0.00000000
-5.30365183,1.71849156,0.00668637,0.10207864,0.29500359,0.23931868,0.42361578,0.86490929,0.58616073,0.00000000
-5.29764882,1.74388993,0.00686906,0.10239360,0.30428596,0.24537198,0.42909184,0.86887509,0.60623304,0.00000000
-5.29164582,1.76402133,0.00701625,0.10274549,0.31308308,0.25064160,0.43368306,0.86982774,0.62463827,0.00000000
-5.28564282,1.77883039,0.00712440,0.10318344,0.32123541,0.25510747,0.43736516,0.86786304,0.64116376,0.00000000
-5.27963982,1.78843212,0.00719081,0.10377015,0.32860743,0.25877445,0.44015488,0.86316905,0.65564640,0.00000000
-5.27363682,1.79310502,0.00721371,0.10458039,0.33509076,0.26167168,0.44210784,0.85601866,0.66797622,0.00000000
-5.26763382,1.79327891,0.00719231,0.10569902,0.34060629,0.26385110,0.44331517,0.84675920,0.67809856,0.00000000
-5.26163082,1.78951810,0.00712676,0.10721879,0.34510536,0.26538528,0.44389911,0.83579957,0.68601452,0.00000000
-5.25562781,1.78250063,0.00701816,0.10923770,0.34856994,0.26636459,0.44400783,0.82359544,0.69178008,0.00000000
-5.24962481,1.77299465,0.00686851,0.11185624,0.35101183,0.26689394,0.44380971,0.81063339,0.69550358,0.00000000
-5.24362181,1.76183274,0.00668060,0.11517448,0.35247100,0.26708911,0.44348729,0.79741435,0.69734197,0.00000000
-5.23761881,1.74988541,0.00645795,0.11928915,0.35301316,0.26707288,0.44323110,0.78443741,0.69749582,0.00000000
-5.23161581,1.73803459,0.00620464,0.12429075,0.35272658,0.26697110,0.44323362,0.77218427,0.69620334,0.00000000
-5.22561281,1.72714805,0.00592522,0.13026072,0.35171848,0.26690886,0.44368346,0.76110517,0.69373360,0.00000000
-5.21960980,1.71805567,0.00562454,0.13726883,0.35011102,0.26700690,0.44475989,0.75160670,0.69037925,0.00000000
-5.21360680,1.71152819,0.00530761,0.14537082,0.34803701,0.26737834,0.44662796,0.74404175,0.68644886,0.00000000
-5.20760380,1.70825901,0.00497945,0.15460632,0.34563572,0.26812588,0.44943416,0.73870203,0.68225928,0.00000000
-5.20160080,1.70884951,0.00464499,0.16499705,0.34304865,0.26933961,0.45330268,0.73581318,0.67812819,0.00000000
-5.19559780,1.71379816,0.00430894,0.17654551,0.34041574,0.27109529,0.45833247,0.73553248,0.67436704,0.00000000
-5.18959480,1.72349342,0.00397565,0.18923400,0.33787177,0.27345341,0.46459491,0.73794918,0.67127467,0.00000000
-5.18359180,1.73821064,0.00364907,0.20302410,0.33554346,0.27645880,0.47213225,0.74308705,0.66913171,0.00000000
-5.17758879,1.75811254,0.00333270,0.21785673,0.33354697,0.28014087,0.48095680,0.75090915,0.66819594,0.00000000
-5.17158579,1.78325330,0.00302947,0.23365249,0.33198614,0.28451443,0.49105085,0.76132419,0.66869869,0.00000000
-5.16558279,1.81358559,0.00274181,0.25031273,0.33095131,0.28958102,0.50236733,0.77419435,0.67084231,0.00000000
-5.15957979,1.84897033,0.00247158,0.26772091,0.33051872,0.29533068,0.51483115,0.78934406,0.67479873,0.00000000
-5.15357679,1.88918858,0.00222012,0.28574459,0.33075054,0.30174398,0.52834137,0.80656928,0.68070901,0.00000000
-5.14757379,1.93395502,0.00198824,0.30423781,0.33169540,0.30879431,0.54277394,0.82564702,0.68868381,0.00000000
-5.14157079,1.98293245,0.00177631,0.32304392,0.33338925,0.31645026,0.55798523,0.84634468,0.69880456,0.00000000
-5.13556778,2.03574676,0.00158427,0.34199884,0.33585655,0.32467795,0.57381610,0.86842884,0.71112527,0.00000000
-5.12956478,2.09200180,0.00141167,0.36093460,0.33911174,0.33344322,0.59009658,0.89167338,0.72567464,0.00000000
-5.12356178,2.15129369,0.00125779,0.37968328,0.34316059,0.34271358,0.60665109,0.91586649,0.74245831,0.00000000
-5.11755878,2.21322391,0.00112164,0.39808100,0.34800168,0.35245986,0.62330398,0.94081662,0.76146100,0.00000000
-5.11155578,2.27741107,0.00100203,0.41597219,0.35362769,0.36265730,0.63988542,0.96635716,0.78264845,0.00000000
-5.10555278,2.34350067,0.00089764,0.43321379,0.36002642,0.37328631,0.65623735,0.99234976,0.80596883,0.00000000
-5.09954977,2.41117282,0.00080707,0.44967942,0.36718160,0.38433260,0.67221947,1.01868630,0.83135361,0.00000000
-5.09354677,2.48014762,0.00072887,0.46526325,0.37507342,0.39578684,0.68771489,1.04528960,0.85871781,0.00000000
-5.08754377,2.55018813,0.00066160,0.47988365,0.38367867,0.40764373,0.70263533,1.07211276,0.88795955,0.00000000
-5.08154077,2.62110083,0.00060386,0.49348623,0.39297062,0.41990065,0.71692570,1.09913734,0.91895909,0.00000000
-5.07553777,2.69273369,0.00055430,0.50604630,0.40291864,0.43255583,0.73056756,1.12637046,0.95157731,0.00000000
-5.06953477,2.76497186,0.00051166,0.51757054,0.41348758,0.44560626,0.74358155,1.15384080,0.98565389,0.00000000
-5.06353177,2.83773123,0.00047480,0.52809767,0.42463702,0.45904527,0.75602828,1.18159376,1.02100540,0.00000000
-5.05752876,2.91095002,0.00044267,0.53769816,0.43632038,0.47286002,0.76800764,1.20968584,1.05742345,0.00000000
-5.05152576,2.98457868,0.00041437,0.54647263,0.44848404,0.48702903,0.77965633,1.23817836,1.09467318,0.00000000
-5.04552276,3.05856833,0.00038909,0.55454910,0.46106649,0.50151977,0.79114353,1.26713064,1.13249229,0.00000000
-5.03951976,3.13285824,0.00036618,0.56207892,0.47399757,0.51628649,0.80266457,1.29659292,1.17059088,0.00000000
-5.03351676,3.20736251,0.00034508,0.56923140,0.48719783,0.53126841,0.81443291,1.32659899,1.20865210,0.00000000
-5.02751376,3.28195649,0.00032535,0.57618725,0.50057809,0.54638834,0.82667026,1.35715888,1.24633382,0.00000000
-5.02151076,3.35646337,0.00030666,0.58313101,0.51403915,0.56155177,0.83959542,1.38825176,1.28327133,0.00000000
-5.01550775,3.43064136,0.00028874,0.59024260,0.52747174,0.57664655,0.85341196,1.41981934,1.31908107,0.00000000
-5.00950475,3.50417202,0.00027142,0.59768829,0.54075667,0.59154318,0.86829531,1.45175986,1.35336519,0.00000000
-5.00350175,3.57665031,0.00025461,0.60561152,0.55376519,0.60609563,0.88437981,1.48392325,1.38571701,0.00000000
-4.99749875,3.64757683,0.00023824,0.61412380,0.56635960,0.62014280,0.90174626,1.51610741,1.41572697,0.00000000
-4.99149575,3.71635305,0.00022231,0.62329637,0.57839407,0.63351058,0.92041073,1.54805619,1.44298913,0.00000000
-4.98549275,3.78227983,0.00020684,0.63315274,0.58971574,0.64601435,0.94031514,1.57945917,1.46710780,0.00000000
-4.97948974,3.84456006,0.00019187,0.64366290,0.60016607,0.65746209,0.96132035,1.60995352,1.48770427,0.00000000
-4.97348674,3.90230556,0.00017744,0.65473937,0.60958251,0.66765778,0.98320235,1.63912818,1.50442335,0.00000000
-4.96748374,3.95454886,0.00016362,0.66623552,0.61780054,0.67640526,1.00565179,1.66653039,1.51693968,0.00000000
-4.96148074,4.00025981,0.00015047,0.67794646,0.62465596,0.68351231,1.02827748,1.69167465,1.52496364,0.00000000
-4.95547774,4.03836707,0.00013802,0.68961255,0.62998765,0.68879497,1.05061369,1.71405397,1.52824678,0.00000000
-4.94947474,4.06778412,0.00012632,0.70092564,0.63364066,0.69208198,1.07213138,1.73315316,1.52658673,0.00000000
-4.94347174,4.08743922,0.00011539,0.71153791,0.63546959,0.69321915,1.09225299,1.74846386,1.51983156,0.00000000
-4.93746873,4.09630854,0.00010525,0.72107295,0.63534233,0.69207376,1.11037033,1.75950075,1.50788352,0.00000000
-4.93146573,4.09345117,0.00009589,0.72913876,0.63314389,0.68853866,1.12586497,1.76581834,1.49070218,0.00000000
-4.92546273,4.07804483,0.00008730,0.73534219,0.62878036,0.68253602,1.13813011,1.76702765,1.46830688,0.00000000
-4.91945973,4.04942055,0.00007944,0.73930397,0.62218275,0.67402068,1.14659314,1.76281205,1.44077844,0.00000000
-4.91345673,4.00709483,0.00007229,0.74067391,0.61331061,0.66298283,1.15073782,1.75294131,1.40826005,0.00000000
-4.90745373,3.95079746,0.00006581,0.73914540,0.60215510,0.64944993,1.15012484,1.73728334,1.37095720,0.00000000
-4.90145073,3.88049361,0.00005993,0.73446844,0.58874153,0.63348786,1.14441009,1.71581272,1.32913665,0.00000000
-4.89544772,3.79639854,0.00005462,0.72646079,0.57313103,0.61520100,1.13335936,1.68861550,1.28312410,0.00000000
-4.88944472,3.69898416,0.00004980,0.71501640,0.55542121,0.59473139,1.11685902,1.65589004,1.23330077,0.00000000
-4.88344172,3.58897646,0.00004545,0.70011096,0.53574575,0.57225671,1.09492204,1.61794340,1.18009855,0.00000000
-4.87743872,3.46734367,0.00004149,0.68180409,0.51427286,0.54798735,1.06768896,1.57518360,1.12399387,0.00000000
-4.87143572,3.33527539,0.00003788,0.66023825,0.49120250,0.52216234,1.03542400,1.52810777,1.06550024,0.00000000
-4.86543272,3.19415335,0.00003459,0.63563434,0.46676253,0.49504443,0.99850631,1.47728686,1.00515967,0.00000000
-4.85942971,3.04551496,0.00003156,0.60828432,0.44120384,0.46691450,0.95741703,1.42334751,0.94353305,0.00000000
-4.85342671,2.89101125,0.00002878,0.57854122,0.41479460,0.43806526,0.91272263,1.36695191,0.88118979,0.00000000
-4.84742371,2.73236106,0.00002621,0.54680699,0.38781396,0.40879471,0.86505562,1.30877672,0.81869703,0.00000000
-4.84142071,2.57130351,0.00002382,0.51351903,0.36054534,0.37939944,0.81509340,1.24949191,0.75660879,0.00000000
-4.83541771,2.40955097,0.00002160,0.47913578,0.33326961,0.35016812,0.76353638,1.18974081,0.69545541,0.00000000
-4.82941471,2.24874454,0.00001954,0.44412224,0.30625851,0.32137527,0.71108628,1.13012193,0.63573364,0.00000000
-4.82341171,2.09041393,0.00001762,0.40893601,0.27976854,0.29327580,0.65842575,1.07117379,0.57789786,0.00000000
-4.81740870,1.93594344,0.00001584,0.37401446,0.25403541,0.26610019,0.60619986,1.01336302,0.52235263,0.00000000
-4.81140570,1.78654520,0.00001420,0.33976336,0.22926960,0.24005072,0.55500038,0.95707650,0.46944685,0.00000000
-4.80540270,1.64324048,0.00001269,0.30654763,0.20565276,0.21529873,0.50535322,0.90261744,0.41946981,0.00000000
-4.79939970,1.50684943,0.00001131,0.27468413,0.18333537,0.19198301,0.45770931,0.85020556,0.37264914,0.00000000
-4.79339670,1.37798908,0.00001007,0.24443690,0.16243552,0.17020932,0.41243909,0.79998098,0.32915061,0.00000000
-4.78739370,1.25707918,0.00000897,0.21601459,0.14303880,0.15005093,0.36983046,0.75201152,0.28907991,0.00000000
-4.78139070,1.14435479,0.00000802,0.18957014,0.12519931,0.13155021,0.33008990,0.70630247,0.25248602,0.00000000
-4.77538769,1.03988461,0.00000722,0.16520244,0.10894156,0.11472103,0.29334644,0.66280855,0.21936604,0.00000000
-4.76938469,0.94359354,0.00000659,0.14295958,0.09426313,0.09955184,0.25965794,0.62144674,0.18967122,0.00000000
-4.76338169,0.85528807,0.00000615,0.12284357,0.08113797,0.08600932,0.22901913,0.58210970,0.16331382,0.00000000
-4.75737869,0.77468295,0.00000591,0.10481596,0.06952004,0.07404230,0.20137084,0.54467857,0.14017446,0.00000000
-4.75137569,0.70142786,0.00000591,0.08880412,0.05934726,0.06358588,0.17660989,0.50903484,0.12010968,0.00000000
-4.74537269,0.63513271,0.00000617,0.07470783,0.05054532,0.05456551,0.15459904,0.47507052,0.10295935,0.00000000
-4.73936968,0.57539061,0.00000675,0.06240582,0.04303156,0.04690092,0.13517668,0.44269629,0.08855359,0.00000000
-4.73336668,0.52179774,0.00000769,0.05176205,0.03671836,0.04050977,0.11816569,0.41184745,0.07671915,0.00000000
-4.72736368,0.47396953,0.00000906,0.04263152,0.03151631,0.03531079,0.10338140,0.38248748,0.06728476,0.00000000
-4.72136068,0.43155295,0.00001093,0.03486542,0.02733681,0.03122661,0.09063834,0.35460930,0.06008564,0.00000000
-4.71535768,0.39423478,0.00001340,0.02831556,0.02409417,0.02818593,0.07975566,0.32823450,0.05496678,0.00000000
-4.70935468,0.36174614,0.00001656,0.02283803,0.02170722,0.02612517,0.07056127,0.30341069,0.05178524,0.00000000
-4.70335168,0.33386347,0.00002055,0.01829602,0.02010031,0.02498959,0.06289475,0.28020738,0.05041124,0.00000000
-4.69734867,0.31040654,0.00002548,0.01456199,0.01920387,0.02473383,0.05660903,0.25871077,0.05072828,0.00000000
-4.69134567,0.29123395,0.00003153,0.01151903,0.01895450,0.02532198,0.05157108,0.23901791,0.05263238,0.00000000
-4.68534267,0.27623667,0.00003884,0.00906175,0.01929465,0.02672715,0.04766178,0.22123037,0.05603040,0.00000000
-4.67933967,0.26533023,0.00004759,0.00709652,0.02017206,0.02893066,0.04477507,0.20544808,0.06083795,0.00000000
-4.67333667,0.25844615,0.00005796,0.00554135,0.02153886,0.03192088,0.04281666,0.19176334,0.06697662,0.00000000
-4.66733367,0.25552295,0.00007015,0.00432551,0.02335066,0.03569182,0.04170241,0.18025538,0.07437119,0.00000000
-4.66133067,0.25649739,0.00008432,0.00338879,0.02556548,0.04024146,0.04135655,0.17098558,0.08294660,0.00000000
-4.65532766,0.26129620,0.00010067,0.00268068,0.02814277,0.04557000,0.04170993,0.16399338,0.09262515,0.00000000
-4.64932466,0.26982857,0.00011934,0.00215950,0.03104248,0.05167806,0.04269836,0.15929316,0.10332404,0.00000000
-4.64332166,0.28197984,0.00014047,0.00179140,0.03422435,0.05856483,0.04426119,0.15687172,0.11495323,0.00000000
