energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,S_s_up,S_p_up,W_p_up,W_d_up
-3.37668834,3.89713903,0.00419153,0.00000000,0.00406281,0.22134544,0.06989179,0.92018847,1.22816550,2.72663981
-3.37068534,3.89287720,0.00430578,0.00000000,0.00405509,0.23179371,0.06953581,0.93795341,1.22024971,2.68139266
-3.36468234,3.87734538,0.00442722,0.00000000,0.00404217,0.24176215,0.06888062,0.95490660,1.20613041,2.62459960
-3.35867934,3.85163602,0.00455536,0.00000000,0.00402254,0.25119266,0.06794248,0.97106909,1.18626180,2.55754730
-3.35267634,3.81711589,0.00468988,0.00000000,0.00399485,0.26004509,0.06674395,0.98650949,1.16121420,2.48175038
-3.34667334,3.77538585,0.00483062,0.00000000,0.00395791,0.26829825,0.06531318,1.00134247,1.13165477,2.39890523
-3.34067034,3.72823170,0.00497767,0.00000000,0.00391074,0.27595031,0.06368299,1.01572535,1.09832555,2.31083754
-3.33466733,3.67756764,0.00513133,0.00000000,0.00385258,0.28301842,0.06188983,1.02985243,1.06201983,2.21944589
-3.32866433,3.62537453,0.00529217,0.00000000,0.00378292,0.28953753,0.05997270,1.04394725,1.02355775,2.12664347
-3.32266133,3.57363488,0.00546092,0.00000000,0.00370154,0.29555840,0.05797194,1.05825288,0.98376196,2.03430047
-3.31665833,3.52426706,0.00563850,0.00000000,0.00360845,0.30114486,0.05592800,1.07302055,0.94343423,1.94418913
-3.31065533,3.47906097,0.00582588,0.00000000,0.00350397,0.30637034,0.05388032,1.08849686,0.90333372,1.85793365
-3.30465233,3.43961741,0.00602404,0.00000000,0.00338867,0.31131385,0.05186614,1.10491011,0.86415758,1.77696663
-3.29864932,3.40729327,0.00623384,0.00000000,0.00326337,0.31605553,0.04991953,1.12245626,0.82652445,1.70249333
-3.29264632,3.38315445,0.00645594,0.00000000,0.00312910,0.32067193,0.04807047,1.14128508,0.79096122,1.63546479
-3.28664332,3.36793810,0.00669065,0.00000000,0.00298708,0.32523129,0.04634409,1.16148723,0.75789320,1.57656043
-3.28064032,3.36202549,0.00693783,0.00000000,0.00283868,0.32978901,0.04476011,1.18308273,0.72763805,1.52618012
-3.27463732,3.36542640,0.00719682,0.00000000,0.00268539,0.33438355,0.04333241,1.20601160,0.70040316,1.48444559
-3.26863432,3.37777569,0.00746632,0.00000000,0.00252876,0.33903296,0.04206890,1.23012725,0.67628662,1.45121067
-3.26263132,3.39834209,0.00774436,0.00000000,0.00237036,0.34373231,0.04097144,1.25519289,0.65528135,1.42607927
-3.25662831,3.42604897,0.00802826,0.00000000,0.00221173,0.34845206,0.04003607,1.28088162,0.63728220,1.40843037
-3.25062531,3.45950658,0.00831461,0.00000000,0.00205436,0.35313760,0.03925337,1.30678018,0.62209556,1.39744840
-3.24462231,3.49705449,0.00859935,0.00000000,0.00189964,0.35770998,0.03860899,1.33239649,0.60945109,1.39215803
-3.23861931,3.53681302,0.00887782,0.00000000,0.00174883,0.36206785,0.03808434,1.35717085,0.59901511,1.39146168
-3.23261631,3.57674189,0.00914485,0.00000000,0.00160306,0.36609052,0.03765738,1.38049059,0.59040510,1.39417868
-3.22661331,3.61470411,0.00939494,0.00000000,0.00146326,0.36964205,0.03730351,1.40170745,0.58320491,1.39908455
-3.22061031,3.64853294,0.00962238,0.00000000,0.00133021,0.37257620,0.03699652,1.42015731,0.57698007,1.40494928
-3.21460730,3.67609963,0.00982148,0.00000000,0.00120450,0.37474205,0.03670956,1.43518136,0.57129283,1.41057362
-3.20860430,3.69537972,0.00998670,0.00000000,0.00108654,0.37598996,0.03641611,1.44614797,0.56571645,1.41482220
-3.20260130,3.70451536,0.01011290,0.00000000,0.00097659,0.37617769,0.03609088,1.45247421,0.55984830,1.41665299
-3.19659830,3.70187188,0.01019552,0.00000000,0.00087473,0.37517629,0.03571066,1.45364632,0.55332152,1.41514217
-3.19059530,3.68608636,0.01023073,0.00000000,0.00078093,0.37287566,0.03525505,1.44923811,0.54581474,1.40950426
-3.18459230,3.65610683,0.01021560,0.00000000,0.00069501,0.36918930,0.03470706,1.43892654,0.53705995,1.39910697
-3.17858929,3.61122083,0.01014819,0.00000000,0.00061672,0.36405822,0.03405355,1.42250400,0.52684803,1.38348077
-3.17258629,3.55107238,0.01002768,0.00000000,0.00054572,0.35745386,0.03328556,1.39988652,0.51503217,1.36232332
-3.16658329,3.47566728,0.00985435,0.00000000,0.00048160,0.34937965,0.03239842,1.37111786,0.50152896,1.33549868
-3.16058029,3.38536664,0.00962965,0.00000000,0.00042392,0.33987155,0.03139168,1.33636917,0.48631736,1.30303185
-3.15457729,3.28086928,0.00935608,0.00000000,0.00037223,0.32899721,0.03026900,1.29593442,0.46943571,1.26509906
-3.14857429,3.16318407,0.00903717,0.00000000,0.00032606,0.31685406,0.02903776,1.25022183,0.45097698,1.22201427
-3.14257129,3.03359343,0.00867734,0.00000000,0.00028493,0.30356632,0.02770863,1.19974165,0.43108245,1.17421251
-3.13656828,2.89360978,0.00828177,0.00000000,0.00024839,0.28928120,0.02629507,1.14509101,0.40993438,1.12223091
-3.13056528,2.74492673,0.00785621,0.00000000,0.00021602,0.27416431,0.02481270,1.08693640,0.38774774,1.06668798
-3.12456228,2.58936702,0.00740682,0.00000000,0.00018739,0.25839471,0.02327867,1.02599461,0.36476156,1.00826193
-3.11855928,2.42882923,0.00693999,0.00000000,0.00016214,0.24215967,0.02171100,0.96301289,0.34123017,0.94766886
-3.11255628,2.26523528,0.00646216,0.00000000,0.00013991,0.22564943,0.02012801,0.89874909,0.31741462,0.88564136
-3.10655328,2.10048049,0.00597962,0.00000000,0.00012038,0.20905213,0.01854766,0.83395266,0.29357476,0.82290830
-3.10055028,1.93638780,0.00549837,0.00000000,0.00010326,0.19254917,0.01698708,0.76934694,0.26996198,0.76017628
-3.09454727,1.77466760,0.00502400,0.00000000,0.00008830,0.17631113,0.01546209,0.70561362,0.24681303,0.69811321
-3.08854427,1.61688407,0.00456155,0.00000000,0.00007524,0.16049426,0.01398689,0.64337954,0.22434506,0.63733447
-3.08254127,1.46442885,0.00411545,0.00000000,0.00006389,0.14523790,0.01257373,0.58320635,0.20275179,0.57839177
-3.07653827,1.31850233,0.00368942,0.00000000,0.00005405,0.13066250,0.01123280,0.52558320,0.18220106,0.52176491
-3.07053527,1.18010263,0.00328651,0.00000000,0.00004555,0.11686868,0.00997211,0.47092236,0.16283369,0.46785645
-3.06453227,1.05002205,0.00290902,0.00000000,0.00003825,0.10393689,0.00879749,0.41955794,0.14476350,0.41698924
-3.05852926,0.92885042,0.00255857,0.00000000,0.00003199,0.09192794,0.00771270,0.37174740,0.12807852,0.36940650
-3.05252626,0.81698459,0.00223612,0.00000000,0.00002667,0.08088416,0.00671955,0.32767553,0.11284311,0.32527438
-3.04652326,0.71464334,0.00194204,0.00000000,0.00002217,0.07083107,0.00581808,0.28746072,0.09910103,0.28468658
-3.04052026,0.62188647,0.00167615,0.00000000,0.00001841,0.06177962,0.00500682,0.25116301,0.08687905,0.24767064
-3.03451726,0.53863727,0.00143783,0.00000000,0.00001529,0.05372865,0.00428299,0.21879351,0.07619114,0.21419563
-3.02851426,0.46470708,0.00122609,0.00000000,0.00001276,0.04666770,0.00364280,0.19032479,0.06704287,0.18418082
-3.02251126,0.39982117,0.00103965,0.00000000,0.00001076,0.04057982,0.00308170,0.16570175,0.05943595,0.15750489
-3.01650825,0.34364485,0.00087702,0.00000000,0.00000923,0.03544448,0.00259462,0.14485261,0.05337277,0.13401551
-3.01050525,0.29580895,0.00073660,0.00000000,0.00000816,0.03124033,0.00217624,0.12769963,0.04886060,0.11353882
-3.00450225,0.25593416,0.00061673,0.00000000,0.00000752,0.02794779,0.00182119,0.11416910,0.04591547,0.09588868
-2.99849925,0.22365332,0.00051578,0.00000000,0.00000731,0.02555138,0.00152425,0.10420050,0.04456559,0.08087544
-2.99249625,0.19863156,0.00043218,0.00000000,0.00000754,0.02404178,0.00128052,0.09775435,0.04485407,0.06831409
-2.98649325,0.18058356,0.00036449,0.00000000,0.00000823,0.02341741,0.00108557,0.09481866,0.04684092,0.05803167
-2.98049025,0.16928804,0.00031145,0.00000000,0.00000944,0.02368566,0.00093555,0.09541379,0.05060424,0.04987392
-2.97448724,0.16459903,0.00027202,0.00000000,0.00001121,0.02486368,0.00082728,0.09959551,0.05624058,0.04371113
-2.96848424,0.16645407,0.00024537,0.00000000,0.00001364,0.02697857,0.00075833,0.10745630,0.06386430,0.03944312
-2.96248124,0.17487918,0.00023094,0.00000000,0.00001681,0.03006722,0.00072706,0.11912471,0.07360603,0.03700347
-2.95647824,0.18999071,0.00022844,0.00000000,0.00002084,0.03417551,0.00073263,0.13476285,0.08561021,0.03636301
-2.95047524,0.21199405,0.00023787,0.00000000,0.00002587,0.03935704,0.00077502,0.15456204,0.10003167,0.03753242
-2.94447224,0.24117942,0.00025951,0.00000000,0.00003206,0.04567143,0.00085498,0.17873667,0.11703149,0.04056422
-2.93846923,0.27791469,0.00029390,0.00000000,0.00003958,0.05318200,0.00097402,0.20751642,0.13677205,0.04555390
-2.93246623,0.32263548,0.00034188,0.00000000,0.00004862,0.06195317,0.00113431,0.24113700,0.15941150,0.05264031
-2.92646323,0.37583270,0.00040450,0.00000000,0.00005941,0.07204732,0.00133860,0.27982965,0.18509789,0.06200526
-2.92046023,0.43803763,0.00048306,0.00000000,0.00007217,0.08352147,0.00159011,0.32380972,0.21396304,0.07387210
-2.91445723,0.50980492,0.00057905,0.00000000,0.00008713,0.09642366,0.00189242,0.37326455,0.24611645,0.08850356
-2.90845423,0.59169367,0.00069409,0.00000000,0.00010454,0.11078920,0.00224923,0.42834117,0.28163952,0.10619839
-2.90245123,0.68424712,0.00082990,0.00000000,0.00012466,0.12663695,0.00266427,0.48913416,0.32058029,0.12728709
-2.89644822,0.78797123,0.00098825,0.00000000,0.00014774,0.14396573,0.00314105,0.55567413,0.36294908,0.15212644
-2.89044522,0.90331283,0.00117087,0.00000000,0.00017402,0.16275101,0.00368261,0.62791741,0.40871512,0.18109305
-2.88444222,1.03063787,0.00137938,0.00000000,0.00020374,0.18294204,0.00429136,0.70573726,0.45780462,0.21457578
-2.87843922,1.17021049,0.00161526,0.00000000,0.00023714,0.20445963,0.00496879,0.78891727,0.51010028,0.25296729
-2.87243622,1.32217370,0.00187967,0.00000000,0.00027441,0.22719460,0.00571526,0.87714722,0.56544255,0.29665481
-2.86643322,1.48653247,0.00217348,0.00000000,0.00031573,0.25100725,0.00652979,0.97002203,0.62363268,0.34601038
-2.86043022,1.66314007,0.00249711,0.00000000,0.00036127,0.27572777,0.00740985,1.06704386,0.68443755,0.40138082
-2.85442721,1.85168848,0.00285051,0.00000000,0.00041115,0.30115782,0.00835120,1.16762774,0.74759630,0.46307786
-2.84842421,2.05170361,0.00323309,0.00000000,0.00046547,0.32707328,0.00934780,1.27111088,0.81282857,0.53136866
-2.84242121,2.26254601,0.00364364,0.00000000,0.00052431,0.35322821,0.01039175,1.37676546,0.87984418,0.60646739
-2.83641821,2.48341746,0.00408036,0.00000000,0.00058770,0.37935994,0.01147327,1.48381482,0.94835391,0.68852800
-2.83041521,2.71337386,0.00454083,0.00000000,0.00065567,0.40519523,0.01258080,1.59145277,1.01808109,0.77763877
-2.82441221,2.95134424,0.00502201,0.00000000,0.00072822,0.43045740,0.01370118,1.69886528,1.08877346,0.87381891
-2.81840920,3.19615566,0.00552033,0.00000000,0.00080531,0.45487408,0.01481983,1.80525419,1.16021487,0.97701747
-2.81240620,3.44656343,0.00603171,0.00000000,0.00088692,0.47818551,0.01592109,1.90986183,1.23223633,1.08711472
-2.80640320,3.70128557,0.00655170,0.00000000,0.00097300,0.50015291,0.01698855,2.01199576,1.30472574,1.20392604
-2.80040020,3.95904027,0.00707557,0.00000000,0.00106349,0.52056676,0.01800550,2.11105263,1.37763597,1.32720813
-2.79439720,4.21858473,0.00759842,0.00000000,0.00115833,0.53925446,0.01895539,2.20653992,1.45099046,1.45666734
-2.78839420,4.47875361,0.00811536,0.00000000,0.00125745,0.55608717,0.01982225,2.29809459,1.52488614,1.59196969
-2.78239120,4.73849506,0.00862164,0.00000000,0.00136074,0.57098535,0.02059126,2.38549756,1.59949312,1.73275193
-2.77638819,4.99690232,0.00911278,0.00000000,0.00146812,0.58392283,0.02124913,2.46868297,1.67505077,1.87863312
-2.77038519,5.25323883,0.00958469,0.00000000,0.00157942,0.59492898,0.02178455,2.54774159,1.75186020,2.02922584
-2.76438219,5.50695525,0.01003382,0.00000000,0.00169447,0.60408889,0.02218859,2.62291759,1.83027275,2.18414635
-2.75837919,5.75769660,0.01045720,0.00000000,0.00181303,0.61154143,0.02245492,2.69459852,1.91067494,2.34302284
-2.75237619,6.00529869,0.01085252,0.00000000,0.00193477,0.61747511,0.02258007,2.76329836,1.99346974,2.50550119
-2.74637319,6.24977313,0.01121815,0.00000000,0.00205929,0.62212182,0.02256350,2.82963388,2.07905497,2.67124751
-2.74037019,6.49128100,0.01155311,0.00000000,0.00218605,0.62574869,0.02240759,2.89429514,2.16779908,2.83994713
-2.73436718,6.73009576,0.01185704,0.00000000,0.00231441,0.62864817,0.02211757,2.95801082,2.26001539,3.01129981
-2.72836418,6.96655677,0.01213008,0.00000000,0.00244358,0.63112687,0.02170130,3.02150984,2.35593551,3.18501099
-2.72236118,7.20101527,0.01237280,0.00000000,0.00257261,0.63349344,0.02116898,3.08548073,2.45568300,3.36077962
-2.71635818,7.43377523,0.01258607,0.00000000,0.00270042,0.63604600,0.02053278,3.15053038,2.55924861,3.53828267
-2.71035518,7.66503193,0.01277088,0.00000000,0.00282575,0.63905971,0.01980646,3.21714421,2.66646795,3.71715726
-2.70435218,7.89481134,0.01292824,0.00000000,0.00294721,0.64277490,0.01900486,3.28564943,2.77700311,3.89698119
-2.69834917,8.12291356,0.01305901,0.00000000,0.00306330,0.64738627,0.01814347,3.35618338,2.89032906,4.07725291
-2.69234617,8.34886345,0.01316380,0.00000000,0.00317240,0.65303382,0.01723797,3.42866855,3.00572595,4.25737197
-2.68634317,8.57187139,0.01324290,0.00000000,0.00327285,0.65979558,0.01630373,3.50279565,3.12227808,4.43662132
-2.68034017,8.79080662,0.01329615,0.00000000,0.00336293,0.66768283,0.01535547,3.57801592,3.23888001,4.61415236
-2.67433717,9.00418513,0.01332299,0.00000000,0.00344098,0.67663778,0.01440687,3.65354332,3.35425021,4.78897413
-2.66833417,9.21017346,0.01332244,0.00000000,0.00350539,0.68653391,0.01347029,3.72836686,3.46695207,4.95994730
-2.66233117,9.40660878,0.01329315,0.00000000,0.00355469,0.69717909,0.01255654,3.80127275,3.57542198,5.12578402
-2.65632816,9.59103518,0.01323347,0.00000000,0.00358757,0.70832112,0.01167477,3.87087593,3.67800371,5.28505404
-2.65032516,9.76075513,0.01314160,0.00000000,0.00360296,0.71965572,0.01083235,3.93565950,3.77298813,5.43619760
-2.64432216,9.91289436,0.01301572,0.00000000,0.00360005,0.73083653,0.01003488,3.99402095,3.85865695,5.57754503
-2.63831916,10.04447794,0.01285410,0.00000000,0.00357835,0.74148670,0.00928626,4.04432295,3.93332897,5.70734303
-2.63231616,10.15251473,0.01265531,0.00000000,0.00353769,0.75121165,0.00858878,4.08494702,3.99540724,5.82378713
-2.62631316,10.23408700,0.01241831,0.00000000,0.00347826,0.75961251,0.00794329,4.11434765,4.04342530,5.92505956
-2.62031016,10.28644190,0.01214262,0.00000000,0.00340060,0.76629968,0.00734932,4.13110491,4.07609091,6.00937173
-2.61430715,10.30708146,0.01182839,0.00000000,0.00330561,0.77090597,0.00680535,4.13397329,4.09232554,6.07501001
-2.60830415,10.29384760,0.01147653,0.00000000,0.00319451,0.77309890,0.00630899,4.12192502,4.09129822,6.12038348
-2.60230115,10.24499929,0.01108866,0.00000000,0.00306882,0.77259165,0.00585714,4.09418615,4.07245245,6.14407218
-2.59629815,10.15927906,0.01066721,0.00000000,0.00293031,0.76915233,0.00544629,4.05026420,4.03552528,6.14487413
-2.59029515,10.03596643,0.01021533,0.00000000,0.00278097,0.76261123,0.00507260,3.98996646,3.98055786,6.12184950
-2.58429215,9.87491674,0.00973681,0.00000000,0.00262294,0.75286586,0.00473215,3.91340846,3.90789725,6.07436021
-2.57828914,9.67658382,0.00923605,0.00000000,0.00245846,0.73988374,0.00442103,3.82101255,3.81818946,6.00210333
-2.57228614,9.44202610,0.00871786,0.00000000,0.00228979,0.72370274,0.00413548,3.71349700,3.71236423,5.90513680
-2.56628314,9.17289592,0.00818738,0.00000000,0.00211917,0.70442923,0.00387199,3.59185620,3.59161209,5.78389624
-2.56028014,8.87141253,0.00764990,0.00000000,0.00194878,0.68223409,0.00362735,3.45733312,3.45735479,5.63920184
-2.55427714,8.54031987,0.00711073,0.00000000,0.00178064,0.65734684,0.00339873,3.31138522,3.31121022,5.47225469
-2.54827414,8.18283053,0.00657504,0.00000000,0.00161665,0.63004817,0.00318371,3.15564523,3.15495322,5.28462235
-2.54227114,7.80255796,0.00604775,0.00000000,0.00145847,0.60066121,0.00298025,2.99187847,2.99047357,5.07821393
-2.53626813,7.40343915,0.00553341,0.00000000,0.00130756,0.56954194,0.00278674,2.82193821,2.81973286,4.85524522
-2.53026513,6.98965054,0.00503608,0.00000000,0.00116517,0.53706898,0.00260196,2.64772076,2.64472152,4.61819520
-2.52426213,6.56551987,0.00455930,0.00000000,0.00103230,0.50363339,0.00242507,2.47112170,2.46741750,4.36975529
-2.51825913,6.13543701,0.00410604,0.00000000,0.00090974,0.46962859,0.00225558,2.29399462,2.28974783,4.11277330
-2.51225613,5.70376672,0.00367863,0.00000000,0.00079808,0.43544083,0.00209332,2.11811366,2.11355426,3.85019438
-2.50625313,5.27476620,0.00327883,0.00000000,0.00069776,0.40144058,0.00193840,1.94514068,1.94056376,3.58500108
-2.50025013,4.85251004,0.00290781,0.00000000,0.00060907,0.36797490,0.00179123,1.77659795,1.77236472,3.32015508
-2.49424712,4.44082496,0.00256621,0.00000000,0.00053221,0.33536113,0.00165240,1.61384672,1.61038924,3.05854286
-2.48824412,4.04323616,0.00225416,0.00000000,0.00046733,0.30388198,0.00152275,1.45807209,1.45590184,2.80292735
-2.48224112,3.66292679,0.00197139,0.00000000,0.00041458,0.27378198,0.00140331,1.31027403,1.30999439,2.55590738
-2.47623812,3.30271119,0.00171726,0.00000000,0.00037413,0.24526548,0.00129526,1.17126449,1.17358721,2.31988630
-2.47023512,2.96502229,0.00149086,0.00000000,0.00034626,0.21849593,0.00120000,1.04167008,1.04743576,2.09705055
-2.46423212,2.65191268,0.00129103,0.00000000,0.00033136,0.19359650,0.00111904,0.92193987,0.93214223,1.88935853
-2.45822911,2.36506819,0.00111652,0.00000000,0.00032999,0.17065188,0.00105410,0.81235744,0.82817125,1.69853952
-2.45222611,2.10583269,0.00096596,0.00000000,0.00034291,0.14971095,0.00100704,0.71305644,0.73586868,1.52610163
-2.44622311,1.87524163,0.00083796,0.00000000,0.00037109,0.13079023,0.00097992,0.62403873,0.65548236,1.37334768
-2.44022011,1.67406214,0.00073115,0.00000000,0.00041574,0.11387798,0.00097493,0.54519420,0.58718371,1.24139694
-2.43421711,1.50283671,0.00064423,0.00000000,0.00047831,0.09893847,0.00099446,0.47632126,0.53108895,1.13121081
-2.42821411,1.36192758,0.00057598,0.00000000,0.00056048,0.08591649,0.00104106,0.41714710,0.48727875,1.04361980
-2.42221111,1.25155883,0.00052529,0.00000000,0.00066416,0.07474173,0.00111739,0.36734701,0.45581517,0.97934953
-2.41620810,1.17185335,0.00049116,0.00000000,0.00079141,0.06533295,0.00122624,0.32656183,0.43675503,0.93904314
-2.41020510,1.12286224,0.00047272,0.00000000,0.00094446,0.05760171,0.00137048,0.29441307,0.43015857,0.92327789
-2.40420210,1.10458420,0.00046921,0.00000000,0.00112558,0.05145566,0.00155294,0.27051509,0.43609303,0.93257395
-2.39819910,1.11697360,0.00047997,0.00000000,0.00133705,0.04680113,0.00177643,0.25448415,0.45463042,0.96739379
-2.39219610,1.15993600,0.00050442,0.00000000,0.00158103,0.04354522,0.00204355,0.24594396,0.48583957,1.02813116
-2.38619310,1.23331096,0.00054203,0.00000000,0.00185949,0.04159711,0.00235667,0.24452795,0.52977227,1.11508941
-2.38019010,1.33684240,0.00059230,0.00000000,0.00217408,0.04086886,0.00271772,0.24987821,0.58644417,1.22844915
-2.37418709,1.47013806,0.00065471,0.00000000,0.00252600,0.04127549,0.00312813,0.26164155,0.65581095,1.36822657
-2.36818409,1.63261973,0.00072872,0.00000000,0.00291588,0.04273473,0.00358866,0.27946300,0.73774090,1.53422400
-2.36218109,1.82346708,0.00081369,0.00000000,0.00334368,0.04516617,0.00409925,0.30297748,0.83198508,1.72597501
-2.35617809,2.04155850,0.00090890,0.00000000,0.00380853,0.04849031,0.00465892,0.33180013,0.93814678,1.94268734
-2.35017509,2.28541244,0.00101347,0.00000000,0.00430869,0.05262728,0.00526564,0.36551619,1.05565183,2.18318673
-2.34417209,2.55313368,0.00112639,0.00000000,0.00484142,0.05749561,0.00591621,0.40367108,1.18372170,2.44586579
-2.33816908,2.84236837,0.00124644,0.00000000,0.00540295,0.06301108,0.00660626,0.44576164,1.32135128,2.72864156
-2.33216608,3.15027219,0.00137227,0.00000000,0.00598845,0.06908576,0.00733014,0.49122906,1.46729313,3.02892576
-2.32616308,3.47349515,0.00150229,0.00000000,0.00659207,0.07562732,0.00808102,0.53945433,1.62004993,3.34361113
-2.32016008,3.80818617,0.00163479,0.00000000,0.00720695,0.08253884,0.00885090,0.58975683,1.77787641,3.66907699
-2.31415708,4.15001991,0.00176787,0.00000000,0.00782537,0.08971895,0.00963073,0.64139623,1.93879193,4.00121605
-2.30815408,4.49424674,0.00189952,0.00000000,0.00843887,0.09706252,0.01041061,0.69357831,2.10060410,4.33548394
-2.30215108,4.83576642,0.00202763,0.00000000,0.00903839,0.10446184,0.01117998,0.74546441,2.26094369,4.66697145
-2.29614807,5.16922389,0.00215007,0.00000000,0.00961458,0.11180816,0.01192784,0.79618461,2.41731001,4.99049864
-2.29014507,5.48912504,0.00226470,0.00000000,0.01015792,0.11899373,0.01264313,0.84485417,2.56712589,5.30072830
-2.28414207,5.78996860,0.00236944,0.00000000,0.01065910,0.12591405,0.01331494,0.89059267,2.70780035,5.59229549
-2.27813907,6.06638935,0.00246233,0.00000000,0.01110920,0.13247031,0.01393292,0.93254516,2.83679687,5.85994850
-2.27213607,6.31330716,0.00254159,0.00000000,0.01150004,0.13857186,0.01448752,0.96990439,2.95170454,6.09869582
-2.26613307,6.52607524,0.00260567,0.00000000,0.01182437,0.14413861,0.01497037,1.00193313,3.05030920,6.30395302
-2.26013007,6.70062132,0.00265328,0.00000000,0.01207615,0.14910316,0.01537450,1.02798563,3.13066145,6.47168328
-2.25412706,6.83357506,0.00268348,0.00000000,0.01225074,0.15341258,0.01569456,1.04752706,3.19113853,6.59852499
-2.24812406,6.92237567,0.00269565,0.00000000,0.01234503,0.15702961,0.01592700,1.06015013,3.23049709,6.68190077
-2.24212106,6.96535449,0.00268954,0.00000000,0.01235759,0.15993341,0.01607020,1.06558790,3.24791450,6.72010239
-2.23611806,6.96178842,0.00266528,0.00000000,0.01228868,0.16211954,0.01612443,1.06372222,3.24301649,6.71234768
-2.23011506,6.91192138,0.00262337,0.00000000,0.01214022,0.16359933,0.01609184,1.05458730,3.21588994,6.65880639
-2.22411206,6.81695264,0.00256467,0.00000000,0.01191578,0.16439864,0.01597634,1.03836818,3.16708000,6.56059377
-2.21810905,6.67899252,0.00249034,0.00000000,0.01162038,0.16455590,0.01578343,1.01539420,3.09757176,6.41973193
-2.21210605,6.50098729,0.00240186,0.00000000,0.01126037,0.16411985,0.01551990,0.98612766,3.00875712,6.23908083
-2.20610305,6.28661712,0.00230091,0.00000000,0.01084318,0.16314670,0.01519361,0.95114822,2.90238867,6.02224207
-2.20010005,6.04017153,0.00218937,0.00000000,0.01037707,0.16169728,0.01481313,0.91113380,2.78052239,5.77343996
-2.19409705,5.76640841,0.00206926,0.00000000,0.00987089,0.15983394,0.01438742,0.86683881,2.64545216,5.49738530
-2.18809405,5.47040292,0.00194264,0.00000000,0.00933377,0.15761772,0.01392553,0.81907062,2.49963867,5.19912808
-2.18209105,5.15739284,0.00181161,0.00000000,0.00877488,0.15510566,0.01343624,0.76866542,2.34563610,4.88390537
-2.17608804,4.83262721,0.00167820,0.00000000,0.00820317,0.15234863,0.01292785,0.71646436,2.18601953,4.55699110
-2.17008504,4.50122415,0.00154435,0.00000000,0.00762713,0.14938960,0.01240789,0.66329102,2.02331597,4.22355334
-2.16408204,4.16804317,0.00141188,0.00000000,0.00705460,0.14626252,0.01188298,0.60993094,1.85994168,3.88852480
-2.15807904,3.83757648,0.00128241,0.00000000,0.00649265,0.14299187,0.01135870,0.55711400,1.69814781,3.55649057
-2.15207604,3.51386210,0.00115739,0.00000000,0.00594740,0.13959284,0.01083953,0.50550006,1.53997594,3.23159664
-2.14607304,3.20042078,0.00103803,0.00000000,0.00542400,0.13607203,0.01032887,0.45566829,1.38722467,2.91748106
-2.14007004,2.90021709,0.00092535,0.00000000,0.00492663,0.13242879,0.00982906,0.40811015,1.24142748,2.61722860
-2.13406703,2.61564415,0.00082013,0.00000000,0.00445842,0.12865684,0.00934152,0.36322613,1.10384184,2.33334865
-2.12806403,2.34852996,0.00072293,0.00000000,0.00402160,0.12474628,0.00886686,0.32132586,0.97544892,2.06777476
-2.12206103,2.10016291,0.00063413,0.00000000,0.00361751,0.12068563,0.00840505,0.28263140,0.85696263,1.82188373
-2.11605803,1.87133300,0.00055392,0.00000000,0.00324673,0.11646398,0.00795560,0.24728298,0.74884682,1.59653114
-2.11005503,1.66238511,0.00048235,0.00000000,0.00290919,0.11207289,0.00751772,0.21534687,0.65133867,1.39209995
-2.10405203,1.47328040,0.00041931,0.00000000,0.00260425,0.10750812,0.00709049,0.18682473,0.56447678,1.20855850
-2.09804902,1.30366202,0.00036462,0.00000000,0.00233090,0.10277094,0.00667302,0.16166374,0.48813195,1.04552430
-2.09204602,1.15292162,0.00031799,0.00000000,0.00208779,0.09786908,0.00626454,0.13976707,0.42203893,0.90233012
-2.08604302,1.02026337,0.00027911,0.00000000,0.00187339,0.09281715,0.00586454,0.12100419,0.36582771,0.77808912
-2.08004002,0.90476305,0.00024760,0.00000000,0.00168608,0.08763666,0.00547280,0.10522049,0.31905279,0.67175653
-2.07403702,0.80542004,0.00022309,0.00000000,0.00152419,0.08235558,0.00508941,0.09224588,0.28121947,0.58218553
-2.06803402,0.72120093,0.00020519,0.00000000,0.00138611,0.07700752,0.00471480,0.08190226,0.25180619,0.50817585
-2.06203102,0.65107390,0.00019353,0.00000000,0.00127030,0.07163056,0.00434968,0.07400943,0.23028247,0.44851399
-2.05602801,0.59403375,0.00018774,0.00000000,0.00117529,0.06626590,0.00399503,0.06838962,0.21612224,0.40200466
-2.05002501,0.54911786,0.00018747,0.00000000,0.00109977,0.06095638,0.00365198,0.06487043,0.20881236,0.36749338
-2.04402201,0.51541381,0.00019241,0.00000000,0.00104251,0.05574489,0.00332180,0.06328653,0.20785682,0.34388077
-2.03801901,0.49205977,0.00020223,0.00000000,0.00100235,0.05067290,0.00300578,0.06347991,0.21277691,0.33012928
-2.03201601,0.47823904,0.00021662,0.00000000,0.00097822,0.04577908,0.00270515,0.06529921,0.22310803,0.32526347
-2.02601301,0.47317004,0.00023525,0.00000000,0.00096908,0.04109813,0.00242105,0.06859819,0.23839394,0.32836511
-2.02001001,0.47609352,0.00025779,0.00000000,0.00097389,0.03665984,0.00215444,0.07323356,0.25817921,0.33856440
-2.01400700,0.48625835,0.00028390,0.00000000,0.00099156,0.03248841,0.00190606,0.07906261,0.28200076,0.35502884
