energy_ev,total_up,In_p_up,In_d_up,S_s_up,S_p_up,W_p_up,W_d_up
-5.74187094,8.05633784,0.25634441,0.00850519,0.05151265,5.27880236,3.98315101,3.10326874
-5.73586793,8.09745140,0.25676828,0.00849959,0.05139575,5.30759804,4.00605363,3.11879325
-5.72986493,8.10064035,0.25589380,0.00845142,0.05093385,5.31244427,4.01195766,3.12030341
-5.72386193,8.06580536,0.25373871,0.00836185,0.05013553,5.29315743,4.00057346,3.10772785
-5.71785893,7.99349848,0.25034352,0.00823277,0.04901617,5.24995614,3.97187557,3.08122877
-5.71185593,7.88492088,0.24577044,0.00806672,0.04759742,5.18346706,3.92611525,3.04120381
-5.70585293,7.74190384,0.24010167,0.00786685,0.04590654,5.09472084,3.86382712,2.98828222
-5.69984992,7.56687302,0.23343715,0.00763680,0.04397548,4.98513788,3.78582892,2.92331508
-5.69384692,7.36279647,0.22589173,0.00738064,0.04183989,4.85650379,3.69321376,2.84735966
-5.68784392,7.13311807,0.21759201,0.00710269,0.03953803,4.71093513,3.58733460,2.76165825
-5.68184092,6.88167839,0.20867284,0.00680749,0.03710958,4.55083613,3.46978121,2.66761187
-5.67583792,6.61262588,0.19927373,0.00649960,0.03459460,4.37884815,3.34235004,2.56675006
-5.66983492,6.33032154,0.18953521,0.00618354,0.03203235,4.19779326,3.20700809,2.46069736
-5.66383192,6.03924056,0.17959535,0.00586368,0.02946039,4.01061414,3.06585186,2.35113809
-5.65782891,5.74387463,0.16958654,0.00554410,0.02691366,3.82031239,2.92106294,2.23978029
-5.65182591,5.44863805,0.15963267,0.00522857,0.02442382,3.62988730,2.77486181,2.12832037
-5.64582291,5.15778091,0.14984675,0.00492041,0.02201870,3.44227703,2.62946143,2.01840941
-5.63981991,4.87531183,0.14032911,0.00462254,0.01972191,3.26030395,2.48702214,1.91162218
-5.63381691,4.60493193,0.13116613,0.00433736,0.01755271,3.08662554,2.34960937,1.80942973
-5.62781391,4.34998151,0.12242957,0.00406680,0.01552593,2.92369162,2.21915504,1.71317594
-5.62181091,4.11339946,0.11417646,0.00381231,0.01365216,2.77370861,2.09742367,1.62405849
-5.61580790,3.89769543,0.10644953,0.00357491,0.01193796,2.63861076,1.98598370,1.54311420
-5.60980490,3.70493361,0.09927802,0.00335518,0.01038624,2.52003816,1.88618407,1.47120855
-5.60380190,3.53672684,0.09267895,0.00315338,0.00899674,2.41932094,1.79913636,1.40902913
-5.59779890,3.39423932,0.08665857,0.00296945,0.00776644,2.33746882,1.72570180,1.35708240
-5.59179590,3.27819611,0.08121404,0.00280311,0.00669018,2.27516534,1.66648323,1.31569339
-5.58579290,3.18889769,0.07633519,0.00265392,0.00576112,2.23276586,1.62182123,1.28500777
-5.57978989,3.12623815,0.07200626,0.00252133,0.00497125,2.21029880,1.59179424,1.26499578
-5.57378689,3.08972569,0.06820758,0.00240474,0.00431192,2.20746973,1.57622215,1.25545791
-5.56778389,3.07850501,0.06491711,0.00230357,0.00377421,2.22366825,1.57467340,1.25603192
-5.56178089,3.09138121,0.06211183,0.00221729,0.00334935,2.25797778,1.58647535,1.26620145
-5.55577789,3.12684555,0.05976889,0.00214542,0.00302902,2.30918890,1.61072816,1.28530612
-5.54977489,3.18310386,0.05786660,0.00208765,0.00280563,2.37581689,1.64632229,1.31255363
-5.54377189,3.25810820,0.05638526,0.00204374,0.00267249,2.45612423,1.69196008,1.34703395
-5.53776888,3.34959317,0.05530768,0.00201361,0.00262401,2.54814896,1.74618152,1.38773611
-5.53176588,3.45511752,0.05461975,0.00199734,0.00265572,2.64973951,1.80739458,1.43356775
-5.52576288,3.57211180,0.05431072,0.00199509,0.00276437,2.75859634,1.87390989,1.48337752
-5.51975988,3.69793226,0.05437346,0.00200718,0.00294793,2.87232048,1.94397985,1.53598046
-5.51375688,3.82992073,0.05480465,0.00203403,0.00320551,2.98846835,2.01584139,1.59018577
-5.50775388,3.96546932,0.05560488,0.00207615,0.00353733,3.10461187,2.08776163,1.64482663
-5.50175088,4.10208850,0.05677869,0.00213413,0.00394464,3.21840223,2.15808529,1.69879118
-5.49574787,4.23747622,0.05833455,0.00220863,0.00442956,3.32763529,2.22528218,1.75105361
-5.48974487,4.36958533,0.06028477,0.00230031,0.00499498,3.43031606,2.28799326,1.80070406
-5.48374187,4.49668617,0.06264522,0.00240990,0.00564438,3.52471948,2.34507318,1.84697618
-5.47773887,4.61742126,0.06543506,0.00253810,0.00638171,3.60944477,2.39562741,1.88927077
-5.47173587,4.73084874,0.06867608,0.00268557,0.00721118,3.68346032,2.43904214,1.92717441
-5.46573287,4.83647192,0.07239208,0.00285297,0.00813713,3.74613682,2.47500521,1.96047177
-5.45972986,4.93425260,0.07660783,0.00304087,0.00916379,3.79726652,2.50351683,1.98915085
-5.45372686,5.02460653,0.08134795,0.00324974,0.01029520,3.83706708,2.52488902,2.01340062
-5.44772386,5.10838045,0.08663552,0.00347998,0.01153493,3.86616929,2.53973353,2.03360069
-5.44172086,5.18681081,0.09249046,0.00373184,0.01288603,3.88558882,2.54893818,2.05030339
-5.43571786,5.26146536,0.09892789,0.00400540,0.01435075,3.89668260,2.55363239,2.06420875
-5.42971486,5.33416966,0.10595627,0.00430060,0.01593049,3.90109161,2.55514300,2.07613328
-5.42371186,5.40692132,0.11357559,0.00461719,0.01762560,3.90067226,2.55494207,2.08697391
-5.41770885,5.48179538,0.12177568,0.00495469,0.01943524,3.89741905,2.55458858,2.09766836
-5.41170585,5.56084462,0.13053456,0.00531240,0.02135726,3.89338190,2.55566636,2.10915376
-5.40570285,5.64599898,0.13981717,0.00568938,0.02338808,3.89058128,2.55972057,2.12232509
-5.39969985,5.73896796,0.14957435,0.00608445,0.02552253,3.89092476,2.56819524,2.13799501
-5.39369685,5.84114997,0.15974227,0.00649611,0.02775375,3.89612810,2.58237421,2.15685684
-5.38769385,5.95355210,0.17024234,0.00692262,0.03007307,3.90764406,2.60332750,2.17945189
-5.38169085,6.07672333,0.18098158,0.00736191,0.03246988,3.92660136,2.63186524,2.20614241
-5.37568784,6.21070359,0.19185363,0.00781158,0.03493159,3.95375602,2.66850054,2.23709102
-5.36968484,6.35499041,0.20274013,0.00826893,0.03744346,3.98945666,2.71342253,2.27224737
-5.36368184,6.50852447,0.21351274,0.00873089,0.03998865,4.03362464,2.76648045,2.31134222
-5.35767884,6.66969435,0.22403552,0.00919407,0.04254817,4.08574969,2.82717928,2.35388932
-5.35167584,6.83636044,0.23416769,0.00965471,0.04510089,4.14490071,2.89468667,2.39919475
-5.34567284,7.00589736,0.24376670,0.01010872,0.04762374,4.20975131,2.96785132,2.44637344
-5.33966983,7.17525357,0.25269145,0.01055169,0.05009180,4.27861892,3.04523172,2.49437232
-5.33366683,7.34102654,0.26080561,0.01097891,0.05247863,4.34951603,3.12513472,2.54199932
-5.32766383,7.49955126,0.26798087,0.01138545,0.05475662,4.42021184,3.20566238,2.58795734
-5.32166083,7.64699964,0.27410011,0.01176616,0.05689743,4.48830211,3.28476603,2.63088216
-5.31565783,7.77948776,0.27906026,0.01211581,0.05887254,4.55128497,3.36030560,2.66938308
-5.30965483,7.89318806,0.28277491,0.01242917,0.06065389,4.60664028,3.43011262,2.70208504
-5.30365183,7.98444274,0.28517647,0.01270110,0.06221457,4.65190985,3.49205496,2.72767094
-5.29764882,8.04987508,0.28621787,0.01292670,0.06352956,4.68477598,3.54410127,2.74492283
-5.29164582,8.08649500,0.28587384,0.01310143,0.06457648,4.70313586,3.58438316,2.75276050
-5.28564282,8.09179534,0.28414157,0.01322127,0.06533640,4.70516925,3.61125321,2.75027634
-5.27963982,8.06383555,0.28104093,0.01328283,0.06579450,4.68939737,3.62333685,2.73676517
-5.27363682,8.00130987,0.27661413,0.01328351,0.06594079,4.65473112,3.61957663,2.71174810
-5.26763382,7.90359754,0.27092491,0.01322158,0.06577062,4.60050704,3.59926728,2.67498952
-5.26163082,7.77079312,0.26405728,0.01309631,0.06528514,4.52650992,3.56208059,2.62650668
-5.25562781,7.60371597,0.25611385,0.01290804,0.06449159,4.43298174,3.50807939,2.56657161
-5.24962481,7.40389842,0.24721382,0.01265820,0.06340337,4.32061654,3.43772025,2.49570529
-5.24362181,7.17355336,0.23749071,0.01234932,0.06204004,4.19054216,3.35184507,2.41466458
-5.23761881,6.91552254,0.22708986,0.01198503,0.06042705,4.04428951,3.25166201,2.32442231
-5.23161581,6.63320772,0.21616578,0.01156994,0.05859534,3.88375118,3.13871683,2.22614162
-5.22561281,6.33048765,0.20487952,0.01110962,0.05658079,3.71113099,3.01485576,2.12114557
-5.21960980,6.01162403,0.19339587,0.01061041,0.05442349,3.52888690,2.88218147,2.01088338
-5.21360680,5.68116032,0.18188081,0.01007929,0.05216694,3.33966944,2.74300394,1.89689455
-5.20760380,5.34381705,0.17049893,0.00952373,0.04985714,3.14625805,2.59978791,1.78077241
-5.20160080,5.00438744,0.15941104,0.00895149,0.04754165,2.95149770,2.45509886,1.66412828
-5.19559780,4.66763682,0.14877204,0.00837043,0.04526860,2.75823773,2.31154897,1.54855759
-5.18959480,4.33820884,0.13872889,0.00778835,0.04308571,2.56927483,2.17174493,1.43560881
-5.18359180,4.02054094,0.12941887,0.00721280,0.04103943,2.38730148,2.03823847,1.32675616
-5.17758879,3.71879088,0.12096804,0.00665093,0.03917402,2.21486098,1.91348092,1.22337650
-5.17158579,3.43677555,0.11348993,0.00610935,0.03753081,2.05430949,1.79978231,1.12673063
-5.16558279,3.17792228,0.10708444,0.00559401,0.03614759,1.90778542,1.69927543,1.03794923
-5.15957979,2.94523269,0.10183690,0.00511013,0.03505801,1.77718584,1.61388503,0.95802292
-5.15357679,2.74125820,0.09781736,0.00466210,0.03429129,1.66414956,1.54530210,0.88779625
-5.14757379,2.56808614,0.09508003,0.00425350,0.03387185,1.57004609,1.49496292,0.82796497
-5.14157079,2.42733502,0.09366282,0.00388703,0.03381932,1.49596959,1.46403276,0.77907603
-5.13556778,2.32015751,0.09358716,0.00356455,0.03414844,1.44273707,1.45339376,0.74152956
-5.12956478,2.24724960,0.09485790,0.00328712,0.03486930,1.41088990,1.46363687,0.71558226
-5.12356178,2.20886454,0.09746338,0.00305501,0.03598751,1.40069798,1.49505765,0.70135170
-5.11755878,2.20483055,0.10137577,0.00286782,0.03750457,1.41216587,1.54765582,0.69882103
-5.11155578,2.23457133,0.10655159,0.00272448,0.03941825,1.44504075,1.62113884,0.70784386
-5.10555278,2.29712884,0.11293242,0.00262339,0.04172303,1.49882176,1.71492937,0.72814916
-5.09954977,2.39118817,0.12044598,0.00256247,0.04441053,1.57277095,1.82817710,0.75934617
-5.09354677,2.51510430,0.12900734,0.00253925,0.04746992,1.66592586,1.95977507,0.80092949
-5.08754377,2.66693103,0.13852051,0.00255098,0.05088833,1.77711399,2.10838044,0.85228453
-5.08154077,2.84445213,0.14888018,0.00259467,0.05465107,1.90496945,2.27243995,0.91269364
-5.07553777,3.04521485,0.15997368,0.00266722,0.05874189,2.04795188,2.45021964,0.98134328
-5.06953477,3.26656595,0.17168310,0.00276545,0.06314299,2.20436788,2.63983840,1.05733232
-5.06353177,3.50568981,0.18388745,0.00288621,0.06783497,2.37239479,2.83930449,1.13968196
-5.05752876,3.75964845,0.19646484,0.00302642,0.07279663,2.55010653,3.04655402,1.22734710
-5.05152576,4.02542248,0.20929444,0.00318312,0.07800460,2.73550118,3.25949005,1.31922944
-5.04552276,4.29995230,0.22225838,0.00335352,0.08343294,2.92652941,3.47602067,1.41419178
-5.03951976,4.58017802,0.23524321,0.00353502,0.08905253,3.12112306,3.69409454,1.51107366
-5.03351676,4.86307724,0.24814106,0.00372527,0.09483055,3.31722291,3.91173222,1.60870759
-5.02751376,5.14569895,0.26085030,0.00392211,0.10072987,3.51280457,4.12705175,1.70593551
-5.02151076,5.42519273,0.27327577,0.00412361,0.10670854,3.70590164,4.33828743,1.80162496
-5.01550775,5.69883201,0.28532857,0.00432805,0.11271937,3.89462524,4.54380082,1.89468421
-5.00950475,5.96403100,0.29692535,0.00453386,0.11870971,4.07717942,4.74208371,1.98407608
-5.00350175,6.21835500,0.30798733,0.00473961,0.12462143,4.25187203,4.93175328,2.06882971
-4.99749875,6.45952441,0.31843907,0.00494395,0.13039123,4.41712123,5.11154037,2.14805018
-4.99149575,6.68541335,0.32820712,0.00514557,0.13595117,4.57145782,5.28027208,2.22092564
-4.98549275,6.89404416,0.33721874,0.00534314,0.14122963,4.71352432,5.43685069,2.28673205
-4.97948974,7.08357949,0.34540084,0.00553524,0.14615252,4.84207168,5.58023114,2.34483557
-4.97348674,7.25231391,0.35267924,0.00572038,0.15064483,4.95595489,5.70939949,2.39469312
-4.96748374,7.39866718,0.35897849,0.00589690,0.15463247,5.05412880,5.82335485,2.43585132
-4.96148074,7.52118119,0.36422216,0.00606301,0.15804430,5.13564566,5.92109719,2.46794448
-4.95547774,7.61852228,0.36833393,0.00621673,0.16081430,5.19965530,6.00162286,2.49069224
-4.94947474,7.68949030,0.37123920,0.00635597,0.16288380,5.24540934,6.06392934,2.50389734
-4.94347174,7.73303519,0.37286737,0.00647849,0.16420369,5.27226965,6.10702996,2.50744398
-4.93746873,7.74828109,0.37315468,0.00658204,0.16473646,5.27972164,6.12997844,2.50129732
-4.93146573,7.73455750,0.37204734,0.00666433,0.16445801,5.26739186,6.13190268,2.48550402
-4.92546273,7.69143591,0.36950492,0.00672318,0.16335920,5.23506931,6.11204589,2.46019419
-4.91945973,7.61877001,0.36550378,0.00675659,0.16144689,5.18272930,6.06981309,2.42558429
-4.91345673,7.51673698,0.36004019,0.00676279,0.15874470,5.11055820,6.00481983,2.38198089
-4.90745373,7.38587687,0.35313315,0.00674040,0.15529312,5.01897742,5.91694034,2.32978458
-4.90145073,7.22712708,0.34482647,0.00668845,0.15114925,4.90866455,5.80635148,2.26949364
-4.89544772,7.04184893,0.33519017,0.00660649,0.14638600,4.78056987,5.67356954,2.20170668
-4.88944472,6.83184369,0.32432093,0.00649465,0.14109084,4.63592628,5.51947687,2.12712361
-4.88344172,6.59935589,0.31234153,0.00635366,0.13536418,4.47625129,5.34533613,2.04654443
-4.87743872,6.34706216,0.29939938,0.00618487,0.12931734,4.30333999,5.15279049,1.96086521
-4.87143572,6.07804512,0.28566403,0.00599023,0.12307029,4.11924826,4.94384886,1.87107100
-4.86543272,5.79575205,0.27132380,0.00577233,0.11674922,3.92626626,4.72085632,1.77822554
-4.85942971,5.50393931,0.25658168,0.00553423,0.11048390,3.72688263,4.48645048,1.68345759
-4.85342671,5.20660408,0.24165068,0.00527952,0.10440510,3.52374029,4.24350544,1.58794442
-4.84742371,4.90790552,0.22674870,0.00501211,0.09864193,3.31958525,3.99506575,1.49289250
-4.84142071,4.61207829,0.21209332,0.00473621,0.09331932,3.11721027,3.74427294,1.39951625
-4.83541771,4.32334121,0.19789648,0.00445620,0.08855557,2.91939514,3.49428802,1.30901527
-4.82941471,4.04580443,0.18435944,0.00417649,0.08446011,2.72884580,3.24821296,1.22255102
-4.82341171,3.78337828,0.17166803,0.00390144,0.08113135,2.54813441,3.00901448,1.14122344
-4.81740870,3.53968670,0.15998851,0.00363524,0.07865480,2.37964225,2.77945299,1.06604854
-4.81140570,3.31798808,0.14946392,0.00338181,0.07710138,2.22550735,2.56201943,0.99793757
-4.80540270,3.12110581,0.14021121,0.00314471,0.07652592,2.08757838,2.35888195,0.93767830
-4.79939970,2.95137044,0.13231918,0.00292709,0.07696592,1.96737612,2.17184402,0.88591917
-4.79339670,2.81057484,0.12584707,0.00273162,0.07844059,1.86606333,2.00231510,0.84315667
-4.78739370,2.69994349,0.12082410,0.00256045,0.08095010,1.78442393,1.85129411,0.80972619
-4.78139070,2.62011635,0.11724964,0.00241523,0.08447522,1.72285163,1.71936569,0.78579674
-4.77538769,2.57114742,0.11509424,0.00229707,0.08897724,1.68134822,1.60670868,0.77136963
-4.76938469,2.55251807,0.11430126,0.00220657,0.09439833,1.65953152,1.51311586,0.76628104
-4.76338169,2.56316429,0.11478923,0.00214388,0.10066225,1.65665235,1.43802363,0.77020859
-4.75737869,2.60151732,0.11645467,0.00210871,0.10767558,1.67162039,1.38055018,0.78268167
-4.75137569,2.66555635,0.11917551,0.00210041,0.11532933,1.70303784,1.33954047,0.80309528
-4.74537269,2.75287203,0.12281486,0.00211802,0.12350110,1.74924033,1.31361624,0.83072719
-4.73936968,2.86073894,0.12722512,0.00216033,0.13205762,1.80834376,1.30122927,0.86475786
-4.73336668,2.98619512,0.13225223,0.00222600,0.14085772,1.87829611,1.30071609,0.90429259
-4.72736368,3.12612617,0.13774013,0.00231354,0.14975566,1.95693250,1.31035235,0.94838548
-4.72136068,3.27735142,0.14353502,0.00242148,0.15860460,2.04203219,1.32840524,0.99606420
-4.71535768,3.43670933,0.14948957,0.00254833,0.16726031,2.13137572,1.35318225,1.04635495
-4.70935468,3.60113892,0.15546671,0.00269269,0.17558480,2.22280029,1.38307495,1.09830672
-4.70335168,3.76775443,0.16134301,0.00285326,0.18344977,2.31425166,1.41659638,1.15101385
-4.69734867,3.93391005,0.16701139,0.00302886,0.19073981,2.40383063,1.45241112,1.20363612
-4.69134567,4.09725216,0.17238321,0.00321846,0.19735506,2.48983255,1.48935708,1.25541542
-4.68534267,4.25575668,0.17738946,0.00342112,0.20321335,2.57077814,1.52645860,1.30568843
-4.67933967,4.40775010,0.18198114,0.00363600,0.20825164,2.64543482,1.56293057,1.35389450
-4.67333667,4.55191311,0.18612873,0.00386232,0.21242667,2.71282745,1.59817389,1.39957874
-4.66733367,4.68726698,0.18982081,0.00409930,0.21571489,2.77223850,1.63176268,1.44238987
-4.66133067,4.81314358,0.19306192,0.00434606,0.21811154,2.82319783,1.66342427,1.48207328
-4.65532766,4.92914117,0.19586970,0.00460163,0.21962908,2.86546285,1.69301324,1.51845967
-4.64932466,5.03506855,0.19827155,0.00486479,0.22029504,2.89899062,1.72048110,1.55145003
-4.64332166,5.13088154,0.20030098,0.00513406,0.22014930,2.92390345,1.74584346,1.58099803
-4.63731866,5.21661571,0.20199385,0.00540763,0.21924115,2.94045043,1.76914668,1.60709091
-4.63131566,5.29232020,0.20338471,0.00568329,0.21762618,2.94896713,1.79043598,1.62973028
-4.62531266,5.35799693,0.20450350,0.00595843,0.21536321,2.94983613,1.80972706,1.64891405
-4.61930965,5.41354984,0.20537284,0.00623006,0.21251149,2.94345064,1.82698283,1.66462096
-4.61330665,5.45874760,0.20600597,0.00649476,0.20912822,2.93018355,1.84209681,1.67679856
-4.60730365,5.49320275,0.20640556,0.00674881,0.20526659,2.91036358,1.85488413,1.68535587
-4.60130065,5.51636919,0.20656352,0.00698822,0.20097445,2.88425991,1.86508085,1.69016102
-4.59529765,5.52755831,0.20646162,0.00720885,0.19629351,2.85207579,1.87235135,1.69104426
-4.58929465,5.52597316,0.20607312,0.00740653,0.19125928,2.81395138,1.87630364,1.68780616
-4.58329165,5.51075861,0.20536517,0.00757721,0.18590148,2.76997500,1.87651128,1.68023055
-4.57728864,5.48106424,0.20430178,0.00771709,0.18024504,2.72020168,1.87254062,1.66810120
-4.57128564,5.43611584,0.20284730,0.00782281,0.17431141,2.66467729,1.86398153,1.65122125
-4.56528264,5.37529072,0.20097014,0.00789156,0.16812015,2.60346612,1.85047961,1.62943398
-4.55927964,5.29819172,0.19864633,0.00792124,0.16169059,2.53667966,1.83176760,1.60264348
-4.55327664,5.20471458,0.19586292,0.00791057,0.15504351,2.46450424,1.80769404,1.57083363
-4.54727364,5.09510412,0.19262087,0.00785915,0.14820257,2.38722520,1.77824719,1.53408426
-4.54127064,4.96999486,0.18893712,0.00776757,0.14119548,2.30524576,1.74357235,1.49258301
-4.53526763,4.83043313,0.18484600,0.00763734,0.13405479,2.21909892,1.70398169,1.44663216
-4.52926463,4.67787843,0.18039950,0.00747095,0.12681826,2.12945138,1.65995539,1.39664970
-4.52326163,4.51418343,0.17566671,0.00727174,0.11952871,2.03709889,1.61213407,1.34316450
-4.51725863,4.34155315,0.17073211,0.00704386,0.11223357,1.94295328,1.56130261,1.28680556
-4.51125563,4.16248501,0.16569315,0.00679207,0.10498383,1.84802155,1.50836617,1.22828602
-4.50525263,3.97969291,0.16065691,0.00652165,0.09783285,1.75337835,1.45431951,1.16838253
-4.49924962,3.79601897,0.15573624,0.00623818,0.09083483,1.66013322,1.40021123,1.10791124
-4.49324662,3.61433759,0.15104551,0.00594734,0.08404313,1.56939461,1.34710478,1.04770144
-4.48724362,3.43745677,0.14669622,0.00565479,0.07750859,1.48223249,1.29603813,0.98856848
-4.48124062,3.26802167,0.14279269,0.00536592,0.07127787,1.39964176,1.24798434,0.93128715
-4.47523762,3.10842525,0.13942808,0.00508570,0.06539201,1.32250842,1.20381483,0.87656689
-4.46923462,2.96073046,0.13668104,0.00481856,0.05988511,1.25158025,1.16426735,0.82503014
-4.46323162,2.82660762,0.13461304,0.00456822,0.05478344,1.18744352,1.12992015,0.77719468
-4.45722861,2.70728995,0.13326666,0.00433767,0.05010475,1.13050705,1.10117357,0.73346083
-4.45122561,2.60354906,0.13266487,0.00412906,0.04585800,1.08099412,1.07823999,0.69410397
-4.44522261,2.51569130,0.13281144,0.00394372,0.04204345,1.03894280,1.06114253,0.65927255
-4.43921961,2.44357482,0.13369236,0.00378216,0.03865305,1.00421440,1.04972249,0.62899162
-4.43321661,2.38664601,0.13527837,0.00364412,0.03567110,0.97650968,1.04365512,0.60317137
-4.42721361,2.34399322,0.13752829,0.00352866,0.03307528,0.95539174,1.04247278,0.58162030
-4.42121061,2.31441485,0.14039316,0.00343428,0.03083768,0.94031458,1.04559452,0.56406201
-4.41520760,2.29649809,0.14382085,0.00335900,0.02892618,0.93065556,1.05236022,0.55015489
-4.40920460,2.28870427,0.14776097,0.00330053,0.02730572,0.92575035,1.06206791,0.53951351
-4.40320160,2.28945642,0.15216976,0.00325637,0.02593968,0.92492845,1.07401204,0.53173061
-4.39719860,2.29722472,0.15701459,0.00322402,0.02479118,0.92754746,1.08752104,0.52639877
-4.39119560,2.31060531,0.16227803,0.00320101,0.02382430,0.93302445,1.10199201,0.52313046
-4.38519260,2.32838874,0.16796082,0.00318511,0.02300510,0.94086282,1.11692089,0.52157571
-4.37918959,2.34961443,0.17408392,0.00317434,0.02230255,0.95067317,1.13192646,0.52143649
-4.37318659,2.37360850,0.18068906,0.00316711,0.02168919,0.96218721,1.14676689,0.52247721
-4.36718359,2.40000297,0.18783795,0.00316225,0.02114164,0.97526394,1.16134787,0.52453085
-4.36118059,2.42873537,0.19560981,0.00315901,0.02064079,0.98988765,1.17572189,0.52750058
-4.35517759,2.46002870,0.20409752,0.00315706,0.02017193,1.00615784,1.19007856,0.53135678
-4.34917459,2.49435286,0.21340221,0.00315649,0.01972454,1.02427157,1.20472632,0.53612978
-4.34317159,2.53236929,0.22362664,0.00315770,0.01929201,1.04449893,1.22006654,0.54189876
-4.33716858,2.57486201,0.23486764,0.00316139,0.01887115,1.06715305,1.23656116,0.54877740
-4.33116558,2.62265846,0.24720779,0.00316842,0.01846162,1.09255605,1.25469564,0.55689717
-4.32516258,2.67654451,0.26070704,0.00317972,0.01806530,1.12100284,1.27493909,0.56638922
-4.31915958,2.73717832,0.27539436,0.00319621,0.01768556,1.15272465,1.29770373,0.57736580
-4.31315658,2.80500785,0.29126022,0.00321867,0.01732660,1.18785441,1.32330602,0.58990236
-4.30715358,2.88019672,0.30825018,0.00324768,0.01699275,1.22639590,1.35193149,0.60402129
