energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,6.75358357,1.60224539,4.94028181,0.00058756,0.81017549,0.41763079,0.00000000,0.86431917,0.53885973
-5.99399700,6.82391316,1.65366072,4.98295260,0.00061646,0.81511133,0.42319134,0.00000000,0.88814460,0.53882017
-5.98799400,6.88949372,1.70529379,5.02057377,0.00064483,0.81994486,0.42859735,0.00000000,0.91311639,0.53862328
-5.98199100,6.94917998,1.75667490,5.05202406,0.00067249,0.82472142,0.43377243,0.00000000,0.93913006,0.53831159
-5.97598799,7.00188611,1.80731557,5.07629485,0.00069928,0.82946838,0.43864092,0.00000000,0.96603397,0.53791748
-5.96998499,7.04660730,1.85671501,5.09251140,0.00072504,0.83419420,0.44312968,0.00000000,0.99363095,0.53746237
-5.96398199,7.08243791,1.90436682,5.09994829,0.00074966,0.83888835,0.44716982,0.00000000,1.02168187,0.53695647
-5.95797899,7.10858646,1.94976591,5.09803904,0.00077301,0.84352237,0.45069818,0.00000000,1.04991103,0.53639916
-5.95197599,7.12438748,1.99241579,5.08638043,0.00079503,0.84805182,0.45365852,0.00000000,1.07801330,0.53578001
-5.94597299,7.12931065,2.03183611,5.06473209,0.00081564,0.85241904,0.45600261,0.00000000,1.10566270,0.53508028
-5.93996998,7.12296758,2.06757048,5.03301224,0.00083479,0.85655674,0.45769091,0.00000000,1.13252215,0.53427497
-5.93396698,7.10511639,2.09919463,4.99129037,0.00085247,0.86039188,0.45869313,0.00000000,1.15825404,0.53333504
-5.92796398,7.07566449,2.12632450,4.93977777,0.00086865,0.86384993,0.45898855,0.00000000,1.18253110,0.53222991
-5.92196098,7.03466962,2.14862440,4.87881675,0.00088334,0.86685899,0.45856605,0.00000000,1.20504708,0.53092980
-5.91595798,6.98233891,2.16581465,4.80886900,0.00089654,0.86935364,0.45742397,0.00000000,1.22552687,0.52940793
-5.90995498,6.91902608,2.17767863,4.73050383,0.00090827,0.87127818,0.45556972,0.00000000,1.24373534,0.52764230
-5.90395198,6.84522626,2.18406868,4.64438631,0.00091854,0.87258901,0.45301921,0.00000000,1.25948474,0.52561694
-5.89794897,6.76156808,2.18491065,4.55126547,0.00092739,0.87325609,0.44979597,0.00000000,1.27263997,0.52332255
-5.89194597,6.66880291,2.18020667,4.45196258,0.00093483,0.87326327,0.44593022,0.00000000,1.28312174,0.52075639
-5.88594297,6.56779070,2.17003580,4.34735912,0.00094088,0.87260745,0.44145756,0.00000000,1.29090726,0.51792156
-5.87993997,6.45948257,2.15455256,4.23838422,0.00094555,0.87129672,0.43641772,0.00000000,1.29602855,0.51482556
-5.87393697,6.34490004,2.13398302,4.12600147,0.00094886,0.86934754,0.43085307,0.00000000,1.29856834,0.51147837
-5.86793397,6.22511144,2.10861870,4.01119459,0.00095080,0.86678120,0.42480717,0.00000000,1.29865408,0.50789018
-5.86193097,6.10120601,2.07880836,3.89495210,0.00095138,0.86361989,0.41832340,0.00000000,1.29645008,0.50406890
-5.85592796,5.97426655,2.04494808,3.77825093,0.00095058,0.85988255,0.41144367,0.00000000,1.29214853,0.50001778
-5.84992496,5.84534183,2.00747007,3.66203923,0.00094838,0.85558106,0.40420742,0.00000000,1.28595982,0.49573327
-5.84392196,5.71542001,1.96683072,3.54721881,0.00094476,0.85071690,0.39665088,0.00000000,1.27810270,0.49120344
-5.83791896,5.58540428,1.92349855,3.43462774,0.00093970,0.84527874,0.38880681,0.00000000,1.26879497,0.48640698
-5.83191596,5.45609222,1.87794272,3.32502382,0.00093318,0.83924103,0.38070453,0.00000000,1.25824507,0.48131311
-5.82591296,5.32816006,1.83062251,3.21906976,0.00092518,0.83256400,0.37237056,0.00000000,1.24664521,0.47588237
-5.81990995,5.20215273,1.78197855,3.11732080,0.00091571,0.82519493,0.36382957,0.00000000,1.23416627,0.47006831
-5.81390695,5.07848054,1.73242599,3.02021552,0.00090478,0.81707081,0.35510587,0.00000000,1.22095478,0.46382007
-5.80790395,4.95742278,1.68234998,2.92807055,0.00089244,0.80812228,0.34622508,0.00000000,1.20713205,0.45708573
-5.80190095,4.83913813,1.63210352,2.84107956,0.00087877,0.79827860,0.33721616,0.00000000,1.19279547,0.44981619
-5.79589795,4.72368150,1.58200772,2.75931685,0.00086387,0.78747346,0.32811346,0.00000000,1.17802177,0.44196945
-5.78989495,4.61102633,1.53235400,2.68274542,0.00084790,0.77565123,0.31895871,0.00000000,1.16287201,0.43351503
-5.78389195,4.50109126,1.48340820,2.61122944,0.00083105,0.76277340,0.30980283,0.00000000,1.14739786,0.42443816
-5.77788894,4.39376945,1.43541586,2.54455035,0.00081357,0.74882470,0.30070740,0.00000000,1.13164879,0.41474358
-5.77188594,4.28895917,1.38860818,2.48242602,0.00079575,0.73381873,0.29174560,0.00000000,1.11567965,0.40445877
-5.76588294,4.18659352,1.34320818,2.42453189,0.00077791,0.71780259,0.28300257,0.00000000,1.09955805,0.39363615
-5.75987994,4.08666785,1.29943629,2.37052305,0.00076042,0.70086033,0.27457503,0.00000000,1.08337123,0.38235445
-5.75387694,3.98926291,1.25751502,2.32005600,0.00074368,0.68311503,0.26657027,0.00000000,1.06723168,0.37071883
-5.74787394,3.89456260,1.21767203,2.27280902,0.00072808,0.66472929,0.25910429,0.00000000,1.05128144,0.35885991
-5.74187094,3.80286493,1.18014158,2.22849992,0.00071404,0.64590415,0.25229928,0.00000000,1.03569452,0.34693167
-5.73586793,3.71458554,1.14516375,2.18690035,0.00070197,0.62687639,0.24628046,0.00000000,1.02067729,0.33510823
-5.72986493,3.63025345,1.11298170,2.14784575,0.00069223,0.60791430,0.24117240,0.00000000,1.00646682,0.32357982
-5.72386193,3.55049898,1.08383690,2.11124060,0.00068515,0.58931213,0.23709491,0.00000000,0.99332714,0.31254788
-5.71785893,3.47603455,1.05796253,2.07705862,0.00068102,0.57138335,0.23415879,0.00000000,0.98154345,0.30221968
-5.71185593,3.40762900,1.03557545,2.04533814,0.00068004,0.55445301,0.23246141,0.00000000,0.97141465,0.29280252
-5.70585293,3.34607705,1.01686718,2.01617294,0.00068233,0.53884945,0.23208258,0.00000000,0.96324450,0.28449791
-5.69984992,3.29216515,1.00199437,1.98969932,0.00068793,0.52489569,0.23308061,0.00000000,0.95733176,0.27749574
-5.69384692,3.24663579,0.99106936,1.96608025,0.00069677,0.51290084,0.23548895,0.00000000,0.95395981,0.27196887
-5.68784392,3.21015206,0.98415143,1.94548783,0.00070869,0.50315179,0.23931348,0.00000000,0.95338640,0.26806817
-5.68184092,3.18326450,0.98123925,1.92808513,0.00072343,0.49590549,0.24453062,0.00000000,0.95583389,0.26591826
-5.67583792,3.16638208,0.98226515,1.91400878,0.00074063,0.49138214,0.25108636,0.00000000,0.96148067,0.26561405
-5.66983492,3.15974918,0.98709153,1.90335356,0.00075987,0.48975958,0.25889628,0.00000000,0.97045422,0.26721823
-5.66383192,3.16342975,0.99550996,1.89615995,0.00078062,0.49116894,0.26784669,0.00000000,0.98282622,0.27075977
-5.65782891,3.17730013,1.00724300,1.89240574,0.00080231,0.49569198,0.27779678,0.00000000,0.99861008,0.27623350
-5.65182591,3.20105081,1.02194905,1.89200215,0.00082433,0.50336000,0.28858190,0.00000000,1.01776122,0.28360066
