energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,S_s_up,S_s_down,S_p_up,S_p_down,Ti_p_up,Ti_p_down,Ti_d_up,Ti_d_down
-5.90995498,7.78378804,-7.02086803,0.16856174,-0.16289504,0.75212048,-0.70023398,1.35446816,-1.20068382,0.94342862,-0.75480706,0.07730017,-0.07560845,3.26886995,-2.96663282,0.85536831,-0.75567646,0.34017594,-0.32738523
-5.90395198,7.85030175,-7.23164587,0.16726697,-0.16697046,0.76631817,-0.72351217,1.39699731,-1.26411744,0.94706980,-0.77487560,0.07673489,-0.07655672,3.29013543,-3.05498496,0.86924900,-0.78909469,0.34076152,-0.33419868
-5.89794897,7.89095388,-7.42921901,0.16521014,-0.17060655,0.77899191,-0.74746351,1.43667873,-1.32731671,0.94755448,-0.79436684,0.07587617,-0.07722848,3.29943137,-3.13503008,0.87983154,-0.82119498,0.34008652,-0.34002264
-5.89194597,7.90625274,-7.61073780,0.16241020,-0.17370517,0.78996981,-0.77156796,1.47322814,-1.38951881,0.94484243,-0.81279453,0.07475814,-0.07761856,3.29727207,-3.20592316,0.88699133,-0.85149505,0.33823760,-0.34479652
-5.88594297,7.89711031,-7.77361404,0.15889888,-0.17617691,0.79910866,-0.79530492,1.50639022,-1.44995427,0.93894859,-0.82969124,0.07342001,-0.07772794,3.28434891,-3.26696428,0.89065377,-0.87953319,0.33532289,-0.34847920
-5.87993997,7.86479401,-7.91556916,0.15471978,-0.17794376,0.80629568,-0.81816535,1.53593880,-1.50786012,0.92994207,-0.84462053,0.07190477,-0.07756359,3.26150079,-3.31760724,0.89079450,-0.90487656,0.33146787,-0.35104945
-5.87393697,7.81087184,-8.03467417,0.14992717,-0.17894131,0.81144970,-0.83966334,1.56167716,-1.56249341,0.91794394,-0.85718792,0.07025766,-0.07713820,3.22968194,-3.35746462,0.88743877,-0.92712889,0.32681081,-0.35250593
-5.86793397,7.73715350,-8.12938060,0.14458465,-0.17912066,0.81452176,-0.85934678,1.58343871,-1.61314484,0.90312405,-0.86705053,0.06852480,-0.07646966,3.18992852,-3.38630904,0.88065978,-0.94593768,0.32149813,-0.35286648
-5.86193097,7.64563020,-8.19854222,0.13876353,-0.17844964,0.81549526,-0.87680702,1.60108809,-1.65915228,0.88569687,-0.87392486,0.06675167,-0.07558043,3.14332535,-3.40407117,0.87057631,-0.96100062,0.31567967,-0.35216698
-5.85592796,7.53841543,-8.24142726,0.13254115,-0.17691367,0.81438557,-0.89168706,1.61452277,-1.69991388,0.86591656,-0.87759280,0.06498189,-0.07449683,3.09097441,-3.41083462,0.85734960,-0.97207108,0.30950425,-0.35045976
-5.84992496,7.41768919,-8.25772147,0.12599905,-0.17451596,0.81123919,-0.90368835,1.62367526,-1.73490030,0.84407136,-0.87790561,0.06325600,-0.07324814,3.03396600,-3.40682813,0.84117966,-0.97896274,0.30311563,-0.34781155
-5.84392196,7.28564728,-8.24752215,0.11922122,-0.17127718,0.80613251,-0.91257582,1.62851566,-1.76366595,0.82047744,-0.87478586,0.06161051,-0.07186568,2.97335364,-3.39241535,0.82230116,-0.98155298,0.29664902,-0.34430130
-5.83791896,7.14445718,-8.21132403,0.11229228,-0.16723461,0.79917009,-0.91818127,1.62905464,-1.78585873,0.79547247,-0.86822745,0.06007721,-0.07038195,2.91013341,-3.36808280,0.80097893,-0.97978519,0.29022819,-0.34001762
-5.83191596,6.99622154,-8.14999739,0.10529583,-0.16244085,0.79048274,-0.92040501,1.62534641,-1.80122805,0.76940899,-0.85829367,0.05868264,-0.06882961,2.84522812,-3.33442616,0.77750320,-0.97366979,0.28396338,-0.33505630
-5.82591296,6.84294964,-8.06475946,0.09831287,-0.15696212,0.78022518,-0.91921577,1.61749152,-1.80963075,0.74264778,-0.84511364,0.05744789,-0.06724067,2.77947641,-3.29213542,0.75218483,-0.96328398,0.27794990,-0.32951770
-5.81990995,6.68653699,-7.95714007,0.09142038,-0.15087616,0.76857352,-0.91464906,1.60563928,-1.81103485,0.71555147,-0.82887712,0.05638867,-0.06564565,2.71362677,-3.24197923,0.72535037,-0.94877012,0.27226759,-0.32350433
-5.81390695,6.52875267,-7.82894254,0.08469012,-0.14427005,0.75572252,-0.90680398,1.58998930,-1.80552061,0.68847841,-0.80982823,0.05551549,-0.06407287,2.64833604,-3.18478883,0.69733726,-0.93033290,0.26698085,-0.31711848
-5.80790395,6.37123375,-7.68220099,0.07818762,-0.13723771,0.74188270,-0.89583874,1.57079207,-1.79327919,0.66177703,-0.78825800,0.05483421,-0.06254794,2.58417203,-3.12144181,0.66848915,-0.90823511,0.26213940,-0.31046022
-5.80190095,6.21548576,-7.51913544,0.07197134,-0.12987749,0.72727732,-0.88196507,1.54834822,-1.77460847,0.63578078,-0.76449638,0.05434661,-0.06109328,2.52161936,-3.05284625,0.63915145,-0.88279242,0.25777958,-0.30362560
-5.79589795,6.06288815,-7.34210589,0.06609215,-0.12228971,0.71213925,-0.86544173,1.52300634,-1.74990645,0.61080370,-0.73890372,0.05405121,-0.05972790,2.46108812,-2.97992540,0.60966717,-0.85436701,0.25392605,-0.29670526
-5.78989495,5.91470336,-7.15356678,0.06059295,-0.11457438,0.69670781,-0.84656734,1.49515926,-1.71966222,0.58713670,-0.71186225,0.05394404,-0.05846728,2.40292423,-2.90360344,0.58037316,-0.82336038,0.25059378,-0.28978344
-5.78389195,5.77208829,-6.95602313,0.05550850,-0.10682904,0.68122553,-0.82567287,1.46523871,-1.68444477,0.56504444,-0.68376763,0.05401959,-0.05732352,2.34742097,-2.82479244,0.55159673,-0.79020555,0.24779022,-0.28293728
-5.77788894,5.63610678,-6.75198962,0.05086545,-0.09914692,0.66593487,-0.80311400,1.43370858,-1.64489010,0.54476303,-0.65502095,0.05427160,-0.05630551,2.29483084,-2.74438113,0.52365286,-0.75535886,0.24551754,-0.27623670
-5.77188594,5.50774197,-6.54395368,0.04668259,-0.09161533,0.65107496,-0.77926352,1.40105675,-1.60168706,0.52649822,-0.62602129,0.05469390,-0.05541935,2.24537702,-2.66322543,0.49684191,-0.71929163,0.24377478,-0.26974452
-5.76588294,5.38790753,-6.33434355,0.04297115,-0.08431438,0.63687826,-0.75450416,1.36778593,-1.55556233,0.51042421,-0.59715910,0.05528109,-0.05466888,2.19926403,-2.58214124,0.47144796,-0.68248205,0.24255974,-0.26351703
-5.75987994,5.27745676,-6.12550202,0.03973527,-0.07731598,0.62356728,-0.72922178,1.33440367,-1.50726510,0.49668289,-0.56881040,0.05602910,-0.05405628,2.15668696,-2.50189937,0.44773773,-0.64540747,0.24187076,-0.25760482
-5.75387694,5.17718909,-5.91966603,0.03697259,-0.07068324,0.61135123,-0.70379935,1.30141195,-1.45755201,0.48538350,-0.54133197,0.05693561,-0.05358273,2.11783905,-2.42322288,0.42596025,-0.60853736,0.24170800,-0.25205388
-5.74787394,5.08785342,-5.71895237,0.03467482,-0.06447007,0.60042278,-0.67861154,1.26929682,-1.40717273,0.47660251,-0.51505748,0.05800027,-0.05324910,2.08291734,-2.34678650,0.40634710,-0.57232730,0.24207443,-0.24690692
-5.74187094,5.01014819,-5.52534902,0.03282845,-0.05872109,0.59095478,-0.65402011,1.23851824,-1.35685665,0.47038375,-0.49029445,0.05922475,-0.05305668,2.05212632,-2.27321819,0.38911320,-0.53721393,0.24297636,-0.24220466
-5.73586793,4.94471822,-5.34071156,0.03141540,-0.05347179,0.58309718,-0.63037000,1.20950086,-1.30730104,0.46673865,-0.46732212,0.06061263,-0.05300776,2.02567956,-2.20310230,0.37445825,-0.50361128,0.24442362,-0.23798721
-5.72986493,4.89214853,-5.16676362,0.03041371,-0.04874886,0.57697403,-0.60798613,1.18262564,-1.25916077,0.46564665,-0.44638991,0.06216908,-0.05310621,2.00379949,-2.13698406,0.36256847,-0.47190825,0.24642921,-0.23429535
-5.72386193,4.85295563,-5.00510028,0.02979821,-0.04457061,0.57268074,-0.58717064,1.15822309,-1.21303994,0.46705558,-0.42771649,0.06390038,-0.05335789,1.98671536,-2.07537494,0.35361871,-0.44246740,0.24900874,-0.23117155
-5.71785893,4.82757677,-4.85719306,0.02954109,-0.04094762,0.57028162,-0.56820065,1.13656785,-1.16948532,0.47088223,-0.41148917,0.06581338,-0.05377089,1.97465969,-2.01875818,0.34777465,-0.41562491,0.25217938,-0.22866080
-5.71185593,4.81635775,-4.72439509,0.02961258,-0.03788331,0.56980788,-0.55132620,1.11787523,-1.12898148,0.47701303,-0.39786350,0.06791474,-0.05435566,1.96786342,-1.96759412,0.34519494,-0.39169148,0.25595869,-0.22681102
-5.70585293,4.81954007,-4.60794515,0.02998140,-0.03537459,0.57125602,-0.53676831,1.10229941,-1.09194776,0.48530492,-0.38696291,0.07021024,-0.05512489,1.96654993,-1.92232465,0.34603299,-0.37095410,0.26036310,-0.22567312
-5.69984992,4.83724801,-4.50896946,0.03061531,-0.03341253,0.57458695,-0.52471704,1.08993347,-1.05873652,0.49558642,-0.37887831,0.07270393,-0.05609320,1.97092820,-1.88337637,0.35043831,-0.35367829,0.26540632,-0.22530061
-5.69384692,4.86947622,-4.42848006,0.03148149,-0.03198291,0.57972569,-0.51532943,1.08081111,-1.02963274,0.50765911,-0.37366753,0.07539737,-0.05727669,1.98118524,-1.85116192,0.35855702,-0.34011054,0.27109768,-0.22574877
-5.68784392,4.91607837,-4.36736931,0.03254698,-0.03106680,0.58656186,-0.50872726,1.07490983,-1.00485462,0.52129945,-0.37135456,0.07828882,-0.05869224,1.99747802,-1.82607931,0.37053131,-0.33048067,0.27744041,-0.22707338
-5.68184092,4.97675721,-4.32640006,0.03377897,-0.03064100,0.59495103,-0.50499473,1.07215545,-0.98455488,0.53626111,-0.37192861,0.08137260,-0.06035675,2.01992486,-1.80850893,0.38649780,-0.32500377,0.28442992,-0.22932901
-5.67583792,5.05105644,-4.30619154,0.03514510,-0.03067852,0.60471690,-0.50417596,1.07242747,-0.96882271,0.55227775,-0.37534309,0.08463848,-0.06228614,2.04859653,-1.79880807,0.40658442,-0.32388137,0.29205233,-0.23256705
-5.66983492,5.13835436,-4.30720146,0.03661370,-0.03114886,0.61565433,-0.50627261,1.07556519,-0.95768597,0.56906638,-0.38151451,0.08807118,-0.06449435,2.08350699,-1.79730323,0.43090582,-0.32730161,0.30028295,-0.23683331
-5.66383192,5.23785954,-4.32970479,0.03815401,-0.03201841,0.62753320,-0.51124164,1.08137406,-0.95111373,0.58633124,-0.39032164,0.09165006,-0.06699225,2.12460392,-1.80428014,0.45955731,-0.33543820,0.30908509,-0.24216559
-5.65782891,5.34860843,-4.37377059,0.03973636,-0.03325066,0.64010300,-0.51899353,1.08963200,-0.94901883,0.60376813,-0.40160488,0.09534896,-0.06978662,2.17175915,-1.81997191,0.49260727,-0.34844794,0.31840903,-0.24859096
-5.65182591,5.46946497,-4.43923769,0.04133230,-0.03480654,0.65309814,-0.52939109,1.10009544,-0.95126060,0.62106923,-0.41516618,0.09913616,-0.07287902,2.22475914,-1.84454555,0.53008834,-0.36646683,0.32819130,-0.25612324
-5.64582291,5.59912211,-4.52569099,0.04291472,-0.03664465,0.66624365,-0.54224911,1.11250469,-0.95764755,0.63792815,-0.43076964,0.10297459,-0.07626494,2.28329576,-1.87808751,0.57198756,-0.38960461,0.33835423,-0.26476038
-5.63981991,5.73610542,-4.63243945,0.04445798,-0.03872159,0.67926133,-0.55733507,1.12658860,-0.96794022,0.65404523,-0.44814295,0.10682216,-0.07993294,2.34695771,-1.92058856,0.61823586,-0.41793802,0.34880586,-0.27448221
-5.63381691,5.87877882,-4.75849750,0.04593800,-0.04099231,0.69187593,-0.57437112,1.14206827,-0.98185407,0.66913290,-0.46697986,0.11063225,-0.08386404,2.41522303,-1.97192880,0.66869742,-0.45150274,0.35944019,-0.28524838
-5.62781391,6.02535286,-4.90257100,0.04733232,-0.04341046,0.70382137,-0.59303731,1.15865979,-0.99906260,0.68292087,-0.48694367,0.11435445,-0.08803131,2.48745321,-2.03186331,0.72315950,-0.49028456,0.37013790,-0.29699675
-5.62181091,6.17389571,-5.06304924,0.04862018,-0.04592888,0.71484663,-0.61297635,1.17607614,-1.01920072,0.69516114,-0.50767184,0.11793537,-0.09239965,2.56288954,-2.10000913,0.78132327,-0.53420990,0.38076738,-0.30964228
-5.61580790,6.32234749,-5.23800377,0.04978262,-0.04850005,0.72472120,-0.63379963,1.19402821,-1.04186845,0.70563247,-0.52878173,0.12131959,-0.09692590,2.64065229,-2.17583436,0.84279643,-0.58313631,0.39118632,-0.32307643
-5.60980490,6.46853834,-5.42519522,0.05080249,-0.05107669,0.73323980,-0.65509463,1.21222526,-1.06663502,0.71414435,-0.54987724,0.12445082,-0.10155917,2.71974349,-2.25864998,0.90708832,-0.63684337,0.40124364,-0.33716721
-5.60380190,6.61021065,-5.62208850,0.05166456,-0.05361228,0.74022642,-0.67643340,1.23037499,-1.09304346,0.72054024,-0.57055636,0.12727300,-0.10624147,2.79905373,-2.34760503,0.97360795,-0.69502460,0.41078194,-0.35175989
-5.59779890,6.74504605,-5.82587691,0.05235558,-0.05606176,0.74553729,-0.69738194,1.24818347,-1.12061568,0.72469997,-0.59041930,0.12973164,-0.11090859,2.87737360,-2.44168599,1.04166578,-0.75728099,0.41964034,-0.36667839
-5.59179590,6.87069715,-6.03351520,0.05286432,-0.05838209,0.74906289,-0.71751021,1.26535531,-1.14885812,0.72654129,-0.60907696,0.13177507,-0.11549129,2.95341007,-2.53972059,1.11047944,-0.82311658,0.42765768,-0.38172739
-5.58579290,6.98482421,-6.24176138,0.05318169,-0.06053291,0.75072887,-0.73640229,1.28159413,-1.17726794,0.72602050,-0.62615959,0.13335572,-0.11991662,3.02580780,-2.64038689,1.17918370,-0.89193684,0.43467606,-0.39669517
-5.57978989,7.08513642,-6.44722678,0.05330074,-0.06247713,0.75049596,-0.75366652,1.29660381,-1.20533973,0.72313213,-0.64132510,0.13443141,-0.12410954,3.09317538,-2.74222757,1.24684488,-0.96305016,0.44054458,-0.41135709
-5.57378689,7.16943724,-6.64643370,0.05321679,-0.06418149,0.74835882,-0.76894508,1.31009051,-1.23257265,0.71790775,-0.65426689,0.13496655,-0.12799463,3.15411585,-2.84366988,1.31247920,-1.03567281,0.44512327,-0.42547969
-5.56778389,7.23567272,-6.83587931,0.05292747,-0.06561704,0.74434402,-0.78192273,1.32176566,-1.25847802,0.71041401,-0.66472089,0.13493315,-0.13149795,3.20726092,-2.94305100,1.37507504,-1.10893776,0.44828692,-0.43882538
-5.56178089,7.28198164,-7.01210467,0.05243274,-0.06675957,0.73850723,-0.79233436,1.33134987,-1.28258711,0.70074988,-0.67247150,0.13431183,-0.13454888,3.25130772,-3.03864852,1.43361815,-1.18190717,0.44992886,-0.45115753
-5.55577789,7.30674577,-7.17176708,0.05173498,-0.06758994,0.73092985,-0.79997101,1.33857787,-1.30445902,0.68904338,-0.67735619,0.13309249,-0.13708206,3.28505684,-3.12871560,1.48711919,-1.25358873,0.44996445,-0.46224590
-5.54977489,7.30863856,-7.31171382,0.05083897,-0.06809426,0.72171511,-0.80468430,1.34320409,-1.32368851,0.67544781,-0.67926871,0.13127487,-0.13903912,3.30745022,-3.21151989,1.53464249,-1.32295533,0.44833408,-0.47187224
-5.54377189,7.28667005,-7.42905537,0.04975191,-0.06826409,0.71098404,-0.80638886,1.34500897,-1.33991354,0.66013769,-0.67816066,0.12886885,-0.14037040,3.31760729,-3.28538516,1.57533493,-1.38896773,0.44500570,-0.47983589
-5.53776888,7.24022626,-7.52123569,0.04848339,-0.06809637,0.69887129,-0.80506296,1.34380550,-1.35282229,0.64330453,-0.67404153,0.12589443,-0.14103641,3.31485774,-3.34873447,1.60845376,-1.45059950,0.43997664,-0.48595925
-5.53176588,7.16910094,-7.58609741,0.04704529,-0.06759340,0.68552115,-0.80074718,1.33944581,-1.36215943,0.62515266,-0.66697713,0.12238150,-0.14100903,3.29876942,-3.40013335,1.63339216,-1.50686347,0.43327458,-0.49009279
-5.52576288,7.07351823,-7.62193964,0.04545173,-0.06676259,0.67108385,-0.79354126,1.33182749,-1.36773151,0.60589513,-0.65708650,0.11836935,-0.14027249,3.26917001,-3.43833145,1.64970149,-1.55683880,0.42495780,-0.49211962
-5.51975988,6.95414468,-7.62756636,0.04371890,-0.06561623,0.65571224,-0.78359936,1.32089926,-1.36941108,0.58574990,-0.64453756,0.11390592,-0.13882388,3.22616146,-3.46230111,1.65710912,-1.59969758,0.41511443,-0.49195929
-5.51375688,6.81208997,-7.60232350,0.04186488,-0.06417108,0.63955905,-0.77112379,1.30666585,-1.36713963,0.56493643,-0.62954157,0.10904677,-0.13667348,3.17012621,-3.47127132,1.65553129,-1.63473008,0.40386092,-0.48957069
-5.50775388,6.64889582,-7.54612318,0.03990947,-0.06244796,0.62277474,-0.75635776,1.28919161,-1.36092904,0.54367269,-0.61234665,0.10385395,-0.13384459,3.10172513,-3.46475553,1.64508018,-1.66136752,0.39133963,-0.48495398
-5.50175088,6.46651337,-7.45945402,0.03787387,-0.06047121,0.60550599,-0.73957717,1.26860299,-1.35086147,0.52217267,-0.59323073,0.09839462,-0.13037301,3.02188696,-3.44257225,1.62606518,-1.67920148,0.37771569,-0.47815141
-5.49574787,6.26726981,-7.34337699,0.03578047,-0.05826820,0.58789481,-0.72108202,1.24508942,-1.33708787,0.50064452,-0.57249400,0.09273962,-0.12630627,2.93178976,-3.40485735,1.59898816,-1.68799927,0.36317329,-0.46924694
-5.48974487,6.05382540,-7.19950666,0.03365253,-0.05586871,0.57007834,-0.70118767,1.21890291,-1.31982491,0.47928916,-0.55045130,0.08696199,-0.12170241,2.83283533,-3.35206760,1.56453310,-1.68771440,0.34791144,-0.45836478
-5.48374187,5.82912270,-7.02997839,0.03151387,-0.05330436,0.55218911,-0.68021622,1.19035610,-1.29935069,0.45829952,-0.52742462,0.08113545,-0.11662860,2.72661742,-3.28497499,1.52355067,-1.67849193,0.33213947,-0.44566667
-5.47773887,5.59632999,-6.83740256,0.02938855,-0.05060798,0.53435590,-0.65848852,1.15981909,-1.27599923,0.43786028,-0.50373594,0.07533293,-0.11115948,2.61488551,-3.20465225,1.47703824,-1.66066843,0.31607239,-0.43134825
-5.47173587,5.35878101,-6.62480731,0.02730056,-0.04781302,0.51670490,-0.63631681,1.12771506,-1.25015405,0.41814806,-0.47970063,0.06962523,-0.10537539,2.49950527,-3.11244984,1.42611653,-1.63476650,0.29992633,-0.41563442
-5.46573287,5.11991329,-6.39557189,0.02527356,-0.04495299,0.49936119,-0.61399849,1.09451486,-1.22224114,0.39933209,-0.45562158,0.06407979,-0.09936046,2.38241767,-3.00996538,1.37200360,-1.60148419,0.28391420,-0.39877396
-5.45972986,4.88320720,-6.15335279,0.02333055,-0.04206088,0.48245041,-0.59181083,1.06073091,-1.19272146,0.38157508,-0.43178416,0.05875959,-0.09320072,2.26559794,-2.89900681,1.31598723,-1.56167975,0.26824171,-0.38103362
-5.45372686,4.65212759,-5.90200536,0.02149369,-0.03916867,0.46610043,-0.57000716,1.02691044,-1.16208339,0.36503441,-0.40845207,0.05372235,-0.08698225,2.15101601,-2.78155046,1.25939680,-1.51635230,0.25310394,-0.36269184
-5.44772386,4.43006939,-5.64550334,0.01978404,-0.03630685,0.45044294,-0.54881413,0.99362830,-1.13083534,0.34986337,-0.38586420,0.04901977,-0.08078939,2.04059946,-2.65969574,1.20357531,-1.46661918,0.23868244,-0.34403229
-5.44172086,4.22030848,-5.38785901,0.01822140,-0.03350403,0.43561484,-0.52843036,0.96147948,-1.09949870,0.33621232,-0.36423240,0.04469710,-0.07470317,1.93619985,-2.53561804,1.14985247,-1.41369082,0.22514301,-0.32533761
-5.43571786,4.02595805,-5.13304619,0.01682418,-0.03078658,0.42175932,-0.50902624,0.93107149,-1.06860138,0.32422969,-0.34374015,0.04079284,-0.06879986,1.83956315,-2.41152136,1.09951923,-1.35884402,0.21263410,-0.30688331
-5.42971486,3.84993086,-4.88492824,0.01560926,-0.02817835,0.40902640,-0.49074478,0.90301645,-1.03867199,0.31406269,-0.32454215,0.03733860,-0.06314980,1.75230432,-2.28959226,1.05380441,-1.30339447,0.20128582,-0.28893225
-5.42371186,3.69490663,-4.64719274,0.01459189,-0.02570043,0.39757298,-0.47370340,0.87792307,-1.01023467,0.30585748,-0.30676456,0.03435916,-0.05781644,1.67588617,-2.17195638,1.01385335,-1.24866923,0.19120954,-0.27172972
-5.41770885,3.56330417,-4.42329403,0.01378566,-0.02337105,0.38756217,-0.45799641,0.85638836,-0.98380466,0.29975874,-0.29050599,0.03187259,-0.05285562,1.61160203,-2.06063854,0.98070886,-1.19598009,0.18249794,-0.25549926
-5.41170585,3.45725686,-4.21640445,0.01320236,-0.02120546,0.37916188,-0.44369804,0.83898898,-0.95988432,0.29590854,-0.27583891,0.02989051,-0.04831512,1.56056191,-1.95752736,0.95529433,-1.14659808,0.17522533,-0.24043933
-5.40570285,3.37859063,-4.02937442,0.01285195,-0.01921594,0.37254259,-0.43086567,0.82627213,-0.93895958,0.29444430,-0.26281152,0.02841839,-0.04423440,1.52368135,-1.86434478,0.93839883,-1.10172985,0.16944835,-0.22672088
-5.39969985,3.32880299,-3.86470133,0.01274244,-0.01741181,0.36787422,-0.41954318,0.81874589,-0.92149644,0.29549589,-0.25144985,0.02745584,-0.04064455,1.50167248,-1.78262090,0.93066406,-1.06249602,0.16520663,-0.21448573
-5.39369685,3.30904250,-3.72450669,0.01287978,-0.01579958,0.36532216,-0.40976416,0.81686903,-0.90793740,0.29918186,-0.24176003,0.02699701,-0.03756838,1.49503656,-1.71367381,0.93257305,-1.02991191,0.16252354,-0.20384587
-5.38769385,3.32008770,-3.61052051,0.01326775,-0.01438304,0.36504245,-0.40155467,0.82104011,-0.89869752,0.30560473,-0.23373062,0.02703092,-0.03502071,1.50405770,-1.65859465,0.94444035,-1.00487036,0.16140680,-0.19488348
-5.38169085,3.36232552,-3.52407217,0.01390778,-0.01316350,0.36717623,-0.39493562,0.83158619,-0.89415971,0.31484553,-0.22733483,0.02754177,-0.03300873,1.52879730,-1.61823700,0.96640385,-0.98812712,0.16184892,-0.18765166
-5.37568784,3.43572937,-3.46608643,0.01479877,-0.01213999,0.37184354,-0.38992434,0.84875107,-0.89466926,0.32695775,-0.22253270,0.02850928,-0.03153241,1.56908931,-1.59321053,0.99841828,-0.98028823,0.16382744,-0.18217571
-5.36968484,3.53983769,-3.43708361,0.01593693,-0.01130954,0.37913674,-0.38653548,0.87268359,-0.90052733,0.34196094,-0.21927307,0.02990903,-0.03058501,1.62453651,-1.58387816,1.04025062,-0.98179978,0.16730497,-0.17845489
-5.36368184,3.67373439,-3.43718303,0.01731557,-0.01066745,0.38911368,-0.38478109,0.90342622,-0.91198330,0.35983421,-0.21749534,0.03171271,-0.03015361,1.69450817,-1.59035630,1.09147776,-0.99293962,0.17222904,-0.17646449
-5.35767884,3.83603281,-3.46610882,0.01892494,-0.01020755,0.40179105,-0.38466989,0.94090449,-0.92922616,0.38051010,-0.21713107,0.03388853,-0.03021965,1.77813981,-1.61251768,1.15148692,-1.01381129,0.17853181,-0.17615815
-5.35167584,4.02486550,-3.52319777,0.02075210,-0.00992258,0.41713817,-0.38620568,0.98491780,-0.95237502,0.40386904,-0.21810536,0.03640155,-0.03075946,1.87433588,-1.64999649,1.21947918,-1.04433997,0.18612980,-0.17747020
-5.34567284,4.23788190,-3.60740907,0.02278083,-0.00980443,0.43507150,-0.38938523,1.03513230,-0.98146902,0.42973500,-0.22033802,0.03921405,-0.03174485,1.98177616,-1.70219568,1.29447679,-1.08427071,0.19492364,-0.18031811
