energy_ev,total_up,Pb_p_up,Pb_d_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-6.00000000,4.78151366,0.28907740,0.00228938,0.06534172,3.29695853,2.28563236,1.76466998
-5.99399700,4.95058726,0.29006535,0.00245087,0.06558994,3.43086476,2.35179602,1.85141034
-5.98799400,5.13012210,0.29179773,0.00262764,0.06583793,3.57213590,2.42247747,1.94338786
-5.98199100,5.32081905,0.29437152,0.00281947,0.06611428,3.72116541,2.49806776,2.04080744
-5.97598799,5.52316728,0.29786553,0.00302597,0.06644654,3.87818598,2.57886017,2.14375518
-5.96998499,5.73735653,0.30233462,0.00324646,0.06685968,4.04321067,2.66501771,2.25216279
-5.96398199,5.96319636,0.30780423,0.00347996,0.06737464,4.21597998,2.75654382,2.36577651
-5.95797899,6.20004779,0.31426570,0.00372513,0.06800699,4.39591876,2.85325824,2.48413276
-5.95197599,6.44677234,0.32167255,0.00398020,0.06876582,4.58210593,2.95477994,2.60654227
-5.94597299,6.70170280,0.32993817,0.00424300,0.06965286,4.77326014,3.06051865,2.73208455
-5.93996998,6.96263901,0.33893508,0.00451091,0.07066198,4.96774298,3.16967612,2.85961351
-5.93396698,7.22687063,0.34849607,0.00478093,0.07177903,5.16358097,3.28125761,2.98777470
-5.92796398,7.49122718,0.35841709,0.00504967,0.07298205,5.35850593,3.39409361,3.11503419
-5.92196098,7.75215435,0.36846216,0.00531346,0.07424195,5.55001276,3.50687102,3.23971779
-5.91595798,8.00581361,0.37836993,0.00556841,0.07552341,5.73543212,3.61817254,3.36005945
-5.90995498,8.24820089,0.38786190,0.00581054,0.07678630,5.91201474,3.72652234,3.47425640
-5.90395198,8.47527895,0.39665180,0.00603588,0.07798724,6.07702335,3.83043575,3.58052867
-5.89794897,8.68311679,0.40445579,0.00624060,0.07908140,6.22782755,3.92847043,3.67717986
-5.89194597,8.86802938,0.41100314,0.00642114,0.08002448,6.36199683,4.01927625,3.76265630
-5.88594297,9.02671056,0.41604667,0.00657438,0.08077468,6.47738700,4.10164141,3.83560166
-5.87993997,9.15635247,0.41937268,0.00669769,0.08129460,6.57221555,4.17453233,3.89490406
-5.87393697,9.25474576,0.42080969,0.00678908,0.08155307,6.64512238,4.23712540,3.93973366
-5.86793397,9.32035560,0.42023574,0.00684730,0.08152672,6.69521291,4.28882920,3.96956882
-5.86193097,9.35237047,0.41758373,0.00687183,0.08120123,6.72208191,4.32929640,3.98420981
-5.85592796,9.35072172,0.41284467,0.00686300,0.08057230,6.72581745,4.35842509,3.98377973
-5.84992496,9.31607403,0.40606863,0.00682191,0.07964618,6.70698532,4.37635019,3.96871289
-5.84392196,9.24978807,0.39736329,0.00675045,0.07843985,6.66659573,4.38342580,3.93973180
-5.83791896,9.15385843,0.38689035,0.00665122,0.07698075,6.60605454,4.38020016,3.89781431
-5.83191596,9.03083080,0.37485977,0.00652747,0.07530613,6.52710248,4.36738497,3.84415289
-5.82591296,8.88370333,0.36152232,0.00638295,0.07346205,6.43174572,4.34582113,3.78010849
-5.81990995,8.71581755,0.34716063,0.00622181,0.07150208,6.32218183,4.31644285,3.70716127
-5.81390695,8.53074436,0.33207933,0.00604848,0.06948570,6.20072480,4.28024218,3.62686086
-5.80790395,8.33217031,0.31659456,0.00586748,0.06747654,6.06973251,4.23823538,3.54077820
-5.80190095,8.12378902,0.30102343,0.00568332,0.06554047,5.93153972,4.19143272,3.45046095
-5.79589795,7.90920153,0.28567383,0.00550036,0.06374361,5.78839865,4.14081232,3.35739408
-5.78989495,7.69182891,0.27083491,0.00532263,0.06215038,5.64242903,4.08729872,3.26296661
-5.78389195,7.47483896,0.25676875,0.00515379,0.06082158,5.49557816,4.03174618,3.16844529
-5.77788894,7.26108838,0.24370327,0.00499700,0.05981260,5.34959148,3.97492664,3.07495529
-5.77188594,7.05308054,0.23182679,0.00485481,0.05917181,5.20599300,3.91752160,2.98346772
-5.76588294,6.85293839,0.22128425,0.00472921,0.05893914,5.06607491,3.86011761,2.89479362
-5.75987994,6.66239152,0.21217513,0.00462149,0.05914495,4.93089520,3.80320456,2.80958351
-5.75387694,6.48277583,0.20455313,0.00453232,0.05980918,4.80128193,3.74717606,2.72833171
-5.74787394,6.31504411,0.19842742,0.00446174,0.06094076,4.67784287,3.69233161,2.65138463
-5.74187094,6.15978583,0.19376539,0.00440919,0.06253741,4.56097924,3.63887997,2.57895187
-5.73586793,6.01725429,0.19049672,0.00437358,0.06458572,4.45090247,3.58694360,2.51111961
-5.72986493,5.88739951,0.18851844,0.00435337,0.06706157,4.34765306,3.53656416,2.44786533
-5.72386193,5.76990541,0.18770084,0.00434663,0.06993086,4.25112092,3.48770914,2.38907337
-5.71785893,5.66422989,0.18789403,0.00435116,0.07315058,4.16106653,3.44027963,2.33455090
-5.71185593,5.56964666,0.18893467,0.00436458,0.07667002,4.07714279,3.39411958,2.28404376
-5.70585293,5.48528765,0.19065282,0.00438440,0.08043235,3.99891712,3.34902661,2.23725208
-5.69984992,5.41018517,0.19287865,0.00440814,0.08437626,3.92589358,3.30476424,2.19384530
-5.69384692,5.34331266,0.19544862,0.00443342,0.08843774,3.85753494,3.26107572,2.15347640
-5.68784392,5.28362333,0.19821114,0.00445801,0.09255190,3.79328427,3.21769884,2.11579523
-5.68184092,5.23008574,0.20103144,0.00447993,0.09665480,3.73258571,3.17438164,2.08046067
-5.67583792,5.18171549,0.20379547,0.00449747,0.10068511,3.67490423,3.13089813,2.04715145
-5.66983492,5.13760257,0.20641286,0.00450924,0.10458570,3.61974374,3.08706370,2.01557551
-5.66383192,5.09693371,0.20881879,0.00451419,0.10830494,3.56666345,3.04274934,1.98547775
-5.65782891,5.05900952,0.21097481,0.00451161,0.11179774,3.51529184,2.99789413,1.95664606
-5.65182591,5.02325648,0.21286858,0.00450112,0.11502637,3.46533835,2.95251548,1.92891567
-5.64582291,4.98923403,0.21451267,0.00448267,0.11796082,3.41660240,2.90671666,1.90217188
-5.63981991,4.95663734,0.21594257,0.00445646,0.12057900,3.36898008,2.86069154,1.87635127
-5.63381691,4.92529657,0.21721386,0.00442295,0.12286651,3.32246846,2.81472635,1.85144176
-5.62781391,4.89517361,0.21839897,0.00438277,0.12481622,3.27716813,2.76919887,1.82748169
-5.62181091,4.86635753,0.21958349,0.00433672,0.12642764,3.23328416,2.72457515,1.80455836
-5.61580790,4.83905972,0.22086245,0.00428567,0.12770608,3.19112613,2.68140447,1.78280634
-5.60980490,4.81360976,0.22233647,0.00423056,0.12866177,3.15110759,2.64031285,1.76240597
-5.60380190,4.79045278,0.22410830,0.00417237,0.12930895,3.11374522,2.60199574,1.74358208
-5.59779890,4.77014877,0.22627964,0.00411203,0.12966500,3.07965801,2.56721027,1.72660333
-5.59179590,4.75337368,0.22894842,0.00405047,0.12974968,3.04956621,2.53676747,1.71178194
-5.58579290,4.74092204,0.23220678,0.00398859,0.12958448,3.02428986,2.51152437,1.69947384
-5.57978989,4.73370998,0.23613954,0.00392722,0.12919215,3.00474628,2.49237605,1.69007874
-5.57378689,4.73277754,0.24082334,0.00386718,0.12859644,2.99194581,2.48024740,1.68403976
-5.56778389,4.73928833,0.24632633,0.00380926,0.12782187,2.98698458,2.47608392,1.68184205
-5.56178089,4.75452496,0.25270825,0.00375424,0.12689381,2.99103366,2.48084114,1.68400962
-5.55577789,4.77987817,0.26002095,0.00370292,0.12583844,3.00532306,2.49547198,1.69109988
-5.54977489,4.81682802,0.26830895,0.00365609,0.12468289,3.03112010,2.52091135,1.70369520
-5.54377189,4.86691577,0.27761010,0.00361462,0.12345529,3.06970106,2.55805756,1.72239101
-5.53776888,4.93170547,0.28795609,0.00357937,0.12218469,3.12231620,2.60775013,1.74778011
-5.53176588,5.01273526,0.29937262,0.00355128,0.12090092,3.19014787,2.67074410,1.78043326
-5.52576288,5.11145867,0.31187922,0.00353130,0.11963422,3.27426270,2.74768100,1.82087614
-5.51975988,5.22917765,0.32548855,0.00352039,0.11841473,3.37555896,2.83905730,1.86956335
-5.51375688,5.36696926,0.34020523,0.00351951,0.11727168,3.49471084,2.94519125,1.92685024
-5.50775388,5.52560932,0.35602417,0.00352957,0.11623254,3.63211199,3.06618971,1.99296378
-5.50175088,5.70549647,0.37292852,0.00355139,0.11532193,3.78782109,3.20191642,2.06797376
-5.49574787,5.90658085,0.39088729,0.00358568,0.11456053,3.96151230,3.35196390,2.15176614
-5.48974487,6.12830184,0.40985294,0.00363300,0.11396396,4.15243384,3.51563071,2.24401986
-5.48374187,6.36953899,0.42975897,0.00369368,0.11354171,4.35937774,3.69190612,2.34418916
-5.47773887,6.62858038,0.45051785,0.00376784,0.11329635,4.58066343,3.87946396,2.45149262
-5.47173587,6.90311159,0.47201945,0.00385532,0.11322285,4.81413775,4.07666694,2.56491049
-5.46573287,7.19022805,0.49413011,0.00395569,0.11330834,5.05719273,4.28158249,2.68319113
-5.45972986,7.48647204,0.51669259,0.00406823,0.11353219,5.30680232,4.49201055,2.80486720
-5.45372686,7.78789473,0.53952691,0.00419193,0.11386651,5.55957784,4.70552285,2.92828170
-5.44772386,8.09014200,0.56243225,0.00432551,0.11427703,5.81184116,4.91951314,3.05162344
-5.44172086,8.38856178,0.58518975,0.00446744,0.11472446,6.05971365,5.13125646,3.17297085
-5.43571786,8.67832891,0.60756622,0.00461598,0.11516610,6.29921789,5.33797558,3.29034291
-5.42971486,8.95458296,0.62931866,0.00476926,0.11555774,6.52638829,5.53691186,3.40175504
-5.42371186,9.21257311,0.65019927,0.00492527,0.11585582,6.73738645,5.72539763,3.50527784
-5.41770885,9.44780386,0.66996085,0.00508195,0.11601953,6.92861607,5.90092686,3.59909613
-5.41170585,9.65617505,0.68836232,0.00523727,0.11601296,7.09683274,6.06122100,3.68156564
-5.40570285,9.83410980,0.70517405,0.00538927,0.11580703,7.23924349,6.20428704,3.75126489
-5.39969985,9.97866443,0.72018285,0.00553607,0.11538119,7.35359159,6.32846517,3.80703968
-5.39369685,10.08761548,0.73319642,0.00567601,0.11472471,7.43822287,6.43246395,3.84803831
-5.38769385,10.15951970,0.74404701,0.00580760,0.11383750,7.49213038,6.51538159,3.87373581
-5.38169085,10.19374476,0.75259430,0.00592960,0.11273048,7.51497558,6.57671267,3.88394616
-5.37568784,10.19046947,0.75872747,0.00604100,0.11142538,7.50708509,6.61634045,3.87882188
-5.36968484,10.15065415,0.76236630,0.00614107,0.10995403,7.46942361,6.63451553,3.85884145
-5.36368184,10.07598325,0.76346160,0.00622930,0.10835712,7.40354448,6.63182254,3.82478491
-5.35767884,9.96878365,0.76199491,0.00630545,0.10668258,7.31152058,6.60913704,3.77769948
-5.35167584,9.83192322,0.75797768,0.00636944,0.10498358,7.19585928,6.56757516,3.71885656
-5.34567284,9.66869520,0.75145007,0.00642141,0.10331624,7.05940567,6.50843901,3.64970271
-5.33966983,9.48269441,0.74247945,0.00646162,0.10173734,6.90523890,6.43316081,3.57180692
