energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Te_p_up,Te_d_up
-5.32166083,0.66875369,0.00123555,0.16606420,0.37359971,0.14877202,0.16020823,0.00000000
-5.31565783,0.73834860,0.00136195,0.18357671,0.41128566,0.16460324,0.17610028,0.00000000
-5.30965483,0.80946256,0.00149096,0.20150636,0.44957434,0.18083938,0.19221411,0.00000000
-5.30365183,0.88116959,0.00162083,0.21962503,0.48794322,0.19727647,0.20832255,0.00000000
-5.29764882,0.95244830,0.00174966,0.23767949,0.52582306,0.21368734,0.22418018,0.00000000
-5.29164582,1.02220297,0.00187540,0.25539658,0.56261048,0.22982607,0.23952875,0.00000000
-5.28564282,1.08928930,0.00199596,0.27248952,0.59768291,0.24543360,0.25410356,0.00000000
-5.27963982,1.15254400,0.00210921,0.28866525,0.63041532,0.26024428,0.26764068,0.00000000
-5.27363682,1.21081728,0.00221307,0.30363256,0.66019831,0.27399313,0.27988453,0.00000000
-5.26763382,1.26300687,0.00230554,0.31711064,0.68645661,0.28642357,0.29059572,0.00000000
-5.26163082,1.30809221,0.00238480,0.32883774,0.70866737,0.29729525,0.29955870,0.00000000
-5.25562781,1.34516742,0.00244926,0.33857956,0.72637736,0.30639176,0.30658885,0.00000000
-5.24962481,1.37347129,0.00249757,0.34613698,0.73921823,0.31352772,0.31153874,0.00000000
-5.24362181,1.39241321,0.00252873,0.35135288,0.74691922,0.31855506,0.31430324,0.00000000
-5.23761881,1.40159355,0.00254207,0.35411745,0.74931659,0.32136808,0.31482314,0.00000000
-5.23161581,1.40081762,0.00253732,0.35437213,0.74635939,0.32190718,0.31308731,0.00000000
-5.22561281,1.39010250,0.00251457,0.35211156,0.73811125,0.32016092,0.30913299,0.00000000
-5.21960980,1.36967635,0.00247430,0.34738388,0.72474805,0.31616641,0.30304452,0.00000000
-5.21360680,1.33997036,0.00241738,0.34028889,0.70655171,0.31000804,0.29495030,0.00000000
-5.20760380,1.30160356,0.00234497,0.33097467,0.68390029,0.30181445,0.28501828,0.00000000
-5.20160080,1.25536139,0.00225857,0.31963236,0.65725490,0.29175413,0.27345020,0.00000000
-5.19559780,1.20216894,0.00215989,0.30648966,0.62714413,0.28002958,0.26047472,0.00000000
-5.18959480,1.14306029,0.00205085,0.29180324,0.59414666,0.26687063,0.24633999,0.00000000
-5.18359180,1.07914514,0.00193347,0.27585046,0.55887286,0.25252690,0.23130576,0.00000000
-5.17758879,1.01157446,0.00180986,0.25892067,0.52194617,0.23725999,0.21563555,0.00000000
-5.17158579,0.94150649,0.00168212,0.24130662,0.48398516,0.22133567,0.19958912,0.00000000
-5.16558279,0.87007446,0.00155229,0.22329620,0.44558679,0.20501628,0.18341555,0.00000000
-5.15957979,0.79835738,0.00142230,0.20516491,0.40731160,0.18855380,0.16734718,0.00000000
-5.15357679,0.72735470,0.00129395,0.18716929,0.36967133,0.17218380,0.15159465,0.00000000
-5.14757379,0.65796579,0.00116881,0.16954144,0.33311912,0.15612027,0.13634298,0.00000000
-5.14157079,0.59097445,0.00104828,0.15248497,0.29804270,0.14055176,0.12174898,0.00000000
-5.13556778,0.52703880,0.00093350,0.13617209,0.26476028,0.12563866,0.10793984,0.00000000
-5.12956478,0.46668639,0.00082539,0.12074223,0.23351939,0.11151166,0.09501287,0.00000000
-5.12356178,0.41031421,0.00072462,0.10630174,0.20449805,0.09827143,0.08303622,0.00000000
-5.11755878,0.35819300,0.00063163,0.09292482,0.17780825,0.08598928,0.07205061,0.00000000
-5.11155578,0.31047529,0.00054667,0.08065539,0.15350116,0.07470876,0.06207165,0.00000000
-5.10555278,0.26720642,0.00046978,0.06950975,0.13157368,0.06444796,0.05309277,0.00000000
-5.09954977,0.22833755,0.00040084,0.05947976,0.11197599,0.05520237,0.04508844,0.00000000
-5.09354677,0.19374013,0.00033959,0.05053644,0.09461951,0.04694811,0.03801765,0.00000000
-5.08754377,0.16322086,0.00028566,0.04263375,0.07938502,0.03964533,0.03182727,0.00000000
-5.08154077,0.13653659,0.00023859,0.03571236,0.06613057,0.03324164,0.02645541,0.00000000
-5.07553777,0.11340858,0.00019787,0.02970328,0.05469884,0.02767547,0.02183448,0.00000000
-5.06953477,0.09353564,0.00016294,0.02453124,0.04492389,0.02287913,0.01789393,0.00000000
-5.06353177,0.07660584,0.00013323,0.02011772,0.03663698,0.01878163,0.01456268,0.00000000
-5.05752876,0.06230664,0.00010817,0.01638358,0.02967155,0.01531112,0.01177111,0.00000000
-5.05152576,0.05033322,0.00008723,0.01325125,0.02386719,0.01239698,0.00945268,0.00000000
-5.04552276,0.04039525,0.00006986,0.01064650,0.01907279,0.00997142,0.00754515,0.00000000
-5.03951976,0.03222183,0.00005559,0.00849978,0.01514872,0.00797080,0.00599151,0.00000000
-5.03351676,0.02556516,0.00004397,0.00674718,0.01196844,0.00633654,0.00474053,0.00000000
-5.02751376,0.02020276,0.00003460,0.00533105,0.00941926,0.00501577,0.00374715,0.00000000
-5.02151076,0.01593869,0.00002713,0.00420037,0.00740271,0.00396165,0.00297256,0.00000000
-5.01550775,0.01260387,0.00002125,0.00331083,0.00583452,0.00313353,0.00238428,0.00000000
-5.00950475,0.01005581,0.00001671,0.00262477,0.00464418,0.00249692,0.00195594,0.00000000
-5.00350175,0.00817783,0.00001330,0.00211100,0.00377446,0.00202337,0.00166722,0.00000000
-4.99749875,0.00687808,0.00001083,0.00174455,0.00318073,0.00169023,0.00150358,0.00000000
-4.99149575,0.00608839,0.00000919,0.00150634,0.00283032,0.00148044,0.00145615,0.00000000
-4.98549275,0.00576317,0.00000829,0.00138292,0.00270189,0.00138223,0.00152149,0.00000000
-4.97948974,0.00587843,0.00000806,0.00136615,0.00278492,0.00138893,0.00170158,0.00000000
-4.97348674,0.00643088,0.00000850,0.00145299,0.00307923,0.00149871,0.00200366,0.00000000
-4.96748374,0.00743729,0.00000964,0.00164531,0.00359467,0.00171447,0.00244027,0.00000000
-4.96148074,0.00893398,0.00001153,0.00194974,0.00435094,0.00204364,0.00302924,0.00000000
-4.95547774,0.01097652,0.00001428,0.00237758,0.00537745,0.00249813,0.00379371,0.00000000
-4.94947474,0.01363944,0.00001806,0.00294476,0.00671329,0.00309426,0.00476219,0.00000000
-4.94347174,0.01701607,0.00002306,0.00367183,0.00840717,0.00385267,0.00596851,0.00000000
-4.93746873,0.02121832,0.00002957,0.00458391,0.01051742,0.00479824,0.00745182,0.00000000
-4.93146573,0.02637631,0.00003792,0.00571072,0.01311185,0.00596003,0.00925638,0.00000000
-4.92546273,0.03263781,0.00004853,0.00708648,0.01626755,0.00737114,0.01143139,0.00000000
-4.91945973,0.04016735,0.00006194,0.00874983,0.02007045,0.00906846,0.01403054,0.00000000
-4.91345673,0.04914507,0.00007876,0.01074370,0.02461478,0.01109241,0.01711149,0.00000000
-4.90745373,0.05976496,0.00009975,0.01311500,0.03000211,0.01348656,0.02073518,0.00000000
-4.90145073,0.07223287,0.00012582,0.01591428,0.03634025,0.01629714,0.02496492,0.00000000
-4.89544772,0.08676384,0.00015804,0.01919531,0.04374179,0.01957244,0.02986542,0.00000000
-4.88944472,0.10357913,0.00019765,0.02301446,0.05232232,0.02336215,0.03550155,0.00000000
-4.88344172,0.12290284,0.00024613,0.02743004,0.06219842,0.02771654,0.04193716,0.00000000
-4.87743872,0.14495814,0.00030515,0.03250156,0.07348536,0.03268562,0.04923369,0.00000000
-4.87143572,0.16996347,0.00037664,0.03828879,0.08629464,0.03831828,0.05744892,0.00000000
-4.86543272,0.19812850,0.00046278,0.04485090,0.10073139,0.04466134,0.06663566,0.00000000
-4.85942971,0.22965036,0.00056601,0.05224541,0.11689180,0.05175865,0.07684072,0.00000000
-4.85342671,0.26470995,0.00068905,0.06052728,0.13486054,0.05965025,0.08810394,0.00000000
-4.84742371,0.30346877,0.00083486,0.06974778,0.15470836,0.06837157,0.10045761,0.00000000
-4.84142071,0.34606611,0.00100664,0.07995361,0.17649000,0.07795278,0.11392606,0.00000000
-4.83541771,0.39261682,0.00120779,0.09118583,0.20024236,0.08841821,0.12852572,0.00000000
-4.82941471,0.44320968,0.00144188,0.10347898,0.22598309,0.09978587,0.14426543,0.00000000
-4.82341171,0.49790620,0.00171256,0.11686012,0.25370957,0.11206714,0.16114704,0.00000000
-4.81740870,0.55673987,0.00202351,0.13134796,0.28339837,0.12526651,0.17916632,0.00000000
-4.81140570,0.61971564,0.00237831,0.14695189,0.31500505,0.13938138,0.19831397,0.00000000
-4.80540270,0.68680933,0.00278036,0.16367107,0.34846430,0.15440181,0.21857669,0.00000000
-4.79939970,0.75796687,0.00323273,0.18149339,0.38369029,0.17031039,0.23993813,0.00000000
-4.79339670,0.83310297,0.00373802,0.20039439,0.42057720,0.18708177,0.26237966,0.00000000
-4.78739370,0.91209900,0.00429822,0.22033600,0.45899968,0.20468231,0.28588066,0.00000000
-4.78139070,0.99479987,0.00491458,0.24126528,0.49881325,0.22306930,0.31041836,0.00000000
-4.77538769,1.08100985,0.00558739,0.26311296,0.53985440,0.24219017,0.33596698,0.00000000
-4.76938469,1.17048717,0.00631594,0.28579195,0.58194045,0.26198140,0.36249621,0.00000000
-4.76338169,1.26293766,0.00709832,0.30919593,0.62486907,0.28236725,0.38996895,0.00000000
-4.75737869,1.35800757,0.00793135,0.33319788,0.66841747,0.30325846,0.41833840,0.00000000
-4.75137569,1.45527601,0.00881049,0.35764901,0.71234136,0.32455079,0.44754448,0.00000000
-4.74537269,1.55424764,0.00972985,0.38237789,0.75637390,0.34612383,0.47750997,0.00000000
-4.73936968,1.65434611,0.01068215,0.40719014,0.80022468,0.36783986,0.50813640,0.00000000
-4.73336668,1.75490910,0.01165880,0.43186878,0.84357914,0.38954323,0.53930007,0.00000000
-4.72736368,1.85518572,0.01264996,0.45617536,0.88609854,0.41106022,0.57084846,0.00000000
-4.72136068,1.95433694,0.01364477,0.47985203,0.92742093,0.43219955,0.60259741,0.00000000
-4.71535768,2.05143982,0.01463142,0.50262464,0.96716319,0.45275377,0.63432932,0.00000000
-4.70935468,2.14549589,0.01559749,0.52420682,1.00492450,0.47250151,0.66579273,0.00000000
-4.70335168,2.23544408,0.01653015,0.54430521,1.04029127,0.49121058,0.69670344,0.00000000
-4.69734867,2.32017829,0.01741646,0.56262555,1.07284364,0.50864216,0.72674730,0.00000000
-4.69134567,2.39856915,0.01824368,0.57887965,1.10216349,0.52455566,0.75558490,0.00000000
-4.68534267,2.46948972,0.01899957,0.59279295,1.12784370,0.53871444,0.78285782,0.00000000
-4.67933967,2.53184418,0.01967270,0.60411235,1.14949856,0.55089196,0.80819667,0.00000000
-4.67333667,2.58459849,0.02025274,0.61261415,1.16677476,0.56087832,0.83123029,0.00000000
-4.66733367,2.62681178,0.02073072,0.61811159,1.17936258,0.56848675,0.85159612,0.00000000
-4.66133067,2.65766723,0.02109924,0.62046178,1.18700684,0.57355991,0.86895106,0.00000000
-4.65532766,2.67650085,0.02135269,0.61957153,1.18951692,0.57597559,0.88298254,0.00000000
-4.64932466,2.68282697,0.02148733,0.61540195,1.18677544,0.57565167,0.89341929,0.00000000
-4.64332166,2.67635914,0.02150144,0.60797139,1.17874514,0.57254992,0.90004123,0.00000000
-4.63731866,2.65702541,0.02139532,0.59735671,1.16547347,0.56667857,0.90268825,0.00000000
-4.63131566,2.62497726,0.02117124,0.58369259,1.14709470,0.55809353,0.90126728,0.00000000
-4.62531266,2.58059162,0.02083345,0.56716910,1.12382942,0.54689808,0.89575751,0.00000000
-4.61930965,2.52446605,0.02038796,0.54802736,1.09598126,0.53324110,0.88621346,0.00000000
-4.61330665,2.45740708,0.01984248,0.52655372,1.06393120,0.51731395,0.87276583,0.00000000
-4.60730365,2.38041239,0.01920616,0.50307247,1.02812943,0.49934603,0.85562016,0.00000000
-4.60130065,2.29464754,0.01848938,0.47793755,0.98908536,0.47959935,0.83505326,0.00000000
-4.59529765,2.20141833,0.01770356,0.45152354,0.94735616,0.45836216,0.81140779,0.00000000
-4.58929465,2.10213989,0.01686081,0.42421629,0.90353410,0.43594211,0.78508498,0.00000000
-4.58329165,1.99830374,0.01597375,0.39640362,0.85823360,0.41265904,0.75653606,0.00000000
-4.57728864,1.89144413,0.01505520,0.36846636,0.81207806,0.38883776,0.72625245,0.00000000
-4.57128564,1.78310462,0.01411796,0.34077007,0.76568721,0.36480100,0.69475520,0.00000000
-4.56528264,1.67480618,0.01317455,0.31365773,0.71966518,0.34086286,0.66258400,0.00000000
-4.55927964,1.56801741,0.01223697,0.28744349,0.67458970,0.31732275,0.63028593,0.00000000
-4.55327664,1.46412774,0.01131653,0.26240775,0.63100254,0.29446012,0.59840433,0.00000000
-4.54727364,1.36442388,0.01042364,0.23879346,0.58940132,0.27253005,0.56746791,0.00000000
-4.54127064,1.27006989,0.00956771,0.21680371,0.55023278,0.25175955,0.53798035,0.00000000
-4.53526763,1.18209079,0.00875696,0.19660062,0.51388736,0.23234490,0.51041044,0.00000000
-4.52926463,1.10135978,0.00799839,0.17830516,0.48069501,0.21444962,0.48518299,0.00000000
-4.52326163,1.02858879,0.00729769,0.16199810,0.45092224,0.19820335,0.46267048,0.00000000
-4.51725863,0.96432206,0.00665918,0.14772165,0.42477004,0.18370136,0.44318558,0.00000000
-4.51125563,0.90893262,0.00608586,0.13548170,0.40237276,0.17100462,0.42697466,0.00000000
-4.50525263,0.86262132,0.00557939,0.12525061,0.38379773,0.16014056,0.41421231,0.00000000
-4.49924962,0.82541831,0.00514015,0.11697027,0.36904565,0.15110409,0.40499714,0.00000000
-4.49324662,0.79718673,0.00476725,0.11055533,0.35805163,0.14385922,0.39934876,0.00000000
-4.48724362,0.77762877,0.00445872,0.10589661,0.35068707,0.13834096,0.39720632,0.00000000
-4.48124062,0.76629386,0.00421148,0.10286454,0.34676233,0.13445757,0.39842864,0.00000000
-4.47523762,0.76258937,0.00402155,0.10131257,0.34603036,0.13209319,0.40279611,0.00000000
-4.46923462,0.76579359,0.00388414,0.10108070,0.34819135,0.13111077,0.41001448,0.00000000
-4.46323162,0.77507141,0.00379376,0.10199885,0.35289856,0.13135536,0.41972065,0.00000000
-4.45722861,0.78949240,0.00374441,0.10389042,0.35976528,0.13265768,0.43149043,0.00000000
-4.45122561,0.80805147,0.00372969,0.10657575,0.36837309,0.13483801,0.44484831,0.00000000
-4.44522261,0.82969170,0.00374297,0.10987561,0.37828118,0.13771038,0.45927900,0.00000000
-4.43921961,0.85332919,0.00377752,0.11361477,0.38903675,0.14108691,0.47424061,0.00000000
-4.43321661,0.87787933,0.00382671,0.11762544,0.40018610,0.14478234,0.48917906,0.00000000
-4.42721361,0.90228381,0.00388410,0.12175063,0.41128636,0.14861849,0.50354335,0.00000000
-4.42121061,0.92553765,0.00394359,0.12584742,0.42191715,0.15242872,0.51680120,0.00000000
-4.41520760,0.94671536,0.00399957,0.12978981,0.43169208,0.15606208,0.52845447,0.00000000
-4.40920460,0.96499523,0.00404704,0.13347136,0.44026937,0.15938710,0.53805388,0.00000000
-4.40320160,0.97968086,0.00408165,0.13680718,0.44736135,0.16229501,0.54521231,0.00000000
-4.39719860,0.99021906,0.00409987,0.13973550,0.45274220,0.16470231,0.54961634,0.00000000
-4.39119560,0.99621328,0.00409896,0.14221840,0.45625371,0.16655256,0.55103537,0.00000000
-4.38519260,0.99743201,0.00407707,0.14424190,0.45780874,0.16781722,0.54932812,0.00000000
-4.37918959,0.99381185,0.00403324,0.14581521,0.45739209,0.16849564,0.54444614,0.00000000
-4.37318659,0.98545501,0.00396737,0.14696922,0.45505887,0.16861405,0.53643428,0.00000000
-4.36718359,0.97262137,0.00388024,0.14775423,0.45093030,0.16822373,0.52542822,0.00000000
-4.36118059,0.95571572,0.00377341,0.14823704,0.44518726,0.16739829,0.51164904,0.00000000
-4.35517759,0.93527049,0.00364919,0.14849749,0.43806178,0.16623031,0.49539541,0.00000000
-4.34917459,0.91192519,0.00351058,0.14862458,0.42982699,0.16482751,0.47703364,0.00000000
-4.34317159,0.88640330,0.00336113,0.14871249,0.42078608,0.16330852,0.45698609,0.00000000
-4.33716858,0.85948786,0.00320490,0.14885647,0.41126060,0.16179862,0.43571864,0.00000000
-4.33116558,0.83199689,0.00304634,0.14914898,0.40157899,0.16042553,0.41372766,0.00000000
-4.32516258,0.80475963,0.00289020,0.14967625,0.39206560,0.15931547,0.39152704,0.00000000
-4.31915958,0.77859469,0.00274144,0.15051530,0.38303089,0.15858979,0.36963586,0.00000000
-4.31315658,0.75429079,0.00260513,0.15173169,0.37476311,0.15836208,0.34856694,0.00000000
-4.30715358,0.73259072,0.00248638,0.15337808,0.36752182,0.15873604,0.32881680,0.00000000
