energy_ev,total_up,P_s_up,P_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-6.00000000,6.62958194,0.02658885,3.48389033,0.26663265,0.49112617,3.56324847,2.29198488
-5.99399700,6.83394655,0.02654185,3.59417142,0.27215394,0.50679844,3.72427400,2.34392200
-5.98799400,7.03100387,0.02655649,3.70146200,0.27744746,0.52146043,3.88201186,2.39424162
-5.98199100,7.21725618,0.02663119,3.80382841,0.28241217,0.53487149,4.03369349,2.44210650
-5.97598799,7.38914795,0.02676284,3.89928612,0.28694310,0.54679815,4.17649943,2.48665244
-5.96998499,7.54318960,0.02694723,3.98586964,0.29093516,0.55702170,4.30765568,2.52702126
-5.96398199,7.67608340,0.02717944,4.06170415,0.29428711,0.56534572,4.42453243,2.56239462
-5.95797899,7.78484569,0.02745422,4.12507565,0.29690549,0.57160302,4.52474029,2.59202672
-5.95197599,7.86691992,0.02776648,4.17449623,0.29870825,0.57566182,4.60621997,2.61527466
-5.94597299,7.92027508,0.02811154,4.20876152,0.29962795,0.57743074,4.66732076,2.63162480
-5.93996998,7.94348497,0.02848553,4.22699764,0.29961451,0.57686251,4.70686429,2.64071392
-5.93396698,7.93578451,0.02888553,4.22869529,0.29863714,0.57395607,4.72419027,2.64234428
-5.92796398,7.89710053,0.02930971,4.21372959,0.29668561,0.56875702,4.71918212,2.63649168
-5.92196098,7.82805579,0.02975739,4.18236465,0.29377069,0.56135637,4.69227101,2.62330649
-5.91595798,7.72994598,0.03022897,4.13524294,0.28992378,0.55188772,4.64441837,2.60310731
-5.90995498,7.60469123,0.03072575,4.07335989,0.28519575,0.54052286,4.57707752,2.57636796
-5.90395198,7.45476450,0.03124970,3.99802521,0.27965510,0.52746607,4.49213643,2.54369827
-5.89794897,7.28310039,0.03180316,3.91081283,0.27338551,0.51294748,4.39184436,2.50581966
-5.89194597,7.09298882,0.03238846,3.81350184,0.26648289,0.49721553,4.27872594,2.46353685
-5.88594297,6.88795853,0.03300755,3.70801141,0.25905206,0.48052916,4.15548664,2.41770674
-5.87993997,6.67165562,0.03366158,3.59633242,0.25120328,0.46314983,4.02491416,2.36920626
-5.87393697,6.44772255,0.03435055,3.48045907,0.24304871,0.44533388,3.88977992,2.31890017
-5.86793397,6.21968245,0.03507290,3.36232321,0.23469889,0.42732533,3.75274519,2.26761059
-5.86193097,5.99083363,0.03582529,3.24373417,0.22625954,0.40934965,3.61627546,2.21608919
-5.85592796,5.76415783,0.03660232,3.12632625,0.21782861,0.39160839,3.48256662,2.16499334
-5.84992496,5.54224556,0.03739645,3.01151582,0.20949384,0.37427513,3.35348533,2.11486693
-5.84392196,5.32724071,0.03819793,2.90046919,0.20133072,0.35749264,3.23052573,2.06612661
-5.83791896,5.12080542,0.03899491,2.79408223,0.19340112,0.34137135,3.11478324,2.01905388
-5.83191596,4.92410583,0.03977360,2.69297173,0.18575239,0.32598911,3.00694578,1.97379301
-5.82591296,4.73781787,0.04051859,2.59747840,0.17841709,0.31139221,2.90730190,1.93035497
-5.81990995,4.56215182,0.04121317,2.50768063,0.17141330,0.29759738,2.81576437,1.88862688
-5.81390695,4.39689367,0.04183989,2.42341800,0.16474541,0.28459484,2.73190751,1.84838650
-5.80790395,4.24146043,0.04238104,2.34432293,0.15840538,0.27235202,2.65501585,1.80932119
-5.80190095,4.09496678,0.04281924,2.26985881,0.15237446,0.26081792,2.58414152,1.77105039
-5.79589795,3.95629938,0.04313811,2.19936279,0.14662510,0.24992776,2.51816739,1.73315069
-5.78989495,3.82419589,0.04332285,2.13209118,0.14112323,0.23960781,2.45587324,1.69518258
-5.78389195,3.69732509,0.04336086,2.06726564,0.13583056,0.22978021,2.39600187,1.65671762
-5.77788894,3.57436498,0.04324233,2.00411819,0.13070697,0.22036757,2.33732270,1.61736514
-5.77188594,3.45407599,0.04296073,1.94193334,0.12571283,0.21129719,2.27869040,1.57679730
-5.76588294,3.33536655,0.04251321,1.88008586,0.12081113,0.20250478,2.21909637,1.53477149
-5.75987994,3.21734886,0.04190094,1.81807285,0.11596945,0.19393760,2.15771160,1.49114931
-5.75387694,3.09938321,0.04112927,1.75553904,0.11116156,0.18555687,2.09391965,1.44591124
-5.74787394,2.98110939,0.04020780,1.69229472,0.10636872,0.17733943,2.02733891,1.39916646
-5.74187094,2.86246472,0.03915026,1.62832578,0.10158054,0.16927871,1.95783396,1.35115740
-5.73586793,2.74368833,0.03797435,1.56379570,0.09679545,0.16138479,1.88551608,1.30225872
-5.72986493,2.62531206,0.03670129,1.49903988,0.09202073,0.15368388,1.81073350,1.25297085
-5.72386193,2.50813882,0.03535540,1.43455258,0.08727215,0.14621695,1.73405232,1.20390808
-5.71785893,2.39320953,0.03396343,1.37096725,0.08257324,0.13903786,1.65622918,1.15578179
-5.71185593,2.28176037,0.03255390,1.30903130,0.07795416,0.13221088,1.57817728,1.10937929
-5.70585293,2.17517209,0.03115631,1.24957618,0.07345042,0.12580784,1.50092728,1.06553895
-5.69984992,2.07491358,0.02980030,1.19348428,0.06910128,0.11990491,1.42558479,1.02512267
-5.69384692,1.98248189,0.02851485,1.14165377,0.06494807,0.11457923,1.35328618,0.98898647
-5.68784392,1.89934102,0.02732739,1.09496275,0.06103244,0.10990543,1.28515448,0.95795030
-5.68184092,1.82686169,0.02626301,1.05423409,0.05739463,0.10595227,1.22225689,0.93276825
-5.67583792,1.76626432,0.02534376,1.02020211,0.05407180,0.10277935,1.16556539,0.91409995
-5.66983492,1.71856703,0.02458793,0.99348237,0.05109654,0.10043420,1.11592167,0.90248443
-5.66383192,1.68454060,0.02400956,0.97454540,0.04849557,0.09894970,1.07400749,0.89831721
-5.65782891,1.66467177,0.02361797,0.96369541,0.04628861,0.09834202,1.04032113,0.90183146
-5.65182591,1.65913595,0.02341750,0.96105450,0.04448766,0.09860901,1.01516066,0.91308395
-5.64582291,1.66778033,0.02340734,0.96655285,0.04309641,0.09972932,0.99861410,0.93194630
-5.63981991,1.69011772,0.02358159,0.97992527,0.04211007,0.10166207,0.99055664,0.95810192
-5.63381691,1.72533139,0.02392939,1.00071397,0.04151543,0.10434715,0.99065482,0.99104874
-5.62781391,1.77229048,0.02443520,1.02827763,0.04129121,0.10770628,0.99837698,1.03010786
-5.62181091,1.82957566,0.02507932,1.06180626,0.04140864,0.11164456,1.01300987,1.07443774
-5.61580790,1.89551403,0.02583837,1.10034138,0.04183234,0.11605268,1.03368017,1.12305374
-5.60980490,1.96822211,0.02668603,1.14280102,0.04252131,0.12080961,1.05938061,1.17485229
-5.60380190,2.04565567,0.02759373,1.18800839,0.04343016,0.12578575,1.08899928,1.22863905
-5.59779890,2.12566459,0.02853150,1.23472369,0.04451037,0.13084635,1.12135149,1.28316023
-5.59179590,2.20605132,0.02946879,1.28167775,0.04571171,0.13585521,1.15521290,1.33713596
-5.58579290,2.28463075,0.03037529,1.32760665,0.04698363,0.14067846,1.18935310,1.38929491
-5.57978989,2.35929000,0.03122180,1.37128617,0.04827673,0.14518832,1.22256843,1.43840886
-5.57378689,2.42804609,0.03198094,1.41156503,0.04954408,0.14926673,1.25371329,1.48332625
-5.56778389,2.48909984,0.03262787,1.44739602,0.05074258,0.15280871,1.28172893,1.52300377
-5.56178089,2.54088449,0.03314093,1.47786404,0.05183414,0.15572534,1.30566908,1.55653482
-5.55577789,2.58210756,0.03350203,1.50221034,0.05278675,0.15794638,1.32472175,1.58317430
-5.54977489,2.61178502,0.03369713,1.51985229,0.05357540,0.15942220,1.33822673,1.60235873
-5.54377189,2.62926671,0.03371636,1.53039830,0.05418280,0.16012527,1.34568841,1.61372152
-5.53776888,2.63425275,0.03355422,1.53365740,0.05459995,0.16005091,1.34678386,1.61710274
-5.53176588,2.62680033,0.03320947,1.52964355,0.05482644,0.15921750,1.34136604,1.61255339
-5.52576288,2.60732125,0.03268499,1.51857457,0.05487062,0.15766597,1.32946228,1.60033417
-5.51975988,2.57657019,0.03198754,1.50086580,0.05474946,0.15545875,1.31126828,1.58090877
-5.51375688,2.53562443,0.03112733,1.47711892,0.05448825,0.15267806,1.28713803,1.55493216
-5.50775388,2.48585550,0.03011762,1.44810614,0.05412008,0.14942381,1.25757000,1.52323414
-5.50175088,2.42889373,0.02897419,1.41475036,0.05368506,0.14581090,1.22319013,1.48679864
-5.49574787,2.36658652,0.02771478,1.37810170,0.05322943,0.14196627,1.18473230,1.44673944
-5.48974487,2.30095137,0.02635855,1.33931102,0.05280436,0.13802554,1.14301668,1.40427274
-5.48374187,2.23412474,0.02492551,1.29960105,0.05246465,0.13412951,1.09892661,1.36068735
-5.47773887,2.16830777,0.02343594,1.26023561,0.05226732,0.13042044,1.05338475,1.31731296
-5.47173587,2.10571006,0.02190995,1.22248769,0.05226995,0.12703831,1.00732879,1.27548734
-5.46573287,2.04849249,0.02036695,1.18760693,0.05252904,0.12411708,0.96168752,1.23652288
-5.45972986,1.99871046,0.01882532,1.15678714,0.05309827,0.12178102,0.91735761,1.20167336
-5.45372686,1.95825862,0.01730201,1.13113465,0.05402675,0.12014126,0.87518174,1.17210141
-5.44772386,1.92881830,0.01581232,1.11163802,0.05535731,0.11929259,0.83592831,1.14884755
-5.44172086,1.91180903,0.01436968,1.09914000,0.05712490,0.11931052,0.80027346,1.13280133
-5.43571786,1.90834543,0.01298555,1.09431230,0.05935510,0.12024890,0.76878550,1.12467553
-5.42971486,1.91920058,0.01166933,1.09763411,0.06206286,0.12213791,0.74191224,1.12498388
-5.42371186,1.94477744,0.01042840,1.10937486,0.06525149,0.12498270,0.71997152,1.13402327
-5.41770885,1.98508910,0.00926814,1.12958214,0.06891194,0.12876261,0.70314517,1.15186100
-5.41170585,2.03974924,0.00819204,1.15807507,0.07302244,0.13343114,0.69147649,1.17832766
-5.40570285,2.10797318,0.00720183,1.19444397,0.07754855,0.13891661,0.68487149,1.21301632
-5.39969985,2.18859041,0.00629768,1.23805627,0.08244352,0.14512355,0.68310385,1.25528806
-5.39369685,2.28006846,0.00547835,1.28806907,0.08764911,0.15193484,0.68582346,1.30428444
-5.38769385,2.38054799,0.00474138,1.34344812,0.09309681,0.15921455,0.69256848,1.35894639
-5.38169085,2.48788837,0.00408335,1.40299296,0.09870935,0.16681136,0.70278048,1.41803960
-5.37568784,2.59972268,0.00350003,1.46536750,0.10440257,0.17456259,0.71582242,1.48018561
-5.36968484,2.71352054,0.00298659,1.52913541,0.11008746,0.18229852,0.73099883,1.54389793
-5.36368184,2.82665681,0.00253780,1.59279907,0.11567243,0.18984712,0.74757774,1.60762200
-5.35767884,2.93648403,0.00214820,1.65484094,0.12106566,0.19703876,0.76481364,1.66977784
-5.35167584,3.04040594,0.00181222,1.71376595,0.12617736,0.20371089,0.78197084,1.72880387
-5.34567284,3.13594977,0.00152435,1.76814339,0.13092201,0.20971254,0.79834647,1.78320046
-5.33966983,3.22083459,0.00127921,1.81664695,0.13522044,0.21490836,0.81329255,1.83157160
-5.33366683,3.29303332,0.00107168,1.85809138,0.13900157,0.21918212,0.82623643,1.87266326
-5.32766383,3.35082648,0.00089694,1.89146470,0.14220396,0.22243960,0.83669904,1.90539705
-5.32166083,3.39284578,0.00075055,1.91595470,0.14477694,0.22461071,0.84431058,1.92889802
-5.31565783,3.41810637,0.00062842,1.93096915,0.14668141,0.22565079,0.84882320,1.94251579
-5.30965483,3.42602711,0.00052689,1.93614910,0.14789029,0.22554113,0.85012057,1.94583834
-5.30365183,3.41643854,0.00044272,1.93137511,0.14838857,0.22428872,0.84822412,1.93869824
-5.29764882,3.38957900,0.00037304,1.91676662,0.14817309,0.22192521,0.84329603,1.92117151
-5.29164582,3.34607973,0.00031539,1.89267473,0.14725203,0.21850527,0.83563909,1.89356935
-5.28564282,3.28694021,0.00026764,1.85966916,0.14564415,0.21410444,0.82569357,1.85642364
-5.27963982,3.21349516,0.00022800,1.81852017,0.14337787,0.20881645,0.81403131,1.81046705
-5.27363682,3.12737513,0.00019497,1.77017650,0.14049021,0.20275037,0.80134729,1.75660885
-5.26763382,3.03046236,0.00016732,1.71574020,0.13702568,0.19602756,0.78844890,1.69590774
-5.26163082,2.92484371,0.00014402,1.65643959,0.13303511,0.18877845,0.77624308,1.62954286
-5.25562781,2.81276232,0.00012426,1.59360111,0.12857445,0.18113954,0.76572151,1.55878419
-5.24962481,2.69656941,0.00010739,1.52862116,0.12370371,0.17325033,0.75794385,1.48496346
-5.24362181,2.57867733,0.00009288,1.46293833,0.11848574,0.16525057,0.75401914,1.40944649
-5.23761881,2.46151484,0.00008033,1.39800684,0.11298527,0.15727760,0.75508533,1.33360762
-5.23161581,2.34748498,0.00006942,1.33527141,0.10726783,0.14946397,0.76228694,1.25880683
-5.22561281,2.23892602,0.00005988,1.27614380,0.10139879,0.14193526,0.77675081,1.18636981
-5.21960980,2.13807541,0.00005154,1.22198105,0.09544246,0.13480810,0.79956007,1.11757098
-5.21360680,2.04703671,0.00004422,1.17406547,0.08946114,0.12818843,0.83172647,1.05361941
-5.20760380,1.96774924,0.00003781,1.13358605,0.08351432,0.12216985,0.87416134,0.99564729
-5.20160080,1.90196027,0.00003220,1.10162147,0.07765787,0.11683226,0.92764574,0.94470050
-5.19559780,1.85119945,0.00002730,1.07912417,0.07194325,0.11224061,0.99280031,0.90173090
-5.18959480,1.81675551,0.00002305,1.06690569,0.06641686,0.10844378,1.07005578,0.86758959
-5.18359180,1.79965497,0.00001937,1.06562306,0.06111945,0.10547380,1.15962501,0.84302079
-5.17758879,1.80064329,0.00001620,1.07576628,0.05608557,0.10334512,1.26147786,0.82865575
-5.17158579,1.82016839,0.00001350,1.09764711,0.05134325,0.10205434,1.37531991,0.82500629
-5.16558279,1.85836724,0.00001120,1.13138922,0.04691375,0.10158007,1.50057652,0.83245777
