energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-6.00000000,3.26410134,0.81593121,2.17970421,0.00465169,0.09471637,0.02470248,0.58164460,0.25489514,0.28848266
-5.99399700,3.28340057,0.81897680,2.18932042,0.00469700,0.09567214,0.02438095,0.58785781,0.25962702,0.29413886
-5.98799400,3.30506971,0.82272783,2.20180425,0.00475827,0.09648986,0.02401882,0.59416368,0.26529635,0.29908494
-5.98199100,3.32893142,0.82719266,2.21708165,0.00483679,0.09716655,0.02361874,0.60047270,0.27194538,0.30327409
-5.97598799,3.35487685,0.83240177,2.23510148,0.00493395,0.09770561,0.02318422,0.60670909,0.27962532,0.30667874
-5.96998499,3.38287622,0.83840715,2.25584185,0.00505124,0.09811729,0.02271965,0.61281383,0.28839607,0.30929206
-5.96398199,3.41298290,0.84528044,2.27931260,0.00519027,0.09841873,0.02223025,0.61874668,0.29832507,0.31112845
-5.95797899,3.44533062,0.85310966,2.30555379,0.00535266,0.09863375,0.02172205,0.62448688,0.30948507,0.31222341
-5.95197599,3.48012362,0.86199468,2.33462989,0.00554005,0.09879221,0.02120177,0.63003259,0.32195100,0.31263246
-5.94597299,3.51761986,0.87204155,2.36661993,0.00575403,0.09892906,0.02067664,0.63539910,0.33579588,0.31242921
-5.93996998,3.55810821,0.88335588,2.40160399,0.00599603,0.09908301,0.02015425,0.64061577,0.35108588,0.31170274
-5.93396698,3.60188043,0.89603536,2.43964673,0.00626725,0.09929497,0.01964232,0.64572203,0.36787478,0.31055415
-5.92796398,3.64919960,0.91016199,2.48077884,0.00656857,0.09960624,0.01914849,0.65076253,0.38619798,0.30909273
-5.92196098,3.70026658,0.92579408,2.52497764,0.00690042,0.10005655,0.01868006,0.65578179,0.40606637,0.30743161
-5.91595798,3.75518660,0.94295850,2.57214790,0.00726266,0.10068209,0.01824377,0.66081859,0.42746034,0.30568333
-5.90995498,3.81393796,0.96164361,2.62210434,0.00765456,0.10151357,0.01784556,0.66590058,0.45032432,0.30395535
-5.90395198,3.87634488,0.98179316,2.67455710,0.00807463,0.10257446,0.01749039,0.67103924,0.47456211,0.30234582
-5.89794897,3.94205661,1.00330156,2.72910135,0.00852065,0.10387950,0.01718207,0.67622572,0.50003348,0.30093987
-5.89194597,4.01053432,1.02601087,2.78521217,0.00898957,0.10543356,0.01692311,0.68142776,0.52655214,0.29980640
-5.88594297,4.08104716,1.04970973,2.84224549,0.00947754,0.10723093,0.01671463,0.68658783,0.55388555,0.29899578
-5.87993997,4.15267851,1.07413444,2.89944554,0.00997998,0.10925515,0.01655634,0.69162289,0.58175658,0.29853847
-5.87393697,4.22434261,1.09897234,2.95595914,0.01049161,0.11147935,0.01644650,0.69642565,0.60984729,0.29844454
-5.86793397,4.29481145,1.12386734,3.01085640,0.01100661,0.11386708,0.01638202,0.70086740,0.63780464,0.29870436
-5.86193097,4.36275117,1.14842765,3.06315740,0.01151875,0.11637374,0.01635850,0.70480237,0.66524818,0.29929018
-5.85592796,4.42676648,1.17223537,3.11186381,0.01202159,0.11894841,0.01637038,0.70807334,0.69177936,0.30015870
-5.84992496,4.48545136,1.19485768,3.15599406,0.01250870,0.12153605,0.01641113,0.71051830,0.71699235,0.30125438
-5.84392196,4.53744366,1.21585915,3.19462072,0.01297389,0.12408001,0.01647338,0.71197785,0.74048564,0.30251336
-5.83791896,4.58148102,1.23481472,3.22690803,0.01341143,0.12652459,0.01654923,0.71230291,0.76187425,0.30386778
-5.83191596,4.61645536,1.25132282,3.25214800,0.01381631,0.12881774,0.01663038,0.71136230,0.78080179,0.30525018
-5.82591296,4.64146302,1.26501807,3.26979304,0.01418440,0.13091343,0.01670844,0.70904993,0.79695196,0.30659788
-5.81990995,4.65584815,1.27558298,3.27948348,0.01451271,0.13277391,0.01677512,0.70529101,0.81005884,0.30785685
-5.81390695,4.65923661,1.28275820,3.28106832,0.01479943,0.13437144,0.01682250,0.70004705,0.81991557,0.30898507
-5.80790395,4.65155877,1.28635081,3.27461816,0.01504411,0.13568952,0.01684319,0.69331934,0.82638093,0.30995507
-5.80190095,4.63305946,1.28624036,3.26042910,0.01524759,0.13672358,0.01683055,0.68515065,0.82938359,0.31075542
-5.79589795,4.60429456,1.28238230,3.23901744,0.01541200,0.13748094,0.01677887,0.67562505,0.82892365,0.31139122
-5.78989495,4.56611379,1.27480885,3.21110493,0.01554067,0.13798019,0.01668348,0.66486588,0.82507172,0.31188344
-5.78389195,4.51963040,1.26362702,3.17759502,0.01563790,0.13824993,0.01654085,0.65303181,0.81796519,0.31226715
-5.77788894,4.46617893,1.24901416,3.13954094,0.01570877,0.13832691,0.01634869,0.64031132,0.80780237,0.31258874
-5.77188594,4.40726264,1.23121105,3.09810686,0.01575883,0.13825378,0.01610595,0.62691574,0.79483435,0.31290232
-5.76588294,4.34449313,1.21051302,3.05452361,0.01579383,0.13807653,0.01581287,0.61307118,0.77935537,0.31326541
-5.75987994,4.27952460,1.18725927,3.01004089,0.01581935,0.13784164,0.01547089,0.59900978,0.76169199,0.31373428
-5.75387694,4.21398583,1.16182114,2.96587783,0.01584048,0.13759339,0.01508264,0.58496066,0.74219161,0.31435912
-5.74787394,4.14941282,1.13458957,2.92317411,0.01586155,0.13737114,0.01465182,0.57114101,0.72121102,0.31517942
-5.74187094,4.08718519,1.10596243,2.88294371,0.01588579,0.13720708,0.01418309,0.55774765,0.69910527,0.31621968
-5.73586793,4.02846920,1.07633215,2.84603318,0.01591519,0.13712423,0.01368195,0.54494955,0.67621755,0.31748599
