energy_ev,total_up,Au_p_up,Au_d_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.89194597,15.93943581,2.12744838,8.64057915,1.59921221,0.95456039,0.02574168,1.40324540,0.07160727,4.15478059
-5.88594297,16.08567360,2.17281691,8.70269443,1.62206896,0.96990697,0.02632033,1.40695874,0.07227648,4.21614074
-5.87993997,16.21361185,2.21595104,8.75437512,1.64253995,0.98429310,0.02684071,1.41032959,0.07293071,4.27209819
-5.87393697,16.32185501,2.25642721,8.79533870,1.66021235,0.99752247,0.02729184,1.41359272,0.07357161,4.32155764
-5.86793397,16.40923316,2.29384267,8.82542920,1.67470565,1.00941048,0.02766484,1.41697630,0.07420280,4.36349095
-5.86193097,16.47485186,2.32782418,8.84463477,1.68568090,1.01979062,0.02795323,1.42069497,0.07482983,4.39697125
-5.85592796,16.51813860,2.35803684,8.85310337,1.69284919,1.02852055,0.02815306,1.42494386,0.07546027,4.42120521
-5.84992496,16.53888367,2.38419320,8.85115554,1.69597901,1.03548780,0.02826313,1.42989376,0.07610360,4.43556205
-5.84392196,16.53727319,2.40606204,8.83929326,1.69490227,1.04061481,0.02828502,1.43568755,0.07677120,4.43959805
-5.83791896,16.51391239,2.42347690,8.81820393,1.68951886,1.04386310,0.02822305,1.44243807,0.07747614,4.43307561
-5.83191596,16.46983761,2.43634380,8.78875886,1.67979959,1.04523629,0.02808424,1.45022727,0.07823296,4.41597594
-5.82591296,16.40651593,2.44464818,8.75200582,1.66578746,1.04478203,0.02787811,1.45910675,0.07905740,4.38850506
-5.81990995,16.32583194,2.44846059,8.70915556,1.64759725,1.04259247,0.02761646,1.46909940,0.07996603,4.35109277
-5.81390695,16.23006189,2.44794104,8.66156252,1.62541354,1.03880353,0.02731304,1.48020218,0.08097580,4.30438467
-5.80790395,16.12183575,2.44334176,8.61070023,1.59948727,1.03359275,0.02698321,1.49238965,0.08210357,4.24922784
-5.80190095,16.00408842,2.43500818,8.55813213,1.57013098,1.02717586,0.02664351,1.50561808,0.08336557,4.18665068
-5.79589795,15.88000172,2.42337803,8.50547894,1.53771294,1.01980229,0.02631123,1.51983000,0.08477685,4.11783777
-5.78989495,15.75293892,2.40897830,8.45438346,1.50265049,1.01174955,0.02600394,1.53495876,0.08635071,4.04410093
-5.78389195,15.62637379,2.39242007,8.40647412,1.46540260,1.00331677,0.02573902,1.55093286,0.08809815,3.96684741
-5.77788894,15.50381615,2.37439103,8.36332835,1.42646206,0.99481765,0.02553319,1.56767995,0.09002738,3.88754641
-5.77188594,15.38873566,2.35564562,8.32643664,1.38634735,0.98657276,0.02540209,1.58512999,0.09214326,3.80769496
-5.76588294,15.28448564,2.33699278,8.29716829,1.34559442,0.97890169,0.02535982,1.60321762,0.09444699,3.72878407
-5.75987994,15.19422799,2.31928133,8.27673941,1.30474835,0.97211493,0.02541863,1.62188331,0.09693566,3.65226607
-5.75387694,15.12086066,2.30338298,8.26618363,1.26435514,0.96650585,0.02558857,1.64107342,0.09960208,3.57952372
-5.74787394,15.06694831,2.29017325,8.26632585,1.22495354,0.96234287,0.02587724,1.66073883,0.10243454,3.51184159
-5.74187094,15.03465716,2.28051054,8.27775918,1.18706694,0.95986199,0.02628962,1.68083244,0.10541673,3.45038021
-5.73586793,15.02569455,2.27521362,8.30082516,1.15119539,0.95925975,0.02682789,1.70130529,0.10852780,3.39615299
-5.72986493,15.04125428,2.27503821,8.33559751,1.11780772,0.96068694,0.02749146,1.72210183,0.11174238,3.35000635
-5.72386193,15.08196849,2.28065320,8.38186935,1.08733374,0.96424304,0.02827691,1.74315428,0.11503084,3.31260298
-5.71785893,15.14786734,2.29261730,8.43914440,1.06015668,0.96997163,0.02917807,1.76437658,0.11835951,3.28440832
-5.71185593,15.23834796,2.31135686,8.50663245,1.03660576,0.97785687,0.03018623,1.78565830,0.12169110,3.26568053
-5.70585293,15.35215424,2.33714602,8.58324969,1.01694927,0.98782129,0.03129025,1.80685887,0.12498514,3.25646378
-5.69984992,15.48736935,2.37008990,8.66762457,1.00138807,0.99972489,0.03247684,1.82780264,0.12819851,3.25658538
-5.69384692,15.64142280,2.41011189,8.75811004,0.99004987,1.01336582,0.03373087,1.84827530,0.13128608,3.26565664
-5.68784392,15.81111376,2.45694589,8.85280261,0.98298437,1.02848264,0.03503563,1.86802187,0.13420144,3.28307788
-5.68184092,15.99265226,2.51013422,8.94956927,0.98015972,1.04475821,0.03637323,1.88674681,0.13689764,3.30804761
-5.67583792,16.18171902,2.56903167,9.04608233,0.98146025,1.06182537,0.03772493,1.90411650,0.13932808,3.33957631
-5.66983492,16.37354449,2.63281621,9.13986250,0.98668594,1.07927415,0.03907153,1.91976405,0.14144738,3.37650458
-5.66383192,16.56300640,2.70050607,9.22832992,0.99555373,1.09666069,0.04039373,1.93329669,0.14321232,3.41752591
-5.65782891,16.74474469,2.77098328,9.30886242,1.00770078,1.11351739,0.04167250,1.94430542,0.14458282,3.46121369
-5.65182591,16.91329113,2.84302282,9.37885977,1.02268993,1.12936438,0.04288944,1.95237677,0.14552283,3.50605224
-5.64582291,17.06321060,2.91532669,9.43581233,1.04001717,1.14372172,0.04402712,1.95710615,0.14600129,3.55047128
-5.63981991,17.18924954,2.98656164,9.47737183,1.05912131,1.15612226,0.04506937,1.95811230,0.14599293,3.59288304
-5.63381691,17.28648681,3.05539925,9.50142187,1.07939555,1.16612449,0.04600157,1.95505219,0.14547906,3.63172119
-5.62781391,17.35048117,3.12055683,9.50614533,1.10020079,1.17332523,0.04681091,1.94763571,0.14444816,3.66548053
-5.62181091,17.37740985,3.18083746,9.49008578,1.12088039,1.17737142,0.04748660,1.93563930,0.14289640,3.69275602
-5.61580790,17.36419222,3.23516753,9.45219994,1.14077600,1.17797087,0.04802001,1.91891807,0.14082793,3.71228021
-5.60980490,17.30859312,3.28263023,9.39189870,1.15924397,1.17490133,0.04840482,1.89741544,0.13825506,3.72295748
-5.60380190,17.20930113,3.32249351,9.30907420,1.17567193,1.16801760,0.04863712,1.87117006,0.13519815,3.72389401
-5.59779890,17.06597779,3.35423135,9.20411141,1.18949488,1.15725644,0.04871539,1.84031934,0.13168538,3.71442223
-5.59179590,16.87927504,3.37753740,9.07788292,1.20021042,1.14263897,0.04864053,1.80509959,0.12775232,3.69411890
-5.58579290,16.65081963,3.39233046,8.93172680,1.20739239,1.12427047,0.04841578,1.76584239,0.12344131,3.66281590
-5.57978989,16.38316461,3.39875164,8.76740787,1.21070254,1.10233762,0.04804660,1.72296754,0.11880065,3.62060344
-5.57378689,16.07970963,3.39715334,8.58706379,1.20989978,1.07710325,0.04754051,1.67697265,0.11388368,3.56782539
-5.56778389,15.74459322,3.38808075,8.39313813,1.20484653,1.04889870,0.04690687,1.62842000,0.10874778,3.50506700
-5.56178089,15.38256168,3.37224682,8.18830310,1.19551215,1.01811433,0.04615666,1.57792104,0.10345322,3.43313543
-5.55577789,14.99882026,3.35050189,7.97537557,1.18197300,0.98518837,0.04530219,1.52611929,0.09806200,3.35303394
-5.54977489,14.59887324,3.32379966,7.75722995,1.16440948,0.95059462,0.04435677,1.47367246,0.09263669,3.26593093
-5.54377189,14.18836005,3.29316096,7.53671212,1.14309987,0.91482959,0.04333440,1.42123440,0.08723926,3.17312490
-5.53776888,13.77289470,3.25963733,7.31655830,1.11841148,0.87839951,0.04224947,1.36943776,0.08192993,3.07600722
-5.53176588,13.35791563,3.22427594,7.09932267,1.09078938,0.84180774,0.04111640,1.31887811,0.07676616,2.97602383
-5.52576288,12.94855239,3.18808756,6.88731697,1.06074332,0.80554315,0.03994936,1.27009999,0.07180168,2.87463791
-5.51975988,12.54951462,3.15201896,6.68256479,1.02883326,0.77006982,0.03876197,1.22358555,0.06708565,2.77329464
-5.51375688,12.16500767,3.11693099,6.48677240,0.99565440,0.73581834,0.03756713,1.17974616,0.06266193,2.67338965
-5.50775388,11.79867750,3.08358292,6.30131702,0.96182214,0.70317915,0.03637677,1.13891705,0.05856853,2.57624217
-5.50175088,11.45358603,3.05262377,6.12725266,0.92795770,0.67249790,0.03520176,1.10135524,0.05483712,2.48307377
-5.49574787,11.13221642,3.02459042,5.96533232,0.89467495,0.64407292,0.03405181,1.06724052,0.05149278,2.39499308
-5.48974487,10.83650610,2.99991221,5.81604496,0.86256899,0.61815468,0.03293552,1.03667928,0.04855385,2.31298678
-5.48374187,10.56790393,2.97892151,5.67966427,0.83220675,0.59494714,0.03186036,1.00971086,0.04603186,2.23791657
-5.47773887,10.32744662,2.96186888,5.55630619,0.80411983,0.57461066,0.03083280,0.98631587,0.04393171,2.17052168
-5.47173587,10.11584858,2.94894193,5.44599124,0.77879983,0.55726613,0.02985842,0.96642601,0.04225187,2.11142594
-5.46573287,9.93359889,2.94028615,5.34870780,0.75669576,0.54300001,0.02894211,0.94993476,0.04098476,2.06114866
-5.45972986,9.78105862,2.93602636,5.26447223,0.73821373,0.53186977,0.02808820,0.93670839,0.04011715,2.02011779
-5.45372686,9.65855225,2.93628723,5.19338225,0.72371808,0.52390953,0.02730070,0.92659667,0.03963075,1.98868438
-5.44772386,9.56644712,2.94121135,5.13566014,0.71353402,0.51913521,0.02658339,0.91944289,0.03950282,1.96713680
-5.44172086,9.50521597,2.95097378,5.09168309,0.70795074,0.51754930,0.02594002,0.91509257,0.03970679,1.95571377
-5.43571786,9.47547856,2.96579188,5.06199887,0.70722491,0.51914452,0.02537441,0.91340070,0.04021302,1.95461493
-5.42971486,9.47801986,2.98592983,5.04732563,0.71158367,0.52390662,0.02489049,0.91423713,0.04098955,1.96400819
-5.42371186,9.51378351,3.01169728,5.04853574,0.72122677,0.53181586,0.02449233,0.91749005,0.04200281,1.98403333
-5.41770885,9.58384089,3.04344218,5.06662443,0.73632751,0.54284740,0.02418406,0.92306749,0.04321839,2.01480142
-5.41170585,9.68933753,3.08153794,5.10266469,0.75703192,0.55697047,0.02396985,0.93089682,0.04460179,2.05639011
-5.40570285,9.83141969,3.12636547,5.15775098,0.78345635,0.57414659,0.02385368,0.94092263,0.04611904,2.10883513
-5.39969985,10.01114539,3.17829091,5.23293441,0.81568319,0.59432689,0.02383920,0.95310285,0.04773742,2.17211842
-5.39369685,10.22938461,3.23764016,5.32915309,0.85375488,0.61744889,0.02392951,0.96740369,0.04942592,2.24615381
-5.38769385,10.48671431,3.30467123,5.44716102,0.89766673,0.64343291,0.02412692,0.98379352,0.05115580,2.33077111
-5.38169085,10.78331407,3.37954596,5.58745949,0.94735860,0.67217835,0.02443265,1.00223609,0.05290092,2.42569983
-5.37568784,11.11886809,3.46230231,5.75023445,1.00270636,0.70356031,0.02484667,1.02268342,0.05463804,2.53055356
-5.36968484,11.49247906,3.55282864,5.93530324,1.06351337,0.73742648,0.02536740,1.04506861,0.05634701,2.64481625
-5.36368184,11.90259882,3.65084131,6.14207347,1.12950292,0.77359492,0.02599159,1.06929911,0.05801081,2.76783149
-5.35767884,12.34697998,3.75586672,6.36951636,1.20031215,0.81185250,0.02671409,1.09525048,0.05961553,2.89879567
-5.35167584,12.82265150,3.86722892,6.61615613,1.27548799,0.85195451,0.02752784,1.12276113,0.06115024,3.03675582
-5.34567284,13.32592030,3.98404345,6.88007604,1.35448580,0.89362526,0.02842383,1.15162821,0.06260677,3.18061264
-5.33966983,13.85239958,4.10521815,7.15894128,1.43667092,0.93655979,0.02939111,1.18160485,0.06397943,3.32912902
-5.33366683,14.39706344,4.22946111,7.45003779,1.52132350,0.98042669,0.03041693,1.21239896,0.06526468,3.48094398
-5.32766383,14.95432609,4.35529597,7.75032542,1.60764665,1.02487184,0.03148696,1.24367365,0.06646070,3.63459170
-5.32166083,15.51814280,4.48108419,8.05650339,1.69477774,1.06952304,0.03258550,1.27504946,0.06756707,3.78852516
-5.31565783,16.08212889,4.60505376,8.36508522,1.78180268,1.11399531,0.03369579,1.30610831,0.06858428,3.94114350
-5.30965483,16.63969234,4.72533373,8.67248007,1.86777258,1.15789661,0.03480041,1.33639912,0.06951342,4.09082204
-5.30365183,17.18417483,4.83999337,8.97507719,1.95172237,1.20083386,0.03588164,1.36544519,0.07035578,4.23594399
-5.29764882,17.70899604,4.94708485,9.26933016,2.03269058,1.24241908,0.03692188,1.39275291,0.07111255,4.37493244
-5.29164582,18.20779595,5.04468808,9.55183764,2.10973952,1.28227523,0.03790403,1.41782174,0.07178456,4.50628160
-5.28564282,18.67456996,5.13095617,9.81941770,2.18197518,1.32004185,0.03881196,1.44015524,0.07237208,4.62858596
-5.27963982,19.10379244,5.20416015,10.06917323,2.24856603,1.35538021,0.03963081,1.45927261,0.07287464,4.74056650
-5.27363682,19.49052474,5.26273144,10.29854646,2.30876001,1.38797786,0.04034733,1.47472061,0.07329102,4.84109300
-5.26763382,19.83050470,5.30530058,10.50536107,2.36189922,1.41755253,0.04095019,1.48608524,0.07361915,4.92920187
-5.26163082,20.12021550,5.33073127,10.68785126,2.40743173,1.44385543,0.04143016,1.49300304,0.07385619,5.00410916
-5.25562781,20.35693284,5.33814826,10.84467760,2.44492033,1.46667387,0.04178027,1.49517131,0.07399856,5.06521847
-5.24962481,20.53875022,5.32695875,10.97493007,2.47404795,1.48583327,0.04199586,1.49235709,0.07404214,5.11212409
-5.24362181,20.66458296,5.29686624,11.07811926,2.49461980,1.50119862,0.04207463,1.48440449,0.07398235,5.14460940
-5.23761881,20.73415266,5.24787699,11.15415722,2.50656233,1.51267553,0.04201655,1.47124006,0.07381437,5.16264134
-5.23161581,20.74795385,5.18029863,11.20332950,2.50991929,1.52021087,0.04182375,1.45287597,0.07353332,5.16636125
-5.22561281,20.70720563,5.09473150,11.22626026,2.50484523,1.52379300,0.04150040,1.42941089,0.07313451,5.15607301
-5.21960980,20.61379088,4.99205292,11.22387247,2.49159681,1.52345188,0.04105244,1.40102857,0.07261365,5.13222902
-5.21360680,20.47018592,4.87339513,11.19734503,2.47052243,1.51925874,0.04048742,1.36799395,0.07196703,5.09541478
-5.20760380,20.27938348,4.74011781,11.14806844,2.44205053,1.51132559,0.03981422,1.33064722,0.07119181,5.04633267
-5.20160080,20.04481141,4.59377592,11.07760074,2.40667719,1.49980437,0.03904282,1.28939571,0.07028613,4.98578538
-5.19559780,19.77024963,4.43608416,10.98762486,2.36495322,1.48488571,0.03818400,1.24470418,0.06924938,4.91465944
-5.18959480,19.45974729,4.26887897,10.87990836,2.31747132,1.46679726,0.03724918,1.19708361,0.06808227,4.83390908
-5.18359180,19.11754166,4.09407915,10.75626648,2.26485341,1.44580141,0.03625007,1.14707909,0.06678703,4.74454060
-5.17758879,18.74798033,3.91364639,10.61852871,2.20773866,1.42219252,0.03519856,1.09525702,0.06536746,4.64759732
-5.17158579,18.35544759,3.72954640,10.46850936,2.14677214,1.39629330,0.03410643,1.04219221,0.06382899,4.54414506
-5.16558279,17.94429591,3.54371194,10.30798211,2.08259443,1.36845058,0.03298525,0.98845524,0.06217871,4.43525825
-5.15957979,17.51878304,3.35800831,10.13865842,2.01583235,1.33903034,0.03184613,0.93460040,0.06042535,4.32200633
-5.15357679,17.08301520,3.17420215,9.96216975,1.94709063,1.30841198,0.03069964,0.88115473,0.05857918,4.20544085
-5.14757379,16.64089676,2.99393407,9.78005333,1.87694493,1.27698209,0.02955565,0.82860831,0.05665196,4.08658280
-5.14157079,16.19608655,2.81869566,9.59374105,1.80593587,1.24512766,0.02842325,0.77740608,0.05465676,3.96641059
-5.13556778,15.75196102,2.64981096,9.40455149,1.73456440,1.21322906,0.02731065,0.72794144,0.05260782,3.84584864
-5.12956478,15.31158441,2.48842281,9.21368442,1.66328822,1.18165283,0.02622511,0.68055158,0.05052032,3.72575678
-5.12356178,14.87768577,2.33548381,9.02221780,1.59251935,1.15074464,0.02517290,0.63551460,0.04841019,3.60692065
-5.11755878,14.45264295,2.19175197,8.83110670,1.52262286,1.12082252,0.02415931,0.59304852,0.04629383,3.49004341
-5.11155578,14.03847322,2.05779068,8.64118403,1.45391649,1.09217072,0.02318858,0.55331178,0.04418792,3.37573888
-5.10555278,13.63683028,1.93397274,8.45316256,1.38667126,1.06503420,0.02226402,0.51640533,0.04210907,3.26452652
-5.09954977,13.24900729,1.82048791,8.26763819,1.32111288,1.03961418,0.02138793,0.48237595,0.04007363,3.15682820
-5.09354677,12.87594525,1.71735357,8.08509384,1.25742384,1.01606464,0.02056179,0.45122061,0.03809738,3.05296709
-5.08754377,12.51824627,1.62442803,7.90590402,1.19574613,0.99449001,0.01978622,0.42289164,0.03619530,2.95316855
-5.08154077,12.17619099,1.54142577,7.73033954,1.13618438,0.97494408,0.01906115,0.39730238,0.03438129,2.85756312
-5.07553777,11.84975945,1.46793422,7.55857245,1.07880937,0.95743006,0.01838586,0.37433326,0.03266793,2.76619142
-5.06953477,11.53865472,1.40343164,7.39068086,1.02366170,0.94190184,0.01775910,0.35383778,0.03106627,2.67901086
-5.06353177,11.24232876,1.34730547,7.22665374,0.97075565,0.92826633,0.01717920,0.33564858,0.02958559,2.59590373
-5.05752876,10.96000981,1.29887088,7.06639581,0.92008294,0.91638674,0.01664410,0.31958307,0.02823323,2.51668665
-5.05152576,10.69073107,1.25738921,6.90973245,0.87161658,0.90608680,0.01615148,0.30544882,0.02701445,2.44112085
-5.04552276,10.43336021,1.22208583,6.75641501,0.82531439,0.89715563,0.01569878,0.29304837,0.02593226,2.36892300
-5.03951976,10.18662960,1.19216750,6.60612680,0.78112249,0.88935323,0.01528328,0.28218361,0.02498733,2.29977643
-5.03351676,9.94916718,1.16683874,6.45848997,0.73897849,0.88241648,0.01490208,0.27265956,0.02417801,2.23334218
-5.02751376,9.71952798,1.14531725,6.31307369,0.69881443,0.87606536,0.01455216,0.26428766,0.02350023,2.16926989
-5.02151076,9.49622614,1.12684826,6.16940381,0.66055951,0.87000956,0.01423033,0.25688851,0.02294767,2.10720819
-5.01550775,9.27776779,1.11071757,6.02697440,0.62414244,0.86395504,0.01393328,0.25029420,0.02251177,2.04681447
-5.00950475,9.06268431,1.09626330,5.88526115,0.58949358,0.85761071,0.01365754,0.24435011,0.02218198,1.98776383
-5.00350175,8.84956617,1.08288612,5.74373672,0.55654675,0.85069500,0.01339948,0.23891643,0.02194596,1.92975725
-4.99749875,8.63709679,1.07005798,5.60188784,0.52524071,0.84294229,0.01315529,0.23386922,0.02178990,1.87252884
-4.99149575,8.42408606,1.05732896,5.45923398,0.49552033,0.83410905,0.01292106,0.22910119,0.02169884,1.81585208
-4.98549275,8.20950278,1.04433233,5.31534698,0.46733737,0.82397962,0.01269274,0.22452215,0.02165707,1.75954508
-4.97948974,7.99250531,1.03078752,5.16987117,0.44065095,0.81237150,0.01246623,0.22005914,0.02164856,1.70347471
-4.97348674,7.77246914,1.01650093,5.02254315,0.41542763,0.79914010,0.01223745,0.21565629,0.02165742,1.64755966
-4.96748374,7.54901065,1.00136445,4.87321042,0.39164107,0.78418274,0.01200239,0.21127431,0.02166835,1.59177222
-4.96148074,7.32200557,0.98535175,4.72184786,0.36927142,0.76744176,0.01175727,0.20688968,0.02166708,1.53613873
-4.95547774,7.09160125,0.96851216,4.56857133,0.34830416,0.74890678,0.01149857,0.20249355,0.02164082,1.48073867
-4.94947474,6.85822158,0.95096247,4.41364732,0.32872885,0.72861577,0.01122322,0.19809030,0.02157867,1.42570232
-4.94347174,6.62256379,0.93287669,4.25749790,0.31053735,0.70665504,0.01092865,0.19369579,0.02147189,1.37120677
-4.93746873,6.38558650,0.91447406,4.10070045,0.29372196,0.68315797,0.01061290,0.18933533,0.02131426,1.31747057
-4.93146573,6.14848888,0.89600581,3.94398154,0.27827335,0.65830248,0.01027474,0.18504151,0.02110221,1.26474677
-4.92546273,5.91268097,0.87774092,3.78820499,0.26417840,0.63230726,0.00991365,0.18085175,0.02083498,1.21331467
-4.91945973,5.67974570,0.85995161,3.63435395,0.25141805,0.60542683,0.00952996,0.17680586,0.02051460,1.16347035
-4.91345673,5.45139372,0.84289892,3.48350750,0.23996530,0.57794545,0.00912475,0.17294354,0.02014587,1.11551629
-4.90745373,5.22941224,0.82681914,3.33681245,0.22978342,0.55017022,0.00869990,0.16930203,0.01973616,1.06975039
-4.90145073,5.01560968,0.81191153,3.19545105,0.22082445,0.52242324,0.00825799,0.16591393,0.01929521,1.02645477
-4.89544772,4.81175806,0.79832792,3.06060589,0.21302818,0.49503342,0.00780226,0.16280529,0.01883480,0.98588473
-4.88944472,4.61953536,0.78616461,2.93342333,0.20632152,0.46832792,0.00733645,0.15999409,0.01836835,0.94825845
-4.88344172,4.44046996,0.77545691,2.81497672,0.20061855,0.44262357,0.00686473,0.15748914,0.01791056,0.91374775
-4.87743872,4.27588946,0.76617659,2.70623092,0.19582099,0.41821860,0.00639154,0.15528948,0.01747686,0.88247031
-4.87143572,4.12687579,0.75823227,2.60800966,0.19181943,0.39538481,0.00592143,0.15338426,0.01708299,0.85448380
-4.86543272,3.99422830,0.75147276,2.52096686,0.18849500,0.37436064,0.00545896,0.15175308,0.01674448,0.82978223
-4.85942971,3.87843634,0.74569310,2.44556310,0.18572159,0.35534508,0.00500854,0.15036688,0.01647612,0.80829449
-4.85342671,3.77966208,0.74064295,2.38204814,0.18336856,0.33849284,0.00457428,0.14918910,0.01629155,0.78988538
-4.84742371,3.69773413,0.73603697,2.33045006,0.18130370,0.32391079,0.00415995,0.14817730,0.01620275,0.77435902
-4.84142071,3.63215178,0.73156654,2.29057127,0.17939648,0.31165581,0.00376882,0.14728491,0.01621968,0.76146436
-4.83541771,3.58209944,0.72691238,2.26199141,0.17752133,0.30173406,0.00340363,0.14646312,0.01634990,0.75090273
-4.82941471,3.54647036,0.72175721,2.24407686,0.17556087,0.29410171,0.00306653,0.14566284,0.01659826,0.74233692
-4.82341171,3.52389813,0.71579816,2.23599611,0.17340887,0.28866700,0.00275907,0.14483652,0.01696670,0.73540143
-4.81740870,3.51279481,0.70875808,2.23674049,0.17097298,0.28529358,0.00248216,0.14393978,0.01745406,0.72971340
-4.81140570,3.51139354,0.70039543,2.24514902,0.16817687,0.28380503,0.00223613,0.14293285,0.01805597,0.72488383
-4.80540270,3.51779440,0.69051235,2.25993666,0.16496188,0.28399033,0.00202073,0.14178165,0.01876491,0.72052850
-4.79939970,3.53001147,0.67896051,2.27972467,0.16128802,0.28561013,0.00183519,0.14045854,0.01957019,0.71627831
-4.79339670,3.54601981,0.66564484,2.30307228,0.15713432,0.28840359,0.00167825,0.13894273,0.02045819,0.71178853
-4.78739370,3.56380099,0.65052477,2.32850865,0.15249851,0.29209566,0.00154824,0.13722039,0.02141252,0.70674683
-4.78139070,3.58138620,0.63361351,2.35456440,0.14739607,0.29640450,0.00144316,0.13528437,0.02241440,0.70087980
-4.77538769,3.59689598,0.61497509,2.37980199,0.14185874,0.30104892,0.00136073,0.13313387,0.02344302,0.69395789
-4.76938469,3.60857623,0.59471990,2.40284449,0.13593250,0.30575554,0.00129846,0.13077371,0.02447604,0.68579870
-4.76338169,3.61483014,0.57299875,2.42240232,0.12967524,0.31026563,0.00125371,0.12821368,0.02549005,0.67626879
-4.75737869,3.61424581,0.54999596,2.43729761,0.12315416,0.31434139,0.00122380,0.12546776,0.02646124,0.66528400
-4.75137569,3.60561962,0.52592194,2.44648617,0.11644300,0.31777145,0.00120602,0.12255340,0.02736592,0.65280854
-4.74537269,3.58797534,0.50100550,2.44907651,0.10961935,0.32037568,0.00119771,0.11949085,0.02818122,0.63885298
-4.73936968,3.56057906,0.47548631,2.44434615,0.10276201,0.32200893,0.00119631,0.11630262,0.02888566,0.62347135
-4.73336668,3.52294976,0.44960782,2.43175467,0.09594860,0.32256389,0.00119943,0.11301307,0.02945979,0.60675761
-4.72736368,3.47486562,0.42361089,2.41095349,0.08925338,0.32197275,0.00120485,0.10964809,0.02988673,0.58884154
-4.72136068,3.41636578,0.39772815,2.38179205,0.08274552,0.32020787,0.00121058,0.10623491,0.03015266,0.56988433
-4.71535768,3.34774733,0.37217944,2.34432009,0.07648765,0.31728125,0.00121488,0.10280198,0.03024721,0.55007382
-4.70935468,3.26955739,0.34716814,2.29878587,0.07053479,0.31324292,0.00121629,0.09937890,0.03016380,0.52961964
-4.70335168,3.18257991,0.32287847,2.24563001,0.06493374,0.30817831,0.00121364,0.09599631,0.02989979,0.50874816
-4.69734867,3.08781710,0.29947369,2.18547481,0.05972269,0.30220452,0.00120604,0.09268573,0.02945652,0.48769733
-4.69134567,2.98646560,0.27709511,2.11910919,0.05493115,0.29546582,0.00119291,0.08947930,0.02883932,0.46671142
-4.68534267,2.87988736,0.25586172,2.04746922,0.05058017,0.28812833,0.00117395,0.08640941,0.02805724,0.44603573
-4.67933967,2.76957584,0.23587036,1.97161464,0.04668269,0.28037407,0.00114913,0.08350814,0.02712277,0.42591117
-4.67333667,2.65711816,0.21719637,1.89270190,0.04324403,0.27239463,0.00111868,0.08080659,0.02605143,0.40656886
-4.66733367,2.54415407,0.19989441,1.81195444,0.04026247,0.26438461,0.00108305,0.07833396,0.02486126,0.38822484
-4.66133067,2.43233306,0.18399956,1.73063104,0.03772987,0.25653498,0.00104291,0.07611670,0.02357227,0.37107491
-4.65532766,2.32327088,0.16952853,1.64999336,0.03563229,0.24902679,0.00099909,0.07417740,0.02220581,0.35528974
-4.64932466,2.21850703,0.15648083,1.57127375,0.03395056,0.24202516,0.00095256,0.07253375,0.02078397,0.34101051
-4.64332166,2.11946487,0.14484011,1.49564448,0.03266095,0.23567405,0.00090437,0.07119758,0.01932896,0.32834514
