energy_ev,total_up,C_s_up,C_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-6.00000000,1.29002297,0.00001336,0.21213773,0.00708011,0.42076109,0.02076082,0.23304652
-5.99399700,1.32975823,0.00001701,0.21853349,0.00734870,0.43391118,0.02130490,0.24025403
-5.98799400,1.36144663,0.00002152,0.22360297,0.00758000,0.44443265,0.02172658,0.24601702
-5.98199100,1.38452387,0.00002704,0.22725686,0.00777125,0.45213437,0.02202173,0.25023522
-5.97598799,1.39860771,0.00003373,0.22943596,0.00792076,0.45688422,0.02218947,0.25284135
-5.96998499,1.40351274,0.00004178,0.23011347,0.00802796,0.45861407,0.02223227,0.25380384
-5.96398199,1.39925825,0.00005138,0.22929624,0.00809353,0.45732257,0.02215592,0.25312818
-5.95797899,1.38606887,0.00006274,0.22702464,0.00811932,0.45307555,0.02196943,0.25085702
-5.95197599,1.36436776,0.00007607,0.22337144,0.00810835,0.44600410,0.02168475,0.24706889
-5.94597299,1.33476263,0.00009157,0.21843931,0.00806474,0.43630013,0.02131636,0.24187562
-5.93996998,1.29802516,0.00010944,0.21235743,0.00799351,0.42420994,0.02088084,0.23541854
-5.93396698,1.25506468,0.00012986,0.20527705,0.00790046,0.41002578,0.02039624,0.22786367
-5.92796398,1.20689736,0.00015300,0.19736635,0.00779191,0.39407596,0.01988150,0.21939605
-5.92196098,1.15461210,0.00017897,0.18880486,0.00767448,0.37671387,0.01935575,0.21021350
-5.91595798,1.09933478,0.00020784,0.17977755,0.00755481,0.35830642,0.01883762,0.20052003
-5.90995498,1.04219224,0.00023965,0.17046890,0.00743933,0.33922232,0.01834458,0.19051930
-5.90395198,0.98427759,0.00027434,0.16105729,0.00733396,0.31982087,0.01789235,0.18040823
-5.89794897,0.92661822,0.00031181,0.15170971,0.00724390,0.30044145,0.01749429,0.17037109
-5.89194597,0.87014761,0.00035184,0.14257725,0.00717340,0.28139431,0.01716097,0.16057446
-5.88594297,0.81568208,0.00039417,0.13379134,0.00712558,0.26295295,0.01689981,0.15116288
-5.87993997,0.76390312,0.00043843,0.12546090,0.00710233,0.24534817,0.01671483,0.14225566
-5.87393697,0.71534563,0.00048415,0.11767051,0.00710421,0.22876419,0.01660659,0.13394483
-5.86793397,0.67039248,0.00053080,0.11047961,0.00713043,0.21333660,0.01657220,0.12629412
-5.86193097,0.62927490,0.00057777,0.10392264,0.00717890,0.19915233,0.01660548,0.11933913
-5.85592796,0.59207859,0.00062439,0.09801011,0.00724631,0.18625143,0.01669727,0.11308858
-5.84992496,0.55875477,0.00066992,0.09273053,0.00732827,0.17463037,0.01683583,0.10752641
-5.84392196,0.52913539,0.00071361,0.08805295,0.00741950,0.16424673,0.01700733,0.10261473
-5.83791896,0.50295168,0.00075469,0.08393009,0.00751406,0.15502497,0.01719644,0.09829735
-5.83191596,0.47985482,0.00079240,0.08030179,0.00760557,0.14686288,0.01738692,0.09450375
-5.82591296,0.45943796,0.00082603,0.07709870,0.00768750,0.13963846,0.01756228,0.09115326
-5.81990995,0.44125841,0.00085490,0.07424594,0.00775343,0.13321689,0.01770643,0.08815931
-5.81390695,0.42485910,0.00087842,0.07166668,0.00779731,0.12745724,0.01780425,0.08543352
