energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-5.27363682,1.29280945,0.02820305,0.03079920,0.52200584,0.46675959,0.81999561,0.00000000,0.37513211,0.11909435
-5.26763382,1.31927286,0.02936242,0.03154087,0.53187841,0.47337351,0.83655416,0.00000000,0.38660348,0.12525503
-5.26163082,1.35167941,0.03040493,0.03262170,0.54462907,0.48085160,0.85718516,0.00000000,0.39862650,0.13263212
-5.25562781,1.38959339,0.03131482,0.03403466,0.56018919,0.48894597,0.88166798,0.00000000,0.41107470,0.14118487
-5.24962481,1.43248560,0.03207924,0.03576492,0.57844876,0.49740761,0.90972015,0.00000000,0.42382202,0.15084622
-5.24362181,1.47974548,0.03268878,0.03778994,0.59925837,0.50599461,0.94100344,0.00000000,0.43674624,0.16152256
-5.23761881,1.53069334,0.03313781,0.04007975,0.62243109,0.51447939,0.97512983,0.00000000,0.44973142,0.17309414
-5.23161581,1.58459232,0.03342466,0.04259750,0.64774418,0.52265468,1.01166739,0.00000000,0.46266940,0.18541618
-5.22561281,1.64065983,0.03355165,0.04530023,0.67494049,0.53033802,1.05014578,0.00000000,0.47546022,0.19832088
-5.21960980,1.69807849,0.03352493,0.04813982,0.70372977,0.53737476,1.09006140,0.00000000,0.48801152,0.21162025
-5.21360680,1.75600667,0.03335416,0.05106422,0.73378983,0.54363945,1.13088247,0.00000000,0.50023699,0.22510968
-5.20760380,1.81358869,0.03305202,0.05401878,0.76476793,0.54903581,1.17205398,0.00000000,0.51205413,0.23857247
-5.20160080,1.86996509,0.03263362,0.05694787,0.79628248,0.55349543,1.21300290,0.00000000,0.52338152,0.25178489
-5.19559780,1.92428316,0.03211575,0.05979648,0.82792542,0.55697546,1.25314388,0.00000000,0.53413591,0.26452196
-5.18959480,1.97570817,0.03151616,0.06251203,0.85926539,0.55945566,1.29188565,0.00000000,0.54422947,0.27656362
-5.18359180,2.02343533,0.03085277,0.06504609,0.88985210,0.56093501,1.32863834,0.00000000,0.55356742,0.28770112
-5.17758879,2.06670279,0.03014290,0.06735619,0.91922190,0.56142837,1.36282193,0.00000000,0.56204651,0.29774342
-5.17158579,2.10480566,0.02940257,0.06940743,0.94690464,0.56096343,1.39387572,0.00000000,0.56955443,0.30652344
-5.16558279,2.13711082,0.02864593,0.07117397,0.97243200,0.55957817,1.42126889,0.00000000,0.57597032,0.31390375
-5.15957979,2.16307234,0.02788481,0.07264030,0.99534684,0.55731915,1.44451188,0.00000000,0.58116666,0.31978161
-5.15357679,2.18224702,0.02712834,0.07380227,1.01521373,0.55424057,1.46316837,0.00000000,0.58501229,0.32409309
-5.14757379,2.19430943,0.02638288,0.07466776,1.03163008,0.55040431,1.47686728,0.00000000,0.58737667,0.32681611
-5.14157079,2.19906592,0.02565198,0.07525705,1.04423752,0.54588079,1.48531455,0.00000000,0.58813509,0.32797215
-5.13556778,2.19646669,0.02493654,0.07560276,1.05273319,0.54075046,1.48830396,0.00000000,0.58717460,0.32762674
-5.12956478,2.18661529,0.02423514,0.07574948,1.05688032,0.53510581,1.48572651,0.00000000,0.58440040,0.32588847
-5.12356178,2.16977489,0.02354444,0.07575300,1.05651765,0.52905361,1.47757783,0.00000000,0.57974221,0.32290669
-5.11755878,2.14637052,0.02285968,0.07567916,1.05156713,0.52271699,1.46396310,0.00000000,0.57316037,0.31886791
-5.11155578,2.11698702,0.02217521,0.07560243,1.04203965,0.51623720,1.44509913,0.00000000,0.56465122,0.31399102
-5.10555278,2.08236222,0.02148509,0.07560419,1.02803820,0.50977458,1.42131326,0.00000000,0.55425143,0.30852159
-5.09954977,2.04337525,0.02078362,0.07577072,1.00975846,0.50350865,1.39303898,0.00000000,0.54204096,0.30272525
-5.09354677,2.00103025,0.02006583,0.07619113,0.98748648,0.49763704,1.36080825,0.00000000,0.52814454,0.29688063
-5.08754377,1.95643548,0.01932795,0.07695504,0.96159368,0.49237312,1.32524076,0.00000000,0.51273133,0.29127193
-5.08154077,1.91077868,0.01856768,0.07815030,0.93252902,0.48794230,1.28703032,0.00000000,0.49601287,0.28618139
-5.07553777,1.86529912,0.01778448,0.07986064,0.90080891,0.48457711,1.24692895,0.00000000,0.47823930,0.28188200
-5.06953477,1.82125742,0.01697962,0.08216340,0.86700496,0.48251106,1.20572916,0.00000000,0.45969392,0.27863048
-5.06353177,1.77990393,0.01615625,0.08512737,0.83173024,0.48197163,1.16424510,0.00000000,0.44068640,0.27666090
-5.05752876,1.74244690,0.01531923,0.08881080,0.79562435,0.48317254,1.12329319,0.00000000,0.42154483,0.27617901
-5.05152576,1.71002137,0.01447497,0.09325957,0.75933807,0.48630580,1.08367310,0.00000000,0.40260697,0.27735744
-5.04552276,1.68365991,0.01363114,0.09850562,0.72351800,0.49153367,1.04614946,0.00000000,0.38421106,0.28033175
-5.03951976,1.66426605,0.01279631,0.10456566,0.68879173,0.49898117,1.01143519,0.00000000,0.36668649,0.28519762
-5.03351676,1.65259141,0.01197963,0.11144016,0.65575407,0.50872928,0.98017672,0.00000000,0.35034485,0.29200895
-5.02751376,1.64921708,0.01119038,0.11911266,0.62495466,0.52080939,0.95294160,0.00000000,0.33547144,0.30077702
-5.02151076,1.65453970,0.01043761,0.12754944,0.59688734,0.53519902,0.93020873,0.00000000,0.32231785,0.31147053
-5.01550775,1.66876269,0.00972979,0.13669951,0.57198138,0.55181930,0.91236129,0.00000000,0.31109554,0.32401671
-5.00950475,1.69189261,0.00907444,0.14649493,0.55059483,0.57053425,0.89968232,0.00000000,0.30197087,0.33830307
-5.00350175,1.72374057,0.00847790,0.15685154,0.53300973,0.59115185,0.89235295,0.00000000,0.29506147,0.35418002
-4.99749875,1.76392843,0.00794506,0.16766999,0.51942947,0.61342709,0.89045284,0.00000000,0.29043417,0.37146408
-4.99149575,1.81189936,0.00747925,0.17883713,0.50997773,0.63706667,0.89396263,0.00000000,0.28810441,0.38994163
-4.98549275,1.86693230,0.00708213,0.19022770,0.50469920,0.66173547,0.90276811,0.00000000,0.28803710,0.40937311
-4.97948974,1.92815952,0.00675366,0.20170631,0.50356155,0.68706427,0.91666557,0.00000000,0.29014872,0.42949755
-4.97348674,1.99458698,0.00649215,0.21312973,0.50645859,0.71265871,0.93536820,0.00000000,0.29431069,0.45003738
-4.96748374,2.06511648,0.00629433,0.22434939,0.51321442,0.73810907,0.95851306,0.00000000,0.30035367,0.47070337
-4.96148074,2.13856931,0.00615555,0.23521409,0.52358825,0.76300053,0.98566861,0.00000000,0.30807276,0.49119971
-4.95547774,2.21371069,0.00606990,0.24557282,0.53727993,0.78692373,1.01634245,0.00000000,0.31723325,0.51122910
-4.94947474,2.28927458,0.00603046,0.25527780,0.55393593,0.80948520,1.04998939,0.00000000,0.32757688,0.53049787
-4.94347174,2.36398854,0.00602957,0.26418742,0.57315588,0.83031740,1.08601982,0.00000000,0.33882834,0.54872096
-4.93746873,2.43659822,0.00605901,0.27216927,0.59449958,0.84908827,1.12380846,0.00000000,0.35070195,0.56562689
-4.93146573,2.50589139,0.00611034,0.27910311,0.61749442,0.86550980,1.16270364,0.00000000,0.36290821,0.58096248
-4.92546273,2.57072112,0.00617513,0.28488359,0.64164348,0.87934576,1.20203726,0.00000000,0.37516031,0.59449740
-4.91945973,2.63002809,0.00624519,0.28942284,0.66643407,0.89041815,1.24113555,0.00000000,0.38718029,0.60602852
-4.91345673,2.68286171,0.00631283,0.29265277,0.69134691,0.89861247,1.27933074,0.00000000,0.39870491,0.61538380
-4.90745373,2.72839989,0.00637104,0.29452690,0.71586578,0.90388156,1.31597356,0.00000000,0.40949101,0.62242593
-4.90145073,2.76596706,0.00641370,0.29502190,0.73948768,0.90624801,1.35044656,0.00000000,0.41932042,0.62705532
-4.89544772,2.79505009,0.00643568,0.29413847,0.76173321,0.90580507,1.38217789,0.00000000,0.42800422,0.62921268
-4.88944472,2.81531166,0.00643299,0.29190178,0.78215703,0.90271595,1.41065532,0.00000000,0.43538634,0.62888070
-4.88344172,2.82660060,0.00640283,0.28836126,0.80035813,0.89721152,1.43543994,0.00000000,0.44134642,0.62608514
-4.87743872,2.82895840,0.00634361,0.28358973,0.81598947,0.88958632,1.45617898,0.00000000,0.44580189,0.62089483
-4.87143572,2.82262167,0.00625496,0.27768190,0.82876675,0.88019293,1.47261713,0.00000000,0.44870914,0.61342085
-4.86543272,2.80801963,0.00613769,0.27075230,0.83847578,0.86943462,1.48460568,0.00000000,0.45006375,0.60381452
-4.85942971,2.78576646,0.00599370,0.26293253,0.84497819,0.85775641,1.49210880,0.00000000,0.44989980,0.59226440
-4.85342671,2.75664804,0.00582586,0.25436803,0.84821501,0.84563461,1.49520647,0.00000000,0.44828814,0.57899218
-4.84742371,2.72160305,0.00563794,0.24521438,0.84820789,0.83356491,1.49409345,0.00000000,0.44533367,0.56424749
-4.84142071,2.68169851,0.00543440,0.23563329,0.84505779,0.82204938,1.48907413,0.00000000,0.44117167,0.54830183
-4.83541771,2.63810017,0.00522025,0.22578835,0.83894104,0.81158246,1.48055307,0.00000000,0.43596322,0.53144170
-4.82941471,2.59203846,0.00500087,0.21584069,0.83010267,0.80263653,1.46902137,0.00000000,0.42988982,0.51396106
-4.82341171,2.54477088,0.00478186,0.20594475,0.81884741,0.79564722,1.45503928,0.00000000,0.42314735,0.49615349
-4.81740870,2.49754223,0.00456884,0.19624424,0.80552851,0.79099912,1.43921549,0.00000000,0.41593958,0.47830424
-4.81140570,2.45154388,0.00436728,0.18686851,0.79053471,0.78901228,1.42218410,0.00000000,0.40847132,0.46068241
-4.80540270,2.40787383,0.00418235,0.17792937,0.77427611,0.78993009,1.40458006,0.00000000,0.40094164,0.44353371
-4.79939970,2.36749916,0.00401878,0.16951858,0.75716933,0.79390900,1.38701418,0.00000000,0.39353718,0.42707389
-4.79339670,2.33122247,0.00388070,0.16170606,0.73962265,0.80101058,1.37004897,0.00000000,0.38642597,0.41148329
-4.78739370,2.29965392,0.00377158,0.15453881,0.72202176,0.81119635,1.35417629,0.00000000,0.37975195,0.39690261
-4.78139070,2.27319002,0.00369406,0.14804076,0.70471680,0.82432565,1.33979796,0.00000000,0.37363030,0.38343019
-4.77538769,2.25200045,0.00364995,0.14221333,0.68801111,0.84015691,1.32721024,0.00000000,0.36814398,0.37112080
-4.76938469,2.23602336,0.00364012,0.13703682,0.67215226,0.85835222,1.31659292,0.00000000,0.36334142,0.35998606
-4.76338169,2.22496968,0.00366451,0.13247251,0.65732564,0.87848524,1.30800349,0.00000000,0.35923552,0.34999648
-4.75737869,2.21833610,0.00372212,0.12846539,0.64365087,0.90005230,1.30137670,0.00000000,0.35580413,0.34108500
-4.75137569,2.21542645,0.00381099,0.12494732,0.63118102,0.92248628,1.29652947,0.00000000,0.35299164,0.33315177
-4.74537269,2.21538028,0.00392832,0.12184063,0.61990466,0.94517275,1.29317073,0.00000000,0.35071206,0.32607016
-4.73936968,2.21720765,0.00407044,0.11906190,0.60975048,0.96746795,1.29091587,0.00000000,0.34885301,0.31969353
-4.73336668,2.21982845,0.00423299,0.11652572,0.60059418,0.98871783,1.28930484,0.00000000,0.34728077,0.31386255
-4.72736368,2.22211452,0.00441099,0.11414849,0.59226718,1.00827741,1.28782313,0.00000000,0.34584595,0.30841274
-4.72136068,2.22293289,0.00459895,0.11185183,0.58456671,1.02552992,1.28592449,0.00000000,0.34438968,0.30318186
-4.71535768,2.22118816,0.00479105,0.10956574,0.57726678,1.03990473,1.28305434,0.00000000,0.34274997,0.29801698
-4.70935468,2.21586246,0.00498132,0.10723120,0.57012941,1.05089370,1.27867288,0.00000000,0.34076807,0.29278072
-4.70335168,2.20605124,0.00516375,0.10480227,0.56291570,1.05806518,1.27227677,0.00000000,0.33829442,0.28735670
-4.69734867,2.19099379,0.00533250,0.10224756,0.55539621,1.06107534,1.26341854,0.00000000,0.33519422,0.28165380
-4.69134567,2.17009732,0.00548206,0.09955108,0.54736031,1.05967631,1.25172304,0.00000000,0.33135221,0.27560923
-4.68534267,2.14295397,0.00560742,0.09671244,0.53862407,1.05372118,1.23690025,0.00000000,0.32667654,0.26919026
-4.67933967,2.10935045,0.00570417,0.09374653,0.52903662,1.04316559,1.21875423,0.00000000,0.32110177,0.26239473
-4.67333667,2.06927030,0.00576869,0.09068253,0.51848467,1.02806615,1.19718799,0.00000000,0.31459077,0.25525027
-4.66733367,2.02288899,0.00579822,0.08756259,0.50689521,1.00857576,1.17220426,0.00000000,0.30713556,0.24781235
-4.66133067,1.97056272,0.00579089,0.08444003,0.49423654,0.98493635,1.14390254,0.00000000,0.29875715,0.24016145
-4.65532766,1.91281146,0.00574583,0.08137726,0.48051750,0.95746921,1.11247262,0.00000000,0.28950440,0.23239931
-4.64932466,1.85029748,0.00566312,0.07844355,0.46578536,0.92656358,1.07818526,0.00000000,0.27945202,0.22464459
-4.64332166,1.78380036,0.00554379,0.07571265,0.45012235,0.89266391,1.04138046,0.00000000,0.26869784,0.21702821
