energy_ev,total_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up,Si_p_up,Si_d_up
-5.60380190,7.25951157,2.92437300,4.23827280,0.01310799,1.02193358,1.91659224,0.00000000
-5.59779890,7.15362368,2.86069668,4.19577139,0.01261350,0.99571589,1.88988184,0.00000000
-5.59179590,7.03466238,2.79113862,4.14479204,0.01209589,0.97018985,1.86003161,0.00000000
-5.58579290,6.90521485,2.71705054,4.08669053,0.01156407,0.94573217,1.82781577,0.00000000
-5.57978989,6.76805374,2.63987179,4.02293468,0.01102691,0.92271912,1.79403265,0.00000000
-5.57378689,6.62604869,2.56108349,3.95505649,0.01049302,0.90151511,1.75947962,0.00000000
-5.56778389,6.48207348,2.48216073,3.88460175,0.00997056,0.88246095,1.72492776,0.00000000
-5.56178089,6.33891293,2.40452479,3.81307956,0.00946698,0.86586218,1.69109749,0.00000000
-5.55577789,6.19917371,2.32949747,3.74191398,0.00898892,0.85197809,1.65863609,0.00000000
-5.54977489,6.06520289,2.25825950,3.67239982,0.00854204,0.84101182,1.62809827,0.00000000
-5.54377189,5.93901771,2.19181483,3.60566472,0.00813091,0.83310214,1.59993032,0.00000000
-5.53776888,5.82224954,2.13096216,3.54263882,0.00775891,0.82831716,1.57445887,0.00000000
-5.53176588,5.71610410,2.07627500,3.48403341,0.00742827,0.82665026,1.55188447,0.00000000
-5.52576288,5.62133938,2.02809089,3.43032911,0.00713999,0.82801850,1.53228025,0.00000000
-5.51975988,5.53826184,1.98651012,3.38177394,0.00689397,0.83226360,1.51559581,0.00000000
-5.51375688,5.46674047,1.95140377,3.33839100,0.00668901,0.83915535,1.50166591,0.00000000
-5.50775388,5.40623772,1.92243051,3.29999509,0.00652300,0.84839754,1.49022361,0.00000000
-5.50175088,5.35585541,1.89906135,3.26621725,0.00639300,0.85963608,1.48091719,0.00000000
-5.49574787,5.31439320,1.88061073,3.23653585,0.00629545,0.87246906,1.47333005,0.00000000
-5.48974487,5.28041681,1.86627282,3.21031264,0.00622634,0.88645850,1.46700258,0.00000000
-5.48374187,5.25233278,1.85516094,3.18683199,0.00618139,0.90114327,1.46145517,0.00000000
-5.47773887,5.22846650,1.84634860,3.16534154,0.00615625,0.91605292,1.45621126,0.00000000
-5.47173587,5.20714013,1.83891008,3.14509256,0.00614668,0.93072183,1.45081938,0.00000000
-5.46573287,5.18674750,1.83195913,3.12537830,0.00614876,0.94470330,1.44487354,0.00000000
-5.45972986,5.16582297,1.82468409,3.10556889,0.00615900,0.95758313,1.43803091,0.00000000
-5.45372686,5.14310204,1.81637818,3.08514159,0.00617450,0.96899229,1.43002637,0.00000000
-5.44772386,5.11757162,1.80646408,3.06370544,0.00619307,0.97861824,1.42068337,0.00000000
-5.44172086,5.08850871,1.79451205,3.04101953,0.00621328,0.98621466,1.40992087,0.00000000
-5.43571786,5.05550666,1.78025135,3.01700470,0.00623455,0.99160920,1.39775628,0.00000000
-5.42971486,5.01848860,1.76357489,2.99174841,0.00625714,0.99470912,1.38430448,0.00000000
-5.42371186,4.97770840,1.74453760,2.96550305,0.00628212,0.99550462,1.36977305,0.00000000
-5.41770885,4.93373973,1.72334895,2.93867802,0.00631138,0.99406984,1.35445432,0.00000000
-5.41170585,4.88745423,1.70036043,2.91182620,0.00634753,0.99056152,1.33871451,0.00000000
-5.40570285,4.83999017,1.67604897,2.88562541,0.00639378,0.98521525,1.32298050,0.00000000
-5.39969985,4.79271302,1.65099727,2.86085586,0.00645387,0.97833968,1.30772502,0.00000000
-5.39369685,4.74716948,1.62587187,2.83837419,0.00653194,0.97030860,1.29345056,0.00000000
-5.38769385,4.70503668,1.60140017,2.81908514,0.00663236,0.96155129,1.28067276,0.00000000
-5.38169085,4.66806799,1.57834688,2.80391150,0.00675957,0.95254126,1.26990374,0.00000000
-5.37568784,4.63803691,1.55749089,2.79376337,0.00691796,0.94378367,1.26163568,0.00000000
-5.36968484,4.61668043,1.53960281,2.78950712,0.00711168,0.93580176,1.25632530,0.00000000
-5.36368184,4.60564291,1.52542378,2.79193508,0.00734450,0.92912246,1.25437927,0.00000000
-5.35767884,4.60642161,1.51564554,2.80173620,0.00761961,0.92426156,1.25614096,0.00000000
-5.35167584,4.62031486,1.51089208,2.81946860,0.00793953,0.92170866,1.26187864,0.00000000
-5.34567284,4.64837363,1.51170273,2.84553430,0.00830592,0.92191219,1.27177534,0.00000000
-5.33966983,4.69135745,1.51851678,2.88015684,0.00871948,0.92526491,1.28592041,0.00000000
-5.33366683,4.74969551,1.53165964,2.92336217,0.00917983,0.93208999,1.30430299,0.00000000
-5.32766383,4.82345395,1.55133045,2.97496359,0.00968544,0.94262830,1.32680737,0.00000000
-5.32166083,4.91231011,1.57759142,3.03455114,0.01023354,0.95702699,1.35321055,0.00000000
-5.31565783,5.01553501,1.61035904,3.10148604,0.01082012,0.97532990,1.38318194,0.00000000
-5.30965483,5.13198485,1.64939747,3.17490084,0.01143990,0.99747017,1.41628550,0.00000000
-5.30365183,5.26010272,1.69431441,3.25370555,0.01208639,1.02326532,1.45198438,0.00000000
-5.29764882,5.39793122,1.74456011,3.33660034,0.01275194,1.05241539,1.48964808,0.00000000
-5.29164582,5.54313681,1.79942972,3.42209487,0.01342786,1.08450415,1.52856239,0.00000000
-5.28564282,5.69304615,1.85806963,3.50853432,0.01410458,1.11900391,1.56794192,0.00000000
-5.27963982,5.84469437,1.91948798,3.59413182,0.01477183,1.15528387,1.60694521,0.00000000
-5.27363682,5.99488492,1.98256971,3.67700679,0.01541885,1.19262218,1.64469215,0.00000000
-5.26763382,6.14025980,2.04609609,3.75522835,0.01603466,1.23022148,1.68028349,0.00000000
-5.26163082,6.27737859,2.10876858,3.82686265,0.01660828,1.26722767,1.71282184,0.00000000
-5.25562781,6.40280431,2.16923667,3.89002268,0.01712910,1.30275149,1.74143372,0.00000000
-5.24962481,6.51319326,2.22612901,3.94291897,0.01758708,1.33589232,1.76529196,0.00000000
-5.24362181,6.60538605,2.27808692,3.98390937,0.01797309,1.36576327,1.78363765,0.00000000
-5.23761881,6.67649645,2.32379939,4.01154608,0.01827915,1.39151703,1.79580095,0.00000000
-5.23161581,6.72399476,2.36203813,4.02461802,0.01849869,1.41237113,1.80121997,0.00000000
-5.22561281,6.74578252,2.39169161,4.02218692,0.01862676,1.42763207,1.79945694,0.00000000
-5.21960980,6.74025544,2.41179656,4.00361570,0.01866020,1.43671697,1.79021103,0.00000000
-5.21360680,6.70635226,2.42156594,3.96858778,0.01859776,1.43917215,1.77332737,0.00000000
-5.20760380,6.64358736,2.42041201,3.91711695,0.01844018,1.43468782,1.74880178,0.00000000
-5.20160080,6.55206616,2.40796375,3.84954703,0.01819021,1.42310823,1.71678112,0.00000000
-5.19559780,6.43248265,2.38407788,3.76654191,0.01785258,1.40443693,1.67755926,0.00000000
-5.18959480,6.28609961,2.34884311,3.66906612,0.01743391,1.37883711,1.63156872,0.00000000
-5.18359180,6.11471247,2.30257753,3.55835731,0.01694258,1.34662683,1.57936855,0.00000000
-5.17758879,5.92059877,2.24581936,3.43589169,0.01638859,1.30826971,1.52162879,0.00000000
-5.17158579,5.70645553,2.17931152,3.30334407,0.01578328,1.26436139,1.45911234,0.00000000
-5.16558279,5.47532733,2.10398084,3.16254432,0.01513918,1.21561240,1.39265483,0.00000000
-5.15957979,5.23052808,2.02091280,3.01543191,0.01446970,1.16282842,1.32314329,0.00000000
-5.15357679,4.97555971,1.93132293,2.86401028,0.01378885,1.10688851,1.25149460,0.00000000
-5.14757379,4.71403057,1.83652604,2.71030268,0.01311101,1.04872240,1.17863419,0.00000000
-5.14157079,4.44957648,1.73790440,2.55631077,0.01245061,0.98928753,1.10547598,0.00000000
-5.13556778,4.18578657,1.63687611,2.40397708,0.01182183,0.92954685,1.03290390,0.00000000
-5.12956478,3.92613595,1.53486464,2.25515220,0.01123838,0.87044777,0.96175565,0.00000000
-5.12356178,3.67392640,1.43327037,2.11156704,0.01071321,0.81290305,0.89280903,0.00000000
-5.11755878,3.43223609,1.33344485,1.97481042,0.01025826,0.75777390,0.82677088,0.00000000
-5.11155578,3.20387848,1.23666841,1.84631191,0.00988420,0.70585566,0.76426897,0.00000000
-5.10555278,2.99137034,1.14413115,1.72732951,0.00960024,0.65786602,0.70584658,0.00000000
-5.09954977,2.79690841,1.05691760,1.61894185,0.00941392,0.61443586,0.65195976,0.00000000
-5.09354677,2.62235389,0.97599494,1.52204411,0.00933091,0.57610261,0.60297694,0.00000000
-5.08754377,2.46922376,0.90220442,1.43734727,0.00935485,0.54330582,0.55918067,0.00000000
-5.08154077,2.33868799,0.83625579,1.36537991,0.00948723,0.51638475,0.52077105,0.00000000
-5.07553777,2.23157160,0.77872414,1.30649204,0.00972727,0.49557771,0.48787056,0.00000000
-5.06953477,2.14836060,0.73004888,1.26086049,0.01007185,0.48102282,0.46052986,0.00000000
-5.06353177,2.08921102,0.69053428,1.22849553,0.01051551,0.47275996,0.43873428,0.00000000
-5.05752876,2.05396057,0.66035116,1.20924842,0.01105046,0.47073381,0.42241054,0.00000000
-5.05152576,2.04214235,0.63953951,1.20281966,0.01166666,0.47479759,0.41143356,0.00000000
-5.04552276,2.05300051,0.62801176,1.20876814,0.01235196,0.48471770,0.40563305,0.00000000
-5.03951976,2.08550775,0.62555650,1.22652095,0.01309229,0.50017892,0.40479969,0.00000000
-5.03351676,2.13838485,0.63184280,1.25538410,0.01387195,0.52079046,0.40869081,0.00000000
-5.02751376,2.21012228,0.64642508,1.29455414,0.01467391,0.54609262,0.41703547,0.00000000
-5.02151076,2.29900416,0.66874891,1.34313086,0.01548020,0.57556436,0.42953891,0.00000000
-5.01550775,2.40313467,0.69815773,1.40013106,0.01627232,0.60863158,0.44588649,0.00000000
-5.00950475,2.52046721,0.73390110,1.46450336,0.01703173,0.64467636,0.46574700,0.00000000
-5.00350175,2.64883596,0.77514450,1.53514407,0.01774028,0.68304701,0.48877556,0.00000000
-4.99749875,2.78599008,0.82098105,1.61091393,0.01838077,0.72306893,0.51461625,0.00000000
-4.99149575,2.92962984,0.87044538,1.69065536,0.01893736,0.76405616,0.54290436,0.00000000
-4.98549275,3.07744452,0.92252952,1.77321023,0.01939605,0.80532350,0.57326871,0.00000000
-4.97948974,3.22715114,0.97620092,1.85743749,0.01974507,0.84619891,0.60533382,0.00000000
-4.97348674,3.37653345,1.03042223,1.94223041,0.01997522,0.88603596,0.63872223,0.00000000
-4.96748374,3.52348000,1.08417254,2.02653308,0.02008009,0.92422612,0.67305700,0.00000000
-4.96148074,3.66602062,1.13646944,2.10935561,0.02005627,0.96021034,0.70796435,0.00000000
-4.95547774,3.80236000,1.18639128,2.18978784,0.01990337,0.99348984,0.74307656,0.00000000
-4.94947474,3.93090759,1.23309884,2.26701109,0.01962404,1.02363554,0.77803513,0.00000000
-4.94347174,4.05030277,1.27585552,2.34030770,0.01922378,1.05029608,0.81249404,0.00000000
-4.93746873,4.15943471,1.31404521,2.40906833,0.01871075,1.07320385,0.84612320,0.00000000
-4.93146573,4.25745606,1.34718705,2.47279668,0.01809546,1.09217920,0.87861199,0.00000000
-4.92546273,4.34379033,1.37494633,2.53111177,0.01739039,1.10713229,0.90967269,0.00000000
-4.91945973,4.41813253,1.39714088,2.58374784,0.01660958,1.11806285,0.93904387,0.00000000
-4.91345673,4.48044337,1.41374275,2.63055193,0.01576816,1.12505760,0.96649356,0.00000000
-4.90745373,4.53093701,1.42487479,2.67147942,0.01488189,1.12828562,0.99182212,0.00000000
-4.90145073,4.57006326,1.43080233,2.70658772,0.01396669,1.12799162,1.01486472,0.00000000
-4.89544772,4.59848447,1.43192026,2.73602848,0.01303822,1.12448750,1.03549345,0.00000000
-4.88944472,4.61704845,1.42873602,2.76003861,0.01211143,1.11814240,1.05361892,0.00000000
-4.88344172,4.62675808,1.42184928,2.77893041,0.01120024,1.10937156,1.06919136,0.00000000
-4.87743872,4.62873890,1.41192919,2.79308121,0.01031725,1.09862431,1.08220124,0.00000000
-4.87143572,4.62420574,1.39969033,2.80292277,0.00947348,1.08637168,1.09267943,0.00000000
-4.86543272,4.61442964,1.38586834,2.80893083,0.00867824,1.07309388,1.10069693,0.00000000
-4.85942971,4.60070601,1.37119633,2.81161498,0.00793902,1.05926803,1.10636417,0.00000000
-4.85342671,4.58432510,1.35638319,2.81150928,0.00726148,1.04535654,1.10983004,0.00000000
-4.84742371,4.56654569,1.34209453,2.80916357,0.00664948,1.03179643,1.11128063,0.00000000
-4.84142071,4.54857264,1.32893713,2.80513591,0.00610515,1.01898982,1.11093778,0.00000000
-4.83541771,4.53153880,1.31744725,2.79998612,0.00562905,1.00729576,1.10905743,0.00000000
-4.82941471,4.51649160,1.30808319,2.79427043,0.00522034,0.99702375,1.10592789,0.00000000
-4.82341171,4.50438434,1.30122207,2.78853744,0.00487695,0.98842878,1.10186784,0.00000000
-4.81740870,4.49607199,1.29716061,2.78332514,0.00459581,0.98170815,1.09722433,0.00000000
-4.81140570,4.49231121,1.29611945,2.77915891,0.00437311,0.97699992,1.09237030,0.00000000
-4.80540270,4.49376378,1.29825050,2.77655041,0.00420446,0.97438298,1.08770196,0.00000000
-4.79939970,4.50100294,1.30364639,2.77599701,0.00408516,0.97387861,1.08363549,0.00000000
-4.79339670,4.51452157,1.31235124,2.77798150,0.00401039,0.97545335,1.08060327,0.00000000
-4.78739370,4.53474126,1.32437190,2.78297184,0.00397545,0.97902304,1.07904918,0.00000000
-4.78139070,4.56202137,1.33968869,2.79142042,0.00397584,0.98445781,1.07942306,0.00000000
-4.77538769,4.59666711,1.35826484,2.80376276,0.00400754,0.99158778,1.08217396,0.00000000
-4.76938469,4.63893564,1.38005405,2.82041508,0.00406703,1.00020937,1.08774235,0.00000000
-4.76338169,4.68903971,1.40500554,2.84177068,0.00415144,1.01009188,1.09655101,0.00000000
-4.75737869,4.74714807,1.43306622,2.86819483,0.00425863,1.02098425,1.10899474,0.00000000
-4.75137569,4.81338248,1.46418002,2.90001803,0.00438718,1.03262187,1.12542901,0.00000000
-4.74537269,4.88781115,1.49828429,2.93752775,0.00453647,1.04473310,1.14615778,0.00000000
-4.73936968,4.97043890,1.53530370,2.98095862,0.00470659,1.05704567,1.17142068,0.00000000
-4.73336668,5.06119427,1.57514196,3.03048136,0.00489833,1.06929254,1.20138013,0.00000000
-4.72736368,5.15991430,1.61767213,3.08619075,0.00511306,1.08121729,1.23610873,0.00000000
-4.72136068,5.26632781,1.66272624,3.14809296,0.00535267,1.09257895,1.27557768,0.00000000
-4.71535768,5.38003808,1.71008487,3.21609293,0.00561938,1.10315606,1.31964656,0.00000000
-4.70935468,5.50050601,1.75946775,3.28998220,0.00591561,1.11275003,1.36805545,0.00000000
-4.70335168,5.62703484,1.81052605,3.36942790,0.00624379,1.12118757,1.42041971,0.00000000
-4.69734867,5.75875757,1.86283699,3.45396355,0.00660618,1.12832230,1.47622814,0.00000000
-4.69134567,5.89462814,1.91590162,3.54298224,0.00700468,1.13403538,1.53484497,0.00000000
-4.68534267,6.03341728,1.96914592,3.63573297,0.00744062,1.13823521,1.59551602,0.00000000
-4.67933967,6.17371394,2.02192568,3.73132052,0.00791458,1.14085622,1.65737918,0.00000000
-4.67333667,6.31393282,2.07353515,3.82870952,0.00842623,1.14185676,1.71947930,0.00000000
-4.66733367,6.45232855,2.12321929,3.92673295,0.00897417,1.14121630,1.78078715,0.00000000
-4.66133067,6.58701673,2.17018934,4.02410545,0.00955584,1.13893201,1.84022227,0.00000000
-4.65532766,6.71600166,2.21364112,4.11944141,0.01016742,1.13501495,1.89667886,0.00000000
-4.64932466,6.83721062,2.25277550,4.21127787,0.01080380,1.12948612,1.94905405,0.00000000
-4.64332166,6.94853399,2.28682013,4.29810184,0.01145863,1.12237253,1.99627761,0.00000000
-4.63731866,7.04787043,2.31505164,4.37838164,0.01212435,1.11370370,2.03734202,0.00000000
-4.63131566,7.13317603,2.33681749,4.45060157,0.01279232,1.10350874,2.07133165,0.00000000
-4.62531266,7.20251601,2.35155640,4.51329896,0.01345304,1.09181420,2.09745015,0.00000000
-4.61930965,7.25411752,2.35881674,4.56510260,0.01409631,1.07864298,2.11504473,0.00000000
-4.61330665,7.28642169,2.35827199,4.60477137,0.01471153,1.06401429,2.12362639,0.00000000
-4.60730365,7.29813329,2.34973281,4.63123163,0.01528797,1.04794477,2.12288532,0.00000000
-4.60130065,7.28826582,2.33315504,4.64361198,0.01581510,1.03045062,2.11270071,0.00000000
-4.59529765,7.25618056,2.30864361,4.64127412,0.01628296,1.01155073,2.09314463,0.00000000
-4.58929465,7.20161737,2.27645196,4.62383819,0.01668239,0.99127043,2.06447977,0.00000000
-4.58329165,7.12471609,2.23697720,4.59120162,0.01700544,0.96964574,2.02715114,0.00000000
-4.57728864,7.02602689,2.19075109,4.54355021,0.01724560,0.94672766,1.98177207,0.00000000
-4.57128564,6.90650880,2.13842721,4.48136066,0.01739803,0.92258616,1.92910514,0.00000000
-4.56528264,6.76751582,2.08076489,4.40539421,0.01745978,0.89731358,1.87003878,0.00000000
-4.55927964,6.61077049,2.01861028,4.31668100,0.01742988,0.87102705,1.80556056,0.00000000
-4.55327664,6.43832541,1.95287527,4.21649543,0.01730942,0.84386972,1.73672814,0.00000000
-4.54727364,6.25251353,1.88451508,4.10632328,0.01710150,0.81601046,1.66463910,0.00000000
-4.54127064,6.05588876,1.81450502,3.98782133,0.01681117,0.78764220,1.59040077,0.00000000
-4.53526763,5.85115869,1.74381718,3.86277095,0.01644521,0.75897850,1.51510112,0.00000000
-4.52926463,5.64111173,1.67339788,3.73302730,0.01601196,0.73024893,1.43978166,0.00000000
-4.52326163,5.42854126,1.60414627,3.60046590,0.01552099,0.70169299,1.36541332,0.00000000
-4.51725863,5.21616951,1.53689486,3.46692871,0.01498279,0.67355321,1.29287585,0.00000000
-4.51125563,5.00657405,1.47239237,3.33417171,0.01440844,0.64606755,1.22294140,0.00000000
-4.50525263,4.80211963,1.41128928,3.20381604,0.01380917,0.61946165,1.15626238,0.00000000
-4.49924962,4.60489798,1.35412662,3.07730460,0.01319607,0.59394123,1.09336395,0.00000000
-4.49324662,4.41667780,1.30132783,2.95586579,0.01257970,0.56968505,1.03464079,0.00000000
-4.48724362,4.23886677,1.25319424,2.84048574,0.01196977,0.54683896,0.98035811,0.00000000
-4.48124062,4.07248684,1.20990384,2.73188993,0.01137488,0.52551110,0.93065649,0.00000000
-4.47523762,3.91816366,1.17151341,2.63053490,0.01080234,0.50576874,0.88555983,0.00000000
-4.46923462,3.77613006,1.13796379,2.53661000,0.01025795,0.48763671,0.84498618,0.00000000
-4.46323162,3.64624321,1.10908797,2.45004893,0.00974595,0.47109766,0.80876052,0.00000000
-4.45722861,3.52801427,1.08462171,2.37055013,0.00926903,0.45609393,0.77662902,0.00000000
-4.45122561,3.42064903,1.06421616,2.29760514,0.00882830,0.44253113,0.74827408,0.00000000
-4.44522261,3.32309731,1.04745217,2.23053309,0.00842349,0.43028296,0.72332966,0.00000000
-4.43921961,3.23410898,1.03385556,2.16851993,0.00805302,0.41919722,0.70139626,0.00000000
-4.43321661,3.15229381,1.02291317,2.11066034,0.00771426,0.40910260,0.68205520,0.00000000
-4.42721361,3.07618278,1.01408877,2.05600053,0.00740373,0.39981586,0.66488188,0.00000000
-4.42121061,3.00428813,1.00683885,2.00358007,0.00711732,0.39114920,0.64945758,0.00000000
-4.41520760,2.93515991,1.00062739,1.95247103,0.00685058,0.38291732,0.63537990,0.00000000
-4.40920460,2.86743694,0.99493966,1.90181300,0.00659897,0.37494397,0.62227147,0.00000000
-4.40320160,2.79989056,0.98929439,1.85084279,0.00635800,0.36706771,0.60978710,0.00000000
-4.39719860,2.73145994,0.98325439,1.79891793,0.00612353,0.35914667,0.59761930,0.00000000
-4.39119560,2.66127826,0.97643521,1.74553354,0.00589187,0.35106223,0.58550231,0.00000000
-4.38519260,2.58868933,0.96851187,1.69033225,0.00565991,0.34272143,0.57321468,0.00000000
-4.37918959,2.51325504,0.95922363,1.63310755,0.00542522,0.33405828,0.56058063,0.00000000
-4.37318659,2.43475403,0.94837665,1.57380090,0.00518611,0.32503389,0.54747018,0.00000000
-4.36718359,2.35317255,0.93584492,1.51249334,0.00494159,0.31563555,0.53379827,0.00000000
-4.36118059,2.26868866,0.92156913,1.44939250,0.00469137,0.30587498,0.51952299,0.00000000
-4.35517759,2.18165106,0.90555402,1.38481609,0.00443581,0.29578581,0.50464299,0.00000000
-4.34917459,2.09255394,0.88786402,1.31917288,0.00417581,0.28542060,0.48919415,0.00000000
-4.34317159,2.00200930,0.86861758,1.25294217,0.00391275,0.27484741,0.47324563,0.00000000
-4.33716858,1.91071801,0.84798023,1.18665299,0.00364833,0.26414634,0.45689541,0.00000000
-4.33116558,1.81944082,0.82615665,1.12086361,0.00338450,0.25340596,0.44026533,0.00000000
-4.32516258,1.72897045,0.80338195,1.05614242,0.00312334,0.24271996,0.42349577,0.00000000
-4.31915958,1.64010549,0.77991240,0.99305051,0.00286694,0.23218394,0.40674011,0.00000000
-4.31315658,1.55362692,0.75601585,0.93212656,0.00261731,0.22189266,0.39015897,0.00000000
-4.30715358,1.47027757,0.73196217,0.87387426,0.00237633,0.21193758,0.37391449,0.00000000
