energy_ev,total_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.88594297,3.49814744,0.01872226,0.52859744,1.37261905,1.11868194,0.05298307,1.36920675,0.68265150,0.05954722
-5.87993997,3.43423211,0.01918197,0.49904241,1.36756709,1.06479836,0.05374378,1.36689706,0.68439193,0.06064224
-5.87393697,3.39183696,0.01971621,0.47595597,1.37068087,1.02135585,0.05477525,1.36838503,0.68766796,0.06219249
-5.86793397,3.37142480,0.02032558,0.45946683,1.38185045,0.98856873,0.05612939,1.37378123,0.69246172,0.06420051
-5.86193097,3.37308686,0.02100740,0.44960530,1.40082443,0.96646938,0.05785869,1.38310467,0.69870428,0.06666481
-5.85592796,3.39654686,0.02175563,0.44631402,1.42721535,0.95492360,0.06001500,1.39627365,0.70627129,0.06957845
-5.84992496,3.44117666,0.02256082,0.44946012,1.46051109,0.95364972,0.06264820,1.41310149,0.71498155,0.07292784
-5.84392196,3.50602383,0.02341031,0.45884855,1.50009192,0.96224063,0.06580497,1.43329758,0.72459849,0.07669196
-5.83791896,3.58985066,0.02428848,0.47423610,1.54525334,0.98018838,0.06952746,1.45647388,0.73483489,0.08084187
-5.83191596,3.69118377,0.02517721,0.49534580,1.59523382,1.00691064,0.07385210,1.48215683,0.74536078,0.08534078
-5.82591296,3.80837313,0.02605640,0.52188139,1.64924697,1.04177847,0.07880838,1.50980439,0.75581411,0.09014444
-5.81990995,3.93965857,0.02690466,0.55354136,1.70651693,1.08414470,0.08441779,1.53882724,0.76581413,0.09520210
-5.81390695,4.08324173,0.02769999,0.59003244,1.76631585,1.13337227,0.09069274,1.56861360,0.77497660,0.10045778
-5.80790395,4.23736057,0.02842058,0.63108217,1.82800206,1.18886178,0.09763572,1.59855623,0.78293050,0.10585201
-5.80190095,4.40036365,0.02904559,0.67645009,1.89105729,1.25007725,0.10523843,1.62808048,0.78933523,0.11132376
-5.79589795,4.57078100,0.02955592,0.72593737,1.95512139,1.31656943,0.11348115,1.65667197,0.79389761,0.11681262
-5.78989495,4.74738811,0.02993490,0.77939440,2.02002290,1.38799554,0.12233219,1.68390256,0.79638789,0.12226108
-5.78389195,4.92926021,0.03016894,0.83672604,2.08580378,1.46413459,0.13174756,1.70945320,0.79665381,0.12761673
-5.77788894,5.11581354,0.03024802,0.89789423,2.15273686,1.54489741,0.14167080,1.73313257,0.79463219,0.13283442
-5.77188594,5.30683134,0.03016607,0.96291750,2.22133477,1.63033052,0.15203313,1.75489034,0.79035723,0.13787812
-5.76588294,5.50247244,0.02992120,1.03186740,2.29234905,1.72061327,0.16275373,1.77482449,0.78396507,0.14272237
-5.75987994,5.70326112,0.02951572,1.10486141,2.36675904,1.81604774,0.17374045,1.79318195,0.77569434,0.14735348
-5.75387694,5.91005772,0.02895610,1.18205260,2.44574983,1.91704136,0.18489078,1.81035250,0.76588242,0.15177003
-5.74787394,6.12401040,0.02825268,1.26361587,2.53067944,2.02408215,0.19609315,1.82685610,0.75495751,0.15598298
-5.74187094,6.34648897,0.02741933,1.34973119,2.62303577,2.13770728,0.20722861,1.84332378,0.74342671,0.16001514
-5.73586793,6.57900306,0.02647289,1.44056430,2.72438390,2.25846562,0.21817281,1.86047317,0.73186035,0.16390012
-5.72986493,6.82310735,0.02543266,1.53624534,2.83630544,2.38687551,0.22879836,1.87907918,0.72087333,0.16768083
-5.72386193,7.08029737,0.02431969,1.63684620,2.96033136,2.52337920,0.23897735,1.89994129,0.71110399,0.17140740
-5.71785893,7.35190001,0.02315611,1.74235757,3.09787064,2.66829579,0.24858417,1.92384854,0.70319121,0.17513483
-5.71185593,7.63896325,0.02196449,1.85266658,3.25013703,2.82177474,0.25749837,1.95154360,0.69775083,0.17892036
-5.70585293,7.94214989,0.02076712,1.96753620,3.41807675,2.98375196,0.26560761,1.98368749,0.69535206,0.18282060
-5.69984992,8.26164009,0.01958543,2.08658737,3.60229992,3.15391077,0.27281049,2.02082604,0.69649485,0.18688869
-5.69384692,8.59704734,0.01843945,2.20928514,3.80301869,3.33165003,0.27901916,2.06335981,0.70158914,0.19117150
-5.68784392,8.94735216,0.01734734,2.33492959,4.01999491,3.51606113,0.28416173,2.11151831,0.71093669,0.19570697
-5.68184092,9.31085737,0.01632500,2.46265252,4.25250007,3.70591590,0.28818415,2.16533982,0.72471638,0.20052182
-5.67583792,9.68516767,0.01538583,2.59142058,4.49928986,3.89966651,0.29105166,2.22465765,0.74297334,0.20562957
-5.66983492,10.06719589,0.01454055,2.72004518,4.75859533,4.09545848,0.29274975,2.28909329,0.76561263,0.21102905
-5.66383192,10.45319689,0.01379709,2.84719935,5.02813204,4.29115691,0.29328439,2.35805717,0.79239756,0.21670349
-5.65782891,10.83882905,0.01316063,2.97144140,5.30512793,4.48438588,0.29268172,2.43075677,0.82295300,0.22262007
-5.65182591,11.21924217,0.01263366,3.09124493,5.58636984,4.67258003,0.29098719,2.50621233,0.85677334,0.22873017
-5.64582291,11.58918948,0.01221614,3.20503427,5.86826812,4.85304683,0.28826405,2.58327936,0.89323520,0.23497012
-5.63981991,11.94316034,0.01190571,3.31122432,6.14693740,5.02303767,0.28459142,2.66067757,0.93161423,0.24126259
-5.63381691,12.27552906,0.01169793,3.40826348,6.41829145,5.17982495,0.28006199,2.73702505,0.97110554,0.24751847
-5.62781391,12.58071470,0.01158655,3.49467794,6.67814890,5.32078266,0.27477934,2.81087670,1.01084703,0.25363914
-5.62181091,12.85334596,0.01156387,3.56911579,6.92234625,5.44346680,0.26885520,2.88076543,1.04994473,0.25951926
-5.61580790,13.08842473,0.01162098,3.63038907,7.14685392,5.54569284,0.26240664,2.94524480,1.08749935,0.26504968
-5.60980490,13.28148216,0.01174814,3.67751216,7.34789121,5.62560666,0.25555328,3.00293141,1.12263285,0.27012065
-5.60380190,13.42872086,0.01193508,3.70973465,7.52203556,5.68174610,0.24841474,3.05254558,1.15451429,0.27462505
-5.59779890,13.52713769,0.01217132,3.72656755,7.66632196,5.71309047,0.24110833,3.09294880,1.18238384,0.27846153
-5.59179590,13.57462218,0.01244647,3.72780154,7.77832862,5.71909588,0.23374707,3.12317655,1.20557413,0.28153757
-5.58579290,13.57002669,0.01275051,3.71351644,7.85624573,5.69971493,0.22643811,3.14246531,1.22352823,0.28377221
-5.57978989,13.51320564,0.01307402,3.68408154,7.89892450,5.65539987,0.21928150,3.15027292,1.23581360,0.28509849
-5.57378689,13.40502239,0.01340846,3.64014675,7.90590519,5.58708924,0.21236941,3.14629145,1.24213167,0.28546536
-5.56778389,13.24732393,0.01374631,3.58262495,7.87742303,5.49617863,0.20578563,3.13045252,1.24232270,0.28483922
-5.56178089,13.04288469,0.01408126,3.51266623,7.81439261,5.38447699,0.19960548,3.10292478,1.23636609,0.28320481
-5.55577789,12.79532228,0.01440831,3.43162525,7.71837164,5.25415042,0.19389584,3.06410414,1.22437616,0.28056557
-5.54977489,12.50898887,0.01472381,3.34102297,7.59150632,5.10765591,0.18871541,3.01459718,1.20659384,0.27694351
-5.54377189,12.18884300,0.01502550,3.24250431,7.43646097,4.94766804,0.18411507,2.95519878,1.18337477,0.27237844
-5.53776888,11.84030713,0.01531248,3.13779360,7.25633519,4.77700153,0.18013819,2.88686487,1.15517449,0.26692672
-5.53176588,11.46911674,0.01558509,3.02864917,7.05457224,4.59853278,0.17682087,2.81068176,1.12253139,0.26065959
-5.52576288,11.08116647,0.01584476,2.91681916,6.83486245,4.41512351,0.17419206,2.72783312,1.08604828,0.25366110
-5.51975988,10.68235919,0.01609387,2.80399966,6.60104531,4.22954912,0.17227351,2.63956613,1.04637326,0.24602575
-5.51375688,10.27846273,0.01633547,2.69179677,6.35701393,4.04443413,0.17107948,2.54715788,1.00418070,0.23785583
-5.50775388,9.87497900,0.01657303,2.58169347,6.10662483,3.86219670,0.17061627,2.45188328,0.96015300,0.22925876
-5.50175088,9.47702886,0.01681017,2.47502225,5.85361591,3.68500352,0.17088155,2.35498538,0.91496363,0.22034429
-5.49574787,9.08925559,0.01705033,2.37294379,5.60153452,3.51473600,0.17186355,2.25764904,0.86926206,0.21122181
-5.48974487,8.71574883,0.01729652,2.27643220,5.35367711,3.35296791,0.17354019,2.16097843,0.82366071,0.20199774
-5.48374187,8.35998972,0.01755099,2.18626649,5.11304139,3.20095445,0.17587821,2.06597875,0.77872430,0.19277321
-5.47773887,8.02481745,0.01781504,2.10302827,4.88229111,3.05963203,0.17883242,1.97354252,0.73496168,0.18364194
-5.47173587,7.71241651,0.01808878,2.02710494,4.66373323,2.92962774,0.18234512,1.88444037,0.69281999,0.17468848
-5.46573287,7.42432330,0.01837101,1.95869807,4.45930664,2.81127730,0.18634591,1.79931609,0.65268121,0.16598688
-5.45972986,7.16145031,0.01865916,1.89783601,4.27058145,2.70464998,0.19075181,1.71868591,0.61486084,0.15759964
-5.45372686,6.92412561,0.01894927,1.84439004,4.09876721,2.60957888,0.19546791,1.64294141,0.57960845,0.14957721
-5.44772386,6.71214516,0.01923607,1.79809322,3.94472867,2.52569508,0.20038855,1.57235571,0.54711001,0.14195780
-5.44172086,6.52483535,0.01951315,1.75856122,3.80900724,2.45246394,0.20539904,1.50709246,0.51749143,0.13476766
-5.43571786,6.36112275,0.01977320,1.72531409,3.69184655,2.38922213,0.21037789,1.44721688,0.49082338,0.12802164
-5.42971486,6.21960852,0.02000824,1.69779852,3.59322037,2.33521402,0.21519960,1.39270856,0.46712677,0.12172418
-5.42371186,6.09864454,0.02021003,1.67540955,3.51286149,2.28962614,0.21973778,1.34347516,0.44637895,0.11587045
-5.41770885,5.99640864,0.02037037,1.65751148,3.45029012,2.25161878,0.22386862,1.29936665,0.42852008,0.11044778
-5.41170585,5.91097651,0.02048150,1.64345697,3.40484078,2.22035377,0.22747444,1.26018940,0.41345975,0.10543718
-5.40570285,5.84038788,0.02053649,1.63260427,3.37568681,2.19501774,0.23044731,1.22571958,0.40108334,0.10081495
-5.39969985,5.78270528,0.02052953,1.62433192,3.36186189,2.17484063,0.23269240,1.19571562,0.39125824,0.09655427
-5.39369685,5.73606352,0.02045626,1.61805081,3.36227844,2.15910893,0.23413098,1.16992903,0.38383954,0.09262667
-5.38769385,5.69870895,0.02031398,1.61321338,3.37574277,2.14717379,0.23470296,1.14811342,0.37867520,0.08900349
-5.38169085,5.66902788,0.02010180,1.60931988,3.40096749,2.13845424,0.23436868,1.13003155,0.37561056,0.08565701
-5.37568784,5.64556398,0.01982076,1.60592198,3.43658165,2.13243571,0.23310997,1.11546017,0.37449205,0.08256147
-5.36968484,5.62702513,0.01947372,1.60262370,3.48113944,2.12866474,0.23093042,1.10419264,0.37517027,0.07969379
-5.36368184,5.61228086,0.01906535,1.59908022,3.53312861,2.12674039,0.22785474,1.09603969,0.37750213,0.07703407
-5.35767884,5.60035173,0.01860192,1.59499480,3.59097941,2.12630348,0.22392732,1.09082823,0.38135238,0.07456583
-5.35167584,5.59039273,0.01809102,1.59011448,3.65307534,2.12702454,0.21921009,1.08839888,0.38659440,0.07227603
-5.34567284,5.58167271,0.01754130,1.58422511,3.71776676,2.12859167,0.21377970,1.08860235,0.39311043,0.07015487
-5.33966983,5.57355241,0.01696216,1.57714609,3.78338792,2.13069919,0.20772425,1.09129549,0.40079133,0.06819549
-5.33366683,5.56546332,0.01636332,1.56872560,3.84827840,2.13303830,0.20113976,1.09633718,0.40953604,0.06639352
-5.32766383,5.55688955,0.01575456,1.55883661,3.91080882,2.13529034,0.19412647,1.10358485,0.41925080,0.06474652
-5.32166083,5.54735461,0.01514531,1.54737412,3.96941098,2.13712344,0.18678526,1.11289183,0.42984834,0.06325353
-5.31565783,5.53641433,0.01454445,1.53425389,4.02261175,2.13819297,0.17921435,1.12410605,0.44124713,0.06191451
-5.30965483,5.52365680,0.01395998,1.51941269,4.06906984,2.13814577,0.17150637,1.13707021,0.45337073,0.06072992
-5.30365183,5.50870943,0.01339891,1.50281004,4.10761406,2.13662814,0.16374599,1.15162354,0.46614745,0.05970037
-5.29764882,5.49125249,0.01286708,1.48443136,4.13728156,2.13329701,0.15600817,1.16760511,0.47951008,0.05882632
-5.29164582,5.47103814,0.01236917,1.46429199,4.15735407,2.12783367,0.14835710,1.18485844,0.49339601,0.05810801
-5.28564282,5.44791324,0.01190864,1.44244179,4.16739033,2.11995909,0.14084576,1.20323713,0.50774734,0.05754536
-5.27963982,5.42184373,0.01148786,1.41896985,4.16725261,2.10944977,0.13351612,1.22261098,0.52251124,0.05713800
-5.27363682,5.39293864,0.01110816,1.39400868,4.15712567,2.09615301,0.12639990,1.24287222,0.53764023,0.05688548
-5.26763382,5.36147099,0.01077002,1.36773741,4.13752654,2.08000055,0.11951977,1.26394117,0.55309239,0.05678731
-5.26163082,5.32789386,0.01047321,1.34038363,4.10930398,2.06101942,0.11289088,1.28577096,0.56883147,0.05684326
-5.25562781,5.29284931,0.01021696,1.31222338,4.07362697,2.03933930,0.10652253,1.30835070,0.58482661,0.05705343
-5.24962481,5.25716914,0.01000014,1.28357913,4.03196189,2.01519568,0.10041994,1.33170688,0.60105199,0.05741843
-5.24362181,5.22186630,0.00982143,1.25481570,3.98603901,1.98892845,0.09458597,1.35590262,0.61748600,0.05793945
-5.23761881,5.18811686,0.00967940,1.22633401,3.93780887,1.96097592,0.08902259,1.38103475,0.63411030,0.05861825
-5.23161581,5.15723286,0.00957265,1.19856297,3.88939014,1.93186434,0.08373213,1.40722873,0.65090853,0.05945706
-5.22561281,5.13062698,0.00949987,1.17194974,3.84301061,1.90219356,0.07871825,1.43463160,0.66786504,0.06045844
-5.21960980,5.10977031,0.00945985,1.14694878,3.80094354,1.87261927,0.07398643,1.46340327,0.68496347,0.06162496
-5.21360680,5.09614534,0.00945149,1.12401019,3.76544148,1.84383293,0.06954420,1.49370653,0.70218546,0.06295892
-5.20760380,5.09119604,0.00947373,1.10356766,3.73867017,1.81654012,0.06540100,1.52569633,0.71950957,0.06446193
-5.20160080,5.09627725,0.00952554,1.08602684,3.72264486,1.79143849,0.06156774,1.55950880,0.73691036,0.06613449
-5.19559780,5.11260582,0.00960578,1.07175426,3.71917129,1.76919608,0.05805604,1.59525066,0.75435792,0.06797551
-5.18959480,5.14121538,0.00971312,1.06106749,3.72979337,1.75043113,0.05487744,1.63298938,0.77181770,0.06998190
-5.18359180,5.18291675,0.00984596,1.05422670,3.75574943,1.73569405,0.05204235,1.67274472,0.78925068,0.07214816
-5.17758879,5.23826556,0.01000232,1.05142805,3.79793832,1.72545209,0.04955910,1.71448203,0.80661392,0.07446600
-5.17158579,5.30753825,0.01017974,1.05279889,3.85689639,1.72007739,0.04743297,1.75810758,0.82386141,0.07692409
-5.16558279,5.39071729,0.01037527,1.05839500,3.93278592,1.71983844,0.04566536,1.80346629,0.84094504,0.07950786
-5.15957979,5.48748610,0.01058539,1.06819982,4.02539506,1.72489525,0.04425313,1.85034181,0.85781579,0.08219948
-5.15357679,5.59723353,0.01080602,1.08212550,4.13414903,1.73529802,0.04318811,1.89845917,0.87442484,0.08497789
-5.14757379,5.71906775,0.01103257,1.10001581,4.25813167,1.75098914,0.04245689,1.94748980,0.89072465,0.08781899
-5.14157079,5.85183859,0.01125998,1.12165040,4.39611634,1.77180827,0.04204085,1.99705886,0.90666994,0.09069601
-5.13556778,5.99416747,0.01148280,1.14675053,4.54660461,1.79749991,0.04191638,2.04675443,0.92221838,0.09357994
-5.12956478,6.14448346,0.01169536,1.17498564,4.70787083,1.82772312,0.04205538,2.09613845,0.93733103,0.09644012
-5.12356178,6.30106404,0.01189189,1.20598067,4.87801084,1.86206272,0.04242590,2.14475870,0.95197253,0.09924486
-5.11755878,6.46207867,0.01206672,1.23932382,5.05499236,1.90004157,0.04299302,2.19216155,0.96611095,0.10196227
-5.11155578,6.62563354,0.01221440,1.27457432,5.23670513,1.94113314,0.04371971,2.23790476,0.97971737,0.10456097
-5.10555278,6.78981541,0.01232995,1.31127011,5.42100858,1.98477409,0.04456792,2.28156978,0.99276518,0.10701092
-5.09954977,6.95273289,0.01240903,1.34893505,5.60577509,2.03037616,0.04549955,2.32277304,1.00522914,0.10928419
-5.09354677,7.11255341,0.01244805,1.38708550,5.78892731,2.07733710,0.04647747,2.36117556,1.01708417,0.11135568
-5.08754377,7.26753440,0.01244438,1.42523616,5.96846818,2.12505016,0.04746644,2.39649043,1.02830408,0.11320371
-5.08154077,7.41604765,0.01239643,1.46290501,6.14250300,2.17291207,0.04843395,2.42848782,1.03886007,0.11481052
-5.07553777,7.55659600,0.01230371,1.49961739,6.30925324,2.22032919,0.04935084,2.45699703,1.04871919,0.11616262
-5.06953477,7.68782222,0.01216689,1.53490920,6.46706253,2.26672194,0.05019188,2.48190578,1.05784284,0.11725097
-5.06353177,7.80851017,0.01198776,1.56832940,6.61439566,2.31152760,0.05093610,2.50315637,1.06618527,0.11807093
-5.05752876,7.91757913,0.01176918,1.59944195,6.74983200,2.35420169,0.05156691,2.52073934,1.07369223,0.11862214
-5.05152576,8.01407230,0.01151501,1.62782743,6.87205523,2.39421827,0.05207214,2.53468464,1.08029991,0.11890817
-5.04552276,8.09714130,0.01122989,1.65308458,6.97984143,2.43106959,0.05244388,2.54505112,1.08593410,0.11893603
-5.03951976,8.16602833,0.01091913,1.67483206,7.07204762,2.46426550,0.05267813,2.55191495,1.09050993,0.11871565
-5.03351676,8.22004816,0.01058851,1.69271065,7.14760327,2.49333321,0.05277441,2.55535759,1.09393194,0.11825919
-5.02751376,8.25857210,0.01024402,1.70638608,7.20550622,2.51781779,0.05273528,2.55545439,1.09609494,0.11758045
-5.02151076,8.28101564,0.00989165,1.71555276,7.24482502,2.53728385,0.05256577,2.55226433,1.09688544,0.11669417
-5.01550775,8.28683169,0.00953721,1.71993832,7.26470834,2.55131869,0.05227284,2.54582193,1.09618379,0.11561551
-5.00950475,8.27551034,0.00918605,1.71930900,7.26440189,2.55953718,0.05186483,2.53613168,1.09386704,0.11435956
-5.00350175,8.24658611,0.00884297,1.71347578,7.24327260,2.56158832,0.05135093,2.52316561,1.08981254,0.11294098
-4.99749875,8.19965246,0.00851199,1.70230099,7.20083880,2.55716346,0.05074079,2.50686432,1.08390201,0.11137383
-4.99149575,8.13438329,0.00819630,1.68570505,7.13680481,2.54600584,0.05004414,2.48714134,1.07602620,0.10967150
-4.98549275,8.05056017,0.00789817,1.66367300,7.05109769,2.52792101,0.04927052,2.46389074,1.06608979,0.10784682
-4.97948974,7.94810364,0.00761889,1.63626029,6.94390358,2.50278772,0.04842913,2.43699776,1.05401641,0.10591235
-4.97348674,7.82710664,0.00735885,1.60359752,6.81570071,2.47056853,0.04752877,2.40635149,1.03975352,0.10388065
-4.96748374,7.68786762,0.00711760,1.56589359,6.66728654,2.43131945,0.04657780,2.37185933,1.02327702,0.10176481
-4.96148074,7.53092105,0.00689387,1.52343693,6.49979628,2.38519814,0.04558433,2.33346197,1.00459515,0.09957885
-4.95547774,7.35706282,0.00668580,1.47659452,6.31471085,2.33246978,0.04455625,2.29114826,0.98375165,0.09733825
-4.94947474,7.16736857,0.00649105,1.42580860,6.11385271,2.27351030,0.04350151,2.24496882,0.96082790,0.09506034
-4.94347174,6.96320291,0.00630693,1.37159090,5.89936874,2.20880644,0.04242822,2.19504774,0.93594384,0.09276465
-4.93746873,6.74621858,0.00613065,1.31451457,5.67370016,2.13895242,0.04134492,2.14159135,0.90925758,0.09047311
-4.93146573,6.51834439,0.00595944,1.25520404,5.43954011,2.06464312,0.04026065,2.08489368,0.88096378,0.08821015
-4.92546273,6.28176209,0.00579072,1.19432308,5.19978045,1.98666385,0.03918513,2.02533789,0.85129048,0.08600252
-4.91945973,6.03887244,0.00562228,1.13256150,4.95744969,1.90587692,0.03812875,1.96339367,0.82049485,0.08387905
-4.91345673,5.79225149,0.00545233,1.07062105,4.71564471,1.82320545,0.03710255,1.89961036,0.78885763,0.08187011
-4.90745373,5.54459850,0.00527966,1.00920099,4.47745894,1.73961485,0.03611814,1.83460611,0.75667663,0.08000697
-4.90145073,5.29867748,0.00510366,0.94898384,4.24591010,1.65609267,0.03518745,1.76905341,0.72425953,0.07832096
-4.89544772,5.05725430,0.00492437,0.89062190,4.02387024,1.57362741,0.03432252,1.70366152,0.69191611,0.07684256
-4.88944472,4.82303187,0.00474246,0.83472489,3.81400088,1.49318696,0.03353514,1.63915661,0.65995028,0.07560030
-4.88344172,4.59858558,0.00455920,0.78184910,3.61869537,1.41569741,0.03283646,1.57626034,0.62865230,0.07461973
-4.87743872,4.38630137,0.00437637,0.73248832,3.44003035,1.34202283,0.03223658,1.51566782,0.59829126,0.07392234
-4.87143572,4.18831841,0.00419625,0.68706673,3.27972752,1.27294663,0.03174410,1.45802590,0.56910834,0.07352449
-4.86543272,4.00647842,0.00402139,0.64593363,3.13912627,1.20915494,0.03136571,1.40391267,0.54131096,0.07343651
-4.85942971,3.84228285,0.00385462,0.60936025,3.01916738,1.15122249,0.03110576,1.35381900,0.51506808,0.07366188
-4.85342671,3.69685940,0.00369880,0.57753823,2.92038717,1.09960125,0.03096593,1.30813289,0.49050677,0.07419664
-4.84742371,3.57093839,0.00355680,0.55057965,2.84292143,1.05461207,0.03094492,1.26712725,0.46771028,0.07502899
-4.84142071,3.46483953,0.00343126,0.52851852,2.78651773,1.01643942,0.03103831,1.23095154,0.44671750,0.07613911
-4.83541771,3.37846915,0.00332458,0.51131323,2.75055493,0.98512928,0.03123841,1.19962762,0.42752385,0.07749928
-4.82941471,3.31132760,0.00323871,0.49884992,2.73406832,0.96059020,0.03153434,1.17304981,0.41008366,0.07907423
-4.82341171,3.26252640,0.00317514,0.49094650,2.73577915,0.94259727,0.03191214,1.15098931,0.39431363,0.08082174
-4.81740870,3.23081427,0.00313478,0.48735706,2.75412718,0.93079913,0.03235504,1.13310251,0.38009752,0.08269354
-4.81140570,3.21461143,0.00311794,0.48777676,2.78730539,0.92472757,0.03284384,1.11894305,0.36729162,0.08463637
-4.80540270,3.21205099,0.00312428,0.49184706,2.83329618,0.92380967,0.03335738,1.10797700,0.35573084,0.08659328
-4.79939970,3.22102645,0.00315284,0.49916124,2.88990850,0.92738222,0.03387312,1.09960067,0.34523532,0.08850503
-4.79339670,3.23924428,0.00320204,0.50927047,2.95481590,0.93470811,0.03436777,1.09316038,0.33561702,0.09031167
-4.78739370,3.26428041,0.00326976,0.52169042,3.02559557,0.94499446,0.03481793,1.08797338,0.32668636,0.09195416
-4.78139070,3.29363954,0.00335336,0.53590854,3.09976851,0.95741218,0.03520085,1.08334951,0.31825846,0.09337592
-4.77538769,3.32481613,0.00344983,0.55139215,3.17484107,0.97111651,0.03549507,1.07861257,0.31015904,0.09452450
-4.76938469,3.35535586,0.00355587,0.56759747,3.24834824,0.98526832,0.03568111,1.07312100,0.30222951,0.09535302
-4.76338169,3.38291644,0.00366805,0.58397948,3.31789840,0.99905558,0.03574207,1.06628723,0.29433149,0.09582149
-4.75737869,3.40532655,0.00378286,0.60000269,3.38121966,1.01171471,0.03566415,1.05759503,0.28635040,0.09589804
-4.75137569,3.42064157,0.00389698,0.61515263,3.43620705,1.02255110,0.03543710,1.04661470,0.27819825,0.09555983
-4.74537269,3.42719489,0.00400731,0.62894783,3.48096980,1.03095854,0.03505449,1.03301549,0.26981558,0.09479377
-4.73936968,3.42364354,0.00411117,0.64095191,3.51387761,1.03643677,0.03451396,1.01657515,0.26117255,0.09359691
-4.73336668,3.40900688,0.00420642,0.65078549,3.53360428,1.03860680,0.03381723,0.99718642,0.25226930,0.09197666
-4.72736368,3.38269714,0.00429156,0.65813735,3.53916721,1.03722340,0.03297010,0.97486043,0.24313551,0.08995061
-4.72136068,3.34454093,0.00436586,0.66277448,3.52996080,1.03218436,0.03198220,0.94972699,0.23382946,0.08754613
-4.71535768,3.29479065,0.00442941,0.66455034,3.50578211,1.02353610,0.03086672,0.92203193,0.22443646,0.08479975
-4.70935468,3.23412531,0.00448317,0.66341108,3.46684691,1.01147528,0.02964000,0.89213161,0.21506689,0.08175625
-4.70335168,3.16364050,0.00452901,0.65939914,3.41379495,0.99634639,0.02832109,0.86048496,0.20585377,0.07846760
-4.69734867,3.08482722,0.00456968,0.65265403,3.34768317,0.97863508,0.02693116,0.82764320,0.19695018,0.07499168
-4.69134567,2.99954010,0.00460876,0.64341013,3.26996642,0.95895743,0.02549291,0.79423766,0.18852632,0.07139098
-4.68534267,2.90995559,0.00465059,0.63199135,3.18246566,0.93804530,0.02403005,0.76096602,0.18076645,0.06773112
-4.67933967,2.81852100,0.00470014,0.61880282,3.08732408,0.91672821,0.02256659,0.72857724,0.17386566,0.06407938
-4.67333667,2.72789580,0.00476291,0.60431979,2.98695231,0.89591210,0.02112635,0.69785563,0.16802652,0.06050327
-4.66733367,2.64088646,0.00484467,0.58907421,2.88396423,0.87655560,0.01973236,0.66960429,0.16345563,0.05706912
-4.66133067,2.56037678,0.00495136,0.57363922,2.78110555,0.85964459,0.01840638,0.64462821,0.16036002,0.05384066
-4.65532766,2.48925530,0.00508882,0.55861243,2.68117735,0.84616549,0.01716848,0.62371731,0.15894348,0.05087785
-4.64932466,2.43034173,0.00526256,0.54459826,2.58695722,0.83707829,0.01603665,0.60762963,0.15940271,0.04823573
-4.64332166,2.38631425,0.00547756,0.53219019,2.50112078,0.83328999,0.01502648,0.59707484,0.16192340,0.04596337
