energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.38769385,0.99859883,0.27393125,0.09852804,0.00013289,0.18719515,0.32616471,0.38220279,0.00674482,0.29402756
-5.38169085,0.99025198,0.26849702,0.09758920,0.00012071,0.18445606,0.32169818,0.38088419,0.00707537,0.29012145
-5.37568784,0.98372286,0.26337777,0.09675954,0.00011067,0.18210382,0.31791831,0.38050874,0.00738463,0.28643991
-5.36968484,0.97861134,0.25853130,0.09600455,0.00010247,0.18002687,0.31467268,0.38094946,0.00766639,0.28288836
-5.36368184,0.97455638,0.25392474,0.09529363,0.00009581,0.17812627,0.31182535,0.38208993,0.00791477,0.27938258
-5.35767884,0.97123880,0.24953399,0.09460123,0.00009041,0.17631649,0.30925750,0.38382311,0.00812437,0.27585080
-5.35167584,0.96838222,0.24534252,0.09390787,0.00008600,0.17452590,0.30686734,0.38604960,0.00829042,0.27223534
-5.34567284,0.96575250,0.24133980,0.09320098,0.00008236,0.17269672,0.30456932,0.38867557,0.00840893,0.26849370
-5.33966983,0.96315615,0.23751955,0.09247561,0.00007927,0.17078481,0.30229294,0.39161053,0.00847685,0.26459919
-5.33366683,0.96043787,0.23387785,0.09173497,0.00007655,0.16875899,0.29998123,0.39476527,0.00849212,0.26054118
-5.32766383,0.95747779,0.23041138,0.09099076,0.00007406,0.16660035,0.29758905,0.39805012,0.00845379,0.25632488
-5.32166083,0.95418847,0.22711594,0.09026330,0.00007168,0.16430127,0.29508138,0.40137362,0.00836201,0.25197083
-5.31565783,0.95051216,0.22398518,0.08958147,0.00006931,0.16186442,0.29243175,0.40464197,0.00821808,0.24751410
-5.30965483,0.94641829,0.22100981,0.08898247,0.00006689,0.15930161,0.28962079,0.40775914,0.00802434,0.24300311
-5.30365183,0.94190148,0.21817727,0.08851125,0.00006440,0.15663268,0.28663510,0.41062770,0.00778418,0.23849834
-5.29764882,0.93697999,0.21547178,0.08821985,0.00006180,0.15388440,0.28346636,0.41315055,0.00750183,0.23407076
-5.29164582,0.93169477,0.21287493,0.08816644,0.00005911,0.15108926,0.28011079,0.41523324,0.00718231,0.22980004
-5.28564282,0.92610877,0.21036652,0.08841412,0.00005636,0.14828446,0.27656891,0.41678693,0.00683123,0.22577270
-5.27963982,0.92030668,0.20792581,0.08902956,0.00005359,0.14551079,0.27284557,0.41773176,0.00645458,0.22208004
-5.27363682,0.91439466,0.20553300,0.09008140,0.00005084,0.14281163,0.26895014,0.41800045,0.00605864,0.21881598
-5.26763382,0.90850000,0.20317070,0.09163846,0.00004819,0.14023195,0.26489695,0.41754188,0.00564970,0.21607483
-5.26163082,0.90277044,0.20082554,0.09376785,0.00004571,0.13781736,0.26070572,0.41632451,0.00523397,0.21394901
-5.25562781,0.89737290,0.19848958,0.09653287,0.00004348,0.13561317,0.25640197,0.41433926,0.00481736,0.21252668
-5.24962481,0.89249148,0.19616154,0.09999094,0.00004160,0.13366347,0.25201737,0.41160173,0.00440538,0.21188945
-5.24362181,0.88832455,0.19384768,0.10419137,0.00004014,0.13201026,0.24758987,0.40815358,0.00400301,0.21211005
-5.23761881,0.88508074,0.19156239,0.10917335,0.00003921,0.13069254,0.24316362,0.40406283,0.00361463,0.21325019
-5.23161581,0.88297400,0.18932821,0.11496386,0.00003891,0.12974542,0.23878851,0.39942310,0.00324395,0.21535843
-5.22561281,0.88221753,0.18717550,0.12157585,0.00003933,0.12919929,0.23451944,0.39435165,0.00289398,0.21846831
-5.21960980,0.88301693,0.18514157,0.12900669,0.00004056,0.12907898,0.23041526,0.38898629,0.00256704,0.22259673
-5.21360680,0.88556256,0.18326944,0.13723684,0.00004270,0.12940296,0.22653727,0.38348127,0.00226476,0.22774259
-5.20760380,0.89002163,0.18160616,0.14622899,0.00004583,0.13018262,0.22294759,0.37800220,0.00198812,0.23388577
-5.20160080,0.89653007,0.18020081,0.15592761,0.00005005,0.13142165,0.21970715,0.37272031,0.00173753,0.24098662
-5.19559780,0.90518480,0.17910234,0.16625903,0.00005543,0.13311554,0.21687361,0.36780624,0.00151287,0.24898575
-5.18959480,0.91603657,0.17835722,0.17713195,0.00006202,0.13525115,0.21449924,0.36342353,0.00131357,0.25780448
-5.18359180,0.92908400,0.17800716,0.18843860,0.00006989,0.13780662,0.21262876,0.35972226,0.00113869,0.26734566
-5.17758879,0.94426883,0.17808680,0.20005642,0.00007905,0.14075130,0.21129740,0.35683299,0.00098699,0.27749513
-5.17158579,0.96147308,0.17862183,0.21185018,0.00008954,0.14404603,0.21052919,0.35486129,0.00085701,0.28812362
-5.16558279,0.98051810,0.17962719,0.22367467,0.00010133,0.14764363,0.21033559,0.35388319,0.00074713,0.29908915
-5.15957979,1.00116579,0.18110590,0.23537775,0.00011439,0.15148962,0.21071454,0.35394162,0.00065563,0.31023995
-5.15357679,1.02312206,0.18304820,0.24680377,0.00012866,0.15552321,0.21165002,0.35504412,0.00058075,0.32141771
-5.14757379,1.04604269,0.18543137,0.25779722,0.00014404,0.15967854,0.21311213,0.35716193,0.00052069,0.33246119
-5.14157079,1.06954130,0.18822006,0.26820651,0.00016040,0.16388613,0.21505776,0.36023051,0.00047373,0.34321008
-5.13556778,1.09319944,0.19136719,0.27788789,0.00017758,0.16807458,0.21743182,0.36415147,0.00043817,0.35350906
-5.12956478,1.11657863,0.19481554,0.28670917,0.00019538,0.17217239,0.22016901,0.36879599,0.00041238,0.36321191
-5.12356178,1.13923381,0.19849978,0.29455342,0.00021359,0.17610994,0.22319609,0.37400958,0.00039486,0.37218559
-5.11755878,1.16072819,0.20234907,0.30132224,0.00023196,0.17982156,0.22643465,0.37961795,0.00038415,0.38031428
-5.11155578,1.18064875,0.20629008,0.30693883,0.00025022,0.18324764,0.22980418,0.38543406,0.00037894,0.38750316
-5.10555278,1.19862209,0.21025026,0.31135047,0.00026808,0.18633667,0.23322542,0.39126587,0.00037801,0.39368183
-5.09954977,1.21433007,0.21416142,0.31453054,0.00028527,0.18904717,0.23662382,0.39692466,0.00038025,0.39880741
-5.09354677,1.22752466,0.21796324,0.31647991,0.00030149,0.19134953,0.23993303,0.40223361,0.00038466,0.40286700
-5.08754377,1.23804139,0.22160676,0.31722763,0.00031646,0.19322748,0.24309814,0.40703627,0.00039035,0.40587954
-5.08154077,1.24581082,0.22505758,0.31683097,0.00032992,0.19467927,0.24607868,0.41120471,0.00039654,0.40789687
-5.07553777,1.25086741,0.22829857,0.31537464,0.00034167,0.19571849,0.24885109,0.41464680,0.00040257,0.40900394
-5.06953477,1.25335526,0.23133203,0.31296928,0.00035149,0.19637429,0.25141055,0.41731253,0.00040787,0.40931800
-5.06353177,1.25353015,0.23418104,0.30974913,0.00035926,0.19669115,0.25377202,0.41919884,0.00041200,0.40898673
-5.05752876,1.25175755,0.23688991,0.30586894,0.00036487,0.19672806,0.25597045,0.42035285,0.00041463,0.40818522
-5.05152576,1.24850629,0.23952363,0.30150019,0.00036831,0.19655695,0.25805991,0.42087317,0.00041550,0.40711176
-5.04552276,1.24433770,0.24216625,0.29682655,0.00036960,0.19626069,0.26011179,0.42090918,0.00041450,0.40598255
-5.03951976,1.23989035,0.24491815,0.29203883,0.00036882,0.19593035,0.26221196,0.42065807,0.00041157,0.40502521
-5.03351676,1.23586067,0.24789227,0.28732942,0.00036614,0.19566197,0.26445694,0.42035992,0.00040678,0.40447135
-5.02751376,1.23297974,0.25120941,0.28288643,0.00036174,0.19555291,0.26694929,0.42029050,0.00040026,0.40454839
-5.02151076,1.23198721,0.25499269,0.27888764,0.00035590,0.19569782,0.26979231,0.42075245,0.00039220,0.40547082
-5.01550775,1.23360295,0.25936147,0.27549454,0.00034890,0.19618449,0.27308425,0.42206462,0.00038286,0.40743115
-5.00950475,1.23849769,0.26442488,0.27284661,0.00034107,0.19708966,0.27691239,0.42455037,0.00037256,0.41059105
-5.00350175,1.24726370,0.27027534,0.27105606,0.00033277,0.19847500,0.28134716,0.42852495,0.00036162,0.41507295
-4.99749875,1.26038689,0.27698237,0.27020332,0.00032436,0.20038355,0.28643668,0.43428259,0.00035042,0.42095259
-4.99149575,1.27822149,0.28458694,0.27033341,0.00031621,0.20283663,0.29220200,0.44208376,0.00033930,0.42825275
-4.98549275,1.30096860,0.29309681,0.27145345,0.00030867,0.20583153,0.29863332,0.45214313,0.00032861,0.43693883
-4.97948974,1.32865983,0.30248297,0.27353141,0.00030206,0.20934017,0.30568744,0.46461877,0.00031870,0.44691628
-4.97348674,1.36114672,0.31267761,0.27649628,0.00029667,0.21330862,0.31328661,0.47960300,0.00030985,0.45803033
-4.96748374,1.39809695,0.32357354,0.28023959,0.00029277,0.21765786,0.32131897,0.49711535,0.00030231,0.47006819
-4.96148074,1.43899743,0.33502547,0.28461850,0.00029055,0.22228550,0.32964057,0.51709790,0.00029629,0.48276356
-4.95547774,1.48316462,0.34685289,0.28946005,0.00029015,0.22706865,0.33807894,0.53941335,0.00029194,0.49580365
-4.94947474,1.52976169,0.35884461,0.29456683,0.00029168,0.23186774,0.34643815,0.56384572,0.00028934,0.50883828
-4.94347174,1.57782191,0.37076482,0.29972354,0.00029515,0.23653111,0.35450511,0.59010387,0.00028851,0.52149095
-4.93746873,1.62627752,0.38236031,0.30470439,0.00030053,0.24090032,0.36205684,0.61782768,0.00028943,0.53337123
-4.93146573,1.67399273,0.39336872,0.30928093,0.00030774,0.24481581,0.36886848,0.64659658,0.00029199,0.54408821
-4.92546273,1.71979968,0.40352728,0.31323008,0.00031661,0.24812275,0.37472157,0.67594017,0.00029605,0.55326429
-4.91945973,1.76253568,0.41258184,0.31634198,0.00032697,0.25067683,0.37941222,0.70535053,0.00030142,0.56054872
-4.91345673,1.80108029,0.42029558,0.31842733,0.00033856,0.25234959,0.38275893,0.73429571,0.00030788,0.56563035
-4.90745373,1.83439067,0.42645725,0.31932390,0.00035111,0.25303328,0.38460956,0.76223388,0.00031515,0.56824903
-4.90145073,1.86153368,0.43088832,0.31890203,0.00036431,0.25264488,0.38484718,0.78862769,0.00032295,0.56820507
-4.89544772,1.88171364,0.43344904,0.31706874,0.00037783,0.25112907,0.38339460,0.81295827,0.00033100,0.56536647
-4.88944472,1.89429467,0.43404285,0.31377049,0.00039135,0.24846027,0.38021730,0.83473837,0.00033899,0.55967354
-4.88344172,1.89881678,0.43261923,0.30899442,0.00040451,0.24464338,0.37532475,0.85352433,0.00034662,0.55114075
-4.87743872,1.89500547,0.42917483,0.30276796,0.00041699,0.23971343,0.36877005,0.86892643,0.00035361,0.53985588
-4.87143572,1.88277468,0.42375280,0.29515712,0.00042845,0.23373413,0.36064793,0.88061738,0.00035971,0.52597639
-4.86543272,1.86222325,0.41644059,0.28626331,0.00043861,0.22679535,0.35109133,0.88833884,0.00036467,0.50972341
-4.85942971,1.83362548,0.40736623,0.27621915,0.00044718,0.21900979,0.34026661,0.89190581,0.00036829,0.49137356
-4.85342671,1.79741645,0.39669333,0.26518324,0.00045393,0.21050893,0.32836779,0.89120889,0.00037040,0.47124911
-4.84742371,1.75417304,0.38461520,0.25333438,0.00045865,0.20143843,0.31560999,0.88621454,0.00037088,0.44970685
-4.84142071,1.70459170,0.37134815,0.24086530,0.00046119,0.19195330,0.30222237,0.87696343,0.00036962,0.42712629
-4.83541771,1.64946394,0.35712450,0.22797639,0.00046142,0.18221298,0.28844093,0.86356707,0.00036659,0.40389759
-4.82941471,1.58965072,0.34218542,0.21486951,0.00045929,0.17237644,0.27450139,0.84620294,0.00036178,0.38040980
-4.82341171,1.52605676,0.32677397,0.20174218,0.00045477,0.16259767,0.26063240,0.82510837,0.00035520,0.35703977
-4.81740870,1.45960549,0.31112856,0.18878240,0.00044788,0.15302153,0.24704932,0.80057340,0.00034693,0.33414214
-4.81140570,1.39121569,0.29547694,0.17616411,0.00043869,0.14378014,0.23394875,0.77293290,0.00033706,0.31204072
-4.80540270,1.32178015,0.28003107,0.16404353,0.00042732,0.13498999,0.22150394,0.74255814,0.00032571,0.29102145
-4.79939970,1.25214701,0.26498274,0.15255643,0.00041392,0.12674959,0.20986113,0.70984803,0.00031304,0.27132700
-4.79339670,1.18310400,0.25050018,0.14181616,0.00039867,0.11913794,0.19913691,0.67522033,0.00029921,0.25315327
-4.78739370,1.11536565,0.23672560,0.13191272,0.00038178,0.11221364,0.18941660,0.63910290,0.00028442,0.23664743
-4.78139070,1.04956368,0.22377369,0.12291252,0.00036349,0.10601471,0.18075364,0.60192523,0.00026885,0.22190773
-4.77538769,0.98624031,0.21173096,0.11485890,0.00034406,0.10055893,0.17316982,0.56411034,0.00025269,0.20898473
-4.76938469,0.92584445,0.20065591,0.10777331,0.00032375,0.09584484,0.16665658,0.52606733,0.00023617,0.19788379
-4.76338169,0.86873049,0.19058001,0.10165692,0.00030282,0.09185315,0.16117686,0.48818456,0.00021945,0.18856879
-4.75737869,0.81515947,0.18150924,0.09649267,0.00028155,0.08854856,0.15666786,0.45082362,0.00020275,0.18096649
-4.75137569,0.76530238,0.17342621,0.09224756,0.00026018,0.08588188,0.15304420,0.41431423,0.00018623,0.17497179
-4.74537269,0.71924518,0.16629273,0.08887505,0.00023896,0.08379241,0.15020171,0.37895007,0.00017004,0.17045316
-4.73936968,0.67699548,0.16005269,0.08631758,0.00021812,0.08221044,0.14802143,0.34498571,0.00015435,0.16725847
-4.73336668,0.63849022,0.15463518,0.08450897,0.00019786,0.08105981,0.14637397,0.31263455,0.00013927,0.16522075
-4.72736368,0.60360447,0.14995775,0.08337673,0.00017836,0.08026050,0.14512384,0.28206779,0.00012490,0.16416375
-4.72136068,0.57216071,0.14592968,0.08284417,0.00015977,0.07973110,0.14413390,0.25341452,0.00011134,0.16390729
-4.71535768,0.54393852,0.14245521,0.08283230,0.00014220,0.07939115,0.14326954,0.22676271,0.00009864,0.16427210
-4.70935468,0.51868425,0.13943655,0.08326148,0.00012575,0.07916330,0.14240267,0.20216118,0.00008685,0.16508414
-4.70335168,0.49612058,0.13677678,0.08405275,0.00011049,0.07897517,0.14141527,0.17962225,0.00007600,0.16617827
-4.69734867,0.47595550,0.13438232,0.08512899,0.00009645,0.07876097,0.14020250,0.15912511,0.00006608,0.16740133
-4.69134567,0.45789079,0.13216510,0.08641569,0.00008364,0.07846275,0.13867520,0.14061972,0.00005710,0.16861444
-4.68534267,0.44162948,0.13004441,0.08784165,0.00007206,0.07803134,0.13676174,0.12403099,0.00004902,0.16969463
-4.67933967,0.42688253,0.12794816,0.08933936,0.00006167,0.07742690,0.13440923,0.10926322,0.00004182,0.17053586
-4.67333667,0.41337426,0.12581388,0.09084527,0.00005243,0.07661916,0.13158401,0.09620452,0.00003544,0.17104932
-4.66733367,0.40084686,0.12358923,0.09230000,0.00004428,0.07558734,0.12827140,0.08473122,0.00002985,0.17116331
-4.66133067,0.38906373,0.12123212,0.09364840,0.00003715,0.07431971,0.12447490,0.07471201,0.00002497,0.17082253
-4.65532766,0.37781182,0.11871051,0.09483963,0.00003096,0.07281298,0.12021473,0.06601175,0.00002076,0.16998710
-4.64932466,0.36690307,0.11600194,0.09582729,0.00002563,0.07107145,0.11552591,0.05849497,0.00001714,0.16863128
-4.64332166,0.35617505,0.11309280,0.09656949,0.00002108,0.06910594,0.11045594,0.05202883,0.00001407,0.16674198
