energy_ev,total_up,Ag_p_up,Ag_d_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.78389195,8.36755214,0.70183837,3.60896381,2.65813344,1.33330080,0.03662289,0.68072215,0.06279950,2.30668123
-5.77788894,8.49641459,0.71096613,3.69664978,2.66481786,1.34991406,0.03644023,0.68640320,0.06421248,2.33092111
-5.77188594,8.62114747,0.72025608,3.78186409,2.67278670,1.36631691,0.03620792,0.69297736,0.06563917,2.35313488
-5.76588294,8.74140598,0.72968819,3.86443246,2.68180770,1.38237362,0.03593097,0.70030401,0.06706770,2.37331083
-5.75987994,8.85686032,0.73922826,3.94417336,2.69169453,1.39795076,0.03561503,0.70824744,0.06848586,2.39145057
-5.75387694,8.96716129,0.74882517,4.02088715,2.70229300,1.41291218,0.03526610,0.71667555,0.06988099,2.40755629
-5.74787394,9.07190972,0.75840881,4.09434734,2.71346661,1.42711473,0.03489021,0.72545829,0.07123991,2.42161916
-5.74187094,9.17063241,0.76788931,4.16429467,2.72508268,1.44040503,0.03449318,0.73446617,0.07254892,2.43360969
-5.73586793,9.26276653,0.77715738,4.23043462,2.73700007,1.45261775,0.03408040,0.74356893,0.07379385,2.44347089
-5.72986493,9.34765397,0.78608624,4.29243861,2.74905948,1.46357559,0.03365664,0.75263472,0.07496018,2.45111462
-5.72386193,9.42454655,0.79453480,4.34994907,2.76107706,1.47309122,0.03322593,0.76152978,0.07603327,2.45642159
-5.71785893,9.49262198,0.80235222,4.40258829,2.77284168,1.48097092,0.03279151,0.77011883,0.07699865,2.45924490
-5.71185593,9.55101004,0.80938361,4.44997064,2.78411604,1.48702001,0.03235583,0.77826619,0.07784241,2.45941696
-5.70585293,9.59882747,0.81547651,4.49171764,2.79464158,1.49104953,0.03192056,0.78583756,0.07855164,2.45675942
-5.69984992,9.63521976,0.82048798,4.52747518,2.80414659,1.49288404,0.03148676,0.79270240,0.07911487,2.45109522
-5.69384692,9.65940723,0.82429175,4.55693208,2.81235699,1.49236982,0.03105491,0.79873678,0.07952261,2.44226231
-5.68784392,9.67073284,0.82678511,4.57983887,2.81900892,1.48938311,0.03062515,0.80382657,0.07976778,2.43012772
-5.68184092,9.66870873,0.82789511,4.59602613,2.82386221,1.48383778,0.03019739,0.80787067,0.07984616,2.41460140
-5.67583792,9.65305875,0.82758366,4.60542116,2.82671360,1.47569202,0.02977150,0.81078414,0.07975671,2.39564863
-5.66983492,9.62375444,0.82585134,4.60806227,2.82740888,1.46495345,0.02934746,0.81250097,0.07950184,2.37330040
-5.66383192,9.58104204,0.82273943,4.60410981,2.82585293,1.45168251,0.02892551,0.81297638,0.07908753,2.34766093
-5.65782891,9.52545906,0.81833024,4.59385333,2.82201692,1.43599376,0.02850621,0.81218836,0.07852331,2.31891182
-5.65182591,9.45783906,0.81274554,4.57771449,2.81594209,1.41805493,0.02809060,0.81013842,0.07782207,2.28731268
-5.64582291,9.37930418,0.80614318,4.55624516,2.80773984,1.39808392,0.02768018,0.80685148,0.07699981,2.25319802
-5.63981991,9.29124551,0.79871206,4.53012092,2.79758794,1.37634368,0.02727694,0.80237487,0.07607514,2.21697052
-5.63381691,9.19529210,0.79066562,4.50012980,2.78572310,1.35313535,0.02688337,0.79677645,0.07506873,2.17909118
-5.62781391,9.09326977,0.78223418,4.46715664,2.77243018,1.32878991,0.02650235,0.79014198,0.07400267,2.14006669
-5.62181091,8.98715161,0.77365659,4.43216352,2.75802889,1.30365884,0.02613712,0.78257195,0.07289972,2.10043472
-5.61580790,8.87900220,0.76517140,4.39616686,2.74285839,1.27810410,0.02579117,0.77417780,0.07178254,2.06074791
-5.60980490,8.77091802,0.75700816,4.36021194,2.72726104,1.25248802,0.02546812,0.76507808,0.07067297,2.02155734
-5.60380190,8.66496659,0.74937904,4.32534569,2.71156599,1.22716349,0.02517158,0.75539440,0.06959127,1.98339612
-5.59779890,8.56312683,0.74247142,4.29258885,2.69607371,1.20246484,0.02490507,0.74524764,0.06855550,1.94676407
-5.59179590,8.46723325,0.73644148,4.26290828,2.68104228,1.17869983,0.02467186,0.73475448,0.06758093,1.91211408
-5.58579290,8.37892606,0.73140925,4.23719071,2.66667624,1.15614303,0.02447486,0.72402440,0.06667968,1.87984057
-5.57978989,8.29960938,0.72745530,4.21621876,2.65311871,1.13503076,0.02431655,0.71315738,0.06586038,1.85027077
-5.57378689,8.23041897,0.72461909,4.20065030,2.64044711,1.11555781,0.02419885,0.70224233,0.06512810,1.82365887
-5.56778389,8.17220082,0.72289906,4.19100193,2.62867284,1.09787587,0.02412307,0.69135625,0.06448435,1.80018332
-5.56178089,8.12550111,0.72225442,4.18763736,2.61774481,1.08209374,0.02408989,0.68056426,0.06392730,1.77994725
-5.55577789,8.09056788,0.72260857,4.19076108,2.60755672,1.06827915,0.02409932,0.66992029,0.06345210,1.76298178
-5.54977489,8.06736395,0.72385378,4.20041780,2.59795759,1.05646201,0.02415068,0.65946850,0.06305135,1.74925210
-5.54377189,8.05559030,0.72585701,4.21649749,2.58876493,1.04663885,0.02424267,0.64924525,0.06271564,1.73866571
-5.53776888,8.05471853,0.72846660,4.23874603,2.57977984,1.03877815,0.02437337,0.63928134,0.06243421,1.73108248
-5.53176588,8.06403069,0.73151935,4.26678079,2.57080294,1.03282627,0.02454035,0.62960465,0.06219555,1.72632585
-5.52576288,8.08266431,0.73484772,4.30011061,2.56165052,1.02871361,0.02474068,0.62024265,0.06198815,1.72419464
-5.51975988,8.10966035,0.73828687,4.33815903,2.55216946,1.02636061,0.02497109,0.61122481,0.06180105,1.72447474
-5.51375688,8.14401152,0.74168107,4.38028980,2.54225047,1.02568345,0.02522798,0.60258470,0.06162449,1.72695007
-5.50775388,8.18470846,0.74488926,4.42583328,2.53183835,1.02659880,0.02550759,0.59436150,0.06145030,1.73141233
-5.50175088,8.23078141,0.74778960,4.47411251,2.52093887,1.02902778,0.02580598,0.58660092,0.06127235,1.73766890
-5.49574787,8.28133512,0.75028258,4.52446749,2.50962165,1.03289856,0.02611922,0.57935532,0.06108674,1.74554848
-5.48974487,8.33557528,0.75229292,4.57627661,2.49801862,1.03814768,0.02644333,0.57268310,0.06089189,1.75490439
-5.48374187,8.39282525,0.75376990,4.62897398,2.48631825,1.04471993,0.02677442,0.56664711,0.06068852,1.76561508
-5.47773887,8.45253209,0.75468639,4.68206198,2.47475559,1.05256687,0.02710862,0.56131248,0.06047941,1.77758211
-5.47173587,8.51426212,0.75503661,4.73511842,2.46359854,1.06164404,0.02744216,0.55674357,0.06026915,1.79072567
-5.46573287,8.57768625,0.75483281,4.78779801,2.45313133,1.07190707,0.02777129,0.55300050,0.06006367,1.80497798
-5.45972986,8.64255653,0.75410122,4.83982846,2.44363575,1.08330700,0.02809231,0.55013525,0.05986978,1.82027499
-5.45372686,8.70867550,0.75287737,4.89100149,2.43537147,1.09578499,0.02840147,0.54818766,0.05969457,1.83654707
-5.44772386,8.77586073,0.75120134,4.94115972,2.42855653,1.10926703,0.02869496,0.54718148,0.05954489,1.85370922
-5.44172086,8.84390704,0.74911304,4.99018043,2.42334911,1.12365876,0.02896885,0.54712082,0.05942673,1.87165165
-5.43571786,8.91254938,0.74664801,5.03795753,2.41983178,1.13884103,0.02921907,0.54798710,0.05934478,1.89023127
-5.42971486,8.98142905,0.74383386,5.08438308,2.41799933,1.15466654,0.02944135,0.54973693,0.05930191,1.90926499
-5.42371186,9.05006605,0.74068774,5.12933001,2.41775086,1.17095777,0.02963127,0.55230092,0.05929889,1.92852517
-5.41770885,9.11783978,0.73721477,5.17263715,2.41888686,1.18750661,0.02978423,0.55558363,0.05933411,1.94773797
-5.41170585,9.18398006,0.73340772,5.21409805,2.42111152,1.20407588,0.02989551,0.55946477,0.05940352,1.96658457
-5.40570285,9.24756952,0.72924783,5.25345439,2.42404040,1.22040267,0.02996037,0.56380160,0.05950065,1.98470571
-5.39969985,9.30755792,0.72470661,5.29039472,2.42721300,1.23620367,0.02997413,0.56843258,0.05961680,2.00170928
-5.39369685,9.36278806,0.71974872,5.32455876,2.43010980,1.25118224,0.02993229,0.57318197,0.05974130,2.01718074
-5.38769385,9.41203214,0.71433535,5.35554717,2.43217279,1.26503696,0.02983070,0.57786541,0.05986196,2.03069595
-5.38169085,9.45403689,0.70842819,5.38293621,2.43282855,1.27747138,0.02966571,0.58229604,0.05996553,2.04183582
-5.37568784,9.48757498,0.70199347,5.40629659,2.43151254,1.28820453,0.02943431,0.58629107,0.06003827,2.05020189
-5.36968484,9.51149993,0.69500591,5.42521508,2.42769351,1.29698161,0.02913431,0.58967829,0.06006656,2.05543232
-5.36368184,9.52480141,0.68745221,5.43931771,2.42089653,1.30358458,0.02876446,0.59230244,0.06003743,2.05721720
-5.35767884,9.52665772,0.67933400,5.44829300,2.41072374,1.30784181,0.02832461,0.59403089,0.05993921,2.05531246
-5.35167584,9.51648249,0.67066985,5.45191358,2.39687169,1.30963663,0.02781573,0.59475864,0.05976196,2.04955170
-5.34567284,9.49396292,0.66149648,5.45005496,2.37914437,1.30891416,0.02724003,0.59441216,0.05949801,2.03985523
-5.33966983,9.45908736,0.65186889,5.44271015,2.35746171,1.30568610,0.02660091,0.59295205,0.05914219,2.02623598
-5.33366683,9.41216084,0.64185961,5.42999917,2.33186304,1.30003335,0.02590296,0.59037442,0.05869219,2.00880182
-5.32766383,9.35380762,0.63155704,5.41217287,2.30250569,1.29210614,0.02515188,0.58671092,0.05814859,1.98775444
-5.32166083,9.28496104,0.62106311,5.38961104,2.26965905,1.28212183,0.02435433,0.58202744,0.05751494,1.96338475
-5.31565783,9.20684122,0.61049045,5.36281467,2.23369470,1.27036034,0.02351784,0.57642168,0.05679760,1.93606510
-5.30965483,9.12092218,0.59995919,5.33239334,2.19507319,1.25715755,0.02265059,0.57001967,0.05600560,1.90623894
-5.30365183,9.02889042,0.58959380,5.29904830,2.15432859,1.24289680,0.02176121,0.56297150,0.05515032,1.87440821
-5.29764882,8.93259734,0.57952000,5.26355251,2.11205156,1.22799898,0.02085862,0.55544650,0.05424515,1.84111940
-5.29164582,8.83400811,0.56986204,5.22672896,2.06887190,1.21291157,0.01995182,0.54762809,0.05330510,1.80694882
-5.28564282,8.73514964,0.56074050,5.18942838,2.02544151,1.19809706,0.01904967,0.53970856,0.05234634,1.77248773
-5.27963982,8.63806018,0.55227064,5.15250782,1.98241839,1.18402115,0.01816077,0.53188407,0.05138577,1.73832802
-5.27363682,8.54474253,0.54456140,5.11681101,1.94045230,1.17114120,0.01729326,0.52434992,0.05044062,1.70504899
-5.26763382,8.45712273,0.53771496,5.08315138,1.90017242,1.15989522,0.01645474,0.51729644,0.04952797,1.67320549
-5.26163082,8.37701504,0.53182686,5.05229825,1.86217724,1.15069174,0.01565217,0.51090537,0.04866443,1.64331789
-5.25562781,8.30609404,0.52698645,5.02496645,1.82702658,1.14390085,0.01489181,0.50534701,0.04786574,1.61586382
-5.24962481,8.24587345,0.52327754,5.00180922,1.79523556,1.13984643,0.01417919,0.50077789,0.04714653,1.59127182
-5.24362181,8.19769131,0.52077911,4.98341390,1.76727038,1.13879990,0.01351909,0.49733908,0.04652001,1.56991673
-5.23761881,8.16270037,0.51956579,4.97029997,1.74354515,1.14097534,0.01291554,0.49515502,0.04599782,1.55211657
-5.23161581,8.14186240,0.51970794,4.96291837,1.72441974,1.14652616,0.01237188,0.49433265,0.04558981,1.53813067
-5.22561281,8.13594513,0.52127126,4.96165149,1.71019789,1.15554307,0.01189074,0.49496080,0.04530392,1.52815875
-5.21960980,8.14552037,0.52431572,4.96681291,1.70112534,1.16805357,0.01147409,0.49710970,0.04514611,1.52234064
-5.21360680,8.17096207,0.52889379,4.97864613,1.69738769,1.18402258,0.01112326,0.50083042,0.04512026,1.52075632
-5.20760380,8.21244373,0.53504801,4.99732200,1.69910782,1.20335437,0.01083896,0.50615426,0.04522816,1.52342618
-5.20160080,8.26993448,0.54280788,5.02293450,1.70634283,1.22589556,0.01062127,0.51309195,0.04546945,1.53031126
-5.19559780,8.34319404,0.55218641,5.05549492,1.71908059,1.25143910,0.01046966,0.52163266,0.04584166,1.54131357
-5.18959480,8.43176689,0.56317623,5.09492502,1.73723619,1.27972929,0.01038296,0.53174293,0.04634021,1.55627636
-5.18359180,8.53497686,0.57574578,5.14104964,1.76064868,1.31046753,0.01035938,0.54336549,0.04695852,1.57498469
-5.17758879,8.65192297,0.58983571,5.19358957,1.78907834,1.34331893,0.01039644,0.55641815,0.04768808,1.59716632
-5.17158579,8.78147833,0.60535580,5.25215593,1.82220522,1.37791951,0.01049104,0.57079290,0.04851859,1.62249332
-5.16558279,8.92229331,0.62218269,5.31624672,1.85962913,1.41388403,0.01063941,0.58635537,0.04943812,1.65058450
-5.15957979,9.07280448,0.64015861,5.38524671,1.90087165,1.45081416,0.01083713,0.60294482,0.05043338,1.68100912
-5.15357679,9.23125027,0.65909149,5.45843130,1.94538043,1.48830696,0.01107919,0.62037483,0.05148994,1.71329181
-5.14757379,9.39569423,0.67875638,5.53497493,1.99253590,1.52596345,0.01136005,0.63843473,0.05259255,1.74691909
-5.14157079,9.56405587,0.69889832,5.61396409,2.04166053,1.56339702,0.01167371,0.65689207,0.05372550,1.78134742
-5.13556778,9.73414875,0.71923681,5.69441487,2.09203044,1.60024154,0.01201383,0.67549587,0.05487293,1.81601261
-5.12956478,9.90372489,0.73947150,5.77529439,2.14288911,1.63615891,0.01237384,0.69398090,0.05601928,1.85034068
-5.12356178,10.07052399,0.75928921,5.85554529,2.19346271,1.67084574,0.01274711,0.71207277,0.05714964,1.88375957
-5.11755878,10.23232537,0.77837177,5.93411199,2.24297663,1.70403916,0.01312710,0.72949371,0.05825011,1.91571163
-5.11155578,10.38700049,0.79640457,6.00996757,2.29067239,1.73552121,0.01350753,0.74596892,0.05930814,1.94566623
-5.10555278,10.53256354,0.81308538,6.08213953,2.33582436,1.76512210,0.01388251,0.76123312,0.06031285,1.97313204
-5.09954977,10.66721761,0.82813304,6.14973329,2.37775561,1.79272176,0.01424674,0.77503722,0.06125521,1.99766853
-5.09354677,10.78939422,0.84129562,6.21195196,2.41585215,1.81825005,0.01459560,0.78715464,0.06212825,2.01889612
-5.08754377,10.89778426,0.85235781,6.26811143,2.44957503,1.84168526,0.01492526,0.79738718,0.06292712,2.03650458
-5.08154077,10.99135903,0.86114698,6.31764997,2.47846987,1.86305128,0.01523278,0.80557001,0.06364908,2.05025921
-5.07553777,11.06938044,0.86753788,6.36013224,2.50217356,1.88241335,0.01551615,0.81157576,0.06429342,2.06000468
-5.06953477,11.13140031,0.87145557,6.39524747,2.52041779,1.89987266,0.01577426,0.81531729,0.06486130,2.06566624
-5.06353177,11.17724918,0.87287662,6.42280262,2.53302973,1.91556012,0.01600693,0.81674932,0.06535553,2.06724827
-5.05752876,11.20701594,0.87182844,6.44271115,2.53992970,1.92962938,0.01621477,0.81586859,0.06578022,2.06483042
-5.05152576,11.22101973,0.86838686,6.45497868,2.54112650,1.94224957,0.01639915,0.81271283,0.06614053,2.05856140
-5.04552276,11.21977638,0.86267203,6.45968677,2.53671053,1.95359806,0.01656204,0.80735835,0.06644229,2.04865084
-5.03951976,11.20396158,0.85484296,6.45697630,2.52684538,1.96385338,0.01670587,0.79991671,0.06669160,2.03535967
-5.03351676,11.17437332,0.84509093,6.44703189,2.51175849,1.97318884,0.01683342,0.79053040,0.06689460,2.01898938
-5.02751376,11.13189578,0.83363203,6.43006855,2.49173121,1.98176688,0.01694757,0.77936790,0.06705708,1.99987081
-5.02151076,11.07746697,0.82069929,6.40632161,2.46708909,1.98973451,0.01705128,0.76661833,0.06718428,1.97835300
-5.01550775,11.01205164,0.80653476,6.37604068,2.43819258,1.99721992,0.01714732,0.75248589,0.06728071,1.95479243
-5.00950475,10.93662077,0.79138176,6.33948802,2.40542875,2.00433040,0.01723826,0.73718446,0.06735003,1.92954331
-5.00350175,10.85213847,0.77547780,6.29694123,2.36920412,2.01115163,0.01732629,0.72093241,0.06739503,1.90294910
-4.99749875,10.75955607,0.75904831,6.24869990,2.32993878,2.01774824,0.01741323,0.70394793,0.06741768,1.87533574
-4.99149575,10.65981341,0.74230154,6.19509561,2.28806193,2.02416564,0.01750045,0.68644493,0.06741924,1.84700653
-4.98549275,10.55384595,0.72542460,6.13650399,2.24400867,2.03043299,0.01758886,0.66862965,0.06740045,1.81823903
-4.97948974,10.44259671,0.70858092,6.07335798,2.19821777,2.03656695,0.01767898,0.65069800,0.06736177,1.78928363
-4.97348674,10.32703107,0.69190906,6.00616065,2.15113046,2.04257623,0.01777099,0.63283358,0.06730367,1.76036399
-4.96748374,10.20815275,0.67552271,5.93549645,2.10318956,2.04846646,0.01786476,0.61520643,0.06722691,1.73167881
-4.96148074,10.08701886,0.65951202,5.86203950,2.05483896,2.05424510,0.01796003,0.59797232,0.06713284,1.70340493
-4.95547774,9.96475231,0.64394577,5.78655783,2.00652291,2.05992618,0.01805647,0.58127254,0.06702369,1.67570123
-4.94947474,9.84254965,0.62887440,5.70991277,1.95868489,2.06553444,0.01815379,0.56523400,0.06690282,1.64871298
-4.94347174,9.72168306,0.61433352,5.63305279,1.91176576,2.07110859,0.01825189,0.54996962,0.06677489,1.62257638
-4.93746873,9.60349531,0.60034775,5.55700154,1.86620108,2.07670349,0.01835095,0.53557875,0.06664600,1.59742267
-4.93146573,9.48938723,0.58693442,5.48284027,1.82241736,2.08239088,0.01845149,0.52214758,0.06652373,1.57338171
-4.92546273,9.38079726,0.57410716,5.41168496,1.78082726,2.08825864,0.01855448,0.50974949,0.06641705,1.55058452
-4.91945973,9.27917368,0.56187897,5.34465895,1.74182379,2.09440841,0.01866131,0.49844516,0.06633617,1.52916470
-4.91345673,9.18594023,0.55026458,5.28286212,1.70577359,2.10095160,0.01877386,0.48828247,0.06629231,1.50925843
-4.90745373,9.10245640,0.53928220,5.22733791,1.67300955,2.10800392,0.01889441,0.47929622,0.06629731,1.49100309
-4.90145073,9.02997415,0.52895422,5.17903956,1.64382305,2.11567857,0.01902561,0.47150758,0.06636322,1.47453449
-4.89544772,8.96959289,0.51930728,5.13879726,1.61845607,2.12407843,0.01917038,0.46492342,0.06650174,1.45998284
-4.88944472,8.92221523,0.51037136,5.10728764,1.59709367,2.13328768,0.01933173,0.45953554,0.06672373,1.44746761
-4.88344172,8.88850551,0.50217826,5.08500724,1.57985714,2.14336327,0.01951270,0.45531989,0.06703855,1.43709170
-4.87743872,8.86885365,0.49475943,5.07225126,1.56679821,2.15432664,0.01971611,0.45223592,0.06745355,1.42893517
-4.87143572,8.86334642,0.48814346,5.06909875,1.55789481,2.16615655,0.01994443,0.45022607,0.06797347,1.42304898
-4.86543272,8.87174805,0.48235333,5.07540529,1.55304848,2.17878310,0.02019960,0.44921565,0.06859997,1.41944914
-4.85942971,8.89349178,0.47740362,5.09080360,1.55208399,2.19208385,0.02048282,0.44911299,0.06933122,1.41811173
-4.85342671,8.92768337,0.47329799,5.11471230,1.55475104,2.20588216,0.02079448,0.44981013,0.07016165,1.41896913
-4.84742371,8.97311719,0.47002693,5.14635289,1.56072846,2.21994822,0.02113396,0.45118401,0.07108178,1.42190785
-4.84142071,9.02830489,0.46756612,5.18477425,1.56963065,2.23400290,0.02149958,0.45309816,0.07207825,1.42676820
-4.83541771,9.09151603,0.46587541,5.22888391,1.58101633,2.24772448,0.02188852,0.45540495,0.07313397,1.43334599
-4.82941471,9.16082948,0.46489850,5.27748507,1.59439934,2.26075814,0.02229684,0.45794829,0.07422851,1.44139636
-4.82341171,9.23419406,0.46456348,5.32931777,1.60926127,2.27272801,0.02271948,0.46056688,0.07533855,1.45063961
-4.81740870,9.30949604,0.46478407,5.38310292,1.62506549,2.28325128,0.02315037,0.46309774,0.07643858,1.46076905
-4.81140570,9.38463138,0.46546165,5.43758727,1.64127223,2.29195387,0.02358254,0.46538003,0.07750160,1.47146048
-4.80540270,9.45757969,0.46648789,5.49158789,1.65735420,2.29848709,0.02400827,0.46725905,0.07850006,1.48238300
-4.79939970,9.52647734,0.46774800,5.54403428,1.67281227,2.30254449,0.02441931,0.46859026,0.07940673,1.49321078
-4.79339670,9.58968670,0.46912430,5.59400666,1.68719072,2.30387808,0.02480710,0.46924320,0.08019571,1.50363525
-4.78739370,9.64585906,0.47050012,5.64076910,1.70009156,2.30231338,0.02516304,0.46910517,0.08084334,1.51337721
-4.78139070,9.69398844,0.47176376,5.68379613,1.71118734,2.29776230,0.02547871,0.46808458,0.08132911,1.52219839
-4.77538769,9.73345445,0.47281237,5.72279211,1.72023217,2.29023340,0.02574621,0.46611380,0.08163647,1.52991184
-4.76938469,9.76405214,0.47355557,5.75770243,1.72707045,2.27983882,0.02595833,0.46315144,0.08175355,1.53639073
-4.76338169,9.78600761,0.47391874,5.78871633,1.73164292,2.26679751,0.02610888,0.45918395,0.08167365,1.54157514
-4.75737869,9.79997853,0.47384564,5.81626104,1.73398996,2.25143449,0.02619284,0.45422652,0.08139564,1.54547648
-4.75137569,9.80703920,0.47330050,5.84098738,1.73425169,2.23417595,0.02620661,0.44832307,0.08092412,1.54817916
-4.74537269,9.80865013,0.47226932,5.86374729,1.73266498,2.21554028,0.02614809,0.44154558,0.08026940,1.54983962
-4.73936968,9.80661316,0.47076027,5.88556376,1.72955728,2.19612521,0.02601683,0.43399245,0.07944725,1.55068229
-4.73336668,9.80301298,0.46880338,5.90759401,1.72533735,2.17659154,0.02581404,0.42578615,0.07847847,1.55099292
-4.72736368,9.80014686,0.46644932,5.93108712,1.72048305,2.15764378,0.02554262,0.41707005,0.07738827,1.55110920
-4.72136068,9.80044473,0.46376734,5.95733718,1.71552662,2.14000863,0.02520704,0.40800462,0.07620550,1.55140908
-4.71535768,9.80638210,0.46084255,5.98763337,1.71103768,2.12441186,0.02481331,0.39876302,0.07496173,1.55229717
-4.70935468,9.82038866,0.45777258,6.02320871,1.70760457,2.11155452,0.02436876,0.38952623,0.07369020,1.55418969
-4.70335168,9.84475575,0.45466369,6.06518893,1.70581453,2.10208938,0.02388185,0.38047786,0.07242482,1.55749858
-4.69734867,9.88154589,0.45162665,6.11454335,1.70623338,2.09659841,0.02336199,0.37179880,0.07119901,1.56261523
-4.69134567,9.93250779,0.44877236,6.17203944,1.70938545,2.09557227,0.02281924,0.36366191,0.07004467,1.56989471
-4.68534267,9.99899994,0.44620763,6.23820281,1.71573437,2.09939256,0.02226405,0.35622686,0.06899115,1.57964092
-4.67933967,10.08192606,0.44403106,6.31328424,1.72566551,2.10831743,0.02170702,0.34963536,0.06806441,1.59209329
-4.67333667,10.18168475,0.44232935,6.39723513,1.73947075,2.12247125,0.02115864,0.34400688,0.06728620,1.60741568
-4.66733367,10.29813587,0.44117420,6.48969260,1.75733603,2.14183871,0.02062900,0.33943508,0.06667355,1.62568786
-4.66133067,10.43058504,0.44061973,6.58997506,1.77933246,2.16626349,0.02012763,0.33598508,0.06623829,1.64689992
-4.65532766,10.57778721,0.44070082,6.69708869,1.80541106,2.19545161,0.01966326,0.33369155,0.06598691,1.67094984
-4.64932466,10.73796955,0.44143209,6.80974495,1.83540160,2.22897942,0.01924367,0.33255786,0.06592055,1.69764441
-4.64332166,10.90887292,0.44280778,6.92638877,1.86901550,2.26630569,0.01887559,0.33255621,0.06603515,1.72670334
