energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.90395198,3.58208738,0.03183939,0.04554375,2.62478366,0.95677698,0.05722698,2.41942988,0.90567188,0.31408330
-5.89794897,3.71193078,0.03191641,0.04611468,2.70703132,0.99514893,0.06042182,2.50989248,0.93493174,0.32816038
-5.89194597,3.83858479,0.03203717,0.04668020,2.78648375,1.03262355,0.06353969,2.59818275,0.96321898,0.34202905
-5.88594297,3.96028542,0.03217693,0.04723061,2.86197390,1.06875324,0.06653657,2.68308343,0.99006524,0.35549641
-5.87993997,4.07522806,0.03231202,0.04775497,2.93230325,1.10308651,0.06936848,2.76334446,1.01499877,0.36836218
-5.87393697,4.18161143,0.03242060,0.04824150,2.99627274,1.13517766,0.07199253,2.83771311,1.03755654,0.38042348
-5.86793397,4.27768347,0.03248328,0.04867801,3.05271510,1.16459658,0.07436806,2.90496582,1.05729667,0.39147993
-5.86193097,4.36178758,0.03248377,0.04905236,3.10052780,1.19093851,0.07645758,2.96394055,1.07381075,0.40133895
-5.85592796,4.43240764,0.03240927,0.04935287,3.13870516,1.21383334,0.07822783,3.01356854,1.08673572,0.40982103
-5.84992496,4.48821017,0.03225081,0.04956873,3.16636872,1.23295430,0.07965063,3.05290428,1.09576477,0.41676481
-5.84392196,4.52808213,0.03200348,0.04969043,3.18279462,1.24802550,0.08070360,3.08115280,1.10065704,0.42203185
-5.83791896,4.55116305,0.03166650,0.04970998,3.18743710,1.25882840,0.08137078,3.09769302,1.10124568,0.42551071
-5.83191596,4.55687015,0.03124318,0.04962124,3.17994717,1.26520669,0.08164308,3.10209654,1.09744407,0.42712040
-5.82591296,4.54491583,0.03074075,0.04942006,3.16018584,1.26706965,0.08151845,3.09414099,1.08924986,0.42681293
-5.81990995,4.51531672,0.03017014,0.04910437,3.12823144,1.26439374,0.08100194,3.07381766,1.07674686,0.42457492
-5.81390695,4.46839410,0.02954565,0.04867421,3.08438066,1.25722255,0.08010558,3.04133301,1.06010459,0.42042819
-5.80790395,4.40476590,0.02888451,0.04813165,3.02914343,1.24566501,0.07884799,2.99710413,1.03957548,0.41442922
-5.80190095,4.32533047,0.02820647,0.04748069,2.96323166,1.22989205,0.07725386,2.94174831,1.01548994,0.40666773
-5.79589795,4.23124304,0.02753329,0.04672704,2.88754248,1.21013189,0.07535335,2.87606731,0.98824941,0.39726413
-5.78989495,4.12388569,0.02688823,0.04587790,2.80313634,1.18666413,0.07318122,2.80102674,0.95831751,0.38636625
-5.78389195,4.00483212,0.02629549,0.04494169,2.71121101,1.15981283,0.07077598,2.71773155,0.92620978,0.37414520
-5.77788894,3.87580848,0.02577975,0.04392777,2.61307217,1.12993902,0.06817896,2.62739844,0.89248213,0.36079077
-5.77188594,3.73865166,0.02536558,0.04284612,2.51010183,1.09743275,0.06543325,2.53132623,0.85771847,0.34650635
-5.76588294,3.59526647,0.02507694,0.04170706,2.40372549,1.06270494,0.06258278,2.43086514,0.82251785,0.33150367
-5.75987994,3.44758312,0.02493671,0.04052098,2.29537916,1.02617935,0.05967130,2.32738610,0.78748136,0.31599751
-5.75387694,3.29751609,0.02496616,0.03929811,2.18647728,0.98828483,0.05674152,2.22225082,0.75319932,0.30020059
-5.74787394,3.14692567,0.02518454,0.03804826,2.07838255,0.94944800,0.05383420,2.11678370,0.72023881,0.28431872
-5.74187094,2.99758292,0.02560859,0.03678071,1.97237835,0.91008644,0.05098749,2.01224604,0.68913208,0.26854648
-5.73586793,2.85113885,0.02625218,0.03550404,1.86964461,0.87060253,0.04823625,1.90981334,0.66036581,0.25306346
-5.72986493,2.70909825,0.02712591,0.03422605,1.77123758,0.83137802,0.04561152,1.81055592,0.63437166,0.23803110
-5.72386193,2.57279845,0.02823679,0.03295372,1.67807382,0.79276914,0.04314018,1.71542319,0.61151806,0.22359035
-5.71785893,2.44339313,0.02958795,0.03169321,1.59091876,0.75510255,0.04084466,1.62523176,0.59210357,0.20986000
-5.71185593,2.32184116,0.03117847,0.03044982,1.51037962,0.71867176,0.03874277,1.54065725,0.57635169,0.19693572
-5.70585293,2.20890021,0.03300319,0.02922809,1.43690286,0.68373434,0.03684772,1.46222977,0.56440739,0.18488987
-5.69984992,2.10512499,0.03505275,0.02803183,1.37077563,0.65050963,0.03516816,1.39033290,0.55633533,0.17377186
-5.69384692,2.01086967,0.03731355,0.02686418,1.31213116,0.61917711,0.03370835,1.32520583,0.55211976,0.16360912
-5.68784392,1.92629423,0.03976803,0.02572770,1.26095741,0.58987539,0.03246847,1.26694852,0.55166619,0.15440853
-5.68184092,1.85137433,0.04239487,0.02462440,1.21710877,0.56270179,0.03144488,1.21552938,0.55480488,0.14615824
-5.67583792,1.78591435,0.04516947,0.02355585,1.18032004,0.53771260,0.03063058,1.17079532,0.56129590,0.13882979
-5.66983492,1.72956320,0.04806444,0.02252324,1.15022246,0.51492409,0.03001558,1.13248374,0.57083596,0.13238040
-5.66383192,1.68183252,0.05105026,0.02152739,1.12636095,0.49431416,0.02958746,1.10023619,0.58306670,0.12675539
-5.65782891,1.64211696,0.05409600,0.02056886,1.10821237,0.47582478,0.02933177,1.07361330,0.59758442,0.12189067
-5.65182591,1.60971599,0.05717014,0.01964792,1.09520407,0.45936510,0.02923260,1.05211071,0.61395098,0.11771517
-5.64582291,1.58385683,0.06024141,0.01876467,1.08673230,0.44481531,0.02927305,1.03517560,0.63170555,0.11415317
-5.63981991,1.56371810,0.06327963,0.01791901,1.08218010,0.43203107,0.02943571,1.02222346,0.65037704,0.11112653
-5.63381691,1.54845338,0.06625660,0.01711071,1.08093409,0.42084848,0.02970314,1.01265467,0.66949668,0.10855673
-5.62781391,1.53721439,0.06914679,0.01633943,1.08239987,0.41108944,0.03005824,1.00587056,0.68861042,0.10636673
-5.62181091,1.52917292,0.07192812,0.01560476,1.08601555,0.40256724,0.03048460,1.00128846,0.70729075,0.10448255
-5.61580790,1.52354103,0.07458244,0.01490627,1.09126311,0.39509216,0.03096685,0.99835538,0.72514741,0.10283467
-5.60980490,1.51958885,0.07709591,0.01424351,1.09767733,0.38847705,0.03149083,0.99655997,0.74183663,0.10135912
-5.60380190,1.51665955,0.07945929,0.01361609,1.10485206,0.38254244,0.03204376,0.99544235,0.75706857,0.09999837
-5.59779890,1.51418087,0.08166786,0.01302368,1.11244372,0.37712135,0.03261430,0.99460162,0.77061256,0.09870191
-5.59179590,1.51167308,0.08372132,0.01246603,1.12017205,0.37206334,0.03319256,0.99370091,0.78230011,0.09742661
-5.58579290,1.50875316,0.08562339,0.01194300,1.12781816,0.36723793,0.03377000,0.99246976,0.79202536,0.09613686
-5.57978989,1.50513514,0.08738132,0.01145459,1.13522016,0.36253717,0.03433931,0.99070407,0.79974325,0.09480443
-5.57378689,1.50062700,0.08900519,0.01100087,1.14226669,0.35787736,0.03489420,0.98826357,0.80546538,0.09340823
-5.56778389,1.49512424,0.09050722,0.01058201,1.14888873,0.35320003,0.03542921,0.98506730,0.80925394,0.09193383
-5.56178089,1.48860093,0.09190090,0.01019826,1.15505038,0.34847204,0.03593939,0.98108729,0.81121397,0.09037291
-5.55577789,1.48109863,0.09320021,0.00984989,1.16073901,0.34368501,0.03642014,0.97634096,0.81148459,0.08872258
-5.54977489,1.47271410,0.09441883,0.00953714,1.16595551,0.33885410,0.03686691,0.97088275,0.81022947,0.08698468
-5.54377189,1.46358633,0.09556943,0.00926023,1.17070523,0.33401628,0.03727504,0.96479541,0.80762728,0.08516504
-5.53776888,1.45388384,0.09666311,0.00901923,1.17499011,0.32922806,0.03763963,0.95818155,0.80386249,0.08327280
-5.53176588,1.44379271,0.09770894,0.00881411,1.17880248,0.32456302,0.03795542,0.95115568,0.79911700,0.08131970
-5.52576288,1.43350587,0.09871365,0.00864462,1.18212092,0.32010887,0.03821681,0.94383734,0.79356310,0.07931953
-5.51975988,1.42321420,0.09968156,0.00851034,1.18490829,0.31596441,0.03841793,0.93634538,0.78735785,0.07728761
-5.51375688,1.41309938,0.10061453,0.00841060,1.18711201,0.31223626,0.03855272,0.92879363,0.78063917,0.07524037
-5.50775388,1.40332879,0.10151219,0.00834455,1.18866646,0.30903537,0.03861520,0.92128784,0.77352371,0.07319497
-5.50175088,1.39405211,0.10237219,0.00831110,1.18949718,0.30647344,0.03859964,0.91392402,0.76610627,0.07116912
-5.49574787,1.38539960,0.10319051,0.00830898,1.18952653,0.30465921,0.03850088,0.90678779,0.75846073,0.06918080
-5.48974487,1.37748144,0.10396187,0.00833677,1.18868019,0.30369463,0.03831460,0.89995457,0.75064213,0.06724813
-5.48374187,1.37038797,0.10468008,0.00839295,1.18689407,0.30367093,0.03803760,0.89349032,0.74268958,0.06538921
-5.47773887,1.36419029,0.10533839,0.00847588,1.18412094,0.30466479,0.03766806,0.88745250,0.73462968,0.06362195
-5.47173587,1.35894084,0.10592973,0.00858390,1.18033622,0.30673453,0.03720574,0.88189099,0.72647997,0.06196394
-5.46573287,1.35467374,0.10644688,0.00871533,1.17554261,0.30991661,0.03665214,0.87684871,0.71825224,0.06043215
-5.45972986,1.35140467,0.10688258,0.00886850,1.16977305,0.31422247,0.03601052,0.87236187,0.70995527,0.05904276
-5.45372686,1.34913024,0.10722948,0.00904176,1.16309180,0.31963588,0.03528594,0.86845965,0.70159689,0.05781079
-5.44772386,1.34782704,0.10748000,0.00923349,1.15559379,0.32611117,0.03448512,0.86516352,0.69318523,0.05674982
-5.44172086,1.34745037,0.10762625,0.00944210,1.14740201,0.33357224,0.03361629,0.86248616,0.68472921,0.05587164
-5.43571786,1.34793328,0.10765975,0.00966601,1.13866356,0.34191275,0.03268890,0.86043031,0.67623822,0.05518589
-5.42971486,1.34918603,0.10757128,0.00990365,1.12954446,0.35099747,0.03171335,0.85898776,0.66772128,0.05469980
-5.42371186,1.35109663,0.10735070,0.01015341,1.12022384,0.36066498,0.03070059,0.85813873,0.65918584,0.05441798
-5.41770885,1.35353257,0.10698694,0.01041371,1.11088796,0.37073162,0.02966182,0.85785202,0.65063648,0.05434225
-5.41170585,1.35634438,0.10646796,0.01068291,1.10172465,0.38099685,0.02860806,0.85808604,0.64207380,0.05447166
-5.40570285,1.35937094,0.10578098,0.01095938,1.09291856,0.39124957,0.02754981,0.85879105,0.63349366,0.05480262
-5.39969985,1.36244667,0.10491275,0.01124151,1.08464761,0.40127560,0.02649677,0.85991245,0.62488706,0.05532920
-5.39369685,1.36541049,0.10385002,0.01152773,1.07708087,0.41086563,0.02545756,0.86139534,0.61624069,0.05604347
-5.38769385,1.36811620,0.10258009,0.01181662,1.07037799,0.41982374,0.02443956,0.86318996,0.60753834,0.05693615
-5.38169085,1.37044369,0.10109149,0.01210693,1.06469002,0.42797571,0.02344877,0.86525788,0.59876293,0.05799719
-5.37568784,1.37231043,0.09937470,0.01239765,1.06016135,0.43517705,0.02248980,0.86757840,0.58989917,0.05921651
-5.36968484,1.37368244,0.09742288,0.01268815,1.05693248,0.44132014,0.02156588,0.87015481,0.58093664,0.06058473
-5.36368184,1.37458384,0.09523260,0.01297820,1.05514289,0.44634027,0.02067902,0.87301996,0.57187292,0.06209391
-5.35767884,1.37510425,0.09280442,0.01326805,1.05493366,0.45022013,0.01983008,0.87624049,0.56271658,0.06373813
-5.35167584,1.37540336,0.09014341,0.01355846,1.05644902,0.45299257,0.01901904,0.87991946,0.55348967,0.06551404
-5.34567284,1.37571189,0.08725946,0.01385075,1.05983640,0.45474145,0.01824519,0.88419674,0.54422937,0.06742115
-5.33966983,1.37632868,0.08416738,0.01414676,1.06524451,0.45560048,0.01750733,0.88924706,0.53498865,0.06946194
-5.33366683,1.37761376,0.08088683,0.01444880,1.07281912,0.45575019,0.01680402,0.89527549,0.52583561,0.07164175
-5.32766383,1.37997739,0.07744193,0.01475960,1.08269651,0.45541299,0.01613372,0.90251040,0.51685159,0.07396842
-5.32166083,1.38386564,0.07386079,0.01508213,1.09499461,0.45484674,0.01549499,0.91119426,0.50812793,0.07645167
-5.31565783,1.38974291,0.07017475,0.01541954,1.10980238,0.45433705,0.01488653,0.92157245,0.49976153,0.07910234
-5.30965483,1.39807255,0.06641746,0.01577490,1.12716774,0.45418865,0.01430731,0.93388097,0.49184945,0.08193142
-5.30365183,1.40929638,0.06262396,0.01615109,1.14708515,0.45471633,0.01375651,0.94833344,0.48448286,0.08494896
-5.29764882,1.42381441,0.05882956,0.01655057,1.16948342,0.45623579,0.01323353,0.96510839,0.47774071,0.08816304
-5.29164582,1.44196586,0.05506882,0.01697523,1.19421502,0.45905486,0.01273792,0.98433750,0.47168350,0.09157867
-5.28564282,1.46401266,0.05137451,0.01742624,1.22104766,0.46346536,0.01226924,1.00609563,0.46634771,0.09519686
-5.27963982,1.49012633,0.04777672,0.01790389,1.24965919,0.46973598,0.01182702,1.03039328,0.46174109,0.09901382
-5.27363682,1.52037896,0.04430209,0.01840753,1.27963645,0.47810627,0.01141058,1.05717195,0.45783942,0.10302044
-5.26763382,1.55473893,0.04097316,0.01893552,1.31047877,0.48878195,0.01101897,1.08630290,0.45458482,0.10720198
-5.26163082,1.59307134,0.03780800,0.01948524,1.34160619,0.50193146,0.01065087,1.11758920,0.45188593,0.11153807
-5.25562781,1.63514306,0.03481997,0.02005311,1.37237242,0.51768368,0.01030455,1.15077113,0.44961989,0.11600299
-5.24962481,1.68063193,0.03201773,0.02063472,1.40208226,0.53612678,0.00997783,1.18553450,0.44763627,0.12056624
-5.24362181,1.72913942,0.02940539,0.02122491,1.43001263,0.55730768,0.00966811,1.22152142,0.44576256,0.12519327
-5.23761881,1.78020558,0.02698288,0.02181794,1.45543639,0.58123225,0.00937244,1.25834266,0.44381109,0.12984646
-5.23161581,1.83332537,0.02474638,0.02240767,1.47764771,0.60786561,0.00908754,1.29559106,0.44158692,0.13448614
-5.22561281,1.88796517,0.02268895,0.02298771,1.49598776,0.63713258,0.00881000,1.33285475,0.43889635,0.13907166
-5.21960980,1.94357823,0.02080115,0.02355157,1.50986933,0.66891792,0.00853636,1.36972975,0.43555556,0.14356245
-5.21360680,1.99961832,0.01907172,0.02409281,1.51879901,0.70306632,0.00826326,1.40583089,0.43139882,0.14791888
-5.20760380,2.05555057,0.01748823,0.02460517,1.52239596,0.73938207,0.00798759,1.44080057,0.42628596,0.15210310
-5.20160080,2.11085928,0.01603775,0.02508268,1.52040604,0.77762850,0.00770662,1.47431498,0.42010867,0.15607955
-5.19559780,2.16505227,0.01470739,0.02551966,1.51271084,0.81752739,0.00741814,1.50608752,0.41279528,0.15981536
-5.18959480,2.21766221,0.01348483,0.02591081,1.49933108,0.85875850,0.00712055,1.53586952,0.40431383,0.16328045
-5.18359180,2.26824512,0.01235869,0.02625120,1.48042442,0.90095968,0.00681290,1.56344853,0.39467345,0.16644754
-5.17758879,2.31637694,0.01131883,0.02653627,1.45627796,0.94372778,0.00649498,1.58864463,0.38392379,0.16929194
-5.17158579,2.36164907,0.01035661,0.02676180,1.42729600,0.98662075,0.00616727,1.61130540,0.37215298,0.17179127
-5.16558279,2.40366367,0.00946500,0.02692390,1.39398392,1.02916133,0.00583095,1.63130032,0.35948393,0.17392519
-5.15957979,2.44203005,0.00863858,0.02701904,1.35692922,1.07084244,0.00548784,1.64851522,0.34606964,0.17567510
-5.15357679,2.47636278,0.00787361,0.02704400,1.31678078,1.11113451,0.00514030,1.66284768,0.33208749,0.17702396
-5.14757379,2.50628240,0.00716790,0.02699596,1.27422765,1.14949478,0.00479117,1.67420382,0.31773316,0.17795625
-5.14157079,2.53141922,0.00652079,0.02687255,1.22997828,1.18537836,0.00444364,1.68249701,0.30321440,0.17845807
-5.13556778,2.55142031,0.00593297,0.02667189,1.18474136,1.21825085,0.00410114,1.68764876,0.28874495,0.17851745
-5.12956478,2.56595965,0.00540645,0.02639278,1.13920897,1.24760210,0.00376727,1.68959178,0.27453903,0.17812484
-5.12356178,2.57475084,0.00494444,0.02603474,1.09404262,1.27296051,0.00344566,1.68827515,0.26080657,0.17727366
-5.11755878,2.57756183,0.00455127,0.02559819,1.04986261,1.29390733,0.00313990,1.68367105,0.24774930,0.17596105
-5.11155578,2.57423052,0.00423234,0.02508455,1.00724071,1.31009021,0.00285350,1.67578261,0.23555792,0.17418862
-5.10555278,2.56468020,0.00399410,0.02449636,0.96669608,1.32123532,0.00258981,1.66465218,0.22441025,0.17196319
-5.09954977,2.54893362,0.00384403,0.02383735,0.92869407,1.32715745,0.00235200,1.65036927,0.21447028,0.16929738
-5.09354677,2.52712460,0.00379062,0.02311252,0.89364743,1.32776741,0.00214306,1.63307738,0.20588814,0.16621013
-5.08754377,2.49950596,0.00384338,0.02232809,0.86191922,1.32307635,0.00196581,1.61297914,0.19880067,0.16272696
-5.08154077,2.46645320,0.00401282,0.02149151,0.83382694,1.31319670,0.00182287,1.59033894,0.19333244,0.15887999
-5.07553777,2.42846312,0.00431038,0.02061133,0.80964695,1.29833961,0.00171675,1.56548291,0.18959689,0.15470761
-5.06953477,2.38614714,0.00474834,0.01969706,0.78961874,1.27880885,0.00164985,1.53879575,0.18769758,0.15025403
-5.06353177,2.34021949,0.00533968,0.01875899,0.77394839,1.25499160,0.00162444,1.51071445,0.18772895,0.14556836
-5.05752876,2.29148039,0.00609785,0.01780796,0.76281076,1.22734635,0.00164275,1.48171903,0.18977679,0.14070359
-5.05152576,2.24079505,0.00703646,0.01685506,0.75635019,1.19638853,0.00170691,1.45232066,0.19391790,0.13571536
-5.04552276,2.18906923,0.00816890,0.01591142,0.75467946,1.16267451,0.00181899,1.42304756,0.20021905,0.13066053
-5.03951976,2.13722252,0.00950786,0.01498786,0.75787705,1.12678468,0.00198092,1.39442943,0.20873516,0.12559579
-5.03351676,2.08616045,0.01106480,0.01409465,0.76598290,1.08930629,0.00219447,1.36698100,0.21950655,0.12057623
-5.02751376,2.03674674,0.01284929,0.01324123,0.77899293,1.05081681,0.00246114,1.34118555,0.23255561,0.11565400
-5.02151076,1.98977683,0.01486837,0.01243598,0.79685276,1.01186847,0.00278212,1.31747915,0.24788277,0.11087718
-5.01550775,1.94595402,0.01712581,0.01168604,0.81945119,0.97297450,0.00315814,1.29623640,0.26546223,0.10628875
-5.00950475,1.90586908,0.01962142,0.01099712,0.84661404,0.93459759,0.00358936,1.27775829,0.28523749,0.10192596
-5.00350175,1.86998438,0.02235040,0.01037346,0.87809901,0.89714088,0.00407524,1.26226288,0.30711718,0.09781984
-4.99749875,1.83862308,0.02530271,0.00981774,0.91359215,0.86094170,0.00461443,1.24987916,0.33097142,0.09399516
-4.99149575,1.81196400,0.02846261,0.00933109,0.95270665,0.82626813,0.00520467,1.24064455,0.35662911,0.09047055
-4.98549275,1.79004225,0.03180831,0.00891317,0.99498441,0.79331832,0.00584262,1.23450614,0.38387642,0.08725901
-4.97948974,1.77275577,0.03531183,0.00856228,1.03990085,0.76222244,0.00652391,1.23132582,0.41245686,0.08436865
-4.97348674,1.75987741,0.03893906,0.00827551,1.08687317,0.73304701,0.00724298,1.23088905,0.44207308,0.08180362
-4.96748374,1.75107215,0.04265009,0.00804892,1.13527219,0.70580123,0.00799319,1.23291708,0.47239065,0.07956523
-4.96148074,1.74591876,0.04639974,0.00787779,1.18443762,0.68044498,0.00876681,1.23708215,0.50304381,0.07765320
-4.95547774,1.74393498,0.05013840,0.00775682,1.23369636,0.65689797,0.00955513,1.24302505,0.53364313,0.07606696
-4.94947474,1.74460518,0.05381310,0.00768043,1.28238330,0.63504970,0.01034866,1.25037437,0.56378501,0.07480686
-4.94347174,1.74740931,0.05736873,0.00764299,1.32986381,0.61476969,0.01113728,1.25876658,0.59306257,0.07387541
-4.93746873,1.75185174,0.06074953,0.00763905,1.37555687,0.59591751,0.01191049,1.26786595,0.62107770,0.07327824
-4.93146573,1.75748876,0.06390068,0.00766359,1.41895783,0.57835232,0.01265773,1.27738346,0.64745359,0.07302499
-4.92546273,1.76395336,0.06676990,0.00771220,1.45965949,0.56194135,0.01336867,1.28709368,0.67184737,0.07312975
-4.91945973,1.77097591,0.06930908,0.00778127,1.49737032,0.54656719,0.01403353,1.29684863,0.69396198,0.07361138
-4.91345673,1.77839971,0.07147591,0.00786807,1.53192862,0.53213344,0.01464339,1.30658787,0.71355693,0.07449329
-4.90745373,1.78619039,0.07323521,0.00797084,1.56331158,0.51856870,0.01519053,1.31634403,0.73045706,0.07580296
-4.90145073,1.79443856,0.07456019,0.00808878,1.59163840,0.50582864,0.01566873,1.32624336,0.74455905,0.07757106
-4.89544772,1.80335524,0.07543335,0.00822208,1.61716698,0.49389625,0.01607346,1.33650100,0.75583497,0.07983013
-4.88944472,1.81326008,0.07584709,0.00837177,1.64028375,0.48278025,0.01640209,1.34741087,0.76433285,0.08261302
-4.88344172,1.82456280,0.07580397,0.00853958,1.66148708,0.47251186,0.01665405,1.35933063,0.77017391,0.08595100
-4.87743872,1.83773855,0.07531660,0.00872781,1.68136449,0.46314009,0.01683084,1.37266210,0.77354663,0.08987161
-4.87143572,1.85329829,0.07440715,0.00893909,1.70056467,0.45472600,0.01693602,1.38782805,0.77469783,0.09439647
-4.86543272,1.87175561,0.07310657,0.00917612,1.71976563,0.44733606,0.01697512,1.40524645,0.77392119,0.09953898
-4.85942971,1.89359170,0.07145341,0.00944146,1.73964021,0.44103526,0.01695551,1.42530344,0.77154374,0.10530218
-4.85342671,1.91922028,0.06949249,0.00973723,1.76082094,0.43588011,0.01688611,1.44832637,0.76791092,0.11167677
-4.84742371,1.94895447,0.06727333,0.01006491,1.78386585,0.43191224,0.01677715,1.47455835,0.76337113,0.11863946
-4.84142071,1.98297730,0.06484849,0.01042508,1.80922703,0.42915265,0.01663984,1.50413589,0.75826038,0.12615175
-4.83541771,2.02131784,0.06227183,0.01081729,1.83722379,0.42759732,0.01648602,1.53707067,0.75288799,0.13415926
-4.82941471,2.06383408,0.05959688,0.01123986,1.86802174,0.42721400,0.01632779,1.57323677,0.74752394,0.14259160
-4.82341171,2.11020404,0.05687528,0.01168984,1.90161904,0.42794084,0.01617718,1.61236413,0.74238859,0.15136293
-4.81740870,2.15992542,0.05415539,0.01216298,1.93784058,0.42968652,0.01604576,1.65403878,0.73764526,0.16037321
-4.81140570,2.21232434,0.05148116,0.01265374,1.97634056,0.43233215,0.01594434,1.69770996,0.73339597,0.16951002
-4.80540270,2.26657262,0.04889124,0.01315545,2.01661326,0.43573473,0.01588271,1.74270403,0.72968053,0.17865106
-4.79939970,2.32171302,0.04641837,0.01366038,2.05801161,0.43973193,0.01586936,1.78824447,0.72647886,0.18766710
-4.79339670,2.37669119,0.04408910,0.01416004,2.09977241,0.44414793,0.01591131,1.83347722,0.72371648,0.19642543
-4.78739370,2.43039268,0.04192372,0.01464537,2.14104713,0.44880011,0.01601396,1.87749994,0.72127256,0.20479342
-4.78139070,2.48168322,0.03993651,0.01510706,2.18093646,0.45350590,0.01618102,1.91939398,0.71899013,0.21264242
-4.77538769,2.52945022,0.03813619,0.01553584,2.21852693,0.45808977,0.01641442,1.95825731,0.71668782,0.21985138
-4.76938469,2.57264337,0.03652653,0.01592278,2.25292768,0.46238964,0.01671433,1.99323693,0.71417229,0.22631043
-4.76338169,2.61031227,0.03510708,0.01625963,2.28330547,0.46626260,0.01707921,2.02355900,0.71125076,0.23192398
-4.75737869,2.64163928,0.03387396,0.01653905,2.30891631,0.46958939,0.01750583,2.04855545,0.70774283,0.23661340
-4.75137569,2.66596598,0.03282072,0.01675486,2.32913203,0.47227772,0.01798942,2.06768560,0.70349097,0.24031898
-4.74537269,2.68281207,0.03193906,0.01690227,2.34346072,0.47426392,0.01852372,2.08055202,0.69836915,0.24300123
-4.73936968,2.69188586,0.03121956,0.01697799,2.35156022,0.47551317,0.01910118,2.08690983,0.69228920,0.24464145
-4.73336668,2.69308611,0.03065227,0.01698032,2.35324404,0.47601810,0.01971306,2.08666922,0.68520450,0.24524148
-4.72736368,2.68649540,0.03022710,0.01690918,2.34847996,0.47579607,0.02034959,2.07989129,0.67711112,0.24482270
-4.72136068,2.67236554,0.02993417,0.01676603,2.33738153,0.47488517,0.02100018,2.06677762,0.66804624,0.24342445
-4.71535768,2.65109621,0.02976391,0.01655381,2.32019329,0.47333930,0.02165355,2.04765426,0.65808415,0.24110173
-4.70935468,2.62320808,0.02970704,0.01627676,2.29727080,0.47122263,0.02229797,2.02295128,0.64733020,0.23792258
-4.70335168,2.58931205,0.02975449,0.01594023,2.26905683,0.46860367,0.02292141,1.99317896,0.63591306,0.23396507
-4.69734867,2.55007641,0.02989711,0.01555045,2.23605508,0.46554951,0.02351180,1.95890207,0.62397591,0.22931414
-4.69134567,2.50619368,0.03012543,0.01511428,2.19880310,0.46212030,0.02405719,1.92071359,0.61166701,0.22405842
-4.68534267,2.45834895,0.03042929,0.01463894,2.15784588,0.45836460,0.02454603,1.87920919,0.59913042,0.21828726
-4.67933967,2.40719123,0.03079758,0.01413176,2.11371144,0.45431544,0.02496734,1.83496378,0.58649723,0.21208787
-4.67333667,2.35330922,0.03121793,0.01359997,2.06688972,0.44998778,0.02531096,1.78851125,0.57387794,0.20554304
-4.66733367,2.29721254,0.03167658,0.01305044,2.01781577,0.44537704,0.02556775,1.74032808,0.56135640,0.19872912
-4.66133067,2.23931908,0.03215822,0.01248955,1.96685773,0.44045909,0.02572981,1.69082166,0.54898551,0.19171465
-4.65532766,2.17994887,0.03264612,0.01192303,1.91431021,0.43519148,0.02579064,1.64032338,0.53678509,0.18455945
-4.64932466,2.11932430,0.03312223,0.01135586,1.86039280,0.42951592,0.02574530,1.58908675,0.52474169,0.17731430
-4.64332166,2.05757633,0.03356749,0.01079224,1.80525375,0.42336180,0.02559056,1.53729010,0.51281066,0.17002101
