energy_ev,total_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up,Ta_p_up,Ta_d_up
-5.59179590,6.07775109,0.61306062,0.01409501,0.08869514,4.03143297,2.69393842,2.88046031
-5.58579290,6.00727461,0.60163756,0.01387726,0.09114493,3.98041292,2.66072727,2.83800973
-5.57978989,5.92896479,0.59097524,0.01365013,0.09346517,3.92207688,2.62711626,2.78943247
-5.57378689,5.84291954,0.58103190,0.01341422,0.09562772,3.85665884,2.59292299,2.73504314
-5.56778389,5.74932796,0.57174219,0.01317019,0.09760540,3.78449499,2.55794996,2.67523978
-5.56178089,5.64848814,0.56302508,0.01291888,0.09937273,3.70602512,2.52200242,2.61049972
-5.55577789,5.54082335,0.55479212,0.01266130,0.10090677,3.62179251,2.48490636,2.54137441
-5.54977489,5.42689573,0.54695571,0.01239879,0.10218784,3.53244212,2.44652571,2.46848325
-5.54377189,5.30741626,0.53943691,0.01213300,0.10320028,3.43871685,2.40677835,2.39250652
-5.53776888,5.18325014,0.53217248,0.01186595,0.10393304,3.34145159,2.36564992,2.31417711
-5.53176588,5.05541688,0.52512073,0.01160008,0.10438024,3.24156495,2.32320507,2.23427132
-5.52576288,4.92508437,0.51826598,0.01133819,0.10454155,3.14004857,2.27959555,2.15359860
-5.51975988,4.79355674,0.51162142,0.01108347,0.10442243,3.03795398,2.23506469,2.07299027
-5.51375688,4.66225596,0.50523015,0.01083942,0.10403422,2.93637714,2.18994804,1.99328745
-5.50775388,4.53269731,0.49916451,0.01060979,0.10339405,2.83644089,2.14467004,1.91532813
-5.50175088,4.40645948,0.49352360,0.01039848,0.10252452,2.73927551,2.09973660,1.83993387
-5.49574787,4.28514985,0.48842924,0.01020947,0.10145325,2.64599804,2.05572396,1.76789607
-5.48974487,4.17036627,0.48402040,0.01004663,0.10021217,2.55769058,2.01326404,1.69996233
-5.48374187,4.06365644,0.48044661,0.00991367,0.09883667,2.47537851,1.97302679,1.63682321
-5.47773887,3.96647650,0.47786035,0.00981397,0.09736461,2.40000896,1.93570026,1.57909957
-5.47173587,3.88015022,0.47640906,0.00975042,0.09583519,2.33243054,1.90196907,1.52733117
-5.46573287,3.80583064,0.47622703,0.00972538,0.09428768,2.27337487,1.87249233,1.48196663
-5.45972986,3.74446557,0.47742748,0.00974049,0.09276015,2.22344067,1.84788172,1.44335529
-5.45372686,3.69676856,0.48009535,0.00979662,0.09128824,2.18308115,1.82868094,1.41174131
-5.44772386,3.66319683,0.48428111,0.00989380,0.08990385,2.15259521,1.81534739,1.38726020
-5.44172086,3.64393708,0.48999576,0.01003119,0.08863408,2.13212300,1.80823686,1.36993817
-5.43571786,3.63890039,0.49720759,0.01020704,0.08750026,2.12164623,1.80759231,1.35969436
-5.42971486,3.64772650,0.50584050,0.01041875,0.08651717,2.12099340,1.81353695,1.35634610
-5.42371186,3.66979784,0.51577429,0.01066289,0.08569259,2.12984998,1.82607246,1.35961709
-5.41770885,3.70426310,0.52684691,0.01093533,0.08502703,2.14777338,1.84508219,1.36914846
-5.41170585,3.75006969,0.53885842,0.01123133,0.08451388,2.17421241,1.87033955,1.38451244
-5.40570285,3.80600405,0.55157681,0.01154570,0.08413977,2.20853048,1.90152114,1.40522814
-5.39969985,3.87073851,0.56474525,0.01187298,0.08388529,2.25003198,1.93822414,1.43077917
-5.39369685,3.94288294,0.57809057,0.01220760,0.08372598,2.29799065,1.97998721,1.46063228
-5.38769385,4.02103908,0.59133272,0.01254413,0.08363358,2.35167910,2.02631383,1.49425660
-5.38169085,4.10385552,0.60419458,0.01287744,0.08357738,2.41039808,2.07669717,1.53114245
-5.37568784,4.19008087,0.61641202,0.01320291,0.08352586,2.47350435,2.13064507,1.57081923
-5.36968484,4.27861290,0.62774358,0.01351663,0.08344820,2.54043592,2.18770412,1.61287152
-5.36368184,4.36854144,0.63797937,0.01381556,0.08331593,2.61073345,2.24748145,1.65695264
-5.35767884,4.45918308,0.64694899,0.01409765,0.08310435,2.68405682,2.30966331,1.70279507
-5.35167584,4.55010599,0.65452792,0.01436196,0.08279391,2.76019598,2.37402934,1.75021732
-5.34567284,4.64114365,0.66064228,0.01460873,0.08237121,2.83907547,2.44046191,1.79912667
-5.33966983,4.73239675,0.66527170,0.01483937,0.08182984,2.92075231,2.50894990,1.84951776
-5.33366683,4.82422295,0.66845017,0.01505641,0.08117080,3.00540722,2.57958680,1.90146696
-5.32766383,4.91721485,0.67026485,0.01526348,0.08040258,3.09332933,2.65256309,1.95512261
-5.32166083,5.01216696,0.67085300,0.01546513,0.07954090,3.18489509,2.72815317,2.01069171
-5.31565783,5.11003301,0.67039702,0.01566666,0.07860803,3.28054216,2.80669746,2.06842332
-5.30965483,5.21187528,0.66911787,0.01587395,0.07763183,3.38073928,2.88858046,2.12858963
-5.30365183,5.31880811,0.66726717,0.01609318,0.07664449,3.48595350,2.97420556,2.19146521
-5.29764882,5.43193776,0.66511827,0.01633058,0.07568100,3.59661595,3.06396782,2.25730565
-5.29164582,5.55230116,0.66295662,0.01659219,0.07477753,3.71308780,3.15822579,2.32632608
-5.28564282,5.68080599,0.66106983,0.01688352,0.07396962,3.83562748,3.25727354,2.39868089
-5.27963982,5.81817434,0.65973771,0.01720937,0.07329051,3.96436079,3.36131399,2.47444509
-5.27363682,5.96489227,0.65922277,0.01757350,0.07276937,4.09925488,3.47043461,2.55359835
-5.26763382,6.12116694,0.65976132,0.01797849,0.07242988,4.24009707,3.58458634,2.63601215
-5.26163082,6.28689309,0.66155561,0.01842551,0.07228887,4.38647947,3.70356671,2.72144068
-5.25562781,6.46162987,0.66476710,0.01891423,0.07235537,4.53778975,3.82700746,2.80951571
-5.24962481,6.64458885,0.66951122,0.01944271,0.07262990,4.69320855,3.95436746,2.89974564
-5.24362181,6.83463361,0.67585348,0.02000741,0.07310424,4.85171352,4.08493094,2.99151885
-5.23761881,7.03029083,0.68380738,0.02060318,0.07376144,5.01208996,4.21781132,3.08411114
-5.23161581,7.22977259,0.69333379,0.02122341,0.07457635,5.17294777,4.35196059,3.17669705
-5.22561281,7.43100912,0.70434204,0.02186015,0.07551639,5.33274415,4.48618398,3.26836476
-5.21960980,7.63169106,0.71669251,0.02250428,0.07654270,5.48981171,4.61915975,3.35813413
-5.21360680,7.82932010,0.73020077,0.02314581,0.07761154,5.64239102,4.74946366,3.44497735
-5.20760380,8.02126646,0.74464292,0.02377411,0.07867590,5.78866706,4.87559754,3.52784166
-5.20160080,8.20483176,0.75976228,0.02437822,0.07968723,5.92680850,4.99602141,3.60567357
-5.19559780,8.37731568,0.77527688,0.02494720,0.08059722,6.05500913,5.10918839,3.67744396
-5.18959480,8.53608442,0.79088788,0.02547041,0.08135958,6.17153019,5.21358164,3.74217328
-5.18359180,8.67863940,0.80628844,0.02593786,0.08193171,6.27474280,5.30775228,3.79895645
-5.17758879,8.80268416,0.82117292,0.02634051,0.08227620,6.36316929,5.39035751,3.84698653
-5.17158579,8.90618768,0.83524609,0.02667053,0.08236210,6.43552235,5.46019768,3.88557674
-5.16558279,8.98744228,0.84823210,0.02692155,0.08216591,6.49074094,5.51625128,3.91417997
-5.15957979,9.04511445,0.85988294,0.02708888,0.08167233,6.52802185,5.55770681,3.93240547
-5.15357679,9.07828677,0.86998611,0.02716959,0.08087459,6.54684582,5.58399024,3.94003184
-5.14757379,9.08648976,0.87837123,0.02716269,0.07977449,6.54699734,5.59478720,3.93701618
-5.14157079,9.06972225,0.88491530,0.02706910,0.07838218,6.52857728,5.59005884,3.92349879
-5.13556778,9.02845950,0.88954661,0.02689166,0.07671554,6.49200769,5.57005067,3.89980322
-5.12956478,8.96364842,0.89224682,0.02663503,0.07479941,6.43802835,5.53529375,3.86643157
-5.12356178,8.87668980,0.89305136,0.02630559,0.07266458,6.36768500,5.48659791,3.82405508
-5.11755878,8.76940773,0.89204795,0.02591120,0.07034658,6.28230912,5.42503698,3.77350007
-5.11155578,8.64400711,0.88937333,0.02546105,0.06788443,6.18349000,5.35192628,3.71572969
-5.10555278,8.50302015,0.88520830,0.02496534,0.06531934,6.07303961,5.26879292,3.65182197
-5.09954977,8.34924368,0.87977104,0.02443501,0.06269341,5.95295129,5.17733970,3.58294478
-5.09354677,8.18566913,0.87330934,0.02388146,0.06004836,5.82535364,5.07940383,3.51032846
-5.08754377,8.01540741,0.86609156,0.02331621,0.05742441,5.69246097,4.97691180,3.43523713
-5.08154077,7.84161121,0.85839706,0.02275062,0.05485933,5.55652196,4.87183181,3.35893945
-5.07553777,7.66739735,0.85050632,0.02219557,0.05238751,5.41976820,4.76612546,3.28267986
-5.06953477,7.49577166,0.84269111,0.02166122,0.05003940,5.28436430,4.66170031,3.20765132
-5.06353177,7.32955895,0.83520528,0.02115676,0.04784094,5.15236116,4.56036487,3.13497022
-5.05752876,7.17134026,0.82827638,0.02069021,0.04581337,5.02565373,4.46378750,3.06565441
-5.05152576,7.02339931,0.82209863,0.02026826,0.04397301,4.90594476,4.37346048,3.00060483
-5.04552276,6.88767974,0.81682738,0.01989618,0.04233140,4.79471509,4.29067035,2.94059132
-5.03951976,6.76575400,0.81257532,0.01957774,0.04089538,4.69320154,4.21647515,2.88624275
-5.03351676,6.65880474,0.80941061,0.01931524,0.03966747,4.60238249,4.15168920,2.83804171
-5.02751376,6.56761837,0.80735683,0.01910951,0.03864620,4.52297130,4.09687547,2.79632356
-5.02151076,6.49259084,0.80639481,0.01896003,0.03782658,4.45541727,4.05234544,2.76127963
-5.01550775,6.43374433,0.80646612,0.01886502,0.03720061,4.39991375,4.01816617,2.73296422
-5.00950475,6.39075404,0.80747796,0.01882165,0.03675778,4.35641251,3.99417382,2.71130483
-5.00350175,6.36298332,0.80930922,0.01882622,0.03648560,4.32464376,3.97999299,2.69611509
-4.99749875,6.34952559,0.81181737,0.01887433,0.03637011,4.30414051,3.97506080,2.68710981
-4.99149575,6.34925120,0.81484568,0.01896114,0.03639638,4.29426658,3.97865484,2.68392133
-4.98549275,6.36085740,0.81823066,0.01908157,0.03654895,4.29424686,3.98992390,2.68611680
-4.97948974,6.38291959,0.82180920,0.01923054,0.03681221,4.30319907,4.00792030,2.69321559
-4.97348674,6.41394222,0.82542511,0.01940312,0.03717081,4.32016580,4.03163290,2.70470643
-4.96748374,6.45240764,0.82893490,0.01959478,0.03760992,4.34414605,4.06001983,2.72006363
-4.96148074,6.49682161,0.83221254,0.01980149,0.03811552,4.37412526,4.09203983,2.73876220
-4.95547774,6.54575421,0.83515305,0.02001986,0.03867456,4.40910326,4.12668153,2.76029134
-4.94947474,6.59787510,0.83767490,0.02024722,0.03927513,4.44811926,4.16298979,2.78416599
-4.94347174,6.65198237,0.83972117,0.02048168,0.03990656,4.49027337,4.20008855,2.80993642
-4.93746873,6.70702432,0.84125945,0.02072213,0.04055944,4.53474418,4.23719943,2.83719547
-4.93146573,6.76211382,0.84228077,0.02096820,0.04122561,4.58080200,4.27365590,2.86558336
-4.92546273,6.81653492,0.84279735,0.02122019,0.04189811,4.62781730,4.30891236,2.89479009
-4.91945973,6.86974200,0.84283963,0.02147899,0.04257113,4.67526457,4.34254831,2.92455539
-4.91345673,6.92135138,0.84245263,0.02174591,0.04323977,4.72272111,4.37426728,2.95466620
-4.90745373,6.97112622,0.84169169,0.02202254,0.04390000,4.76986132,4.40389078,2.98495187
-4.90145073,7.01895522,0.84061808,0.02231057,0.04454835,4.81644657,4.43134770,3.01527734
-4.89544772,7.06482633,0.83929440,0.02261157,0.04518182,4.86231119,4.45665943,3.04553454
-4.88944472,7.10879651,0.83778006,0.02292683,0.04579756,4.90734538,4.47992163,3.07563244
-4.88344172,7.15095921,0.83612715,0.02325714,0.04639275,4.95147573,4.50128340,3.10548613
-4.87743872,7.19141100,0.83437672,0.02360263,0.04696439,4.99464453,4.52092491,3.13500572
-4.87143572,7.23021932,0.83255568,0.02396262,0.04750910,5.03678884,4.53903455,3.16408544
-4.86543272,7.26739284,0.83067464,0.02433550,0.04802308,5.07782059,4.55578692,3.19259365
-4.85942971,7.30285639,0.82872655,0.02471866,0.04850198,5.11760888,4.57132270,3.22036449
-4.85342671,7.33643196,0.82668651,0.02510843,0.04894092,5.15596554,4.58573161,3.24719168
-4.84742371,7.36782694,0.82451263,0.02550016,0.04933453,5.19263501,4.59903944,3.27282500
-4.84142071,7.39663072,0.82214799,0.02588825,0.04967711,5.22728921,4.61119994,3.29696989
-4.83541771,7.42232016,0.81952378,0.02626629,0.04996272,5.25952804,4.62209209,3.31929039
-4.82941471,7.44427385,0.81656335,0.02662725,0.05018550,5.28888563,4.63152312,3.33941554
-4.82341171,7.46179485,0.81318711,0.02696370,0.05033990,5.31484226,4.63923699,3.35694898
-4.81740870,7.47414076,0.80931805,0.02726808,0.05042098,5.33684148,4.64492821,3.37148158
-4.81140570,7.48055981,0.80488765,0.02753294,0.05042474,5.35431159,4.64825996,3.38260650
-4.80540270,7.48033091,0.79984182,0.02775129,0.05034840,5.36669042,4.64888582,3.38993589
-4.79939970,7.47280551,0.79414662,0.02791686,0.05019069,5.37345209,4.64647352,3.39311853
-4.79339670,7.45744897,0.78779334,0.02802437,0.04995207,5.37413415,4.64072955,3.39185735
-4.78739370,7.43387868,0.78080279,0.02806979,0.04963488,5.36836355,4.63142291,3.38592588
-4.78139070,7.40189683,0.77322826,0.02805052,0.04924342,5.35587984,4.61840664,3.37518262
-4.77538769,7.36151550,0.76515719,0.02796556,0.04878394,5.33655416,4.60163552,3.35958247
-4.76938469,7.31297236,0.75671119,0.02781555,0.04826451,5.31040265,4.58117887,3.33918440
-4.76338169,7.25673565,0.74804441,0.02760284,0.04769480,5.27759325,4.55722729,3.31415475
-4.75737869,7.19349770,0.73934015,0.02733137,0.04708579,5.23844548,4.53009278,3.28476580
-4.75137569,7.12415702,0.73080599,0.02700658,0.04644938,5.19342258,4.50020190,3.25138955
-4.74537269,7.04978936,0.72266735,0.02663526,0.04579794,5.14311649,4.46808211,3.21448670
-4.73936968,6.97160911,0.71515998,0.02622522,0.04514382,5.08822614,4.43434173,3.17459135
-4.73336668,6.89092265,0.70852149,0.02578512,0.04449884,5.02953009,4.39964449,3.13229211
-4.72736368,6.80907609,0.70298244,0.02532406,0.04387381,4.96785473,4.36467988,3.08821029
-4.72136068,6.72739980,0.69875726,0.02485134,0.04327808,4.90403996,4.33013073,3.04297650
-4.71535768,6.64715270,0.69603556,0.02437607,0.04271914,4.83890378,4.29663985,2.99720649
-4.70935468,6.56946906,0.69497403,0.02390693,0.04220230,4.77320799,4.26477730,2.95147776
-4.70335168,6.49531068,0.69568949,0.02345182,0.04173054,4.70762666,4.23501038,2.90630781
-4.69734867,6.42542675,0.69825329,0.02301770,0.04130432,4.64271911,4.20767760,2.86213540
-4.69134567,6.36032367,0.70268730,0.02261034,0.04092174,4.57890902,4.18296849,2.81930556
-4.68534267,6.30024614,0.70896173,0.02223419,0.04057858,4.51647050,4.16091011,2.77805925
-4.67933967,6.24517064,0.71699480,0.02189235,0.04026863,4.45552223,4.14136124,2.73852804
-4.67333667,6.19481139,0.72665425,0.02158650,0.03998401,4.39602960,4.12401451,2.70073413
-4.66733367,6.14863849,0.73776063,0.02131698,0.03971564,4.33781500,4.10840653,2.66459554
-4.66133067,6.10590706,0.75009219,0.02108284,0.03945374,4.28057538,4.09393545,2.62993626
-4.65532766,6.06569578,0.76339102,0.02088199,0.03918833,4.22390615,4.07988518,2.59650050
-4.64932466,6.02695268,0.77737033,0.02071136,0.03890980,4.16733004,4.06545480,2.56397050
-4.64332166,5.98854569,0.79172239,0.02056709,0.03860939,4.11032917,4.04979197,2.53198655
-4.63731866,5.94931520,0.80612675,0.02044472,0.03827966,4.05237859,4.03202834,2.50016839
-4.63131566,5.90812596,0.82025857,0.02033940,0.03791487,3.99297925,4.01131532,2.46813654
-4.62531266,5.86391560,0.83379657,0.02024608,0.03751129,3.93168879,3.98685840,2.43553260
-4.61930965,5.81573743,0.84643034,0.02015969,0.03706737,3.86814816,3.95794837,2.40203736
-4.61330665,5.76279563,0.85786689,0.02007531,0.03658383,3.80210295,3.92398789,2.36738583
-4.60730365,5.70447110,0.86783612,0.01998828,0.03606358,3.73341819,3.88451243,2.33137848
-4.60130065,5.64033734,0.87609525,0.01989432,0.03551163,3.66208589,3.83920454,2.29388824
-4.59529765,5.57016587,0.88243211,0.01978958,0.03493477,3.58822524,3.78790123,2.25486308
-4.58929465,5.49392156,0.88666736,0.01967072,0.03434126,3.51207550,3.73059422,2.21432422
-4.58329165,5.41174867,0.88865576,0.01953489,0.03374040,3.43398222,3.66742348,2.17236026
-4.57728864,5.32394905,0.88828658,0.01937975,0.03314207,3.35437776,3.59866476,2.12911792
-4.57128564,5.23095410,0.88548341,0.01920346,0.03255627,3.27375737,3.52471204,2.08478993
-4.56528264,5.13329269,0.88020347,0.01900460,0.03199258,3.19265234,3.44605604,2.03960114
-4.55927964,5.03155698,0.87243673,0.01878219,0.03145976,3.11160175,3.36326016,1.99379367
-4.55327664,4.92636844,0.86220480,0.01853559,0.03096532,3.03112450,3.27693527,1.94761212
-4.54727364,4.81834597,0.84955994,0.01826454,0.03051516,2.95169329,3.18771460,1.90128969
-4.54127064,4.70807799,0.83458409,0.01796904,0.03011335,2.87371174,3.09623011,1.85503610
-4.53526763,4.59609981,0.81738808,0.01764941,0.02976194,2.79749604,3.00309128,1.80902789
-4.52926463,4.48287740,0.79811087,0.01730622,0.02946093,2.72326199,2.90886737,1.76340161
-4.52326163,4.36879794,0.77691890,0.01694033,0.02920827,2.65111784,2.81407370,1.71825017
-4.51725863,4.25416749,0.75400529,0.01655286,0.02900007,2.58106336,2.71916222,1.67362237
-4.51125563,4.13921514,0.72958886,0.01614523,0.02883078,2.51299489,2.62451668,1.62952551
-4.50525263,4.02410316,0.70391282,0.01571917,0.02869353,2.44671587,2.53045205,1.58593073
-4.49924962,3.90894185,0.67724292,0.01527671,0.02858049,2.38195232,2.43721795,1.54278058
-4.49324662,3.79380800,0.64986503,0.01482023,0.02848328,2.31837201,2.34500539,1.49999827
-4.48724362,3.67876525,0.62208199,0.01435243,0.02839339,2.25560642,2.25395636,1.45749786
-4.48124062,3.56388516,0.59420980,0.01387635,0.02830261,2.19327422,2.16417519,1.41519475
-4.47523762,3.44926722,0.56657303,0.01339536,0.02820341,2.13100491,2.07574115,1.37301582
-4.46923462,3.33505680,0.53949962,0.01291308,0.02808928,2.06846153,1.98872125,1.33090857
-4.46323162,3.22145977,0.51331512,0.01243342,0.02795500,2.00536134,1.90318265,1.28884873
-4.45722861,3.10875296,0.48833666,0.01196045,0.02779686,1.94149353,1.81920399,1.24684608
-4.45122561,2.99729013,0.46486667,0.01149840,0.02761275,1.87673318,1.73688500,1.20494811
-4.44522261,2.88750305,0.44318671,0.01105155,0.02740218,1.81105117,1.65635416,1.16324141
-4.43921961,2.77989787,0.42355171,0.01062417,0.02716624,1.74451952,1.57777399,1.12185103
-4.43321661,2.67504723,0.40618461,0.01022043,0.02690744,1.67731243,1.50134394,1.08093769
-4.42721361,2.57357859,0.39127184,0.00984437,0.02662953,1.60970296,1.42730090,1.04069338
-4.42121061,2.47615970,0.37895978,0.00949975,0.02633719,1.54205598,1.35591732,1.00133553
-4.41520760,2.38348198,0.36935217,0.00919005,0.02603583,1.47481770,1.28749747,0.96310023
-4.40920460,2.29624277,0.36250880,0.00891839,0.02573122,1.40850260,1.22237170,0.92623495
-4.40320160,2.21512739,0.35844523,0.00868748,0.02542925,1.34367835,1.16088946,0.89099109
-4.39719860,2.14079173,0.35713377,0.00849961,0.02513564,1.28094938,1.10341116,0.85761673
-4.39119560,2.07384611,0.35850539,0.00835658,0.02485574,1.22093994,1.05029926,0.82635001
-4.38519260,2.01484078,0.36245265,0.00825974,0.02459437,1.16427701,1.00190910,0.79741316
-4.37918959,1.96425353,0.36883330,0.00820994,0.02435570,1.11157383,0.95857951,0.77100749
-4.37318659,1.92247945,0.37747444,0.00820756,0.02414321,1.06341420,0.92062363,0.74730930
-4.36718359,1.88982270,0.38817705,0.00825250,0.02395971,1.02033813,0.88832014,0.72646671
-4.36118059,1.86649038,0.40072072,0.00834421,0.02380736,0.98282873,0.86190496,0.70859732
-4.35517759,1.85258795,0.41486825,0.00848166,0.02368783,0.95130081,0.84156374,0.69378656
-4.34917459,1.84811608,0.43037020,0.00866337,0.02360236,0.92609087,0.82742512,0.68208653
-4.34317159,1.85296860,0.44696906,0.00888745,0.02355191,0.90744884,0.81955481,0.67351523
-4.33716858,1.86693120,0.46440312,0.00915152,0.02353728,0.89553122,0.81795086,0.66805601
-4.33116558,1.88968087,0.48240990,0.00945279,0.02355918,0.89039590,0.82253982,0.66565703
-4.32516258,1.92078591,0.50072921,0.00978804,0.02361831,0.89199842,0.83317416,0.66623084
-4.31915958,1.95970663,0.51910584,0.01015360,0.02371533,0.90018990,0.84963102,0.66965396
-4.31315658,2.00579691,0.53729195,0.01054537,0.02385088,0.91471652,0.87161218,0.67576649
-4.30715358,2.05830692,0.55504925,0.01095887,0.02402544,0.93522081,0.89874557,0.68437192
