energy_ev,total_up,In_p_up,In_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-6.00000000,3.52036044,0.15352830,0.00542994,0.00103529,2.60143523,3.03583072,0.97023807
-5.99399700,3.46755924,0.15346913,0.00555205,0.00112253,2.55555890,2.96433618,0.93706957
-5.98799400,3.41505513,0.15320011,0.00567663,0.00122430,2.50934754,2.89271349,0.90454180
-5.98199100,3.36410593,0.15278645,0.00580614,0.00134116,2.46371211,2.82209547,0.87295095
-5.97598799,3.31600941,0.15229764,0.00594311,0.00147339,2.41960499,2.75364831,0.84258928
-5.96998499,3.27205507,0.15180441,0.00609004,0.00162092,2.37798764,2.68853422,0.81373692
-5.96398199,3.23347179,0.15137554,0.00624924,0.00178331,2.33979468,2.62787090,0.78665321
-5.95797899,3.20137339,0.15107463,0.00642265,0.00195971,2.30589600,2.57268956,0.76156762
-5.95197599,3.17670465,0.15095698,0.00661171,0.00214881,2.27705842,2.52389294,0.73867091
-5.94597299,3.16019032,0.15106670,0.00681722,0.00234886,2.25390891,2.48221550,0.71810673
-5.93996998,3.15229015,0.15143432,0.00703921,0.00255767,2.23690119,2.44818763,0.69996429
-5.93396698,3.15316225,0.15207478,0.00727688,0.00277261,2.22628771,2.42210582,0.68427241
-5.92796398,3.16263751,0.15298623,0.00752848,0.00299066,2.22209861,2.40401060,0.67099552
-5.92196098,3.18020669,0.15414945,0.00779136,0.00320848,2.22412927,2.39367377,0.66003188
-5.91595798,3.20502176,0.15552810,0.00806195,0.00342243,2.23193735,2.39059589,0.65121423
-5.90995498,3.23591200,0.15706971,0.00833585,0.00362874,2.24485003,2.39401477,0.64431312
-5.90395198,3.27141476,0.15870748,0.00860790,0.00382354,2.26198128,2.40292497,0.63904282
-5.89794897,3.30981981,0.16036272,0.00887240,0.00400299,2.28225895,2.41610778,0.63506972
-5.89194597,3.34922577,0.16194787,0.00912321,0.00416344,2.30446034,2.43217063,0.63202289
-5.88594297,3.38760595,0.16336996,0.00935403,0.00430146,2.32725482,2.44959430,0.62950646
-5.87993997,3.42288074,0.16453432,0.00955856,0.00441403,2.34925161,2.46678598,0.62711310
-5.87393697,3.45299316,0.16534837,0.00973078,0.00449859,2.36905032,2.48213562,0.62443825
-5.86793397,3.47598395,0.16572534,0.00986514,0.00455316,2.38529201,2.49407326,0.62109424
-5.86193097,3.49006273,0.16558773,0.00995680,0.00457639,2.39670815,2.50112447,0.61672376
-5.85592796,3.49367175,0.16487027,0.01000177,0.00456760,2.40216547,2.50196156,0.61101196
-5.84992496,3.48553947,0.16352241,0.00999713,0.00452683,2.40070433,2.49544826,0.60369677
-5.84392196,3.46472160,0.16151007,0.00994106,0.00445482,2.39156921,2.48067587,0.59457685
-5.83791896,3.43062798,0.15881674,0.00983297,0.00435296,2.37423006,2.45698962,0.58351697
-5.83191596,3.38303445,0.15544377,0.00967347,0.00422330,2.34839373,2.42400416,0.57045053
-5.82591296,3.32207975,0.15140997,0.00946438,0.00406841,2.31400547,2.38160804,0.55537936
-5.81990995,3.24824817,0.14675053,0.00920862,0.00389132,2.27124083,2.32995732,0.53837074
-5.81390695,3.16233940,0.14151536,0.00891011,0.00369544,2.22048885,2.26945911,0.51955200
-5.80790395,3.06542762,0.13576690,0.00857362,0.00348439,2.16232768,2.20074634,0.49910311
-5.80190095,2.95881231,0.12957768,0.00820461,0.00326196,2.09749448,2.12464521,0.47724752
-5.79589795,2.84396348,0.12302754,0.00780900,0.00303191,2.02685099,2.04213744,0.45424202
-5.78989495,2.72246421,0.11620088,0.00739300,0.00279796,1.95134693,1.95431905,0.43036591
-5.78389195,2.59595310,0.10918390,0.00696292,0.00256360,1.87198293,1.86235790,0.40591012
-5.77788894,2.46606943,0.10206199,0.00652495,0.00233207,1.78977463,1.76745180,0.38116676
-5.77188594,2.33440293,0.09491743,0.00608501,0.00210629,1.70571959,1.67078899,0.35641952
-5.76588294,2.20245013,0.08782739,0.00564860,0.00188875,1.62076803,1.57351249,0.33193516
-5.75987994,2.07157851,0.08086228,0.00522068,0.00168157,1.53579853,1.47668944,0.30795654
-5.75387694,1.94299912,0.07408456,0.00480558,0.00148640,1.45159903,1.38128624,0.28469721
-5.74787394,1.81774818,0.06754789,0.00440692,0.00130449,1.36885359,1.28815003,0.26233762
-5.74187094,1.69667719,0.06129674,0.00402762,0.00113665,1.28813466,1.19799655,0.24102304
-5.73586793,1.58045117,0.05536629,0.00366985,0.00098333,1.20990072,1.11140418,0.22086304
-5.72986493,1.46955411,0.04978266,0.00333509,0.00084461,1.13449862,1.02881379,0.20193226
-5.72386193,1.36430038,0.04456341,0.00302418,0.00072028,1.06216996,0.95053361,0.18427252
-5.71785893,1.26485104,0.03971822,0.00273735,0.00060986,0.99306075,0.87674833,0.16789577
-5.71185593,1.17123346,0.03524971,0.00247432,0.00051269,0.92723340,0.80753163,0.15278780
-5.70585293,1.08336319,0.03115435,0.00223439,0.00042793,0.86468023,0.74286092,0.13891242
-5.69984992,1.00106667,0.02742344,0.00201648,0.00035464,0.80533773,0.68263361,0.12621579
-5.69384692,0.92410373,0.02404404,0.00181928,0.00029181,0.74910069,0.62668390,0.11463086
-5.68784392,0.85218894,0.02099991,0.00164131,0.00023842,0.69583575,0.57479930,0.10408155
-5.68184092,0.78501114,0.01827234,0.00148096,0.00019343,0.64539368,0.52673626,0.09448665
-5.67583792,0.72225040,0.01584098,0.00133661,0.00015584,0.59762009,0.48223434,0.08576327
-5.66983492,0.66359235,0.01368447,0.00120664,0.00012470,0.55236435,0.44102859,0.07782979
-5.66383192,0.60873940,0.01178112,0.00108952,0.00009912,0.50948650,0.40285980,0.07060823
-5.65782891,0.55741923,0.01010937,0.00098381,0.00007830,0.46886222,0.36748268,0.06402617
-5.65182591,0.50939027,0.00864822,0.00088820,0.00006152,0.43038591,0.33467174,0.05801798
-5.64582291,0.46444491,0.00737760,0.00080154,0.00004813,0.39397209,0.30422530,0.05252574
-5.63981991,0.42241035,0.00627861,0.00072281,0.00003758,0.35955536,0.27596753,0.04749960
-5.63381691,0.38314794,0.00533378,0.00065116,0.00002940,0.32708915,0.24974905,0.04289788
-5.62781391,0.34655107,0.00452718,0.00058587,0.00002320,0.29654364,0.22544616,0.03868687
-5.62181091,0.31254236,0.00384459,0.00052637,0.00001865,0.26790321,0.20295928,0.03484041
-5.61580790,0.28107042,0.00327357,0.00047222,0.00001551,0.24116357,0.18221069,0.03133947
-5.60980490,0.25210665,0.00280354,0.00042307,0.00001359,0.21632903,0.16314202,0.02817156
-5.60380190,0.22564229,0.00242584,0.00037869,0.00001276,0.19341002,0.14571175,0.02533021
-5.59779890,0.20168617,0.00213377,0.00033893,0.00001296,0.17242109,0.12989285,0.02281460
-5.59179590,0.18026314,0.00192265,0.00030374,0.00001418,0.15337959,0.11567088,0.02062914
-5.58579290,0.16141341,0.00178987,0.00027309,0.00001643,0.13630494,0.10304252,0.01878329
-5.57978989,0.14519269,0.00173490,0.00024707,0.00001981,0.12121868,0.09201470,0.01729146
-5.57378689,0.13167311,0.00175934,0.00022578,0.00002444,0.10814509,0.08260419,0.01617302
-5.56778389,0.12094481,0.00186695,0.00020941,0.00003050,0.09711244,0.07483779,0.01545241
-5.56178089,0.11311781,0.00206367,0.00019818,0.00003821,0.08815449,0.06875277,0.01515924
-5.55577789,0.10832405,0.00235758,0.00019237,0.00004782,0.08131239,0.06439763,0.01532850
-5.54977489,0.10671913,0.00275888,0.00019234,0.00005964,0.07663633,0.06183283,0.01600060
-5.54377189,0.10848356,0.00327982,0.00019846,0.00007401,0.07418720,0.06113143,0.01722136
-5.53776888,0.11382296,0.00393451,0.00021120,0.00009131,0.07403755,0.06237932,0.01904182
-5.53176588,0.12296710,0.00473875,0.00023106,0.00011195,0.07627200,0.06567496,0.02151773
-5.52576288,0.13616723,0.00570974,0.00025857,0.00013636,0.08098671,0.07112829,0.02470891
-5.51975988,0.15369164,0.00686570,0.00029432,0.00016497,0.08828772,0.07885883,0.02867807
-5.51375688,0.17581922,0.00822541,0.00033891,0.00019825,0.09828822,0.08899266,0.03348945
-5.50775388,0.20283080,0.00980764,0.00039297,0.00023662,0.11110445,0.10165843,0.03920695
-5.50175088,0.23499854,0.01163050,0.00045709,0.00028051,0.12685035,0.11698214,0.04589192
-5.49574787,0.27257326,0.01371070,0.00053185,0.00033028,0.14563106,0.13508095,0.05360067
-5.48974487,0.31577018,0.01606270,0.00061777,0.00038626,0.16753527,0.15605600,0.06238159
-5.48374187,0.36475334,0.01869787,0.00071525,0.00044867,0.19262682,0.17998452,0.07227210
-5.47773887,0.41961933,0.02162358,0.00082463,0.00051765,0.22093567,0.20691142,0.08329556
-5.47173587,0.48038095,0.02484228,0.00094605,0.00059324,0.25244870,0.23684074,0.09545808
-5.46573287,0.54695154,0.02835065,0.00107950,0.00067531,0.28710070,0.26972733,0.10874562
-5.45972986,0.61913080,0.03213882,0.00122478,0.00076361,0.32476612,0.30546908,0.12312128
-5.45372686,0.69659292,0.03618976,0.00138144,0.00085773,0.36525187,0.34390036,0.13852322
-5.44772386,0.77887801,0.04047874,0.00154882,0.00095709,0.40829184,0.38478687,0.15486309
-5.44172086,0.86538731,0.04497316,0.00172600,0.00106093,0.45354353,0.42782246,0.17202527
-5.43571786,0.95538314,0.04963247,0.00191180,0.00116834,0.50058710,0.47262836,0.18986709
-5.42971486,1.04799392,0.05440850,0.00210482,0.00127825,0.54892732,0.51875487,0.20821994
-5.42371186,1.14222467,0.05924600,0.00230344,0.00138946,0.59799855,0.56568604,0.22689147
-5.41770885,1.23697292,0.06408358,0.00250584,0.00150064,0.64717283,0.61284714,0.24566878
-5.41170585,1.33104999,0.06885485,0.00271004,0.00161039,0.69577105,0.65961506,0.26432270
-5.40570285,1.42320706,0.07348989,0.00291394,0.00171722,0.74307700,0.70533136,0.28261284
-5.39969985,1.51216538,0.07791698,0.00311540,0.00181965,0.78835387,0.74931766,0.30029349
-5.39369685,1.59664944,0.08206448,0.00331226,0.00191620,0.83086281,0.79089286,0.31711993
-5.38769385,1.67542220,0.08586281,0.00350242,0.00200547,0.86988272,0.82939166,0.33285521
-5.38169085,1.74732069,0.08924651,0.00368388,0.00208612,0.90473073,0.86418358,0.34727682
-5.37568784,1.81129073,0.09215631,0.00385485,0.00215699,0.93478239,0.89469191,0.36018325
-5.36968484,1.86641923,0.09454095,0.00401371,0.00221705,0.95949087,0.92041150,0.37139993
-5.36368184,1.91196266,0.09635893,0.00415916,0.00226549,0.97840419,0.94092491,0.38078452
-5.35767884,1.94737032,0.09757990,0.00429017,0.00230172,0.99117983,0.95591609,0.38823110
-5.35167584,1.97230148,0.09818574,0.00440608,0.00232536,0.99759608,0.96518087,0.39367322
-5.34567284,1.98663549,0.09817125,0.00450653,0.00233629,0.99755950,0.96863390,0.39708566
-5.33966983,1.99047441,0.09754439,0.00459153,0.00233465,0.99110823,0.96631171,0.39848467
-5.33366683,1.98413801,0.09632615,0.00466143,0.00232078,0.97841104,0.95837165,0.39792700
-5.32766383,1.96815142,0.09454987,0.00471686,0.00229525,0.95976205,0.94508680,0.39550738
-5.32166083,1.94322599,0.09226028,0.00475873,0.00225883,0.93557149,0.92683718,0.39135492
-5.31565783,1.91023427,0.08951213,0.00478819,0.00221245,0.90635294,0.90409752,0.38562840
-5.30965483,1.87018028,0.08636854,0.00480653,0.00215717,0.87270761,0.87742233,0.37851079
