energy_ev,total_up,Cu_p_up,Cu_d_up,In_p_up,In_d_up,Te_p_up,Te_d_up
-6.00000000,1.06119670,0.47182684,0.34480352,0.12881419,0.00363809,0.15334376,0.00000000
-5.99399700,1.04840408,0.46593475,0.34041954,0.12859631,0.00362047,0.14656102,0.00000000
-5.98799400,1.03208067,0.45778614,0.33492734,0.12774354,0.00358403,0.14058108,0.00000000
-5.98199100,1.01239414,0.44746328,0.32837769,0.12629069,0.00352935,0.13538911,0.00000000
-5.97598799,0.98960559,0.43509478,0.32084843,0.12428332,0.00345739,0.13098001,0.00000000
-5.96998499,0.96406086,0.42085120,0.31244232,0.12177601,0.00336943,0.12735795,0.00000000
-5.96398199,0.93617929,0.40493961,0.30328412,0.11883054,0.00326705,0.12453558,0.00000000
-5.95797899,0.90644035,0.38759709,0.29351700,0.11551376,0.00315208,0.12253269,0.00000000
-5.95197599,0.87536866,0.36908369,0.28329837,0.11189545,0.00302656,0.12137454,0.00000000
-5.94597299,0.84351783,0.34967487,0.27279532,0.10804619,0.00289268,0.12108967,0.00000000
-5.93996998,0.81145361,0.32965382,0.26217986,0.10403534,0.00275273,0.12170743,0.00000000
-5.93396698,0.77973705,0.30930391,0.25162394,0.09992922,0.00260903,0.12325513,0.00000000
-5.92796398,0.74890804,0.28890155,0.24129462,0.09578950,0.00246388,0.12575493,0.00000000
-5.92196098,0.71946984,0.26870954,0.23134947,0.09167193,0.00231951,0.12922071,0.00000000
-5.91595798,0.69187506,0.24897134,0.22193228,0.08762544,0.00217802,0.13365490,0.00000000
-5.90995498,0.66651351,0.22990620,0.21316924,0.08369153,0.00204134,0.13904551,0.00000000
-5.90395198,0.64370228,0.21170534,0.20516586,0.07990404,0.00191120,0.14536344,0.00000000
-5.89794897,0.62367827,0.19452928,0.19800442,0.07628931,0.00178908,0.15256037,0.00000000
-5.89194597,0.60659357,0.17850622,0.19174230,0.07286658,0.00167619,0.16056724,0.00000000
-5.88594297,0.59251354,0.16373161,0.18641110,0.06964864,0.00157345,0.16929349,0.00000000
