energy_ev,total_up,Ga_p_up,Ga_d_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.15357679,2.42811756,0.43010739,0.00000000,0.76099870,2.01848221,0.00282714,0.04422963
-5.14757379,2.58286826,0.45554911,0.00000000,0.80819522,2.14934953,0.00306736,0.04734108
-5.14157079,2.73851073,0.48089130,0.00000000,0.85668226,2.28130646,0.00331138,0.05059261
-5.13556778,2.89340952,0.50581406,0.00000000,0.90611929,2.41304681,0.00355733,0.05395865
-5.12956478,3.04588378,0.52998708,0.00000000,0.95614741,2.54323042,0.00380325,0.05740932
-5.12356178,3.19425155,0.55307793,0.00000000,1.00639988,2.67051900,0.00404715,0.06091086
-5.11755878,3.33687474,0.57476061,0.00000000,1.05651254,2.79361218,0.00428706,0.06442626
-5.11155578,3.47220258,0.59472395,0.00000000,1.10613378,2.91128208,0.00452104,0.06791590
-5.10555278,3.59881191,0.61267970,0.00000000,1.15493346,3.02240506,0.00474726,0.07133829
-5.09954977,3.71544264,0.62836968,0.00000000,1.20261047,3.12598930,0.00496401,0.07465094
-5.09354677,3.82102719,0.64157213,0.00000000,1.24889882,3.22119743,0.00516976,0.07781113
-5.08754377,3.91471313,0.65210667,0.00000000,1.29357205,3.30736347,0.00536318,0.08077685
-5.08154077,3.99587851,0.65983809,0.00000000,1.33644606,3.38400401,0.00554319,0.08350760
-5.07553777,4.06414005,0.66467863,0.00000000,1.37738050,3.45082367,0.00570897,0.08596529
-5.06953477,4.11935445,0.66658899,0.00000000,1.41627904,3.50771525,0.00585996,0.08811499
-5.06353177,4.16161358,0.66557802,0.00000000,1.45308867,3.55475526,0.00599591,0.08992575
-5.05752876,4.19123437,0.66170121,0.00000000,1.48779840,3.59219560,0.00611686,0.09137124
-5.05152576,4.20874451,0.65505822,0.00000000,1.52043778,3.62045217,0.00622316,0.09243037
-5.04552276,4.21486487,0.64578956,0.00000000,1.55107512,3.64009133,0.00631541,0.09308783
-5.03951976,4.21048958,0.63407262,0.00000000,1.57981596,3.65181484,0.00639452,0.09333446
-5.03351676,4.19666461,0.62011720,0.00000000,1.60680141,3.65644380,0.00646159,0.09316753
-5.02751376,4.17456535,0.60416081,0.00000000,1.63220658,3.65490202,0.00651798,0.09259092
-5.02151076,4.14547356,0.58646368,0.00000000,1.65623871,3.64819887,0.00656518,0.09161509
-5.01550775,4.11075387,0.56730378,0.00000000,1.67913489,3.63741162,0.00660483,0.09025699
-5.00950475,4.07182988,0.54697176,0.00000000,1.70115892,3.62366712,0.00663864,0.08853970
-5.00350175,4.03015962,0.52576601,0.00000000,1.72259714,3.60812255,0.00666835,0.08649210
-4.99749875,3.98721042,0.50398776,0.00000000,1.74375296,3.59194508,0.00669566,0.08414819
-4.99149575,3.94443298,0.48193634,0.00000000,1.76493980,3.57629030,0.00672222,0.08154650
-4.98549275,3.90323482,0.45990454,0.00000000,1.78647265,3.56227943,0.00674952,0.07872920
-4.97948974,3.86495325,0.43817411,0.00000000,1.80865805,3.55097552,0.00677890,0.07574131
-4.97348674,3.83082834,0.41701157,0.00000000,1.83178309,3.54335923,0.00681146,0.07262968
-4.96748374,3.80197653,0.39666411,0.00000000,1.85610362,3.54030463,0.00684808,0.06944208
-4.96148074,3.77936569,0.37735597,0.00000000,1.88183227,3.54255611,0.00688935,0.06622621
-4.95547774,3.76379256,0.35928503,0.00000000,1.90912708,3.55070725,0.00693560,0.06302879
-4.94947474,3.75586359,0.34262004,0.00000000,1.93808117,3.56518276,0.00698685,0.05989466
-4.94347174,3.75598016,0.32749828,0.00000000,1.96871433,3.58622443,0.00704286,0.05686603
-4.93746873,3.76432881,0.31402387,0.00000000,2.00096707,3.61388198,0.00710314,0.05398177
-4.93146573,3.78087738,0.30226676,0.00000000,2.03469746,3.64800942,0.00716697,0.05127688
-4.92546273,3.80537705,0.29226251,0.00000000,2.06968130,3.68826723,0.00723344,0.04878197
-4.91945973,3.83737047,0.28401271,0.00000000,2.10561543,3.73413040,0.00730151,0.04652303
-4.91345673,3.87620552,0.27748626,0.00000000,2.14212424,3.78490200,0.00737003,0.04452114
-4.90745373,3.92105405,0.27262125,0.00000000,2.17876896,3.83973143,0.00743778,0.04279245
-4.90145073,3.97093454,0.26932757,0.00000000,2.21505920,3.89763669,0.00750354,0.04134811
-4.89544772,4.02473779,0.26749008,0.00000000,2.25046617,3.95752923,0.00756613,0.04019440
-4.88944472,4.08125414,0.26697220,0.00000000,2.28443668,4.01824036,0.00762440,0.03933284
-4.88344172,4.13920121,0.26761995,0.00000000,2.31640734,4.07854797,0.00767728,0.03876043
-4.87743872,4.19725103,0.26926617,0.00000000,2.34581822,4.13720239,0.00772382,0.03846984
-4.87143572,4.25405580,0.27173500,0.00000000,2.37212527,4.19295065,0.00776313,0.03844974
-4.86543272,4.30827156,0.27484632,0.00000000,2.39481127,4.24455849,0.00779446,0.03868510
-4.85942971,4.35857980,0.27842027,0.00000000,2.41339491,4.29082996,0.00781711,0.03915753
-4.85342671,4.40370692,0.28228164,0.00000000,2.42743809,4.33062452,0.00783051,0.03984574
-4.84742371,4.44244193,0.28626415,0.00000000,2.43655144,4.36287221,0.00783414,0.04072595
-4.84142071,4.47365315,0.29021458,0.00000000,2.44039859,4.38658734,0.00782754,0.04177248
-4.83541771,4.49630445,0.29399667,0.00000000,2.43869944,4.40088140,0.00781035,0.04295830
-4.82941471,4.50947175,0.29749482,0.00000000,2.43123295,4.40497605,0.00778225,0.04425580
-4.82341171,4.51236050,0.30061748,0.00000000,2.41784006,4.39821664,0.00774304,0.04563750
-4.81740870,4.50432434,0.30330030,0.00000000,2.39842692,4.38008685,0.00769260,0.04707697
-4.81140570,4.48488502,0.30550880,0.00000000,2.37296891,4.35022441,0.00763099,0.04854972
-4.80540270,4.45375330,0.30724063,0.00000000,2.34151544,4.30843788,0.00755843,0.05003415
-4.79939970,4.41085004,0.30852730,0.00000000,2.30419543,4.25472378,0.00747541,0.05151256
-4.79339670,4.35632637,0.30943514,0.00000000,2.26122326,4.18928321,0.00738267,0.05297202
-4.78739370,4.29058164,0.31006555,0.00000000,2.21290464,4.11253675,0.00728133,0.05440527
-4.78139070,4.21427739,0.31055420,0.00000000,2.15964181,4.02513627,0.00717285,0.05581140
-4.77538769,4.12834581,0.31106931,0.00000000,2.10193738,3.92797213,0.00705913,0.05719638
-4.76938469,4.03399103,0.31180861,0.00000000,2.04039602,3.82217444,0.00694251,0.05857333
-4.76338169,3.93268182,0.31299519,0.00000000,1.97572337,3.70910706,0.00682575,0.05996257
-4.75737869,3.82613478,0.31487204,0.00000000,1.90872153,3.59035351,0.00671204,0.06139127
-4.75137569,3.71628727,0.31769531,0.00000000,1.84028075,3.46769422,0.00660492,0.06289285
-4.74537269,3.60526040,0.32172654,0.00000000,1.77136709,3.34307516,0.00650827,0.06450601
-4.73936968,3.49531227,0.32722380,0.00000000,1.70300612,3.21856834,0.00642616,0.06627345
-4.73336668,3.38878307,0.33443213,0.00000000,1.63626291,3.09632508,0.00636279,0.06824031
-4.72736368,3.28803342,0.34357353,0.00000000,1.57221891,2.97852380,0.00632233,0.07045236
-4.72136068,3.19537842,0.35483677,0.00000000,1.51194648,2.86731380,0.00630879,0.07295406
-4.71535768,3.11301983,0.36836763,0.00000000,1.45648184,2.76475763,0.00632590,0.07578650
-4.70935468,3.04297916,0.38425970,0.00000000,1.40679777,2.67277390,0.00637690,0.07898535
-4.70335168,2.98703438,0.40254644,0.00000000,1.36377685,2.59308322,0.00646449,0.08257891
-4.69734867,2.94666308,0.42319474,0.00000000,1.32818647,2.52715918,0.00659061,0.08658634
-4.69134567,2.92299428,0.44610047,0.00000000,1.30065660,2.47618648,0.00675641,0.09101617
-4.68534267,2.91677095,0.47108624,0.00000000,1.28166113,2.44102768,0.00696210,0.09586514
-4.67933967,2.92832468,0.49790165,0.00000000,1.27150341,2.42219985,0.00720695,0.10111746
-4.67333667,2.95756345,0.52622624,0.00000000,1.27030663,2.41986166,0.00748923,0.10674453
-4.66733367,3.00397264,0.55567496,0.00000000,1.27800905,2.43381121,0.00780621,0.11270508
-4.66133067,3.06662904,0.58580624,0.00000000,1.29436440,2.46349422,0.00815422,0.11894584
-4.65532766,3.14422695,0.61613236,0.00000000,1.31894693,2.50802191,0.00852872,0.12540258
-4.64932466,3.23511489,0.64613180,0.00000000,1.35116112,2.56619737,0.00892437,0.13200159
-4.64332166,3.33734128,0.67526309,0.00000000,1.39025529,2.63654922,0.00933519,0.13866146
-4.63731866,3.44870685,0.70297972,0.00000000,1.43533859,2.71737073,0.00975468,0.14529508
-4.63131566,3.56682175,0.72874545,0.00000000,1.48540078,2.80676300,0.01017595,0.15181187
-4.62531266,3.68916495,0.75204948,0.00000000,1.53933404,2.90268041,0.01059195,0.15811999
-4.61930965,3.81314399,0.77242090,0.00000000,1.59595617,3.00297678,0.01099556,0.16412862
-4.61330665,3.93615291,0.78944175,0.00000000,1.65403450,3.10545096,0.01137980,0.16974999
-4.60730365,4.05562698,0.80275837,0.00000000,1.71231010,3.20789056,0.01173798,0.17490142
-4.60130065,4.16909263,0.81209042,0.00000000,1.76952164,3.30811294,0.01206382,0.17950691
-4.59529765,4.27421186,0.81723751,0.00000000,1.82442855,3.40400293,0.01235157,0.18349868
-4.58929465,4.36882041,0.81808299,0.00000000,1.87583315,3.49354659,0.01259617,0.18681816
-4.58329165,4.45095959,0.81459511,0.00000000,1.92260155,3.57486118,0.01279325,0.18941690
-4.57728864,4.51890165,0.80682538,0.00000000,1.96368292,3.64622103,0.01293926,0.19125705
-4.57128564,4.57116923,0.79490456,0.00000000,1.99812708,3.70607966,0.01303148,0.19231158
-4.56528264,4.60654925,0.77903626,0.00000000,2.02510025,3.75308827,0.01306808,0.19256431
-4.55927964,4.62410180,0.75948884,0.00000000,2.04389868,3.78611089,0.01304806,0.19200969
-4.55327664,4.62316472,0.73658579,0.00000000,2.05396007,3.80423640,0.01297130,0.19065247
-4.54727364,4.60335446,0.71069512,0.00000000,2.05487259,3.80678762,0.01283849,0.18850719
-4.54127064,4.56456352,0.68221824,0.00000000,2.04638136,3.79332756,0.01265113,0.18559763
-4.53526763,4.50695513,0.65157881,0.00000000,2.02839209,3.76366280,0.01241145,0.18195618
-4.52926463,4.43095517,0.61921177,0.00000000,2.00097189,3.71784400,0.01212236,0.17762322
-4.52326163,4.33724148,0.58555323,0.00000000,1.96434708,3.65616330,0.01178739,0.17264637
-4.51725863,4.22673072,0.55103113,0.00000000,1.91889779,3.57914852,0.01141063,0.16707985
-4.51125563,4.10056253,0.51605727,0.00000000,1.86514966,3.48755379,0.01099662,0.16098369
-4.50525263,3.96008105,0.48102052,0.00000000,1.80376243,3.38234677,0.01055034,0.15442304
-4.49924962,3.80681368,0.44628148,0.00000000,1.73551580,3.26469202,0.01007707,0.14746727
-4.49324662,3.64244713,0.41216860,0.00000000,1.66129282,3.13593083,0.00958237,0.14018922
-4.48724362,3.46880092,0.37897558,0.00000000,1.58206117,2.99755766,0.00907195,0.13266424
-4.48124062,3.28779852,0.34696009,0.00000000,1.49885280,2.85119341,0.00855164,0.12496926
-4.47523762,3.10143665,0.31634360,0.00000000,1.41274259,2.69855619,0.00802728,0.11718179
-4.46923462,2.91175332,0.28731223,0.00000000,1.32482648,2.54143019,0.00750469,0.10937891
-4.46323162,2.72079516,0.26001835,0.00000000,1.23619988,2.38163347,0.00698956,0.10163620
-4.45722861,2.53058507,0.23458289,0.00000000,1.14793678,2.22098550,0.00648744,0.09402676
-4.45122561,2.34309083,0.21109810,0.00000000,1.06107036,2.06127548,0.00600362,0.08662021
-4.44522261,2.16019571,0.18963062,0.00000000,0.97657538,1.90423222,0.00554313,0.07948176
-4.43921961,1.98367169,0.17022475,0.00000000,0.89535306,1.75149651,0.00511066,0.07267140
-4.43321661,1.81515610,0.15290572,0.00000000,0.81821844,1.60459671,0.00471054,0.06624320
-4.42721361,1.65613218,0.13768294,0.00000000,0.74589072,1.46492810,0.00434670,0.06024476
-4.42121061,1.50791389,0.12455306,0.00000000,0.67898647,1.33373631,0.00402263,0.05471678
-4.41520760,1.37163513,0.11350285,0.00000000,0.61801566,1.21210520,0.00374134,0.04969283
-4.40920460,1.24824328,0.10451172,0.00000000,0.56338050,1.10094891,0.00350538,0.04519927
-4.40320160,1.13849683,0.09755401,0.00000000,0.51537668,1.00100803,0.00331677,0.04125531
-4.39719860,1.04296663,0.09260083,0.00000000,0.47419670,0.91284943,0.00317700,0.03787321
-4.39119560,0.96204025,0.08962161,0.00000000,0.43993505,0.83686918,0.00308703,0.03505861
-4.38519260,0.89592874,0.08858527,0.00000000,0.41259475,0.77329804,0.00304720,0.03281097
-4.37918959,0.84467510,0.08946098,0.00000000,0.39209480,0.72220877,0.00305731,0.03112402
-4.37318659,0.80816397,0.09221863,0.00000000,0.37827835,0.68352474,0.00311650,0.02998636
-4.36718359,0.78613173,0.09682891,0.00000000,0.37092111,0.65702917,0.00322331,0.02938199
-4.36118059,0.77817663,0.10326313,0.00000000,0.36973980,0.64237458,0.00337561,0.02929092
-4.35517759,0.78376870,0.11149272,0.00000000,0.37440043,0.63909216,0.00357062,0.02968969
-4.34917459,0.80225911,0.12148845,0.00000000,0.38452617,0.64660084,0.00380490,0.03055197
-4.34317159,0.83288898,0.13321943,0.00000000,0.39970479,0.66421598,0.00407434,0.03184902
-4.33716858,0.87479780,0.14665187,0.00000000,0.41949565,0.69115787,0.00437420,0.03355017
-4.33116558,0.92703165,0.16174767,0.00000000,0.44343599,0.72656024,0.00469916,0.03562325
-4.32516258,0.98855150,0.17846282,0.00000000,0.47104685,0.76947900,0.00504332,0.03803497
-4.31915958,1.05824194,0.19674564,0.00000000,0.50183831,0.81890167,0.00540035,0.04075124
-4.31315658,1.13492077,0.21653494,0.00000000,0.53531435,0.87375773,0.00576350,0.04373747
-4.30715358,1.21734963,0.23775809,0.00000000,0.57097711,0.93293030,0.00612578,0.04695884
