energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-5.74187094,3.57081769,0.00593660,0.41203126,0.90826277,0.40625396,2.77091826,1.54706076,0.01965265,1.11096497
-5.73586793,3.45932247,0.00572132,0.39831733,0.88778393,0.39067696,2.69593503,1.49780967,0.01898630,1.07934880
-5.72986493,3.34715355,0.00550740,0.38413640,0.86584393,0.37522213,2.61495754,1.44929665,0.01827528,1.04714873
-5.72386193,3.23549232,0.00529739,0.36960077,0.84268450,0.36007597,2.52853210,1.40198943,0.01753444,1.01480449
-5.71785893,3.12556460,0.00509406,0.35482475,0.81858360,0.34542775,2.43733011,1.35635413,0.01677903,0.98278937
-5.71185593,3.01862362,0.00490033,0.33992330,0.79384950,0.33146585,2.34213696,1.31285269,0.01602417,0.95160044
-5.70585293,2.91592856,0.00471926,0.32501045,0.76881326,0.31837390,2.24383555,1.27193840,0.01528442,0.92174699
-5.69984992,2.81871929,0.00455396,0.31019752,0.74381998,0.30632670,2.14338514,1.23404954,0.01457338,0.89373758
-5.69384692,2.72818828,0.00440750,0.29559130,0.71921914,0.29548638,2.04179674,1.19960140,0.01390329,0.86806612
-5.68784392,2.64545077,0.00428285,0.28129222,0.69535460,0.28599861,1.94010618,1.16897689,0.01328472,0.84519774
-5.68184092,2.57151471,0.00418279,0.26739254,0.67255461,0.27798917,1.83934637,1.14251629,0.01272626,0.82555494
-5.67583792,2.50725167,0.00410982,0.25397493,0.65112235,0.27156103,1.74052006,1.12050666,0.01223438,0.80950448
-5.66983492,2.45337027,0.00406604,0.24111120,0.63132732,0.26679186,1.64457439,1.10317152,0.01181329,0.79734574
-5.66383192,2.41039342,0.00405312,0.22886150,0.61339796,0.26373227,1.55237845,1.09066148,0.01146485,0.78930090
-5.65782891,2.37864044,0.00407219,0.21727401,0.59751576,0.26240460,1.46470462,1.08304640,0.01118867,0.78550734
-5.65182591,2.35821520,0.00412375,0.20638506,0.58381104,0.26280253,1.38221447,1.08030974,0.01098214,0.78601257
-5.64582291,2.34900091,0.00420767,0.19621974,0.57236046,0.26489125,1.30544951,1.08234546,0.01084063,0.79077188
-5.63981991,2.35066205,0.00432308,0.18679306,0.56318638,0.26860850,1.23482703,1.08895805,0.01075770,0.79964885
-5.63381691,2.36265363,0.00446837,0.17811155,0.55625788,0.27386612,1.17064067,1.09986576,0.01072536,0.81241864
-5.62781391,2.38423763,0.00464120,0.17017517,0.55149344,0.28055229,1.11306566,1.11470725,0.01073440,0.82877395
-5.62181091,2.41450625,0.00483848,0.16297962,0.54876509,0.28853437,1.06216785,1.13305152,0.01077469,0.84833354
-5.61580790,2.45241114,0.00505641,0.15651883,0.54790371,0.29766213,1.01791617,1.15441099,0.01083557,0.87065289
-5.60980490,2.49679791,0.00529055,0.15078761,0.54870550,0.30777144,0.98019752,1.17825721,0.01090620,0.89523672
-5.60380190,2.54644444,0.00553587,0.14578426,0.55093906,0.31868828,0.94883349,1.20403888,0.01097592,0.92155289
-5.59779890,2.60010197,0.00578688,0.14151318,0.55435306,0.33023286,0.92359792,1.23120139,0.01103456,0.94904731
-5.59179590,2.65653728,0.00603773,0.13798725,0.55868416,0.34222388,0.90423465,1.25920713,0.01107283,0.97715922
-5.58579290,2.71457452,0.00628236,0.13522989,0.56366490,0.35448273,0.89047470,1.28755602,0.01108251,1.00533642
-5.57978989,2.77313520,0.00651464,0.13327685,0.56903139,0.36683749,0.88205217,1.31580511,0.01105676,1.03304994
-5.57378689,2.83127479,0.00672857,0.13217738,0.57453049,0.37912676,0.87871837,1.34358675,0.01099026,1.05980765
-5.56778389,2.88821456,0.00691837,0.13199495,0.57992643,0.39120299,0.88025366,1.37062435,0.01087936,1.08516642
-5.56178089,2.94336751,0.00707873,0.13280734,0.58500657,0.40293539,0.88647661,1.39674521,0.01072215,1.10874241
-5.55577789,2.99635730,0.00720492,0.13470600,0.58958621,0.41421235,0.89725017,1.42188975,0.01051847,1.13021924
-5.54977489,3.04702956,0.00729292,0.13779470,0.59351237,0.42494311,0.91248479,1.44611666,0.01026989,1.14935379
-5.54377189,3.09545496,0.00733957,0.14218749,0.59666650,0.43505892,0.93213822,1.46960385,0.00997957,1.16597959
-5.53776888,3.14192393,0.00734266,0.14800579,0.59896591,0.44451346,0.95621218,1.49264482,0.00965217,1.18000768
-5.53176588,3.18693316,0.00730099,0.15537490,0.60036421,0.45328262,0.98474593,1.51564059,0.00929362,1.19142504
-5.52576288,3.23116424,0.00721438,0.16441971,0.60085052,0.46136360,1.01780701,1.53908738,0.00891091,1.20029077
-5.51975988,3.27545496,0.00708370,0.17525992,0.60044768,0.46877347,1.05547943,1.56356019,0.00851187,1.20673019
-5.51375688,3.32076436,0.00691081,0.18800463,0.59920946,0.47554709,1.09784976,1.58969290,0.00810485,1.21092708
-5.50775388,3.36813243,0.00669849,0.20274674,0.59721694,0.48173463,1.14499160,1.61815523,0.00769853,1.21311446
-5.50175088,3.41863564,0.00645033,0.21955710,0.59457418,0.48739861,1.19694893,1.64962736,0.00730158,1.21356419
-5.49574787,3.47333981,0.00617064,0.23847858,0.59140321,0.49261060,1.25371913,1.68477278,0.00692245,1.21257571
-5.48974487,3.53325153,0.00586426,0.25952056,0.58783865,0.49744776,1.31523606,1.72421026,0.00656908,1.21046428
-5.48374187,3.59926970,0.00553640,0.28265368,0.58402207,0.50198914,1.38135419,1.76848563,0.00624875,1.20754910
-5.47773887,3.67213870,0.00519251,0.30780533,0.58009608,0.50631193,1.45183414,1.81804430,0.00596780,1.20414154
-5.47173587,3.75240459,0.00483809,0.33485609,0.57619859,0.51048786,1.52633058,1.87320527,0.00573154,1.20053389
-5.46573287,3.84037578,0.00447855,0.36363722,0.57245714,0.51457964,1.60438289,1.93413768,0.00554407,1.19698881
-5.45972986,3.93608970,0.00411902,0.39392942,0.56898363,0.51863774,1.68540919,2.00084050,0.00540823,1.19372990
-5.45372686,4.03928661,0.00376430,0.42546316,0.56586949,0.52269758,1.76870427,2.07312634,0.00532549,1.19093354
-5.44772386,4.14939181,0.00341869,0.45792044,0.56318156,0.52677716,1.85344160,2.15061013,0.00529594,1.18872224
-5.44172086,4.26550733,0.00308593,0.49093825,0.56095868,0.53087533,1.93867991,2.23270323,0.00531831,1.18715983
-5.43571786,4.38641371,0.00276916,0.52411369,0.55920929,0.53497083,2.02337404,2.31861371,0.00539001,1.18624860
-5.42971486,4.51058266,0.00247088,0.55701059,0.55790999,0.53902196,2.10639047,2.40735296,0.00550718,1.18592850
-5.42371186,4.63620064,0.00219296,0.58916761,0.55700532,0.54296726,2.18652681,2.49774918,0.00566481,1.18607858
-5.41770885,4.76120333,0.00193662,0.62010771,0.55640866,0.54672688,2.26253526,2.58846742,0.00585687,1.18652074
-5.41170585,4.88332034,0.00170252,0.64934849,0.55600444,0.55020491,2.33314922,2.67803622,0.00607644,1.18702556
-5.40570285,5.00012931,0.00149076,0.67641345,0.55565146,0.55329241,2.39711252,2.76488011,0.00631595,1.18732031
-5.39969985,5.10911792,0.00130098,0.70084352,0.55518742,0.55587110,2.45321025,2.84735739,0.00656730,1.18709876
-5.39369685,5.20775201,0.00113243,0.72220870,0.55443440,0.55781764,2.50030039,2.92380199,0.00682213,1.18603249
-5.38769385,5.29354755,0.00098400,0.74011936,0.55320517,0.55900819,2.53734508,2.99256823,0.00707201,1.18378334
-5.38169085,5.36414404,0.00085436,0.75423676,0.55131012,0.55932315,2.56344050,3.05207687,0.00730868,1.18001656
-5.37568784,5.41737658,0.00074200,0.76428245,0.54856443,0.55865181,2.57784419,3.10086100,0.00752425,1.17441390
-5.36968484,5.45134385,0.00064530,0.77004624,0.54479534,0.55689670,2.57999879,3.13760977,0.00771142,1.16668639
-5.36368184,5.46446926,0.00056257,0.77139230,0.53984907,0.55397742,2.56955114,3.16120859,0.00786370,1.15658601
-5.35767884,5.45555265,0.00049216,0.76826334,0.53359713,0.54983382,2.54636609,3.17077382,0.00797553,1.14391573
-5.35167584,5.42381051,0.00043245,0.76068251,0.52594172,0.54442819,2.51053405,3.16568084,0.00804244,1.12853767
-5.34567284,5.36890277,0.00038192,0.74875297,0.51681997,0.53774670,2.46237209,3.14558409,0.00806118,1.11037865
-5.33966983,5.29094515,0.00033916,0.73265526,0.50620681,0.52979965,2.40241839,3.11042826,0.00802975,1.08943325
-5.33366683,5.19050634,0.00030289,0.71264232,0.49411626,0.52062082,2.33141989,3.06045025,0.00794744,1.06576398
-5.32766383,5.06859041,0.00027197,0.68903257,0.48060128,0.51026589,2.25031381,2.99617171,0.00781483,1.03949870
-5.32166083,4.92660498,0.00024541,0.66220110,0.46575194,0.49881000,2.16020342,2.91838258,0.00763369,1.01082553
-5.31565783,4.76631676,0.00022238,0.63256945,0.44969217,0.48634470,2.06232911,2.82811631,0.00740693,0.97998533
-5.30965483,4.58979649,0.00020216,0.60059425,0.43257523,0.47297438,1.95803566,2.72661792,0.00713844,0.94726242
-5.30365183,4.39935556,0.00018418,0.56675525,0.41457811,0.45881252,1.84873707,2.61530621,0.00683297,0.91297387
-5.29764882,4.19747726,0.00016798,0.53154300,0.39589512,0.44397777,1.73588025,2.49573191,0.00649591,0.87745793
-5.29164582,3.98674538,0.00015320,0.49544688,0.37673110,0.42859031,1.62090882,2.36953323,0.00613312,0.84106226
-5.28564282,3.76977320,0.00013958,0.45894356,0.35729435,0.41276839,1.50522848,2.23839091,0.00575073,0.80413241
-5.27963982,3.54913557,0.00012691,0.42248661,0.33778991,0.39662548,1.39017502,2.10398431,0.00535497,0.76700119
-5.27363682,3.32730650,0.00011506,0.38649729,0.31841319,0.38026786,1.27698615,1.96795012,0.00495196,0.72997923
-5.26763382,3.10660445,0.00010395,0.35135690,0.29934443,0.36379293,1.16677786,1.83184526,0.00454756,0.69334724
-5.26163082,2.88914681,0.00009351,0.31740093,0.28074404,0.34728812,1.06052611,1.69711487,0.00414722,0.65735006
-5.25562781,2.67681457,0.00008373,0.28491489,0.26274913,0.33083045,0.95905397,1.56506638,0.00375587,0.62219281
-5.24962481,2.47122798,0.00007457,0.25413201,0.24547117,0.31448665,0.86302454,1.43685001,0.00337782,0.58803898
-5.24362181,2.27373282,0.00006606,0.22523266,0.22899484,0.29831374,0.77293925,1.31344600,0.00301672,0.55501046
-5.23761881,2.08539706,0.00005817,0.19834545,0.21337814,0.28236001,0.68914146,1.19565836,0.00267552,0.52318939
-5.23161581,1.90701692,0.00005091,0.17354958,0.19865347,0.26666627,0.61182441,1.08411478,0.00235645,0.49262142
-5.22561281,1.73913110,0.00004428,0.15087858,0.18482969,0.25126718,0.54104322,0.97927205,0.00206106,0.46332022
-5.21960980,1.58204170,0.00003828,0.13032485,0.17189489,0.23619265,0.47672968,0.88142628,0.00179026,0.43527279
-5.21360680,1.43584028,0.00003287,0.11184488,0.15981975,0.22146922,0.41870938,0.79072687,0.00154437,0.40844533
-5.20760380,1.30043743,0.00002805,0.09536495,0.14856117,0.20712120,0.36671999,0.70719347,0.00132320,0.38278914
-5.20160080,1.17559417,0.00002379,0.08078688,0.13806612,0.19317164,0.32043001,0.63073480,0.00112612,0.35824649
-5.19559780,1.06095390,0.00002005,0.06799379,0.12827531,0.17964313,0.27945723,0.56116852,0.00095216,0.33475596
-5.18959480,0.95607341,0.00001681,0.05685557,0.11912673,0.16655820,0.24338619,0.49824123,0.00080006,0.31225713
-5.18359180,0.86045207,0.00001404,0.04723389,0.11055873,0.15393965,0.21178421,0.44164799,0.00066840,0.29069451
-5.17758879,0.77355817,0.00001168,0.03898676,0.10251273,0.14181049,0.18421544,0.39105055,0.00055560,0.27002047
-5.17158579,0.69485206,0.00000972,0.03197240,0.09493522,0.13019380,0.16025293,0.34609404,0.00046010,0.25019729
-5.16558279,0.62380551,0.00000812,0.02605255,0.08777937,0.11911240,0.13948829,0.30642163,0.00038029,0.23119824
-5.15957979,0.55991732,0.00000684,0.02109501,0.08100591,0.10858843,0.12153923,0.27168695,0.00031469,0.21300782
-5.15357679,0.50272516,0.00000586,0.01697568,0.07458357,0.09864292,0.10605481,0.24156429,0.00026188,0.19562124
-5.14757379,0.45181377,0.00000516,0.01357989,0.06848899,0.08929532,0.09271879,0.21575638,0.00022061,0.17904325
-5.14157079,0.40681995,0.00000473,0.01080331,0.06270622,0.08056311,0.08125118,0.19399994,0.00018980,0.16328660
-5.13556778,0.36743464,0.00000455,0.00855231,0.05722594,0.07246144,0.07140827,0.17606914,0.00016854,0.14837009
-5.12956478,0.33340244,0.00000461,0.00674399,0.05204442,0.06500296,0.06298146,0.16177699,0.00015612,0.13431659
-5.12356178,0.30451909,0.00000492,0.00530591,0.04716235,0.05819766,0.05579519,0.15097503,0.00015202,0.12115096
-5.11755878,0.28062725,0.00000548,0.00417554,0.04258368,0.05205290,0.04970418,0.14355134,0.00015592,0.10889819
-5.11155578,0.26161094,0.00000630,0.00329957,0.03831439,0.04657353,0.04459021,0.13942719,0.00016769,0.09758171
-5.10555278,0.24738894,0.00000740,0.00263311,0.03436144,0.04176205,0.04035877,0.13855249,0.00018734,0.08722203
-5.09954977,0.23790748,0.00000880,0.00213883,0.03073182,0.03761893,0.03693563,0.14090015,0.00021506,0.07783568
-5.09354677,0.23313231,0.00001053,0.00178609,0.02743179,0.03414285,0.03426348,0.14645970,0.00025113,0.06943455
-5.08754377,0.23304056,0.00001260,0.00155001,0.02446624,0.03133104,0.03229881,0.15523019,0.00029597,0.06202555
-5.08154077,0.23761228,0.00001505,0.00141071,0.02183836,0.02917952,0.03100902,0.16721262,0.00035003,0.05561052
-5.07553777,0.24682202,0.00001790,0.00135247,0.01954933,0.02768333,0.03036980,0.18240219,0.00041379,0.05018647
-5.06953477,0.26063047,0.00002118,0.00136306,0.01759829,0.02683662,0.03036281,0.20078036,0.00048775,0.04574596
-5.06353177,0.27897635,0.00002491,0.00143302,0.01598237,0.02663266,0.03097373,0.22230716,0.00057231,0.04227757
-5.05752876,0.30176872,0.00002912,0.00155514,0.01469681,0.02706374,0.03219043,0.24691387,0.00066781,0.03976647
-5.05152576,0.32887992,0.00003380,0.00172391,0.01373520,0.02812092,0.03400155,0.27449630,0.00077445,0.03819496
-5.04552276,0.36013928,0.00003896,0.00193509,0.01308970,0.02979371,0.03639520,0.30490905,0.00089223,0.03754295
-5.03951976,0.39532792,0.00004460,0.00218532,0.01275131,0.03206962,0.03935791,0.33796076,0.00102093,0.03778832
-5.03351676,0.43417485,0.00005069,0.00247181,0.01271014,0.03493369,0.04287375,0.37341089,0.00116008,0.03890723
-5.02751376,0.47635455,0.00005720,0.00279205,0.01295562,0.03836798,0.04692365,0.41096798,0.00130893,0.04087426
-5.02151076,0.52148639,0.00006408,0.00314367,0.01347678,0.04235111,0.05148487,0.45028971,0.00146641,0.04366250
-5.01550775,0.56913601,0.00007128,0.00352423,0.01426238,0.04685789,0.05653073,0.49098484,0.00163113,0.04724359
-5.00950475,0.61881881,0.00007873,0.00393114,0.01530121,0.05185909,0.06203041,0.53261708,0.00180138,0.05158773
-5.00350175,0.67000566,0.00008632,0.00436164,0.01658224,0.05732143,0.06794911,0.57471097,0.00197517,0.05666375
-4.99749875,0.72213087,0.00009398,0.00481277,0.01809485,0.06320778,0.07424835,0.61675954,0.00215021,0.06243932
-4.99149575,0.77460231,0.00010157,0.00528145,0.01982911,0.06947773,0.08088658,0.65823371,0.00232399,0.06888130
-4.98549275,0.82681352,0.00010899,0.00576457,0.02177609,0.07608838,0.08782002,0.69859318,0.00249380,0.07595636
-4.97948974,0.87815756,0.00011612,0.00625911,0.02392822,0.08299556,0.09500380,0.73729842,0.00265684,0.08363182
-4.97348674,0.92804215,0.00012282,0.00676236,0.02627973,0.09015531,0.10239334,0.77382347,0.00281026,0.09187676
-4.96748374,0.97590579,0.00012898,0.00727205,0.02882713,0.09752565,0.10994600,0.80766908,0.00295126,0.10066351
-4.96148074,1.02123410,0.00013448,0.00778664,0.03156976,0.10506857,0.11762290,0.83837571,0.00307718,0.10996923
-4.95547774,1.06357598,0.00013921,0.00830549,0.03451036,0.11275220,0.12539088,0.86553601,0.00318555,0.11977780
-4.94947474,1.10255882,0.00014308,0.00882912,0.03765561,0.12055299,0.13322460,0.88880617,0.00327425,0.13008172
-4.94347174,1.13790206,0.00014600,0.00935941,0.04101668,0.12845780,0.14110849,0.90791584,0.00334152,0.14088395
-4.93746873,1.16942863,0.00014793,0.00989980,0.04460964,0.13646576,0.14903864,0.92267609,0.00338604,0.15219966
-4.93146573,1.19707342,0.00014882,0.01045541,0.04845582,0.14458979,0.15702444,0.93298523,0.00340704,0.16405752
-4.92546273,1.22088842,0.00014866,0.01103317,0.05258187,0.15285759,0.16508975,0.93883204,0.00340425,0.17650055
-4.91945973,1.24104402,0.00014747,0.01164183,0.05701971,0.16131197,0.17327367,0.94029643,0.00337802,0.18958625
-4.91345673,1.25782620,0.00014527,0.01229192,0.06180614,0.17001043,0.18163055,0.93754738,0.00332925,0.20338589
-4.90745373,1.27162949,0.00014213,0.01299571,0.06698218,0.17902388,0.19022942,0.93083819,0.00325941,0.21798290
-4.90145073,1.28294571,0.00013813,0.01376694,0.07259205,0.18843448,0.19915247,0.92049927,0.00317054,0.23347022
-4.89544772,1.29234868,0.00013337,0.01462061,0.07868195,0.19833255,0.20849281,0.90692862,0.00306515,0.24994658
-4.88944472,1.30047545,0.00012797,0.01557266,0.08529836,0.20881265,0.21835135,0.89058039,0.00294624,0.26751181
-4.88344172,1.30800457,0.00012206,0.01663957,0.09248633,0.21996888,0.22883294,0.87195203,0.00281717,0.28626130
-4.87743872,1.31563218,0.00011580,0.01783789,0.10028734,0.23188967,0.24004183,0.85157030,0.00268166,0.30627974
-4.87143572,1.32404685,0.00010933,0.01918383,0.10873728,0.24465210,0.25207662,0.82997691,0.00254367,0.32763440
-4.86543272,1.33390432,0.00010281,0.02069273,0.11786429,0.25831615,0.26502492,0.80771410,0.00240737,0.35036838
-4.85942971,1.34580304,0.00009641,0.02237861,0.12768677,0.27291915,0.27895795,0.78531093,0.00227707,0.37449399
-4.85342671,1.36026176,0.00009028,0.02425367,0.13821164,0.28847062,0.29392533,0.76327054,0.00215715,0.39998685
-4.84742371,1.37770024,0.00008458,0.02632794,0.14943291,0.30494801,0.30995039,0.74205905,0.00205200,0.42678096
-4.84142071,1.39842389,0.00007945,0.02860893,0.16133077,0.32229341,0.32702626,0.72209632,0.00196602,0.45476519
-4.83541771,1.42261331,0.00007504,0.03110138,0.17387113,0.34041175,0.34511301,0.70374891,0.00190352,0.48378155
-4.82941471,1.45031912,0.00007146,0.03380708,0.18700593,0.35917041,0.36413609,0.68732544,0.00186874,0.51362531
-4.82341171,1.48146259,0.00006885,0.03672494,0.20067391,0.37840063,0.38398621,0.67307430,0.00186576,0.54404746
-4.81740870,1.51584187,0.00006730,0.03985097,0.21480218,0.39790062,0.40452083,0.66118382,0.00189850,0.57475924
-4.81140570,1.55314383,0.00006690,0.04317854,0.22930827,0.41744042,0.42556733,0.65178447,0.00197068,0.60543889
-4.80540270,1.59296069,0.00006771,0.04669872,0.24410283,0.43676832,0.44692768,0.64495310,0.00208578,0.63574037
-4.79939970,1.63481086,0.00006980,0.05040067,0.25909260,0.45561867,0.46838465,0.64071862,0.00224697,0.66530371
-4.79339670,1.67816274,0.00007320,0.05427214,0.27418374,0.47372073,0.48970925,0.63906880,0.00245709,0.69376666
-4.78739370,1.72246046,0.00007793,0.05830008,0.28928526,0.49080818,0.51066914,0.63995769,0.00271856,0.72077701
-4.78139070,1.76715008,0.00008397,0.06247122,0.30431229,0.50662896,0.53103766,0.64331330,0.00303334,0.74600518
-4.77538769,1.81170501,0.00009130,0.06677269,0.31918921,0.52095481,0.55060312,0.64904483,0.00340283,0.76915628
-4.76938469,1.85564931,0.00009987,0.07119258,0.33385227,0.53359021,0.56917778,0.65704937,0.00382784,0.78998125
-4.76338169,1.89857769,0.00010960,0.07572054,0.34825166,0.54438019,0.58660633,0.66721745,0.00430845,0.80828637
-4.75737869,1.94017123,0.00012038,0.08034814,0.36235288,0.55321658,0.60277314,0.67943739,0.00484401,0.82394075
-4.75137569,1.98020795,0.00013209,0.08506926,0.37613732,0.56004253,0.61760823,0.69359815,0.00543305,0.83688126
-4.74537269,2.01856796,0.00014457,0.08988024,0.38960196,0.56485489,0.63109121,0.70959074,0.00607326,0.84711482
-4.73936968,2.05523276,0.00015766,0.09477986,0.40275831,0.56770439,0.64325339,0.72730815,0.00676141,0.85471775
-4.73336668,2.09027888,0.00017114,0.09976922,0.41563046,0.56869354,0.65417736,0.74664399,0.00749343,0.85983224
-4.72736368,2.12386629,0.00018481,0.10485132,0.42825240,0.56797247,0.66399444,0.76748997,0.00826436,0.86266000
-4.72136068,2.15622212,0.00019843,0.11003048,0.44066477,0.56573262,0.67287964,0.78973260,0.00906843,0.86345355
-4.71535768,2.18762059,0.00021178,0.11531158,0.45291104,0.56219887,0.68104441,0.81324925,0.00989912,0.86250525
-4.70935468,2.21836013,0.00022459,0.12069912,0.46503342,0.55762022,0.68872733,0.83790403,0.01074926,0.86013478
-4.70335168,2.24873888,0.00023664,0.12619604,0.47706860,0.55225952,0.69618318,0.86354368,0.01161112,0.85667552
-4.69734867,2.27902957,0.00024769,0.13180258,0.48904345,0.54638277,0.70367057,0.88999385,0.01247653,0.85246039
-4.69134567,2.30945522,0.00025753,0.13751490,0.50097105,0.54024835,0.71143887,0.91705599,0.01333707,0.84780784
-4.68534267,2.34016657,0.00026596,0.14332381,0.51284696,0.53409676,0.71971473,0.94450504,0.01418415,0.84300857
-4.67933967,2.37122247,0.00027281,0.14921348,0.52464615,0.52814116,0.72868898,0.97208819,0.01500915,0.83831341
-4.67333667,2.40257407,0.00027796,0.15516031,0.53632054,0.52255933,0.73850446,0.99952481,0.01580360,0.83392309
-4.66733367,2.43405366,0.00028129,0.16113197,0.54779746,0.51748722,0.74924523,1.02650762,0.01655927,0.82998015
-4.66133067,2.46536883,0.00028275,0.16708673,0.55897894,0.51301435,0.76092802,1.05270519,0.01726828,0.82656335
-4.65532766,2.49610229,0.00028234,0.17297314,0.56974215,0.50918145,0.77349609,1.07776589,0.01792320,0.82368492
-4.64932466,2.52571766,0.00028006,0.17873012,0.57994081,0.50598009,0.78681620,1.10132308,0.01851714,0.82129065
-4.64332166,2.55357121,0.00027600,0.18428746,0.58940777,0.50335467,0.80067878,1.12300173,0.01904379,0.81926281
