energy_ev,total_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.80190095,3.56329848,0.03124254,0.34513307,1.62760951,0.88740549,0.02721207,1.97328878,0.91821791,0.47237708
-5.79589795,3.55408726,0.03135487,0.34136570,1.62735520,0.88336852,0.02616383,1.97604981,0.92938084,0.46720600
-5.78989495,3.53425350,0.03136692,0.33664212,1.62165210,0.87698373,0.02505845,1.97229086,0.93706861,0.46092200
-5.78389195,3.50371724,0.03129080,0.33100244,1.61042970,0.86823867,0.02391251,1.96180613,0.94104453,0.45363392
-5.77788894,3.46253712,0.03114017,0.32449263,1.59369230,0.85714664,0.02274204,1.94448801,0.94113946,0.44546036
-5.77188594,3.41092928,0.03092975,0.31716573,1.57152763,0.84375253,0.02156222,1.92034065,0.93726092,0.43652838
-5.76588294,3.34928038,0.03067463,0.30908276,1.54411257,0.82813753,0.02038717,1.88948920,0.92939899,0.42697183
-5.75987994,3.27815356,0.03038975,0.30031355,1.51171540,0.81042230,0.01922974,1.85218416,0.91762893,0.41692933
-5.75387694,3.19828650,0.03008921,0.29093707,1.47469432,0.79076819,0.01810143,1.80880034,0.90211009,0.40654198
-5.74787394,3.11058103,0.02978577,0.28104138,1.43349192,0.76937639,0.01701223,1.75983022,0.88308135,0.39595071
-5.74187094,3.01608470,0.02949034,0.27072291,1.38862585,0.74648489,0.01597063,1.70587222,0.86085322,0.38529335
-5.73586793,2.91596497,0.02921155,0.26008524,1.34067601,0.72236334,0.01498357,1.64761410,0.83579701,0.37470157
-5.72986493,2.81147705,0.02895549,0.24923730,1.29026874,0.69730605,0.01405647,1.58581268,0.80833176,0.36429779
-5.72386193,2.70392725,0.02872550,0.23829101,1.23805891,0.67162342,0.01319322,1.52127055,0.77890949,0.35419212
-5.71785893,2.59463346,0.02852214,0.22735866,1.18471066,0.64563232,0.01239631,1.45481137,0.74799961,0.34447958
-5.71185593,2.48488489,0.02834327,0.21654986,1.13087783,0.61964586,0.01166684,1.38725457,0.71607323,0.33523759
-5.70585293,2.37590306,0.02818423,0.20596858,1.07718488,0.59396314,0.01100461,1.31939116,0.68358814,0.32652402
-5.69984992,2.26880596,0.02803814,0.19571008,1.02420942,0.56885944,0.01040825,1.25196135,0.65097513,0.31837581
-5.69384692,2.16457714,0.02789632,0.18585821,0.97246696,0.54457753,0.00987532,1.18563524,0.61862618,0.31080818
-5.68784392,2.06404098,0.02774876,0.17648300,0.92239862,0.52132027,0.00940240,1.12099730,0.58688505,0.30381470
-5.68184092,1.96784518,0.02758459,0.16763883,0.87436220,0.49924509,0.00898523,1.05853504,0.55604043,0.29736792
-5.67583792,1.87645115,0.02739264,0.15936316,0.82862701,0.47846044,0.00861888,0.99863231,0.52632193,0.29142083
-5.66983492,1.79013223,0.02716195,0.15167596,0.78537233,0.45902441,0.00829783,0.94156708,0.49789870,0.28590898
-5.66383192,1.70897956,0.02688229,0.14457985,0.74468954,0.44094548,0.00801620,0.88751359,0.47088072,0.28075306
-5.65782891,1.63291500,0.02654455,0.13806089,0.70658757,0.42418528,0.00776781,0.83654837,0.44532234,0.27586213
-5.65182591,1.56170997,0.02614114,0.13209003,0.67100114,0.40866327,0.00754643,0.78865955,0.42122774,0.27113706
-5.64582291,1.49500919,0.02566630,0.12662513,0.63780139,0.39426285,0.00734584,0.74375878,0.39855787,0.26647424
-5.63981991,1.43235782,0.02511626,0.12161340,0.60680815,0.38083877,0.00716006,0.70169490,0.37723850,0.26176944
-5.63381691,1.37323064,0.02448937,0.11699418,0.57780322,0.36822530,0.00698342,0.66226873,0.35716876,0.25692147
-5.62781391,1.31706192,0.02378611,0.11270189,0.55054406,0.35624480,0.00681074,0.62524806,0.33822982,0.25183578
-5.62181091,1.26327450,0.02300905,0.10866909,0.52477722,0.34471633,0.00663737,0.59038224,0.32029329,0.24642771
-5.61580790,1.21130697,0.02216266,0.10482941,0.50025096,0.33346386,0.00645937,0.55741577,0.30322900,0.24062526
-5.60980490,1.16063803,0.02125315,0.10112027,0.47672669,0.32232379,0.00627350,0.52610041,0.28691186,0.23437150
-5.60380190,1.11080706,0.02028820,0.09748536,0.45398870,0.31115144,0.00607728,0.49620538,0.27122766,0.22762627
-5.59779890,1.06143047,0.01927668,0.09387665,0.43185212,0.29982643,0.00586905,0.46752563,0.25607757,0.22036740
-5.59179590,1.01221351,0.01822833,0.09025605,0.41016875,0.28825663,0.00564791,0.43988779,0.24138147,0.21259120
-5.58579290,0.96295742,0.01715347,0.08659648,0.38883100,0.27638075,0.00541372,0.41315409,0.22707991,0.20431240
-5.57978989,0.91356205,0.01606270,0.08288257,0.36777365,0.26416945,0.00516705,0.38722417,0.21313498,0.19556349
-5.57378689,0.86402430,0.01496657,0.07911074,0.34697390,0.25162521,0.00490911,0.36203507,0.19953005,0.18639351
-5.56778389,0.81443287,0.01387539,0.07528898,0.32644969,0.23878082,0.00464166,0.33755962,0.18626862,0.17686634
-5.56178089,0.76495986,0.01279896,0.07143614,0.30625666,0.22569691,0.00436693,0.31380350,0.17337243,0.16705866
-5.55577789,0.71584996,0.01174641,0.06758093,0.28648395,0.21245860,0.00408751,0.29080138,0.16087901,0.15705758
-5.54977489,0.66740787,0.01072603,0.06376065,0.26724934,0.19917146,0.00380627,0.26861226,0.14883884,0.14695804
-5.54377189,0.61998483,0.00974518,0.06001979,0.24869375,0.18595714,0.00352625,0.24731461,0.13731235,0.13686026
-5.53776888,0.57396476,0.00881024,0.05640847,0.23097571,0.17294883,0.00325056,0.22700128,0.12636686,0.12686704
-5.53176588,0.52975084,0.00792653,0.05298094,0.21426580,0.16028670,0.00298236,0.20777467,0.11607361,0.11708133
-5.52576288,0.48775297,0.00709838,0.04979404,0.19874158,0.14811369,0.00272475,0.18974224,0.10650504,0.10760394
-5.51975988,0.44837662,0.00632915,0.04690590,0.18458295,0.13657172,0.00248074,0.17301258,0.09773234,0.09853159
-5.51375688,0.41201343,0.00562123,0.04437474,0.17196827,0.12579843,0.00225323,0.15769209,0.08982337,0.08995521
-5.50775388,0.37903381,0.00497622,0.04225785,0.16107139,0.11592458,0.00204504,0.14388235,0.08284096,0.08195881
-5.50175088,0.34978158,0.00439494,0.04061093,0.15205946,0.10707225,0.00185888,0.13167827,0.07684162,0.07461852
-5.49574787,0.32457075,0.00387757,0.03948764,0.14509183,0.09935374,0.00169741,0.12116687,0.07187462,0.06800226
-5.48974487,0.30368435,0.00342377,0.03893941,0.14031982,0.09287114,0.00156330,0.11242665,0.06798138,0.06216962
-5.48374187,0.28737513,0.00303274,0.03901560,0.13788751,0.08771674,0.00145928,0.10552759,0.06519530,0.05717214
-5.47773887,0.27586777,0.00270338,0.03976389,0.13793336,0.08397395,0.00138822,0.10053144,0.06354168,0.05305387
-5.47173587,0.26936265,0.00243432,0.04123097,0.14059262,0.08171880,0.00135322,0.09749237,0.06303799,0.04985215
-5.46573287,0.26804044,0.00222405,0.04346350,0.14600055,0.08102187,0.00135767,0.09645775,0.06369427,0.04759848
-5.45972986,0.27206755,0.00207095,0.04650919,0.15429610,0.08195055,0.00140533,0.09746897,0.06551361,0.04631949
-5.45372686,0.28160185,0.00197334,0.05041816,0.16562615,0.08457150,0.00150041,0.10056219,0.06849282,0.04603786
-5.44772386,0.29679850,0.00192949,0.05524433,0.18014995,0.08895321,0.00164757,0.10576885,0.07262303,0.04677322
-5.44172086,0.31781539,0.00193766,0.06104692,0.19804366,0.09516844,0.00185199,0.11311610,0.07789045,0.04854277
-5.43571786,0.34481807,0.00199605,0.06789190,0.21950474,0.10329659,0.00211931,0.12262671,0.08427708,0.05136180
-5.42971486,0.37798380,0.00210279,0.07585326,0.24475592,0.11342571,0.00245562,0.13431892,0.09176144,0.05524398
-5.42371186,0.41750435,0.00225588,0.08501416,0.27404849,0.12565405,0.00286737,0.14820579,0.10031936,0.06020126
-5.41770885,0.46358749,0.00245315,0.09546766,0.30766446,0.14009117,0.00336124,0.16429439,0.10992467,0.06624362
-5.41170585,0.51645687,0.00269220,0.10731695,0.34591745,0.15685824,0.00394397,0.18258478,0.12054997,0.07337852
-5.40570285,0.57635000,0.00297034,0.12067507,0.38915180,0.17608768,0.00462216,0.20306876,0.13216733,0.08161004
-5.39969985,0.64351437,0.00328450,0.13566387,0.43773961,0.19792178,0.00540204,0.22572866,0.14474896,0.09093788
-5.39369685,0.71820145,0.00363126,0.15241213,0.49207543,0.22251050,0.00628914,0.25053604,0.15826776,0.10135621
-5.38769385,0.80065858,0.00400673,0.17105286,0.55256832,0.25000806,0.00728807,0.27745061,0.17269785,0.11285231
-5.38169085,0.89111880,0.00440660,0.19171958,0.61963116,0.28056864,0.00840213,0.30641920,0.18801490,0.12540528
-5.37568784,0.98978864,0.00482611,0.21454169,0.69366717,0.31434084,0.00963303,0.33737509,0.20419627,0.13898473
-5.36968484,1.09683423,0.00526010,0.23963899,0.77505366,0.35146133,0.01098060,0.37023754,0.22122100,0.15354953
-5.36368184,1.21236588,0.00570306,0.26711537,0.86412349,0.39204745,0.01244246,0.40491172,0.23906947,0.16904682
-5.35767884,1.33642167,0.00614920,0.29705194,0.96114440,0.43618921,0.01401387,0.44128891,0.25772283,0.18541119
-5.35167584,1.46895053,0.00659255,0.32949974,1.06629712,0.48394078,0.01568748,0.47924704,0.27716211,0.20256416
-5.34567284,1.60979548,0.00702707,0.36447246,1.17965288,0.53531179,0.01745330,0.51865156,0.29736702,0.22041405
-5.33966983,1.75867781,0.00744678,0.40193938,1.30115140,0.59025880,0.01929867,0.55935646,0.31831450,0.23885622
-5.33366683,1.91518285,0.00784591,0.44181894,1.43058033,0.64867735,0.02120837,0.60120556,0.33997702,0.25777371
-5.32766383,2.07874836,0.00821899,0.48397340,1.56755744,0.71039502,0.02316478,0.64403389,0.36232066,0.27703836
-5.32166083,2.24865617,0.00856104,0.52820489,1.71151651,0.77516579,0.02514822,0.68766907,0.38530313,0.29651232
-5.31565783,2.42402797,0.00886762,0.57425320,1.86169835,0.84266640,0.02713733,0.73193273,0.40887174,0.31605001
-5.30965483,2.60382586,0.00913500,0.62179572,2.01714755,0.91249474,0.02910949,0.77664189,0.43296155,0.33550041
-5.30365183,2.78685816,0.00936018,0.67044961,2.17671611,0.98417090,0.03104147,0.82161013,0.45749367,0.35470969
-5.29764882,2.97179084,0.00954096,0.71977640,2.33907422,1.05714089,0.03290993,0.86664881,0.48237396,0.37352410
-5.29164582,3.15716465,0.00967598,0.76928907,2.50272861,1.13078324,0.03469205,0.91156801,0.50749224,0.39179300
-5.28564282,3.34141780,0.00976470,0.81846136,2.66604822,1.20441845,0.03636618,0.95617754,0.53272198,0.40937201
-5.27963982,3.52291370,0.00980739,0.86673927,2.82729666,1.27732119,0.03791238,1.00028776,0.55792080,0.42612606
-5.27363682,3.69997326,0.00980504,0.91355420,2.98467081,1.34873484,0.03931296,1.04371050,0.58293165,0.44193239
-5.26763382,3.87091048,0.00975933,0.95833746,3.13634414,1.41788817,0.04055289,1.08625998,0.60758474,0.45668322
-5.26163082,4.03407058,0.00967250,1.00053544,3.28051332,1.48401333,0.04162017,1.12775383,0.63170028,0.47028812
-5.25562781,4.18786894,0.00954728,1.03962494,3.41544650,1.54636482,0.04250603,1.16801434,0.65509187,0.48267596
-5.24962481,4.33082978,0.00938677,1.07512807,3.53953134,1.60423852,0.04320505,1.20686978,0.67757061,0.49379627
-5.24362181,4.46162291,0.00919432,1.10662600,3.65132082,1.65699012,0.04371510,1.24415596,0.69894956,0.50362003
-5.23761881,4.57909713,0.00897345,1.13377106,3.74957521,1.70405227,0.04403720,1.27971805,0.71904873,0.51213987
-5.23161581,4.68230914,0.00872774,1.15629668,3.83329823,1.74494965,0.04417528,1.31341240,0.73770004,0.51936953
-5.22561281,4.77054658,0.00846074,1.17402481,3.90176618,1.77931145,0.04413582,1.34510856,0.75475235,0.52534272
-5.21960980,4.84334453,0.00817594,1.18687039,3.95454870,1.80688068,0.04392745,1.37469130,0.77007624,0.53011136
-5.21360680,4.90049475,0.00787665,1.19484298,3.99152047,1.82752005,0.04356048,1.40206249,0.78356828,0.53374321
-5.20760380,4.94204728,0.00756603,1.19804522,4.01286346,1.84121409,0.04304644,1.42714287,0.79515476,0.53631909
-5.20160080,4.96830470,0.00724703,1.19666860,4.01905956,1.84806759,0.04239760,1.44987354,0.80479453,0.53792970
-5.19559780,4.97980904,0.00692235,1.19098642,4.01087418,1.84830040,0.04162660,1.47021708,0.81248107,0.53867224
-5.18959480,4.97732227,0.00659451,1.18134454,3.98933137,1.84223895,0.04074600,1.48815828,0.81824342,0.53864691
-5.18359180,4.96180109,0.00626581,1.16815026,3.95568153,1.83030479,0.03976804,1.50370441,0.82214614,0.53795353
-5.17758879,4.93436715,0.00593833,1.15185974,3.91136305,1.81300079,0.03870439,1.51688502,0.82428824,0.53668835
-5.17158579,4.89627396,0.00561399,1.13296452,3.85795924,1.79089554,0.03756600,1.52775130,0.82480103,0.53494124
-5.16558279,4.84887170,0.00529454,1.11197769,3.79715214,1.76460657,0.03636306,1.53637503,0.82384510,0.53279340
-5.15957979,4.79357138,0.00498160,1.08942003,3.73067479,1.73478314,0.03510499,1.54284717,0.82160647,0.53031564
-5.15357679,4.73180942,0.00467663,1.06580672,3.66026353,1.70208910,0.03380049,1.54727626,0.81829201,0.52756738
-5.14757379,4.66501393,0.00438102,1.04163484,3.58761192,1.66718655,0.03245771,1.54978659,0.81412436,0.52459631
-5.14157079,4.59457365,0.00409601,1.01737215,3.51432749,1.63072063,0.03108434,1.55051632,0.80933641,0.52143882
-5.13556778,4.52181028,0.00382279,0.99344723,3.44189277,1.59330607,0.02968779,1.54961567,0.80416569,0.51812108
-5.12956478,4.44795497,0.00356244,0.97024126,3.37163150,1.55551558,0.02827532,1.54724504,0.79884857,0.51466069
-5.12356178,4.37412917,0.00331596,0.94808151,3.30468094,1.51787052,0.02685422,1.54357345,0.79361467,0.51106883
-5.11755878,4.30133019,0.00308425,0.92723663,3.24197098,1.48083372,0.02543183,1.53877692,0.78868151,0.50735271
-5.11155578,4.23042140,0.00286817,0.90791378,3.18421039,1.44480472,0.02401569,1.53303709,0.78424953,0.50351825
-5.10555278,4.16212697,0.00266846,0.89025740,3.13188050,1.41011704,0.02261351,1.52653986,0.78049768,0.49957264
-5.09954977,4.09703076,0.00248583,0.87434983,3.08523622,1.37703771,0.02123315,1.51947410,0.77757960,0.49552684
-5.09354677,4.03557912,0.00232088,0.86021346,3.04431417,1.34576844,0.01988260,1.51203027,0.77562051,0.49139766
-5.08754377,3.97808691,0.00217417,0.84781434,3.00894756,1.31644867,0.01856984,1.50439902,0.77471494,0.48720939
-5.08154077,3.92474649,0.00204624,0.83706720,2.97878686,1.28915972,0.01730277,1.49676950,0.77492524,0.48299487
-5.07553777,3.87563895,0.00193756,0.82784156,2.95332575,1.26393033,0.01608903,1.48932762,0.77628104,0.47879587
-5.06953477,3.83074706,0.00184860,0.81996892,2.93193099,1.24074279,0.01493587,1.48225396,0.77877954,0.47466285
-5.06353177,3.78996959,0.00177982,0.81325060,2.91387520,1.21953989,0.01385005,1.47572157,0.78238675,0.47065408
-5.05752876,3.75313634,0.00173170,0.80746625,2.89837121,1.20023208,0.01283764,1.46989354,0.78703952,0.46683415
-5.05152576,3.72002341,0.00170476,0.80238259,2.88460664,1.18270484,0.01190396,1.46492055,0.79264840,0.46327201
-5.04552276,3.69036850,0.00169955,0.79776217,2.87177742,1.16682600,0.01105345,1.46093833,0.79910115,0.46003870
-5.03951976,3.66388552,0.00171667,0.79337194,2.85911884,1.15245280,0.01028963,1.45806526,0.80626688,0.45720486
-5.03351676,3.64027839,0.00175674,0.78899129,2.84593307,1.13943853,0.00961501,1.45640022,0.81400050,0.45483814
-5.02751376,3.61925354,0.00182046,0.78441936,2.83161213,1.12763870,0.00903112,1.45602064,0.82214750,0.45300084
-5.02151076,3.60053081,0.00190849,0.77948123,2.81565532,1.11691638,0.00853845,1.45698102,0.83054870,0.45174761
-5.01550775,3.58385237,0.00202152,0.77403303,2.79768076,1.10714681,0.00813650,1.45931176,0.83904492,0.45112368
-5.00950475,3.56898958,0.00216014,0.76796553,2.77743062,1.09822106,0.00782381,1.46301860,0.84748115,0.45116336
-5.00350175,3.55574733,0.00232484,0.76120625,2.75477004,1.09004860,0.00759797,1.46808227,0.85571032,0.45188907
-4.99749875,3.54396578,0.00251592,0.75372000,2.72968011,1.08255890,0.00745569,1.47445867,0.86359626,0.45331083
-4.99149575,3.53351954,0.00273342,0.74550779,2.70224529,1.07570176,0.00739285,1.48207929,0.87101583,0.45542613
-4.98549275,3.52431410,0.00297705,0.73660424,2.67263635,1.06944658,0.00740452,1.49085181,0.87786018,0.45822021
-4.97948974,3.51627975,0.00324610,0.72707360,2.64108964,1.06378047,0.00748505,1.50066080,0.88403498,0.46166661
-4.97348674,3.50936325,0.00353938,0.71700464,2.60788395,1.05870541,0.00762812,1.51136851,0.88945983,0.46572789
-4.96748374,3.50351750,0.00385510,0.70650454,2.57331635,1.05423439,0.00782677,1.52281549,0.89406682,0.47035642
-4.96148074,3.49868989,0.00419088,0.69569218,2.53767807,1.05038687,0.00807347,1.53482121,0.89779837,0.47549520
-4.95547774,3.49480969,0.00454368,0.68469116,2.50123212,1.04718365,0.00836022,1.54718457,0.90060469,0.48107853
-4.94947474,3.49177543,0.00490975,0.67362282,2.46419334,1.04464147,0.00867857,1.55968437,0.90244089,0.48703259
-4.94347174,3.48944269,0.00528470,0.66259961,2.42671241,1.04276746,0.00901974,1.57207983,0.90326412,0.49327585
-4.93746873,3.48761334,0.00566352,0.65171921,2.38886420,1.04155387,0.00937473,1.58411130,0.90303098,0.49971926
-4.93146573,3.48602675,0.00604061,0.64105951,2.35064132,1.04097325,0.00973441,1.59550127,0.90169530,0.50626639
-4.92546273,3.48435371,0.00640997,0.63067484,2.31195296,1.04097430,0.01008967,1.60595592,0.89920663,0.51281350
-4.91945973,3.48219354,0.00676523,0.62059339,2.27262913,1.04147871,0.01043153,1.61516726,0.89550950,0.51924959
-4.91345673,3.47907484,0.00709991,0.61081618,2.23242982,1.04237912,0.01075135,1.62281610,0.89054355,0.52545667
-4.90745373,3.47446002,0.00740750,0.60131732,2.19105871,1.04353829,0.01104095,1.62857591,0.88424458,0.53131019
-4.90145073,3.46775373,0.00768174,0.59204561,2.14818031,1.04478964,0.01129276,1.63211758,0.87654645,0.53667987
-4.89544772,3.45831494,0.00791677,0.58292744,2.10343991,1.04593919,0.01150004,1.63311520,0.86738368,0.54143090
-4.88944472,3.44547235,0.00810731,0.57387060,2.05648488,1.04676877,0.01165699,1.63125266,0.85669472,0.54542566
-4.88344172,3.42854259,0.00824891,0.56476897,2.00698626,1.04704051,0.01175888,1.62623099,0.84442555,0.54852598
-4.87743872,3.40685062,0.00833801,0.55550771,1.95465958,1.04650242,0.01180221,1.61777625,0.83053345,0.55059584
-4.87143572,3.37975142,0.00837216,0.54596879,1.89928369,1.04489494,0.01178475,1.60564773,0.81499074,0.55150459
-4.86543272,3.34665223,0.00835006,0.53603645,1.84071664,1.04195816,0.01170566,1.58964610,0.79778819,0.55113051
-4.85942971,3.30703447,0.00827164,0.52560255,1.77890800,1.03743959,0.01156544,1.56962125,0.77893797,0.54936467
-4.85342671,3.26047449,0.00813805,0.51457139,1.71390705,1.03110214,0.01136598,1.54547947,0.75847590,0.54611484
-4.84742371,3.20666232,0.00795164,0.50286402,1.64586642,1.02273206,0.01111050,1.51718961,0.73646299,0.54130932
-4.84142071,3.14541775,0.00771585,0.49042177,1.57504142,1.01214673,0.01080344,1.48478796,0.71298604,0.53490059
-4.83541771,3.07670324,0.00743515,0.47720898,1.50178514,0.99920182,0.01045040,1.44838156,0.68815750,0.52686836
-4.82941471,3.00063297,0.00711483,0.46321490,1.42653972,0.98379783,0.01005798,1.40814976,0.66211440,0.51722212
-4.82341171,2.91747799,0.00676088,0.44845475,1.34982458,0.96588566,0.00963362,1.36434379,0.63501661,0.50600275
-4.81740870,2.82766712,0.00637975,0.43296995,1.27222223,0.94547108,0.00918548,1.31728445,0.60704438,0.49328331
-4.81140570,2.73178368,0.00597818,0.41682771,1.19436251,0.92261790,0.00872222,1.26735769,0.57839540,0.47916871
-4.80540270,2.63055804,0.00556298,0.40011981,1.11690608,0.89744985,0.00825287,1.21500843,0.54928156,0.46379435
-4.79939970,2.52485640,0.00514087,0.38296102,1.04052810,0.87015088,0.00778666,1.16073254,0.51992534,0.44732369
-4.79339670,2.41566602,0.00471828,0.36548688,0.96590254,0.84096402,0.00733285,1.10506734,0.49055624,0.42994483
-4.78739370,2.30407740,0.00430120,0.34785123,0.89368804,0.81018866,0.00690064,1.04858093,0.46140716,0.41186616
-4.78139070,2.19126381,0.00389507,0.33022333,0.82451549,0.77817633,0.00649900,0.99186057,0.43271089,0.39331135
-4.77538769,2.07845900,0.00350470,0.31278488,0.75897776,0.74532504,0.00613662,0.93550059,0.40469686,0.37451374
-4.76938469,1.96693332,0.00313418,0.29572676,0.69762167,0.71207228,0.00582173,0.88009022,0.37758799,0.35571044
-4.76338169,1.85796918,0.00278686,0.27924561,0.64094210,0.67888685,0.00556213,0.82620153,0.35159791,0.33713643
-4.75737869,1.75283621,0.00246536,0.26354040,0.58937809,0.64625963,0.00536501,0.77437819,0.32692838,0.31901869
-4.75137569,1.65276687,0.00217158,0.24880881,0.54331067,0.61469354,0.00523692,0.72512497,0.30376687,0.30157091
-4.74537269,1.55893286,0.00190677,0.23524357,0.50306196,0.58469298,0.00518369,0.67889865,0.28228449,0.28498863
-4.73936968,1.47242301,0.00167154,0.22302870,0.46889520,0.55675283,0.00521034,0.63610024,0.26263394,0.26944528
-4.73336668,1.39422281,0.00146601,0.21233580,0.44101520,0.53134747,0.00532096,0.59706890,0.24494773,0.25508907
-4.72736368,1.32519614,0.00128982,0.20332021,0.41956897,0.50891989,0.00551862,0.56207744,0.22933648,0.24204082
-4.72136068,1.26606928,0.00114224,0.19611733,0.40464595,0.48987125,0.00580527,0.53132963,0.21588732,0.23039285
-4.71535768,1.21741757,0.00102228,0.19083895,0.39627786,0.47455119,0.00618159,0.50495902,0.20466245,0.22020876
-4.70935468,1.17965467,0.00092870,0.18756981,0.39443781,0.46324892,0.00664688,0.48302935,0.19569781,0.21152414
-4.70335168,1.15302459,0.00086013,0.18636442,0.39903869,0.45618548,0.00719892,0.46553631,0.18900193,0.20434799
-4.69734867,1.13759654,0.00081509,0.18724418,0.40993104,0.45350734,0.00783388,0.45241037,0.18455501,0.19866479
-4.69134567,1.13326251,0.00079205,0.19019509,0.42690030,0.45528138,0.00854625,0.44352065,0.18230821,0.19443696
-4.68534267,1.13973763,0.00078945,0.19516595,0.44966402,0.46149151,0.00932876,0.43867943,0.18218336,0.19160760
-4.67933967,1.15656332,0.00080575,0.20206732,0.47786918,0.47203697,0.01017236,0.43764723,0.18407296,0.19010329
-4.67333667,1.18311297,0.00083939,0.21077126,0.51109012,0.48673242,0.01106630,0.44013815,0.18784073,0.18983685
-4.66733367,1.21860046,0.00088883,0.22111204,0.54882742,0.50530975,0.01199821,0.44582544,0.19332264,0.19070983
-4.66133067,1.26209117,0.00095253,0.23288773,0.59050830,0.52742182,0.01295424,0.45434714,0.20032854,0.19261474
-4.65532766,1.31251557,0.00102895,0.24586291,0.63548877,0.55264787,0.01391929,0.46531167,0.20864435,0.19543689
-4.64932466,1.36868536,0.00111650,0.25977232,0.68305791,0.58050067,0.01487732,0.47830344,0.21803494,0.19905585
-4.64332166,1.42931189,0.00121358,0.27432557,0.73244464,0.61043520,0.01581164,0.49288845,0.22824761,0.20334657
