energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.78389195,1.42020017,0.30646617,0.24240391,0.00702662,0.06097015,0.01443768,0.45246111,0.17992967,0.45297017
-5.77788894,1.44348982,0.31199251,0.26021315,0.00735020,0.05865380,0.01593267,0.46941279,0.17293681,0.45002855
-5.77188594,1.47349266,0.31889196,0.27930304,0.00777094,0.05654336,0.01753375,0.48861874,0.16642656,0.44909436
-5.76588294,1.51067077,0.32729196,0.29954696,0.00829976,0.05470975,0.01923142,0.51010584,0.16059687,0.45041137
-5.75987994,1.55528767,0.33728137,0.32076923,0.00894701,0.05321657,0.02101278,0.53382891,0.15562673,0.45417367
-5.75387694,1.60738813,0.34890648,0.34274573,0.00972201,0.05211850,0.02286155,0.55966664,0.15167123,0.46051704
-5.74787394,1.66678628,0.36216841,0.36520674,0.01063267,0.05145987,0.02475825,0.58742065,0.14885747,0.46951262
-5.74187094,1.73306254,0.37702194,0.38784186,0.01168507,0.05127352,0.02668046,0.61681747,0.14728134,0.48116292
-5.73586793,1.80556900,0.39337592,0.41030700,0.01288312,0.05158002,0.02860327,0.64751373,0.14700525,0.49540018
-5.72986493,1.88344324,0.41109498,0.43223322,0.01422824,0.05238718,0.03049979,0.67910412,0.14805685,0.51208706
-5.72386193,1.96562956,0.43000257,0.45323702,0.01571903,0.05368989,0.03234181,0.71113185,0.15042869,0.53101935
-5.71785893,2.05090687,0.44988519,0.47293183,0.01735114,0.05547028,0.03410053,0.74310132,0.15407885,0.55193083
-5.71185593,2.13792207,0.47049757,0.49094006,0.01911708,0.05769824,0.03574737,0.77449229,0.15893238,0.57449966
-5.70585293,2.22522745,0.49156868,0.50690526,0.02100619,0.06033212,0.03725473,0.80477510,0.16488368,0.59835640
-5.69984992,2.31132081,0.51280836,0.52050391,0.02300471,0.06331987,0.03859689,0.83342632,0.17179952,0.62309315
-5.69384692,2.39468690,0.53391441,0.53145614,0.02509593,0.06660031,0.03975067,0.85994415,0.17952279,0.64827368
-5.68784392,2.47383849,0.55457980,0.53953510,0.02726040,0.07010466,0.04069625,0.88386300,0.18787680,0.67344408
-5.68184092,2.54735602,0.57450004,0.54457438,0.02947634,0.07375829,0.04141765,0.90476682,0.19666997,0.69814389
-5.67583792,2.61392434,0.59338036,0.54647326,0.03172003,0.07748259,0.04190332,0.92230049,0.20570094,0.72191714
-5.66983492,2.67236557,0.61094253,0.54519957,0.03396634,0.08119689,0.04214638,0.93617909,0.21476379,0.74432323
-5.66383192,2.72166709,0.62693125,0.54079000,0.03618928,0.08482055,0.04214487,0.94619475,0.22365339,0.76494725
-5.65782891,2.76100405,0.64111990,0.53334802,0.03836265,0.08827494,0.04190172,0.95222080,0.23217058,0.78340950
-5.65182591,2.78975586,0.65331545,0.52303939,0.04046064,0.09148536,0.04142462,0.95421333,0.24012723,0.79937394
-5.64582291,2.80751637,0.66336266,0.51008576,0.04245848,0.09438292,0.04072577,0.95221020,0.24735084,0.81255541
-5.63981991,2.81409788,0.67114708,0.49475650,0.04433296,0.09690618,0.03982141,0.94632758,0.25368871,0.82272537
-5.63381691,2.80952888,0.67659720,0.47735931,0.04606305,0.09900259,0.03873130,0.93675444,0.25901142,0.82971599
-5.62781391,2.79404624,0.67968540,0.45823013,0.04763029,0.10062965,0.03747814,0.92374517,0.26321567,0.83342251
-5.62181091,2.76808209,0.68042788,0.43772265,0.04901918,0.10175583,0.03608682,0.90761082,0.26622630,0.83380390
-5.61580790,2.73224633,0.67888346,0.41619809,0.05021742,0.10236109,0.03458376,0.88870936,0.26799748,0.83088168
-5.60980490,2.68730546,0.67515145,0.39401555,0.05121607,0.10243715,0.03299617,0.86743536,0.26851300,0.82473714
-5.60380190,2.63415867,0.66936854,0.37152334,0.05200955,0.10198738,0.03135138,0.84420943,0.26778580,0.81550691
-5.59779890,2.57381218,0.66170494,0.34905155,0.05259559,0.10102637,0.02967614,0.81946802,0.26585667,0.80337733
-5.59179590,2.50735259,0.65235992,0.32690615,0.05297504,0.09957929,0.02799609,0.79365371,0.26279219,0.78857765
-5.58579290,2.43592045,0.64155676,0.30536453,0.05315159,0.09768087,0.02633521,0.76720629,0.25868217,0.77137239
-5.57978989,2.36068454,0.62953753,0.28467269,0.05313149,0.09537426,0.02471546,0.74055498,0.25363640,0.75205332
-5.57378689,2.28281785,0.61655769,0.26504389,0.05292313,0.09270972,0.02315643,0.71411179,0.24778125,0.73093114
-5.56778389,2.20347570,0.60288067,0.24665864,0.05253671,0.08974312,0.02167515,0.68826614,0.24125582,0.70832740
-5.56178089,2.12377644,0.58877272,0.22966577,0.05198379,0.08653443,0.02028597,0.66338066,0.23420812,0.68456673
-5.55577789,2.04478501,0.57449801,0.21418448,0.05127697,0.08314621,0.01900056,0.63978824,0.22679123,0.65996978
-5.54977489,1.96749948,0.56031405,0.20030684,0.05042955,0.07964204,0.01782795,0.61778997,0.21915954,0.63484705
-5.54377189,1.89284040,0.54646759,0.18810078,0.04945520,0.07608511,0.01677467,0.59765398,0.21146530,0.60949359
-5.53776888,1.82164269,0.53319092,0.17761295,0.04836777,0.07253683,0.01584494,0.57961486,0.20385533,0.58418487
-5.53176588,1.75464996,0.52069855,0.16887160,0.04718110,0.06905561,0.01504088,0.56387335,0.19646820,0.55917356
-5.52576288,1.69251042,0.50918426,0.16188889,0.04590887,0.06569575,0.01436277,0.55059629,0.18943167,0.53468747
-5.51975988,1.63577436,0.49881846,0.15666281,0.04456452,0.06250647,0.01380929,0.53991643,0.18286056,0.51092822
-5.51375688,1.58489225,0.48974575,0.15317841,0.04316122,0.05953113,0.01337777,0.53193188,0.17685494,0.48807078
-5.50775388,1.54021346,0.48208268,0.15140843,0.04171182,0.05680658,0.01306441,0.52670538,0.17149871,0.46626355
-5.50175088,1.50198497,0.47591568,0.15131322,0.04022884,0.05436266,0.01286445,0.52426298,0.16685851,0.44562884
-5.49574787,1.47034997,0.47129913,0.15284026,0.03872446,0.05222184,0.01277235,0.52459245,0.16298288,0.42626366
-5.48974487,1.44534633,0.46825362,0.15592309,0.03721050,0.05039904,0.01278190,0.52764132,0.15990177,0.40824058
-5.48374187,1.42690501,0.46676452,0.16048016,0.03569833,0.04890158,0.01288628,0.53331490,0.15762635,0.39160860
-5.47773887,1.41484864,0.46678088,0.16641351,0.03419883,0.04772922,0.01307809,0.54147441,0.15614904,0.37639397
-5.47173587,1.40889083,0.46821496,0.17360764,0.03272229,0.04687440,0.01334938,0.55193567,0.15544387,0.36260091
-5.46573287,1.40863661,0.47094238,0.18192881,0.03127826,0.04632257,0.01369163,0.56446845,0.15546721,0.35021224
-5.45972986,1.41358472,0.47480330,0.19122481,0.02987543,0.04605269,0.01409569,0.57879712,0.15615876,0.33919006
-5.45372686,1.42313224,0.47960449,0.20132555,0.02852145,0.04603784,0.01455183,0.59460271,0.15744294,0.32947639
-5.44772386,1.43658232,0.48512278,0.21204454,0.02722283,0.04624597,0.01504967,0.61152668,0.15923074,0.32099416
-5.44172086,1.45315530,0.49110964,0.22318127,0.02598478,0.04664077,0.01557825,0.62917669,0.16142183,0.31364831
-5.43571786,1.47200364,0.49729719,0.23452467,0.02481109,0.04718264,0.01612606,0.64713435,0.16390725,0.30732748
-5.42971486,1.49223068,0.50340541,0.24585749,0.02370412,0.04782984,0.01668117,0.66496493,0.16657229,0.30190609
-5.42371186,1.51291309,0.50915044,0.25696161,0.02266477,0.04853959,0.01723139,0.68222893,0.16929988,0.29724706
-5.41770885,1.53312655,0.51425386,0.26762404,0.02169252,0.04926934,0.01776445,0.69849508,0.17197407,0.29320504
-5.41170585,1.55197400,0.51845249,0.27764343,0.02078559,0.04997801,0.01826828,0.71335454,0.17448378,0.28963032
-5.40570285,1.56861550,0.52150840,0.28683686,0.01994106,0.05062717,0.01873127,0.72643547,0.17672653,0.28637310
-5.39969985,1.58229843,0.52321878,0.29504661,0.01915518,0.05118225,0.01914263,0.73741764,0.17861208,0.28328821
-5.39369685,1.59238698,0.52342511,0.30214657,0.01842361,0.05161360,0.01949264,0.74604619,0.18006578,0.28023997
-5.38769385,1.59838925,0.52202123,0.30804799,0.01774179,0.05189734,0.01977305,0.75214401,0.18103155,0.27710712
-5.38169085,1.59998088,0.51895992,0.31270439,0.01710525,0.05201614,0.01997735,0.75562195,0.18147425,0.27378744
-5.37568784,1.59702377,0.51425756,0.31611510,0.01651003,0.05195972,0.02010100,0.75648634,0.18138138,0.27020204
-5.36968484,1.58957880,0.50799662,0.31832761,0.01595299,0.05172507,0.02014167,0.75484338,0.18076394,0.26629884
-5.36368184,1.57791176,0.50032580,0.31943813,0.01543212,0.05131643,0.02009937,0.75089994,0.17965642,0.26205533
-5.35767884,1.56249192,0.49145765,0.31959069,0.01494689,0.05074506,0.01997647,0.74496066,0.17811581,0.25748022
-5.35167584,1.54398284,0.48166383,0.31897446,0.01449836,0.05002860,0.01977771,0.73742141,0.17621971,0.25261392
-5.34567284,1.52322586,0.47126797,0.31781947,0.01408940,0.04919033,0.01951005,0.72875905,0.17406355,0.24752787
-5.33966983,1.50121639,0.46063657,0.31639095,0.01372472,0.04825808,0.01918248,0.71951809,0.17175696,0.24232256
-5.33366683,1.47907405,0.45016816,0.31498224,0.01341079,0.04726307,0.01880573,0.71029448,0.16941950,0.23712442
-5.32766383,1.45800765,0.44028113,0.31390678,0.01315577,0.04623855,0.01839188,0.70171741,0.16717585,0.23208153
-5.32166083,1.43927627,0.43140075,0.31348925,0.01296921,0.04521837,0.01795402,0.69442950,0.16515070,0.22735848
-5.31565783,1.42414800,0.42394584,0.31405633,0.01286177,0.04423556,0.01750577,0.68906646,0.16346351,0.22313040
-5.30965483,1.41385781,0.41831558,0.31592721,0.01284480,0.04332094,0.01706082,0.68623673,0.16222340,0.21957645
-5.30365183,1.40956620,0.41487695,0.31940443,0.01292989,0.04250181,0.01663249,0.68650206,0.16152435,0.21687308
-5.29764882,1.41232010,0.41395321,0.32476500,0.01312832,0.04180086,0.01623330,0.69035957,0.16144095,0.21518719
-5.29164582,1.42301739,0.41581381,0.33225245,0.01345051,0.04123521,0.01587455,0.69822608,0.16202489,0.21466952
-5.28564282,1.44237637,0.42066611,0.34206967,0.01390547,0.04081575,0.01556606,0.71042512,0.16330231,0.21544856
-5.27963982,1.47091109,0.42864901,0.35437307,0.01450022,0.04054673,0.01531581,0.72717701,0.16527218,0.21762503
-5.27363682,1.50891336,0.43982877,0.36926802,0.01523926,0.04042561,0.01512981,0.74859243,0.16790574,0.22126741
-5.26763382,1.55644196,0.45419711,0.38680564,0.01612412,0.04044323,0.01501197,0.77466942,0.17114707,0.22640835
-5.26163082,1.61331932,0.47167138,0.40698127,0.01715296,0.04058426,0.01496405,0.80529396,0.17491473,0.23304243
-5.25562781,1.67913567,0.49209712,0.42973430,0.01832025,0.04082785,0.01498576,0.84024398,0.17910446,0.24112507
-5.24962481,1.75326032,0.51525245,0.45494962,0.01961666,0.04114854,0.01507482,0.87919654,0.18359275,0.25057278
-5.24362181,1.83485984,0.54085444,0.48246056,0.02102898,0.04151734,0.01522716,0.92173792,0.18824121,0.26126482
-5.23761881,1.92292223,0.56856704,0.51205319,0.02254028,0.04190293,0.01543720,0.96737621,0.19290153,0.27304598
-5.23161581,2.01628640,0.59801043,0.54347193,0.02413014,0.04227291,0.01569805,1.01555589,0.19742077,0.28573066
-5.22561281,2.11367599,0.62877135,0.57642633,0.02577513,0.04259510,0.01600190,1.06567400,0.20164685,0.29910798
-5.21960980,2.21373637,0.66041424,0.61059883,0.02744935,0.04283879,0.01634026,1.11709737,0.20543398,0.31294778
-5.21360680,2.31507385,0.69249289,0.64565332,0.02912513,0.04297586,0.01670436,1.16918028,0.20864778,0.32700733
-5.20760380,2.41629567,0.72456205,0.68124422,0.03077392,0.04298184,0.01708541,1.22128220,0.21116996,0.34103856
-5.20160080,2.51604971,0.75618908,0.71702589,0.03236712,0.04283671,0.01747492,1.27278495,0.21290228,0.35479550
-5.19559780,2.61306283,0.78696493,0.75266205,0.03387711,0.04252558,0.01786501,1.32310899,0.21376986,0.36804172
-5.18959480,2.70617636,0.81651452,0.78783493,0.03527819,0.04203909,0.01824859,1.37172818,0.21372342,0.38055759
-5.18359180,2.79437811,0.84450611,0.82225377,0.03654755,0.04137363,0.01861964,1.41818288,0.21274073,0.39214696
-5.17758879,2.87682956,0.87065940,0.85566247,0.03766616,0.04053132,0.01897332,1.46209094,0.21082703,0.40264313
-5.17158579,2.95288766,0.89475237,0.88784600,0.03861954,0.03951978,0.01930616,1.50315625,0.20801455,0.41191389
-5.16558279,3.02212051,0.91662656,0.91863539,0.03939840,0.03835174,0.01961610,1.54117487,0.20436112,0.41986544
-5.15957979,3.08431640,0.93619068,0.94791094,0.03999908,0.03704452,0.01990258,1.57603837,0.19994813,0.42644505
-5.15357679,3.13948603,0.95342264,0.97560363,0.04042383,0.03561931,0.02016654,1.60773457,0.19487774,0.43164227
-5.14757379,3.18785782,0.96836977,1.00169459,0.04068082,0.03410047,0.02041037,1.63634548,0.18926970,0.43548887
-5.14157079,3.22986639,0.98114734,1.02621257,0.04078393,0.03251476,0.02063791,1.66204274,0.18325780,0.43805721
-5.13556778,3.26613484,0.99193541,1.04922958,0.04075233,0.03089056,0.02085429,1.68508050,0.17698610,0.43945733
-5.12956478,3.29745105,1.00097405,1.07085481,0.04060983,0.02925711,0.02106580,1.70578630,0.17060522,0.43983274
-5.12356178,3.32473916,1.00855690,1.09122720,0.04038402,0.02764386,0.02127978,1.72454984,0.16426865,0.43935499
-5.11755878,3.34902687,1.01502347,1.11050690,0.04010528,0.02607986,0.02150436,1.74181028,0.15812926,0.43821737
-5.11155578,3.37140981,1.02074996,1.12886607,0.03980563,0.02459326,0.02174825,1.75804240,0.15233616,0.43662784
-5.10555278,3.39301412,1.02613906,1.14647958,0.03951750,0.02321090,0.02202049,1.77374190,0.14703182,0.43480134
-5.09954977,3.41495838,1.03160870,1.16351587,0.03927248,0.02195802,0.02233015,1.78941039,0.14234962,0.43295193
-5.09354677,3.43831625,1.03758024,1.18012864,0.03910010,0.02085807,0.02268606,1.80554044,0.13841177,0.43128496
-5.08754377,3.46408091,1.04446601,1.19644969,0.03902661,0.01993252,0.02309647,1.82260118,0.13532758,0.42998940
-5.08154077,3.49313250,1.05265684,1.21258321,0.03907394,0.01920087,0.02356871,1.84102469,0.13319210,0.42923078
-5.07553777,3.52620957,1.06250970,1.22860191,0.03925880,0.01868053,0.02410894,1.86119371,0.13208501,0.42914497
-5.06953477,3.56388529,1.07433580,1.24454499,0.03959192,0.01838686,0.02472178,1.88343083,0.13206979,0.42983284
-5.06353177,3.60654924,1.08838961,1.26041810,0.04007761,0.01833307,0.02541007,1.90798944,0.13319313,0.43135631
-5.05752876,3.65439508,1.10485913,1.27619509,0.04071347,0.01853024,0.02617464,1.93504670,0.13548442,0.43373561
-5.05152576,3.70741451,1.12385770,1.29182148,0.04149041,0.01898714,0.02701407,1.96469846,0.13895540,0.43694813
-5.04552276,3.76539733,1.14541775,1.30721912,0.04239288,0.01971010,0.02792460,1.99695634,0.14359996,0.44092881
-5.03951976,3.82793760,1.16948683,1.32229189,0.04339940,0.02070280,0.02890005,2.03174690,0.14939393,0.44557200
-5.03351676,3.89444534,1.19592601,1.33693184,0.04448327,0.02196599,0.02993184,2.06891268,0.15629508,0.45073494
-5.02751376,3.96416325,1.22451091,1.35102541,0.04561349,0.02349715,0.03100904,2.10821525,0.16424311,0.45624248
-5.02151076,4.03618768,1.25493537,1.36445923,0.04675581,0.02529015,0.03211856,2.14933983,0.17315993,0.46189316
-5.01550775,4.10949311,1.28681780,1.37712515,0.04787397,0.02733496,0.03324540,2.19190148,0.18294997,0.46746612
-5.00950475,4.18295917,1.31970993,1.38892418,0.04893096,0.02961723,0.03437291,2.23545258,0.19350084,0.47272887
-5.00350175,4.25539923,1.35310786,1.39976923,0.04989024,0.03211810,0.03548325,2.27949149,0.20468424,0.47744535
-4.99749875,4.32558988,1.38646505,1.40958633,0.05071705,0.03481402,0.03655771,2.32347207,0.21635720,0.48138425
-4.99149575,4.39230036,1.41920673,1.41831469,0.05137955,0.03767668,0.03757728,2.36681413,0.22836365,0.48432695
-4.98549275,4.45432116,1.45074538,1.42590539,0.05184986,0.04067312,0.03852305,2.40891441,0.24053652,0.48607508
-4.97948974,4.51049136,1.48049683,1.43231932,0.05210495,0.04376603,0.03937675,2.44915822,0.25270013,0.48645714
-4.97348674,4.55972415,1.50789617,1.43752430,0.05212735,0.04691423,0.04012123,2.48693148,0.26467306,0.48533422
-4.96748374,4.60103010,1.53241332,1.44149216,0.05190559,0.05007334,0.04074091,2.52163314,0.27627148,0.48260435
-4.96148074,4.63353807,1.55356754,1.44419583,0.05143450,0.05319665,0.04122223,2.55268782,0.28731267,0.47820550
-4.95547774,4.65651351,1.57094040,1.44560702,0.05071523,0.05623617,0.04155399,2.57955855,0.29761899,0.47211724
-4.94947474,4.66937406,1.58418713,1.44569470,0.04975508,0.05914386,0.04172768,2.60175953,0.30702189,0.46436079
-4.94347174,4.67170237,1.59304568,1.44442468,0.04856715,0.06187288,0.04173769,2.61886844,0.31536605,0.45499787
-4.93746873,4.66325612,1.59734349,1.44176042,0.04716978,0.06437902,0.04158152,2.63053836,0.32251342,0.44412812
-4.93146573,4.64397496,1.59700186,1.43766500,0.04558587,0.06662204,0.04125982,2.63650860,0.32834707,0.43188551
-4.92546273,4.61398446,1.59203769,1.43210427,0.04384211,0.06856701,0.04077636,2.63661437,0.33277461,0.41843384
-4.91945973,4.57359670,1.58256270,1.42505085,0.04196813,0.07018549,0.04013802,2.63079459,0.33573111,0.40396155
-4.91345673,4.52330731,1.56878024,1.41648875,0.03999558,0.07145659,0.03935450,2.61909759,0.33718141,0.38867599
-4.90745373,4.46378875,1.55097974,1.40641814,0.03795727,0.07236775,0.03843817,2.60168415,0.33712158,0.37279761
-4.90145073,4.39587961,1.52952904,1.39485988,0.03588626,0.07291527,0.03740368,2.57882749,0.33557956,0.35655396
-4.89544772,4.32056968,1.50486476,1.38185943,0.03381509,0.07310454,0.03626762,2.55091001,0.33261480,0.34017394
-4.88944472,4.23898076,1.47748103,1.36748958,0.03177499,0.07294996,0.03504803,2.51841639,0.32831703,0.32388236
-4.88344172,4.15234336,1.44791685,1.35185184,0.02979527,0.07247446,0.03376396,2.48192312,0.32280397,0.30789491
-4.87743872,4.06196941,1.41674235,1.33507613,0.02790271,0.07170883,0.03243498,2.44208462,0.31621824,0.29241362
-4.87143572,3.96922151,1.38454437,1.31731870,0.02612114,0.07069061,0.03108060,2.39961601,0.30872336,0.27762305
-4.86543272,3.87547948,1.35191169,1.29875825,0.02447107,0.06946286,0.02971983,2.35527331,0.30049914,0.26368695
-4.85942971,3.78210501,1.31942026,1.27959054,0.02296941,0.06807267,0.02837064,2.30983145,0.29173649,0.25074564
-4.85342671,3.69040557,1.28761887,1.26002153,0.02162934,0.06656949,0.02704954,2.26406109,0.28263187,0.23891402
-4.84742371,3.60159895,1.25701571,1.24025968,0.02046018,0.06500345,0.02577114,2.21870505,0.27338159,0.22828020
-4.84142071,3.51677959,1.22806609,1.22050777,0.01946745,0.06342365,0.02454787,2.17445538,0.26417611,0.21890471
-4.83541771,3.43688832,1.20116182,1.20095473,0.01865286,0.06187650,0.02338966,2.13193217,0.25519463,0.21082030
-4.82941471,3.36268674,1.17662252,1.18176810,0.01801452,0.06040416,0.02230385,2.09166485,0.24659998,0.20403228
-4.82341171,3.29473736,1.15468918,1.16308760,0.01754705,0.05904322,0.02129501,2.05407706,0.23853423,0.19851938
-4.81740870,3.23339072,1.13552020,1.14502020,0.01724187,0.05782352,0.02036505,2.01947575,0.23111497,0.19423505
-4.81140570,3.17877992,1.11919002,1.12763702,0.01708746,0.05676734,0.01951331,1.98804492,0.22443242,0.19110935
-4.80540270,3.13082308,1.10569040,1.11097237,0.01706968,0.05588878,0.01873669,1.95984442,0.21854750,0.18905109
-4.79939970,3.08923367,1.09493436,1.09502488,0.01717214,0.05519353,0.01803004,1.93481377,0.21349097,0.18795053
-4.79339670,3.05353820,1.08676247,1.07976060,0.01737658,0.05467890,0.01738640,1.91278070,0.20926347,0.18768224
-4.78739370,3.02310066,1.08095141,1.06511808,0.01766329,0.05433418,0.01679745,1.89347416,0.20583662,0.18810844
-4.78139070,2.99715246,1.07722429,1.05101476,0.01801157,0.05414131,0.01625390,1.87654076,0.20315503,0.18908240
-4.77538769,2.97482655,1.07526245,1.03735449,0.01840018,0.05407571,0.01574592,1.86156415,0.20113918,0.19045206
-4.76938469,2.95519416,1.07471807,1.02403556,0.01880777,0.05410744,0.01526361,1.84808599,0.19968905,0.19206373
-4.76338169,2.93730240,1.07522728,1.01095869,0.01921341,0.05420248,0.01479735,1.83562783,0.19868830,0.19376566
-4.75737869,2.92021126,1.07642312,0.99803460,0.01959700,0.05432407,0.01433820,1.82371248,0.19800896,0.19541165
-4.75137569,2.90302813,1.07794787,0.98519047,0.01993972,0.05443425,0.01387818,1.81188419,0.19751629,0.19686428
-4.74537269,2.88493880,1.07946427,0.97237524,0.02022443,0.05449527,0.01341057,1.79972658,0.19707386,0.19799791
-4.73936968,2.86523342,1.08066542,0.95956310,0.02043602,0.05447105,0.01293002,1.78687776,0.19654844,0.19870132
-4.73336668,2.84332687,1.08128279,0.94675539,0.02056174,0.05432852,0.01243273,1.77304204,0.19581466,0.19887984
-4.72736368,2.81877292,1.08109241,0.93398064,0.02059141,0.05403877,0.01191642,1.75799797,0.19475926,0.19845693
-4.72136068,2.79127199,1.07991897,0.92129298,0.02051761,0.05357806,0.01138034,1.74160266,0.19328475,0.19737533
-4.71535768,2.76067274,1.07763797,0.90876907,0.02033578,0.05292865,0.01082516,1.72379252,0.19131241,0.19559749
-4.70935468,2.72696796,1.07417596,0.89650399,0.02004422,0.05207929,0.01025282,1.70458073,0.18878453,0.19310555
-4.70335168,2.69028538,1.06950906,0.88460622,0.01964400,0.05102553,0.00966636,1.68405184,0.18566576,0.18990069
-4.69734867,2.65087446,1.06366007,0.87319231,0.01913889,0.04976979,0.00906969,1.66235417,0.18194370,0.18600206
-4.69134567,2.60908993,1.05669436,0.86238147,0.01853506,0.04832108,0.00846739,1.63969049,0.17762856,0.18144516
-4.68534267,2.56537329,1.04871492,0.85229055,0.01784085,0.04669465,0.00786444,1.61630775,0.17275212,0.17627999
-4.67933967,2.52023314,1.03985677,0.84302947,0.01706644,0.04491127,0.00726602,1.59248619,0.16736586,0.17056879
-4.67333667,2.47422521,1.03028111,0.83469752,0.01622346,0.04299647,0.00667729,1.56852859,0.16153856,0.16438366
-4.66733367,2.42793297,1.02016923,0.82738051,0.01532459,0.04097959,0.00610321,1.54474981,0.15535338,0.15780404
-4.66133067,2.38194912,1.00971655,0.82114870,0.01438317,0.03889272,0.00554839,1.52146706,0.14890455,0.15091425
-4.65532766,2.33685865,0.99912673,0.81605562,0.01341281,0.03676971,0.00501697,1.49899097,0.14229382,0.14380098
-4.64932466,2.29322346,0.98860601,0.81213745,0.01242698,0.03464501,0.00451253,1.47761752,0.13562695,0.13655106
-4.64332166,2.25156867,0.97835770,0.80941287,0.01143865,0.03255275,0.00403803,1.45762079,0.12901008,0.12924934
