energy_ev,total_up,Au_p_up,Au_d_up,Li_s_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.89794897,8.43449775,2.56549216,5.02693904,0.28645099,0.00925866,0.35951869,0.11232089,2.01230469
-5.89194597,8.71768526,2.65171752,5.19782716,0.29585658,0.00942532,0.37116640,0.11517981,2.08167576
-5.88594297,8.98390518,2.73465466,5.35718390,0.30488348,0.00969764,0.38233413,0.11764841,2.14762162
-5.87993997,9.23245123,2.81423683,5.50449702,0.31356200,0.01007702,0.39300927,0.11971891,2.20999054
-5.87393697,9.46310297,2.89048888,5.63958968,0.32192969,0.01056335,0.40319148,0.12139272,2.26872941
-5.86793397,9.67610799,2.96351136,5.76261700,0.33002787,0.01115507,0.41288988,0.12268035,2.32387775
-5.86193097,9.87214814,3.03346134,5.87405183,0.33789784,0.01184914,0.42212003,0.12360101,2.37555829
-5.85592796,10.05229134,3.10053129,5.97466002,0.34557709,0.01264116,0.43090076,0.12418205,2.42396482
-5.84992496,10.21793134,3.16492685,6.06546634,0.35309572,0.01352533,0.43925104,0.12445810,2.46934783
-5.84392196,10.37071789,3.22684485,6.14771229,0.36047327,0.01449461,0.44718712,0.12447002,2.51199868
-5.83791896,10.51248041,3.28645257,6.22280756,0.36771622,0.01554072,0.45472003,0.12426383,2.55223306
-5.83191596,10.64514849,3.34386928,6.29227689,0.37481622,0.01665428,0.46185364,0.12388934,2.59037454
-5.82591296,10.77067224,3.39915099,6.35770451,0.38174930,0.01782487,0.46858331,0.12339898,2.62673885
-5.81990995,10.89094580,3.45227904,6.42067809,0.38847596,0.01904120,0.47489520,0.12284640,2.66161964
-5.81390695,11.00773680,3.50315305,6.48273439,0.39494231,0.02029118,0.48076636,0.12228532,2.69527624
-5.80790395,11.12262427,3.55158859,6.54530849,0.40108197,0.02156207,0.48616542,0.12176832,2.72792392
-5.80190095,11.23694720,3.59731936,6.60968833,0.40681886,0.02284064,0.49105397,0.12134585,2.75972685
-5.79589795,11.35176507,3.64000403,6.67697607,0.41207042,0.02411332,0.49538840,0.12106532,2.79079408
-5.78989495,11.46783159,3.67923699,6.74805748,0.41675138,0.02536634,0.49912217,0.12097045,2.82117844
-5.78389195,11.58558186,3.71456269,6.82358031,0.42077750,0.02658589,0.50220835,0.12110064,2.85087836
-5.77788894,11.70513296,3.74549274,6.90394197,0.42406933,0.02775829,0.50460218,0.12149068,2.87984217
-5.77188594,11.82629723,3.77152489,6.98928686,0.42655565,0.02887015,0.50626361,0.12217041,2.90797486
-5.76588294,11.94860710,3.79216307,7.07951303,0.42817635,0.02990854,0.50715963,0.12316469,2.93514648
-5.75987994,12.07134994,3.80693755,7.17428756,0.42888473,0.03086112,0.50726617,0.12449329,2.96120193
-5.75387694,12.19361101,3.81542431,7.27307000,0.42864904,0.03171633,0.50656963,0.12617098,2.98597157
-5.74787394,12.31432240,3.81726279,7.37514239,0.42745319,0.03246352,0.50506779,0.12820752,3.00928189
-5.74187094,12.43231565,3.81217127,7.47964475,0.42529669,0.03309311,0.50277021,0.13060770,3.03096592
-5.73586793,12.54637571,3.79995941,7.58561428,0.42219392,0.03359673,0.49969800,0.13337128,3.05087277
-5.72986493,12.65529396,3.78053728,7.69202671,0.41817270,0.03396739,0.49588302,0.13649293,3.06887576
-5.72386193,12.75791803,3.75392075,7.79783800,0.41327247,0.03419957,0.49136662,0.13996197,3.08487891
-5.71785893,12.85319665,3.72023311,7.90202478,0.40754209,0.03428934,0.48619795,0.14376216,3.09882142
-5.71185593,12.94021773,3.67970292,8.00362184,0.40103762,0.03423453,0.48043192,0.14787125,3.11067998
-5.70585293,13.01823854,3.63265835,8.10175538,0.39381996,0.03403473,0.47412700,0.15226064,3.12046900
-5.69984992,13.08670703,3.57951834,8.19567076,0.38595289,0.03369145,0.46734298,0.15689491,3.12823858
-5.69384692,13.14527408,3.52078119,8.28475384,0.37750122,0.03320806,0.46013864,0.16173148,3.13407079
-5.68784392,13.19379655,3.45701094,8.36854540,0.36852949,0.03258991,0.45256977,0.16672029,3.13807421
-5.68184092,13.23233185,3.38882257,8.44674821,0.35910106,0.03184421,0.44468726,0.17180375,3.14037741
-5.67583792,13.26112473,3.31686635,8.51922706,0.34927763,0.03098005,0.43653570,0.17691681,3.14112167
-5.66983492,13.28058762,3.24181230,8.58600188,0.33911925,0.03000825,0.42815226,0.18198743,3.14045350
-5.66383192,13.29127597,3.16433536,8.64723480,0.32868465,0.02894128,0.41956610,0.18693730,3.13851747
-5.65782891,13.29386013,3.08510187,8.70321189,0.31803188,0.02779308,0.41079822,0.19168301,3.13544969
-5.65182591,13.28909527,3.00475777,8.75432078,0.30721906,0.02657886,0.40186181,0.19613753,3.13137251
-5.64582291,13.27779114,2.92391907,8.80102521,0.29630522,0.02531487,0.39276301,0.20021213,3.12639056
-5.63981991,13.26078263,2.84316458,8.84383775,0.28535103,0.02401821,0.38350207,0.20381853,3.12058830
-5.63381691,13.23890253,2.76303109,8.88329185,0.27441933,0.02270651,0.37407487,0.20687139,3.11402924
-5.62781391,13.21295699,2.68401082,8.91991437,0.26357540,0.02139772,0.36447468,0.20929096,3.10675661
-5.62181091,13.18370430,2.60655082,8.95419945,0.25288682,0.02010981,0.35469403,0.21100569,3.09879520
-5.61580790,13.15183694,2.53105402,8.98658457,0.24242300,0.01886049,0.34472667,0.21195491,3.09015419
-5.60980490,13.11796673,2.45788124,9.01742940,0.23225416,0.01766698,0.33456951,0.21209119,3.08083042
-5.60380190,13.08261262,2.38735381,9.04699782,0.22245006,0.01654572,0.32422425,0.21138242,3.07081169
-5.59779890,13.04619055,2.31975600,9.07544342,0.21307826,0.01551216,0.31369891,0.20981340,3.06007966
-5.59179590,13.00900455,2.25533690,9.10279848,0.20420214,0.01458051,0.30300891,0.20738693,3.04861196
-5.58579290,12.97123863,2.19431120,9.12896639,0.19587878,0.01376354,0.29217772,0.20412418,3.03638312
-5.57978989,12.93294884,2.13685851,9.15371741,0.18815673,0.01307237,0.28123707,0.20006449,3.02336422
-5.57378689,12.89405515,2.08312120,9.17668746,0.18107385,0.01251626,0.27022665,0.19526431,3.00952114
-5.56778389,12.85433320,2.03320067,9.19737979,0.17465541,0.01210253,0.25919331,0.18979571,2.99481153
-5.56178089,12.81340613,1.98715226,9.21516927,0.16891242,0.01183630,0.24818982,0.18374404,2.97918069
-5.55577789,12.77073701,1.94497923,9.22930907,0.16384051,0.01172044,0.23727319,0.17720530,2.96255685
-5.54977489,12.72562278,1.90662643,9.23893963,0.15941927,0.01175543,0.22650276,0.17028302,2.94484618
-5.54377189,12.67719065,1.87197407,9.24309983,0.15561217,0.01193929,0.21593801,0.16308494,2.92592818
-5.53776888,12.62439826,1.84083262,9.24074032,0.15236723,0.01226756,0.20563632,0.15571959,2.90565205
-5.53176588,12.56603871,1.81293933,9.23073909,0.14961819,0.01273327,0.19565077,0.14829303,2.88383445
-5.52576288,12.50075172,1.78795720,9.21191932,0.14728643,0.01332701,0.18602809,0.14090578,2.86025937
-5.51975988,12.42704193,1.76547677,9.18306959,0.14528337,0.01403703,0.17680691,0.13365007,2.83468028
-5.51375688,12.34330492,1.74502138,9.14296657,0.14351329,0.01484945,0.16801637,0.12660775,2.80682495
-5.50775388,12.24786150,1.72605585,9.09040009,0.14187661,0.01574845,0.15967517,0.11984858,2.77640303
-5.50175088,12.13900001,1.70799874,9.02420063,0.14027326,0.01671664,0.15179115,0.11342928,2.74311613
-5.49574787,12.01502613,1.69023774,8.94326891,0.13860612,0.01773543,0.14436135,0.10739322,2.70667036
-5.48974487,11.87431902,1.67214789,8.84660721,0.13678438,0.01878547,0.13737260,0.10177063,2.66679069
-5.48374187,11.71539237,1.65311173,8.73335190,0.13472661,0.01984722,0.13080256,0.09657955,2.62323669
-5.47773887,11.53695803,1.63254068,8.60280632,0.13236348,0.02090147,0.12462116,0.09182716,2.57581873
-5.47173587,11.33799003,1.60989658,8.45447317,0.12963988,0.02192994,0.11879237,0.08751152,2.52441412
-5.46573287,11.11778616,1.58471235,8.28808518,0.12651655,0.02291595,0.11327615,0.08362369,2.46898206
-5.45972986,10.87602419,1.55661084,8.10363277,0.12297097,0.02384490,0.10803051,0.08014987,2.40957687
-5.45372686,10.61281002,1.52532077,7.90138749,0.11899762,0.02470495,0.10301360,0.07707366,2.34635844
-5.44772386,10.32871483,1.49068902,7.68191974,0.11460756,0.02548740,0.09818565,0.07437822,2.27959943
-5.44172086,10.02479891,1.45268868,7.44610946,0.10982739,0.02618715,0.09351070,0.07204813,2.20968854
-5.43571786,9.70262016,1.41142223,7.19514887,0.10469766,0.02680297,0.08895806,0.07007108,2.13712960
-5.42971486,9.36422592,1.36711979,6.93053603,0.09927084,0.02733763,0.08450348,0.06843907,2.06253606
-5.42371186,9.01212722,1.32013242,6.65405897,0.09360894,0.02779790,0.08012985,0.06714920,1.98662110
-5.41770885,8.64925579,1.27092081,6.36776997,0.08778097,0.02819443,0.07582762,0.06620405,1.91018342
-5.41170585,8.27890441,1.22003965,6.07395041,0.08186023,0.02854140,0.07159476,0.06561152,1.83408911
-5.40570285,7.90465239,1.16811866,5.77506678,0.07592166,0.02885607,0.06743640,0.06538428,1.75925021
-5.39969985,7.53027850,1.11584090,5.47371910,0.07003941,0.02915818,0.06336417,0.06553880,1.68660070
-5.39369685,7.15966442,1.06391928,5.17258330,0.06428453,0.02946925,0.05939527,0.06609409,1.61707071
-5.38769385,6.79669213,1.01307246,4.87434951,0.05872299,0.02981174,0.05555135,0.06707011,1.55155994
-5.38169085,6.44513923,0.96400090,4.58165851,0.05341413,0.03020823,0.05185728,0.06848614,1.49091134
-5.37568784,6.10857624,0.91736416,4.29703862,0.04840942,0.03068051,0.04833981,0.07035894,1.43588593
-5.36968484,5.79026974,0.87376024,4.02284549,0.04375160,0.03124874,0.04502628,0.07270110,1.38713984
-5.36368184,5.49309527,0.83370777,3.76120723,0.03947424,0.03193061,0.04194339,0.07551943,1.34520440
-5.35767884,5.21946335,0.79763150,3.51397670,0.03560161,0.03274062,0.03911602,0.07881355,1.31047005
-5.35167584,4.97126121,0.76585166,3.28269305,0.03214887,0.03368945,0.03656625,0.08257489,1.28317473
-5.34567284,4.74981257,0.73857733,3.06855374,0.02912252,0.03478351,0.03431250,0.08678592,1.26339702
-5.33966983,4.55585655,0.71590392,2.87239797,0.02652100,0.03602462,0.03236891,0.09141984,1.25105455
-5.33366683,4.38954611,0.69781464,2.69470182,0.02433547,0.03740984,0.03074483,0.09644064,1.24590736
-5.32766383,4.25046578,0.68418561,2.53558521,0.02255069,0.03893153,0.02944458,0.10180364,1.24756635
-5.32166083,4.13766724,0.67479439,2.39482972,0.02114592,0.04057755,0.02846732,0.10745632,1.25550614
-5.31565783,4.04972097,0.66933124,2.27190644,0.02009583,0.04233158,0.02780715,0.11333954,1.26908208
-5.30965483,3.98478132,0.66741259,2.16601225,0.01937141,0.04417366,0.02745333,0.11938908,1.28755044
-5.30365183,3.94066200,0.66859613,2.07611285,0.01894080,0.04608080,0.02739058,0.12553731,1.31009108
-5.29764882,3.91491881,0.67239683,2.00099048,0.01877009,0.04802766,0.02759958,0.13171504,1.33583176
-5.29164582,3.90493602,0.67830317,1.93929460,0.01882407,0.04998736,0.02805750,0.13785341,1.36387297
-5.28564282,3.90801317,0.68579317,1.88959309,0.01906684,0.05193221,0.02873855,0.14388564,1.39331252
-5.27963982,3.92144900,0.69434948,1.85042262,0.01946248,0.05383454,0.02961470,0.14974877,1.42326891
-5.27363682,3.94261970,0.70347316,1.82033600,0.01997555,0.05566746,0.03065627,0.15538506,1.45290267
-5.26763382,3.96904908,0.71269577,1.79794555,0.02057161,0.05740551,0.03183267,0.16074315,1.48143511
-5.26163082,3.99846867,0.72158945,1.78196096,0.02121767,0.05902527,0.03311301,0.16577891,1.50816368
-5.25562781,4.02886652,0.72977479,1.77122124,0.02188261,0.06050590,0.03446678,0.17045587,1.53247391
-5.24962481,4.05852386,0.73692652,1.76471994,0.02253756,0.06182948,0.03586441,0.17474530,1.55384742
-5.24362181,4.08603947,0.74277691,1.76162373,0.02315622,0.06298129,0.03727786,0.17862593,1.57186610
-5.23761881,4.11034212,0.74711700,1.76128440,0.02371519,0.06394996,0.03868105,0.18208330,1.58621269
-5.23161581,4.13069179,0.74979595,1.76324450,0.02419417,0.06472748,0.04005032,0.18510889,1.59666788
-5.22561281,4.14667099,0.75071858,1.76723734,0.02457618,0.06530911,0.04136476,0.18769900,1.60310451
-5.21960980,4.15816745,0.74984156,1.77318177,0.02484769,0.06569325,0.04260644,0.18985347,1.60547944
-5.21360680,4.16534994,0.74716845,1.78117267,0.02499865,0.06588118,0.04376059,0.19157439,1.60382357
-5.20760380,4.16863880,0.74274402,1.79146748,0.02502250,0.06587676,0.04481570,0.19286489,1.59823085
-5.20160080,4.16867285,0.73664809,1.80446981,0.02491607,0.06568616,0.04576350,0.19372799,1.58884697
-5.19559780,4.16627415,0.72898933,1.82071023,0.02467944,0.06531751,0.04659890,0.19416572,1.57585817
-5.18959480,4.16241190,0.71989923,1.84082505,0.02431564,0.06478065,0.04731986,0.19417846,1.55948104
-5.18359180,4.15816644,0.70952646,1.86553309,0.02383044,0.06408690,0.04792718,0.19376474,1.53995360
-5.17758879,4.15469416,0.69803192,1.89561078,0.02323191,0.06324880,0.04842424,0.19292120,1.51752805
-5.17158579,4.15319365,0.68558445,1.93186566,0.02253012,0.06228009,0.04881675,0.19164309,1.49246550
-5.16558279,4.15487325,0.67235738,1.97510838,0.02173665,0.06119555,0.04911235,0.18992496,1.46503257
-5.15957979,4.16091994,0.65852588,2.02612318,0.02086421,0.06001107,0.04932036,0.18776173,1.43549995
-5.15357679,4.17246936,0.64426499,2.08563710,0.01992621,0.05874370,0.04945131,0.18514993,1.40414246
-5.14757379,4.19057659,0.62974830,2.15428811,0.01893634,0.05741172,0.04951666,0.18208907,1.37124048
-5.14157079,4.21618763,0.61514699,2.23259263,0.01790826,0.05603477,0.04952832,0.17858300,1.33708211
-5.13556778,4.25011121,0.60062926,2.32091308,0.01685520,0.05463393,0.04949835,0.17464134,1.30196568
-5.12956478,4.29299122,0.58635974,2.41942640,0.01578976,0.05323184,0.04943851,0.17028051,1.26620191
-5.12356178,4.34528013,0.57249882,2.52809460,0.01472362,0.05185269,0.04935995,0.16552473,1.23011551
-5.11755878,4.40721399,0.55920177,2.64663883,0.01366745,0.05052215,0.04927279,0.16040650,1.19404548
-5.11155578,4.47879009,0.54661750,2.77451823,0.01263073,0.04926723,0.04918581,0.15496675,1.15834398
-5.10555278,4.55974854,0.53488690,2.91091541,0.01162173,0.04811603,0.04910618,0.14925462,1.12337360
-5.09954977,4.64955921,0.52414077,3.05472991,0.01064752,0.04709734,0.04903915,0.14332670,1.08950280
-5.09354677,4.74741563,0.51449743,3.20458107,0.00971393,0.04624019,0.04898785,0.13724593,1.05709991
-5.08754377,4.85223725,0.50606010,3.35882147,0.00882566,0.04557323,0.04895320,0.13108017,1.02652571
-5.08154077,4.96268137,0.49891416,3.51556150,0.00798634,0.04512411,0.04893378,0.12490048,0.99812510
-5.07553777,5.07716570,0.49312456,3.67270544,0.00719864,0.04491874,0.04892590,0.11877918,0.97221835
-5.06953477,5.19390185,0.48873355,3.82799839,0.00646438,0.04498053,0.04892370,0.11278792,0.94909248
-5.06353177,5.31093965,0.48575889,3.97908316,0.00578463,0.04532967,0.04891936,0.10699568,0.92899322
-5.05752876,5.42622131,0.48419277,4.12356530,0.00515982,0.04598241,0.04890339,0.10146703,0.91211830
-5.05152576,5.53764387,0.48400161,4.25908395,0.00458990,0.04695047,0.04886505,0.09626051,0.89861232
-5.04552276,5.64312772,0.48512676,4.38338574,0.00407439,0.04824042,0.04879280,0.09142739,0.88856374
-5.03951976,5.74068824,0.48748617,4.49439842,0.00361251,0.04985337,0.04867481,0.08701076,0.88200399
-5.03351676,5.82850731,0.49097703,4.59030085,0.00320328,0.05178461,0.04849958,0.08304505,0.87890912
-5.02751376,5.90500131,0.49547926,4.66958597,0.00284559,0.05402354,0.04825643,0.07955590,0.87920343
-5.02151076,5.96888189,0.50085978,4.73111348,0.00253830,0.05655372,0.04793617,0.07656047,0.88276534
-5.01550775,6.01920624,0.50697714,4.77414948,0.00228031,0.05935301,0.04753155,0.07406801,0.88943465
-5.00950475,6.05541403,0.51368668,4.79839084,0.00207059,0.06239393,0.04703779,0.07208078,0.89902110
-5.00350175,6.07734870,0.52084552,4.80397300,0.00190830,0.06564407,0.04645296,0.07059509,0.91131342
-4.99749875,6.08526166,0.52831753,4.79146044,0.00179280,0.06906669,0.04577832,0.06960249,0.92608837
-4.99149575,6.07979893,0.53597783,4.76182041,0.00172372,0.07262129,0.04501848,0.06909098,0.94311928
-4.98549275,6.06197068,0.54371665,4.71638095,0.00170098,0.07626432,0.04418153,0.06904612,0.96218343
-4.97948974,6.03310514,0.55144261,4.65677553,0.00172485,0.07994986,0.04327905,0.06945205,0.98306805
-4.97348674,5.99478920,0.55908499,4.58487695,0.00179595,0.08363036,0.04232599,0.07029230,1.00557449
-4.96748374,5.94879885,0.56659532,4.50272398,0.00191529,0.08725735,0.04134051,0.07155036,1.02952057
-4.96148074,5.89702323,0.57394810,4.41244444,0.00208430,0.09078211,0.04034375,0.07321005,1.05474104
-4.95547774,5.84138623,0.58114078,4.31617851,0.00230481,0.09415638,0.03935954,0.07525559,1.08108632
-4.94947474,5.78376984,0.58819325,4.21600603,0.00257907,0.09733300,0.03841407,0.07767151,1.10841997
-4.94347174,5.72594337,0.59514676,4.11388120,0.00290976,0.10026651,0.03753560,0.08044235,1.13661506
-4.93746873,5.66950202,0.60206272,4.01157750,0.00329996,0.10291379,0.03675416,0.08355231,1.16555023
-4.93146573,5.61581774,0.60902126,3.91064513,0.00375314,0.10523460,0.03610122,0.08698473,1.19510565
-4.92546273,5.56600488,0.61611988,3.81238232,0.00427315,0.10719223,0.03560947,0.09072169,1.22515968
-4.91945973,5.52090149,0.62347216,3.71782099,0.00486417,0.10875399,0.03531252,0.09474365,1.25558637
-4.91345673,5.48106686,0.63120661,3.62772672,0.00553068,0.10989180,0.03524469,0.09902918,1.28625439
-4.90745373,5.44679442,0.63946554,3.54261172,0.00627733,0.11058270,0.03544075,0.10355487,1.31702745
-4.90145073,5.41813844,0.64840401,3.46275910,0.00710891,0.11080932,0.03593562,0.10829545,1.34776626
-4.89544772,5.39495187,0.65818849,3.38825613,0.00803022,0.11056038,0.03676406,0.11322406,1.37833192
-4.88944472,5.37693237,0.66899522,3.31903367,0.00904585,0.10983099,0.03796021,0.11831267,1.40859046
-4.88344172,5.36367283,0.68100790,3.25490888,0.01016010,0.10862295,0.03955713,0.12353268,1.43841804
-4.87743872,5.35471268,0.69441456,3.19562811,0.01137665,0.10694491,0.04158606,0.12885553,1.46770634
-4.87143572,5.34958613,0.70940339,3.14090733,0.01269837,0.10481238,0.04407569,0.13425335,1.49636743
-4.86543272,5.34786417,0.72615733,3.09046748,0.01412700,0.10224758,0.04705121,0.13969959,1.52433761
-4.85942971,5.34918722,0.74484745,3.04406284,0.01566281,0.09927916,0.05053324,0.14516941,1.55157963
-4.85342671,5.35328645,0.76562505,3.00150101,0.01730429,0.09594167,0.05453663,0.15064002,1.57808277
-4.84742371,5.35999260,0.78861275,2.96265379,0.01904782,0.09227493,0.05906923,0.15609073,1.60386053
-4.84142071,5.36923178,0.81389475,2.92745887,0.02088728,0.08832321,0.06413061,0.16150272,1.62894590
-4.83541771,5.38100937,0.84150678,2.89591310,0.02281382,0.08413428,0.06971088,0.16685865,1.65338417
-4.82941471,5.39538331,0.87142623,2.86805833,0.02481557,0.07975835,0.07578952,0.17214200,1.67722378
-4.82341171,5.41242963,0.90356300,2.84396178,0.02687749,0.07524691,0.08233455,0.17733622,1.70050574
-4.81740870,5.43220302,0.93775196,2.82369279,0.02898131,0.07065162,0.08930195,0.18242382,1.72325231
-4.81140570,5.45469620,0.97374735,2.80729827,0.03110558,0.06602309,0.09663536,0.18738549,1.74545583
-4.80540270,5.47980170,1.01122016,2.79477921,0.03322584,0.06140985,0.10426635,0.19219918,1.76706874
-4.79939970,5.50727939,1.04975864,2.78607011,0.03531497,0.05685728,0.11211508,0.19683954,1.78799555
-4.79339670,5.53673305,1.08887258,2.78102343,0.03734364,0.05240682,0.12009151,0.20127748,1.80808767
-4.78739370,5.56759819,1.12800150,2.77940019,0.03928097,0.04809520,0.12809713,0.20548017,1.82714175
-4.78139070,5.59914277,1.16652663,2.78086768,0.04109528,0.04395395,0.13602713,0.20941143,1.84490200
-4.77538769,5.63048121,1.20378657,2.78500453,0.04275491,0.04000903,0.14377303,0.21303248,1.86106645
-4.76938469,5.66060126,1.23909607,2.79131261,0.04422924,0.03628075,0.15122564,0.21630312,1.87529727
-4.76338169,5.68840214,1.27176715,2.79923519,0.04548959,0.03278376,0.15827820,0.21918329,1.88723441
-4.75737869,5.71274146,1.30113180,2.80817954,0.04651030,0.02952734,0.16482964,0.22163482,1.89651205
-4.75137569,5.73248773,1.32656506,2.81754263,0.04726961,0.02651570,0.17078772,0.22362338,1.90277665
-4.74537269,5.74657491,1.34750751,2.82673768,0.04775056,0.02374852,0.17607199,0.22512044,1.90570573
-4.73936968,5.75405500,1.36348590,2.83521965,0.04794174,0.02122157,0.18061636,0.22610513,1.90502587
-4.73336668,5.75414515,1.37413101,2.84250776,0.04783784,0.01892729,0.18437117,0.22656584,1.90052909
-4.72736368,5.74626592,1.37919170,2.84820351,0.04744002,0.01685554,0.18730461,0.22650146,1.89208612
-4.72136068,5.73006803,1.37854449,2.85200272,0.04675615,0.01499428,0.18940351,0.22592220,1.87965612
-4.71535768,5.70544612,1.37219821,2.85370115,0.04580071,0.01333022,0.19067341,0.22484979,1.86329185
-4.70935468,5.67253857,1.36029343,2.85319333,0.04459453,0.01184944,0.19113780,0.22331725,1.84314021
-4.70335168,5.63171395,1.34309689,2.85046508,0.04316435,0.01053803,0.19083685,0.22136800,1.81943810
-4.69734867,5.58354535,1.32099122,2.84558047,0.04154216,0.00938250,0.18982541,0.21905452,1.79250396
-4.69134567,5.52877499,1.29446051,2.83866487,0.03976443,0.00837029,0.18817055,0.21643661,1.76272561
-4.68534267,5.46827191,1.26407276,2.82988527,0.03787113,0.00749010,0.18594886,0.21357930,1.73054529
-4.67933967,5.40298624,1.23045986,2.81943019,0.03590487,0.00673219,0.18324339,0.21055059,1.69644299
-4.67333667,5.33390344,1.19429649,2.80749058,0.03390976,0.00608861,0.18014069,0.20741916,1.66091897
-4.66733367,5.26200195,1.15627867,2.79424364,0.03193053,0.00555335,0.17672792,0.20425213,1.62447690
-4.66133067,5.18821709,1.11710318,2.77984091,0.03001152,0.00512250,0.17309015,0.20111297,1.58760828
-4.65532766,5.11341346,1.07744853,2.76440148,0.02819579,0.00479430,0.16930814,0.19805981,1.55077915
-4.64932466,5.03836733,1.03795836,2.74801106,0.02652443,0.00456916,0.16545645,0.19514396,1.51441961
-4.64332166,4.96375957,0.99922752,2.73072670,0.02503582,0.00444972,0.16160206,0.19240892,1.47891648
-4.63731866,4.89017856,0.96179143,2.71258675,0.02376513,0.00444076,0.15780354,0.18988967,1.44460914
-4.63131566,4.81813218,0.92611849,2.69362519,0.02274392,0.00454917,0.15411063,0.18761245,1.41178840
-4.62531266,4.74806670,0.89260565,2.67388883,0.02199984,0.00478382,0.15056428,0.18559470,1.38069791
-4.61930965,4.68039032,0.86157676,2.65345609,0.02155640,0.00515544,0.14719704,0.18384536,1.35153759
-4.61330665,4.61549879,0.83328339,2.63245546,0.02143294,0.00567639,0.14403373,0.18236529,1.32446843
-4.60730365,4.55380028,0.80790764,2.61108234,0.02164456,0.00636043,0.14109229,0.18114782,1.29961791
-4.60130065,4.49573728,0.78556646,2.58961253,0.02220214,0.00722237,0.13838475,0.18017933,1.27708541
-4.59529765,4.44180337,0.76631702,2.56841143,0.02311244,0.00827773,0.13591817,0.17943986,1.25694714
-4.58929465,4.39255352,0.75016283,2.54793805,0.02437824,0.00954223,0.13369559,0.17890366,1.23926011
-4.58329165,4.34860707,0.73706011,2.52874340,0.02599842,0.01103136,0.13171686,0.17853981,1.22406494
-4.57728864,4.31064337,0.72692425,2.51146335,0.02796815,0.01275970,0.12997936,0.17831273,1.21138751
-4.57128564,4.27939047,0.71963627,2.49680622,0.03027911,0.01474042,0.12847853,0.17818282,1.20123954
-4.56528264,4.25560804,0.71504900,2.48553580,0.03291966,0.01698458,0.12720837,0.17810711,1.19361835
-4.55927964,4.24006589,0.71299308,2.47845085,0.03587511,0.01950051,0.12616175,0.17804010,1.18850622
-4.55327664,4.23351983,0.71328284,2.47636197,0.03912803,0.02229324,0.12533061,0.17793472,1.18586968
-4.54727364,4.23668652,0.71572180,2.48006708,0.04265857,0.02536391,0.12470620,0.17774350,1.18565923
-4.54127064,4.25021897,0.72010812,2.49032655,0.04644488,0.02870936,0.12427916,0.17741995,1.18780967
-4.53526763,4.27468414,0.72623970,2.50783899,0.05046353,0.03232177,0.12403964,0.17692015,1.19224149
-4.52926463,4.31054344,0.73391905,2.53321852,0.05469000,0.03618848,0.12397742,0.17620446,1.19886322
-4.52326163,4.35813707,0.74295767,2.56697412,0.05909929,0.04029199,0.12408199,0.17523931,1.20757481
-4.51725863,4.41767210,0.75317988,2.60949156,0.06366638,0.04461012,0.12434261,0.17399905,1.21827188
-4.51125563,4.48921444,0.76442592,2.66101829,0.06836690,0.04911638,0.12474842,0.17246762,1.23085042
-4.50525263,4.57268408,0.77655410,2.72165125,0.07317762,0.05378049,0.12528844,0.17064001,1.24521152
-4.49924962,4.66785308,0.78944185,2.79132802,0.07807697,0.05856907,0.12595150,0.16852345,1.26126585
-4.49324662,4.77434562,0.80298560,2.86982110,0.08304549,0.06344650,0.12672622,0.16613806,1.27893702
