energy_ev,total_up,Hf_p_up,Hf_d_up,S_s_up,S_p_up,Si_p_up,Si_d_up
-5.51975988,0.90734054,0.81653439,0.29722312,0.00525924,0.69227270,0.00600389,0.00000000
-5.51375688,0.93756661,0.83867912,0.31074800,0.00539166,0.71742036,0.00657072,0.00000000
-5.50775388,0.97450911,0.86492645,0.32722564,0.00554892,0.74794164,0.00723754,0.00000000
-5.50175088,1.01764472,0.89510503,0.34645323,0.00572681,0.78345158,0.00800722,0.00000000
-5.49574787,1.06647618,0.92908665,0.36823120,0.00592095,0.82358058,0.00888196,0.00000000
-5.48974487,1.12053508,0.96678611,0.39236326,0.00612693,0.86797613,0.00986308,0.00000000
-5.48374187,1.17938093,1.00815698,0.41865542,0.00634035,0.91630188,0.01095083,0.00000000
-5.47773887,1.24259714,1.05318361,0.44691414,0.00655697,0.96823441,0.01214413,0.00000000
-5.47173587,1.30978426,1.10186991,0.47694396,0.00677273,1.02345809,0.01344034,0.00000000
-5.46573287,1.38055148,1.15422568,0.50854479,0.00698387,1.08165878,0.01483506,0.00000000
-5.45972986,1.45450689,1.21025127,0.54150928,0.00718695,1.14251672,0.01632199,0.00000000
-5.45372686,1.53124761,1.26992148,0.57562032,0.00737892,1.20569940,0.01789275,0.00000000
-5.44772386,1.61035028,1.33316981,0.61064911,0.00755714,1.27085489,0.01953688,0.00000000
-5.44172086,1.69136290,1.39987379,0.64635386,0.00771944,1.33760629,0.02124183,0.00000000
-5.43571786,1.77379849,1.46984251,0.68247936,0.00786409,1.40554767,0.02299307,0.00000000
-5.42971486,1.85713116,1.54280685,0.71875749,0.00798986,1.47424186,0.02477425,0.00000000
-5.42371186,1.94079498,1.61841317,0.75490875,0.00809602,1.54322045,0.02656750,0.00000000
-5.41770885,2.02418573,1.69622073,0.79064480,0.00818233,1.61198607,0.02835370,0.00000000
-5.41170585,2.10666561,1.77570314,0.82567193,0.00824901,1.68001678,0.03011297,0.00000000
-5.40570285,2.18757077,1.85625361,0.85969540,0.00829678,1.74677271,0.03182503,0.00000000
-5.39969985,2.26622122,1.93719394,0.89242437,0.00832683,1.81170440,0.03346978,0.00000000
-5.39369685,2.34193276,2.01778668,0.92357739,0.00834079,1.87426254,0.03502772,0.00000000
-5.38769385,2.41403020,2.09724999,0.95288805,0.00834070,1.93390874,0.03648050,0.00000000
-5.38169085,2.48186143,2.17477439,0.98011060,0.00832903,1.99012667,0.03781137,0.00000000
-5.37568784,2.54481145,2.24954078,1.00502535,0.00830857,2.04243315,0.03900561,0.00000000
-5.36968484,2.60231589,2.32073885,1.02744349,0.00828247,2.09038861,0.04005083,0.00000000
-5.36368184,2.65387324,2.38758530,1.04721122,0.00825413,2.13360653,0.04093730,0.00000000
-5.35767884,2.69905538,2.44934099,1.06421290,0.00822715,2.17176129,0.04165810,0.00000000
-5.35167584,2.73751600,2.50532666,1.07837318,0.00820527,2.20459439,0.04220919,0.00000000
-5.34567284,2.76899646,2.55493659,1.08965792,0.00819230,2.23191847,0.04258939,0.00000000
-5.33966983,2.79332916,2.59764994,1.09807388,0.00819198,2.25361931,0.04280028,0.00000000
-5.33366683,2.81043810,2.63303945,1.10366724,0.00820792,2.26965560,0.04284602,0.00000000
-5.32766383,2.82033688,2.66077754,1.10652087,0.00824349,2.28005654,0.04273302,0.00000000
-5.32166083,2.82312422,2.68063952,1.10675053,0.00830165,2.28491752,0.04246970,0.00000000
-5.31565783,2.81897719,2.69250422,1.10450011,0.00838490,2.28439392,0.04206606,0.00000000
-5.30965483,2.80814258,2.69635199,1.09993607,0.00849509,2.27869341,0.04153333,0.00000000
-5.30365183,2.79092656,2.69226034,1.09324121,0.00863337,2.26806693,0.04088357,0.00000000
-5.29764882,2.76768316,2.68039740,1.08460808,0.00880004,2.25279874,0.04012930,0.00000000
-5.29164582,2.73880192,2.66101339,1.07423216,0.00899448,2.23319585,0.03928317,0.00000000
-5.28564282,2.70469511,2.63443065,1.06230510,0.00921509,2.20957722,0.03835760,0.00000000
-5.27963982,2.66578501,2.60103224,1.04900831,0.00945926,2.18226312,0.03736455,0.00000000
-5.27363682,2.62249164,2.56124977,1.03450704,0.00972336,2.15156492,0.03631529,0.00000000
-5.26763382,2.57522139,2.51555073,1.01894529,0.01000277,2.11777594,0.03522025,0.00000000
-5.26163082,2.52435704,2.46442584,1.00244177,0.01029198,2.08116350,0.03408888,0.00000000
-5.25562781,2.47024956,2.40837685,0.98508698,0.01058466,2.04196271,0.03292964,0.00000000
-5.24962481,2.41321200,2.34790524,0.96694186,0.01087388,2.00037216,0.03174995,0.00000000
-5.24362181,2.35351588,2.28350238,0.94803778,0.01115225,1.95655196,0.03055627,0.00000000
-5.23761881,2.29139021,2.21564143,0.92837815,0.01141219,1.91062405,0.02935414,0.00000000
-5.23161581,2.22702328,2.14477129,0.90794157,0.01164613,1.86267514,0.02814833,0.00000000
-5.22561281,2.16056719,2.07131297,0.88668642,0.01184686,1.81276188,0.02694297,0.00000000
-5.21960980,2.09214495,1.99565829,0.86455670,0.01200772,1.76091839,0.02574172,0.00000000
-5.21360680,2.02185984,1.91817102,0.84148885,0.01212295,1.70716556,0.02454795,0.00000000
-5.20760380,1.94980650,1.83919018,0.81741934,0.01218794,1.65152191,0.02336489,0.00000000
-5.20160080,1.87608326,1.75903515,0.79229251,0.01219942,1.59401520,0.02219592,0.00000000
-5.19559780,1.80080500,1.67801234,0.76606841,0.01215576,1.53469438,0.02104465,0.00000000
-5.18959480,1.72411577,1.59642260,0.73873006,0.01205703,1.47364108,0.01991517,0.00000000
-5.18359180,1.64620053,1.51456908,0.71028998,0.01190519,1.41098006,0.01881219,0.00000000
-5.17758879,1.56729518,1.43276471,0.68079537,0.01170413,1.34688790,0.01774118,0.00000000
-5.17158579,1.48769444,1.35133890,0.65033188,0.01145964,1.28159951,0.01670853,0.00000000
-5.16558279,1.40775700,1.27064293,0.61902561,0.01117937,1.21541205,0.01572160,0.00000000
-5.15957979,1.32790762,1.19105356,0.58704337,0.01087274,1.14868591,0.01478883,0.00000000
-5.15357679,1.24863614,1.11297475,0.55459109,0.01055068,1.08184282,0.01391976,0.00000000
-5.14757379,1.17049331,1.03683728,0.52191052,0.01022551,1.01536109,0.01312505,0.00000000
-5.14157079,1.09408385,0.96309636,0.48927443,0.00991058,0.94976825,0.01241645,0.00000000
-5.13556778,1.02005690,0.89222733,0.45698053,0.00962001,0.88563154,0.01180677,0.00000000
-5.12956478,0.94909452,0.82471979,0.42534450,0.00936834,0.82354664,0.01130979,0.00000000
-5.12356178,0.88189870,0.76107046,0.39469238,0.00917015,0.76412526,0.01094014,0.00000000
-5.11755878,0.81917754,0.70177523,0.36535274,0.00903971,0.70798223,0.01071317,0.00000000
-5.11155578,0.76163108,0.64732067,0.33764904,0.00899056,0.65572250,0.01064478,0.00000000
-5.10555278,0.70993745,0.59817550,0.31189230,0.00903517,0.60792863,0.01075124,0.00000000
-5.09954977,0.66473954,0.55478227,0.28837450,0.00918451,0.56514924,0.01104889,0.00000000
-5.09354677,0.62663274,0.51754949,0.26736277,0.00944773,0.52788853,0.01155393,0.00000000
-5.08754377,0.59615377,0.48684430,0.24909456,0.00983178,0.49659728,0.01228209,0.00000000
-5.08154077,0.57377075,0.46298582,0.23377371,0.01034116,0.47166518,0.01324828,0.00000000
-5.07553777,0.55987444,0.44623912,0.22156753,0.01097759,0.45341452,0.01446625,0.00000000
-5.06953477,0.55477062,0.43680968,0.21260459,0.01173986,0.44209518,0.01594811,0.00000000
-5.06353177,0.55867324,0.43483819,0.20697337,0.01262362,0.43788053,0.01770394,0.00000000
-5.05752876,0.57169846,0.44039568,0.20472134,0.01362135,0.44086423,0.01974130,0.00000000
-5.05152576,0.59385910,0.45347868,0.20585452,0.01472233,0.45105755,0.02206477,0.00000000
-5.04552276,0.62505965,0.47400449,0.21033727,0.01591273,0.46838710,0.02467541,0.00000000
-5.03951976,0.66509161,0.50180644,0.21809227,0.01717580,0.49269284,0.02757033,0.00000000
-5.03351676,0.71362933,0.53662933,0.22900062,0.01849215,0.52372628,0.03074217,0.00000000
-5.02751376,0.77022652,0.57812517,0.24290199,0.01984013,0.56114906,0.03417878,0.00000000
-5.02151076,0.83431364,0.62584950,0.25959493,0.02119625,0.60453187,0.03786275,0.00000000
-5.01550775,0.90519660,0.67925880,0.27883736,0.02253579,0.65335413,0.04177124,0.00000000
-5.00950475,0.98205722,0.73770919,0.30034746,0.02383336,0.70700456,0.04587578,0.00000000
-5.00350175,1.06395584,0.80045713,0.32380499,0.02506357,0.76478322,0.05014223,0.00000000
-4.99749875,1.14983671,0.86666246,0.34885333,0.02620174,0.82590527,0.05453093,0.00000000
-4.99149575,1.23853652,0.93539424,0.37510237,0.02722455,0.88950673,0.05899693,0.00000000
-4.98549275,1.32879642,1.00563982,0.40213235,0.02811073,0.95465288,0.06349047,0.00000000
-4.97948974,1.41927784,1.07631727,0.42949886,0.02884165,1.02034917,0.06795763,0.00000000
-4.97348674,1.50858209,1.14629137,0.45673905,0.02940189,1.08555499,0.07234110,0.00000000
-4.96748374,1.59527381,1.21439289,0.48337890,0.02977963,1.14920028,0.07658118,0.00000000
-4.96148074,1.67790762,1.27944112,0.50894177,0.02996700,1.21020464,0.08061695,0.00000000
-4.95547774,1.75505780,1.34026882,0.53295775,0.02996025,1.26749875,0.08438747,0.00000000
-4.94947474,1.82534992,1.39574920,0.55497384,0.02975982,1.32004753,0.08783324,0.00000000
-4.94347174,1.88749370,1.44482388,0.57456457,0.02937025,1.36687434,0.09089755,0.00000000
-4.93746873,1.94031583,1.48653083,0.59134260,0.02879994,1.40708545,0.09352798,0.00000000
-4.93146573,1.98279168,1.52003131,0.60496916,0.02806084,1.43989389,0.09567778,0.00000000
-4.92546273,2.01407457,1.54463462,0.61516365,0.02716799,1.46464181,0.09730720,0.00000000
-4.91945973,2.03352142,1.55981955,0.62171221,0.02613902,1.48082026,0.09838466,0.00000000
-4.91345673,2.04071368,1.56525165,0.62447472,0.02499354,1.48808577,0.09888779,0.00000000
-4.90745373,2.03547247,1.56079538,0.62339004,0.02375258,1.48627267,0.09880413,0.00000000
-4.90145073,2.01786731,1.54652067,0.61847912,0.02243795,1.47540089,0.09813161,0.00000000
-4.89544772,1.98821793,1.52270336,0.60984591,0.02107166,1.45567850,0.09687883,0.00000000
-4.88944472,1.94708884,1.48981955,0.59767596,0.01967537,1.42749907,0.09506483,0.00000000
-4.88344172,1.89527709,1.44853407,0.58223272,0.01826994,1.39143374,0.09271873,0.00000000
-4.87743872,1.83379338,1.39968339,0.56385178,0.01687496,1.34821838,0.08987895,0.00000000
-4.87143572,1.76383742,1.34425390,0.54293315,0.01550848,1.29873627,0.08659224,0.00000000
-4.86543272,1.68676850,1.28335623,0.51993203,0.01418675,1.24399704,0.08291242,0.00000000
-4.85942971,1.60407241,1.21819687,0.49534829,0.01292406,1.18511277,0.07889894,0.00000000
-4.85342671,1.51732607,1.15004813,0.46971521,0.01173272,1.12327199,0.07461532,0.00000000
-4.84742371,1.42816107,1.08021758,0.44358777,0.01062299,1.05971279,0.07012754,0.00000000
-4.84142071,1.33822766,1.01001816,0.41753098,0.00960323,0.99569583,0.06550237,0.00000000
-4.83541771,1.24916016,0.94073979,0.39210851,0.00867998,0.93247824,0.06080577,0.00000000
-4.82941471,1.16254497,0.87362351,0.36787206,0.00785813,0.87128914,0.05610149,0.00000000
-4.82341171,1.07989201,0.80983863,0.34535156,0.00714115,0.81330735,0.05144968,0.00000000
-4.81740870,1.00261018,0.75046344,0.32504643,0.00653123,0.75964189,0.04690581,0.00000000
-4.81140570,0.93198715,0.69646950,0.30741801,0.00602953,0.71131540,0.04251979,0.00000000
-4.80540270,0.86917363,0.64870978,0.29288315,0.00563641,0.66925064,0.03833537,0.00000000
-4.79939970,0.81517196,0.60791020,0.28180882,0.00535154,0.63425992,0.03438968,0.00000000
-4.79339670,0.77082869,0.57466448,0.27450788,0.00517416,0.60703745,0.03071318,0.00000000
-4.78739370,0.73683078,0.54943167,0.27123560,0.00510315,0.58815399,0.02732968,0.00000000
-4.78139070,0.71370462,0.53253609,0.27218702,0.00513718,0.57805376,0.02425667,0.00000000
-4.77538769,0.70181756,0.52416906,0.27749498,0.00527480,0.57705299,0.02150575,0.00000000
-4.76938469,0.70138111,0.52439201,0.28722864,0.00551447,0.58533982,0.01908319,0.00000000
-4.76338169,0.71245541,0.53314066,0.30139252,0.00585460,0.60297526,0.01699064,0.00000000
-4.75737869,0.73495433,0.55022985,0.31992603,0.00629356,0.62989485,0.01522579,0.00000000
-4.75137569,0.76865109,0.57535899,0.34270346,0.00682962,0.66591093,0.01378310,0.00000000
-4.74537269,0.81318393,0.60811788,0.36953452,0.00746088,0.71071545,0.01265449,0.00000000
-4.73936968,0.86806190,0.64799311,0.40016557,0.00818524,0.76388322,0.01182996,0.00000000
-4.73336668,0.93267063,0.69437490,0.43428157,0.00900020,0.82487578,0.01129817,0.00000000
-4.72736368,1.00627836,0.74656473,0.47150889,0.00990283,0.89304602,0.01104687,0.00000000
-4.72136068,1.08804224,0.80378377,0.51141916,0.01088954,0.96764364,0.01106330,0.00000000
-4.71535768,1.17701531,0.86518232,0.55353419,0.01195598,1.04782183,0.01133442,0.00000000
-4.70935468,1.27215434,0.92985044,0.59733190,0.01309683,1.13264509,0.01184709,0.00000000
-4.70335168,1.37232873,0.99682973,0.64225355,0.01430571,1.22109866,0.01258812,0.00000000
-4.69734867,1.47633089,1.06512634,0.68771188,0.01557496,1.31209941,0.01354433,0.00000000
-4.69134567,1.58288810,1.13372508,0.73310031,0.01689556,1.40450836,0.01470240,0.00000000
-4.68534267,1.69067608,1.20160450,0.77780286,0.01825706,1.49714486,0.01604884,0.00000000
-4.67933967,1.79833428,1.26775270,0.82120473,0.01964746,1.58880224,0.01756984,0.00000000
-4.67333667,1.90448280,1.33118350,0.86270319,0.02105329,1.67826487,0.01925111,0.00000000
-4.66733367,2.00774089,1.39095266,0.90171852,0.02245964,1.76432621,0.02107775,0.00000000
-4.66133067,2.10674668,1.44617371,0.93770468,0.02385028,1.84580786,0.02303416,0.00000000
-4.65532766,2.20017793,1.49603304,0.97015954,0.02520791,1.92157889,0.02510392,0.00000000
-4.64932466,2.28677327,1.53980374,0.99863419,0.02651440,1.99057530,0.02726972,0.00000000
-4.64332166,2.36535353,1.57685788,1.02274121,0.02775114,2.05181899,0.02951337,0.00000000
-4.63731866,2.43484253,1.60667685,1.04216159,0.02889947,2.10443586,0.03181575,0.00000000
-4.63131566,2.49428684,1.62885949,1.05665012,0.02994110,2.14767242,0.03415695,0.00000000
-4.62531266,2.54287380,1.64312778,1.06603919,0.03085860,2.18091053,0.03651626,0.00000000
-4.61930965,2.57994721,1.64932986,1.07024072,0.03163593,2.20367971,0.03887231,0.00000000
-4.61330665,2.60502018,1.64744050,1.06924637,0.03225886,2.21566660,0.04120327,0.00000000
-4.60730365,2.61778459,1.63755878,1.06312593,0.03271550,2.21672124,0.04348694,0.00000000
-4.60130065,2.61811667,1.61990328,1.05202401,0.03299664,2.20685971,0.04570103,0.00000000
-4.59529765,2.60607861,1.59480479,1.03615518,0.03309611,2.18626328,0.04782335,0.00000000
-4.58929465,2.58191585,1.56269693,1.01579758,0.03301099,2.15527357,0.04983212,0.00000000
-4.58329165,2.54605017,1.52410483,0.99128549,0.03274180,2.11438414,0.05170630,0.00000000
-4.57728864,2.49906880,1.47963239,0.96300079,0.03229243,2.06422860,0.05342592,0.00000000
-4.57128564,2.44170985,1.42994836,0.93136389,0.03167015,2.00556548,0.05497255,0.00000000
-4.56528264,2.37484458,1.37577182,0.89682413,0.03088534,1.93926054,0.05632971,0.00000000
-4.55927964,2.29945722,1.31785750,0.85985027,0.02995120,1.86626690,0.05748344,0.00000000
-4.55327664,2.21662298,1.25698123,0.82092099,0.02888339,1.78760389,0.05842282,0.00000000
-4.54727364,2.12748516,1.19392616,0.78051609,0.02769957,1.70433505,0.05914056,0.00000000
-4.54127064,2.03323208,1.12946998,0.73910823,0.02641889,1.61754637,0.05963361,0.00000000
-4.53526763,1.93507465,1.06437349,0.69715571,0.02506145,1.52832516,0.05990375,0.00000000
-4.52926463,1.83422529,0.99937081,0.65509629,0.02364782,1.43774041,0.05995809,0.00000000
-4.52326163,1.73187878,0.93516135,0.61334220,0.02219853,1.34682519,0.05980960,0.00000000
-4.51725863,1.62919541,0.87240360,0.57227638,0.02073355,1.25656135,0.05947745,0.00000000
-4.51125563,1.52728687,0.81171073,0.53224987,0.01927195,1.16786711,0.05898725,0.00000000
-4.50525263,1.42720479,0.75364785,0.49358043,0.01783153,1.08158745,0.05837110,0.00000000
-4.49924962,1.32993213,0.69873081,0.45655204,0.01642855,0.99848741,0.05766743,0.00000000
-4.49324662,1.23637697,0.64742622,0.42141536,0.01507753,0.91924813,0.05692066,0.00000000
-4.48724362,1.14736861,0.60015229,0.38838885,0.01379111,0.84446548,0.05618055,0.00000000
-4.48124062,1.06365551,0.55728043,0.35766030,0.01258007,0.77465073,0.05550139,0.00000000
-4.47523762,0.98590460,0.51913694,0.32938874,0.01145324,0.71023306,0.05494081,0.00000000
-4.46923462,0.91470163,0.48600480,0.30370642,0.01041762,0.65156339,0.05455851,0.00000000
-4.46323162,0.85055208,0.45812502,0.28072078,0.00947849,0.59891903,0.05441471,0.00000000
-4.45722861,0.79388231,0.43569764,0.26051622,0.00863947,0.55250890,0.05456847,0.00000000
-4.45122561,0.74504065,0.41888196,0.24315567,0.00790272,0.51247877,0.05507587,0.00000000
-4.44522261,0.70429840,0.40779624,0.22868187,0.00726908,0.47891650,0.05598819,0.00000000
-4.43921961,0.67185045,0.40251670,0.21711835,0.00673819,0.45185680,0.05735012,0.00000000
-4.43321661,0.64781585,0.40307619,0.20847020,0.00630869,0.43128564,0.05919803,0.00000000
-4.42721361,0.63223817,0.40946241,0.20272463,0.00597828,0.41714416,0.06155844,0.00000000
-4.42121061,0.62508614,0.42161638,0.19985149,0.00574389,0.40933215,0.06444675,0.00000000
-4.41520760,0.62625456,0.43943095,0.19980378,0.00560176,0.40771121,0.06786627,0.00000000
-4.40920460,0.63556591,0.46275015,0.20251824,0.00554753,0.41210771,0.07180765,0.00000000
-4.40320160,0.65277289,0.49136925,0.20791622,0.00557632,0.42231571,0.07624876,0.00000000
-4.39719860,0.67756198,0.52503609,0.21590476,0.00568277,0.43809995,0.08115493,0.00000000
-4.39119560,0.70955830,0.56345358,0.22637801,0.00586116,0.45919903,0.08647979,0.00000000
-4.38519260,0.74833173,0.60628374,0.23921901,0.00610537,0.48532884,0.09216652,0.00000000
-4.37918959,0.79340427,0.65315298,0.25430160,0.00640903,0.51618621,0.09814948,0.00000000
-4.37318659,0.84425837,0.70365866,0.27149271,0.00676548,0.55145281,0.10435635,0.00000000
-4.36718359,0.90034612,0.75737671,0.29065458,0.00716789,0.59079894,0.11071042,0.00000000
-4.36118059,0.96109874,0.81386977,0.31164697,0.00760928,0.63388735,0.11713325,0.00000000
-4.35517759,1.02593604,0.87269565,0.33432914,0.00808260,0.68037654,0.12354729,0.00000000
-4.34917459,1.09427529,0.93341546,0.35856133,0.00858074,0.72992351,0.12987861,0.00000000
-4.34317159,1.16553907,0.99560097,0.38420577,0.00909662,0.78218553,0.13605939,0.00000000
-4.33716858,1.23916152,1.05884067,0.41112683,0.00962326,0.83682095,0.14203025,0.00000000
-4.33116558,1.31459270,1.12274410,0.43919040,0.01015377,0.89348853,0.14774207,0.00000000
-4.32516258,1.39130073,1.18694409,0.46826236,0.01068145,0.95184556,0.15315753,0.00000000
-4.31915958,1.46877154,1.25109668,0.49820616,0.01119980,1.01154455,0.15825190,0.00000000
-4.31315658,1.54650633,1.31487862,0.52887960,0.01170256,1.07222877,0.16301342,0.00000000
-4.30715358,1.62401692,1.37798270,0.56013099,0.01218375,1.13352671,0.16744294,0.00000000
