energy_ev,total_up,In_p_up,In_d_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.87993997,0.79007952,0.05236828,0.00123778,0.12491915,0.37532430,0.00919509,0.33439172
-5.87393697,0.80803267,0.05806322,0.00132968,0.13426182,0.38663453,0.01034102,0.31589758
-5.86793397,0.83365390,0.06413664,0.00143416,0.14511452,0.40179859,0.01157675,0.30017473
-5.86193097,0.86683053,0.07052441,0.00155068,0.15745333,0.42077232,0.01289334,0.28734449
-5.85592796,0.90727187,0.07715209,0.00167839,0.17122038,0.44342615,0.01427981,0.27745944
-5.84992496,0.95451171,0.08393594,0.00181610,0.18632270,0.46954559,0.01572322,0.27050605
-5.84392196,1.00791653,0.09078442,0.00196227,0.20263216,0.49883449,0.01720884,0.26640900
-5.83791896,1.06669926,0.09760005,0.00211507,0.21998670,0.53092110,0.01872045,0.26503694
-5.83191596,1.12993863,0.10428175,0.00227238,0.23819276,0.56536684,0.02024062,0.26620952
-5.82591296,1.19660367,0.11072756,0.00243183,0.25702919,0.60167782,0.02175123,0.26970547
-5.81990995,1.26558287,0.11683753,0.00259088,0.27625231,0.63931870,0.02323388,0.27527140
-5.81390695,1.33571708,0.12251680,0.00274687,0.29560229,0.67772868,0.02467053,0.28263114
-5.80790395,1.40583517,0.12767873,0.00289712,0.31481046,0.71633896,0.02604400,0.29149529
-5.80190095,1.47479127,0.13224780,0.00303899,0.33360751,0.75459121,0.02733857,0.30157071
-5.79589795,1.54150198,0.13616236,0.00316995,0.35173205,0.79195621,0.02854055,0.31256971
-5.78989495,1.60498233,0.13937684,0.00328771,0.36893942,0.82795202,0.02963873,0.32421859
-5.78389195,1.66437860,0.14186356,0.00339027,0.38501014,0.86216072,0.03062478,0.33626532
-5.77788894,1.71899670,0.14361375,0.00347601,0.39975774,0.89424297,0.03149353,0.34848607
-5.77188594,1.76832461,0.14463801,0.00354373,0.41303543,0.92394965,0.03224317,0.36069038
-5.76588294,1.81204755,0.14496590,0.00359270,0.42474144,0.95112975,0.03287519,0.37272476
-5.75987994,1.85005515,0.14464483,0.00362271,0.43482239,0.97573415,0.03339429,0.38447459
-5.75387694,1.88243974,0.14373819,0.00363405,0.44327482,0.99781479,0.03380806,0.39586426
-5.74787394,1.90948581,0.14232285,0.00362755,0.45014441,1.01751912,0.03412658,0.40685545
-5.74187094,1.93165067,0.14048611,0.00360447,0.45552300,1.03507987,0.03436184,0.41744376
-5.73586793,1.94953714,0.13832217,0.00356654,0.45954349,1.05080056,0.03452713,0.42765365
-5.72986493,1.96385926,0.13592842,0.00351583,0.46237276,1.06503718,0.03463629,0.43753205
-5.72386193,1.97540267,0.13340155,0.00345469,0.46420299,1.07817697,0.03470305,0.44714092
-5.71785893,1.98498132,0.13083379,0.00338567,0.46524168,1.09061518,0.03474025,0.45654897
-5.71185593,1.99339279,0.12830934,0.00331144,0.46570102,1.10273105,0.03475917,0.46582317
-5.70585293,2.00137417,0.12590127,0.00323465,0.46578697,1.11486410,0.03476900,0.47502033
-5.69984992,2.00956104,0.12366884,0.00315785,0.46568876,1.12729208,0.03477629,0.48417918
-5.69384692,2.01845134,0.12165559,0.00308342,0.46556928,1.14021175,0.03478467,0.49331350
-5.68784392,2.02837623,0.11988806,0.00301347,0.46555692,1.15372351,0.03479466,0.50240659
-5.68184092,2.03947941,0.11837533,0.00294979,0.46573927,1.16782085,0.03480365,0.51140739
-5.67583792,2.05170604,0.11710927,0.00289380,0.46615895,1.18238519,0.03480605,0.52022862
-5.66983492,2.06480184,0.11606561,0.00284651,0.46681196,1.19718658,0.03479362,0.52874690
-5.66383192,2.07832250,0.11520561,0.00280850,0.46764846,1.21189024,0.03475589,0.53680505
-5.65782891,2.09165292,0.11447837,0.00277995,0.46857593,1.22606872,0.03468073,0.54421642
-5.65182591,2.10403529,0.11382354,0.00276067,0.46946468,1.23921909,0.03455503,0.55077106
-5.64582291,2.11460457,0.11317445,0.00275009,0.47015517,1.25078441,0.03436534,0.55624345
-5.63981991,2.12242954,0.11246131,0.00274737,0.47046688,1.26017825,0.03409859,0.56040148
-5.63381691,2.12655717,0.11161451,0.00275142,0.47020816,1.26681114,0.03374280,0.56301609
-5.62781391,2.12605827,0.11056779,0.00276099,0.46918654,1.27011759,0.03328768,0.56387121
-5.62181091,2.12007186,0.10926113,0.00277473,0.46721888,1.26958219,0.03272520,0.56277354
-5.61580790,2.10784618,0.10764325,0.00279124,0.46414093,1.26476369,0.03204999,0.55956148
-5.60980490,2.08877430,0.10567369,0.00280917,0.45981572,1.25531564,0.03125966,0.55411298
-5.60380190,2.06242267,0.10332430,0.00282724,0.45414037,1.24100277,0.03035497,0.54635180
-5.59779890,2.02855143,0.10058012,0.00284431,0.44705110,1.22171236,0.02933985,0.53625198
-5.59179590,1.98712559,0.09743975,0.00285937,0.43852614,1.19746000,0.02822128,0.52384016
-5.58579290,1.93831698,0.09391505,0.00287163,0.42858653,1.16838988,0.02700907,0.50919590
-5.57978989,1.88249713,0.09003033,0.00288046,0.41729482,1.13476946,0.02571550,0.49244979
-5.57378689,1.82022179,0.08582111,0.00288540,0.40475196,1.09697921,0.02435492,0.47377963
-5.56778389,1.75220831,0.08133241,0.00288621,0.39109243,1.05549808,0.02294322,0.45340489
-5.56178089,1.67930729,0.07661688,0.00288273,0.37647817,1.01088544,0.02149730,0.43157967
-5.55577789,1.60247017,0.07173261,0.00287498,0.36109156,0.96376078,0.02003459,0.40858465
-5.54977489,1.52271467,0.06674096,0.00286303,0.34512796,0.91478211,0.01857246,0.38471833
-5.54377189,1.44108974,0.06170440,0.00284703,0.32878818,0.86462416,0.01712777,0.36028807
-5.53776888,1.35864184,0.05668448,0.00282715,0.31227133,0.81395754,0.01571646,0.33560121
-5.53176588,1.27638408,0.05173993,0.00280356,0.29576832,0.76342963,0.01435314,0.31095680
-5.52576288,1.19526932,0.04692515,0.00277644,0.27945632,0.71364813,0.01305087,0.28663810
-5.51975988,1.11616827,0.04228888,0.00274592,0.26349447,0.66516759,0.01182092,0.26290621
-5.51375688,1.03985308,0.03787329,0.00271211,0.24802081,0.61847942,0.01067270,0.23999498
-5.50775388,0.96698660,0.03371333,0.00267512,0.23315046,0.57400542,0.00961369,0.21810724
-5.50175088,0.89811714,0.02983650,0.00263502,0.21897519,0.53209465,0.00864948,0.19741245
-5.49574787,0.83367833,0.02626281,0.00259189,0.20556401,0.49302347,0.00778390,0.17804573
-5.48974487,0.77399328,0.02300510,0.00254585,0.19296471,0.45699822,0.00701910,0.16010802
-5.48374187,0.71928219,0.02006950,0.00249702,0.18120619,0.42415995,0.00635576,0.14366738
-5.47773887,0.66967243,0.01745613,0.00244563,0.17030119,0.39459071,0.00579326,0.12876112
-5.47173587,0.62521013,0.01515985,0.00239193,0.16024930,0.36832066,0.00532986,0.11539859
-5.46573287,0.58587215,0.01317113,0.00233631,0.15103997,0.34533551,0.00496288,0.10356442
-5.45972986,0.55157781,0.01147692,0.00227920,0.14265537,0.32558361,0.00468889,0.09322196
-5.45372686,0.52219954,0.01006157,0.00222116,0.13507284,0.30898252,0.00450378,0.08431676
-5.44772386,0.49757193,0.00890758,0.00216278,0.12826692,0.29542456,0.00440294,0.07677995
-5.44172086,0.47749914,0.00799646,0.00210474,0.12221093,0.28478125,0.00438131,0.07053137
-5.43571786,0.46176028,0.00730938,0.00204774,0.11687790,0.27690665,0.00443343,0.06548238
-5.42971486,0.45011322,0.00682785,0.00199249,0.11224120,0.27163968,0.00455352,0.06153832
-5.42371186,0.44229689,0.00653422,0.00193966,0.10827464,0.26880556,0.00473544,0.05860059
-5.41770885,0.43803271,0.00641223,0.00188988,0.10495239,0.26821679,0.00497275,0.05656835
-5.41170585,0.43702551,0.00644739,0.00184366,0.10224870,0.26967385,0.00525873,0.05534002
-5.40570285,0.43896460,0.00662743,0.00180142,0.10013765,0.27296608,0.00558640,0.05481444
-5.39969985,0.44352549,0.00694261,0.00176341,0.09859294,0.27787297,0.00594854,0.05489194
-5.39369685,0.45037268,0.00738606,0.00172974,0.09758796,0.28416627,0.00633780,0.05547529
-5.38769385,0.45916380,0.00795413,0.00170035,0.09709617,0.29161294,0.00674678,0.05647061
-5.38169085,0.46955550,0.00864662,0.00167503,0.09709171,0.29997925,0.00716812,0.05778836
-5.37568784,0.48121076,0.00946710,0.00165342,0.09755048,0.30903587,0.00759471,0.05934431
-5.36968484,0.49380782,0.01042310,0.00163503,0.09845144,0.31856388,0.00801977,0.06106065
-5.36368184,0.50705004,0.01152632,0.00161926,0.09977810,0.32836151,0.00843710,0.06286707
-5.35767884,0.52067648,0.01279269,0.00160547,0.10152024,0.33825131,0.00884122,0.06470196
-5.35167584,0.53447237,0.01424235,0.00159299,0.10367545,0.34808713,0.00922759,0.06651350
-5.34567284,0.54827895,0.01589954,0.00158113,0.10625057,0.35776085,0.00959270,0.06826069
-5.33966983,0.56200172,0.01779225,0.00156930,0.10926275,0.36720794,0.00993427,0.06991423
-5.33366683,0.57561662,0.01995169,0.00155696,0.11273998,0.37641171,0.01025128,0.07145715
-5.32766383,0.58917331,0.02241161,0.00154371,0.11672097,0.38540568,0.01054405,0.07288507
-5.32166083,0.60279507,0.02520730,0.00152928,0.12125429,0.39427373,0.01081418,0.07420620
-5.31565783,0.61667496,0.02837439,0.00151355,0.12639662,0.40314781,0.01106446,0.07544079
-5.30965483,0.63106807,0.03194745,0.00149656,0.13221024,0.41220305,0.01129876,0.07662021
-5.30365183,0.64627992,0.03595832,0.00147850,0.13875959,0.42165037,0.01152178,0.07778553
-5.29764882,0.66265117,0.04043434,0.00145973,0.14610721,0.43172665,0.01173880,0.07898563
-5.29164582,0.68053936,0.04539645,0.00144069,0.15430903,0.44268290,0.01195535,0.08027500
-5.28564282,0.70029826,0.05085721,0.00142192,0.16340935,0.45477073,0.01217690,0.08171115
-5.27963982,0.72225571,0.05681892,0.00140403,0.17343564,0.46822793,0.01240850,0.08335171
-5.27363682,0.74669117,0.06327183,0.00138762,0.18439353,0.48326351,0.01265442,0.08525156
-5.26763382,0.77381388,0.07019266,0.00137327,0.19626218,0.50004327,0.01291785,0.08745984
-5.26163082,0.80374298,0.07754338,0.00136152,0.20899051,0.51867630,0.01320060,0.09001706
-5.25562781,0.83649065,0.08527044,0.00135279,0.22249430,0.53920350,0.01350289,0.09295259
-5.24962481,0.87194920,0.09330456,0.00134737,0.23665464,0.56158845,0.01382324,0.09628237
-5.24362181,0.90988314,0.10156110,0.00134542,0.25131785,0.58571142,0.01415837,0.10000726
-5.23761881,0.94992678,0.10994095,0.00134691,0.26629690,0.61136696,0.01450324,0.10411187
-5.23161581,0.99158769,0.11833226,0.00135166,0.28137454,0.63826517,0.01485120,0.10856414
-5.22561281,1.03425631,0.12661260,0.00135930,0.29630800,0.66603704,0.01519420,0.11331556
-5.21960980,1.07722137,0.13465180,0.00136932,0.31083516,0.69424351,0.01552307,0.11830223
-5.21360680,1.11969068,0.14231531,0.00138107,0.32468203,0.72238821,0.01582789,0.12344650
-5.20760380,1.16081654,0.14946786,0.00139380,0.33757116,0.74993322,0.01609843,0.12865943
-5.20160080,1.19972471,0.15597744,0.00140667,0.34923079,0.77631741,0.01632455,0.13384372
-5.19559780,1.23554585,0.16171931,0.00141882,0.35940418,0.80097656,0.01649670,0.13889722
-5.18959480,1.26744789,0.16658003,0.00142939,0.36785882,0.82336432,0.01660629,0.14371670
-5.18359180,1.29466808,0.17046112,0.00143755,0.37439507,0.84297329,0.01664616,0.14820194
-5.17758879,1.31654322,0.17328242,0.00144255,0.37885384,0.85935510,0.01661089,0.15225977
-5.17158579,1.33253676,0.17498484,0.00144378,0.38112286,0.87213875,0.01649703,0.15580798
-5.16558279,1.34226149,0.17553241,0.00144075,0.38114146,0.88104637,0.01630338,0.15877894
-5.15957979,1.34549693,0.17491365,0.00143313,0.37890336,0.88590559,0.01603098,0.16112278
-5.15357679,1.34220053,0.17314200,0.00142078,0.37445761,0.88665821,0.01568319,0.16280989
-5.14757379,1.33251239,0.17025552,0.00140377,0.36790749,0.88336446,0.01526552,0.16383275
-5.14157079,1.31675313,0.16631573,0.00138231,0.35940743,0.87620309,0.01478551,0.16420687
-5.13556778,1.29541522,0.16140570,0.00135684,0.34915826,0.86546689,0.01425243,0.16397087
-5.12956478,1.26914817,0.15562754,0.00132793,0.33740079,0.85155421,0.01367698,0.16318570
-5.12356178,1.23873828,0.14909933,0.00129632,0.32440831,0.83495670,0.01307094,0.16193287
-5.11755878,1.20508392,0.14195174,0.00126284,0.31047808,0.81624383,0.01244676,0.16031194
-5.11155578,1.16916750,0.13432443,0.00122846,0.29592239,0.79604505,0.01181719,0.15843724
-5.10555278,1.13202529,0.12636234,0.00119416,0.28105949,0.77503023,0.01119489,0.15643401
-5.09954977,1.09471650,0.11821224,0.00116099,0.26620482,0.75388931,0.01059210,0.15443407
-5.09354677,1.05829286,0.11001942,0.00112997,0.25166280,0.73331200,0.01002029,0.15257122
-5.08754377,1.02377000,0.10192480,0.00110213,0.23771958,0.71396848,0.00948995,0.15097659
-5.08154077,0.99210158,0.09406258,0.00107841,0.22463697,0.69649173,0.00901035,0.14977411
-5.07553777,0.96415741,0.08655831,0.00105970,0.21264766,0.68146229,0.00858940,0.14907622
-5.06953477,0.94070599,0.07952770,0.00104678,0.20195192,0.66939596,0.00823360,0.14898022
-5.06353177,0.92240223,0.07307586,0.00104035,0.19271583,0.66073492,0.00794797,0.14956505
-5.05752876,0.90978047,0.06729720,0.00104097,0.18507091,0.65584237,0.00773613,0.15088908
-5.05152576,0.90325288,0.06227581,0.00104909,0.17911515,0.65500093,0.00760029,0.15298858
-5.04552276,0.90311300,0.05808622,0.00106505,0.17491528,0.65841453,0.00754144,0.15587724
-5.03951976,0.90954397,0.05479462,0.00108906,0.17251003,0.66621363,0.00755940,0.15954657
-5.03351676,0.92263071,0.05246013,0.00112124,0.17191423,0.67846331,0.00765303,0.16396719
-5.02751376,0.94237537,0.05113636,0.00116158,0.17312335,0.69517360,0.00782030,0.16909106
-5.02151076,0.96871479,0.05087285,0.00121000,0.17611842,0.71631148,0.00805852,0.17485435
-5.01550775,1.00153927,0.05171644,0.00126633,0.18087084,0.74181370,0.00836439,0.18118089
-5.00950475,1.04071116,0.05371241,0.00133033,0.18734690,0.77159970,0.00873421,0.18798612
-5.00350175,1.08608237,0.05690525,0.00140169,0.19551175,0.80558376,0.00916388,0.19518121
-4.99749875,1.13750972,0.06133908,0.00148006,0.20533260,0.84368569,0.00964908,0.20267719
-4.99149575,1.19486703,0.06705757,0.00156504,0.21678093,0.88583926,0.01018528,0.21038892
-4.98549275,1.25805336,0.07410322,0.00165619,0.22983351,0.93199786,0.01076778,0.21823869
-4.97948974,1.32699658,0.08251631,0.00175306,0.24447234,0.98213693,0.01139174,0.22615924
-4.97348674,1.40165203,0.09233302,0.00185515,0.26068314,1.03625282,0.01205220,0.23409612
-4.96748374,1.48199618,0.10358329,0.00196196,0.27845284,1.09435809,0.01274405,0.24200913
-4.96148074,1.56801529,0.11628799,0.00207296,0.29776576,1.15647324,0.01346202,0.24987300
-4.95547774,1.65968987,0.13045586,0.00218759,0.31859900,1.22261540,0.01420067,0.25767699
-4.94947474,1.75697529,0.14608012,0.00230529,0.34091702,1.29278431,0.01495436,0.26542372
-4.94347174,1.85977989,0.16313497,0.00242547,0.36466586,1.36694643,0.01571722,0.27312704
-4.93746873,1.96794168,0.18157211,0.00254750,0.38976725,1.44501812,0.01648317,0.28080921
-4.93146573,2.08120492,0.20131758,0.00267076,0.41611307,1.52684875,0.01724589,0.28849751
-4.92546273,2.19919832,0.22226891,0.00279457,0.44356037,1.61220491,0.01799886,0.29622040
-4.91945973,2.32141612,0.24429297,0.00291826,0.47192757,1.70075680,0.01873540,0.30400352
-4.91345673,2.44720359,0.26722458,0.00304111,0.50099190,1.79206775,0.01944869,0.31186565
-4.90745373,2.57574827,0.29086621,0.00316239,0.53048869,1.88558789,0.02013190,0.31981498
-4.90145073,2.70607792,0.31498866,0.00328136,0.56011242,1.98065264,0.02077824,0.32784581
-4.89544772,2.83706597,0.33933310,0.00339728,0.58951988,2.07648648,0.02138110,0.33593592
-4.88944472,2.96744480,0.36361439,0.00350941,0.61833548,2.17221241,0.02193418,0.34404468
-4.88344172,3.09582684,0.38752562,0.00361704,0.64615842,2.26686686,0.02243160,0.35211226
-4.87743872,3.22073310,0.41074399,0.00371949,0.67257185,2.35941985,0.02286808,0.36005976
-4.87143572,3.34062809,0.43293776,0.00381612,0.69715348,2.44879963,0.02323909,0.36779044
-4.86543272,3.45396007,0.45377412,0.00390639,0.71948736,2.53392101,0.02354093,0.37519203
-4.85942971,3.55920493,0.47292782,0.00398981,0.73917640,2.61371615,0.02377090,0.38213999
-4.85342671,3.65491203,0.49009012,0.00406601,0.75585504,2.68716658,0.02392738,0.38850165
-4.84742371,3.73974992,0.50497792,0.00413474,0.76920154,2.75333508,0.02400986,0.39414111
-4.84142071,3.81255004,0.51734257,0.00419587,0.77894943,2.81139598,0.02401902,0.39892454
-4.83541771,3.87234656,0.52697807,0.00424941,0.78489748,2.86066267,0.02395667,0.40272588
-4.82941471,3.91841046,0.53372836,0.00429550,0.78691780,2.90061101,0.02382575,0.40543250
-4.82341171,3.95027666,0.53749333,0.00433443,0.78496175,2.93089780,0.02363020,0.40695072
-4.81740870,3.96776286,0.53823328,0.00436664,0.77906327,2.95137359,0.02337484,0.40721086
-4.81140570,3.97097956,0.53597164,0.00439269,0.76933955,2.96208931,0.02306524,0.40617158
-4.80540270,3.96033093,0.53079588,0.00441325,0.75598905,2.96329673,0.02270752,0.40382346
-4.79939970,3.93650663,0.52285637,0.00442911,0.73928685,2.95544289,0.02230818,0.40019138
-4.79339670,3.90046519,0.51236341,0.00444116,0.71957760,2.93915881,0.02187389,0.39533590
-4.78739370,3.85340976,0.49958234,0.00445036,0.69726642,2.91524329,0.02141133,0.38935332
-4.78139070,3.79675741,0.48482705,0.00445771,0.67280801,2.88464257,0.02092697,0.38237442
-4.77538769,3.73210321,0.46845198,0.00446429,0.64669455,2.84842662,0.02042698,0.37456211
-4.76938469,3.66118061,0.45084300,0.00447118,0.61944274,2.80776317,0.01991708,0.36610771
-4.76338169,3.58581947,0.43240748,0.00447947,0.59158060,2.76389033,0.01940247,0.35722632
-4.75737869,3.50790311,0.41356373,0.00449025,0.56363437,2.71808857,0.01888777,0.34815119
-4.75137569,3.42932566,0.39473047,0.00450462,0.53611602,2.67165294,0.01837702,0.33912741
-4.74537269,3.35195078,0.37631640,0.00452361,0.50951175,2.62586606,0.01787370,0.33040511
-4.73936968,3.27757268,0.35871031,0.00454825,0.48427176,2.58197231,0.01738077,0.32223233
-4.73336668,3.20788012,0.34227207,0.00457949,0.46080161,2.54115381,0.01690074,0.31484795
-4.72736368,3.14442412,0.32732472,0.00461823,0.43945528,2.50450815,0.01643576,0.30847479
-4.72136068,3.08858960,0.31414785,0.00466530,0.42053009,2.47302842,0.01598769,0.30331320
-4.71535768,3.04157157,0.30297251,0.00472143,0.40426343,2.44758552,0.01555816,0.29953531
-4.70935468,3.00435587,0.29397769,0.00478724,0.39083147,2.42891300,0.01514869,0.29728022
-4.70335168,2.97770497,0.28728852,0.00486323,0.38034958,2.41759473,0.01476071,0.29665021
-4.69734867,2.96214887,0.28297615,0.00494977,0.37287442,2.41405554,0.01439559,0.29770812
-4.69134567,2.95798136,0.28105927,0.00504706,0.36840766,2.41855526,0.01405470,0.30047605
-4.68534267,2.96526190,0.28150725,0.00515515,0.36690094,2.43118635,0.01373938,0.30493533
-4.67933967,2.98382306,0.28424466,0.00527389,0.36826211,2.45187551,0.01345095,0.31102784
-4.67333667,3.01328375,0.28915712,0.00540296,0.37236230,2.48038949,0.01319066,0.31865850
-4.66733367,3.05306793,0.29609822,0.00554186,0.37904378,2.51634517,0.01295971,0.32769899
-4.66133067,3.10242865,0.30489721,0.00568992,0.38812821,2.55922400,0.01275920,0.33799233
-4.65532766,3.16047671,0.31536727,0.00584629,0.39942503,2.60839049,0.01259012,0.34935831
-4.64932466,3.22621333,0.32731404,0.00601002,0.41273985,2.66311436,0.01245335,0.36159943
-4.64332166,3.29856567,0.34054399,0.00618004,0.42788231,2.72259561,0.01234968,0.37450714
-4.63731866,3.37642395,0.35487248,0.00635521,0.44467335,2.78599170,0.01227979,0.38786807
-4.63131566,3.45867868,0.37013103,0.00653438,0.46295142,2.85244556,0.01224435,0.40147006
-4.62531266,3.54425638,0.38617354,0.00671642,0.48257754,2.92111333,0.01224402,0.41510763
-4.61930965,3.63215215,0.40288121,0.00690026,0.50343887,2.99119045,0.01227948,0.42858680
-4.61330665,3.72145749,0.42016590,0.00708495,0.52545064,3.06193460,0.01235156,0.44172898
-4.60730365,3.81138185,0.43797172,0.00726966,0.54855632,3.13268462,0.01246116,0.45437381
-4.60130065,3.90126691,0.45627478,0.00745377,0.57272604,3.20287395,0.01260939,0.46638095
-4.59529765,3.99059264,0.47508105,0.00763681,0.59795314,3.27203827,0.01279745,0.47763078
-4.58929465,4.07897489,0.49442237,0.00781854,0.62424920,3.33981653,0.01302670,0.48802396
-4.58329165,4.16615461,0.51435080,0.00799888,0.65163748,3.40594569,0.01329851,0.49748018
-4.57728864,4.25197937,0.53493150,0.00817793,0.68014530,3.47024938,0.01361422,0.50593609
-4.57128564,4.33637825,0.55623447,0.00835593,0.70979561,3.53262120,0.01397498,0.51334266
-4.56528264,4.41933176,0.57832557,0.00853319,0.74059811,3.59300399,0.01438160,0.51966231
-4.55927964,4.50083854,0.60125718,0.00871007,0.77254054,3.65136629,0.01483437,0.52486582
-4.55327664,4.58088095,0.62505907,0.00888690,0.80558045,3.70767756,0.01533289,0.52892960
-4.54727364,4.65939183,0.64972988,0.00906390,0.83963800,3.76188390,0.01587582,0.53183313
-4.54127064,4.73622434,0.67522975,0.00924116,0.87459018,3.81388582,0.01646079,0.53355716
-4.53526763,4.81112692,0.70147443,0.00941853,0.91026683,3.86351950,0.01708419,0.53408241
-4.52926463,4.88372495,0.72833134,0.00959563,0.94644870,3.91054275,0.01774107,0.53338917
-4.52326163,4.95351014,0.75561771,0.00977174,0.98286776,3.95462657,0.01842510,0.53145758
-4.51725863,5.01983845,0.78310111,0.00994583,1.01920982,3.99535287,0.01912853,0.52826863
-4.51125563,5.08193667,0.81050233,0.01011653,1.05511935,4.03221832,0.01984228,0.52380580
-4.50525263,5.13891716,0.83750054,0.01028212,1.09020646,4.06464425,0.02055602,0.51805713
-4.49924962,5.18980016,0.86374063,0.01044058,1.12405557,4.09199174,0.02125840,0.51101756
-4.49324662,5.23354208,0.88884230,0.01058963,1.15623556,4.11358122,0.02193729,0.50269139
-4.48724362,5.26906854,0.91241066,0.01072674,1.18631094,4.12871514,0.02258005,0.49309455
-4.48124062,5.29531013,0.93404779,0.01084926,1.21385342,4.13670268,0.02317392,0.48225662
-4.47523762,5.31123923,0.95336475,0.01095444,1.23845361,4.13688493,0.02370633,0.47022229
-4.46923462,5.31590589,0.96999356,0.01103955,1.25973208,4.12865949,0.02416534,0.45705231
-4.46323162,5.30847129,0.98359866,0.01110193,1.27734963,4.11150303,0.02453996,0.44282365
-4.45722861,5.28823724,0.99388724,0.01113910,1.29101605,4.08499113,0.02482058,0.42762904
-4.45122561,5.25467058,1.00061811,0.01114881,1.30049733,4.04881440,0.02499920,0.41157570
-4.44522261,5.20742167,1.00360883,0.01112914,1.30562087,4.00279062,0.02506977,0.39478351
-4.43921961,5.14633667,1.00274063,0.01107853,1.30627876,3.94687241,0.02502841,0.37738261
-4.43321661,5.07146339,0.99796123,0.01099587,1.30242888,3.88115073,0.02487349,0.35951056
-4.42721361,4.98305093,0.98928533,0.01088048,1.29409412,3.80585426,0.02460576,0.34130928
-4.42121061,4.88154383,0.97679295,0.01073218,1.28135972,3.72134511,0.02422837,0.32292190
-4.41520760,4.76757119,0.96062574,0.01055128,1.26436896,3.62811145,0.02374672,0.30448957
-4.40920460,4.64193187,0.94098155,0.01033857,1.24331766,3.52675767,0.02316843,0.28614863
-4.40320160,4.50557653,0.91810747,0.01009531,1.21844753,3.41799265,0.02250308,0.26802796
-4.39719860,4.35958758,0.89229189,0.00982322,1.19003903,3.30261683,0.02176202,0.25024684
-4.39119560,4.20515794,0.86385578,0.00952440,1.15840378,3.18150861,0.02095809,0.23291325
-4.38519260,4.04356940,0.83314371,0.00920135,1.12387707,3.05561059,0.02010535,0.21612270
-4.37918959,3.87617129,0.80051490,0.00885687,1.08681056,2.92591605,0.01921880,0.19995759
-4.37318659,3.70435999,0.76633466,0.00849400,1.04756558,2.79345581,0.01831407,0.18448708
-4.36718359,3.52955966,0.73096656,0.00811602,1.00650700,2.65928587,0.01740717,0.16976731
-4.36118059,3.35320441,0.69476541,0.00772635,0.96399797,2.52447564,0.01651421,0.15584210
-4.35517759,3.17672205,0.65807142,0.00732848,0.92039549,2.39009691,0.01565123,0.14274386
-4.34917459,3.00151922,0.62120538,0.00692596,0.87604671,2.25721344,0.01483393,0.13049475
-4.34317159,2.82896787,0.58446506,0.00652230,0.83128615,2.12687091,0.01407753,0.11910788
-4.33716858,2.66039285,0.54812277,0.00612095,0.78643348,2.00008724,0.01339660,0.10858863
-4.33116558,2.49706033,0.51242385,0.00572521,0.74179190,1.87784296,0.01280494,0.09893582
-4.32516258,2.34016667,0.47758617,0.00533825,0.69764699,1.76107158,0.01231539,0.09014283
-4.31915958,2.19082773,0.44380029,0.00496299,0.65426571,1.65064973,0.01193977,0.08219857
-4.31315658,2.05006818,0.41123025,0.00460212,0.61189570,1.54738709,0.01168867,0.07508821
-4.30715358,1.91881083,0.38001474,0.00425804,0.57076449,1.45201608,0.01157133,0.06879378
