energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.87993997,7.17953650,0.04040509,1.73847534,0.49966067,0.41863479,0.09297537,2.58078994,3.76459801,1.55539244
-5.87393697,7.23933509,0.04131918,1.73562514,0.51230474,0.42040732,0.09440098,2.62076404,3.78409507,1.58762264
-5.86793397,7.29565175,0.04232609,1.73162123,0.52490742,0.42178015,0.09592459,2.65967036,3.79847216,1.62117932
-5.86193097,7.34695453,0.04340371,1.72628960,0.53731713,0.42275540,0.09750416,2.69681573,3.80722263,1.65547305
-5.85592796,7.39173032,0.04452955,1.71947466,0.54937991,0.42333418,0.09909549,2.73150226,3.80997308,1.68986261
-5.84992496,7.42849222,0.04568101,1.71103402,0.56094055,0.42351596,0.10065307,2.76303501,3.80647094,1.72366113
-5.84392196,7.45578992,0.04683570,1.70083383,0.57184385,0.42329812,0.10213102,2.79073081,3.79656874,1.75614526
-5.83791896,7.47222366,0.04797168,1.68874530,0.58193601,0.42267588,0.10348407,2.81392794,3.78020666,1.78656743
-5.83191596,7.47646228,0.04906767,1.67464280,0.59106619,0.42164246,0.10466858,2.83199689,3.75739467,1.81417103
-5.82591296,7.46726530,0.05010324,1.65840376,0.59908825,0.42018943,0.10564342,2.84435176,3.72819572,1.83820817
-5.81990995,7.44350852,0.05105899,1.63991050,0.60586271,0.41830739,0.10637098,2.85046223,3.69271110,1.85795934
-5.81390695,7.40421238,0.05191671,1.61905390,0.61125876,0.41598667,0.10681795,2.84986560,3.65106887,1.87275429
-5.80790395,7.34857181,0.05265952,1.59573873,0.61515646,0.41321823,0.10695609,2.84217862,3.60341601,1.88199313
-5.80190095,7.27598621,0.05327200,1.56989013,0.61744900,0.40999458,0.10676278,2.82710853,3.54991468,1.88516676
-5.79589795,7.18608794,0.05374036,1.54146096,0.61804497,0.40631080,0.10622153,2.80446299,3.49074230,1.88187552
-5.78989495,7.07876768,0.05405253,1.51043935,0.61687059,0.40216545,0.10532227,2.77415842,3.42609544,1.87184519
-5.78389195,6.95419511,0.05419834,1.47685585,0.61387189,0.39756155,0.10406147,2.73622637,3.35619667,1.85493937
-5.77788894,6.81283350,0.05416959,1.44078970,0.60901658,0.39250741,0.10244213,2.69081750,3.28130363,1.83116768
-5.77188594,6.65544703,0.05396022,1.40237369,0.60229585,0.38701747,0.10047363,2.63820317,3.20171933,1.80068917
-5.76588294,6.48310001,0.05356638,1.36179718,0.59372568,0.38111295,0.09817139,2.57877408,3.11780259,1.76381078
-5.75987994,6.29714754,0.05298655,1.31930686,0.58334782,0.37482242,0.09555645,2.51303632,3.02997770,1.72098078
-5.75387694,6.09921768,0.05222156,1.27520537,0.57123034,0.36818220,0.09265493,2.44160448,2.93874210,1.67277751
-5.74787394,5.89118522,0.05127471,1.22984741,0.55746759,0.36123658,0.08949742,2.36519221,2.84467158,1.61989382
-5.74187094,5.67513806,0.05015167,1.18363375,0.54217964,0.35403781,0.08611823,2.28460025,2.74842206,1.56311802
-5.73586793,5.45333719,0.04886056,1.13700319,0.52551114,0.34664587,0.08255474,2.20070237,2.65072784,1.50331204
-5.72986493,5.22817151,0.04741175,1.09042299,0.50762960,0.33912797,0.07884661,2.11442951,2.55239603,1.44138791
-5.72386193,5.00210930,0.04581785,1.04437809,0.48872306,0.33155780,0.07503497,2.02675256,2.45429733,1.37828343
-5.71785893,4.77764787,0.04409345,0.99935972,0.46899727,0.32401440,0.07116177,1.93866423,2.35735354,1.31493814
-5.71185593,4.55726306,0.04225494,0.95585393,0.44867236,0.31658094,0.06726896,1.85116060,2.26252229,1.25227040
-5.70585293,4.34336051,0.04032022,0.91433037,0.42797919,0.30934305,0.06339784,1.76522271,2.17077971,1.19115657
-5.69984992,4.13822994,0.03830838,0.87523206,0.40715530,0.30238712,0.05958840,1.68179881,2.08310174,1.13241279
-5.69384692,3.94400392,0.03623940,0.83896624,0.38644075,0.29579836,0.05587872,1.60178769,2.00044497,1.07677996
-5.68784392,3.76262211,0.03413371,0.80589675,0.36607388,0.28965881,0.05230446,1.52602349,1.92372755,1.02491220
-5.68184092,3.59580177,0.03201186,0.77633807,0.34628713,0.28404538,0.04889833,1.45526236,1.85381111,0.97736881
-5.67583792,3.44501482,0.02989407,0.75055100,0.32730301,0.27902792,0.04568972,1.39017121,1.79148395,0.93460976
-5.66983492,3.31147173,0.02779993,0.72874007,0.30933038,0.27466750,0.04270435,1.33131886,1.73744610,0.89699439
-5.66383192,3.19611189,0.02574793,0.71105239,0.29256113,0.27101494,0.03996398,1.27916953,1.69229632,0.86478284
-5.65782891,3.09960002,0.02375523,0.69757790,0.27716726,0.26810956,0.03748625,1.23407873,1.65652132,0.83813995
-5.65182591,3.02232811,0.02183731,0.68835058,0.26329849,0.26597834,0.03528452,1.19629159,1.63048700,0.81714082
-5.64582291,2.96442195,0.02000774,0.68335057,0.25108048,0.26463546,0.03336784,1.16594332,1.61443179,0.80177772
-5.63981991,2.92575160,0.01827803,0.68250676,0.24061355,0.26408212,0.03174097,1.14306166,1.60846181,0.79196762
-5.63381691,2.90594490,0.01665750,0.68569981,0.23197193,0.26430686,0.03040450,1.12757118,1.61254775,0.78756009
-5.62781391,2.90440350,0.01515322,0.69276530,0.22520361,0.26528608,0.02935499,1.11929900,1.62652349,0.78834509
-5.62181091,2.92032066,0.01377004,0.70349713,0.22033063,0.26698496,0.02858528,1.11798190,1.65008633,0.79406041
-5.61580790,2.95270072,0.01251066,0.71765095,0.21734985,0.26935861,0.02808476,1.12327442,1.68279887,0.80439883
-5.60980490,3.00037995,0.01137575,0.73494785,0.21623411,0.27235342,0.02783982,1.13475782,1.72409298,0.81901470
-5.60380190,3.06204885,0.01036412,0.75507841,0.21693376,0.27590862,0.02783430,1.15194995,1.77327578,0.83753040
-5.59779890,3.13627605,0.00947297,0.77770725,0.21937850,0.27995791,0.02804999,1.17431562,1.82953825,0.85954261
-5.59179590,3.22153418,0.00869811,0.80247820,0.22347952,0.28443126,0.02846727,1.20127775,1.89196665,0.88462881
-5.58579290,3.31622790,0.00803422,0.82902042,0.22913190,0.28925675,0.02906571,1.23222906,1.95955715,0.91235410
-5.57978989,3.41872433,0.00747515,0.85695534,0.23621722,0.29436246,0.02982473,1.26654445,2.03123378,0.94227876
-5.57378689,3.52738589,0.00701418,0.88590466,0.24460641,0.29967842,0.03072432,1.30359392,2.10586977,0.97396649
-5.56778389,3.64060547,0.00664429,0.91549912,0.25416279,0.30513863,0.03174567,1.34275604,2.18231213,1.00699346
-5.56178089,3.75684324,0.00635843,0.94538800,0.26474522,0.31068295,0.03287190,1.38343181,2.25940905,1.04095812
-5.55577789,3.87466440,0.00614974,0.97524896,0.27621143,0.31625911,0.03408858,1.42505867,2.33603926,1.07549142
-5.54977489,3.99277660,0.00601172,1.00479778,0.28842132,0.32182451,0.03538438,1.46712431,2.41114263,1.11026712
-5.54377189,4.11006547,0.00593845,1.03379745,0.30124029,0.32734801,0.03675140,1.50917991,2.48375045,1.14501169
-5.53776888,4.22562639,0.00592467,1.06206611,0.31454238,0.33281135,0.03818557,1.55085214,2.55301431,1.17951302
-5.53176588,4.33879064,0.00596588,1.08948307,0.32821321,0.33821041,0.03968677,1.59185350,2.61823169,1.21362755
-5.52576288,4.44914386,0.00605837,1.11599240,0.34215248,0.34355599,0.04125881,1.63199014,2.67886699,1.24728471
-5.51975988,4.55653479,0.00619926,1.14160362,0.35627597,0.34887407,0.04290927,1.67116669,2.73456631,1.28048846
-5.51375688,4.66107294,0.00638638,1.16638897,0.37051686,0.35420559,0.04464906,1.70938738,2.78516488,1.31331506
-5.50775388,4.76311373,0.00661825,1.19047706,0.38482629,0.35960546,0.04649185,1.74675309,2.83068601,1.34590683
-5.50175088,4.86323081,0.00689393,1.21404300,0.39917298,0.36514097,0.04845330,1.78345387,2.87133118,1.37846182
-5.49574787,4.96217560,0.00721287,1.23729504,0.41354192,0.37088942,0.05055011,1.81975703,2.90746114,1.41121940
-5.48974487,5.06082504,0.00757474,1.26045836,0.42793214,0.37693516,0.05279894,1.85599076,2.93956848,1.44444223
-5.48374187,5.16011942,0.00797924,1.28375653,0.44235348,0.38336603,0.05521527,1.89252390,2.96824283,1.47839530
-5.47773887,5.26099290,0.00842588,1.30739172,0.45682261,0.39026928,0.05781219,1.92974248,2.99413012,1.51332300
-5.47173587,5.36429990,0.00891382,1.33152460,0.47135841,0.39772736,0.06059923,1.96802403,3.01788803,1.54942533
-5.46573287,5.47074150,0.00944165,1.35625520,0.48597688,0.40581348,0.06358128,2.00771092,3.04013985,1.58683470
-5.45972986,5.58079566,0.01000727,1.38160583,0.50068599,0.41458744,0.06675763,2.04908406,3.06142953,1.62559468
-5.45372686,5.69465581,0.01060770,1.40750737,0.51548067,0.42409183,0.07012125,2.09233842,3.08218039,1.66564211
-5.44772386,5.81218166,0.01123905,1.43378992,0.53033827,0.43434880,0.07365832,2.13756192,3.10266010,1.70679386
-5.44172086,5.93286589,0.01189647,1.46017856,0.54521496,0.44535778,0.07734802,2.18471887,3.12295415,1.74873942
-5.43571786,6.05581936,0.01257413,1.48629494,0.56004318,0.45709407,0.08116272,2.23363933,3.14294969,1.79104007
-5.42971486,6.17977687,0.01326530,1.51166491,0.57473046,0.46950860,0.08506846,2.28401503,3.16233080,1.83313513
-5.42371186,6.30312394,0.01396247,1.53573194,0.58915985,0.48252883,0.08902574,2.33540264,3.18058608,1.87435533
-5.41770885,6.42394405,0.01465751,1.55787614,0.60319198,0.49606069,0.09299067,2.38723419,3.19702805,1.91394299
-5.41170585,6.54008462,0.01534184,1.57743783,0.61666869,0.50999160,0.09691633,2.43883455,3.21082375,1.95107809
-5.40570285,6.64923852,0.01600674,1.59374461,0.62941823,0.52419423,0.10075430,2.48944507,3.22103498,1.98490921
-5.39969985,6.74903723,0.01664351,1.60614066,0.64126171,0.53853095,0.10445636,2.53825228,3.22666577,2.01458777
-5.39369685,6.83715063,0.01724379,1.61401663,0.65202054,0.55285850,0.10797613,2.58442019,3.22671487,2.03930379
-5.38769385,6.91138828,0.01779982,1.61683858,0.66152437,0.56703273,0.11127075,2.62712440,3.22022998,2.05832141
-5.38169085,6.96979651,0.01830462,1.61417443,0.66961924,0.58091310,0.11430230,2.66558621,3.20636094,2.07101216
-5.37568784,7.01074613,0.01875226,1.60571640,0.67617535,0.59436660,0.11703907,2.69910485,3.18440881,2.07688427
-5.36968484,7.03300600,0.01913795,1.59129834,0.68109395,0.60727099,0.11945645,2.72708614,3.15386815,2.07560646
-5.36368184,7.03579842,0.01945821,1.57090693,0.68431309,0.61951697,0.12153756,2.74906591,3.11446029,2.06702488
-5.35767884,7.01883355,0.01971092,1.54468620,0.68581170,0.63100955,0.12327342,2.76472701,3.06615575,2.05117228
-5.35167584,6.98232120,0.01989527,1.51293518,0.68561174,0.64166820,0.12466276,2.77390918,3.00918487,2.02826903
-5.34567284,6.92695982,0.02001175,1.47609893,0.68377842,0.65142616,0.12571151,2.77661118,2.94403623,1.99871603
-5.33966983,6.85390353,0.02006206,1.43475335,0.68041821,0.66022891,0.12643188,2.77298551,2.87144319,1.96307976
-5.33366683,6.76470970,0.02004891,1.38958485,0.67567489,0.66803202,0.12684122,2.76332596,2.79235954,1.92207056
-5.32766383,6.66127030,0.01997589,1.34136590,0.66972385,0.67479863,0.12696070,2.74804914,2.70792600,1.87651524
-5.32166083,6.54573125,0.01984724,1.29092785,0.66276478,0.68049684,0.12681385,2.72767113,2.61942943,1.82732548
-5.31565783,6.42040450,0.01966766,1.23913250,0.65501341,0.68509729,0.12642509,2.70278078,2.52825735,1.77546384
-5.30965483,6.28767780,0.01944213,1.18684384,0.64669252,0.68857117,0.12581832,2.67401126,2.43585015,1.72190895
-5.30365183,6.14992706,0.01917564,1.13490133,0.63802289,0.69088882,0.12501570,2.64201160,2.34365374,1.66762172
-5.29764882,6.00943576,0.01887311,1.08409606,0.62921460,0.69201914,0.12403663,2.60741981,2.25307496,1.61351406
-5.29164582,5.86832548,0.01853921,1.03515069,0.62045918,0.69192992,0.12289696,2.57083900,2.16544198,1.56042168
-5.28564282,5.72850037,0.01817826,0.98870408,0.61192306,0.69058896,0.12160859,2.53281761,2.08197142,1.50908189
-5.27963982,5.59160786,0.01779416,0.94530094,0.60374254,0.68796609,0.12017930,2.49383488,2.00374348,1.46011727
-5.27363682,5.45901657,0.01739039,0.90538680,0.59602066,0.68403585,0.11861297,2.45429171,1.93168593,1.41402569
-5.26763382,5.33181139,0.01696999,0.86930810,0.58882603,0.67878065,0.11691007,2.41450742,1.86656700,1.37117669
-5.26163082,5.21080472,0.01653564,0.83731694,0.58219351,0.67219423,0.11506830,2.37472198,1.80899704,1.33181405
-5.25562781,5.09656196,0.01608966,0.80958000,0.57612687,0.66428512,0.11308356,2.33510323,1.75943802,1.29606385
-5.24962481,4.98943860,0.01563417,0.78619062,0.57060296,0.65507983,0.11095093,2.29575837,1.71821957,1.26394733
-5.24362181,4.88962564,0.01517111,0.76718319,0.56557725,0.64462557,0.10866571,2.25674845,1.68556018,1.23539738
-5.23761881,4.79719987,0.01470240,0.75254870,0.56099029,0.63299221,0.10622449,2.21810504,1.66159150,1.21027762
-5.23161581,4.71217529,0.01423001,0.74225042,0.55677470,0.62027333,0.10362607,2.17984740,1.64638397,1.18840267
-5.22561281,4.63455211,0.01375604,0.73623866,0.55286217,0.60658623,0.10087226,2.14199927,1.63997170,1.16955856
-5.21960980,4.56436011,0.01328281,0.73446371,0.54919013,0.59207086,0.09796849,2.10460391,1.64237490,1.15352188
-5.21360680,4.50169340,0.01281289,0.73688603,0.54570768,0.57688763,0.09492418,2.06773646,1.65361799,1.14007688
-5.20760380,4.44673458,0.01234920,0.74348319,0.54238029,0.56121415,0.09175290,2.03151282,1.67374227,1.12902940
-5.20160080,4.39976666,0.01189495,0.75425313,0.53919322,0.54524114,0.08847228,1.99609444,1.70281197,1.12021719
-5.19559780,4.36117212,0.01145372,0.76921344,0.53615329,0.52916754,0.08510366,1.96168880,1.74091326,1.11351606
-5.18959480,4.33141921,0.01102941,0.78839678,0.53328906,0.51319512,0.08167158,1.92854560,1.78814598,1.10884177
-5.18359180,4.31103637,0.01062623,0.81184269,0.53064934,0.49752290,0.07820312,1.89694879,1.84460853,1.10614782
-5.17758879,4.30057634,0.01024866,0.83958631,0.52830016,0.48234153,0.07472707,1.86720520,1.91037664,1.10541932
-5.17158579,4.30057230,0.00990143,0.87164453,0.52632055,0.46782794,0.07127306,1.83963030,1.98547728,1.10666366
-5.16558279,4.31148866,0.00958950,0.90800061,0.52479721,0.45414060,0.06787068,1.81453217,2.06985919,1.10989865
-5.15957979,4.33366969,0.00931800,0.94858803,0.52381855,0.44141548,0.06454861,1.79219454,2.16336187,1.11513903
-5.15357679,4.36728906,0.00909219,0.99327468,0.52346847,0.42976299,0.06133385,1.77286020,2.26568493,1.12238218
-5.14757379,4.41230376,0.00891751,1.04184838,0.52382014,0.41926608,0.05825103,1.75671558,2.37635997,1.13159428
-5.14157079,4.46841515,0.00879948,1.09400473,0.52493038,0.40997937,0.05532187,1.74387765,2.49472677,1.14269758
-5.13556778,4.53504008,0.00874377,1.14933817,0.52683476,0.40192963,0.05256480,1.73438388,2.61991577,1.15555988
-5.12956478,4.61129395,0.00875615,1.20733703,0.52954381,0.39511732,0.04999477,1.72818593,2.75083831,1.16998679
-5.12356178,4.69598746,0.00884249,1.26738315,0.53304053,0.38951918,0.04762316,1.72514747,2.88618588,1.18571753
-5.11755878,4.78763768,0.00900879,1.32875640,0.53727937,0.38509170,0.04545789,1.72504626,3.02443900,1.20242447
-5.11155578,4.88449342,0.00926113,1.39064421,0.54218661,0.38177528,0.04350368,1.72758046,3.16388624,1.21971661
-5.10555278,4.98457421,0.00960563,1.45215601,0.54766222,0.37949880,0.04176231,1.73237878,3.30265284,1.23714701
-5.09954977,5.08572128,0.01004842,1.51234214,0.55358299,0.37818433,0.04023306,1.73901384,3.43873853,1.25422374
-5.09354677,5.18565842,0.01059551,1.57021667,0.55980680,0.37775176,0.03891315,1.74701819,3.57006301,1.27042391
-5.08754377,5.28205999,0.01125272,1.62478310,0.56617763,0.37812303,0.03779811,1.75590185,3.69451765,1.28521010
-5.08154077,5.37262295,0.01202543,1.67506223,0.57253128,0.37922579,0.03688226,1.76517063,3.81002131,1.29804841
-5.07553777,5.45513971,0.01291843,1.72012071,0.57870119,0.38099622,0.03615898,1.77434419,3.91457822,1.30842719
-5.06953477,5.52756851,0.01393562,1.75909938,0.58452430,0.38338098,0.03562102,1.78297289,4.00633531,1.31587563
-5.06353177,5.58809804,0.01507973,1.79124005,0.58984656,0.38633806,0.03526064,1.79065267,4.08363691,1.31998115
-5.05752876,5.63520380,0.01635198,1.81590952,0.59452781,0.38983669,0.03506973,1.79703730,4.14507443,1.32040503
-5.05152576,5.66769359,0.01775172,1.83262009,0.59844596,0.39385625,0.03503972,1.80184752,4.18952901,1.31689529
-5.04552276,5.68474072,0.01927610,1.84104540,0.60150024,0.39838432,0.03516154,1.80487680,4.21620552,1.30929656
-5.03951976,5.68590368,0.02091968,1.84103121,0.60361345,0.40341405,0.03542544,1.80599374,4.22465666,1.29755626
-5.03351676,5.67113219,0.02267415,1.83260064,0.60473331,0.40894116,0.03582076,1.80514121,4.21479617,1.28172723
-5.02751376,5.64075979,0.02452807,1.81595374,0.60483278,0.41496060,0.03633578,1.80233254,4.18690104,1.26196659
-5.02151076,5.59548425,0.02646670,1.79146162,0.60390963,0.42146342,0.03695747,1.79764542,4.14160265,1.23853108
-5.01550775,5.53633703,0.02847191,1.75965531,0.60198524,0.42843382,0.03767140,1.79121391,4.07986761,1.21176931
-5.00950475,5.46464409,0.03052225,1.72121015,0.59910287,0.43584685,0.03846164,1.78321931,4.00296921,1.18211133
-5.00350175,5.38198010,0.03259314,1.67692634,0.59532551,0.44366683,0.03931088,1.77388061,3.91245079,1.15005608
-4.99749875,5.29011848,0.03465720,1.62770654,0.59073347,0.45184666,0.04020052,1.76344492,3.81008265,1.11615738
-4.99149575,5.19097959,0.03668471,1.57453141,0.58542189,0.46032810,0.04111105,1.75217875,3.69781425,1.08100913
-4.98549275,5.08657927,0.03864426,1.51843421,0.57949819,0.46904314,0.04202245,1.74036020,3.57772341,1.04523023
-4.97948974,4.97897969,0.04050350,1.46047509,0.57307965,0.47791625,0.04291477,1.72827264,3.45196429,1.00944987
-4.97348674,4.87024393,0.04222998,1.40171623,0.56629110,0.48686753,0.04376883,1.71619991,3.32271591,0.97429361
-4.96748374,4.76239552,0.04379209,1.34319825,0.55926280,0.49581659,0.04456699,1.70442310,3.19213255,0.94037057
-4.96148074,4.65738369,0.04516000,1.28591865,0.55212852,0.50468683,0.04529396,1.69321879,3.06229731,0.90826209
-4.95547774,4.55705448,0.04630666,1.23081266,0.54502380,0.51341012,0.04593769,1.68285862,2.93518010,0.87851191
-4.94947474,4.46312788,0.04720871,1.17873669,0.53808435,0.52193140,0.04649018,1.67360986,2.81260044,0.85161793
-4.94347174,4.37718037,0.04784726,1.13045462,0.53144467,0.53021302,0.04694826,1.66573674,2.69619608,0.82802547
-4.93746873,4.30063250,0.04820866,1.08662686,0.52523678,0.53823873,0.04731427,1.65950222,2.58739732,0.80812210
-4.93146573,4.23474069,0.04828495,1.04780213,0.51958910,0.54601680,0.04759658,1.65516987,2.48740757,0.79223358
-4.92546273,4.18059243,0.04807429,1.01441179,0.51462548,0.55358245,0.04780997,1.65300556,2.39718981,0.78062105
-4.91945973,4.13910419,0.04758100,0.98676650,0.51046437,0.56099917,0.04797576,1.65327885,2.31745902,0.77347913
-4.91345673,4.11102135,0.04681553,0.96505511,0.50721818,0.56835900,0.04812174,1.65626372,2.24868018,0.77093486
-4.90745373,4.09691956,0.04579413,0.94934552,0.50499279,0.57578163,0.04828184,1.66223859,2.19107177,0.77304738
-4.90145073,4.09720707,0.04453835,0.93958740,0.50388724,0.58341249,0.04849561,1.67148561,2.14461413,0.77980833
-4.89544772,4.11212773,0.04307434,0.93561663,0.50399359,0.59141959,0.04880738,1.68428885,2.10906258,0.79114284
-4.88944472,4.14176462,0.04143201,0.93716151,0.50539688,0.59998948,0.04926521,1.70093176,2.08396467,0.80691133
-4.88344172,4.18604404,0.03964412,0.94385049,0.50817525,0.60932220,0.04991972,1.72169340,2.06868127,0.82691207
-4.87743872,4.24474001,0.03774524,0.95522168,0.51240000,0.61962559,0.05082262,1.74684383,2.06241091,0.85088454
-4.87143572,4.31747925,0.03577072,0.97073378,0.51813567,0.63110875,0.05202516,1.77663831,2.06421682,0.87851376
-4.86543272,4.40374675,0.03375567,0.98977871,0.52543989,0.64397525,0.05357651,1.81131054,2.07305610,0.90943560
-4.85942971,4.50289187,0.03173404,1.01169552,0.53436305,0.65841590,0.05552203,1.85106488,2.08781026,0.94324308
-4.85342671,4.61413515,0.02973772,1.03578566,0.54494757,0.67460144,0.05790163,1.89606761,2.10731649,0.97949355
-4.84742371,4.73657556,0.02779584,1.06132916,0.55722685,0.69267536,0.06074808,1.94643746,2.13039870,1.01771686
-4.84142071,4.86919852,0.02593418,1.08760150,0.57122360,0.71274693,0.06408556,2.00223550,2.15589765,1.05742414
-4.83541771,5.01088420,0.02417471,1.11389076,0.58694787,0.73488481,0.06792829,2.06345485,2.18269924,1.09811710
-4.82941471,5.16041648,0.02253535,1.13951444,0.60439453,0.75911133,0.07227944,2.13001040,2.20976011,1.13929764
-4.82341171,5.31649229,0.02102983,1.16383559,0.62354039,0.78539775,0.07713035,2.20172914,2.23612988,1.18047731
-4.81740870,5.47773141,0.01966773,1.18627762,0.64434111,0.81366066,0.08245996,2.27834159,2.26096935,1.22118648
-4.81140570,5.64268690,0.01845465,1.20633726,0.66672799,0.84375969,0.08823472,2.35947486,2.28356410,1.26098284
-4.80540270,5.80985612,0.01739246,1.22359523,0.69060494,0.87549675,0.09440884,2.44464797,2.30333322,1.29945888
-4.79939970,5.97769258,0.01647967,1.23772407,0.71584569,0.90861698,0.10092488,2.53326987,2.31983301,1.33624821
-4.79339670,6.14461884,0.01571182,1.24849312,0.74229170,0.94281132,0.10771481,2.62464080,2.33275567,1.37103039
-4.78739370,6.30904038,0.01508199,1.25577009,0.76975083,0.97772089,0.11470136,2.71795718,2.34192336,1.40353425
-4.78139070,6.46936095,0.01458123,1.25951951,0.79799698,1.01294313,0.12179980,2.81232040,2.34727800,1.43353954
-4.77538769,6.62399901,0.01419905,1.25979792,0.82677103,1.04803947,0.12891985,2.90674937,2.34886755,1.46087694
-4.76938469,6.77140557,0.01392388,1.25674625,0.85578303,1.08254451,0.13596797,3.00019689,2.34682950,1.48542652
-4.76338169,6.91008314,0.01374349,1.25057959,0.88471578,1.11597638,0.14284968,3.09156929,2.34137249,1.50711482
-4.75737869,7.03860548,0.01364536,1.24157494,0.91322982,1.14784800,0.14947195,3.17974891,2.33275705,1.52591072
-4.75137569,7.15563783,0.01361701,1.23005747,0.94096965,1.17767891,0.15574554,3.26361864,2.32127626,1.54182036
-4.74537269,7.25995714,0.01364631,1.21638596,0.96757113,1.20500726,0.16158727,3.34208769,2.30723742,1.55488141
-4.73936968,7.35047164,0.01372166,1.20093788,0.99266975,1.22940162,0.16692198,3.41411766,2.29094533,1.56515698
-4.73336668,7.42623920,0.01383221,1.18409506,1.01590955,1.25047220,0.17168424,3.47874791,2.27268802,1.57272951
-4.72736368,7.48648388,0.01396797,1.16623013,1.03695226,1.26788104,0.17581970,3.53511925,2.25272531,1.57769489
-4.72136068,7.53060995,0.01411988,1.14769461,1.05548647,1.28135095,0.17928605,3.58249505,2.23128053,1.58015711
-4.71535768,7.55821306,0.01427992,1.12880878,1.07123624,1.29067297,0.18205347,3.62027908,2.20853565,1.58022367
-4.70935468,7.56908800,0.01444108,1.10985379,1.08396894,1.29571187,0.18410474,3.64802931,2.18462960,1.57800189
-4.70335168,7.56323285,0.01459737,1.09106618,1.09350194,1.29640995,0.18543489,3.66546736,2.15965976,1.57359634
-4.69734867,7.54084941,0.01474383,1.07263484,1.09970785,1.29278871,0.18605051,3.67248334,2.13368601,1.56710732
-4.69134567,7.50233994,0.01487646,1.05470034,1.10251805,1.28494874,0.18596865,3.66913603,2.10673708,1.55863053
-4.68534267,7.44830025,0.01499222,1.03735655,1.10192437,1.27306757,0.18521563,3.65564854,2.07881857,1.54825775
-4.67933967,7.37950963,0.01508894,1.02065422,1.09797892,1.25739597,0.18382552,3.63239997,2.04992182,1.53607849
-4.67333667,7.29691779,0.01516526,1.00460620,1.09079190,1.23825260,0.18183866,3.59991328,2.02003337,1.52218235
-4.66733367,7.20162930,0.01522062,0.98919399,1.08052772,1.21601745,0.17930013,3.55884027,1.98914405,1.50666189
-4.66133067,7.09488595,0.01525512,0.97437502,1.06739938,1.19112416,0.17625830,3.50994406,1.95725734,1.48961584
-4.65532766,6.97804747,0.01526950,0.96009044,1.05166157,1.16405152,0.17276351,3.45407998,1.92439653,1.47115223
-4.64932466,6.85257101,0.01526502,0.94627280,1.03360264,1.13531443,0.16886691,3.39217547,1.89061014,1.45139126
-4.64332166,6.71998973,0.01524340,0.93285340,1.01353593,1.10545448,0.16461961,3.32520958,1.85597563,1.43046761
