energy_ev,total_up,Ga_p_up,Ga_d_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-6.00000000,4.79953146,0.18052512,0.00000000,0.03304799,2.72137590,1.86612036,1.52250026
-5.99399700,4.90279856,0.18602324,0.00000000,0.03249546,2.76323720,1.91294569,1.53167579
-5.98799400,4.99579521,0.19144331,0.00000000,0.03184616,2.79670184,1.95371674,1.53611111
-5.98199100,5.07854744,0.19678398,0.00000000,0.03111777,2.82208598,1.98826385,1.53617152
-5.97598799,5.15139069,0.20204935,0.00000000,0.03033000,2.83991508,2.01657763,1.53234216
-5.96998499,5.21494482,0.20724774,0.00000000,0.02950392,2.85089915,2.03880265,1.52520952
-5.96398199,5.27007634,0.21239018,0.00000000,0.02866123,2.85590082,2.05522473,1.51543915
-5.95797899,5.31784951,0.21748845,0.00000000,0.02782353,2.85589765,2.06625238,1.50375047
-5.95197599,5.35946849,0.22255304,0.00000000,0.02701148,2.85194021,2.07239331,1.49088965
-5.94597299,5.39621322,0.22759097,0.00000000,0.02624417,2.84510780,2.07422720,1.47760181
-5.93996998,5.42937194,0.23260365,0.00000000,0.02553838,2.83646354,2.07237602,1.46460355
-5.93396698,5.46017366,0.23758492,0.00000000,0.02490808,2.82701096,2.06747344,1.45255691
-5.92796398,5.48972350,0.24251947,0.00000000,0.02436393,2.81765376,2.06013473,1.44204589
-5.92196098,5.51894418,0.24738158,0.00000000,0.02391301,2.80916051,2.05092882,1.43355638
-5.91595798,5.54852635,0.25213442,0.00000000,0.02355864,2.80213595,2.04035357,1.42746029
-5.90995498,5.57889014,0.25672995,0.00000000,0.02330033,2.79699994,2.02881576,1.42400449
-5.90395198,5.61015994,0.26110938,0.00000000,0.02313397,2.79397511,2.01661646,1.42330512
-5.89794897,5.64215362,0.26520430,0.00000000,0.02305203,2.79308387,2.00394256,1.42534732
-5.89194597,5.67438700,0.26893831,0.00000000,0.02304399,2.79415476,1.99086473,1.42999060
-5.88594297,5.70609348,0.27222933,0.00000000,0.02309683,2.79683820,1.97734183,1.43697960
-5.87993997,5.73625819,0.27499211,0.00000000,0.02319559,2.80063091,1.96323138,1.44595992
-5.87393697,5.76366553,0.27714131,0.00000000,0.02332400,2.80490808,1.94830565,1.45649837
-5.86793397,5.78695792,0.27859452,0.00000000,0.02346519,2.80896212,1.93227223,1.46810715
-5.86193097,5.80470372,0.27927557,0.00000000,0.02360229,2.81204627,1.91479833,1.48027078
-5.85592796,5.81547120,0.27911749,0.00000000,0.02371916,2.81342149,1.89553726,1.49247506
-5.84992496,5.81790577,0.27806546,0.00000000,0.02380096,2.81240449,1.87415605,1.50423670
-5.84392196,5.81080691,0.27607923,0.00000000,0.02383467,2.80841496,1.85036270,1.51513268
-5.83791896,5.79320173,0.27313513,0.00000000,0.02380959,2.80102000,1.82393192,1.52482793
-5.83191596,5.76441165,0.26922756,0.00000000,0.02371767,2.78997358,1.79472797,1.53310027
-5.82591296,5.72410945,0.26436975,0.00000000,0.02355376,2.77524935,1.76272375,1.53986137
-5.81990995,5.67236359,0.25859398,0.00000000,0.02331575,2.75706506,1.72801512,1.54517272
-5.81390695,5.60966786,0.25195106,0.00000000,0.02300454,2.73589720,1.69082979,1.54925569
-5.80790395,5.53695420,0.24450922,0.00000000,0.02262399,2.71248481,1.65153047,1.55249487
-5.80190095,5.45558776,0.23635238,0.00000000,0.02218064,2.68782183,1.61061190,1.55543426
-5.79589795,5.36734346,0.22757795,0.00000000,0.02168342,2.66313761,1.56869189,1.55876593
-5.78989495,5.27436429,0.21829417,0.00000000,0.02114325,2.63986588,1.52649664,1.56331120
-5.78389195,5.17910219,0.20861713,0.00000000,0.02057255,2.61960271,1.48484074,1.56999460
-5.77788894,5.08424302,0.19866761,0.00000000,0.01998469,2.60405453,1.44460260,1.57981128
-5.77188594,4.99261797,0.18856779,0.00000000,0.01939351,2.59497775,1.40669610,1.59378860
-5.76588294,4.90710433,0.17843802,0.00000000,0.01881269,2.59411184,1.37203936,1.61294333
-5.75987994,4.83051892,0.16839372,0.00000000,0.01825523,2.60310812,1.34152191,1.63823573
-5.75387694,4.76550830,0.15854249,0.00000000,0.01773294,2.62345684,1.31597119,1.67052229
-5.74787394,4.71443979,0.14898162,0.00000000,0.01725601,2.65641523,1.29611978,1.71050892
-5.74187094,4.67929780,0.13979595,0.00000000,0.01683256,2.70293943,1.28257444,1.75870668
-5.73586793,4.66158986,0.13105621,0.00000000,0.01646842,2.76362328,1.27578820,1.81539183
-5.72986493,4.66226641,0.12281792,0.00000000,0.01616688,2.83864660,1.27603666,1.88057234
-5.72386193,4.68165832,0.11512076,0.00000000,0.01592860,2.92773567,1.28339944,1.95396252
-5.71785893,4.71943527,0.10798849,0.00000000,0.01575161,3.03013816,1.29774770,2.03496737
-5.71185593,4.77458751,0.10142946,0.00000000,0.01563145,3.14461420,1.31873844,2.12267780
-5.70585293,4.84543272,0.09543747,0.00000000,0.01556133,3.26944500,1.34581597,2.21587768
-5.69984992,4.92964845,0.08999315,0.00000000,0.01553245,3.40245941,1.37822094,2.31306288
-5.69384692,5.02432987,0.08506568,0.00000000,0.01553437,3.54107847,1.41500666,2.41247232
-5.68784392,5.12607110,0.08061478,0.00000000,0.01555542,3.68237690,1.45506270,2.51213021
-5.68184092,5.23106776,0.07659289,0.00000000,0.01558320,3.82316002,1.49714483,2.60989830
-5.67583792,5.33523694,0.07294748,0.00000000,0.01560502,3.96005358,1.53991068,2.70353645
-5.66983492,5.43435025,0.06962332,0.00000000,0.01560844,4.08960359,1.58195986,2.79076926
-5.66383192,5.52417494,0.06656475,0.00000000,0.01558169,4.20838246,1.62187713,2.86935644
-5.65782891,5.60061734,0.06371775,0.00000000,0.01551415,4.31309750,1.65827724,2.93716387
-5.65182591,5.65986318,0.06103176,0.00000000,0.01539668,4.40069763,1.68984959,2.99223287
-5.64582291,5.69850890,0.05846132,0.00000000,0.01522194,4.46847399,1.71540118,3.03284452
-5.63981991,5.71367889,0.05596727,0.00000000,0.01498464,4.51415037,1.73389611,3.05757655
-5.63381691,5.70312383,0.05351772,0.00000000,0.01468164,4.53595984,1.74449008,3.06535039
-5.62781391,5.66529649,0.05108858,0.00000000,0.01431204,4.53270441,1.74655853,3.05546652
-5.62181091,5.59940206,0.04866382,0.00000000,0.01387713,4.50379533,1.73971733,3.02762657
-5.61580790,5.50542138,0.04623533,0.00000000,0.01338029,4.44927245,1.72383511,2.98194163
-5.60980490,5.38410684,0.04380260,0.00000000,0.01282677,4.36980200,1.69903697,2.91892631
