energy_ev,total_up,Al_p_up,Al_d_up,S_s_up,S_p_up,W_p_up,W_d_up
-5.71785893,2.23479365,0.39508534,0.00000000,0.02800446,0.78171362,0.86242722,0.78867577
-5.71185593,2.19665441,0.38139523,0.00000000,0.02794174,0.77174171,0.84712084,0.77368708
-5.70585293,2.16370898,0.36763606,0.00000000,0.02784939,0.76487421,0.83513972,0.75961961
-5.69984992,2.13557792,0.35387154,0.00000000,0.02773203,0.76086192,0.82622512,0.74640209
-5.69384692,2.11177936,0.34015518,0.00000000,0.02759390,0.75940499,0.82007655,0.73393610
-5.68784392,2.09174932,0.32653207,0.00000000,0.02743875,0.76016257,0.81636223,0.72210187
-5.68184092,2.07486346,0.31304090,0.00000000,0.02726973,0.76276302,0.81472921,0.71076450
-5.67583792,2.06045953,0.29971601,0.00000000,0.02708932,0.76681463,0.81481315,0.69978040
-5.66983492,2.04785986,0.28658938,0.00000000,0.02689934,0.77191639,0.81624745,0.68900364
-5.66383192,2.03639327,0.27369256,0.00000000,0.02670094,0.77766864,0.81867181,0.67829215
-5.65782891,2.02541592,0.26105811,0.00000000,0.02649470,0.78368338,0.82173991,0.66751346
-5.65182591,2.01433042,0.24872093,0.00000000,0.02628075,0.78959394,0.82512639,0.65654987
-5.64582291,2.00260289,0.23671901,0.00000000,0.02605894,0.79506376,0.82853296,0.64530297
-5.63981991,1.98977758,0.22509389,0.00000000,0.02582904,0.79979409,0.83169366,0.63369732
-5.63381691,1.97548863,0.21389068,0.00000000,0.02559098,0.80353047,0.83437918,0.62168333
-5.62781391,1.95946882,0.20315768,0.00000000,0.02534513,0.80606769,0.83640023,0.60923922
-5.62181091,1.94155518,0.19294575,0.00000000,0.02509252,0.80725323,0.83760993,0.59637204
-5.61580790,1.92169114,0.18330738,0.00000000,0.02483510,0.80698904,0.83790505,0.58311777
-5.60980490,1.89992548,0.17429549,0.00000000,0.02457596,0.80523162,0.83722619,0.56954054
-5.60380190,1.87640783,0.16596223,0.00000000,0.02431947,0.80199035,0.83555670,0.55573092
-5.59779890,1.85138102,0.15835761,0.00000000,0.02407141,0.79732426,0.83292047,0.54180335
-5.59179590,1.82517042,0.15152810,0.00000000,0.02383895,0.79133723,0.82937849,0.52789286
-5.58579290,1.79817054,0.14551533,0.00000000,0.02363062,0.78417183,0.82502439,0.51415094
-5.57978989,1.77082925,0.14035484,0.00000000,0.02345609,0.77600205,0.81997885,0.50074094
-5.57378689,1.74363013,0.13607486,0.00000000,0.02332595,0.76702510,0.81438334,0.48783281
-5.56778389,1.71707342,0.13269530,0.00000000,0.02325133,0.75745267,0.80839318,0.47559760
-5.56178089,1.69165627,0.13022682,0.00000000,0.02324346,0.74750186,0.80217030,0.46420163
-5.55577789,1.66785282,0.12867009,0.00000000,0.02331315,0.73738630,0.79587599,0.45380067
-5.54977489,1.64609504,0.12801513,0.00000000,0.02347023,0.72730757,0.78966393,0.44453427
-5.54377189,1.62675479,0.12824092,0.00000000,0.02372301,0.71744744,0.78367382,0.43652047
-5.53776888,1.61012804,0.12931507,0.00000000,0.02407766,0.70796114,0.77802592,0.42985096
-5.53176588,1.59642184,0.13119377,0.00000000,0.02453769,0.69897198,0.77281680,0.42458720
-5.52576288,1.58574465,0.13382190,0.00000000,0.02510351,0.69056748,0.76811633,0.42075736
-5.51975988,1.57810048,0.13713339,0.00000000,0.02577208,0.68279717,0.76396631,0.41835449
-5.51375688,1.57338738,0.14105186,0.00000000,0.02653662,0.67567226,0.76038055,0.41733599
-5.50775388,1.57140029,0.14549152,0.00000000,0.02738660,0.66916693,0.75734652,0.41762447
-5.50175088,1.57183854,0.15035846,0.00000000,0.02830775,0.66322153,0.75482844,0.41911009
-5.49574787,1.57431755,0.15555216,0.00000000,0.02928238,0.65774722,0.75277163,0.42165436
-5.48974487,1.57838473,0.16096753,0.00000000,0.03028975,0.65263199,0.75110783,0.42509531
-5.48374187,1.58353879,0.16649718,0.00000000,0.03130669,0.64774789,0.74976131,0.42925398
-5.47773887,1.58925188,0.17203405,0.00000000,0.03230829,0.64295887,0.74865532,0.43394189
-5.47173587,1.59499373,0.17747439,0.00000000,0.03326877,0.63812913,0.74771863,0.43896935
-5.46573287,1.60025665,0.18272088,0.00000000,0.03416240,0.63313151,0.74689176,0.44415427
-5.45972986,1.60458050,0.18768600,0.00000000,0.03496443,0.62785542,0.74613257,0.44933103
-5.45372686,1.60757631,0.19229531,0.00000000,0.03565209,0.62221418,0.74542094,0.45435910
-5.44772386,1.60894770,0.19649069,0.00000000,0.03620549,0.61615112,0.74476227,0.45913093
-5.44172086,1.60850875,0.20023328,0.00000000,0.03660843,0.60964442,0.74418951,0.46357878
-5.43571786,1.60619756,0.20350604,0.00000000,0.03684911,0.60271026,0.74376382,0.46768007
-5.42971486,1.60208471,0.20631567,0.00000000,0.03692064,0.59540412,0.74357348,0.47146086
-5.42371186,1.59637595,0.20869384,0.00000000,0.03682143,0.58782029,0.74373131,0.47499728
-5.41770885,1.58940886,0.21069752,0.00000000,0.03655527,0.58008937,0.74437052,0.47841472
-5.41170585,1.58164332,0.21240835,0.00000000,0.03613126,0.57237397,0.74563924,0.48188460
-5.40570285,1.57364608,0.21393093,0.00000000,0.03556353,0.56486274,0.74769387,0.48561878
-5.39969985,1.56606984,0.21539010,0.00000000,0.03487070,0.55776296,0.75069153,0.48986179
-5.39369685,1.55962759,0.21692708,0.00000000,0.03407522,0.55129193,0.75478196,0.49488101
-5.38769385,1.55506316,0.21869472,0.00000000,0.03320254,0.54566771,0.76009912,0.50095521
-5.38169085,1.55311928,0.22085186,0.00000000,0.03228012,0.54109933,0.76675300,0.50836194
-5.37568784,1.55450425,0.22355704,0.00000000,0.03133647,0.53777716,0.77482184,0.51736409
-5.36968484,1.55985893,0.22696175,0.00000000,0.03040001,0.53586362,0.78434533,0.52819647
-5.36368184,1.56972525,0.23120360,0.00000000,0.02949809,0.53548491,0.79531885,0.54105278
-5.35767884,1.58451786,0.23639953,0.00000000,0.02865599,0.53672386,0.80768941,0.55607372
-5.35167584,1.60450013,0.24263949,0.00000000,0.02789603,0.53961440,0.82135318,0.57333682
-5.34567284,1.62976585,0.24998088,0.00000000,0.02723678,0.54413791,0.83615517,0.59284848
-5.33966983,1.66022732,0.25844402,0.00000000,0.02669250,0.55022156,0.85189080,0.61453878
-5.33366683,1.69561095,0.26800897,0.00000000,0.02627271,0.55773887,0.86830981,0.63825929
-5.32766383,1.73546036,0.27861377,0.00000000,0.02598192,0.56651239,0.88512210,0.66378426
-5.32166083,1.77914744,0.29015451,0.00000000,0.02581965,0.57631857,0.90200563,0.69081522
-5.31565783,1.82589083,0.30248710,0.00000000,0.02578055,0.58689449,0.91861611,0.71898886
-5.30965483,1.87478151,0.31543078,0.00000000,0.02585473,0.59794648,0.93459805,0.74788814
-5.30365183,1.92481437,0.32877347,0.00000000,0.02602829,0.60916000,0.94959701,0.77705608
-5.29764882,1.97492467,0.34227858,0.00000000,0.02628394,0.62021064,0.96327251,0.80601183
-5.29164582,2.02402795,0.35569315,0.00000000,0.02660175,0.63077576,0.97531102,0.83426838
-5.28564282,2.07106176,0.36875710,0.00000000,0.02695997,0.64054619,0.98543875,0.86135103
-5.27963982,2.11502727,0.38121295,0.00000000,0.02733593,0.64923770,0.99343352,0.88681607
-5.27363682,2.15502927,0.39281594,0.00000000,0.02770686,0.65660161,0.99913518,0.91026856
-5.26763382,2.19031246,0.40334383,0.00000000,0.02805081,0.66243416,1.00245428,0.93137861
-5.26163082,2.22029257,0.41260608,0.00000000,0.02834740,0.66658425,1.00337830,0.94989523
-5.25562781,2.24458078,0.42045198,0.00000000,0.02857852,0.66895920,1.00197525,0.96565719
-5.24962481,2.26300029,0.42677731,0.00000000,0.02872893,0.66952822,0.99839439,0.97860025
-5.24362181,2.27559423,0.43152922,0.00000000,0.02878674,0.66832356,0.99286373,0.98876050
-5.23761881,2.28262444,0.43470915,0.00000000,0.02874367,0.66543916,0.98568448,0.99627346
-5.23161581,2.28456111,0.43637361,0.00000000,0.02859526,0.66102689,0.97722256,1.00136905
-5.22561281,2.28206378,0.43663272,0.00000000,0.02834086,0.65529061,0.96789719,1.00436265
-5.21960980,2.27595447,0.43564676,0.00000000,0.02798346,0.64847826,0.95816727,1.00564254
-5.21360680,2.26718421,0.43362064,0.00000000,0.02752948,0.64087230,0.94851573,1.00565447
-5.20760380,2.25679442,0.43079683,0.00000000,0.02698834,0.63277900,0.93943265,1.00488386
-5.20160080,2.24587508,0.42744680,0.00000000,0.02637201,0.62451704,0.93139779,1.00383669
-5.19559780,2.23552145,0.42386166,0.00000000,0.02569445,0.61640586,0.92486308,1.00301982
-5.18959480,2.22679142,0.42034211,0.00000000,0.02497104,0.60875436,0.92023604,1.00292170
-5.18359180,2.22066530,0.41718843,0.00000000,0.02421796,0.60185030,0.91786466,1.00399430
-5.17758879,2.21800989,0.41469073,0.00000000,0.02345162,0.59595097,0.91802444,1.00663710
-5.17158579,2.21954822,0.41311997,0.00000000,0.02268811,0.59127530,0.92090821,1.01118373
-5.16558279,2.22583623,0.41271998,0.00000000,0.02194264,0.58799785,0.92661909,1.01789182
-5.15957979,2.23724706,0.41370084,0.00000000,0.02122916,0.58624471,0.93516706,1.02693638
-5.15357679,2.25396346,0.41623373,0.00000000,0.02055996,0.58609148,0.94646912,1.03840676
-5.14757379,2.27597824,0.42044744,0.00000000,0.01994539,0.58756313,0.96035331,1.05230724
-5.14157079,2.30310235,0.42642643,0.00000000,0.01939365,0.59063587,0.97656626,1.06856100
-5.13556778,2.33497991,0.43421049,0.00000000,0.01891069,0.59524056,0.99478412,1.08701699
-5.12956478,2.37110911,0.44379586,0.00000000,0.01850016,0.60126757,1.01462639,1.10745937
-5.12356178,2.41086781,0.45513756,0.00000000,0.01816343,0.60857274,1.03567220,1.12961876
-5.11755878,2.45354250,0.46815279,0.00000000,0.01789971,0.61698412,1.05747836,1.15318485
-5.11155578,2.49835912,0.48272521,0.00000000,0.01770614,0.62630912,1.07959853,1.17781957
-5.10555278,2.54451464,0.49870975,0.00000000,0.01757808,0.63634191,1.10160284,1.20317035
-5.09954977,2.59120779,0.51593782,0.00000000,0.01750922,0.64687065,1.12309709,1.22888295
-5.09354677,2.63766820,0.53422270,0.00000000,0.01749196,0.65768436,1.14374094,1.25461329
-5.08754377,2.68318276,0.55336496,0.00000000,0.01751758,0.66857934,1.16326436,1.28003805
-5.08154077,2.72711863,0.57315778,0.00000000,0.01757666,0.67936489,1.18148163,1.30486380
-5.07553777,2.76894231,0.59339201,0.00000000,0.01765930,0.68986821,1.19830248,1.32883452
-5.06953477,2.80823448,0.61386099,0.00000000,0.01775551,0.69993863,1.21373972,1.35173733
-5.06353177,2.84470047,0.63436513,0.00000000,0.01785548,0.70945078,1.22791318,1.37340674
-5.05752876,2.87817632,0.65471597,0.00000000,0.01794996,0.71830708,1.24104955,1.39372722
-5.05152576,2.90863046,0.67474007,0.00000000,0.01803054,0.72643921,1.25347808,1.41263435
-5.04552276,2.93616132,0.69428243,0.00000000,0.01808995,0.73380875,1.26562209,1.43011465
-5.03951976,2.96099090,0.71320941,0.00000000,0.01812233,0.74040694,1.27798647,1.44620419
-5.03351676,2.98345469,0.73141139,0.00000000,0.01812347,0.74625350,1.29114144,1.46098607
-5.02751376,3.00398815,0.74880466,0.00000000,0.01809098,0.75139463,1.30570286,1.47458679
-5.02151076,3.02311013,0.76533290,0.00000000,0.01802441,0.75590010,1.32230987,1.48717178
-5.01550775,3.04140340,0.78096786,0.00000000,0.01792536,0.75985956,1.34160026,1.49893975
-5.00950475,3.05949299,0.79570931,0.00000000,0.01779744,0.76337804,1.36418457,1.51011630
-5.00350175,3.07802261,0.80958408,0.00000000,0.01764617,0.76657080,1.39061972,1.52094653
-4.99749875,3.09762975,0.82264433,0.00000000,0.01747891,0.76955769,1.42138304,1.53168692
-4.99149575,3.11892032,0.83496473,0.00000000,0.01730450,0.77245710,1.45684796,1.54259646
-4.98549275,3.14244337,0.84663893,0.00000000,0.01713308,0.77537984,1.49726205,1.55392739
-4.97948974,3.16866699,0.85777510,0.00000000,0.01697564,0.77842317,1.54272862,1.56591561
-4.97348674,3.19795613,0.86849086,0.00000000,0.01684363,0.78166514,1.59319276,1.57877113
-4.96748374,3.23055347,0.87890767,0.00000000,0.01674850,0.78515976,1.64843248,1.59266905
-4.96148074,3.26656409,0.88914502,0.00000000,0.01670121,0.78893303,1.70805566,1.60774120
-4.95547774,3.30594495,0.89931457,0.00000000,0.01671179,0.79298022,1.77150328,1.62406907
-4.94947474,3.34849970,0.90951462,0.00000000,0.01678883,0.79726459,1.83805893,1.64167835
-4.94347174,3.39387951,0.91982519,0.00000000,0.01693909,0.80171752,1.90686467,1.66053529
-4.93746873,3.44158992,0.93030390,0.00000000,0.01716713,0.80624037,1.97694275,1.68054549
-4.93146573,3.49100386,0.94098300,0.00000000,0.01747502,0.81070773,2.04722270,1.70155487
-4.92546273,3.54138043,0.95186773,0.00000000,0.01786213,0.81497216,2.11657266,1.72335326
-4.91945973,3.59188871,0.96293607,0.00000000,0.01832501,0.81887006,2.18383406,1.74568032
-4.91345673,3.64163580,0.97413995,0.00000000,0.01885745,0.82222845,2.24785823,1.76823372
-4.90745373,3.68969779,0.98540800,0.00000000,0.01945053,0.82487234,2.30754349,1.79067919
-4.90145073,3.73515249,0.99664951,0.00000000,0.02009287,0.82663216,2.36187133,1.81266204
-4.89544772,3.77711230,1.00775969,0.00000000,0.02077095,0.82735112,2.40994022,1.83381970
-4.88944472,3.81475589,1.01862563,0.00000000,0.02146950,0.82689189,2.45099550,1.85379470
-4.88344172,3.84735726,1.02913303,0.00000000,0.02217198,0.82514239,2.48445440,1.87224739
-4.87743872,3.87431095,1.03917300,0.00000000,0.02286116,0.82202046,2.50992495,1.88886807
-4.87143572,3.89515232,1.04864879,0.00000000,0.02351962,0.81747708,2.52721817,1.90338779
-4.86543272,3.90957214,1.05748199,0.00000000,0.02413040,0.81149818,2.53635302,1.91558749
-4.85942971,3.91742500,1.06561791,0.00000000,0.02467751,0.80410493,2.53755397,1.92530506
-4.85342671,3.91873136,1.07302972,0.00000000,0.02514651,0.79535264,2.53124146,1.93244012
-4.84742371,3.91367340,1.07972128,0.00000000,0.02552499,0.78532833,2.51801560,1.93695638
-4.84142071,3.90258494,1.08572835,0.00000000,0.02580294,0.77414731,2.49863397,1.93888150
-4.83541771,3.88593634,1.09111806,0.00000000,0.02597308,0.76194884,2.47398450,1.93830464
-4.82941471,3.86431492,1.09598677,0.00000000,0.02603110,0.74889124,2.44505451,1.93537188
-4.82341171,3.83840210,1.10045622,0.00000000,0.02597571,0.73514677,2.41289736,1.93027968
-4.81740870,3.80894829,1.10466819,0.00000000,0.02580864,0.72089638,2.37859791,1.92326694
-4.81140570,3.77674657,1.10877796,0.00000000,0.02553455,0.70632466,2.34323827,1.91460579
-4.80540270,3.74260628,1.11294667,0.00000000,0.02516075,0.69161516,2.30786507,1.90459179
-4.79939970,3.70732755,1.11733316,0.00000000,0.02469693,0.67694613,2.27345949,1.89353376
-4.79339670,3.67167762,1.12208548,0.00000000,0.02415471,0.66248695,2.24091099,1.88174373
-4.78739370,3.63636973,1.12733255,0.00000000,0.02354722,0.64839500,2.21099566,1.86952741
-4.78139070,3.60204517,1.13317638,0.00000000,0.02288860,0.63481326,2.18435976,1.85717551
-4.77538769,3.56925905,1.13968521,0.00000000,0.02219347,0.62186844,2.16150876,1.84495615
-4.76938469,3.53846991,1.14688792,0.00000000,0.02147643,0.60966958,2.14280207,1.83310862
-4.76338169,3.51003334,1.15477003,0.00000000,0.02075158,0.59830719,2.12845323,1.82183869
-4.75737869,3.48419965,1.16327147,0.00000000,0.02003209,0.58785270,2.11853531,1.81131546
-4.75137569,3.46111532,1.17228634,0.00000000,0.01932975,0.57835832,2.11299082,1.80166985
-4.74537269,3.44082784,1.18166461,0.00000000,0.01865477,0.56985713,2.11164551,1.79299465
-4.73936968,3.42329366,1.19121588,0.00000000,0.01801544,0.56236351,2.11422510,1.78534596
-4.73336668,3.40838870,1.20071486,0.00000000,0.01741806,0.55587380,2.12037400,1.77874589
-4.72736368,3.39592065,1.20990858,0.00000000,0.01686685,0.55036723,2.12967517,1.77318632
-4.72136068,3.38564275,1.21852485,0.00000000,0.01636398,0.54580717,2.14166989,1.76863331
-4.71535768,3.37726815,1.22628173,0.00000000,0.01590970,0.54214259,2.15587682,1.76503214
-4.70935468,3.37048435,1.23289759,0.00000000,0.01550247,0.53930995,2.17180935,1.76231238
-4.70335168,3.36496718,1.23810127,0.00000000,0.01513926,0.53723531,2.18899069,1.76039295
-4.69734867,3.36039372,1.24164202,0.00000000,0.01481577,0.53583672,2.20696628,1.75918686
-4.69134567,3.35645386,1.24329873,0.00000000,0.01452678,0.53502695,2.22531307,1.75860543
-4.68534267,3.35286008,1.24288817,0.00000000,0.01426647,0.53471627,2.24364580,1.75856180
-4.67933967,3.34935535,1.24027179,0.00000000,0.01402872,0.53481547,2.26162026,1.75897375
-4.67333667,3.34571903,1.23536104,0.00000000,0.01380746,0.53523877,2.27893392,1.75976576
-4.66733367,3.34177080,1.22812084,0.00000000,0.01359696,0.53590669,2.29532425,1.76087035
-4.66133067,3.33737285,1.21857128,0.00000000,0.01339205,0.53674863,2.31056548,1.76222886
-4.65532766,3.33243039,1.20678749,0.00000000,0.01318836,0.53770512,2.32446420,1.76379179
-4.64932466,3.32689102,1.19289782,0.00000000,0.01298248,0.53872958,2.33685462,1.76551883
-4.64332166,3.32074303,1.17708036,0.00000000,0.01277208,0.53978956,2.34759408,1.76737894
-4.63731866,3.31401328,1.15955819,0.00000000,0.01255594,0.54086730,2.35655926,1.76935050
-4.63131566,3.30676473,1.14059353,0.00000000,0.01233400,0.54195968,2.36364368,1.77142174
-4.62531266,3.29909407,1.12048106,0.00000000,0.01210729,0.54307756,2.36875673,1.77359168
-4.61930965,3.29112973,1.09954081,0.00000000,0.01187787,0.54424450,2.37182442,1.77587146
-4.61330665,3.28303029,1.07811075,0.00000000,0.01164867,0.54549501,2.37279182,1.77828624
-4.60730365,3.27498350,1.05653957,0.00000000,0.01142342,0.54687239,2.37162711,1.78087749
-4.60130065,3.26720587,1.03517966,0.00000000,0.01120642,0.54842644,2.36832683,1.78370554
-4.59529765,3.25994259,1.01438071,0.00000000,0.01100238,0.55021102,2.36292206,1.78685225
-4.58929465,3.25346776,0.99448389,0.00000000,0.01081622,0.55228174,2.35548482,1.79042344
-4.58329165,3.24808456,0.97581677,0.00000000,0.01065292,0.55469394,2.34613442,1.79455091
-4.57728864,3.24412503,0.95868902,0.00000000,0.01051728,0.55750098,2.33504282,1.79939358
-4.57128564,3.24194910,0.94338888,0.00000000,0.01041380,0.56075307,2.32243880,1.80513763
-4.56528264,3.24194256,0.93018023,0.00000000,0.01034649,0.56449663,2.30861024,1.81199517
-4.55927964,3.24451358,0.91930030,0.00000000,0.01031876,0.56877409,2.29390417,1.82020143
-4.55327664,3.25008753,0.91095774,0.00000000,0.01033329,0.57362428,2.27872429,1.83001004
-4.54727364,3.25909988,0.90533107,0.00000000,0.01039196,0.57908318,2.26352592,1.84168671
-4.54127064,3.27198704,0.90256717,0.00000000,0.01049576,0.58518486,2.24880817,1.85550103
-4.53526763,3.28917532,0.90277992,0.00000000,0.01064480,0.59196263,2.23510368,1.87171672
-4.52926463,3.31106797,0.90604873,0.00000000,0.01083825,0.59944997,2.22296609,1.89058063
-4.52326163,3.33803077,0.91241700,0.00000000,0.01107442,0.60768135,2.21295557,1.91231083
-4.51725863,3.37037650,0.92189044,0.00000000,0.01135073,0.61669246,2.20562308,1.93708430
-4.51125563,3.40834896,0.93443548,0.00000000,0.01166384,0.62652003,2.20149371,1.96502478
-4.50525263,3.45210714,0.94997761,0.00000000,0.01200973,0.63720085,2.20104983,1.99619142
-4.49924962,3.50171034,0.96840009,0.00000000,0.01238377,0.64877023,2.20471460,2.03056890
-4.49324662,3.55710504,0.98954296,0.00000000,0.01278087,0.66125972,2.21283648,2.06805954
-4.48724362,3.61811423,1.01320281,0.00000000,0.01319559,0.67469425,2.22567529,2.10847812
-4.48124062,3.68443012,1.03913331,0.00000000,0.01362232,0.68908890,2.24339029,2.15154973
-4.47523762,3.75561075,1.06704688,0.00000000,0.01405535,0.70444533,2.26603082,2.19691115
-4.46923462,3.83108099,1.09661750,0.00000000,0.01448907,0.72074834,2.29352970,2.24411592
-4.46323162,3.91013848,1.12748500,0.00000000,0.01491807,0.73796254,2.32569987,2.29264305
-4.45722861,3.99196447,1.15926064,0.00000000,0.01533729,0.75602960,2.36223416,2.34190942
-4.45122561,4.07563951,1.19153421,0.00000000,0.01574210,0.77486632,2.40270848,2.39128533
-4.44522261,4.16016377,1.22388231,0.00000000,0.01612845,0.79436356,2.44658837,2.44011277
-4.43921961,4.24448134,1.25587782,0.00000000,0.01649293,0.81438644,2.49323862,2.48772582
-4.43321661,4.32750780,1.28710012,0.00000000,0.01683287,0.83477567,2.54193603,2.53347218
-4.42721361,4.40816003,1.31714584,0.00000000,0.01714642,0.85535031,2.59188484,2.57673508
-4.42121061,4.48538731,1.34563965,0.00000000,0.01743257,0.87591164,2.64223448,2.61695453
-4.41520760,4.55820223,1.37224470,0.00000000,0.01769124,0.89624829,2.69209928,2.65364696
-4.40920460,4.62571042,1.39667221,0.00000000,0.01792328,0.91614216,2.74057968,2.68642237
-4.40320160,4.68713767,1.41868973,0.00000000,0.01813055,0.93537517,2.78678419,2.71499799
-4.39719860,4.74185328,1.43812783,0.00000000,0.01831586,0.95373626,2.82985168,2.73920803
-4.39119560,4.78938860,1.45488453,0.00000000,0.01848302,0.97102846,2.86897328,2.75900872
-4.38519260,4.82944988,1.46892756,0.00000000,0.01863679,0.98707563,2.90341314,2.77447846
-4.37918959,4.86192473,1.48029395,0.00000000,0.01878286,1.00172854,2.93252750,2.78581298
-4.37318659,4.88688173,1.48908709,0.00000000,0.01892778,1.01486984,2.95578121,2.79331558
-4.36718359,4.90456321,1.49547115,0.00000000,0.01907885,1.02641788,2.97276120,2.79738284
-4.36118059,4.91537121,1.49966317,0.00000000,0.01924402,1.03632889,2.98318624,2.79848632
-4.35517759,4.91984714,1.50192291,0.00000000,0.01943171,1.04459755,2.98691263,2.79715109
-4.34917459,4.91864589,1.50254100,0.00000000,0.01965064,1.05125580,2.98393530,2.79393183
-4.34317159,4.91250530,1.50182582,0.00000000,0.01990959,1.05637000,2.97438437,2.78938768
-4.33716858,4.90221236,1.50008955,0.00000000,0.02021717,1.06003646,2.95851701,2.78405672
-4.33116558,4.88856730,1.49763415,0.00000000,0.02058148,1.06237557,2.93670500,2.77843136
-4.32516258,4.87234729,1.49473773,0.00000000,0.02100991,1.06352487,2.90941823,2.77293557
-4.31915958,4.85427110,1.49164201,0.00000000,0.02150875,1.06363136,2.87720494,2.76790488
-4.31315658,4.83496646,1.48854143,0.00000000,0.02208291,1.06284337,2.84066955,2.76357025
-4.30715358,4.81494142,1.48557438,0.00000000,0.02273566,1.06130252,2.80044893,2.76004617
