energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up
-5.54377189,8.07929244,1.16627472,3.07013824,0.00655997,0.86643861,3.19630417,1.73247842,0.04213310,1.90717161
-5.53776888,8.12253180,1.19473736,3.06946979,0.00654113,0.87064332,3.21895398,1.74871285,0.04174231,1.92872662
-5.53176588,8.19200150,1.22518996,3.08417669,0.00657810,0.87618954,3.24712826,1.76876511,0.04137667,1.95478343
-5.52576288,8.28918354,1.25730238,3.11547569,0.00666868,0.88332677,3.28147991,1.79285307,0.04104972,1.98514320
-5.51975988,8.41489713,1.29065410,3.16427058,0.00681079,0.89226043,3.32244560,1.82107954,0.04077426,2.01945528
-5.51375688,8.56923144,1.32473998,3.23111222,0.00700249,0.90314205,3.37021675,1.85341752,0.04056192,2.05721616
-5.50775388,8.75151126,1.35898089,3.31617079,0.00724185,0.91606280,3.42472395,1.88970246,0.04042291,2.09777657
-5.50175088,8.96029688,1.39273901,3.41922105,0.00752694,0.93105067,3.48563588,1.92963198,0.04036586,2.14035652
-5.49574787,9.19341766,1.42533684,3.53964098,0.00785574,0.94807148,3.55237289,1.97277307,0.04039788,2.18406749
-5.48974487,9.44803729,1.45607925,3.67642336,0.00822611,0.96703357,3.62413448,2.01857641,0.04052470,2.22794065
-5.48374187,9.72074690,1.48427737,3.82819951,0.00863572,0.98779594,3.69993956,2.06639714,0.04075096,2.27095963
-5.47773887,10.00768134,1.50927310,3.99327410,0.00908205,1.01017926,3.77867727,2.11552094,0.04108055,2.31209624
-5.47173587,10.30465291,1.53046304,4.16966930,0.00956227,1.03397927,3.85916598,2.16519412,0.04151707,2.35034719
-5.46573287,10.60729618,1.54732069,4.35517663,0.01007331,1.05898172,3.94021747,2.21465633,0.04206423,2.38477019
-5.45972986,10.91121763,1.55941577,4.54741463,0.01061175,1.08497822,4.02070324,2.26317424,0.04272627,2.41451756
-5.45372686,11.21214355,1.56642987,4.74389016,0.01117387,1.11178190,4.09961966,2.31007452,0.04350833,2.43886601
-5.44772386,11.50606068,1.56816774,4.94206162,0.01175560,1.13924237,4.17614891,2.35477483,0.04441672,2.45724125
-5.44172086,11.78934401,1.56456390,5.13940202,0.01235260,1.16725895,4.24971272,2.39681119,0.04545905,2.46923661
-5.43571786,12.05886768,1.55568439,5.33346028,0.01296023,1.19579161,4.32001651,2.43586068,0.04664430,2.47462513
-5.42971486,12.31209546,1.54172392,5.52191900,0.01357369,1.22486904,4.38708159,2.47175841,0.04798269,2.47336494
-5.42371186,12.54714834,1.52299876,5.70264742,0.01418800,1.25459323,4.45126413,2.50450823,0.04948546,2.46559813
-5.41770885,12.76284802,1.49993593,5.87374825,0.01479819,1.28514055,4.51325956,2.53428654,0.05116450,2.45164353
-5.41170585,12.95873569,1.47305953,6.03359731,0.01539935,1.31675882,4.57409227,2.56143932,0.05303191,2.43198419
-5.40570285,13.13506660,1.44297486,6.18087519,0.01598680,1.34976072,4.63509059,2.58647232,0.05509945,2.40725035
-5.39969985,13.29278143,1.41035126,6.31459019,0.01655620,1.38451352,4.69784787,2.61003494,0.05737799,2.37819894
-5.39369685,13.43345644,1.37590435,6.43409220,0.01710369,1.42142547,4.76417098,2.63289843,0.05987689,2.34569057
-5.38769385,13.55923441,1.34037845,6.53907704,0.01762603,1.46092949,4.83601794,2.65592917,0.06260344,2.31066503
-5.38169085,13.67273912,1.30452957,6.62958148,0.01812068,1.50346451,4.91542683,2.68005800,0.06556240,2.27411609
-5.37568784,13.77697632,1.26910947,6.70596883,0.01858595,1.54945533,5.00443855,2.70624682,0.06875548,2.23706639
-5.36968484,13.87522403,1.23485106,6.76890572,0.01902101,1.59929179,5.10501605,2.73545344,0.07218111,2.20054305
-5.36368184,13.97091569,1.20245515,6.81933053,0.01942594,1.65330783,5.21896298,2.76859595,0.07583419,2.16555437
-5.35767884,14.06751910,1.17257847,6.85841439,0.01980171,1.71176156,5.34784454,2.80651787,0.07970600,2.13306801
-5.35167584,14.16841460,1.14582311,6.88751590,0.02015010,1.77481690,5.49291355,2.84995496,0.08378429,2.10399075
-5.34567284,14.27677564,1.12272684,6.90813077,0.02047363,1.84252770,5.65504414,2.89950508,0.08805341,2.07914999
-5.33966983,14.39545489,1.10375451,6.92183801,0.02077540,1.91482485,5.83467577,2.95560176,0.09249459,2.05927696
-5.33366683,14.52687894,1.08929010,6.93024419,0.02105887,1.99150714,6.03176950,3.01849247,0.09708627,2.04499180
-5.32766383,14.67295443,1.07962956,6.93492763,0.02132771,2.07223609,6.24577832,3.08822214,0.10180446,2.03679031
-5.32166083,14.83498837,1.07497432,6.93738432,0.02158552,2.15653520,6.47563269,3.16462262,0.10662317,2.03503269
-5.31565783,15.01362491,1.07542568,6.93897727,0.02183558,2.24379368,6.71974214,3.24730821,0.11151478,2.03993423
-5.30965483,15.20880070,1.08098025,6.94089105,0.02208065,2.33327460,6.97601314,3.33567757,0.11645041,2.05155823
-5.30365183,15.41972038,1.09152673,6.94409310,0.02232269,2.42412740,7.24188289,3.42892193,0.12140016,2.06981130
-5.29764882,15.64485345,1.10684452,6.94930299,0.02256270,2.51540421,7.51436819,3.52603947,0.12633344,2.09444145
-5.29164582,15.88195300,1.12660430,6.95697082,0.02280055,2.60607971,7.79012810,3.62585536,0.13121900,2.12503918
-5.28564282,16.12809634,1.15037122,6.96726542,0.02303487,2.69507378,8.06553853,3.72704717,0.13602510,2.16104187
-5.27963982,16.37974684,1.17761079,6.98007265,0.02326300,2.78127629,8.33677650,3.82817469,0.14071952,2.20174179
-5.27363682,16.63283568,1.20769785,6.99500400,0.02348097,2.86357324,8.59991160,3.92771360,0.14526951,2.24629773
-5.26763382,16.88286142,1.23992850,7.01141485,0.02368365,2.94087340,8.85100169,4.02409187,0.14964179,2.29375050
-5.26163082,17.12500478,1.27353508,7.02843192,0.02386483,3.01213465,9.08618984,4.11572791,0.15380255,2.34304205
-5.25562781,17.35425529,1.30770378,7.04498864,0.02401744,3.07638906,9.30179954,4.20106942,0.15771749,2.39303790
-5.24962481,17.56554616,1.34159453,7.05986727,0.02413381,3.13276604,9.49442497,4.27863166,0.16135193,2.44255270
-5.24362181,17.75389292,1.37436250,7.07174599,0.02420595,3.18051274,9.66101351,4.34703414,0.16467107,2.49037792
-5.23761881,17.91453172,1.40518039,7.07924937,0.02422588,3.21901104,9.79893784,4.40503443,0.16764035,2.53531130
-5.23161581,18.04305229,1.43326089,7.08100022,0.02418598,3.24779061,9.90605517,4.45155810,0.17022594,2.57618680
-5.22561281,18.13552143,1.45787809,7.07567096,0.02407928,3.26653767,9.98075202,4.48572389,0.17239536,2.61190441
-5.21960980,18.18859246,1.47838717,7.06203259,0.02389983,3.27509915,10.02197286,4.50686311,0.17411830,2.64145841
-5.21360680,18.19959704,1.49424152,7.03899954,0.02364292,3.27348219,10.02923223,4.51453280,0.17536742,2.66396340
-5.20760380,18.16661597,1.50500639,7.00566876,0.02330535,3.26184907,10.00260999,4.50852225,0.17611934,2.67867684
-5.20160080,18.08852667,1.51036870,6.96135175,0.02288561,3.24050779,9.94273036,4.48885250,0.17635556,2.68501745
-5.19559780,17.96502576,1.51014254,6.90559842,0.02238395,3.20989880,9.85072598,4.45576923,0.17606342,2.68257863
-5.18959480,17.79662632,1.50427019,6.83821215,0.02180248,3.17057835,9.72818866,4.40972913,0.17523698,2.67113646
-5.18359180,17.58463016,1.49281876,6.75925563,0.02114506,3.12319925,9.57710925,4.35138055,0.17387772,2.65065207
-5.17758879,17.33107683,1.47597272,6.66904749,0.02041728,3.06848973,9.39980931,4.28153919,0.17199515,2.62126824
-5.17158579,17.03867183,1.45402279,6.56815021,0.01962624,3.00723141,9.19886751,4.20116001,0.16960711,2.58330059
-5.16558279,16.71069723,1.42735189,6.45734997,0.01878034,2.94023711,8.97704401,4.11130637,0.16673992,2.53722377
-5.15957979,16.35090884,1.39641885,6.33762942,0.01788908,2.86832944,8.73720585,4.01311800,0.16342820,2.48365342
-5.15357679,15.96342430,1.36174081,6.21013478,0.01696267,2.79232104,8.48225629,3.90777879,0.15971437,2.42332461
-5.14757379,15.55260674,1.32387506,6.07613867,0.01601184,2.71299703,8.21507068,3.79648596,0.15564801,2.35706791
-5.14157079,15.12294878,1.28340132,5.93700015,0.01504745,2.63110045,7.93844110,3.68042165,0.15128480,2.28578405
-5.13556778,14.67896102,1.24090513,5.79412380,0.01408026,2.54732083,7.65503115,3.56072792,0.14668536,2.21041830
-5.12956478,14.22506935,1.19696297,5.64891910,0.01312060,2.46228649,7.36734197,3.43848601,0.14191388,2.13193550
-5.12356178,13.76552387,1.15212972,5.50276188,0.01217822,2.37656021,7.07768972,3.31470033,0.13703655,2.05129674
-5.11755878,13.30432240,1.10692875,5.35695888,0.01126202,2.29063850,6.78819416,3.19028739,0.13212001,1.96943855
-5.11155578,12.84514990,1.06184485,5.21271669,0.01037996,2.20495387,6.50077733,3.06606977,0.12722972,1.88725499
-5.10555278,12.39133474,1.01731991,5.07111576,0.00953895,2.11987980,6.21717097,2.94277471,0.12242839,1.80558332
-5.09954977,11.94582167,0.97375138,4.93309021,0.00874476,2.03573787,5.93893067,2.82103679,0.11777450,1.72519330
-5.09354677,11.51116064,0.93149307,4.79941363,0.00800211,1.95280621,5.66745487,2.70140421,0.11332099,1.64678019
-5.08754377,11.08951000,0.89085798,4.67069106,0.00731460,1.87132883,5.40400629,2.58434750,0.10911414,1.57096132
-5.08154077,10.68265193,0.85212268,4.54735694,0.00668487,1.79152494,5.14973382,2.47027012,0.10519263,1.49827581
-5.07553777,10.29201788,0.81553269,4.42967874,0.00611464,1.71359783,4.90569273,2.35951981,0.10158690,1.42918703
-5.06953477,9.91872128,0.78130837,4.31776562,0.00560486,1.63774256,4.67286161,2.25239993,0.09831876,1.36408721
-5.06353177,9.56359489,0.74965075,4.21158164,0.00515583,1.56415222,4.45215458,2.14917999,0.09540129,1.30330359
-5.05752876,9.22723035,0.72074680,4.11096263,0.00476731,1.49302232,4.24442799,2.05010481,0.09283895,1.24710536
-5.05152576,8.91001745,0.69477374,4.01563594,0.00443866,1.42455310,4.05048100,1.95540174,0.09062796,1.19571087
-5.04552276,8.61218110,0.67190196,3.92524217,0.00416895,1.35894984,3.87105011,1.86528570,0.08875695,1.14929439
-5.03951976,8.33381429,0.65229639,3.83935803,0.00395705,1.29642116,3.70679796,1.77996188,0.08720768,1.10799193
-5.03351676,8.07490557,0.63611592,3.75751932,0.00380168,1.23717542,3.55829724,1.69962610,0.08595606,1.07190569
-5.02751376,7.83536028,0.62351104,3.67924334,0.00370149,1.18141564,3.42601067,1.62446299,0.08497315,1.04110684
-5.02151076,7.61501472,0.61461963,3.60404976,0.00365504,1.12933321,3.31026838,1.55464226,0.08422627,1.01563632
-5.01550775,7.41364336,0.60956091,3.53147922,0.00366085,1.08110073,3.21124412,1.49031333,0.08368020,0.99550384
-5.00950475,7.23095894,0.60842814,3.46110915,0.00371732,1.03686444,3.12893187,1.43159889,0.08329823,0.98068493
-5.00350175,7.06660634,0.61128001,3.39256611,0.00382269,0.99673668,3.06312424,1.37858762,0.08304326,0.97111639
-4.99749875,6.92015081,0.61813151,3.32553434,0.00397502,0.96078869,3.01339425,1.33132667,0.08287876,0.96669056
-4.99149575,6.79106194,0.62894463,3.25976046,0.00417208,0.92904424,2.97908180,1.28981424,0.08276962,0.96724872
-4.98549275,6.67869469,0.64361944,3.19505402,0.00441127,0.90147427,2.95928602,1.25399282,0.08268285,0.97257425
-4.97948974,6.58226927,0.66198622,3.13128439,0.00468957,0.87799304,2.95286448,1.22374330,0.08258814,0.98238623
-4.97348674,6.50085156,0.68379927,3.06837425,0.00500348,0.85845582,2.95844007,1.19888047,0.08245825,0.99633405
-4.96748374,6.43333636,0.70873279,3.00629028,0.00534893,0.84265844,2.97441589,1.17915022,0.08226921,1.01399364
-4.96148074,6.37843514,0.73637959,2.94503194,0.00572132,0.83033877,2.99899857,1.16422864,0.08200049,1.03486603
-4.95547774,6.33467047,0.76625273,2.88461915,0.00611544,0.82118027,3.03022958,1.15372332,0.08163488,1.05837867
-4.94947474,6.30037884,0.79779067,2.82507998,0.00652558,0.81481744,3.06602433,1.14717707,0.08115843,1.08388993
-4.94347174,6.27372327,0.83036582,2.76643944,0.00694555,0.81084331,3.10421807,1.14407410,0.08056016,1.11069703
-4.93746873,6.25271677,0.86329651,2.70871026,0.00736877,0.80881871,3.14261756,1.14384864,0.07983190,1.13804745
-4.93146573,6.23525733,0.89586223,2.65188676,0.00778842,0.80828311,3.17905699,1.14589614,0.07896795,1.16515377
-4.92546273,6.21917403,0.92732160,2.59594246,0.00819759,0.80876679,3.21145648,1.14958663,0.07796485,1.19121151
-4.91945973,6.20228383,0.95693254,2.54083199,0.00858947,0.80980396,3.23788129,1.15428012,0.07682118,1.21541951
-4.91345673,6.18245725,0.98397393,2.48649753,0.00895749,0.81094651,3.25659947,1.15934359,0.07553734,1.23700216
-4.90745373,6.15769108,1.00776788,2.43287973,0.00929561,0.81177778,3.26613612,1.16416910,0.07411553,1.25523262
-4.90145073,6.12618504,1.02770171,2.37993256,0.00959844,0.81192599,3.26532180,1.16819229,0.07255960,1.26945603
-4.89544772,6.08641931,1.04324867,2.32764156,0.00986147,0.81107675,3.25333348,1.17091069,0.07087514,1.27911174
-4.88944472,6.03722916,1.05398652,2.27604425,0.01008123,0.80898425,3.22972594,1.17190108,0.06906950,1.28375350
-4.88344172,5.97787292,1.05961302,2.22525151,0.01025540,0.80548048,3.19445248,1.17083495,0.06715192,1.28306665
-4.87743872,5.90808950,1.05995767,2.17546852,0.01038294,0.80048218,3.14787368,1.16749159,0.06513352,1.27688142
-4.87143572,5.82814196,1.05498913,2.12701357,0.01046410,0.79399516,3.09075376,1.16176782,0.06302747,1.26518156
-4.86543272,5.73884401,1.04481787,2.08033343,0.01050044,0.78611575,3.02424448,1.15368393,0.06084892,1.24810793
-4.85942971,5.64156717,1.02969389,2.03601366,0.01049473,0.77702903,2.94985681,1.14338532,0.05861501,1.22595659
-4.85342671,5.53822711,1.00999960,1.99478281,0.01045091,0.76700424,2.86942157,1.13113966,0.05634467,1.19917142
-4.84742371,5.43124838,0.98623807,1.95750951,0.01037386,0.75638700,2.78504007,1.11732931,0.05405841,1.16833148
-4.84142071,5.32350833,0.95901717,1.92519185,0.01026921,0.74558899,2.69902680,1.10243941,0.05177799,1.13413359
-4.83541771,5.21826137,0.92903016,1.89893905,0.01014314,0.73507519,2.61384596,1.08704186,0.04952593,1.09737069
-4.82941471,5.11904630,0.89703362,1.87994541,0.01000209,0.72534939,2.53204425,1.07177583,0.04732505,1.05890701
-4.82341171,5.02957992,0.86382356,1.86945751,0.00985248,0.71693828,2.45618209,1.05732561,0.04519784,1.01965091
-4.81740870,4.95364103,0.83021063,1.86873552,0.00970045,0.71037502,2.38876582,1.04439675,0.04316582,0.98052648
-4.81140570,4.89494930,0.79699546,1.87901017,0.00955165,0.70618274,2.33218285,1.03369144,0.04124896,0.94244513
-4.80540270,4.85704392,0.76494499,1.90143699,0.00941094,0.70485880,2.28864201,1.02588427,0.03946503,0.90627819
-4.79939970,4.84316685,0.73477070,1.93704982,0.00928227,0.70686021,2.26012063,1.02159948,0.03782910,0.87283148
-4.79339670,4.85615529,0.70710939,1.98671547,0.00916851,0.71259103,2.24831986,1.02139052,0.03635308,0.84282296
-4.78739370,4.89834750,0.68250727,2.05109158,0.00907142,0.72239188,2.25462914,1.02572294,0.03504542,0.81686397
-4.78139070,4.97150565,0.66140762,2.13058949,0.00899158,0.73653207,2.28010047,1.03496109,0.03391094,0.79544482
-4.77538769,5.07675814,0.64414244,2.22534390,0.00892850,0.75520453,2.32543250,1.04935922,0.03295087,0.77892499
-4.76938469,5.21456340,0.63092814,2.33519062,0.00888068,0.77852333,2.39096438,1.06905704,0.03216295,0.76752821
-4.76338169,5.38469573,0.62186517,2.45965348,0.00884583,0.80652388,2.47667852,1.09407981,0.03154187,0.76134218
-4.75737869,5.58625290,0.61694146,2.59794106,0.00882105,0.83916544,2.58221152,1.12434243,0.03107967,0.76032297
-4.75137569,5.81768444,0.61603921,2.74895347,0.00880310,0.87633550,2.70687202,1.15965731,0.03076646,0.76430340
-4.74537269,6.07683835,0.61894465,2.91129898,0.00878871,0.91785562,2.84966403,1.19974502,0.03059107,0.77300512
-4.73936968,6.36102353,0.62536007,3.08331982,0.00877483,0.96348819,3.00931452,1.24424709,0.03054191,0.78605348
-4.73336668,6.66708449,0.63491770,3.26312623,0.00875901,1.01294352,3.18430351,1.29273995,0.03060773,0.80299459
-4.72736368,6.99148494,0.64719463,3.44863748,0.00873958,1.06588686,3.37289572,1.34474928,0.03077849,0.82331378
-4.72136068,7.33039623,0.66172812,3.63762812,0.00871603,1.12194479,3.57317220,1.39976370,0.03104603,0.84645460
-4.71535768,7.67978728,0.67803079,3.82777804,0.00868915,1.18071082,3.78306132,1.45724737,0.03140478,0.87183757
-4.70935468,8.03551260,0.69560513,4.01672420,0.00866123,1.24174987,4.00036828,1.51665074,0.03185220,0.89887816
-4.70335168,8.39339559,0.71395666,4.20211248,0.00863620,1.30460171,4.22280297,1.57741931,0.03238914,0.92700314
-4.69734867,8.74930508,0.73260569,4.38164790,0.00861968,1.36878341,4.44800602,1.63900011,0.03301999,0.95566500
-4.69134567,9.09922330,0.75109708,4.55314154,0.00861895,1.43379109,4.67357344,1.70084617,0.03375259,0.98435396
-4.68534267,9.43930482,0.76900814,4.71455303,0.00864290,1.49910130,4.89708049,1.76241921,0.03459799,1.01260740
-4.67933967,9.76592604,0.78595445,4.86402751,0.00870187,1.56417260,5.11610525,1.82319092,0.03556992,1.04001652
-4.67333667,10.07572573,0.80159373,4.99992622,0.00880742,1.62844762,5.32825295,1.88264363,0.03668421,1.06623036
-4.66733367,10.36563761,0.81562799,5.12085048,0.00897208,1.69135621,5.53118170,1.94027080,0.03795787,1.09095731
-4.66133067,10.63291595,0.82780418,5.22565879,0.00920900,1.75232013,5.72263026,1.99557794,0.03940822,1.11396437
-4.65532766,10.87515569,0.83791349,5.31347725,0.00953155,1.81075930,5.90044820,2.04808471,0.04105174,1.13507444
-4.64932466,11.09030824,0.84578992,5.38370369,0.00995289,1.86610000,6.06262853,2.09732830,0.04290305,1.15416212
-4.64332166,11.27669418,0.85130814,5.43600611,0.01048553,1.91778480,6.20734236,2.14286854,0.04497377,1.17114848
