energy_ev,total_up,In_p_up,In_d_up,Ir_p_up,Ir_d_up,Se_s_up,Se_p_up
-5.86793397,4.51230972,0.45516402,0.02067986,1.22880787,4.14601442,0.00183700,0.08222389
-5.86193097,4.31062676,0.43997463,0.01954507,1.17509806,3.95824323,0.00170003,0.07958710
-5.85592796,4.10118218,0.42356326,0.01839490,1.11920631,3.76349746,0.00156732,0.07675258
-5.84992496,3.88572466,0.40608145,0.01723838,1.06155107,3.56341130,0.00143937,0.07373954
-5.84392196,3.66604019,0.38769111,0.01608436,1.00257493,3.35964809,0.00131665,0.07056904
-5.83791896,3.44392269,0.36856235,0.01494139,0.94273673,3.15387257,0.00119962,0.06726384
-5.83191596,3.22114521,0.34887106,0.01381759,0.88250324,2.94772383,0.00108864,0.06384817
-5.82591296,2.99943245,0.32879664,0.01272052,0.82234051,2.74278974,0.00098409,0.06034746
-5.81990995,2.78043517,0.30851960,0.01165709,0.76270526,2.54058329,0.00088627,0.05678801
-5.81390695,2.56570700,0.28821928,0.01063349,0.70403657,2.34252151,0.00079544,0.05319667
-5.80790395,2.35668426,0.26807158,0.00965511,0.64674816,2.14990711,0.00071184,0.04960039
-5.80190095,2.15466891,0.24824683,0.00872651,0.59122147,1.96391345,0.00063564,0.04602583
-5.79589795,1.96081512,0.22890771,0.00785137,0.53779976,1.78557271,0.00056699,0.04249889
-5.78989495,1.77611939,0.21020744,0.00703254,0.48678344,1.61576763,0.00050601,0.03904428
-5.78389195,1.60141436,0.19228804,0.00627202,0.43842658,1.45522664,0.00045275,0.03568513
-5.77788894,1.43736628,0.17527890,0.00557104,0.39293486,1.30452244,0.00040729,0.03244252
-5.77188594,1.28447591,0.15929549,0.00493004,0.35046477,1.16407373,0.00036963,0.02933521
-5.76588294,1.14308259,0.14443842,0.00434881,0.31112412,1.03414986,0.00033981,0.02637934
-5.75987994,1.01337123,0.13079273,0.00382651,0.27497366,0.91487821,0.00031780,0.02358819
-5.75387694,0.89538176,0.11842738,0.00336177,0.24202977,0.80625377,0.00030360,0.02097210
-5.74787394,0.78902067,0.10739510,0.00295275,0.21226801,0.70815059,0.00029719,0.01853839
-5.74187094,0.69407406,0.09773237,0.00259724,0.18562728,0.62033458,0.00029852,0.01629146
-5.73586793,0.61022178,0.08945971,0.00229271,0.16201452,0.54247736,0.00030755,0.01423284
-5.72986493,0.53705226,0.08258205,0.00203640,0.14130963,0.47417054,0.00032420,0.01236149
-5.72386193,0.47407743,0.07708933,0.00182535,0.12337051,0.41494011,0.00034838,0.01067400
-5.71785893,0.42074742,0.07295723,0.00165648,0.10803808,0.36426058,0.00037996,0.00916492
-5.71185593,0.37646474,0.07014800,0.00152664,0.09514103,0.32156848,0.00041874,0.00782717
-5.70585293,0.34059767,0.06861136,0.00143263,0.08450028,0.28627503,0.00046451,0.00665237
-5.69984992,0.31249260,0.06828561,0.00137123,0.07593311,0.25777778,0.00051695,0.00563127
-5.69384692,0.29148535,0.06909872,0.00133925,0.06925679,0.23547113,0.00057570,0.00475412
-5.68784392,0.27691144,0.07096966,0.00133350,0.06429179,0.21875559,0.00064030,0.00401109
-5.68184092,0.26811523,0.07380984,0.00135090,0.06086457,0.20704601,0.00071024,0.00339255
-5.67583792,0.26445815,0.07752465,0.00138837,0.05880987,0.19977861,0.00078489,0.00288947
-5.66983492,0.26532614,0.08201530,0.00144298,0.05797270,0.19641704,0.00086359,0.00249363
-5.66383192,0.27013629,0.08718069,0.00151186,0.05820990,0.19645755,0.00094561,0.00219786
-5.65782891,0.27834287,0.09291960,0.00159229,0.05939145,0.19943340,0.00103015,0.00199624
-5.65182591,0.28944289,0.09913289,0.00168169,0.06140145,0.20491855,0.00111642,0.00188421
-5.64582291,0.30298105,0.10572585,0.00177766,0.06413883,0.21253073,0.00120362,0.00185865
-5.63981991,0.31855410,0.11261060,0.00187801,0.06751791,0.22193390,0.00129097,0.00191791
-5.63381691,0.33581472,0.11970834,0.00198078,0.07146863,0.23284017,0.00137774,0.00206175
-5.62781391,0.35447445,0.12695156,0.00208427,0.07593651,0.24501097,0.00146331,0.00229131
-5.62181091,0.37430579,0.13428589,0.00218709,0.08088249,0.25825764,0.00154712,0.00260899
-5.61580790,0.39514324,0.14167159,0.00228816,0.08628232,0.27244116,0.00162878,0.00301823
-5.60980490,0.41688301,0.14908464,0.00238673,0.09212580,0.28747104,0.00170804,0.00352339
-5.60380190,0.43948141,0.15651722,0.00248241,0.09841561,0.30330336,0.00178479,0.00412944
-5.59779890,0.46295180,0.16397757,0.00257514,0.10516600,0.31993783,0.00185910,0.00484177
-5.59179590,0.48736007,0.17148933,0.00266523,0.11240106,0.33741400,0.00193119,0.00566585
-5.58579290,0.51281890,0.17909013,0.00275328,0.12015292,0.35580662,0.00200144,0.00660698
-5.57978989,0.53948076,0.18682975,0.00284021,0.12845970,0.37522042,0.00207034,0.00766996
-5.57378689,0.56753017,0.19476776,0.00292719,0.13736353,0.39578435,0.00213850,0.00885885
-5.56778389,0.59717550,0.20297084,0.00301560,0.14690841,0.41764566,0.00220661,0.01017667
-5.56178089,0.62864065,0.21150998,0.00310697,0.15713845,0.44096408,0.00227541,0.01162523
-5.55577789,0.66215722,0.22045759,0.00320298,0.16809616,0.46590633,0.00234564,0.01320489
-5.54977489,0.69795749,0.22988493,0.00330533,0.17982121,0.49264138,0.00241803,0.01491450
-5.54377189,0.73626872,0.23985978,0.00341575,0.19234953,0.52133654,0.00249329,0.01675133
-5.53776888,0.77730892,0.25044471,0.00353591,0.20571295,0.55215477,0.00257206,0.01871110
-5.53176588,0.82128449,0.26169599,0.00366745,0.21993927,0.58525310,0.00265490,0.02078813
-5.52576288,0.86838963,0.27366317,0.00381186,0.23505282,0.62078238,0.00274232,0.02297545
-5.51975988,0.91880749,0.28638940,0.00397053,0.25107542,0.65888803,0.00283476,0.02526517
-5.51375688,0.97271282,0.29991258,0.00414471,0.26802761,0.69971185,0.00293263,0.02764870
-5.50775388,1.03027566,0.31426696,0.00433554,0.28593003,0.74339428,0.00303630,0.03011723
-5.50175088,1.09166559,0.32948543,0.00454399,0.30480484,0.79007692,0.00314619,0.03266203
-5.49574787,1.15705591,0.34560195,0.00477094,0.32467690,0.83990490,0.00326277,0.03527496
-5.48974487,1.22662711,0.36265424,0.00501716,0.34557455,0.89302839,0.00338659,0.03794878
-5.48374187,1.30056898,0.38068630,0.00528330,0.36752998,0.94960311,0.00351837,0.04067757
-5.47773887,1.37908077,0.39975056,0.00556995,0.39057878,1.00978923,0.00365897,0.04345694
-5.47173587,1.46236897,0.41990951,0.00587757,0.41475888,1.07374849,0.00380949,0.04628428
-5.46573287,1.55064240,0.44123659,0.00620657,0.44010855,1.14163931,0.00397120,0.04915880
-5.45972986,1.64410440,0.46381615,0.00655718,0.46666374,1.21360991,0.00414562,0.05208152
-5.45372686,1.74294237,0.48774239,0.00692954,0.49445465,1.28978945,0.00433445,0.05505508
-5.44772386,1.84731483,0.51311730,0.00732355,0.52350177,1.37027766,0.00453956,0.05808345
-5.44172086,1.95733648,0.54004746,0.00773892,0.55381150,1.45513320,0.00476295,0.06117155
-5.43571786,2.07306199,0.56863987,0.00817503,0.58537165,1.54436131,0.00500664,0.06432471
-5.42971486,2.19446925,0.59899689,0.00863096,0.61814705,1.63790150,0.00527261,0.06754810
-5.42371186,2.32144289,0.63121046,0.00910535,0.65207546,1.73561568,0.00556273,0.07084607
-5.41770885,2.45375899,0.66535566,0.00959642,0.68706407,1.83727771,0.00587859,0.07422150
-5.41170585,2.59107188,0.70148412,0.01010190,0.72298685,1.94256467,0.00622141,0.07767517
-5.40570285,2.73290360,0.73961714,0.01061898,0.75968285,2.05105065,0.00659194,0.08120509
-5.39969985,2.87863692,0.77973921,0.01114433,0.79695556,2.16220337,0.00699032,0.08480602
-5.39369685,3.02751223,0.82179180,0.01167410,0.83457355,2.27538402,0.00741598,0.08846903
-5.38769385,3.17862872,0.86566797,0.01220391,0.87227223,2.38985042,0.00786754,0.09218116
-5.38169085,3.33095010,0.91120792,0.01272893,0.90975677,2.50476376,0.00834277,0.09592529
-5.37568784,3.48331474,0.95819586,0.01324392,0.94670617,2.61919851,0.00883849,0.09968014
-5.36968484,3.63445019,1.00635830,0.01374331,0.98277825,2.73215571,0.00935060,0.10342043
-5.36368184,3.78299188,1.05536402,0.01422131,1.01761551,2.84257899,0.00987405,0.10711720
-5.35767884,3.92750545,1.10482597,0.01467200,1.05085170,2.94937312,0.01040294,0.11073834
-5.35167584,4.06651245,1.15430514,0.01508947,1.08211895,3.05142470,0.01093056,0.11424922
-5.34567284,4.19851871,1.20331647,0.01546793,1.11105526,3.14762426,0.01144951,0.11761350
-5.33966983,4.32204484,1.25133681,0.01580183,1.13731237,3.23688950,0.01195190,0.12079405
-5.33366683,4.43565808,1.29781492,0.01608605,1.16056363,3.31818893,0.01242948,0.12375395
-5.32766383,4.53800487,1.34218311,0.01631595,1.18051200,3.39056530,0.01287388,0.12645755
-5.32166083,4.62784312,1.38387057,0.01648752,1.19689786,3.45315834,0.01327684,0.12887161
-5.31565783,4.70407351,1.42231771,0.01659751,1.20950651,3.50522601,0.01363042,0.13096640
-5.30965483,4.76576868,1.45699126,0.01664349,1.21817528,3.54616373,0.01392729,0.13271673
-5.30365183,4.81219946,1.48739949,0.01662394,1.22279996,3.57552088,0.01416091,0.13410297
-5.29764882,4.84285718,1.51310708,0.01653831,1.22334037,3.59301401,0.01432579,0.13511192
-5.29164582,4.85747108,1.53374890,0.01638703,1.21982488,3.59853621,0.01441767,0.13573747
-5.28564282,4.85602003,1.54904221,0.01617154,1.21235354,3.59216211,0.01443366,0.13598116
-5.27963982,4.83873787,1.55879667,0.01589426,1.20109972,3.57414830,0.01437237,0.13585247
-5.27363682,4.80611189,1.56292165,0.01555857,1.18630985,3.54492881,0.01423401,0.13536881
-5.26763382,4.75887416,1.56143051,0.01516870,1.16830126,3.50510576,0.01402031,0.13455539
-5.26163082,4.69798580,1.55444154,0.01472968,1.14745775,3.45543530,0.01373461,0.13344468
-5.25562781,4.62461453,1.54217546,0.01424720,1.12422306,3.39680931,0.01338166,0.13207566
-5.24962481,4.54010612,1.52494955,0.01372750,1.09909213,3.33023328,0.01296756,0.13049288
-5.24362181,4.44595071,1.50316860,0.01317719,1.07260015,3.25680145,0.01249953,0.12874521
-5.23761881,4.34374522,1.47731301,0.01260314,1.04530992,3.17766980,0.01198573,0.12688445
-5.23161581,4.23515323,1.44792459,0.01201231,1.01779753,3.09402821,0.01143499,0.12496382
-5.22561281,4.12186392,1.41559059,0.01141159,0.99063696,3.00707271,0.01085655,0.12303632
-5.21960980,4.00555156,1.38092666,0.01080763,0.96438406,2.91797900,0.01025984,0.12115308
-5.21360680,3.88783718,1.34455942,0.01020676,0.93956047,2.82787809,0.00965415,0.11936175
-5.20760380,3.77025378,1.30710935,0.00961482,0.91663811,2.73783513,0.00904845,0.11770501
-5.20160080,3.65421627,1.26917462,0.00903711,0.89602481,2.64883195,0.00845110,0.11621915
-5.19559780,3.54099710,1.23131651,0.00847827,0.87805173,2.56175378,0.00786972,0.11493290
-5.18959480,3.43170824,1.19404686,0.00794227,0.86296316,2.47738048,0.00731100,0.11386659
-5.18359180,3.32728966,1.15781796,0.00743237,0.85090901,2.39638209,0.00678060,0.11303144
-5.17758879,3.22850441,1.12301509,0.00695113,0.84194062,2.31931851,0.00628305,0.11242930
-5.17158579,3.13593980,1.08995184,0.00650040,0.83600980,2.24664282,0.00582178,0.11205268
-5.16558279,3.05001407,1.05886816,0.00608142,0.83297150,2.17870755,0.00539904,0.11188507
-5.15957979,2.97098759,1.02993111,0.00569480,0.83258986,2.11577308,0.00501604,0.11190168
-5.15357679,2.89897757,1.00323783,0.00534067,0.83454747,2.05801739,0.00467296,0.11207036
-5.14757379,2.83397505,0.97882061,0.00501866,0.83845745,2.00554620,0.00436908,0.11235287
-5.14157079,2.77586296,0.95665347,0.00472806,0.84387794,1.95840274,0.00410292,0.11270631
-5.13556778,2.72443407,0.93665993,0.00446782,0.85032821,1.91657632,0.00387233,0.11308470
-5.12956478,2.67940780,0.91872140,0.00423668,0.85730583,1.88000928,0.00367467,0.11344069
-5.12356178,2.64044496,0.90268570,0.00403319,0.86430414,1.84860166,0.00350692,0.11372719
-5.11755878,2.60715975,0.88837540,0.00385574,0.87082915,1.82221361,0.00336585,0.11389902
-5.11155578,2.57912862,0.87559552,0.00370268,0.87641530,1.80066538,0.00324810,0.11391441
-5.10555278,2.55589586,0.86414025,0.00357224,0.88063933,1.78373514,0.00315032,0.11373626
-5.09954977,2.53697597,0.85379862,0.00346266,0.88313178,1.77115513,0.00306924,0.11333321
-5.09354677,2.52185344,0.84435890,0.00337211,0.88358561,1.76260659,0.00300178,0.11268042
-5.08754377,2.50998032,0.83561177,0.00329874,0.88176193,1.75771430,0.00294505,0.11176000
-5.08154077,2.50077274,0.82735238,0.00324066,0.87749251,1.75604152,0.00289643,0.11056121
-5.07553777,2.49360717,0.81938146,0.00319597,0.87067934,1.75708616,0.00285358,0.10908023
-5.06953477,2.48781753,0.81150576,0.00316270,0.86129151,1.76027916,0.00281443,0.10731982
-5.06353177,2.48269433,0.80353810,0.00313887,0.84935977,1.76498560,0.00277720,0.10528861
-5.05752876,2.47748667,0.79529739,0.00312246,0.83496921,1.77050939,0.00274037,0.10300025
-5.05152576,2.47140787,0.78660892,0.00311142,0.81825091,1.77610185,0.00270265,0.10047250
-5.04552276,2.46364536,0.77730518,0.00310370,0.79937280,1.78097429,0.00266298,0.09772618
-5.03951976,2.45337498,0.76722747,0.00309725,0.77853070,1.78431474,0.00262050,0.09478416
-5.03351676,2.43977959,0.75622840,0.00309011,0.75593978,1.78530810,0.00257450,0.09167045
-5.02751376,2.42207140,0.74417535,0.00308036,0.73182706,1.78315945,0.00252444,0.08840933
-5.02151076,2.39951743,0.73095475,0.00306623,0.70642525,1.77711927,0.00246989,0.08502471
-5.01550775,2.37146670,0.71647710,0.00304611,0.67996810,1.76650971,0.00241056,0.08153955
-5.00950475,2.33737798,0.70068237,0.00301861,0.65268736,1.75075053,0.00234627,0.07797558
-5.00350175,2.29684647,0.68354555,0.00298257,0.62481120,1.72938350,0.00227695,0.07435313
-4.99749875,2.24962795,0.66508183,0.00293714,0.59656403,1.70209379,0.00220262,0.07069106
-4.99149575,2.19565878,0.64535112,0.00288177,0.56816733,1.66872735,0.00212342,0.06700691
-4.98549275,2.13507051,0.62446139,0.00281626,0.53984113,1.62930313,0.00203960,0.06331708
-4.97948974,2.06819791,0.60257068,0.00274074,0.51180590,1.58401936,0.00195153,0.05963707
-4.97348674,1.99557975,0.57988713,0.00265570,0.48428423,1.53325343,0.00185965,0.05598175
-4.96748374,1.91795187,0.55666724,0.00256193,0.45750211,1.47755528,0.00176455,0.05236558
-4.96148074,1.83623261,0.53321188,0.00246056,0.43168953,1.41763429,0.00166688,0.04880278
-4.95547774,1.75150103,0.50986034,0.00235296,0.40707996,1.35434039,0.00156741,0.04530747
-4.94947474,1.66496867,0.48698231,0.00224076,0.38390876,1.28864003,0.00146697,0.04189367
-4.94347174,1.57794609,0.46496812,0.00212573,0.36241039,1.22158810,0.00136647,0.03857531
-4.93746873,1.49180539,0.44421759,0.00200978,0.34281440,1.15429699,0.00126687,0.03536600
-4.93146573,1.40794042,0.42512773,0.00189487,0.32534049,1.08790407,0.00116916,0.03227896
-4.92546273,1.32772613,0.40807979,0.00178298,0.31019256,1.02353896,0.00107437,0.02932669
-4.91945973,1.25247881,0.39342622,0.00167602,0.29755234,0.96229176,0.00098355,0.02652077
-4.91345673,1.18341859,0.38147788,0.00157579,0.28757260,0.90518361,0.00089774,0.02387160
-4.90745373,1.12163554,0.37249210,0.00148396,0.28037048,0.85314025,0.00081803,0.02138819
-4.90145073,1.06806060,0.36666198,0.00140199,0.27602123,0.80696979,0.00074549,0.01907798
-4.89544772,1.02344212,0.36410739,0.00133112,0.27455262,0.76734484,0.00068121,0.01694673
-4.88944472,0.98832865,0.36486804,0.00127235,0.27594049,0.73478973,0.00062634,0.01499850
-4.88344172,0.96305829,0.36889896,0.00122643,0.28010555,0.70967267,0.00058206,0.01323571
-4.87743872,0.94775475,0.37606853,0.00119385,0.28691190,0.69220294,0.00054961,0.01165927
-4.87143572,0.94232990,0.38615939,0.00117485,0.29616715,0.68243279,0.00053035,0.01026877
-4.86543272,0.94649251,0.39887212,0.00116941,0.30762458,0.68026365,0.00052572,0.00906279
-4.85942971,0.95976262,0.41383176,0.00117732,0.32098712,0.68545622,0.00053732,0.00803926
-4.85342671,0.98149085,0.43059712,0.00119816,0.33591329,0.69764373,0.00056686,0.00719577
-4.84742371,1.01088189,0.44867242,0.00123132,0.35202484,0.71634790,0.00061622,0.00653006
-4.84142071,1.04702128,0.46752122,0.00127609,0.36891600,0.74099677,0.00068743,0.00604033
-4.83541771,1.08890458,0.48658198,0.00133164,0.38616398,0.77094395,0.00078263,0.00572572
-4.82941471,1.13546791,0.50528493,0.00139707,0.40334042,0.80548849,0.00090408,0.00558663
-4.82341171,1.18561898,0.52306955,0.00147143,0.42002333,0.84389489,0.00105409,0.00562503
-4.81740870,1.23826764,0.53940202,0.00155379,0.43580915,0.88541275,0.00123497,0.00584471
-4.81140570,1.29235506,0.55379219,0.00164320,0.45032435,0.92929545,0.00144894,0.00625147
-4.80540270,1.34688081,0.56580911,0.00173879,0.46323619,0.97481759,0.00169805,0.00685318
-4.79939970,1.40092692,0.57509484,0.00183974,0.47426221,1.02129077,0.00198410,0.00765973
-4.79339670,1.45367864,0.58137564,0.00194530,0.48317797,1.06807754,0.00230848,0.00868298
-4.78739370,1.50444118,0.58447049,0.00205483,0.48982282,1.11460318,0.00267208,0.00993642
-4.78139070,1.55265229,0.58429619,0.00216779,0.49410341,1.16036541,0.00307517,0.01143490
-4.77538769,1.59789046,0.58086916,0.00228376,0.49599488,1.20494181,0.00351729,0.01319413
-4.76938469,1.63987888,0.57430379,0.00240242,0.49553967,1.24799513,0.00399715,0.01523009
-4.76338169,1.67848526,0.56480737,0.00252356,0.49284409,1.28927645,0.00451256,0.01755846
-4.75737869,1.71371792,0.55267206,0.00264711,0.48807288,1.32862647,0.00506038,0.02019381
-4.75137569,1.74571852,0.53826406,0.00277309,0.48144209,1.36597501,0.00563650,0.02314891
-4.74537269,1.77475203,0.52201075,0.00290162,0.47321054,1.40133892,0.00623590,0.02643391
-4.73936968,1.80119465,0.50438621,0.00303295,0.46367053,1.43481870,0.00685269,0.03005556
-4.73336668,1.82551997,0.48589583,0.00316740,0.45313803,1.46659393,0.00748024,0.03401654
-4.72736368,1.84828435,0.46706072,0.00330540,0.44194292,1.49691771,0.00811136,0.03831481
-4.72136068,1.87011177,0.44840249,0.00344745,0.43041974,1.52611024,0.00873851,0.04294310
-4.71535768,1.89167870,0.43042908,0.00359415,0.41889918,1.55455169,0.00935403,0.04788860
-4.70935468,1.91369942,0.41362200,0.00374617,0.40770071,1.58267441,0.00995044,0.05313278
-4.70335168,1.93691182,0.39842559,0.00390424,0.39712653,1.61095443,0.01052074,0.05865151
-4.69734867,1.96206403,0.38523837,0.00406915,0.38745688,1.63990238,0.01105870,0.06441532
-4.69134567,1.98990170,0.37440676,0.00424176,0.37894677,1.67005360,0.01155917,0.07038996
-4.68534267,2.02115595,0.36622118,0.00442294,0.37182401,1.70195771,0.01201833,0.07653715
-4.67933967,2.05653179,0.36091440,0.00461359,0.36628842,1.73616725,0.01243394,0.08281556
-4.67333667,2.09669678,0.35866191,0.00481461,0.36251192,1.77322564,0.01280552,0.08918190
-4.66733367,2.14226983,0.35958419,0.00502688,0.36063931,1.81365440,0.01313444,0.09559224
-4.66133067,2.19380975,0.36375025,0.00525121,0.36078949,1.85793971,0.01342398,0.10200323
-4.65532766,2.25180354,0.37118232,0.00548833,0.36305666,1.90651836,0.01367923,0.10837350
-4.64932466,2.31665438,0.38186111,0.00573885,0.36751157,1.95976341,0.01390703,0.11466479
-4.64332166,2.38866907,0.39573126,0.00600324,0.37420228,2.01796980,0.01411565,0.12084315
-4.63731866,2.46804536,0.41270667,0.00628173,0.38315455,2.08134009,0.01431457,0.12687973
-4.63131566,2.55485913,0.43267528,0.00657433,0.39437163,2.14997094,0.01451405,0.13275146
-4.62531266,2.64905194,0.45550303,0.00688076,0.40783343,2.22384058,0.01472470,0.13844135
-4.61930965,2.75041923,0.48103695,0.00720040,0.42349523,2.30279782,0.01495704,0.14393846
-4.61330665,2.85859986,0.50910694,0.00753229,0.44128594,2.38655320,0.01522099,0.14923757
-4.60730365,2.97306745,0.53952662,0.00787506,0.46110603,2.47467255,0.01552535,0.15433846
-4.60130065,3.09312432,0.57209281,0.00822692,0.48282551,2.56657377,0.01587738,0.15924493
-4.59529765,3.21789856,0.60658427,0.00858564,0.50628195,2.66152697,0.01628235,0.16396354
-4.58929465,3.34634498,0.64275946,0.00894855,0.53127893,2.75865869,0.01674319,0.16850220
-4.58329165,3.47725051,0.68035387,0.00931257,0.55758514,2.85696023,0.01726022,0.17286858
-4.57728864,3.60924451,0.71907720,0.00967419,0.58493423,2.95530051,0.01783095,0.17706855
-4.57128564,3.74081441,0.75861057,0.01002954,0.61302574,3.05244340,0.01845007,0.18110472
-4.56528264,3.87032689,0.79860444,0.01037445,0.64152709,3.14706955,0.01910946,0.18497504
-4.55927964,3.99605452,0.83867732,0.01070449,0.67007693,3.23780236,0.01979833,0.18867175
-4.55327664,4.11620767,0.87841586,0.01101509,0.69828966,3.32323768,0.02050357,0.19218061
-4.54727364,4.22897117,0.91737644,0.01130163,0.72576128,3.40197668,0.02121008,0.19548054
-4.54127064,4.33254503,0.95508861,0.01155954,0.75207642,3.47266095,0.02190124,0.19854367
-4.53526763,4.42518809,0.99106051,0.01178442,0.77681642,3.53400889,0.02255947,0.20133590
-4.52926463,4.50526353,1.02478623,0.01197221,0.79956827,3.58485236,0.02316680,0.20381786
-4.52326163,4.57128464,1.05575513,0.01211925,0.81993415,3.62417207,0.02370551,0.20594637
-4.51725863,4.62195932,1.08346288,0.01222246,0.83754139,3.65113074,0.02415874,0.20767627
-4.51125563,4.65623175,1.10742387,0.01227941,0.85205238,3.66510241,0.02451104,0.20896260
-4.50525263,4.67331933,1.12718458,0.01228846,0.86317424,3.66569685,0.02474902,0.20976298
-4.49924962,4.67274340,1.14233747,0.01224880,0.87066774,3.65277779,0.02486170,0.21004023
-4.49324662,4.65435234,1.15253461,0.01216055,0.87435533,3.62647409,0.02484098,0.20976494
-4.48724362,4.61833560,1.15750059,0.01202474,0.87412776,3.58718314,0.02468190,0.20891802
-4.48124062,4.56522794,1.15704399,0.01184338,0.86994911,3.53556594,0.02438281,0.20749298
-4.47523762,4.49590325,1.15106686,0.01161935,0.86185989,3.47253396,0.02394539,0.20549798
-4.46923462,4.41155775,1.13957157,0.01135641,0.84997818,3.39922781,0.02337461,0.20295738
-4.46323162,4.31368293,1.12266474,0.01105909,0.83449849,3.31698846,0.02267854,0.19991276
-4.45722861,4.20402904,1.10055780,0.01073254,0.81568842,3.22732191,0.02186802,0.19642341
-4.45122561,4.08456009,1.07356417,0.01038244,0.79388316,3.13185844,0.02095636,0.19256607
-4.44522261,3.95740209,1.04209292,0.01001483,0.76947795,3.03230800,0.01995882,0.18843401
-4.43921961,3.82478626,1.00663926,0.00963593,0.74291866,2.93041328,0.01889213,0.18413543
-4.43321661,3.68898930,0.96777205,0.00925197,0.71469096,2.82790231,0.01777399,0.17979117
-4.42721361,3.55227289,0.92611888,0.00886903,0.68530816,2.72644217,0.01662251,0.17553178
-4.42121061,3.41682465,0.88234937,0.00849288,0.65529841,2.62759561,0.01545568,0.17149404
-4.41520760,3.28470266,0.83715728,0.00812881,0.62519159,2.53278213,0.01429095,0.16781708
-4.40920460,3.15778559,0.79124225,0.00778156,0.59550629,2.44324474,0.01314469,0.16463811
-4.40320160,3.03772995,0.74529182,0.00745515,0.56673751,2.36002357,0.01203194,0.16208807
-4.39719860,2.92593608,0.69996459,0.00715286,0.53934529,2.28393704,0.01096602,0.16028716
-4.39119560,2.82352362,0.65587497,0.00687718,0.51374494,2.21557108,0.00995834,0.15934057
-4.38519260,2.73131729,0.61358035,0.00662979,0.49029894,2.15527637,0.00901828,0.15933458
-4.37918959,2.64984295,0.57357074,0.00641161,0.46931096,2.10317364,0.00815309,0.16033302
-4.37318659,2.57933383,0.53626163,0.00622281,0.45102213,2.05916626,0.00736795,0.16237453
-4.36718359,2.51974632,0.50198979,0.00606296,0.43560959,2.02295952,0.00666601,0.16547046
-4.36118059,2.47078437,0.47101233,0.00593104,0.42318749,1.99408567,0.00604855,0.16960380
-4.35517759,2.43193133,0.44350875,0.00582562,0.41381021,1.97193345,0.00551517,0.17472903
-4.34917459,2.40248781,0.41958573,0.00574493,0.40747773,1.95578101,0.00506399,0.18077305
-4.34317159,2.38161403,0.39928433,0.00568704,0.40414289,1.94483099,0.00469194,0.18763720
-4.33716858,2.36837500,0.38258917,0.00564991,0.40372031,1.93824632,0.00439503,0.19520037
-4.33116558,2.36178691,0.36943903,0.00563156,0.40609645,1.93518564,0.00416859,0.20332294
-4.32516258,2.36086297,0.35973840,0.00563015,0.41114057,1.93483711,0.00400759,0.21185180
-4.31915958,2.36465726,0.35336940,0.00564403,0.41871607,1.93644957,0.00390687,0.22062590
-4.31315658,2.37230503,0.35020348,0.00567184,0.42869171,1.93936008,0.00386143,0.22948236
-4.30715358,2.38305808,0.35011243,0.00571256,0.44095227,1.94301701,0.00386664,0.23826287
