energy_ev,total_up,Au_p_up,Au_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,2.83224904,0.72783740,2.09781976,0.02081134,0.07800217,0.57414094,0.00000000,0.36709324,0.13910949
-5.99399700,2.89054468,0.73068248,2.15826141,0.02200735,0.07847256,0.57335695,0.00000000,0.36094045,0.13899590
-5.98799400,2.94240086,0.73280173,2.21164100,0.02313743,0.07877329,0.57278185,0.00000000,0.35606778,0.13896744
-5.98199100,2.98671247,0.73394023,2.25711301,0.02417938,0.07890154,0.57220228,0.00000000,0.35229354,0.13895287
-5.97598799,3.02247727,0.73385503,2.29393883,0.02511199,0.07885726,0.57140496,0.00000000,0.34942068,0.13887923
-5.96998499,3.04883024,0.73232529,2.32150942,0.02591564,0.07864327,0.57018587,0.00000000,0.34724607,0.13867482
-5.96398199,3.06507455,0.72916157,2.33936526,0.02657294,0.07826522,0.56835882,0.00000000,0.34556948,0.13827215
-5.95797899,3.07070770,0.72421391,2.34721284,0.02706921,0.07773146,0.56576300,0.00000000,0.34420175,0.13761049
-5.95197599,3.06544172,0.71737824,2.34493686,0.02739302,0.07705288,0.56226921,0.00000000,0.34297181,0.13663818
-5.94597299,3.04921671,0.70860109,2.33260761,0.02753652,0.07624263,0.55778462,0.00000000,0.34173236,0.13531442
-5.93996998,3.02220678,0.69788223,2.31048302,0.02749565,0.07531582,0.55225579,0.00000000,0.34036409,0.13361062
-5.93396698,2.98481835,0.68527524,2.27900528,0.02727034,0.07428908,0.54566987,0.00000000,0.33877810,0.13151118
-5.92796398,2.93768063,0.67088604,2.23879187,0.02686443,0.07318018,0.53805415,0.00000000,0.33691674,0.12901377
-5.92196098,2.88162862,0.65486937,2.19062132,0.02628558,0.07200750,0.52947376,0.00000000,0.33475283,0.12612900
-5.91595798,2.81767944,0.63742355,2.13541423,0.02554497,0.07078956,0.52002791,0.00000000,0.33228737,0.12287971
-5.90995498,2.74700289,0.61878356,2.07421013,0.02465694,0.06954445,0.50984476,0.00000000,0.32954595,0.11929973
-5.90395198,2.67088743,0.59921310,2.00814119,0.02363848,0.06828938,0.49907530,0.00000000,0.32657418,0.11543230
-5.89794897,2.59070320,0.57899560,1.93840365,0.02250874,0.06704011,0.48788641,0.00000000,0.32343240,0.11132829
-5.89194597,2.50786344,0.55842496,1.86622829,0.02128841,0.06581057,0.47645367,0.00000000,0.32018993,0.10704408
-5.88594297,2.42378606,0.53779619,1.79285079,0.01999908,0.06461238,0.46495401,0.00000000,0.31691931,0.10263954
-5.87993997,2.33985672,0.51739645,1.71948339,0.01866268,0.06345458,0.45355882,0.00000000,0.31369074,0.09817587
-5.87393697,2.25739502,0.49749684,1.64728850,0.01730083,0.06234337,0.44242755,0.00000000,0.31056712,0.09371361
-5.86793397,2.17762469,0.47834526,1.57735537,0.01593438,0.06128201,0.43170227,0.00000000,0.30759984,0.08931081
-5.86193097,2.10164889,0.46016054,1.51068018,0.01458287,0.06027076,0.42150337,0.00000000,0.30482547,0.08502145
-5.85592796,2.03043097,0.44312809,1.44815021,0.01326417,0.05930700,0.41192632,0.00000000,0.30226373,0.08089410
-5.84992496,1.96478115,0.42739704,1.39053201,0.01199417,0.05838544,0.40303992,0.00000000,0.29991642,0.07697090
-5.84392196,1.90534877,0.41307888,1.33846364,0.01078659,0.05749840,0.39488562,0.00000000,0.29776759,0.07328691
-5.83791896,1.85261983,0.40024759,1.29245068,0.00965280,0.05663626,0.38747818,0.00000000,0.29578477,0.06986969
-5.83191596,1.80691929,0.38894098,1.25286557,0.00860185,0.05578784,0.38080730,0.00000000,0.29392110,0.06673922
-5.82591296,1.76841711,0.37916308,1.21994975,0.00764044,0.05494101,0.37484010,0.00000000,0.29211815,0.06390805
-5.81990995,1.73713721,0.37088732,1.19381794,0.00677307,0.05408316,0.36952431,0.00000000,0.29030930,0.06138169
-5.81390695,1.71296855,0.36406024,1.17446408,0.00600214,0.05320174,0.36479180,0.00000000,0.28842343,0.05915914
-5.80790395,1.69567720,0.35860543,1.16176819,0.00532818,0.05228482,0.36056236,0.00000000,0.28638856,0.05723351
-5.80190095,1.68491888,0.35442744,1.15550389,0.00475005,0.05132147,0.35674735,0.00000000,0.28413539,0.05559279
-5.79589795,1.68025120,0.35141560,1.15534606,0.00426512,0.05030223,0.35325330,0.00000000,0.28160042,0.05422058
-5.78989495,1.68114537,0.34944735,1.16087855,0.00386955,0.04921936,0.34998494,0.00000000,0.27872856,0.05309682
-5.78389195,1.68699697,0.34839121,1.17160185,0.00355847,0.04806712,0.34684795,0.00000000,0.27547509,0.05219851
-5.77788894,1.69713611,0.34810922,1.18694081,0.00332618,0.04684185,0.34375111,0.00000000,0.27180692,0.05150036
-5.77188594,1.71083679,0.34845892,1.20625252,0.00316633,0.04554206,0.34060790,0.00000000,0.26770310,0.05097541
-5.76588294,1.72732604,0.34929489,1.22883473,0.00307208,0.04416834,0.33733769,0.00000000,0.26315474,0.05059553
-5.75987994,1.74579317,0.35047003,1.25393494,0.00303624,0.04272328,0.33386641,0.00000000,0.25816422,0.05033191
-5.75387694,1.76539935,0.35183658,1.28076054,0.00305139,0.04121129,0.33012695,0.00000000,0.25274399,0.05015551
-5.74787394,1.78528813,0.35324716,1.30849003,0.00310995,0.03963835,0.32605927,0.00000000,0.24691496,0.05003743
-5.74187094,1.80459700,0.35455579,1.33628565,0.00320434,0.03801182,0.32161036,0.00000000,0.24070472,0.04994930
-5.73586793,1.82247008,0.35561919,1.36330720,0.00332699,0.03634009,0.31673423,0.00000000,0.23414564,0.04986363
-5.72986493,1.83807211,0.35629824,1.38872690,0.00347046,0.03463240,0.31139182,0.00000000,0.22727305,0.04975416
-5.72386193,1.85060334,0.35645976,1.41174521,0.00362751,0.03289851,0.30555109,0.00000000,0.22012362,0.04959623
-5.71785893,1.85931508,0.35597856,1.43160687,0.00379117,0.03114852,0.29918719,0.00000000,0.21273395,0.04936715
-5.71185593,1.86352540,0.35473973,1.44761690,0.00395483,0.02939261,0.29228279,0.00000000,0.20513957,0.04904654
-5.70585293,1.86263438,0.35264111,1.45915585,0.00411232,0.02764088,0.28482848,0.00000000,0.19737418,0.04861665
-5.69984992,1.85613825,0.34959572,1.46569376,0.00425799,0.02590320,0.27682331,0.00000000,0.18946938,0.04806274
-5.69384692,1.84364188,0.34553422,1.46680217,0.00438680,0.02418908,0.26827527,0.00000000,0.18145465,0.04737331
-5.68784392,1.82486883,0.34040703,1.46216374,0.00449440,0.02250759,0.25920183,0.00000000,0.17335765,0.04654036
-5.68184092,1.79966865,0.33418616,1.45157902,0.00457719,0.02086728,0.24963028,0.00000000,0.16520474,0.04555954
-5.67583792,1.76802097,0.32686655,1.43497007,0.00463240,0.01927620,0.23959797,0.00000000,0.15702165,0.04443023
-5.66983492,1.73003611,0.31846682,1.41238087,0.00465811,0.01774183,0.22915234,0.00000000,0.14883423,0.04315559
-5.66383192,1.68595243,0.30902942,1.38397448,0.00465332,0.01627113,0.21835060,0.00000000,0.14066923,0.04174244
-5.65782891,1.63613026,0.29862009,1.35002714,0.00461794,0.01487060,0.20725932,0.00000000,0.13255499,0.04020108
-5.65182591,1.58104297,0.28732676,1.31091976,0.00455280,0.01354633,0.19595359,0.00000000,0.12452204,0.03854507
-5.64582291,1.52126565,0.27525781,1.26712709,0.00445961,0.01230409,0.18451609,0.00000000,0.11660356,0.03679092
-5.63981991,1.45746188,0.26253988,1.21920533,0.00434097,0.01114945,0.17303586,0.00000000,0.10883571,0.03495766
-5.63381691,1.39036933,0.24931531,1.16777860,0.00420028,0.01008794,0.16160706,0.00000000,0.10125778,0.03306648
-5.62781391,1.32078494,0.23573935,1.11352500,0.00404172,0.00912519,0.15032759,0.00000000,0.09391220,0.03114030
-5.62181091,1.24955030,0.22197731,1.05716293,0.00387019,0.00826717,0.13929778,0.00000000,0.08684447,0.02920331
-5.61580790,1.17753788,0.20820172,0.99943802,0.00369122,0.00752036,0.12861921,0.00000000,0.08010297,0.02728061
-5.60980490,1.10563866,0.19458975,0.94111141,0.00351099,0.00689202,0.11839364,0.00000000,0.07373880,0.02539780
-5.60380190,1.03475158,0.18132086,0.88294946,0.00333624,0.00639043,0.10872225,0.00000000,0.06780550,0.02358074
-5.59779890,0.96577505,0.16857486,0.82571535,0.00317428,0.00602513,0.09970507,0.00000000,0.06235894,0.02185526
-5.59179590,0.89960068,0.15653044,0.77016260,0.00303297,0.00580720,0.09144079,0.00000000,0.05745712,0.02024701
-5.58579290,0.83710912,0.14536409,0.71703038,0.00292076,0.00574942,0.08402677,0.00000000,0.05316011,0.01878138
-5.57978989,0.77916788,0.13524947,0.66704066,0.00284670,0.00586653,0.07755940,0.00000000,0.04952999,0.01748344
-5.57378689,0.72663067,0.12635716,0.62089676,0.00282053,0.00617530,0.07213460,0.00000000,0.04663081,0.01637797
-5.56778389,0.68033793,0.11885466,0.57928300,0.00285268,0.00669460,0.06784849,0.00000000,0.04452855,0.01548953
-5.56178089,0.64111787,0.11290661,0.54286507,0.00295438,0.00744540,0.06479808,0.00000000,0.04329097,0.01484255
-5.55577789,0.60978743,0.10867499,0.51229054,0.00313771,0.00845057,0.06308195,0.00000000,0.04298739,0.01446137
-5.54977489,0.58715249,0.10631929,0.48818903,0.00341562,0.00973462,0.06280072,0.00000000,0.04368823,0.01437035
-5.54377189,0.57400669,0.10599644,0.47117157,0.00380195,0.01132333,0.06405730,0.00000000,0.04546431,0.01459382
-5.53776888,0.57112821,0.10786036,0.46182860,0.00431140,0.01324314,0.06695667,0.00000000,0.04838588,0.01515605
-5.53176588,0.57927403,0.11206110,0.46072632,0.00495947,0.01552045,0.07160533,0.00000000,0.05252127,0.01608108
-5.52576288,0.59917125,0.11874345,0.46840084,0.00576230,0.01818081,0.07811012,0.00000000,0.05793520,0.01739249
-5.51975988,0.63150515,0.12804496,0.48535021,0.00673646,0.02124795,0.08657652,0.00000000,0.06468671,0.01911301
-5.51375688,0.67690412,0.14009345,0.51202394,0.00789868,0.02474266,0.09710638,0.00000000,0.07282680,0.02126409
-5.50775388,0.73592136,0.15500393,0.54881036,0.00926545,0.02868172,0.10979504,0.00000000,0.08239579,0.02386526
-5.50175088,0.80901390,0.17287513,0.59602184,0.01085260,0.03307671,0.12472809,0.00000000,0.09342050,0.02693351
-5.49574787,0.89651952,0.19378569,0.65387849,0.01267477,0.03793288,0.14197758,0.00000000,0.10591135,0.03048252
-5.48974487,0.99863233,0.21779021,0.72249070,0.01474479,0.04324811,0.16159812,0.00000000,0.11985964,0.03452187
-5.48374187,1.11537808,0.24491528,0.80184148,0.01707308,0.04901199,0.18362277,0.00000000,0.13523498,0.03905623
-5.47773887,1.24659043,0.27515579,0.89176930,0.01966696,0.05520509,0.20805913,0.00000000,0.15198318,0.04408455
-5.47173587,1.39188935,0.30847164,0.99195255,0.02252996,0.06179854,0.23488554,0.00000000,0.17002475,0.04959937
-5.46573287,1.55066319,0.34478500,1.10189649,0.02566118,0.06875380,0.26404796,0.00000000,0.18925414,0.05558610
-5.45972986,1.72205555,0.38397851,1.22092381,0.02905468,0.07602293,0.29545732,0.00000000,0.20953980,0.06202261
-5.45372686,1.90495845,0.42589428,1.34816974,0.03269896,0.08354900,0.32898785,0.00000000,0.23072531,0.06887883
-5.44772386,2.09801254,0.47033397,1.48258261,0.03657658,0.09126708,0.36447629,0.00000000,0.25263147,0.07611662
-5.44172086,2.29961549,0.51705995,1.62293035,0.04066388,0.09910545,0.40172225,0.00000000,0.27505945,0.08368988
-5.43571786,2.50793887,0.56579754,1.76781361,0.04493096,0.10698715,0.44048970,0.00000000,0.29779492,0.09154484
-5.42971486,2.72095365,0.61623820,1.91568547,0.04934181,0.11483180,0.48050954,0.00000000,0.32061302,0.09962063
-5.42371186,2.93646412,0.66804366,2.06487759,0.05385465,0.12255763,0.52148340,0.00000000,0.34328402,0.10785008
-5.41770885,3.15214952,0.72085072,2.21363245,0.05842254,0.13008363,0.56308837,0.00000000,0.36557944,0.11616075
-5.41170585,3.36561214,0.77427664,2.36014064,0.06299418,0.13733162,0.60498261,0.00000000,0.38727840,0.12447613
-5.40570285,3.57443059,0.82792479,2.50258231,0.06751498,0.14422838,0.64681166,0.00000000,0.40817378,0.13271704
-5.39969985,3.77621619,0.88139038,2.63917113,0.07192822,0.15070751,0.68821524,0.00000000,0.42807808,0.14080314
-5.39369685,3.96867072,0.93426609,2.76819941,0.07617650,0.15671102,0.72883420,0.00000000,0.44682852,0.14865457
-5.38769385,4.14964299,0.98614738,2.88808243,0.08020318,0.16219064,0.76831756,0.00000000,0.46429122,0.15619357
-5.38169085,4.31718233,1.03663736,2.99740029,0.08395394,0.16710867,0.80632917,0.00000000,0.48036419,0.16334608
-5.37568784,4.46958658,1.08535107,3.09493560,0.08737839,0.17143842,0.84255399,0.00000000,0.49497891,0.17004339
-5.36968484,4.60544277,1.13191921,3.17970522,0.09043149,0.17516421,0.87670356,0.00000000,0.50810056,0.17622353
-5.36368184,4.72365881,1.17599122,3.25098482,0.09307499,0.17828096,0.90852074,0.00000000,0.51972672,0.18183260
-5.35767884,4.82348484,1.21723790,3.30832509,0.09527859,0.18079334,0.93778332,0.00000000,0.52988472,0.18682584
-5.35167584,4.90452353,1.25535357,3.35155892,0.09702091,0.18271469,0.96430671,0.00000000,0.53862775,0.19116854
-5.34567284,4.96672883,1.29005795,3.38079920,0.09829016,0.18406559,0.98794549,0.00000000,0.54602990,0.19483658
-5.33966983,5.01039352,1.32109792,3.39642728,0.09908448,0.18487244,1.00859383,0.00000000,0.55218052,0.19781678
-5.33366683,5.03612620,1.34824925,3.39907272,0.09941195,0.18516580,1.02618505,0.00000000,0.55717811,0.20010690
-5.32766383,5.04481876,1.37131845,3.38958521,0.09929021,0.18497897,1.04069013,0.00000000,0.56112414,0.20171535
-5.32166083,5.03760600,1.39014490,3.36899982,0.09874582,0.18434661,1.05211554,0.00000000,0.56411707,0.20266062
-5.31565783,5.01581921,1.40460315,3.33849730,0.09781317,0.18330358,1.06050043,0.00000000,0.56624702,0.20297040
-5.30965483,4.98093578,1.41460552,3.29936104,0.09653326,0.18188407,1.06591326,0.00000000,0.56759125,0.20268053
