energy_ev,total_up,Au_p_up,Au_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.30365183,4.93452701,1.42010475,3.25293256,0.09495209,0.18012106,1.06844822,0.00000000,0.56821065,0.20183361
-5.29764882,4.87820628,1.42109680,3.20056750,0.09311905,0.17804600,1.06822143,0.00000000,0.56814756,0.20047757
-5.29164582,4.81357967,1.41762338,3.14359374,0.09108506,0.17568888,1.06536713,0.00000000,0.56742483,0.19866407
-5.28564282,4.74220087,1.40977405,3.08327340,0.08890088,0.17307849,1.06003394,0.00000000,0.56604618,0.19644679
-5.27963982,4.66553192,1.39768777,3.02077003,0.08661528,0.17024286,1.05238138,0.00000000,0.56399785,0.19387983
-5.27363682,4.58491097,1.38155347,2.95712204,0.08427355,0.16720985,1.04257659,0.00000000,0.56125123,0.19101605
-5.26763382,4.50152789,1.36160953,2.89322319,0.08191612,0.16400775,1.03079145,0.00000000,0.55776646,0.18790564
-5.26163082,4.41640815,1.33814194,2.82981043,0.07957743,0.16066584,1.01720004,0.00000000,0.55349669,0.18459482
-5.25562781,4.33040485,1.31148107,2.76745901,0.07728519,0.15721486,1.00197644,0.00000000,0.54839262,0.18112470
-5.24962481,4.24419865,1.28199693,2.70658474,0.07505995,0.15368724,0.98529303,0.00000000,0.54240726,0.17753058
-5.24362181,4.15830481,1.25009303,2.64745248,0.07291504,0.15011715,0.96731903,0.00000000,0.53550048,0.17384133
-5.23761881,4.07308629,1.21619899,2.59019019,0.07085679,0.14654029,0.94821945,0.00000000,0.52764316,0.17007928
-5.23161581,3.98877188,1.18076199,2.53480721,0.06888521,0.14299344,0.92815439,0.00000000,0.51882082,0.16626027
-5.22561281,3.90547790,1.14423753,2.48121578,0.06699480,0.13951371,0.90727856,0.00000000,0.50903638,0.16239409
-5.21960980,3.82323220,1.10707971,2.42925444,0.06517570,0.13613772,0.88574111,0.00000000,0.49831221,0.15848517
-5.21360680,3.74199912,1.06973155,2.37871194,0.06341495,0.13290050,0.86368560,0.00000000,0.48669111,0.15453348
-5.20760380,3.66170411,1.03261556,2.32935081,0.06169789,0.12983445,0.84125023,0.00000000,0.47423656,0.15053564
-5.20160080,3.58225700,0.99612521,2.28092918,0.06000948,0.12696823,0.81856811,0.00000000,0.46103190,0.14648611
-5.19559780,3.50357287,0.96061744,2.23322033,0.05833570,0.12432573,0.79576765,0.00000000,0.44717886,0.14237849
-5.18959480,3.42558982,0.92640653,2.18602898,0.05666471,0.12192528,0.77297293,0.00000000,0.43279534,0.13820673
-5.18359180,3.34828306,0.89375969,2.13920414,0.05498788,0.11977893,0.75030410,0.00000000,0.41801256,0.13396636
-5.17758879,3.27167506,0.86289422,2.09264805,0.05330058,0.11789211,0.72787760,0.00000000,0.40297189,0.12965545
-5.17158579,3.19584139,0.83397651,2.04632113,0.05160267,0.11626349,0.70580628,0.00000000,0.38782128,0.12527551
-5.16558279,3.12091243,0.80712260,2.00024315,0.04989875,0.11488515,0.68419922,0.00000000,0.37271156,0.12083203
-5.15957979,3.04707100,0.78240024,1.95449076,0.04819805,0.11374303,0.66316138,0.00000000,0.35779267,0.11633484
-5.15357679,2.97454622,0.75983205,1.90919169,0.04651411,0.11281755,0.64279281,0.00000000,0.34320996,0.11179813
-5.14757379,2.90360390,0.73939969,1.86451621,0.04486410,0.11208452,0.62318755,0.00000000,0.32910063,0.10724028
-5.14157079,2.83453404,0.72104850,1.82066615,0.04326803,0.11151601,0.60443216,0.00000000,0.31559039,0.10268330
-5.13556778,2.76763598,0.70469239,1.77786228,0.04174767,0.11108147,0.58660389,0.00000000,0.30279043,0.09815215
-5.12956478,2.70320175,0.69021861,1.73633042,0.04032545,0.11074870,0.56976856,0.00000000,0.29079476,0.09367382
-5.12356178,2.64149849,0.67749222,1.69628709,0.03902320,0.11048480,0.55397816,0.00000000,0.27967793,0.08927627
-5.11755878,2.58275059,0.66636002,1.65792519,0.03786100,0.11025704,0.53926838,0.00000000,0.26949324,0.08498735
-5.11155578,2.52712235,0.65665377,1.62140039,0.03685600,0.11003353,0.52565617,0.00000000,0.26027140,0.08083360
-5.10555278,2.47470221,0.64819286,1.58681886,0.03602140,0.10978378,0.51313742,0.00000000,0.25201980,0.07683919
-5.09954977,2.42548910,0.64078634,1.55422676,0.03536558,0.10947899,0.50168506,0.00000000,0.24472231,0.07302492
-5.09354677,2.37938195,0.63423440,1.52360231,0.03489149,0.10909236,0.49124772,0.00000000,0.23833973,0.06940736
-5.08754377,2.33617304,0.62832975,1.49485050,0.03459621,0.10859906,0.48174901,0.00000000,0.23281077,0.06599823
-5.08154077,2.29554577,0.62285881,1.46780117,0.03447080,0.10797626,0.47308775,0.00000000,0.22805382,0.06280394
-5.07553777,2.25707726,0.61760319,1.44221044,0.03450044,0.10720306,0.46513918,0.00000000,0.22396917,0.05982546
-5.06953477,2.22024615,0.61234145,1.41776564,0.03466480,0.10626040,0.45775716,0.00000000,0.22044191,0.05705832
-5.06353177,2.18444549,0.60685161,1.39409382,0.03493868,0.10513104,0.45077744,0.00000000,0.21734533,0.05449300
-5.05752876,2.14900041,0.60091411,1.37077335,0.03529281,0.10379954,0.44402199,0.00000000,0.21454472,0.05211539
-5.05152576,2.11319007,0.59431574,1.34734847,0.03569491,0.10225244,0.43730415,0.00000000,0.21190148,0.04990753
-5.04552276,2.07627305,0.58685396,1.32334601,0.03611080,0.10047839,0.43043445,0.00000000,0.20927750,0.04784849
-5.03951976,2.03751504,0.57834196,1.29829361,0.03650565,0.09846852,0.42322701,0.00000000,0.20653942,0.04591533
-5.03351676,1.99621766,0.56861389,1.27173879,0.03684522,0.09621681,0.41550596,0.00000000,0.20356291,0.04408408
-5.02751376,1.95174695,0.55753015,1.24326763,0.03709705,0.09372046,0.40711189,0.00000000,0.20023649,0.04233085
-5.02151076,1.90356012,0.54498243,1.21252249,0.03723165,0.09098037,0.39790777,0.00000000,0.19646506,0.04063269
-5.01550775,1.85122933,0.53089809,1.17921767,0.03722345,0.08800151,0.38778415,0.00000000,0.19217264,0.03896857
-5.00950475,1.79446099,0.51524366,1.14315225,0.03705166,0.08479324,0.37666340,0.00000000,0.18730455,0.03732008
-5.00350175,1.73310981,0.49802713,1.10421954,0.03670087,0.08136946,0.36450264,0.00000000,0.18182867,0.03567202
-4.99749875,1.66718670,0.47929885,1.06241254,0.03616148,0.07774868,0.35129541,0.00000000,0.17573588,0.03401282
-4.99149575,1.59686021,0.45915088,1.01782528,0.03542985,0.07395389,0.33707173,0.00000000,0.16903964,0.03233478
-4.98549275,1.52245140,0.43771479,0.97064982,0.03450821,0.07001216,0.32189683,0.00000000,0.16177474,0.03063409
-4.97948974,1.44442242,0.41515793,0.92116932,0.03340440,0.06595420,0.30586846,0.00000000,0.15399525,0.02891068
-4.97348674,1.36335949,0.39167836,0.86974740,0.03213135,0.06181363,0.28911287,0.00000000,0.14577190,0.02716794
-4.96748374,1.27995124,0.36749858,0.81681443,0.03070643,0.05762617,0.27177993,0.00000000,0.13718889,0.02541227
-4.96148074,1.19496344,0.34285850,0.76285163,0.02915063,0.05342872,0.25403733,0.00000000,0.12834037,0.02365257
-4.95547774,1.10921151,0.31800782,0.70837352,0.02748773,0.04925835,0.23606443,0.00000000,0.11932679,0.02189963
-4.94947474,1.02353226,0.29319828,0.65390985,0.02574330,0.04515136,0.21804586,0.00000000,0.11025117,0.02016547
-4.94347174,0.93875595,0.26867616,0.59998781,0.02394381,0.04114226,0.20016529,0.00000000,0.10121556,0.01846275
-4.93746873,0.85568022,0.24467524,0.54711522,0.02211572,0.03726294,0.18259961,0.00000000,0.09231778,0.01680415
-4.93146573,0.77504672,0.22141062,0.49576550,0.02028463,0.03354191,0.16551370,0.00000000,0.08364860,0.01520179
-4.92546273,0.69752148,0.19907353,0.44636493,0.01847459,0.03000366,0.14905604,0.00000000,0.07528939,0.01366682
-4.91945973,0.62367945,0.17782746,0.39928267,0.01670749,0.02666828,0.13335533,0.00000000,0.06731033,0.01220896
-4.91345673,0.55399376,0.15780543,0.35482361,0.01500254,0.02355116,0.11851802,0.00000000,0.05976920,0.01083630
-4.90745373,0.48882955,0.13910863,0.31322424,0.01337602,0.02066297,0.10462700,0.00000000,0.05271080,0.00955506
-4.90145073,0.42844241,0.12180635,0.27465147,0.01184105,0.01800966,0.09174115,0.00000000,0.04616682,0.00836952
-4.89544772,0.37298081,0.10593694,0.23920400,0.01040757,0.01559280,0.07989593,0.00000000,0.04015625,0.00728205
-4.88944472,0.32249227,0.09150982,0.20691604,0.00908237,0.01340989,0.06910468,0.00000000,0.03468621,0.00629316
-4.88344172,0.27693236,0.07850827,0.17776293,0.00786929,0.01145485,0.05936057,0.00000000,0.02975309,0.00540168
-4.87743872,0.23617590,0.06689281,0.15166814,0.00676949,0.00971858,0.05063906,0.00000000,0.02534395,0.00460494
-4.87143572,0.20002968,0.05660490,0.12851134,0.00578173,0.00818950,0.04290067,0.00000000,0.02143801,0.00389901
-4.86543272,0.16824588,0.04757095,0.10813683,0.00490274,0.00685417,0.03609389,0.00000000,0.01800834,0.00327896
-4.85942971,0.14053562,0.03970618,0.09036215,0.00412760,0.00569787,0.03015821,0.00000000,0.01502339,0.00273912
-4.85342671,0.11658205,0.03291850,0.07498642,0.00345011,0.00470518,0.02502691,0.00000000,0.01244859,0.00227335
-4.84742371,0.09605260,0.02711200,0.06179805,0.00286314,0.00386041,0.02062982,0.00000000,0.01024778,0.00187527
-4.84142071,0.07860990,0.02219015,0.05058177,0.00235900,0.00314813,0.01689572,0.00000000,0.00838450,0.00153849
-4.83541771,0.06392143,0.01805861,0.04112463,0.00192969,0.00255351,0.01375446,0.00000000,0.00682314,0.00125685
-4.82941471,0.05166753,0.01462760,0.03322114,0.00156719,0.00206267,0.01113882,0.00000000,0.00552993,0.00102456
-4.82341171,0.04154790,0.01181390,0.02667733,0.00126367,0.00166293,0.00898596,0.00000000,0.00447374,0.00083639
-4.81740870,0.03328675,0.00954242,0.02131385,0.00101163,0.00134304,0.00723865,0.00000000,0.00362679,0.00068782
-4.81140570,0.02663657,0.00774753,0.01696829,0.00080407,0.00109332,0.00584621,0.00000000,0.00296523,0.00057515
-4.80540270,0.02138087,0.00637402,0.01349670,0.00063453,0.00090585,0.00476526,0.00000000,0.00246961,0.00049566
-4.79939970,0.01733597,0.00537802,0.01077448,0.00049719,0.00077455,0.00396022,0.00000000,0.00212529,0.00044772
-4.79339670,0.01435227,0.00472761,0.00869685,0.00038683,0.00069529,0.00340385,0.00000000,0.00192290,0.00043089
-4.78739370,0.01231496,0.00440358,0.00717898,0.00029889,0.00066601,0.00307754,0.00000000,0.00185869,0.00044610
-4.78139070,0.01114464,0.00440000,0.00615590,0.00022938,0.00068682,0.00297171,0.00000000,0.00193500,0.00049578
-4.77538769,0.01079779,0.00472500,0.00558236,0.00017491,0.00076017,0.00308620,0.00000000,0.00216073,0.00058404
-4.76938469,0.01126743,0.00540147,0.00543268,0.00013261,0.00089093,0.00343061,0.00000000,0.00255188,0.00071684
-4.76338169,0.01258390,0.00646801,0.00570067,0.00010006,0.00108661,0.00402483,0.00000000,0.00313216,0.00090222
-4.75737869,0.01481591,0.00797983,0.00639973,0.00007529,0.00135756,0.00489947,0.00000000,0.00393362,0.00115052
-4.75137569,0.01807174,0.01000972,0.00756302,0.00005667,0.00171710,0.00609645,0.00000000,0.00499735,0.00147458
-4.74537269,0.02250063,0.01264907,0.00924378,0.00004290,0.00218176,0.00766948,0.00000000,0.00637416,0.00189002
-4.73936968,0.02829417,0.01600874,0.01151577,0.00003295,0.00277149,0.00968457,0.00000000,0.00812521,0.00241541
-4.73336668,0.03568748,0.02021973,0.01447364,0.00002600,0.00350972,0.01222039,0.00000000,0.01032254,0.00307245
-4.72736368,0.04496002,0.02543359,0.01823325,0.00002144,0.00442354,0.01536844,0.00000000,0.01304942,0.00388616
-4.72136068,0.05643567,0.03182233,0.02293180,0.00001878,0.00554367,0.01923296,0.00000000,0.01640047,0.00488484
-4.71535768,0.07048186,0.03957780,0.02872754,0.00001770,0.00690437,0.02393049,0.00000000,0.02048140,0.00610011
-4.70935468,0.08750735,0.04891023,0.03579900,0.00001794,0.00854325,0.02958897,0.00000000,0.02540834,0.00756668
-4.70335168,0.10795832,0.06004599,0.04434359,0.00001935,0.01050083,0.03634621,0.00000000,0.03130664,0.00932208
-4.69734867,0.13231259,0.07322428,0.05457523,0.00002182,0.01282002,0.04434785,0.00000000,0.03830906,0.01140610
-4.69134567,0.16107143,0.08869267,0.06672117,0.00002531,0.01554536,0.05374456,0.00000000,0.04655334,0.01386017
-4.68534267,0.19474911,0.10670159,0.08101760,0.00002980,0.01872200,0.06468848,0.00000000,0.05617892,0.01672642
-4.67933967,0.23385978,0.12749752,0.09770406,0.00003531,0.02239453,0.07732898,0.00000000,0.06732310,0.02004658
-4.67333667,0.27890183,0.15131512,0.11701674,0.00004187,0.02660558,0.09180766,0.00000000,0.08011634,0.02386069
-4.66733367,0.33033991,0.17836834,0.13918053,0.00004951,0.03139423,0.10825273,0.00000000,0.09467699,0.02820560
-4.66133067,0.38858492,0.20884081,0.16439997,0.00005830,0.03679428,0.12677294,0.00000000,0.11110542,0.03311329
-4.65532766,0.45397240,0.24287556,0.19284938,0.00006826,0.04283237,0.14745110,0.00000000,0.12947787,0.03860918
-4.64932466,0.52674010,0.28056483,0.22466236,0.00007942,0.04952615,0.17033761,0.00000000,0.14984004,0.04471028
-4.64332166,0.60700556,0.32193989,0.25992104,0.00009180,0.05688242,0.19544410,0.00000000,0.17220080,0.05142341
