energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-3.51475738,1.33930436,0.28751564,0.45701859,0.00041514,0.02694045,0.16709412,0.69824177,0.12408074,0.00000000
-3.50875438,1.34680829,0.27029011,0.45513248,0.00043140,0.02874274,0.16245451,0.71400827,0.12271732,0.00000000
-3.50275138,1.35820137,0.25538097,0.45475263,0.00044761,0.03053027,0.15841631,0.73114341,0.12182086,0.00000000
-3.49674837,1.37299649,0.24281711,0.45579572,0.00046341,0.03228055,0.15495430,0.74926926,0.12135157,0.00000000
-3.49074537,1.39063725,0.23258814,0.45816217,0.00047847,0.03397153,0.15202978,0.76797465,0.12125716,0.00000000
-3.48474237,1.41052765,0.22464978,0.46174401,0.00049249,0.03558243,0.14959426,0.78683296,0.12147569,0.00000000
-3.47873937,1.43206304,0.21892987,0.46643278,0.00050522,0.03709450,0.14759332,0.80542089,0.12193881,0.00000000
-3.47273637,1.45466045,0.21533443,0.47212667,0.00051645,0.03849172,0.14597052,0.82333736,0.12257514,0.00000000
-3.46673337,1.47778694,0.21375350,0.47873661,0.00052603,0.03976152,0.14467108,0.84022140,0.12331382,0.00000000
-3.46073037,1.50098423,0.21406656,0.48619089,0.00053388,0.04089523,0.14364525,0.85576846,0.12408780,0.00000000
-3.45472736,1.52388856,0.21614701,0.49443800,0.00053998,0.04188856,0.14285102,0.86974394,0.12483695,0.00000000
-3.44872436,1.54624468,0.21986582,0.50344762,0.00054438,0.04274171,0.14225629,0.88199364,0.12551070,0.00000000
-3.44272136,1.56791328,0.22509413,0.51320962,0.00054718,0.04345947,0.14184022,0.89245027,0.12607021,0.00000000
-3.43671836,1.58887177,0.23170464,0.52373133,0.00054854,0.04405100,0.14159383,0.90113591,0.12648993,0.00000000
-3.43071536,1.60920828,0.23957211,0.53503305,0.00054868,0.04452945,0.14151991,0.90816024,0.12675844,0.00000000
-3.42471236,1.62910955,0.24857285,0.54714242,0.00054783,0.04491141,0.14163208,0.91371459,0.12687880,0.00000000
-3.41870935,1.64884336,0.25858348,0.56008783,0.00054629,0.04521618,0.14195337,0.91806219,0.12686808,0.00000000
-3.41270635,1.66873679,0.26947914,0.57389141,0.00054433,0.04546491,0.14251421,0.92152514,0.12675642,0.00000000
-3.40670335,1.68915142,0.28113143,0.58856215,0.00054224,0.04567971,0.14335008,0.92446869,0.12658555,0.00000000
-3.40070035,1.71045723,0.29340632,0.60408960,0.00054030,0.04588261,0.14449892,0.92728383,0.12640687,0.00000000
-3.39469735,1.73300654,0.30616232,0.62043869,0.00053877,0.04609464,0.14599845,0.93036889,0.12627927,0.00000000
-3.38869435,1.75710969,0.31924906,0.63754600,0.00053785,0.04633493,0.14788370,0.93411121,0.12626669,0.00000000
-3.38269135,1.78301381,0.33250671,0.65531797,0.00053769,0.04661984,0.15018455,0.93886984,0.12643569,0.00000000
-3.37668834,1.81088595,0.34576612,0.67363122,0.00053841,0.04696235,0.15292384,0.94495999,0.12685303,0.00000000
-3.37068534,1.84080154,0.35885001,0.69233503,0.00054004,0.04737155,0.15611571,0.95264012,0.12758339,0.00000000
-3.36468234,1.87273890,0.37157519,0.71125618,0.00054255,0.04785228,0.15976463,0.96210214,0.12868734,0.00000000
-3.35867934,1.90658004,0.38375571,0.73020588,0.00054586,0.04840510,0.16386479,0.97346520,0.13021962,0.00000000
-3.35267634,1.94211770,0.39520697,0.74898848,0.00054979,0.04902631,0.16840019,0.98677326,0.13222776,0.00000000
-3.34667334,1.97906828,0.40575054,0.76741183,0.00055415,0.04970833,0.17334517,1.00199641,0.13475110,0.00000000
-3.34067034,2.01708981,0.41521950,0.78529852,0.00055867,0.05044007,0.17866540,1.01903577,0.13782014,0.00000000
-3.33466733,2.05580403,0.42346411,0.80249765,0.00056307,0.05120760,0.18431928,1.03773153,0.14145629,0.00000000
-3.32866433,2.09482126,0.43035743,0.81889655,0.00056703,0.05199485,0.19025971,1.05787371,0.14567198,0.00000000
-3.32266133,2.13376662,0.43580066,0.83443167,0.00057023,0.05278436,0.19643593,1.07921486,0.15047095,0.00000000
-3.31665833,2.17230622,0.43972793,0.84909825,0.00057237,0.05355815,0.20279557,1.10148399,0.15584886,0.00000000
-3.31065533,2.21017172,0.44211019,0.86295802,0.00057315,0.05429846,0.20928665,1.12440104,0.16179403,0.00000000
-3.30465233,2.24718202,0.44295811,0.87614462,0.00057235,0.05498855,0.21585942,1.14769104,0.16828828,0.00000000
-3.29864932,2.28326073,0.44232368,0.88886620,0.00056977,0.05561331,0.22246810,1.17109731,0.17530777,0.00000000
-3.29264632,2.31844847,0.44030046,0.90140495,0.00056527,0.05615987,0.22907222,1.19439295,0.18282390,0.00000000
-3.28664332,2.35290922,0.43702242,0.91411347,0.00055880,0.05661798,0.23563772,1.21739028,0.19080400,0.00000000
-3.28064032,2.38693021,0.43266135,0.92740780,0.00055037,0.05698029,0.24213759,1.23994760,0.19921204,0.00000000
-3.27463732,2.42091529,0.42742295,0.94175732,0.00054009,0.05724249,0.24855217,1.26197313,0.20800903,0.00000000
-3.26863432,2.45537171,0.42154168,0.95767161,0.00052810,0.05740329,0.25486896,1.28342596,0.21715338,0.00000000
-3.26263132,2.49089089,0.41527457,0.97568478,0.00051466,0.05746425,0.26108209,1.30431406,0.22660087,0.00000000
-3.25662831,2.52812380,0.40889419,0.99633755,0.00050005,0.05742948,0.26719141,1.32468938,0.23630463,0.00000000
-3.25062531,2.56775175,0.40268108,1.02015767,0.00048462,0.05730528,0.27320121,1.34464043,0.24621470,0.00000000
-3.24462231,2.61045389,0.39691570,1.04763936,0.00046877,0.05709966,0.27911871,1.36428264,0.25627759,0.00000000
-3.23861931,2.65687253,0.39187047,1.07922241,0.00045289,0.05682180,0.28495232,1.38374698,0.26643559,0.00000000
-3.23261631,2.70757771,0.38780182,1.11527166,0.00043741,0.05648151,0.29070984,1.40316741,0.27662607,0.00000000
-3.22661331,2.76303260,0.38494276,1.15605766,0.00042275,0.05608870,0.29639653,1.42266770,0.28678071,0.00000000
-3.22061031,2.82356096,0.38349603,1.20173927,0.00040930,0.05565282,0.30201332,1.44234831,0.29682481,0.00000000
-3.21460730,2.88931837,0.38362811,1.25234893,0.00039742,0.05518242,0.30755511,1.46227396,0.30667674,0.00000000
-3.20860430,2.96026852,0.38546421,1.30778138,0.00038742,0.05468474,0.31300937,1.48246245,0.31624760,0.00000000
-3.20260130,3.03616575,0.38908450,1.36778633,0.00037956,0.05416541,0.31835500,1.50287546,0.32544122,0.00000000
-3.19659830,3.11654497,0.39452155,1.43196581,0.00037404,0.05362824,0.32356167,1.52341164,0.33415454,0.00000000
-3.19059530,3.20071982,0.40175914,1.49977637,0.00037099,0.05307514,0.32858953,1.54390269,0.34227843,0.00000000
-3.18459230,3.28778950,0.41073255,1.57053666,0.00037045,0.05250612,0.33338950,1.56411252,0.34969901,0.00000000
-3.17858929,3.37665452,0.42133017,1.64344014,0.00037241,0.05191941,0.33790404,1.58373980,0.35629949,0.00000000
-3.17258629,3.46604116,0.43339665,1.71757310,0.00037677,0.05131170,0.34206841,1.60242390,0.36196252,0.00000000
-3.16658329,3.55453420,0.44673725,1.79193727,0.00038339,0.05067844,0.34581249,1.61975407,0.36657297,0.00000000
-3.16058029,3.64061679,0.46112354,1.86547682,0.00039205,0.05001417,0.34906288,1.63528161,0.37002111,0.00000000
-3.15457729,3.72271623,0.47630012,1.93710861,0.00040249,0.04931295,0.35174546,1.64853462,0.37220603,0.00000000
-3.14857429,3.79925416,0.49199218,2.00575488,0.00041441,0.04856880,0.35378808,1.65903456,0.37303919,0.00000000
-3.14257129,3.86869890,0.50791382,2.07037713,0.00042749,0.04777606,0.35512340,1.66631421,0.37244799,0.00000000
-3.13656828,3.92961827,0.52377669,2.13000994,0.00044138,0.04692982,0.35569162,1.66993598,0.37037901,0.00000000
-3.13056528,3.98073036,0.53929867,2.18379339,0.00045575,0.04602624,0.35544315,1.66950997,0.36680102,0.00000000
-3.12456228,4.02095023,0.55421245,2.23100260,0.00047027,0.04506280,0.35434086,1.66471071,0.36170740,0.00000000
-3.11855928,4.04943054,0.56827349,2.27107322,0.00048465,0.04403849,0.35236197,1.65529213,0.35511779,0.00000000
-3.11255628,4.06559408,0.58126712,2.30362168,0.00049863,0.04295391,0.34949948,1.64109974,0.34707912,0.00000000
-3.10655328,4.06915700,0.59301461,2.32845911,0.00051202,0.04181128,0.34576290,1.62207968,0.33766563,0.00000000
-3.10055028,4.06014140,0.60337778,2.34559835,0.00052468,0.04061438,0.34117853,1.59828417,0.32697803,0.00000000
-3.09454727,4.03887678,0.61226207,2.35525347,0.00053658,0.03936835,0.33578898,1.56987308,0.31514183,0.00000000
-3.08854427,4.00599030,0.61961797,2.35783183,0.00054775,0.03807954,0.32965222,1.53711163,0.30230470,0.00000000
-3.08254127,3.96238609,0.62544060,2.35391884,0.00055835,0.03675522,0.32284003,1.50036433,0.28863320,0.00000000
-3.07653827,3.90921464,0.62976767,2.34425586,0.00056863,0.03540328,0.31543602,1.46008545,0.27430889,0.00000000
-3.07053527,3.84783357,0.63267572,2.32971243,0.00057895,0.03403199,0.30753334,1.41680653,0.25952389,0.00000000
-3.06453227,3.77976141,0.63427496,2.31125358,0.00058981,0.03264970,0.29923210,1.37112144,0.24447626,0.00000000
-3.05852926,3.70662649,0.63470289,2.28990393,0.00060181,0.03126457,0.29063669,1.32366964,0.22936527,0.00000000
-3.05252626,3.63011299,0.63411700,2.26670984,0.00061568,0.02988437,0.28185305,1.27511849,0.21438666,0.00000000
-3.04652326,3.55190646,0.63268696,2.24270134,0.00063226,0.02851633,0.27298612,1.22614513,0.19972825,0.00000000
-3.04052026,3.47364095,0.63058657,2.21885537,0.00065246,0.02716703,0.26413734,1.17741872,0.18556590,0.00000000
-3.03451726,3.39684986,0.62798597,2.19606190,0.00067733,0.02584233,0.25540247,1.12958370,0.17205997,0.00000000
-3.02851426,3.32292224,0.62504439,2.17509418,0.00070794,0.02454738,0.24686972,1.08324458,0.15935237,0.00000000
-3.02251126,3.25306615,0.62190378,2.15658446,0.00074543,0.02328668,0.23861815,1.03895266,0.14756430,0.00000000
-3.01650825,3.18828014,0.61868369,2.14100588,0.00079095,0.02206418,0.23071647,0.99719510,0.13679466,0.00000000
-3.01050525,3.12933368,0.61547752,2.12866126,0.00084563,0.02088336,0.22322218,0.95838646,0.12711906,0.00000000
-3.00450225,3.07675685,0.61235027,2.11967907,0.00091054,0.01974739,0.21618100,0.92286294,0.11858963,0.00000000
-2.99849925,3.03083919,0.60933801,2.11401649,0.00098666,0.01865931,0.20962670,0.89087909,0.11123525,0.00000000
-2.99249625,2.99163739,0.60644883,2.11146925,0.00107483,0.01762210,0.20358115,0.86260718,0.10506240,0.00000000
-2.98649325,2.95899095,0.60366532,2.11168769,0.00117570,0.01663886,0.19805467,0.83813874,0.10005648,0.00000000
-2.98049025,2.93254486,0.60094839,2.11419806,0.00128969,0.01571291,0.19304662,0.81748834,0.09618341,0.00000000
-2.97448724,2.91177805,0.59824208,2.11842814,0.00141693,0.01484788,0.18854619,0.80059904,0.09339160,0.00000000
-2.96848424,2.89603616,0.59547925,2.12373600,0.00155724,0.01404778,0.18453339,0.78734947,0.09161411,0.00000000
-2.96248124,2.88456730,0.59258770,2.12944044,0.00171011,0.01331702,0.18098022,0.77756206,0.09077094,0.00000000
-2.95647824,2.87655925,0.58949646,2.13485219,0.00187462,0.01266044,0.17785193,0.77101215,0.09077140,0.00000000
-2.95047524,2.87117674,0.58614191,2.13930433,0.00204950,0.01208333,0.17510852,0.76743781,0.09151656,0.00000000
-2.94447224,2.86759751,0.58247353,2.14218089,0.00223306,0.01159136,0.17270617,0.76654990,0.09290164,0.00000000
-2.93846923,2.86504588,0.57845880,2.14294270,0.00242326,0.01119060,0.17059892,0.76804226,0.09481832,0.00000000
-2.93246623,2.86282307,0.57408731,2.14114944,0.00261770,0.01088749,0.16874022,0.77160179,0.09715710,0.00000000
-2.92646323,2.86033310,0.56937370,2.13647741,0.00281369,0.01068875,0.16708460,0.77691814,0.09980938,0.00000000
-2.92046023,2.85710393,0.56435944,2.12873237,0.00300830,0.01060139,0.16558922,0.78369285,0.10266955,0.00000000
-2.91445723,2.85280318,0.55911329,2.11785721,0.00319843,0.01063268,0.16421529,0.79164777,0.10563684,0.00000000
-2.90845423,2.84724828,0.55373058,2.10393442,0.00338092,0.01079008,0.16292940,0.80053254,0.10861705,0.00000000
-2.90245123,2.84041077,0.54833122,2.08718326,0.00355263,0.01108121,0.16170457,0.81013098,0.11152405,0.00000000
-2.89644822,2.83241491,0.54305655,2.06795203,0.00371052,0.01151381,0.16052108,0.82026619,0.11428105,0.00000000
-2.89044522,2.82353071,0.53806525,2.04670573,0.00385181,0.01209564,0.15936691,0.83080433,0.11682167,0.00000000
-2.88444222,2.81416169,0.53352833,2.02400965,0.00397404,0.01283444,0.15823798,0.84165670,0.11909072,0.00000000
-2.87843922,2.80482772,0.52962345,2.00050949,0.00407517,0.01373775,0.15713783,0.85278028,0.12104472,0.00000000
-2.87243622,2.79614365,0.52652880,1.97690876,0.00415367,0.01481281,0.15607712,0.86417653,0.12265210,0.00000000
-2.86643322,2.78879426,0.52441665,1.95394424,0.00420860,0.01606632,0.15507271,0.87588835,0.12389315,0.00000000
-2.86043022,2.78350640,0.52344688,1.93236029,0.00423960,0.01750418,0.15414635,0.88799551,0.12475969,0.00000000
-2.85442721,2.78101920,0.52376075,1.91288298,0.00424701,0.01913127,0.15332331,0.90060828,0.12525439,0.00000000
-2.84842421,2.78205342,0.52547500,1.89619488,0.00423178,0.02095102,0.15263065,0.91385981,0.12538992,0.00000000
-2.84242121,2.78728095,0.52867672,1.88291144,0.00419551,0.02296510,0.15209549,0.92789732,0.12518783,0.00000000
-2.83641821,2.79729566,0.53341902,1.87355984,0.00414034,0.02517303,0.15174331,0.94287239,0.12467727,0.00000000
-2.83041521,2.81258683,0.53971787,1.86856098,0.00406898,0.02757172,0.15159627,0.95893095,0.12389355,0.00000000
-2.82441221,2.83351610,0.54755010,1.86821551,0.00398451,0.03015510,0.15167184,0.97620320,0.12287663,0.00000000
-2.81840920,2.86029919,0.55685295,1.87269433,0.00389035,0.03291378,0.15198164,0.99479410,0.12166961,0.00000000
-2.81240620,2.89299317,0.56752492,1.88203393,0.00379014,0.03583467,0.15253068,1.01477469,0.12031716,0.00000000
-2.80640320,2.93148990,0.57942832,1.89613690,0.00368759,0.03890079,0.15331703,1.03617494,0.11886417,0.00000000
-2.80040020,2.97551622,0.59239311,1.91477754,0.00358637,0.04209112,0.15433188,1.05897834,0.11735439,0.00000000
-2.79439720,3.02464081,0.60622225,1.93761226,0.00349002,0.04538057,0.15556011,1.08311856,0.11582934,0.00000000
-2.78839420,3.07828764,0.62069805,1.96419438,0.00340179,0.04874014,0.15698118,1.10847846,0.11432738,0.00000000
-2.78239120,3.13575535,0.63558956,1.99399264,0.00332458,0.05213716,0.15857050,1.13489148,0.11288304,0.00000000
-2.77638819,3.19624169,0.65066045,2.02641246,0.00326084,0.05553573,0.16030095,1.16214538,0.11152655,0.00000000
-2.77038519,3.25887187,0.66567713,2.06081891,0.00321252,0.05889735,0.16214464,1.18998813,0.11028362,0.00000000
-2.76438219,3.32272941,0.68041678,2.09656040,0.00318100,0.06218163,0.16407476,1.21813574,0.10917547,0.00000000
-2.75837919,3.38688781,0.69467470,2.13299173,0.00316707,0.06534716,0.16606732,1.24628141,0.10821897,0.00000000
-2.75237619,3.45044169,0.70827089,2.16949551,0.00317096,0.06835251,0.16810275,1.27410583,0.10742709,0.00000000
-2.74637319,3.51253558,0.72105529,2.20550096,0.00319229,0.07115728,0.17016728,1.30128772,0.10680932,0.00000000
-2.74037019,3.57238915,0.73291164,2.24049908,0.00323017,0.07372317,0.17225392,1.32751439,0.10637231,0.00000000
-2.73436718,3.62931760,0.74375962,2.27405390,0.00328320,0.07601505,0.17436300,1.35249146,0.10612054,0.00000000
-2.72836418,3.68274647,0.75355533,2.30580914,0.00334953,0.07800202,0.17650238,1.37595147,0.10605693,0.00000000
-2.72236118,3.73222037,0.76229017,2.33549051,0.00342697,0.07965830,0.17868707,1.39766093,0.10618356,0.00000000
-2.71635818,3.77740553,0.76998806,2.36290382,0.00351302,0.08096406,0.18093850,1.41742543,0.10650229,0.00000000
-2.71035518,3.81808665,0.77670157,2.38792936,0.00360498,0.08190603,0.18328344,1.43509273,0.10701530,0.00000000
-2.70435218,3.85415855,0.78250692,2.41051341,0.00370003,0.08247791,0.18575255,1.45055374,0.10772562,0.00000000
-2.69834917,3.88561387,0.78749844,2.43065770,0.00379527,0.08268062,0.18837874,1.46374160,0.10863748,0.00000000
-2.69234617,3.91252774,0.79178280,2.44840781,0.00388786,0.08252223,0.19119549,1.47462895,0.10975667,0.00000000
-2.68634317,3.93504098,0.79547330,2.46384151,0.00397503,0.08201773,0.19423507,1.48322377,0.11109070,0.00000000
-2.68034017,3.95334297,0.79868467,2.47705795,0.00405419,0.08118856,0.19752691,1.48956421,0.11264887,0.00000000
-2.67433717,3.96765550,0.80152857,2.48816840,0.00412294,0.08006195,0.20109613,1.49371279,0.11444225,0.00000000
-2.66833417,3.97821841,0.80411000,2.49728903,0.00417916,0.07867005,0.20496233,1.49575039,0.11648346,0.00000000
-2.66233117,3.98527800,0.80652467,2.50453614,0.00422100,0.07704899,0.20913863,1.49577043,0.11878638,0.00000000
-2.65632816,3.98907823,0.80885743,2.51002374,0.00424695,0.07523776,0.21363097,1.49387358,0.12136559,0.00000000
-2.65032516,3.98985514,0.81118148,2.51386320,0.00425581,0.07327712,0.21843783,1.49016325,0.12423576,0.00000000
-2.64432216,3.98783389,0.81355844,2.51616467,0.00424674,0.07120842,0.22355002,1.48474195,0.12741076,0.00000000
-2.63831916,3.98322813,0.81603875,2.51703947,0.00421927,0.06907250,0.22895081,1.47770868,0.13090263,0.00000000
-2.63231616,3.97624082,0.81866247,2.51660291,0.00417324,0.06690862,0.23461617,1.46915721,0.13472044,0.00000000
-2.62631316,3.96706582,0.82145994,2.51497672,0.00410884,0.06475349,0.24051508,1.45917518,0.13886889,0.00000000
-2.62031016,3.95588935,0.82445229,2.51229050,0.00402659,0.06264044,0.24660985,1.44784393,0.14334692,0.00000000
-2.61430715,3.94289080,0.82765149,2.50868171,0.00392729,0.06059873,0.25285654,1.43523873,0.14814620,0.00000000
-2.60830415,3.92824224,0.83106003,2.50429399,0.00381201,0.05865300,0.25920517,1.42142939,0.15324974,0.00000000
-2.60230115,3.91210650,0.83467001,2.49927363,0.00368210,0.05682293,0.26560009,1.40648091,0.15863050,0.00000000
-2.59629815,3.89463400,0.83846194,2.49376458,0.00353909,0.05512300,0.27198016,1.39045432,0.16425034,0.00000000
-2.59029515,3.87595850,0.84240331,2.48790242,0.00338472,0.05356251,0.27827910,1.37340734,0.17005920,0.00000000
-2.58429215,3.85619256,0.84644721,2.48180785,0.00322084,0.05214571,0.28442580,1.35539514,0.17599476,0.00000000
-2.57828914,3.83542349,0.85053128,2.47558063,0.00304945,0.05087208,0.29034491,1.33647117,0.18198260,0.00000000
-2.57228614,3.81371061,0.85457729,2.46929468,0.00287261,0.04973678,0.29595754,1.31668809,0.18793690,0.00000000
-2.56628314,3.79108486,0.85849163,2.46299522,0.00269241,0.04873117,0.30118238,1.29609913,0.19376186,0.00000000
-2.56028014,3.76755137,0.86216684,2.45669846,0.00251093,0.04784350,0.30593702,1.27475977,0.19935369,0.00000000
-2.55427714,3.74309556,0.86548450,2.45039444,0.00233023,0.04705957,0.31013975,1.25273009,0.20460327,0.00000000
-2.54827414,3.71769304,0.86831927,2.44405301,0.00215230,0.04636355,0.31371164,1.23007754,0.20939931,0.00000000
-2.54227114,3.69132295,0.87054414,2.43763292,0.00197900,0.04573871,0.31657893,1.20688047,0.21363200,0.00000000
-2.53626813,3.66398435,0.87203671,2.43109343,0.00181211,0.04516823,0.31867571,1.18323188,0.21719695,0.00000000
-2.53026513,3.63571450,0.87268599,2.42440776,0.00165321,0.04463592,0.31994659,1.15924359,0.21999926,0.00000000
-2.52426213,3.60660780,0.87239951,2.41757722,0.00150375,0.04412687,0.32034942,1.13505018,0.22195752,0.00000000
-2.51825913,3.57683392,0.87111017,2.41064493,0.00136497,0.04362803,0.31985779,1.11081267,0.22300754,0.00000000
-2.51225613,3.54665328,0.86878227,2.40370787,0.00123793,0.04312868,0.31846315,1.08672126,0.22310560,0.00000000
-2.50625313,3.51642840,0.86541641,2.39692590,0.00112350,0.04262073,0.31617643,1.06299698,0.22223107,0.00000000
-2.50025013,3.48662958,0.86105265,2.39052677,0.00102234,0.04209895,0.31302899,1.03989167,0.22038815,0.00000000
-2.49424712,3.45783369,0.85577167,2.38480622,0.00093493,0.04156096,0.30907281,1.01768618,0.21760673,0.00000000
-2.48824412,3.43071548,0.84969376,2.38012265,0.00086154,0.04100717,0.30437984,0.99668640,0.21394224,0.00000000
-2.48224112,3.40603092,0.84297547,2.37688624,0.00080228,0.04044054,0.29904049,0.97721724,0.20947441,0.00000000
-2.47623812,3.38459304,0.83580401,2.37554280,0.00075707,0.03986622,0.29316137,0.95961437,0.20430512,0.00000000
-2.47023512,3.36724119,0.82838983,2.37655300,0.00072567,0.03929110,0.28686224,0.94421424,0.19855528,0.00000000
-2.46423212,3.35480486,0.82095738,2.38036807,0.00070770,0.03872335,0.28027242,0.93134242,0.19236100,0.00000000
-2.45822911,3.34806418,0.81373501,2.38740344,0.00070259,0.03817181,0.27352674,0.92130101,0.18586918,0.00000000
-2.45222611,3.34770909,0.80694416,2.39801174,0.00070968,0.03764551,0.26676138,0.91435553,0.17923265,0.00000000
-2.44622311,3.35429966,0.80078882,2.41245705,0.00072814,0.03715312,0.26010959,0.91072207,0.17260529,0.00000000
-2.44022011,3.36822993,0.79544565,2.43089208,0.00075703,0.03670252,0.25369769,0.91055533,0.16613706,0.00000000
-2.43421711,3.38969754,0.79105549,2.45333971,0.00079529,0.03630039,0.24764154,0.91393828,0.15996951,0.00000000
-2.42821411,3.41868124,0.78771676,2.47968052,0.00084175,0.03595198,0.24204355,0.92087408,0.15423164,0.00000000
-2.42221111,3.45492788,0.78548106,2.50964702,0.00089515,0.03566097,0.23699039,0.93128080,0.14903647,0.00000000
-2.41620810,3.49794988,0.78435136,2.54282548,0.00095413,0.03542940,0.23255164,0.94498932,0.14447839,0.00000000
-2.41020510,3.54703383,0.78428276,2.57866520,0.00101728,0.03525777,0.22877915,0.96174478,0.14063137,0.00000000
-2.40420210,3.60125985,0.78518583,2.61649520,0.00108311,0.03514528,0.22570738,0.98121156,0.13754805,0.00000000
-2.39819910,3.65953117,0.78693222,2.65554729,0.00115010,0.03509005,0.22335441,1.00298175,0.13525968,0.00000000
-2.39219610,3.72061229,0.78936227,2.69498450,0.00121675,0.03508954,0.22172365,1.02658683,0.13377697,0.00000000
-2.38619310,3.78317396,0.79229397,2.73393323,0.00128156,0.03514089,0.22080611,1.05151211,0.13309152,0.00000000
-2.38019010,3.84584260,0.79553290,2.77151737,0.00134305,0.03524136,0.22058286,1.07721323,0.13317796,0.00000000
-2.37418709,3.90725160,0.79888229,2.80689259,0.00139987,0.03538872,0.22102780,1.10313417,0.13399645,0.00000000
-2.36818409,3.96609170,0.80215273,2.83927861,0.00145073,0.03558154,0.22211027,1.12872577,0.13549556,0.00000000
-2.36218109,4.02115796,0.80517093,2.86798796,0.00149453,0.03581949,0.22379746,1.15346401,0.13761515,0.00000000
-2.35617809,4.07139065,0.80778694,2.89244944,0.00153030,0.03610350,0.22605645,1.17686714,0.14028931,0.00000000
-2.35017509,4.11590814,0.80987949,2.91222499,0.00155729,0.03643578,0.22885568,1.19851087,0.14344912,0.00000000
-2.34417209,4.15403005,0.81135920,2.92701935,0.00157496,0.03681975,0.23216590,1.21804098,0.14702500,0.00000000
-2.33816908,4.18528974,0.81216946,2.93668177,0.00158303,0.03725988,0.23596043,1.23518260,0.15094887,0.00000000
-2.33216608,4.20943557,0.81228524,2.94120017,0.00158146,0.03776131,0.24021480,1.24974596,0.15515568,0.00000000
-2.32616308,4.22642141,0.81170974,2.94068810,0.00157047,0.03832952,0.24490585,1.26162829,0.15958453,0.00000000
-2.32016008,4.23638712,0.81046950,2.93536552,0.00155055,0.03896975,0.25001037,1.27081189,0.16417937,0.00000000
-2.31415708,4.23963067,0.80860819,2.92553488,0.00152245,0.03968654,0.25550333,1.27735853,0.16888919,0.00000000
-2.30815408,4.23657374,0.80617982,2.91155402,0.00148718,0.04048312,0.26135602,1.28140072,0.17366782,0.00000000
-2.30215108,4.22772325,0.80324172,2.89380776,0.00144598,0.04136089,0.26753417,1.28313026,0.17847349,0.00000000
-2.29614807,4.21363132,0.79984799,2.87268003,0.00140029,0.04231892,0.27399620,1.28278487,0.18326811,0.00000000
-2.29014507,4.19485628,0.79604385,2.84852841,0.00135177,0.04335354,0.28069191,1.28063368,0.18801649,0.00000000
-2.28414207,4.17192715,0.79186132,2.82166258,0.00130226,0.04445803,0.28756158,1.27696240,0.19268553,0.00000000
-2.27813907,4.14531378,0.78731665,2.79232809,0.00125374,0.04562248,0.29453572,1.27205902,0.19724349,0.00000000
-2.27213607,4.11540442,0.78240946,2.76069637,0.00120831,0.04683379,0.30153554,1.26620080,0.20165945,0.00000000
-2.26613307,4.08249185,0.77712379,2.72686149,0.00116821,0.04807578,0.30847411,1.25964321,0.20590297,0.00000000
-2.26013007,4.04676877,0.77143100,2.69084371,0.00113576,0.04932954,0.31525822,1.25261134,0.20994402,0.00000000
-2.25412706,4.00833226,0.76529400,2.65259937,0.00111335,0.05057387,0.32179098,1.24529403,0.21375327,0.00000000
-2.24812406,3.96719691,0.75867275,2.61203643,0.00110346,0.05178589,0.32797482,1.23784103,0.21730257,0.00000000
-2.24212106,3.92331506,0.75153043,2.56903430,0.00110862,0.05294175,0.33371503,1.23036306,0.22056576,0.00000000
-2.23611806,3.87660285,0.74383977,2.52346664,0.00113145,0.05401738,0.33892347,1.22293446,0.22351965,0.00000000
-2.23011506,3.82696986,0.73558913,2.47522535,0.00117461,0.05498935,0.34352230,1.21559831,0.22614517,0.00000000
-2.22411206,3.77435020,0.72678777,2.42424436,0.00124088,0.05583568,0.34744765,1.20837323,0.22842856,0.00000000
-2.21810905,3.71873292,0.71746995,2.37052126,0.00133308,0.05653660,0.35065282,1.20126161,0.23036260,0.00000000
-2.21210605,3.66018970,0.70769750,2.31413565,0.00145416,0.05707534,0.35311111,1.19425836,0.23194767,0.00000000
-2.20610305,3.59889782,0.69756068,2.25526283,0.00160720,0.05743868,0.35481792,1.18735987,0.23319275,0.00000000
-2.20010005,3.53515730,0.68717727,2.19418213,0.00179535,0.05761751,0.35579207,1.18057244,0.23411611,0.00000000
-2.19409705,3.46940097,0.67668987,2.13127927,0.00202195,0.05760713,0.35607640,1.17391980,0.23474575,0.00000000
-2.18809405,3.40219705,0.66626168,2.06704282,0.00229042,0.05740747,0.35573743,1.16744936,0.23511952,0.00000000
-2.18209105,3.33424439,0.65607098,2.00205484,0.00260434,0.05702315,0.35486419,1.16123688,0.23528495,0.00000000
-2.17608804,3.26636059,0.64630466,1.93697653,0.00296739,0.05646332,0.35356634,1.15538946,0.23529872,0.00000000
-2.17008504,3.19946398,0.63715120,1.87252957,0.00338328,0.05574145,0.35197151,1.15004686,0.23522577,0.00000000
-2.16408204,3.13455058,0.62879361,1.80947433,0.00385580,0.05487491,0.35022216,1.14538105,0.23513824,0.00000000
-2.15807904,3.07266722,0.62140260,1.74858602,0.00438862,0.05388451,0.34847190,1.14159428,0.23511403,0.00000000
-2.15207604,3.01488236,0.61513047,1.69063013,0.00498531,0.05279393,0.34688154,1.13891573,0.23523518,0.00000000
