energy_ev,total_up,Bi_p_up,Bi_d_up,Ir_p_up,Ir_d_up,Te_p_up,Te_d_up
-6.00000000,4.91609315,0.97199399,0.01181428,1.23261469,2.55791083,1.90653552,0.00000000
-5.99399700,4.90307770,0.94240719,0.01169861,1.19443468,2.56874649,1.93407765,0.00000000
-5.98799400,4.89829522,0.91691417,0.01160893,1.16134510,2.58325653,1.96002731,0.00000000
-5.98199100,4.90010591,0.89537037,0.01154812,1.13329814,2.60047650,1.98335226,0.00000000
-5.97598799,4.90681981,0.87754361,0.01151843,1.11015693,2.61941411,2.00312514,0.00000000
-5.96998499,4.91675307,0.86312147,0.01152153,1.09170203,2.63908130,2.01855513,0.00000000
-5.96398199,4.92828394,0.85172175,0.01155851,1.07764050,2.65852621,2.02901479,0.00000000
-5.95797899,4.93990554,0.84290574,0.01162997,1.06761713,2.67686377,2.03406088,0.00000000
-5.95197599,4.95027334,0.83619365,0.01173607,1.06122732,2.69330333,2.03344811,0.00000000
-5.94597299,4.95824477,0.83108174,0.01187658,1.05803091,2.70717228,2.02713501,0.00000000
-5.93996998,4.96290944,0.82706033,0.01205093,1.05756635,2.71793457,2.01528164,0.00000000
-5.93396698,4.96360855,0.82363203,0.01225835,1.05936456,2.72520343,1.99823913,0.00000000
-5.92796398,4.95994314,0.82032936,0.01249785,1.06296197,2.72874794,1.97653154,0.00000000
-5.92196098,4.95177111,0.81673119,0.01276834,1.06791226,2.72849346,1.95083107,0.00000000
-5.91595798,4.93919421,0.81247729,0.01306865,1.07379661,2.72451627,1.92192771,0.00000000
-5.90995498,4.92253617,0.80728060,0.01339762,1.08023208,2.71703324,1.89069504,0.00000000
-5.90395198,4.90231422,0.80093670,0.01375413,1.08687840,2.70638738,1.85805385,0.00000000
-5.89794897,4.87920612,0.79333045,0.01413723,1.09344293,2.69303053,1.82493535,0.00000000
-5.89194597,4.85401528,0.78443953,0.01454613,1.09968430,2.67750438,1.79224588,0.00000000
-5.88594297,4.82763626,0.77433505,0.01498038,1.10541468,2.66042113,1.76083452,0.00000000
-5.87993997,4.80102277,0.76317925,0.01543992,1.11050116,2.64244473,1.73146520,0.00000000
-5.87393697,4.77515982,0.75122067,0.01592519,1.11486630,2.62427390,1.70479416,0.00000000
-5.86793397,4.75104115,0.73878687,0.01643728,1.11848819,2.60662715,1.68135351,0.00000000
-5.86193097,4.72965231,0.72627527,0.01697803,1.12139999,2.59023054,1.66154123,0.00000000
-5.85592796,4.71195943,0.71414219,0.01755015,1.12368904,2.57580782,1.64561732,0.00000000
-5.84992496,4.69890264,0.70289056,0.01815729,1.12549543,2.56407291,1.63370584,0.00000000
-5.84392196,4.69139304,0.69305660,0.01880417,1.12700992,2.55572386,1.62580203,0.00000000
-5.83791896,4.69031154,0.68519562,0.01949655,1.12847085,2.55143789,1.62178351,0.00000000
-5.83191596,4.69650770,0.67986730,0.02024126,1.13015993,2.55186625,1.62142452,0.00000000
-5.82591296,4.71079683,0.67762064,0.02104612,1.13239655,2.55762842,1.62441222,0.00000000
-5.81990995,4.73395365,0.67897874,0.02191980,1.13553048,2.56930458,1.63036367,0.00000000
-5.81390695,4.76670136,0.68442371,0.02287163,1.13993271,2.58742605,1.63884295,0.00000000
-5.80790395,4.80969522,0.69438186,0.02391134,1.14598453,2.61246316,1.64937719,0.00000000
-5.80190095,4.86350078,0.70920954,0.02504871,1.15406494,2.64481074,1.66147131,0.00000000
-5.79589795,4.92856694,0.72917988,0.02629321,1.16453657,2.68477148,1.67462077,0.00000000
-5.78989495,5.00519527,0.75447083,0.02765354,1.17773070,2.73253788,1.68832238,0.00000000
-5.78389195,5.09350716,0.78515482,0.02913723,1.19393173,2.78817372,1.70208310,0.00000000
-5.77788894,5.19341095,0.82119066,0.03075010,1.21336202,2.85159629,1.71542690,0.00000000
-5.77188594,5.30457165,0.86241786,0.03249588,1.23616764,2.92256070,1.72790014,0.00000000
-5.76588294,5.42638552,0.90855396,0.03437576,1.26240586,3.00064768,1.73907562,0.00000000
-5.75987994,5.55796227,0.95919523,0.03638805,1.29203526,3.08525612,1.74855575,0.00000000
-5.75387694,5.69811688,1.01382089,0.03852793,1.32490895,3.17560162,1.75597516,0.00000000
-5.74787394,5.84537277,1.07180118,0.04078725,1.36077165,3.27072182,1.76100297,0.00000000
-5.74187094,5.99797761,1.13240914,0.04315454,1.39926085,3.36948909,1.76334494,0.00000000
-5.73586793,6.15393192,1.19483607,0.04561506,1.43991248,3.47063074,1.76274569,0.00000000
-5.72986493,6.31103043,1.25821026,0.04815102,1.48217078,3.57275644,1.75899091,0.00000000
-5.72386193,6.46691489,1.32161860,0.05074198,1.52540244,3.67439204,1.75190966,0.00000000
-5.71785893,6.61913671,1.38413022,0.05336529,1.56891428,3.77401886,1.74137651,0.00000000
-5.71185593,6.76522689,1.44482158,0.05599670,1.61197398,3.87011668,1.72731358,0.00000000
-5.70585293,6.90277045,1.50280188,0.05861107,1.65383296,3.96120903,1.70969212,0.00000000
-5.69984992,7.02948209,1.55723788,0.06118305,1.69375044,4.04590853,1.68853369,0.00000000
-5.69384692,7.14327984,1.60737728,0.06368791,1.73101767,4.12296050,1.66391066,0.00000000
-5.68784392,7.24235320,1.65256931,0.06610232,1.76498130,4.19128286,1.63594600,0.00000000
-5.68184092,7.32522285,1.69228214,0.06840500,1.79506481,4.25000044,1.60481227,0.00000000
-5.67583792,7.39078914,1.72611589,0.07057746,1.82078710,4.29847218,1.57072978,0.00000000
-5.66983492,7.43836714,1.75381105,0.07260451,1.84177748,4.33631005,1.53396404,0.00000000
-5.66383192,7.46770684,1.77525169,0.07447468,1.85778644,4.36338875,1.49482232,0.00000000
-5.65782891,7.47899746,1.79046350,0.07618047,1.86869168,4.37984580,1.45364965,0.00000000
-5.65182591,7.47285581,1.79960664,0.07771847,1.87449942,4.38607204,1.41082424,0.00000000
-5.64582291,7.45029948,1.80296395,0.07908924,1.87534088,4.38269305,1.36675237,0.00000000
-5.63981991,7.41270582,1.80092480,0.08029706,1.87146427,4.37054229,1.32186305,0.00000000
-5.63381691,7.36175898,1.79396564,0.08134953,1.86322273,4.35062720,1.27660237,0.00000000
-5.62781391,7.29938712,1.78262797,0.08225698,1.85105894,4.32408987,1.23142782,0.00000000
-5.62181091,7.22769279,1.76749474,0.08303182,1.83548706,4.29216385,1.18680260,0.00000000
-5.61580790,7.14887942,1.74916636,0.08368776,1.81707308,4.25612925,1.14319008,0.00000000
-5.60980490,7.06517704,1.72823729,0.08423903,1.79641422,4.21726769,1.10104842,0.00000000
-5.60380190,6.97877032,1.70527422,0.08469957,1.77411859,4.17681930,1.06082562,0.00000000
-5.59779890,6.89173189,1.68079674,0.08508227,1.75078571,4.13594333,1.02295478,0.00000000
