energy_ev,total_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-6.00000000,6.21844174,0.18328229,5.25963887,0.15441282,0.04599316,0.03229388,0.41768859
-5.99399700,6.61089220,0.18942750,5.60244880,0.16738068,0.04727804,0.03405044,0.43864504
-5.98799400,7.00918200,0.19642575,5.94683328,0.18055524,0.04878253,0.03589099,0.46178434
-5.98199100,7.40739762,0.20420878,6.28740919,0.19377039,0.05049411,0.03780610,0.48689028
-5.97598799,7.79927298,0.21268130,6.61858650,0.20684331,0.05239309,0.03978380,0.51367759
-5.96998499,8.17830907,0.22172322,6.93467689,0.21957835,0.05445330,0.04180951,0.54179613
-5.96398199,8.53791607,0.23119310,7.23001820,0.23177162,0.05664291,0.04386630,0.57083812
-5.95797899,8.87157332,0.24093278,7.49911055,0.24321634,0.05892570,0.04593533,0.60034840
-5.95197599,9.17300152,0.25077310,7.73675910,0.25370867,0.06126243,0.04799652,0.62983742
-5.94597299,9.43634057,0.26054036,7.93821788,0.26305374,0.06361248,0.05002947,0.65879653
-5.93996998,9.65632554,0.27006339,8.09932838,0.27107179,0.06593555,0.05201450,0.68671512
-5.93396698,9.82845340,0.27918079,8.21664700,0.27760401,0.06819346,0.05393385,0.71309880
-5.92796398,9.94913296,0.28774818,8.28755522,0.28251789,0.07035192,0.05577298,0.73748809
-5.92196098,10.01581115,0.29564501,8.31034746,0.28571185,0.07238213,0.05752184,0.75947676
-5.91595798,10.02706953,0.30278067,8.28429205,0.28711886,0.07426235,0.05917603,0.77872910
-5.90995498,9.98268639,0.30909956,8.20966234,0.28670897,0.07597909,0.06073794,0.79499520
-5.90395198,9.88366101,0.31458481,8.08773584,0.28449054,0.07752806,0.06221752,0.80812380
-5.89794897,9.73219850,0.31926062,7.92076128,0.28051019,0.07891473,0.06363286,0.81807181
-5.89194597,9.53165547,0.32319272,7.71189452,0.27485140,0.08015457,0.06501037,0.82491014
-5.88594297,9.28644824,0.32648727,7.46510594,0.26763194,0.08127271,0.06638459,0.82882550
-5.87993997,9.00192736,0.32928782,7.18506307,0.25900004,0.08230334,0.06779758,0.83011785
-5.87393697,8.68422332,0.33177067,6.87699343,0.24912977,0.08328859,0.06929786,0.82919362
-5.86793397,8.34006951,0.33413862,6.54653315,0.23821560,0.08427707,0.07093896,0.82655473
-5.86193097,7.97660973,0.33661349,6.19956760,0.22646651,0.08532205,0.07277763,0.82278392
-5.85592796,7.60119744,0.33942751,5.84207023,0.21409988,0.08647939,0.07487166,0.81852667
-5.84992496,7.22119442,0.34281415,5.47994588,0.20133540,0.08780530,0.07727754,0.81447057
-5.84392196,6.84377622,0.34699860,5.11888402,0.18838931,0.08935399,0.08004794,0.81132279
-5.83791896,6.47575102,0.35218843,4.76422698,0.17546907,0.09117534,0.08322916,0.80978644
-5.83191596,6.12339763,0.35856475,4.42085699,0.16276878,0.09331268,0.08685869,0.81053682
-5.82591296,5.79232755,0.36627431,4.09310506,0.15046529,0.09580073,0.09096288,0.81419837
-5.81990995,5.48737432,0.37542288,3.78468324,0.13871538,0.09866393,0.09555499,0.82132316
-5.81390695,5.21251239,0.38607016,3.49864109,0.12765364,0.10191508,0.10063361,0.83237176
-5.80790395,4.97080630,0.39822645,3.23734564,0.11739148,0.10555438,0.10618151,0.84769705
-5.80190095,4.76438965,0.41185127,3.00248353,0.10801680,0.10956903,0.11216513,0.86753169
-5.79589795,4.59447238,0.42685383,2.79508293,0.09959455,0.11393323,0.11853458,0.89197951
-5.78989495,4.46137369,0.44309545,2.61555250,0.09216782,0.11860875,0.12522426,0.92101110
-5.78389195,4.36457731,0.46039371,2.46373386,0.08575946,0.12354585,0.13215410,0.95446373
-5.77788894,4.30280534,0.47852812,2.33896423,0.08037408,0.12868470,0.13923134,0.99204547
-5.77188594,4.27410650,0.49724700,2.24014567,0.07600010,0.13395707,0.14635280,1.03334328
-5.76588294,4.27595437,0.51627534,2.16581739,0.07261204,0.13928833,0.15340753,1.07783473
-5.75987994,4.30535175,0.53532316,2.11422830,0.07017257,0.14459957,0.16027987,1.12490278
-5.75387694,4.35893701,0.55409407,2.08340698,0.06863449,0.14980981,0.16685256,1.17385325
-5.74787394,4.43308915,0.57229366,2.07122713,0.06794250,0.15483819,0.17301005,1.22393401
-5.74187094,4.52402848,0.58963737,2.07546673,0.06803460,0.15960607,0.17864166,1.27435556
-5.73586793,4.62791075,0.60585765,2.09386015,0.06884338,0.16403890,0.18364463,1.32431204
-5.72986493,4.74091268,0.62071000,2.12414261,0.07029689,0.16806790,0.18792683,1.37300220
-5.72386193,4.85930810,0.63397800,2.16408702,0.07231945,0.17163141,0.19140913,1.41964958
-5.71785893,4.97953365,0.64547704,2.21153377,0.07483223,0.17467596,0.19402730,1.46352131
-5.71185593,5.09824429,0.65505684,2.26441401,0.07775378,0.17715706,0.19573338,1.50394521
-5.70585293,5.21235857,0.66260279,2.32076758,0.08100057,0.17903954,0.19649655,1.54032454
-5.69984992,5.31909442,0.66803622,2.37875652,0.08448756,0.18029782,0.19630343,1.57215032
-5.69384692,5.41599600,0.67131375,2.43667532,0.08812897,0.18091573,0.19515786,1.59901073
-5.68784392,5.50095266,0.67242591,2.49295871,0.09183914,0.18088629,0.19308017,1.62059778
-5.68184092,5.57221056,0.67139513,2.54618809,0.09553364,0.18021122,0.19010608,1.63671088
-5.67583792,5.62837796,0.66827334,2.59509687,0.09913051,0.17890042,0.18628517,1.64725755
-5.66983492,5.66842460,0.66313940,2.63857529,0.10255175,0.17697133,0.18167910,1.65225135
-5.66383192,5.69167585,0.65609625,2.67567474,0.10572483,0.17444825,0.17635966,1.65180709
-5.65782891,5.69780182,0.64726819,2.70561142,0.10858431,0.17136172,0.17040660,1.64613369
-5.65182591,5.68680173,0.63679803,2.72776905,0.11107347,0.16774781,0.16390558,1.63552485
-5.64582291,5.65898369,0.62484437,2.74170016,0.11314567,0.16364749,0.15694598,1.62034795
-5.63981991,5.61494008,0.61157889,2.74712537,0.11476573,0.15910596,0.14961896,1.60103143
-5.63381691,5.55551861,0.59718367,2.74393033,0.11591082,0.15417202,0.14201554,1.57805116
-5.62781391,5.48178945,0.58184841,2.73215961,0.11657109,0.14889741,0.13422495,1.55191608
-5.62181091,5.39500890,0.56576771,2.71200752,0.11674993,0.14333608,0.12633313,1.52315365
-5.61580790,5.29658025,0.54913819,2.68380563,0.11646368,0.13754351,0.11842150,1.49229554
-5.60980490,5.18801268,0.53215557,2.64800716,0.11574098,0.13157593,0.11056592,1.45986392
-5.60380190,5.07087934,0.51501168,2.60516870,0.11462169,0.12548952,0.10283587,1.42635883
-5.59779890,4.94677594,0.49789146,2.55592971,0.11315539,0.11933955,0.09529391,1.39224707
-5.59179590,4.81728095,0.48097007,2.50099079,0.11139958,0.11317955,0.08799526,1.35795283
-5.58579290,4.68391914,0.46441007,2.44109137,0.10941768,0.10706050,0.08098759,1.32385045
-5.57978989,4.54812945,0.44835893,2.37698814,0.10727679,0.10102999,0.07431101,1.29025941
-5.57378689,4.41123859,0.43294686,2.30943482,0.10504553,0.09513151,0.06799816,1.25744178
-5.56778389,4.27444104,0.41828515,2.23916445,0.10279176,0.08940386,0.06207442,1.22560196
-5.56178089,4.13878628,0.40446503,2.16687474,0.10058060,0.08388068,0.05655830,1.19488877
-5.55577789,4.00517317,0.39155710,2.09321707,0.09847248,0.07859011,0.05146183,1.16539952
-5.54977489,3.87435157,0.37961148,2.01878944,0.09652158,0.07355475,0.04679110,1.13718590
-5.54377189,3.74693037,0.36865856,1.94413332,0.09477447,0.06879165,0.04254681,1.11026119
-5.53776888,3.62339126,0.35871031,1.86973423,0.09326919,0.06431268,0.03872491,1.08460849
-5.53176588,3.50410682,0.34976223,1.79602554,0.09203451,0.06012498,0.03531721,1.06018928
-5.52576288,3.38936176,0.34179562,1.72339489,0.09108965,0.05623155,0.03231210,1.03695217
-5.51975988,3.27937563,0.33478023,1.65219248,0.09044425,0.05263209,0.02969520,1.01484103
-5.51375688,3.17432573,0.32867718,1.58274022,0.09009860,0.04932386,0.02745000,0.99380247
-5.50775388,3.07436866,0.32344183,1.51534116,0.09004412,0.04630258,0.02555855,0.97379213
-5.50175088,2.97965952,0.31902672,1.45028819,0.09026413,0.04356340,0.02400204,0.95477961
-5.49574787,2.89036767,0.31538428,1.38787135,0.09073464,0.04110179,0.02276135,0.93675198
-5.48974487,2.80668837,0.31246933,1.32838332,0.09142542,0.03891439,0.02181757,0.91971576
-5.48374187,2.72885002,0.31024123,1.27212252,0.09230113,0.03699967,0.02115243,0.90369746
-5.47773887,2.65711681,0.30866567,1.21939373,0.09332244,0.03535854,0.02074862,0.88874281
-5.47173587,2.59178691,0.30771597,1.17050615,0.09444736,0.03399467,0.02059008,0.87491477
-5.46573287,2.53318643,0.30737396,1.12576892,0.09563244,0.03291471,0.02066215,0.86229062
-5.45972986,2.48165976,0.30763035,1.08548445,0.09683402,0.03212822,0.02095162,0.85095828
-5.45372686,2.43755665,0.30848462,1.04993986,0.09800945,0.03164749,0.02144673,0.84101202
-5.44772386,2.40121680,0.30994436,1.01939687,0.09911821,0.03148699,0.02213699,0.83254784
-5.44172086,2.37295230,0.31202414,0.99408077,0.10012292,0.03166283,0.02301302,0.82565856
-5.43571786,2.35302883,0.31474390,0.97416878,0.10099025,0.03219186,0.02406615,0.82042872
-5.42971486,2.34164597,0.31812679,0.95977856,0.10169164,0.03309075,0.02528811,0.81692956
-5.42371186,2.33891735,0.32219664,0.95095708,0.10220384,0.03437486,0.02667052,0.81521392
-5.41770885,2.34485122,0.32697500,0.94767070,0.10250922,0.03605707,0.02820450,0.81531130
-5.41170585,2.35933218,0.33247785,0.94979668,0.10259587,0.03814660,0.02988007,0.81722316
-5.40570285,2.38210476,0.33871216,0.95711675,0.10245747,0.04064773,0.03168578,0.82091853
-5.39969985,2.41275966,0.34567231,0.96931307,0.10209298,0.04355864,0.03360824,0.82633010
-5.39369685,2.45072353,0.35333661,0.98596716,0.10150608,0.04687035,0.03563173,0.83335114
-5.38769385,2.49525324,0.36166410,1.00656184,0.10070451,0.05056581,0.03773806,0.84183325
-5.38169085,2.54543538,0.37059182,1.03048678,0.09969924,0.05461911,0.03990636,0.85158541
-5.37568784,2.60019196,0.38003277,1.05704750,0.09850364,0.05899507,0.04211318,0.86237448
-5.36968484,2.65829285,0.38987465,1.08547803,0.09713261,0.06364902,0.04433270,0.87392747
-5.36368184,2.71837545,0.39997978,1.11495715,0.09560175,0.06852695,0.04653714,0.88593575
-5.35767884,2.77897170,0.41018612,1.14462769,0.09392669,0.07356600,0.04869729,0.89806128
-5.35167584,2.83854215,0.42030957,1.17361867,0.09212250,0.07869537,0.05078334,0.90994500
-5.34567284,2.89551652,0.43014760,1.20106961,0.09020332,0.08383746,0.05276571,0.92121717
-5.33966983,2.94833964,0.43948414,1.22615605,0.08818222,0.08890955,0.05461607,0.93150944
-5.33366683,2.99552128,0.44809550,1.24811559,0.08607120,0.09382559,0.05630846,0.94046836
-5.32766383,3.03568791,0.45575741,1.26627323,0.08388148,0.09849843,0.05782033,0.94776978
-5.32166083,3.06763449,0.46225256,1.28006503,0.08162386,0.10284209,0.05913363,0.95313346
-5.31565783,3.09037360,0.46737860,1.28905899,0.07930929,0.10677423,0.06023583,0.95633733
-5.30965483,3.10317981,0.47095615,1.29297209,0.07694955,0.11021859,0.06112064,0.95723058
-5.30365183,3.10562672,0.47283636,1.29168264,0.07455782,0.11310739,0.06178875,0.95574489
-5.29764882,3.09761463,0.47290783,1.28523712,0.07214943,0.11538346,0.06224807,0.95190304
-5.29164582,3.07938708,0.47110235,1.27385118,0.06974236,0.11700217,0.06251391,0.94582439
-5.28564282,3.05153487,0.46739927,1.25790427,0.06735769,0.11793296,0.06260866,0.93772668
-5.27963982,3.01498686,0.46182825,1.23792823,0.06501987,0.11816042,0.06256127,0.92792386
-5.27363682,2.97098736,0.45447010,1.21458996,0.06275680,0.11768484,0.06240633,0.91681985
-5.26763382,2.92106060,0.44545586,1.18866879,0.06059966,0.11652230,0.06218290,0.90489829
-5.26163082,2.86696351,0.43496385,1.16102945,0.05858254,0.11470418,0.06193304,0.89270846
-5.25562781,2.81062832,0.42321503,1.13259165,0.05674189,0.11227608,0.06170020,0.88084804
-5.24962481,2.75409736,0.41046673,1.10429744,0.05511569,0.10929644,0.06152736,0.86994309
-5.24362181,2.69945256,0.39700501,1.07707775,0.05374256,0.10583449,0.06145522,0.86062628
-5.23761881,2.64874246,0.38313597,1.05181930,0.05266066,0.10196808,0.06152031,0.85351400
-5.23161581,2.60390974,0.36917644,1.02933342,0.05190659,0.09778118,0.06175329,0.84918342
-5.22561281,2.56672213,0.35544430,1.01032768,0.05151413,0.09336119,0.06217736,0.84815042
-5.21960980,2.53870948,0.34224881,0.99538176,0.05151315,0.08879630,0.06280700,0.85084918
-5.21360680,2.52110933,0.32988145,0.98492814,0.05192840,0.08417295,0.06364696,0.85761444
-5.20760380,2.51482311,0.31860738,0.97923845,0.05277846,0.07957333,0.06469174,0.86866686
-5.20160080,2.52038445,0.30865794,0.97841580,0.05407487,0.07507330,0.06592543,0.88410234
-5.19559780,2.53794053,0.30022432,0.98239334,0.05582125,0.07074055,0.06732202,0.90388543
-5.18959480,2.56724699,0.29345270,0.99093877,0.05801271,0.06663317,0.06884613,0.92784714
-5.18359180,2.60767620,0.28844070,1.00366460,0.06063542,0.06279862,0.07045426,0.95568724
-5.17758879,2.65823818,0.28523549,1.02004359,0.06366633,0.05927316,0.07209629,0.98698079
-5.17158579,2.71761319,0.28383328,1.03942850,0.06707315,0.05608167,0.07371744,1.02118868
-5.16558279,2.78419429,0.28418039,1.06107540,0.07081450,0.05323790,0.07526039,1.05767168
-5.15957979,2.85613825,0.28617553,1.08416947,0.07484028,0.05074506,0.07666763,1.09570755
-5.15357679,2.93142267,0.28967344,1.10785235,0.07909232,0.04859671,0.07788386,1.13451054
-5.14757379,3.00790735,0.29448956,1.13124991,0.08350514,0.04677793,0.07885836,1.17325256
-5.14157079,3.08339768,0.30040572,1.15349950,0.08800700,0.04526670,0.07954726,1.21108550
-5.13556778,3.15570827,0.30717650,1.17377589,0.09252114,0.04403538,0.07991559,1.24716391
-5.12956478,3.22272468,0.31453636,1.19131491,0.09696715,0.04305229,0.07993908,1.28066747
-5.12356178,3.28246193,0.32220709,1.20543431,0.10126260,0.04228330,0.07960557,1.31082264
-5.11755878,3.33311812,0.32990559,1.21555133,0.10532475,0.04169343,0.07891608,1.33692299
-5.11155578,3.37312219,0.33735177,1.22119660,0.10907235,0.04124830,0.07788541,1.35834787
-5.10555278,3.40117477,0.34427627,1.22202418,0.11242758,0.04091554,0.07654238,1.37457879
-5.09954977,3.41628160,0.35042802,1.21781783,0.11531791,0.04066603,0.07492960,1.38521352
-5.09354677,3.41777896,0.35558117,1.20849350,0.11767799,0.04047497,0.07310288,1.38997737
-5.08754377,3.40535088,0.35954154,1.19409824,0.11945138,0.04032275,0.07113028,1.38873174
-5.08154077,3.37903804,0.36215211,1.17480593,0.12059213,0.04019563,0.06909082,1.38147953
-5.07553777,3.33923841,0.36329750,1.15091005,0.12106614,0.04008620,0.06707296,1.36836758
-5.06953477,3.28669973,0.36290730,1.12281402,0.12085215,0.03999362,0.06517283,1.34968590
-5.06353177,3.22250424,0.36095819,1.09101933,0.11994251,0.03992357,0.06349230,1.32586382
-5.05752876,3.14804583,0.35747448,1.05611206,0.11834343,0.03988807,0.06213692,1.29746312
-5.05152576,3.06500036,0.35252743,1.01874806,0.11607489,0.03990498,0.06121373,1.26516817
-5.04552276,2.97528953,0.34623304,0.97963724,0.11317014,0.03999735,0.06082904,1.22977334
-5.03951976,2.88103914,0.33874847,0.93952726,0.10967470,0.04019252,0.06108609,1.19216789
-5.03351676,2.78453267,0.33026720,0.89918705,0.10564514,0.04052104,0.06208275,1.15331866
-5.02751376,2.68816091,0.32101317,0.85939038,0.10114735,0.04101550,0.06390910,1.11425078
-5.02151076,2.59436901,0.31123393,0.82089979,0.09625464,0.04170912,0.06664512,1.07602701
-5.01550775,2.50560190,0.30119314,0.78445126,0.09104564,0.04263440,0.07035828,1.03972601
-5.00950475,2.42424940,0.29116277,0.75073967,0.08560204,0.04382159,0.07510130,1.00641996
-5.00350175,2.35259232,0.28141509,0.72040546,0.08000639,0.04529728,0.08090992,0.97715218
-4.99749875,2.29275068,0.27221484,0.69402261,0.07433986,0.04708296,0.08780089,0.95291502
-4.99149575,2.24663536,0.26381190,0.67208812,0.06868024,0.04919381,0.09577014,0.93462858
-4.98549275,2.21590417,0.25643446,0.65501317,0.06310013,0.05163753,0.10479133,0.92312066
-4.97948974,2.20192340,0.25028320,0.64311601,0.05766539,0.05441346,0.11481471,0.91910823
-4.97348674,2.20573549,0.24552634,0.63661675,0.05243399,0.05751192,0.12576652,0.92318079
-4.96748374,2.22803363,0.24229585,0.63563404,0.04745516,0.06091389,0.13754895,0.93578589
-4.96148074,2.26914364,0.24068477,0.64018356,0.04276892,0.06459089,0.15004073,0.95721698
-4.95547774,2.32901326,0.24074573,0.65017844,0.03840603,0.06850530,0.16309845,0.98760376
-4.94947474,2.40720924,0.24249054,0.66543147,0.03438819,0.07261092,0.17655854,1.02690529
-4.94347174,2.50292192,0.24589084,0.68565892,0.03072867,0.07685387,0.19024006,1.07490591
-4.93746873,2.61497729,0.25087972,0.71048609,0.02743308,0.08117376,0.20394812,1.13121409
-4.93146573,2.74185629,0.25735419,0.73945424,0.02450047,0.08550506,0.21747800,1.19526447
-4.92546273,2.88172099,0.26517832,0.77202897,0.02192449,0.08977875,0.23061974,1.26632318
-4.91945973,3.03244746,0.27418710,0.80760983,0.01969470,0.09392400,0.24316315,1.34349660
-4.91345673,3.19166478,0.28419068,0.84554115,0.01779794,0.09787001,0.25490309,1.42574375
-4.90745373,3.35679993,0.29497916,0.88512391,0.01621959,0.10154779,0.26564479,1.51189232
-4.90145073,3.52512805,0.30632757,0.92562862,0.01494488,0.10489197,0.27520910,1.60065858
-4.89544772,3.69382738,0.31800116,0.96630913,0.01396002,0.10784240,0.28343734,1.69067097
-4.88944472,3.86003850,0.32976083,1.00641714,0.01325322,0.11034571,0.29019583,1.78049725
-4.88344172,4.02092664,0.34136866,1.04521742,0.01281554,0.11235657,0.29537968,1.86867501
-4.87743872,4.17374641,0.35259345,1.08200341,0.01264154,0.11383875,0.29891586,1.95374488
-4.87143572,4.31590746,0.36321616,1.11611315,0.01272977,0.11476595,0.30076544,2.03428590
-4.86543272,4.44503976,0.37303522,1.14694501,0.01308299,0.11512233,0.30092491,2.10895215
-4.85942971,4.55905676,0.38187151,1.17397317,0.01370827,0.11490275,0.29942659,2.17650961
-4.85342671,4.65621470,0.38957297,1.19676217,0.01461682,0.11411284,0.29633809,2.23587196
-4.84742371,4.73516603,0.39601864,1.21498026,0.01582363,0.11276870,0.29176097,2.28613428
-4.84142071,4.79500499,0.40112208,1.22841109,0.01734702,0.11089649,0.28582859,2.32660298
-4.83541771,4.83530343,0.40483385,1.23696310,0.01920796,0.10853179,0.27870328,2.35682095
-4.82941471,4.85613504,0.40714324,1.24067629,0.02142921,0.10571878,0.27057289,2.37658654
-4.82341171,4.85808648,0.40807880,1.23972587,0.02403448,0.10250931,0.26164697,2.38596537
-4.81740870,4.84225426,0.40770789,1.23442240,0.02704738,0.09896192,0.25215255,2.38529413
-4.81140570,4.81022655,0.40613505,1.22520821,0.03049036,0.09514073,0.24232965,2.37517596
-4.80540270,4.76404993,0.40349929,1.21264989,0.03438358,0.09111434,0.23242666,2.35646700
-4.79939970,4.70618120,0.39997033,1.19742682,0.03874384,0.08695471,0.22269569,2.33025456
-4.79339670,4.63942542,0.39574390,1.18031589,0.04358343,0.08273609,0.21338776,2.29782725
-4.78739370,4.56686159,0.39103629,1.16217261,0.04890911,0.07853393,0.20474821,2.26063804
-4.78139070,4.49175806,0.38607831,1.14390915,0.05472113,0.07442389,0.19701195,2.22026139
-4.77538769,4.41748018,0.38110892,1.12646964,0.06101232,0.07048091,0.19039896,2.17834604
-4.76938469,4.34739298,0.37636869,1.11080364,0.06776738,0.06677834,0.18510983,2.13656487
-4.76338169,4.28476205,0.37209346,1.09783829,0.07496220,0.06338715,0.18132140,2.09656388
-4.75737869,4.23265574,0.36850828,1.08845022,0.08256343,0.06037525,0.17918274,2.05991178
-4.75137569,4.19385199,0.36582197,1.08343791,0.09052818,0.05780688,0.17881121,2.02805220
-4.74537269,4.17075273,0.36422237,1.08349547,0.09880393,0.05574206,0.18028893,2.00225997
-4.73936968,4.16530882,0.36387255,1.08918870,0.10732864,0.05423619,0.18365976,1.98360308
-4.73336668,4.17895796,0.36490793,1.10093435,0.11603107,0.05333963,0.18892669,1.97291143
-4.72736368,4.21257776,0.36743440,1.11898323,0.12483134,0.05309743,0.19605003,1.97075348
-4.72136068,4.26645550,0.37152750,1.14340792,0.13364172,0.05354907,0.20494641,1.97742135
