energy_ev,total_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up,Y_p_up,Y_d_up
-6.00000000,1.10954972,0.01948516,0.47669980,0.00840713,0.00000000,0.56537377,0.29708008
-5.99399700,1.09269436,0.01910321,0.47344084,0.00902348,0.00000000,0.55340211,0.29474948
-5.98799400,1.07170122,0.01861181,0.46825635,0.00965680,0.00000000,0.53826111,0.29132648
-5.98199100,1.04677243,0.01801748,0.46121488,0.01029985,0.00000000,0.52013895,0.28685820
-5.97598799,1.01821161,0.01732924,0.45243128,0.01094452,0.00000000,0.49929964,0.28141560
-5.96998499,0.98640677,0.01655828,0.44205913,0.01158185,0.00000000,0.47607079,0.27508941
-5.96398199,0.95181152,0.01571743,0.43028260,0.01220226,0.00000000,0.45082983,0.26798563
-5.95797899,0.91492551,0.01482070,0.41730800,0.01279563,0.00000000,0.42398915,0.26022103
-5.95197599,0.87627523,0.01388275,0.40335549,0.01335157,0.00000000,0.39598102,0.25191875
-5.94597299,0.83639581,0.01291841,0.38865130,0.01385970,0.00000000,0.36724282,0.24320421
-5.93996998,0.79581470,0.01194221,0.37342090,0.01430987,0.00000000,0.33820328,0.23420166
-5.93396698,0.75503759,0.01096794,0.35788304,0.01469253,0.00000000,0.30927009,0.22503112
-5.92796398,0.71453705,0.01000838,0.34224510,0.01499900,0.00000000,0.28081935,0.21580615
-5.92196098,0.67474397,0.00907492,0.32669953,0.01522181,0.00000000,0.25318720,0.20663221
-5.91595798,0.63604176,0.00817744,0.31142149,0.01535491,0.00000000,0.22666362,0.19760556
-5.90995498,0.59876304,0.00732413,0.29656746,0.01539399,0.00000000,0.20148854,0.18881281
-5.90395198,0.56318865,0.00652145,0.28227472,0.01533657,0.00000000,0.17785012,0.18033074
-5.89794897,0.52954831,0.00577417,0.26866138,0.01518218,0.00000000,0.15588511,0.17222649
-5.89194597,0.49802270,0.00508538,0.25582695,0.01493238,0.00000000,0.13568089,0.16455784
-5.88594297,0.46874635,0.00445667,0.24385292,0.01459073,0.00000000,0.11727905,0.15737356
-5.87993997,0.44181087,0.00388825,0.23280353,0.01416270,0.00000000,0.10068001,0.15071363
-5.87393697,0.41726836,0.00337912,0.22272632,0.01365551,0.00000000,0.08584852,0.14460941
-5.86793397,0.39513442,0.00292732,0.21365251,0.01307787,0.00000000,0.07271951,0.13908349
-5.86193097,0.37539089,0.00253003,0.20559711,0.01243971,0.00000000,0.06120417,0.13414953
-5.85592796,0.35798810,0.00218385,0.19855891,0.01175190,0.00000000,0.05119586,0.12981184
-5.84992496,0.34284662,0.00188494,0.19252024,0.01102584,0.00000000,0.04257569,0.12606488
-5.84392196,0.32985885,0.00162918,0.18744675,0.01027321,0.00000000,0.03521763,0.12289289
-5.83791896,0.31889037,0.00141233,0.18328735,0.00950554,0.00000000,0.02899292,0.12026944
-5.83191596,0.30978149,0.00123014,0.17997431,0.00873396,0.00000000,0.02377387,0.11815734
-5.82591296,0.30234902,0.00107847,0.17742383,0.00796890,0.00000000,0.01943692,0.11650873
-5.81990995,0.29638863,0.00095332,0.17553706,0.00721985,0.00000000,0.01586499,0.11526563
-5.81390695,0.29167789,0.00085095,0.17420175,0.00649520,0.00000000,0.01294917,0.11436082
-5.80790395,0.28797998,0.00076787,0.17329443,0.00580208,0.00000000,0.01058985,0.11371922
-5.80190095,0.28504831,0.00070090,0.17268325,0.00514630,0.00000000,0.00869731,0.11325966
-5.79589795,0.28263168,0.00064715,0.17223131,0.00453233,0.00000000,0.00719191,0.11289702
-5.78989495,0.28048018,0.00060406,0.17180044,0.00396330,0.00000000,0.00600389,0.11254472
-5.78389195,0.27835133,0.00056937,0.17125521,0.00344111,0.00000000,0.00507297,0.11211730
-5.77788894,0.27601639,0.00054112,0.17046701,0.00296649,0.00000000,0.00434773,0.11153320
-5.77188594,0.27326646,0.00051762,0.16931813,0.00253915,0.00000000,0.00378487,0.11071739
-5.76588294,0.26991812,0.00049746,0.16770540,0.00215793,0.00000000,0.00334841,0.10960386
-5.75987994,0.26581832,0.00047946,0.16554344,0.00182092,0.00000000,0.00300892,0.10813776
-5.75387694,0.26084828,0.00046270,0.16276725,0.00152567,0.00000000,0.00274269,0.10627717
-5.74787394,0.25492614,0.00044641,0.15933400,0.00126930,0.00000000,0.00253100,0.10399434
-5.74187094,0.24800833,0.00043007,0.15522400,0.00104865,0.00000000,0.00235943,0.10127635
-5.73586793,0.24008956,0.00041328,0.15044080,0.00086046,0.00000000,0.00221726,0.09812523
-5.72986493,0.23120145,0.00039580,0.14501035,0.00070139,0.00000000,0.00209694,0.09455747
-5.72386193,0.22140985,0.00037751,0.13897944,0.00056820,0.00000000,0.00199364,0.09060306
-5.71785893,0.21081112,0.00035843,0.13241339,0.00045782,0.00000000,0.00190489,0.08630395
-5.71185593,0.19952752,0.00033862,0.12539322,0.00036736,0.00000000,0.00183029,0.08171228
-5.70585293,0.18770195,0.00031825,0.11801235,0.00029420,0.00000000,0.00177133,0.07688823
-5.69984992,0.17549239,0.00029754,0.11037313,0.00023604,0.00000000,0.00173126,0.07189776
-5.69384692,0.16306623,0.00027674,0.10258336,0.00019086,0.00000000,0.00171501,0.06681035
-5.68784392,0.15059489,0.00025616,0.09475289,0.00015701,0.00000000,0.00172924,0.06169674
-5.68184092,0.13824886,0.00023612,0.08699053,0.00013315,0.00000000,0.00178237,0.05662699
-5.67583792,0.12619342,0.00021697,0.07940138,0.00011832,0.00000000,0.00188472,0.05166862
-5.66983492,0.11458521,0.00019905,0.07208468,0.00011186,0.00000000,0.00204865,0.04688527
-5.66383192,0.10356967,0.00018276,0.06513225,0.00011348,0.00000000,0.00228877,0.04233562
-5.65782891,0.09327955,0.00016849,0.05862752,0.00012325,0.00000000,0.00262211,0.03807273
