energy_ev,total_up,Ge_p_up,Ge_d_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up
-6.00000000,1.20580759,0.14064095,0.00000000,0.43532087,0.56304452,0.00168163,0.53721268
-5.99399700,1.17205899,0.14684425,0.00000000,0.42465273,0.54670381,0.00152446,0.51126304
-5.98799400,1.13723010,0.15318792,0.00000000,0.41314742,0.53003929,0.00137845,0.48436265
-5.98199100,1.10173073,0.15965575,0.00000000,0.40111549,0.51317246,0.00124473,0.45677045
-5.97598799,1.06599568,0.16623592,0.00000000,0.38887289,0.49623893,0.00112404,0.42875999
-5.96998499,1.03046981,0.17292091,0.00000000,0.37673187,0.47938311,0.00101678,0.40061074
-5.96398199,0.99559385,0.17970720,0.00000000,0.36499247,0.46275318,0.00092303,0.37259996
-5.95797899,0.96179131,0.18659463,0.00000000,0.35393477,0.44649624,0.00084257,0.34499539
-5.95197599,0.92945687,0.19358561,0.00000000,0.34381230,0.43075392,0.00077493,0.31804897
-5.94597299,0.89894654,0.20068409,0.00000000,0.33484664,0.41565855,0.00071944,0.29199159
-5.93996998,0.87056974,0.20789434,0.00000000,0.32722328,0.40132984,0.00067523,0.26702896
-5.93396698,0.84458338,0.21521982,0.00000000,0.32108886,0.38787233,0.00064136,0.24333871
-5.92796398,0.82118805,0.22266189,0.00000000,0.31654973,0.37537348,0.00061677,0.22106845
-5.92196098,0.80052632,0.23021870,0.00000000,0.31367172,0.36390248,0.00060037,0.20033487
-5.91595798,0.78268292,0.23788428,0.00000000,0.31248106,0.35350988,0.00059107,0.18122377
-5.90995498,0.76768694,0.24564784,0.00000000,0.31296636,0.34422787,0.00058782,0.16379076
-5.90395198,0.75551574,0.25349338,0.00000000,0.31508143,0.33607139,0.00058962,0.14806272
-5.89794897,0.74610052,0.26139976,0.00000000,0.31874894,0.32903993,0.00059557,0.13403973
-5.89194597,0.73933335,0.26934115,0.00000000,0.32386469,0.32311996,0.00060486,0.12169745
-5.88594297,0.73507557,0.27728802,0.00000000,0.33030246,0.31828811,0.00061685,0.11098981
-5.87993997,0.73316729,0.28520862,0.00000000,0.33791937,0.31451483,0.00063102,0.10185202
-5.87393697,0.73343794,0.29307102,0.00000000,0.34656163,0.31176864,0.00064702,0.09420368
