energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,S_s_up,S_p_up
-5.82591296,6.26237498,1.46652528,3.57057453,0.01369372,0.39840615,1.47843611,0.61486783,0.00594406,1.63851291
-5.81990995,6.17433717,1.42956166,3.55022007,0.01269139,0.39677597,1.44022668,0.59615621,0.00581094,1.59193801
-5.81390695,6.07822644,1.38981253,3.52361418,0.01169788,0.39398221,1.40053466,0.57795842,0.00568238,1.54503595
-5.80790395,5.97409105,1.34765911,3.49044899,0.01072334,0.39001041,1.35963148,0.56032007,0.00555860,1.49805235
-5.80190095,5.86191053,1.30346406,3.45041686,0.00977683,0.38485482,1.31775620,0.54325915,0.00543934,1.45117437
-5.79589795,5.74162755,1.25756745,3.40323673,0.00886625,0.37851991,1.27511676,0.52676949,0.00532392,1.40453447
-5.78989495,5.61318673,1.21028512,3.34868293,0.00799818,0.37102200,1.23189337,0.51082543,0.00521128,1.35821726
-5.78389195,5.47657774,1.16190925,3.28661466,0.00717786,0.36239074,1.18824376,0.49538738,0.00510011,1.31226896
-5.77788894,5.33187925,1.11271064,3.21700420,0.00640917,0.35267034,1.14430968,0.48040783,0.00498888,1.26670858
-5.77188594,5.17930063,1.06294228,3.13996183,0.00569465,0.34192046,1.10022384,0.46583749,0.00487600,1.22153994
-5.76588294,5.01921816,1.01284356,3.05575580,0.00503565,0.33021655,1.05611679,0.45163099,0.00475989,1.17676357
-5.75987994,4.85220307,0.96264466,2.96482584,0.00443237,0.31764961,1.01212306,0.43775197,0.00463913,1.13238769
-5.75387694,4.67903916,0.91257056,2.86778910,0.00388403,0.30432542,0.96838595,0.42417706,0.00451251,1.08843741
-5.74787394,4.50072851,0.86284422,2.76543797,0.00338903,0.29036297,0.92506068,0.41089860,0.00437914,1.04496164
-5.74187094,4.31848465,0.81368863,2.65872952,0.00294507,0.27589248,0.88231551,0.39792599,0.00423853,1.00203727
-5.73586793,4.13371331,0.76532749,2.54876701,0.00254936,0.26105271,0.84033084,0.38528562,0.00409055,0.95977038
-5.72986493,3.94798166,0.71798450,2.43677425,0.00219872,0.24598798,0.79929638,0.37301936,0.00393557,0.91829467
-5.72386193,3.76297772,0.67188124,2.32406400,0.00188971,0.23084484,0.75940655,0.36118190,0.00377432,0.87776722
-5.71785893,3.58046225,0.62723393,2.21200192,0.00161882,0.21576853,0.72085453,0.34983718,0.00360799,0.83836206
-5.71185593,3.40221557,0.58424918,2.10196790,0.00138249,0.20089956,0.68382545,0.33905400,0.00343809,0.80026226
-5.70585293,3.22998244,0.54311920,1.99531634,0.00117726,0.18637037,0.64848927,0.32890150,0.00326640,0.76365093
-5.69984992,3.06541770,0.50401682,1.89333755,0.00099982,0.17230224,0.61499381,0.31944445,0.00309493,0.72870214
-5.69384692,2.91003559,0.46709063,1.79722157,0.00084702,0.15880279,0.58345854,0.31073906,0.00292581,0.69557223
-5.68784392,2.76516501,0.43246072,1.70802620,0.00071597,0.14596379,0.55396961,0.30282926,0.00276121,0.66439221
-5.68184092,2.63191289,0.40021520,1.62665026,0.00060401,0.13385976,0.52657635,0.29574398,0.00260322,0.63526183
-5.67583792,2.51113699,0.37040788,1.55381302,0.00050875,0.12254707,0.50128961,0.28949534,0.00245381,0.60824549
-5.66983492,2.40342889,0.34305719,1.49004023,0.00042803,0.11206375,0.47808205,0.28407798,0.00231475,0.58337037
-5.66383192,2.30910763,0.31814645,1.43565709,0.00035997,0.10242990,0.45689020,0.27946953,0.00218754,0.56062678
-5.65782891,2.22822325,0.29562535,1.39078776,0.00030291,0.09364866,0.43761833,0.27563202,0.00207335,0.53997048
-5.65182591,2.16056975,0.27541285,1.35536115,0.00025538,0.08570768,0.42014372,0.27251419,0.00197301,0.52132682
-5.64582291,2.10570573,0.25740084,1.32912210,0.00021615,0.07858097,0.40432298,0.27005447,0.00188701,0.50459627
-5.63981991,2.06298147,0.24145888,1.31164722,0.00018415,0.07223104,0.38999910,0.26818433,0.00181547,0.48966082
-5.63381691,2.03157029,0.22743922,1.30236426,0.00015844,0.06661122,0.37700862,0.26683176,0.00175815,0.47639079
-5.62781391,2.01050253,0.21518223,1.30057408,0.00013826,0.06166806,0.36518865,0.26592472,0.00171453,0.46465149
-5.62181091,1.99870029,0.20452171,1.30547400,0.00012293,0.05734364,0.35438311,0.26539405,0.00168377,0.45430929
-5.61580790,1.99501115,0.19528990,1.31618178,0.00011190,0.05357776,0.34444812,0.26517597,0.00166484,0.44523661
-5.60980490,1.99823966,0.18732195,1.33175911,0.00010467,0.05030997,0.33525598,0.26521371,0.00165649,0.43731566
-5.60380190,2.00717539,0.18045967,1.35123415,0.00010085,0.04748120,0.32669782,0.26545839,0.00165736,0.43044061
-5.59779890,2.02061675,0.17455448,1.37362224,0.00010006,0.04503520,0.31868467,0.26586902,0.00166599,0.42451815
-5.59179590,2.03739039,0.16946940,1.39794464,0.00010200,0.04291956,0.31114713,0.26641165,0.00168089,0.41946661
-5.58579290,2.05636592,0.16508024,1.42324494,0.00010637,0.04108641,0.30403366,0.26705784,0.00170059,0.41521365
-5.57978989,2.07646639,0.16127584,1.44860300,0.00011291,0.03949281,0.29730785,0.26778255,0.00172364,0.41169294
-5.57378689,2.09667494,0.15795770,1.47314657,0.00012137,0.03810082,0.29094474,0.26856168,0.00174869,0.40884010
-5.56778389,2.11603849,0.15503894,1.49606070,0.00013150,0.03687738,0.28492673,0.26936949,0.00177448,0.40658837
-5.56178089,2.13366911,0.15244289,1.51659514,0.00014306,0.03579389,0.27923936,0.27017604,0.00179984,0.40486430
-5.55577789,2.14874415,0.15010138,1.53407002,0.00015579,0.03482578,0.27386711,0.27094507,0.00182374,0.40358408
-5.54977489,2.16050586,0.14795305,1.54788022,0.00016944,0.03395191,0.26878985,0.27163227,0.00184527,0.40265059
-5.54377189,2.16826137,0.14594166,1.55749860,0.00018372,0.03315393,0.26397991,0.27218439,0.00186363,0.40195168
-5.53776888,2.17138351,0.14401470,1.56247835,0.00019837,0.03241578,0.25940011,0.27253900,0.00187814,0.40135980
-5.53176588,2.16931301,0.14212232,1.56245488,0.00021309,0.03172310,0.25500286,0.27262525,0.00188821,0.40073307
-5.52576288,2.16156230,0.14021666,1.55714714,0.00022760,0.03106285,0.25073032,0.27236537,0.00189338,0.39991778
-5.51975988,2.14772082,0.13825166,1.54635866,0.00024161,0.03042301,0.24651569,0.27167707,0.00189325,0.39875230
-5.51375688,2.12746170,0.13618326,1.52997821,0.00025482,0.02979233,0.24228538,0.27047656,0.00188750,0.39707206
-5.50775388,2.10054937,0.13397002,1.50798008,0.00026696,0.02916038,0.23796210,0.26868211,0.00187592,0.39471552
-5.50175088,2.06684760,0.13157411,1.48042385,0.00027777,0.02851750,0.23346846,0.26621794,0.00185835,0.39153057
-5.49574787,2.02632725,0.12896245,1.44745344,0.00028703,0.02785501,0.22873103,0.26301821,0.00183473,0.38738122
-5.48974487,1.97907313,0.12610806,1.40929545,0.00029453,0.02716544,0.22368449,0.25903089,0.00180508,0.38215406
-5.48374187,1.92528921,0.12299136,1.36625632,0.00030011,0.02644273,0.21827564,0.25422128,0.00176952,0.37576415
-5.47773887,1.86530156,0.11960148,1.31871845,0.00030365,0.02568260,0.21246713,0.24857503,0.00172827,0.36816013
-5.47173587,1.79955861,0.11593726,1.26713496,0.00030507,0.02488277,0.20624055,0.24210040,0.00168165,0.35932806
-5.46573287,1.72862825,0.11200808,1.21202321,0.00030435,0.02404322,0.19959894,0.23482981,0.00163014,0.34929405
-5.45972986,1.65319171,0.10783428,1.15395690,0.00030151,0.02316636,0.19256842,0.22682037,0.00157432,0.33812537
-5.45372686,1.57403416,0.10344725,1.09355704,0.00029665,0.02225717,0.18519893,0.21815359,0.00151491,0.32593002
-5.44772386,1.49203225,0.09888912,1.03148193,0.00028987,0.02132319,0.17756415,0.20893417,0.00145278,0.31285495
-5.44172086,1.40813907,0.09421206,0.96841623,0.00028136,0.02037450,0.16976051,0.19928794,0.00138894,0.29908275
-5.43571786,1.32336685,0.08947720,0.90505976,0.00027134,0.01942357,0.16190547,0.18935914,0.00132452,0.28482736
-5.42971486,1.23876833,0.08475331,0.84211601,0.00026005,0.01848501,0.15413507,0.17930707,0.00126082,0.27032859
-5.42371186,1.15541717,0.08011513,0.78028104,0.00024779,0.01757530,0.14660092,0.16930233,0.00119923,0.25584605
-5.41770885,1.07438835,0.07564157,0.72023299,0.00023486,0.01671243,0.13946670,0.15952283,0.00114127,0.24165250
-5.41170585,0.99673920,0.07141376,0.66262248,0.00022160,0.01591547,0.13290443,0.15014961,0.00108854,0.22802704
-5.40570285,0.92349150,0.06751304,0.60806431,0.00020835,0.01520414,0.12709042,0.14136275,0.00104273,0.21524823
-5.39969985,0.85561538,0.06401896,0.55713062,0.00019549,0.01459838,0.12220117,0.13333748,0.00100558,0.20358744
-5.39369685,0.79401519,0.06100734,0.51034558,0.00018336,0.01411781,0.11840921,0.12624048,0.00097887,0.19330258
-5.38769385,0.73951762,0.05854837,0.46818171,0.00017234,0.01378128,0.11587901,0.12022655,0.00096438,0.18463232
-5.38169085,0.69286219,0.05670494,0.43105769,0.00016280,0.01360645,0.11476297,0.11543579,0.00096387,0.17779088
-5.37568784,0.65469396,0.05553104,0.39933760,0.00015510,0.01360927,0.11519754,0.11199105,0.00097905,0.17296362
-5.36968484,0.62555828,0.05507045,0.37333130,0.00014963,0.01380359,0.11729956,0.10999597,0.00101154,0.17030313
-5.36368184,0.60589743,0.05535550,0.35329565,0.00014673,0.01420077,0.12116272,0.10953336,0.00106282,0.16992621
-5.35767884,0.59604865,0.05640617,0.33943635,0.00014680,0.01480932,0.12685440,0.11066407,0.00113423,0.17191151
-5.35167584,0.59624342,0.05822938,0.33190994,0.00015018,0.01563456,0.13441269,0.11342622,0.00122690,0.17629782
-5.34567284,0.60660751,0.06081850,0.33082575,0.00015726,0.01667840,0.14384392,0.11783481,0.00134170,0.18308322
-5.33966983,0.62716165,0.06415316,0.33624745,0.00016840,0.01793913,0.15512053,0.12388169,0.00147924,0.19222478
-5.33366683,0.65782248,0.06819934,0.34819405,0.00018396,0.01941126,0.16817957,0.13153584,0.00163976,0.20363909
-5.32766383,0.69840389,0.07290970,0.36664007,0.00020432,0.02108551,0.18292187,0.14074395,0.00182317,0.21720352
-5.32166083,0.74861839,0.07822434,0.39151495,0.00022981,0.02294880,0.19921199,0.15143137,0.00202896,0.23275816
-5.31565783,0.80807888,0.08407170,0.42270162,0.00026077,0.02498444,0.21687901,0.16350323,0.00225621,0.25010859
-5.30965483,0.87630074,0.09036993,0.46003440,0.00029750,0.02717235,0.23571837,0.17684597,0.00250354,0.26902936
-5.30365183,0.95270458,0.09702851,0.50329632,0.00034027,0.02948937,0.25549476,0.19132908,0.00276915,0.28926823
-5.29764882,1.03661969,0.10395015,0.55221628,0.00038929,0.03190977,0.27594600,0.20680708,0.00305080,0.31055114
-5.29164582,1.12728872,0.11103293,0.60646613,0.00044474,0.03440572,0.29678812,0.22312187,0.00334584,0.33258773
-5.28564282,1.22387355,0.11817270,0.66565833,0.00050667,0.03694801,0.31772135,0.24010514,0.00365124,0.35507750
-5.27963982,1.32546277,0.12526558,0.72934427,0.00057509,0.03950670,0.33843701,0.25758112,0.00396368,0.37771627
-5.27363682,1.43108085,0.13221051,0.79701381,0.00064986,0.04205187,0.35862518,0.27536944,0.00427958,0.40020301
-5.26763382,1.53969907,0.13891184,0.86809631,0.00073077,0.04455440,0.37798275,0.29328802,0.00459521,0.42224659
-5.26163082,1.65024837,0.14528180,0.94196347,0.00081743,0.04698678,0.39622181,0.31115619,0.00490677,0.44357254
-5.25562781,1.76163382,0.15124274,1.01793413,0.00090936,0.04932378,0.41307792,0.32879767,0.00521049,0.46392938
-5.24962481,1.87275082,0.15672918,1.09528125,0.00100590,0.05154315,0.42831797,0.34604358,0.00550275,0.48309445
-5.24362181,1.98250260,0.16168949,1.17324108,0.00110626,0.05362622,0.44174748,0.36273539,0.00578017,0.50087906
-5.23761881,2.08981870,0.16608711,1.25102440,0.00120952,0.05555830,0.45321677,0.37872762,0.00603969,0.51713268
-5.23161581,2.19367414,0.16990148,1.32782960,0.00131462,0.05732910,0.46262604,0.39389044,0.00627873,0.53174627
-5.22561281,2.29310864,0.17312835,1.40285740,0.00142039,0.05893284,0.46992891,0.40811204,0.00649517,0.54465434
-5.21960980,2.38724552,0.17577978,1.47532669,0.00152554,0.06036837,0.47513444,0.42130067,0.00668749,0.55583605
-5.21360680,2.47530952,0.17788365,1.54449096,0.00162874,0.06163904,0.47830741,0.43338640,0.00685480,0.56531507
-5.20760380,2.55664322,0.17948273,1.60965480,0.00172861,0.06275250,0.47956698,0.44432251,0.00699681,0.57315837
-5.20160080,2.63072112,0.18063352,1.67018984,0.00182373,0.06372038,0.47908369,0.45408655,0.00711393,0.57947395
-5.19559780,2.69716121,0.18140473,1.72554933,0.00191273,0.06455787,0.47707493,0.46268087,0.00720716,0.58440771
-5.18959480,2.75573318,0.18187556,1.77528094,0.00199429,0.06528327,0.47379912,0.47013280,0.00727814,0.58813940
-5.18359180,2.80636300,0.18213390,1.81903701,0.00206719,0.06591742,0.46954880,0.47649419,0.00732901,0.59087795
-5.17758879,2.84913355,0.18227434,1.85658191,0.00213033,0.06648325,0.46464278,0.48184054,0.00736244,0.59285623
-5.17158579,2.88428089,0.18239623,1.88779596,0.00218278,0.06700516,0.45941784,0.48626946,0.00738150,0.59432534
-5.16558279,2.91218628,0.18260169,1.91267589,0.00222381,0.06750858,0.45421998,0.48989859,0.00738956,0.59554861
-5.15957979,2.93336392,0.18299368,1.93133148,0.00225287,0.06801939,0.44939575,0.49286289,0.00739024,0.59679541
-5.15357679,2.94844461,0.18367405,1.94397882,0.00226969,0.06856353,0.44528364,0.49531138,0.00738728,0.59833487
-5.14757379,2.95815577,0.18474168,1.95093010,0.00227422,0.06916646,0.44220598,0.49740329,0.00738447,0.60042945
-5.14157079,2.96329838,0.18629061,1.95258066,0.00226666,0.06985276,0.44046135,0.49930372,0.00738553,0.60332878
-5.13556778,2.96472153,0.18840814,1.94939368,0.00224746,0.07064567,0.44031769,0.50117891,0.00739401,0.60726342
-5.12956478,2.96329540,0.19117298,1.94188326,0.00221732,0.07156658,0.44200628,0.50319120,0.00741323,0.61243897
-5.12356178,2.95988360,0.19465334,1.93059665,0.00217714,0.07263461,0.44571654,0.50549382,0.00744615,0.61903044
-5.11755878,2.95531589,0.19890497,1.91609639,0.00212805,0.07386603,0.45159186,0.50822570,0.00749532,0.62717696
-5.11155578,2.95036221,0.20396928,1.89894312,0.00207135,0.07527371,0.45972629,0.51150641,0.00756280,0.63697706
-5.10555278,2.94570905,0.20987138,1.87967993,0.00200846,0.07686657,0.47016230,0.51543156,0.00765008,0.64848454
-5.09954977,2.94193904,0.21661830,1.85881860,0.00194094,0.07864898,0.48288956,0.52006862,0.00775804,0.66170511
-5.09354677,2.93951452,0.22419729,1.83682850,0.00187044,0.08062018,0.49784466,0.52545359,0.00788690,0.67659391
-5.08754377,2.93876577,0.23257444,1.81412840,0.00179861,0.08277375,0.51491191,0.53158849,0.00803619,0.69305411
-5.08154077,2.93988432,0.24169356,1.79108129,0.00172715,0.08509720,0.53392522,0.53843999,0.00820475,0.71093670
-5.07553777,2.94292152,0.25147558,1.76799239,0.00165772,0.08757164,0.55467093,0.54593912,0.00839072,0.73004163
-5.06953477,2.94779260,0.26181853,1.74511004,0.00159190,0.09017161,0.57689184,0.55398224,0.00859160,0.75012034
-5.06353177,2.95428585,0.27259811,1.72262932,0.00153119,0.09286518,0.60029216,0.56243325,0.00880423,0.77087980
-5.05752876,2.96207657,0.28366908,1.70069782,0.00147698,0.09561423,0.62454358,0.57112711,0.00902496,0.79198807
-5.05152576,2.97074540,0.29486742,1.67942329,0.00143049,0.09837503,0.64929220,0.57987438,0.00924965,0.81308131
-5.04552276,2.97980000,0.30601331,1.65888238,0.00139278,0.10109903,0.67416643,0.58846691,0.00947384,0.83377217
-5.03951976,2.98869952,0.31691498,1.63913006,0.00136472,0.10373406,0.69878556,0.59668434,0.00969288,0.85365936
-5.03351676,2.99688075,0.32737322,1.62020914,0.00134696,0.10622558,0.72276885,0.60430124,0.00990204,0.87233816
-5.02751376,3.00378499,0.33718656,1.60215942,0.00133995,0.10851838,0.74574498,0.61109461,0.01009673,0.88941152
-5.02151076,3.00888463,0.34615701,1.58502595,0.00134392,0.11055822,0.76736160,0.61685153,0.01027260,0.90450155
-5.01550775,3.01170857,0.35409601,1.56886634,0.00135885,0.11229375,0.78729453,0.62137665,0.01042577,0.91726071
-5.00950475,3.01186543,0.36083052,1.55375661,0.00138451,0.11367832,0.80525654,0.62449910,0.01055293,0.92738257
-5.00350175,3.00906393,0.36620893,1.53979568,0.00142048,0.11467186,0.82100521,0.62607882,0.01065155,0.93461155
-4.99749875,3.00312959,0.37010657,1.52710851,0.00146612,0.11524248,0.83434962,0.62601172,0.01071996,0.93875124
-4.99149575,2.99401755,0.37243061,1.51584784,0.00152062,0.11536801,0.84515564,0.62423382,0.01075746,0.93967101
-4.98549275,2.98182085,0.37312400,1.50619483,0.00158301,0.11503708,0.85334957,0.62072382,0.01076441,0.93731054
-4.97948974,2.96677432,0.37216839,1.49835872,0.00165222,0.11424995,0.85891995,0.61550441,0.01074229,0.93168216
-4.97348674,2.94925394,0.36958585,1.49257575,0.00172706,0.11301891,0.86191748,0.60864198,0.01069363,0.92287083
-4.96748374,2.92977192,0.36543918,1.48910757,0.00180632,0.11136827,0.86245307,0.60024485,0.01062204,0.91103178
-4.96148074,2.90896786,0.35983092,1.48823927,0.00188874,0.10933383,0.86069408,0.59046023,0.01053214,0.89638595
-4.95547774,2.88759643,0.35290099,1.49027722,0.00197311,0.10696204,0.85685888,0.57946994,0.01042939,0.87921345
-4.94947474,2.86651201,0.34482306,1.49554669,0.00205827,0.10430870,0.85121007,0.56748509,0.01032002,0.85984543
-4.94347174,2.84665097,0.33579978,1.50438929,0.00214314,0.10143736,0.84404652,0.55474011,0.01021082,0.83865454
-4.93746873,2.82901212,0.32605708,1.51716018,0.00222675,0.09841741,0.83569470,0.54148625,0.01010896,0.81604473
-4.93146573,2.81463579,0.31583777,1.53422464,0.00230828,0.09532204,0.82649949,0.52798488,0.01002179,0.79244057
-4.92546273,2.80458208,0.30539461,1.55595416,0.00238705,0.09222608,0.81681496,0.51450090,0.00995661,0.76827670
-4.91945973,2.79990866,0.29498322,1.58272131,0.00246256,0.08920378,0.80699530,0.50129640,0.00992046,0.74398771
-4.91345673,2.80164828,0.28485507,1.61489354,0.00253444,0.08632673,0.79738632,0.48862482,0.00991993,0.71999888
-4.90745373,2.81078639,0.27525065,1.65282527,0.00260248,0.08366189,0.78831752,0.47672580,0.00996092,0.69671796
-4.90145073,2.82823881,0.26639329,1.69684838,0.00266659,0.08126983,0.78009514,0.46582076,0.01004847,0.67452817
-4.89544772,2.85482951,0.25848356,1.74726066,0.00272681,0.07920324,0.77299601,0.45610916,0.01018664,0.65378248
-4.88944472,2.89126871,0.25169464,1.80431250,0.00278324,0.07750578,0.76726243,0.44776570,0.01037832,0.63479916
-4.88344172,2.93813113,0.24616848,1.86819173,0.00283604,0.07621116,0.76309795,0.44093805,0.01062516,0.61785839
-4.87743872,2.99583485,0.24201308,1.93900709,0.00288541,0.07534268,0.76066392,0.43574534,0.01092753,0.60319987
-4.87143572,3.06462066,0.23930074,2.01677074,0.00293150,0.07491297,0.76007695,0.43227702,0.01128441,0.59102120
-4.86543272,3.14453269,0.23806726,2.10138043,0.00297445,0.07492411,0.76140694,0.43059226,0.01169348,0.58147664
-4.85942971,3.23540063,0.23831215,2.19260238,0.00301431,0.07536798,0.76467570,0.43071950,0.01215108,0.57467634
-4.85342671,3.33682443,0.23999967,2.29005551,0.00305108,0.07622686,0.76985627,0.43265636,0.01265230,0.57068560
-4.84742371,3.44816236,0.24306061,2.39319847,0.00308463,0.07747422,0.77687264,0.43636961,0.01319111,0.56952423
-4.84142071,3.56852338,0.24739479,2.50132018,0.00311473,0.07907568,0.78560021,0.44179535,0.01376043,0.57116589
-4.83541771,3.69676505,0.25287413,2.61353531,0.00314105,0.08099004,0.79586688,0.44883941,0.01435228,0.57553755
-4.82941471,3.83149790,0.25934614,2.72878540,0.00316315,0.08317044,0.80745490,0.45737804,0.01495799,0.58251911
-4.82341171,3.97109734,0.26663783,2.84584663,0.00318052,0.08556557,0.82010374,0.46725895,0.01556833,0.59194340
-4.81740870,4.11372382,0.27455992,2.96334461,0.00319256,0.08812080,0.83351398,0.47830291,0.01617373,0.60359687
-4.81140570,4.25735175,0.28291123,3.07977665,0.00319865,0.09077947,0.84735235,0.49030599,0.01676450,0.61722105
-4.80540270,4.39980725,0.29148320,3.19354123,0.00319815,0.09348405,0.86125811,0.50304256,0.01733102,0.63251527
-4.79939970,4.53881459,0.30006456,3.30297428,0.00319041,0.09617731,0.87485060,0.51626917,0.01786395,0.64914059
-4.79339670,4.67205021,0.30844594,3.40639147,0.00317484,0.09880346,0.88773809,0.52972929,0.01835449,0.66672537
-4.78739370,4.79720335,0.31642444,3.50213502,0.00315094,0.10130925,0.89952768,0.54315905,0.01879454,0.68487226
-4.78139070,4.91204132,0.32380809,3.58862375,0.00311828,0.10364500,0.90983606,0.55629368,0.01917693,0.70316679
-4.77538769,5.01447734,0.33042013,3.66440422,0.00307656,0.10576563,0.91830082,0.56887476,0.01949558,0.72118736
-4.76938469,5.10263839,0.33610301,3.72820108,0.00302565,0.10763151,0.92459193,0.58065783,0.01974570,0.73851627
-4.76338169,5.17493027,0.34072202,3.77896440,0.00296554,0.10920934,0.92842297,0.59142029,0.01992391,0.75475154
-4.75737869,5.23009724,0.34416847,3.81591180,0.00289643,0.11047289,0.92956161,0.60096910,0.02002834,0.76951903
-4.75137569,5.26727324,0.34636240,3.83856354,0.00281867,0.11140355,0.92783886,0.60914810,0.02005875,0.78248432
-4.74537269,5.28602238,0.34725459,3.84676849,0.00273279,0.11199088,0.92315671,0.61584442,0.02001653,0.79336385
-4.73936968,5.28636630,0.34682789,3.84071992,0.00263949,0.11223282,0.91549363,0.62099370,0.01990473,0.80193469
-4.73336668,5.26879696,0.34509778,3.82095986,0.00253964,0.11213584,0.90490771,0.62458386,0.01972798,0.80804254
-4.72736368,5.23427361,0.34211209,3.78837155,0.00243421,0.11171484,0.89153710,0.62665702,0.01949246,0.81160741
-4.72136068,5.18420363,0.33794985,3.74416019,0.00232432,0.11099281,0.87559777,0.62730953,0.01920570,0.81262669
-4.71535768,5.12040755,0.33271925,3.68982219,0.00221116,0.11000024,0.85737840,0.62668984,0.01887645,0.81117534
-4.70935468,5.04506933,0.32655475,3.62710441,0.00209601,0.10877438,0.83723275,0.62499438,0.01851444,0.80740326
-4.70335168,4.96067357,0.31961339,3.55795443,0.00198015,0.10735816,0.81556953,0.62246144,0.01813014,0.80152962
-4.69734867,4.86993198,0.31207040,3.48446412,0.00186489,0.10579901,0.79284033,0.61936324,0.01773448,0.79383469
-4.69134567,4.77570191,0.30411417,3.40880848,0.00175150,0.10414740,0.76952599,0.61599660,0.01733855,0.78464927
-4.68534267,4.68090002,0.29594081,3.33318212,0.00164121,0.10245535,0.74612184,0.61267247,0.01695330,0.77434228
-4.67933967,4.58841448,0.28774837,3.25973578,0.00153515,0.10077475,0.72312255,0.60970474,0.01658924,0.76330707
-4.67333667,4.50101892,0.27973106,3.19051526,0.00143436,0.09915574,0.70100708,0.60739889,0.01625609,0.75194703
-4.66733367,4.42129139,0.27207349,3.12740494,0.00133976,0.09764501,0.68022425,0.60604092,0.01596260,0.74066117
-4.66133067,4.35154133,0.26494526,3.07207767,0.00125211,0.09628433,0.66117959,0.60588696,0.01571621,0.72983020
-4.65532766,4.29374675,0.25849604,3.02595284,0.00117205,0.09510908,0.64422385,0.60715408,0.01552290,0.71980392
-4.64932466,4.24950395,0.25285134,2.99016354,0.00110005,0.09414713,0.62964362,0.61001263,0.01538701,0.71089015
-4.64332166,4.21999097,0.24810913,2.96553377,0.00103641,0.09341789,0.61765424,0.61458035,0.01531116,0.70334582
