energy_ev,total_up,Pb_p_up,Pb_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-6.00000000,1.34344972,0.11423547,0.00162555,0.00765664,0.83438802,0.86639445,0.28706044
-5.99399700,1.33320332,0.11507731,0.00161760,0.00786111,0.82987904,0.84585911,0.28475661
-5.98799400,1.32139846,0.11571029,0.00160743,0.00808885,0.82452325,0.82359130,0.28225043
-5.98199100,1.30843450,0.11615068,0.00159525,0.00834071,0.81854487,0.79999980,0.27965367
-5.97598799,1.29462574,0.11641018,0.00158115,0.00861624,0.81211238,0.77545484,0.27705638
-5.96998499,1.28019057,0.11649510,0.00156516,0.00891359,0.80533236,0.75027904,0.27452328
-5.96398199,1.26524664,0.11640591,0.00154721,0.00922950,0.79824702,0.72474169,0.27209150
-5.95797899,1.24981195,0.11613729,0.00152715,0.00955933,0.79083563,0.69905632,0.26976980
-5.95197599,1.23381176,0.11567853,0.00150478,0.00989713,0.78301948,0.67338165,0.26753935
-5.94597299,1.21709076,0.11501446,0.00147987,0.01023584,0.77467030,0.64782548,0.26535593
-5.93996998,1.19942972,0.11412664,0.00145217,0.01056749,0.76562129,0.62245106,0.26315345
-5.93396698,1.18056559,0.11299486,0.00142147,0.01088347,0.75568046,0.59728552,0.26084861
-5.92796398,1.16021382,0.11159887,0.00138757,0.01117484,0.74464519,0.57232960,0.25834639
-5.92196098,1.13809175,0.10992012,0.00135036,0.01143265,0.73231749,0.54756809,0.25554607
-5.91595798,1.11394170,0.10794361,0.00130982,0.01164828,0.71851895,0.52298034,0.25234754
-5.90995498,1.08755268,0.10565950,0.00126600,0.01181377,0.70310474,0.49855022,0.24865752
-5.90395198,1.05877963,0.10306461,0.00121910,0.01192215,0.68597597,0.47427507,0.24439540
-5.89794897,1.02755929,0.10016364,0.00116941,0.01196769,0.66708987,0.45017328,0.23949839
-5.89194597,0.99392220,0.09697000,0.00111735,0.01194611,0.64646733,0.42629018,0.23392590
-5.88594297,0.95800040,0.09350638,0.00106346,0.01185478,0.62419773,0.40270212,0.22766278
-5.87993997,0.92003066,0.08980486,0.00100837,0.01169282,0.60044078,0.37951878,0.22072150
-5.87393697,0.88035338,0.08590671,0.00095283,0.01146108,0.57542557,0.35688376,0.21314307
-5.86793397,0.83940758,0.08186186,0.00089764,0.01116217,0.54944704,0.33497354,0.20499689
-5.86193097,0.79772235,0.07772803,0.00084367,0.01080029,0.52286012,0.31399527,0.19637943
-5.85592796,0.75590535,0.07356969,0.00079186,0.01038110,0.49607204,0.29418338,0.18741202
-5.84992496,0.71462923,0.06945679,0.00074313,0.00991152,0.46953309,0.27579548,0.17823779
-5.84392196,0.67461642,0.06546343,0.00069844,0.00939943,0.44372650,0.25910775,0.16901800
-5.83791896,0.63662317,0.06166639,0.00065873,0.00885342,0.41915769,0.24441001,0.15992794
-5.83191596,0.60142328,0.05814376,0.00062490,0.00828253,0.39634340,0.23200066,0.15115262
-5.82591296,0.56979217,0.05497353,0.00059783,0.00769588,0.37580100,0.22218160,0.14288231
-5.81990995,0.54249154,0.05223228,0.00057833,0.00710250,0.35803815,0.21525325,0.13530824
-5.81390695,0.52025499,0.04999398,0.00056714,0.00651099,0.34354320,0.21150956,0.12861842
-5.80790395,0.50377466,0.04832881,0.00056491,0.00592933,0.33277617,0.21123306,0.12299383
-5.80190095,0.49368900,0.04730217,0.00057222,0.00536475,0.32616059,0.21468990,0.11860484
-5.79589795,0.49057157,0.04697373,0.00058954,0.00482350,0.32407591,0.22212474,0.11560810
-5.78989495,0.49492084,0.04739655,0.00061721,0.00431086,0.32685074,0.23375551,0.11414371
-5.78389195,0.50715086,0.04861628,0.00065546,0.00383102,0.33475657,0.24976791,0.11433272
-5.77788894,0.52758263,0.05067038,0.00070438,0.00338710,0.34800211,0.27030977,0.11627503
-5.77188594,0.55643634,0.05358743,0.00076392,0.00298120,0.36672809,0.29548528,0.12004744
-5.76588294,0.59382419,0.05738643,0.00083386,0.00261441,0.39100268,0.32534915,0.12570207
-5.75987994,0.63974424,0.06207620,0.00091383,0.00228695,0.42081744,0.35990106,0.13326489
-5.75387694,0.69407516,0.06765478,0.00100329,0.00199824,0.45608404,0.39908039,0.14273463
-5.74787394,0.75657247,0.07410903,0.00110153,0.00174701,0.49663192,0.44276183,0.15408183
-5.74187094,0.82686632,0.08141427,0.00120767,0.00153146,0.54220712,0.49075186,0.16724833
-5.73586793,0.90446151,0.08953411,0.00132066,0.00134931,0.59247242,0.54278674,0.18214708
-5.72986493,0.98873989,0.09842050,0.00143929,0.00119799,0.64700937,0.59853214,0.19866241
-5.72386193,1.07896576,0.10801401,0.00156222,0.00107470,0.70532208,0.65758477,0.21665095
-5.71785893,1.17429451,0.11824438,0.00168798,0.00097651,0.76684334,0.71947625,0.23594313
-5.71185593,1.27378472,0.12903139,0.00181500,0.00090047,0.83094301,0.78367938,0.25634541
-5.70585293,1.37641391,0.14028597,0.00194168,0.00084366,0.89693885,0.84961680,0.27764339
-5.69984992,1.48109792,0.15191166,0.00206635,0.00080329,0.96410977,0.91667212,0.29960562
-5.69384692,1.58671354,0.16380638,0.00218739,0.00077670,1.03171127,0.98420323,0.32198834
-5.68784392,1.69212422,0.17586435,0.00230323,0.00076146,1.09899293,1.05155747,0.34454088
-5.68184092,1.79620807,0.18797830,0.00241241,0.00075533,1.16521741,1.11808847,0.36701183
-5.67583792,1.89788754,0.20004180,0.00251360,0.00075638,1.22968050,1.18317383,0.38915562
-5.66983492,1.99615974,0.21195162,0.00260568,0.00076293,1.29173169,1.24623339,0.41073954
-5.66383192,2.09012655,0.22361018,0.00268778,0.00077358,1.35079439,1.30674716,0.43155077
-5.65782891,2.17902323,0.23492781,0.00275928,0.00078725,1.40638519,1.36427244,0.45140334
-5.65182591,2.26224454,0.24582497,0.00281987,0.00080313,1.45813131,1.41845935,0.47014456
-5.64582291,2.33936721,0.25623414,0.00286956,0.00082070,1.50578553,1.46906406,0.48766083
-5.63981991,2.41016775,0.26610149,0.00290868,0.00083973,1.54923783,1.51595934,0.50388242
-5.63381691,2.47463464,0.27538813,0.00293791,0.00086024,1.58852318,1.55914156,0.51878696
-5.62781391,2.53297410,0.28407102,0.00295825,0.00088248,1.62382484,1.59873400,0.53240148
-5.62181091,2.58560893,0.29214331,0.00297101,0.00090693,1.65547289,1.63498597,0.54480283
-5.61580790,2.63316997,0.29961434,0.00297777,0.00093423,1.68393769,1.66826764,0.55611622
-5.60980490,2.67648015,0.30650897,0.00298036,0.00096517,1.70981817,1.69906037,0.56651203
-5.60380190,2.71653114,0.31286651,0.00298077,0.00100065,1.73382523,1.72794288,0.57620073
-5.59779890,2.75445311,0.31873908,0.00298116,0.00104159,1.75676031,1.75557316,0.58542611
-5.59179590,2.79147829,0.32418943,0.00298373,0.00108896,1.77948993,1.78266678,0.59445691
-5.58579290,2.82889921,0.32928838,0.00299070,0.00114365,1.80291664,1.80997206,0.60357717
-5.57978989,2.86802281,0.33411172,0.00300420,0.00120651,1.82794742,1.83824268,0.61307556
-5.57378689,2.91012204,0.33873692,0.00302625,0.00127820,1.85546041,1.86820871,0.62323409
-5.56778389,2.95638627,0.34323943,0.00305866,0.00135925,1.88627125,1.90054693,0.63431656
-5.56178089,3.00787260,0.34768898,0.00310296,0.00144995,1.92110012,1.93585150,0.64655727
-5.55577789,3.06545970,0.35214581,0.00316039,0.00155036,1.96054088,1.97460611,0.66015041
-5.54977489,3.12980623,0.35665709,0.00323179,0.00166028,2.00503348,2.01715884,0.67524056
