energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.71185593,4.05163482,0.00847884,0.37943166,1.15207283,0.61662037,2.84136188,1.38221997,0.00904263,1.61586936
-5.70585293,4.11600212,0.00822433,0.39099946,1.15438412,0.63285998,2.87729544,1.41053280,0.00932567,1.63140007
-5.69984992,4.17420355,0.00793505,0.40234575,1.15444257,0.64896614,2.90740460,1.43637366,0.00961696,1.64466880
-5.69384692,4.22620920,0.00761677,0.41332763,1.15260575,0.66490119,2.93158738,1.45950893,0.00991250,1.65600995
-5.68784392,4.27224280,0.00727591,0.42381973,1.14931885,0.68064947,2.94995664,1.47979992,0.01020871,1.66585483
-5.68184092,4.31276234,0.00691924,0.43371526,1.14509882,0.69621752,2.96281940,1.49720197,0.01050242,1.67471583
-5.67583792,4.34843386,0.00655377,0.44292661,1.14051647,0.71163370,2.97065011,1.51176092,0.01079095,1.68316837
-5.66983492,4.38009994,0.00618648,0.45138546,1.13617722,0.72694715,2.97405910,1.52360715,0.01107212,1.69183099
-5.66383192,4.40874374,0.00582420,0.45904247,1.13270110,0.74222619,2.97375805,1.53294750,0.01134422,1.70134453
-5.65782891,4.43545003,0.00547340,0.46586655,1.13070273,0.75755608,2.97052383,1.54005527,0.01160604,1.71235085
-5.65182591,4.46136424,0.00514004,0.47184377,1.13077187,0.77303616,2.96516243,1.54525858,0.01185676,1.72547186
-5.64582291,4.48765045,0.00482946,0.47697593,1.13345509,0.78877639,2.95847426,1.54892735,0.01209593,1.74128924
-5.63981991,4.51544948,0.00454628,0.48127886,1.13923881,0.80489320,2.95122201,1.55145926,0.01232333,1.76032523
-5.63381691,4.54583761,0.00429428,0.48478034,1.14853422,0.82150485,2.94410200,1.55326494,0.01253892,1.78302502
-5.62781391,4.57978689,0.00407640,0.48751793,1.16166428,0.83872606,2.93771972,1.55475275,0.01274270,1.80974074
-5.62181091,4.61812761,0.00389469,0.48953652,1.17885276,0.85666228,2.93256991,1.55631348,0.01293460,1.84071745
-5.61580790,4.66151368,0.00375030,0.49088578,1.20021573,0.87540344,2.92902140,1.55830530,0.01311439,1.87608129
-5.60980490,4.71039148,0.00364350,0.49161749,1.22575532,0.89501755,2.92730662,1.56103941,0.01328154,1.91582989
-5.60380190,4.76497312,0.00357373,0.49178291,1.25535591,0.91554426,2.92751560,1.56476673,0.01343522,1.95982533
-5.59779890,4.82521468,0.00353962,0.49143016,1.28878277,0.93698863,2.92959422,1.56966618,0.01357416,2.00778976
-5.59179590,4.89080040,0.00353908,0.49060175,1.32568317,0.95931539,2.93334620,1.57583477,0.01369667,2.05930407
-5.58579290,4.96113369,0.00356936,0.48933235,1.36559017,0.98244413,2.93843869,1.58328015,0.01380061,2.11380970
-5.57978989,5.03533568,0.00362714,0.48764686,1.40792893,1.00624555,2.94441096,1.59191592,0.01388346,2.17061398
-5.57378689,5.11225230,0.00370863,0.48555887,1.45202581,1.03053926,2.95068607,1.60156007,0.01394236,2.22889915
-5.56778389,5.19047022,0.00380967,0.48306962,1.49712020,1.05509332,2.95658515,1.61193680,0.01397417,2.28773530
-5.56178089,5.26834228,0.00392582,0.48016754,1.54237912,1.07962575,2.96134435,1.62268199,0.01397567,2.34609715
-5.55577789,5.34402240,0.00405250,0.47682834,1.58691439,1.10380827,2.96413411,1.63335225,0.01394361,2.40288483
-5.54977489,5.41550959,0.00418507,0.47301585,1.62980233,1.12727211,2.96408076,1.64343763,0.01387493,2.45694824
-5.54377189,5.48070046,0.00431896,0.46868340,1.67010559,1.14961610,2.96029012,1.65237753,0.01376686,2.50711466
-5.53776888,5.53744886,0.00444981,0.46377595,1.70689664,1.17041665,2.95187294,1.65957958,0.01361713,2.55221898
-5.53176588,5.58363116,0.00457352,0.45823274,1.73928240,1.18923953,2.93797155,1.66444081,0.01342407,2.59113569
-5.52576288,5.61721503,0.00468642,0.45199041,1.76642925,1.20565290,2.91778734,1.66637039,0.01318676,2.62281176
-5.51975988,5.63632914,0.00478531,0.44498661,1.78758762,1.21924127,2.89060819,1.66481311,0.01290512,2.64629904
-5.51375688,5.63933131,0.00486755,0.43716364,1.80211524,1.22961969,2.85583497,1.65927261,0.01258003,2.66078528
-5.50775388,5.62487208,0.00493116,0.42847240,1.80949812,1.23644773,2.81300618,1.64933341,0.01221329,2.66562215
-5.50175088,5.59195103,0.00497481,0.41887595,1.80936835,1.23944252,2.76181962,1.63468070,0.01180773,2.66034925
-5.49574787,5.53996304,0.00499789,0.40835300,1.80151789,1.23839035,2.70215004,1.61511699,0.01136710,2.64471291
-5.48974487,5.46873236,0.00500046,0.39690074,1.78590756,1.23315619,2.63406177,1.59057476,0.01089607,2.61867881
-5.48374187,5.37853239,0.00498329,0.38453711,1.76267077,1.22369073,2.55781561,1.56112445,0.01040013,2.58243764
-5.47773887,5.27009020,0.00494776,0.37130230,1.73211158,1.21003461,2.47386921,1.52697733,0.00988546,2.53640346
-5.47173587,5.14457487,0.00489579,0.35725933,1.69469704,1.19231946,2.38287072,1.48848296,0.00935881,2.48120451
-5.46573287,5.00357003,0.00482978,0.34249376,1.65104396,1.17076577,2.28564575,1.44612134,0.00882736,2.41766673
-5.45972986,4.84903143,0.00475249,0.32711243,1.60190060,1.14567755,2.18317785,1.40048991,0.00829856,2.34679055
-5.45372686,4.68323099,0.00466688,0.31124142,1.54812388,1.11743403,2.07658323,1.35228601,0.00777995,2.26972175
-5.44772386,4.50868978,0.00457604,0.29502312,1.49065302,1.08647863,1.96708078,1.30228548,0.00727902,2.18771747
-5.44172086,4.32810242,0.00448302,0.27861275,1.43048076,1.05330565,1.85595849,1.25131831,0.00680303,2.10210882
-5.43571786,4.14425626,0.00439069,0.26217436,1.36862320,1.01844528,1.74453777,1.20024252,0.00635888,2.01426152
-5.42971486,3.95994849,0.00430166,0.24587660,1.30608959,0.98244743,1.63413715,1.14991719,0.00595295,1.92553598
-5.42371186,3.77790463,0.00421813,0.22988833,1.24385322,0.94586512,1.52603697,1.10117600,0.00559099,1.83724865
-5.41770885,3.60070174,0.00414184,0.21437453,1.18282462,0.90923799,1.42144647,1.05480232,0.00527799,1.75063588
-5.41170585,3.43069918,0.00407398,0.19949235,1.12382795,0.87307667,1.32147459,1.01150685,0.00501809,1.66682168
-5.40570285,3.26997959,0.00401516,0.18538785,1.06758151,0.83784860,1.22710571,0.97190870,0.00481449,1.58679056
-5.39969985,3.12030207,0.00396540,0.17219327,1.01468297,0.80396567,1.13918095,0.93652066,0.00466939,1.51136621
-5.39369685,2.98306891,0.00392415,0.16002511,0.96559963,0.77177438,1.05838582,0.90573905,0.00458392,1.44119664
-5.38769385,2.85930674,0.00389033,0.14898304,0.92066381,0.74154856,0.98524411,0.87983837,0.00455809,1.37674610
-5.38169085,2.74966201,0.00386238,0.13914959,0.88007336,0.71348509,0.92011824,0.85897087,0.00459081,1.31829368
-5.37568784,2.65441035,0.00383837,0.13059075,0.84389687,0.68770245,0.86321535,0.84317070,0.00467986,1.26593830
-5.36968484,2.57347861,0.00381609,0.12335716,0.81208297,0.66424222,0.81459864,0.83236228,0.00482190,1.21960960
-5.36368184,2.50647791,0.00379316,0.11748608,0.78447322,0.64307330,0.77420306,0.82637221,0.00501253,1.17908383
-5.35767884,2.45274571,0.00376716,0.11300370,0.76081758,0.62409846,0.74185429,0.82494405,0.00524632,1.14400395
-5.35167584,2.41139446,0.00373573,0.10992788,0.74079181,0.60716299,0.71728981,0.82775515,0.00551693,1.11390277
-5.34567284,2.38136455,0.00369666,0.10827095,0.72401579,0.59206487,0.70018111,0.83443455,0.00581721,1.08822808
-5.33966983,2.36147881,0.00364803,0.10804247,0.71007193,0.57856608,0.69015571,0.84458116,0.00613933,1.06636866
-5.33366683,2.35049638,0.00358826,0.10925180,0.69852305,0.56640441,0.68681804,0.85778136,0.00647493,1.04768013
-5.32766383,2.34716362,0.00351619,0.11191018,0.68892893,0.55530538,0.68976825,0.87362528,0.00681534,1.03150963
-5.32166083,2.35026015,0.00343110,0.11603231,0.68086105,0.54499372,0.69861816,0.89172101,0.00715172,1.01721856
-5.31565783,2.35863853,0.00333275,0.12163718,0.67391520,0.53520397,0.71300376,0.91170642,0.00747533,1.00420268
-5.30965483,2.37125627,0.00322136,0.12874821,0.66772163,0.52568995,0.73259390,0.93325806,0.00777771,0.99190905
-5.30365183,2.38719970,0.00309759,0.13739244,0.66195269,0.51623263,0.75709494,0.95609704,0.00805090,0.97984952
-5.29764882,2.40569913,0.00296253,0.14759898,0.65632807,0.50664638,0.78625150,0.97999180,0.00828766,0.96761069
-5.29164582,2.42613563,0.00281758,0.15939662,0.65061762,0.49678344,0.81984326,1.00475792,0.00848165,0.95486018
-5.28564282,2.44803978,0.00266446,0.17281069,0.64464217,0.48653653,0.85767856,1.03025520,0.00862759,0.94134962
-5.27963982,2.47108333,0.00250505,0.18785942,0.63827254,0.47583972,0.89958503,1.05638237,0.00872143,0.92691441
-5.27363682,2.49506472,0.00234140,0.20454979,0.63142709,0.46466777,0.94539803,1.08306982,0.00876039,0.91147085
-5.26763382,2.51988989,0.00217559,0.22287315,0.62406816,0.45303393,0.99494768,1.11027105,0.00874305,0.89501087
-5.26163082,2.54554945,0.00200968,0.24280094,0.61619777,0.44098664,1.04804523,1.13795308,0.00866935,0.87759502
-5.25562781,2.57209400,0.00184562,0.26428047,0.60785277,0.42860525,1.10446951,1.16608663,0.00854057,0.85934396
-5.24962481,2.59960866,0.00168525,0.28723130,0.59909979,0.41599505,1.16395445,1.19463656,0.00835921,0.84042917
-5.24362181,2.62818819,0.00153019,0.31154221,0.59003013,0.40328195,1.22617819,1.22355287,0.00812893,0.82106301
-5.23761881,2.65791391,0.00138182,0.33706912,0.58075478,0.39060686,1.29075452,1.25276300,0.00785436,0.80148870
-5.23161581,2.68883330,0.00124129,0.36363399,0.57139955,0.37812023,1.35722715,1.28216551,0.00754092,0.78197041
-5.22561281,2.72094302,0.00110949,0.39102501,0.56210048,0.36597673,1.42506729,1.31162566,0.00719464,0.76278371
-5.21960980,2.75417602,0.00098703,0.41899792,0.55299952,0.35433028,1.49367451,1.34097287,0.00682195,0.74420655
-5.21360680,2.78839288,0.00087428,0.44727873,0.54424035,0.34332958,1.56238133,1.37000032,0.00642946,0.72651098
-5.20760380,2.82337772,0.00077137,0.47556756,0.53596451,0.33311420,1.63046105,1.39846668,0.00602379,0.70995562
-5.20160080,2.85883843,0.00067824,0.50354374,0.52830769,0.32381119,1.69713889,1.42609983,0.00561133,0.69477900
-5.19559780,2.89441119,0.00059463,0.53087187,0.52139622,0.31553239,1.76160587,1.45260254,0.00519813,0.68119375
-5.18959480,2.92966871,0.00052015,0.55720865,0.51534384,0.30837226,1.82303503,1.47765980,0.00478972,0.66938180
-5.18359180,2.96413192,0.00045427,0.58221039,0.51024872,0.30240637,1.88059935,1.50094766,0.00439103,0.65949054
-5.17758879,2.99728443,0.00039641,0.60554077,0.50619087,0.29769045,1.93349077,1.52214308,0.00400631,0.65162998
-5.17158579,3.02858923,0.00034589,0.62687875,0.50322991,0.29426000,1.98093964,1.54093465,0.00363908,0.64587095
-5.16558279,3.05750684,0.00030205,0.64592623,0.50140354,0.29213035,2.02223379,1.55703364,0.00329211,0.64224443
-5.15957979,3.08351446,0.00026419,0.66241533,0.50072646,0.29129728,2.05673681,1.57018502,0.00296744,0.64074191
-5.15357679,3.10612514,0.00023164,0.67611490,0.50119018,0.29173802,2.08390470,1.58017807,0.00266640,0.64131684
-5.14757379,3.12490650,0.00020375,0.68683622,0.50276352,0.29341270,2.10330050,1.58685605,0.00238972,0.64388725
-5.14157079,3.13949819,0.00017994,0.69443763,0.50539396,0.29626605,2.11460633,1.59012459,0.00213752,0.64833922
-5.13556778,3.14962743,0.00015964,0.69882791,0.50900982,0.30022952,2.11763255,1.58995850,0.00190947,0.65453133
-5.12956478,3.15512207,0.00014236,0.69996841,0.51352314,0.30522354,2.11232379,1.58640634,0.00170481,0.66229993
-5.12356178,3.15592046,0.00012768,0.69787385,0.51883322,0.31115999,2.09876151,1.57959276,0.00152248,0.67146486
-5.11755878,3.15207767,0.00011520,0.69261175,0.52483071,0.31794473,2.07716324,1.56971816,0.00136120,0.68183570
-5.11155578,3.14376768,0.00010461,0.68430048,0.53140189,0.32548018,2.04787829,1.55705555,0.00121951,0.69321797
-5.10555278,3.13128105,0.00009563,0.67310617,0.53843317,0.33366774,2.01138016,1.54194452,0.00109587,0.70541938
-5.09954977,3.11501812,0.00008804,0.65923833,0.54581529,0.34241013,1.96825582,1.52478236,0.00098872,0.71825552
-5.09354677,3.09547753,0.00008164,0.64294452,0.55344728,0.35161337,1.91919209,1.50601247,0.00089652,0.73155491
-5.08754377,3.07324026,0.00007629,0.62450406,0.56123966,0.36118850,1.86495939,1.48611039,0.00081776,0.74516322
-5.08154077,3.04894971,0.00007186,0.60422110,0.56911689,0.37105282,1.80639351,1.46556771,0.00075104,0.75894621
-5.07553777,3.02328815,0.00006824,0.58241716,0.57701887,0.38113068,1.74437555,1.44487466,0.00069503,0.77279150
-5.06953477,2.99695047,0.00006536,0.55942331,0.58490124,0.39135376,1.67981083,1.42450169,0.00064851,0.78660892
-5.06353177,2.97061615,0.00006315,0.53557233,0.59273467,0.40166082,1.61360721,1.40488114,0.00061036,0.80032946
-5.05752876,2.94492049,0.00006153,0.51119104,0.60050291,0.41199693,1.54665342,1.38638940,0.00057956,0.81390277
-5.05152576,2.92042640,0.00006044,0.48659292,0.60819988,0.42231221,1.47979821,1.36933084,0.00055517,0.82729354
-5.04552276,2.89759789,0.00005984,0.46207137,0.61582589,0.43256016,1.41383067,1.35392379,0.00053633,0.84047670
-5.03951976,2.87677661,0.00005966,0.43789374,0.62338313,0.44269570,1.34946264,1.34028984,0.00052224,0.85343188
-5.03351676,2.85816269,0.00005985,0.41429635,0.63087082,0.45267293,1.28731353,1.32844660,0.00051217,0.86613733
-5.02751376,2.84180067,0.00006033,0.39148058,0.63828018,0.46244287,1.22789823,1.31830479,0.00050542,0.87856374
-5.02151076,2.82757174,0.00006105,0.36961019,0.64558970,0.47195124,1.17161836,1.30966971,0.00050131,0.89066824
-5.01550775,2.81519254,0.00006194,0.34880991,0.65276087,0.48113651,1.11875736,1.30224729,0.00049923,0.90238901
-5.00950475,2.80422106,0.00006293,0.32916534,0.65973473,0.48992826,1.06947935,1.29565452,0.00049856,0.91364094
-5.00350175,2.79406953,0.00006394,0.31072410,0.66642963,0.49824618,1.02383195,1.28943391,0.00049873,0.92431254
-4.99749875,2.78402394,0.00006492,0.29349812,0.67274016,0.50599960,0.98175287,1.28307146,0.00049921,0.93426447
-4.99149575,2.77326957,0.00006579,0.27746701,0.67853774,0.51308796,0.94307992,1.27601722,0.00049948,0.94332992
-4.98549275,2.76092146,0.00006650,0.26258231,0.68367263,0.51940194,0.90756416,1.26770768,0.00049909,0.95131683
-4.97948974,2.74605874,0.00006699,0.24877237,0.68797760,0.52482560,0.87488547,1.25758887,0.00049763,0.95801225
-4.97348674,2.72776124,0.00006721,0.23594771,0.69127305,0.52923929,0.84467006,1.24513916,0.00049475,0.96318837
-4.96748374,2.70514696,0.00006712,0.22400660,0.69337338,0.53252337,0.81650904,1.22989072,0.00049016,0.96661046
-4.96148074,2.67740876,0.00006670,0.21284062,0.69409448,0.53456258,0.78997740,1.21144861,0.00048363,0.96804601
-4.95547774,2.64384869,0.00006592,0.20233992,0.69326188,0.53525086,0.76465263,1.18950673,0.00047501,0.96727505
-4.94947474,2.60390848,0.00006477,0.19239816,0.69071922,0.53449648,0.74013214,1.16385997,0.00046424,0.96410092
-4.94347174,2.55719500,0.00006327,0.18291670,0.68633667,0.53222718,0.71604903,1.13441201,0.00045131,0.95836104
-4.93746873,2.50349954,0.00006142,0.17380815,0.68001878,0.52839502,0.69208539,1.10117864,0.00043629,0.94993724
-4.93146573,2.44281010,0.00005925,0.16499899,0.67171140,0.52298075,0.66798293,1.06428660,0.00041930,0.93876483
-4.92546273,2.37531639,0.00005678,0.15643141,0.66140726,0.51599732,0.64355045,1.02396798,0.00040054,0.92484016
-4.91945973,2.30140717,0.00005405,0.14806414,0.64914987,0.50749236,0.61866810,0.98055092,0.00038023,0.90822598
-4.91345673,2.22166034,0.00005110,0.13987256,0.63503538,0.49754943,0.59328835,0.93444690,0.00035866,0.88905435
-4.90745373,2.13682607,0.00004799,0.13184789,0.61921243,0.48628777,0.56743386,0.88613549,0.00033613,0.86752668
-4.90145073,2.04780381,0.00004476,0.12399583,0.60187972,0.47386067,0.54119243,0.83614737,0.00031294,0.84391095
-4.89544772,1.95561420,0.00004146,0.11633456,0.58328136,0.46045222,0.51470952,0.78504633,0.00028943,0.81853589
-4.88944472,1.86136696,0.00003813,0.10889235,0.56370025,0.44627266,0.48817864,0.73341122,0.00026590,0.79178241
-4.88344172,1.76622617,0.00003483,0.10170492,0.54344961,0.43155244,0.46183022,0.68181847,0.00024267,0.76407257
-4.87743872,1.67137421,0.00003159,0.09481264,0.52286302,0.41653518,0.43591952,0.63082594,0.00022001,0.73585635
-4.87143572,1.57797578,0.00002845,0.08825774,0.50228341,0.40146982,0.41071407,0.58095864,0.00019819,0.70759701
-4.86543272,1.48714336,0.00002544,0.08208166,0.48205141,0.38660235,0.38648123,0.53269671,0.00017742,0.67975541
-4.85942971,1.39990529,0.00002259,0.07632262,0.46249364,0.37216736,0.36347631,0.48646604,0.00015792,0.65277410
-4.85342671,1.31717764,0.00001992,0.07101353,0.44391132,0.35837991,0.34193180,0.44263152,0.00013983,0.62706187
-4.84742371,1.23974082,0.00001745,0.06618021,0.42656985,0.34542809,0.32204797,0.40149315,0.00012330,0.60297941
-4.84142071,1.16822153,0.00001519,0.06184015,0.41068961,0.33346645,0.30398517,0.36328471,0.00010844,0.58082674
-4.83541771,1.10308079,0.00001313,0.05800158,0.39643865,0.32261087,0.28785811,0.32817498,0.00009534,0.56083295
-4.82941471,1.04460815,0.00001128,0.05466310,0.38392734,0.31293490,0.27373215,0.29627115,0.00008408,0.54314879
-4.82341171,0.99292221,0.00000965,0.05181369,0.37320530,0.30446782,0.26162171,0.26762413,0.00007472,0.52784226
-4.81740870,0.94797734,0.00000821,0.04943313,0.36426086,0.29719456,0.25149068,0.24223536,0.00006733,0.51489769
-4.81140570,0.90957605,0.00000697,0.04749279,0.35702284,0.29105738,0.24325489,0.22006492,0.00006201,0.50421797
-4.80540270,0.87738663,0.00000592,0.04595674,0.35136481,0.28595935,0.23678622,0.20104028,0.00005886,0.49563019
-4.79939970,0.85096515,0.00000504,0.04478313,0.34711148,0.28176934,0.23191840,0.18506570,0.00005800,0.48889418
-4.79339670,0.82978095,0.00000433,0.04392575,0.34404696,0.27832847,0.22845401,0.17203158,0.00005961,0.48371367
-4.78739370,0.81324469,0.00000377,0.04333579,0.34192474,0.27545750,0.22617246,0.16182374,0.00006390,0.47974961
-4.78139070,0.80073771,0.00000336,0.04296357,0.34047862,0.27296502,0.22483867,0.15433213,0.00007113,0.47663496
-4.77538769,0.79164180,0.00000309,0.04276037,0.33943447,0.27065602,0.22421206,0.14945886,0.00008164,0.47399043
-4.76938469,0.78536800,0.00000296,0.04268021,0.33852217,0.26834035,0.22405544,0.14712534,0.00009582,0.47144042
-4.76338169,0.78138363,0.00000297,0.04268147,0.33748722,0.26584093,0.22414369,0.14727820,0.00011413,0.46862856
-4.75737869,0.77923643,0.00000311,0.04272841,0.33610166,0.26300119,0.22427169,0.14989402,0.00013713,0.46523215
-4.75137569,0.77857493,0.00000338,0.04279245,0.33417386,0.25969150,0.22426142,0.15498267,0.00016544,0.46097503
-4.74537269,0.77916452,0.00000380,0.04285325,0.33155669,0.25581441,0.22396781,0.16258918,0.00019978,0.45563830
-4.73936968,0.78089846,0.00000437,0.04289947,0.32815393,0.25130843,0.22328341,0.17279417,0.00024093,0.44906859
-4.73336668,0.78380376,0.00000510,0.04292929,0.32392463,0.24615026,0.22214150,0.18571275,0.00028977,0.44118359
-4.72736368,0.78804162,0.00000601,0.04295058,0.31888527,0.24035557,0.22051780,0.20149199,0.00034727,0.43197471
-4.72136068,0.79390255,0.00000711,0.04298083,0.31310974,0.23397810,0.21843056,0.22030695,0.00041444,0.42150683
-4.71535768,0.80179649,0.00000842,0.04304665,0.30672709,0.22710747,0.21593925,0.24235548,0.00049240,0.40991534
-4.70935468,0.81223821,0.00000996,0.04318314,0.29991734,0.21986555,0.21314186,0.26785175,0.00058230,0.39740059
-4.70335168,0.82582867,0.00001176,0.04343285,0.29290531,0.21240188,0.21017094,0.29701881,0.00068534,0.38422005
-4.69734867,0.84323293,0.00001383,0.04384455,0.28595294,0.20488810,0.20718861,0.33008018,0.00080273,0.37067870
-4.69134567,0.86515534,0.00001621,0.04447181,0.27935031,0.19751182,0.20438066,0.36725076,0.00093573,0.35711784
-4.68534267,0.89231275,0.00001891,0.04537128,0.27340559,0.19047002,0.20195001,0.40872720,0.00108553,0.34390294
-4.67933967,0.92540656,0.00002197,0.04660096,0.26843442,0.18396234,0.20010973,0.45467784,0.00125329,0.33141094
-4.67333667,0.96509436,0.00002540,0.04821828,0.26474900,0.17818442,0.19907576,0.50523250,0.00144011,0.32001738
-4.66733367,1.01196181,0.00002922,0.05027808,0.26264713,0.17332148,0.19905963,0.56047221,0.00164692,0.31008383
-4.66133067,1.06649548,0.00003346,0.05283062,0.26240160,0.16954234,0.20026124,0.62041913,0.00187454,0.30194588
-4.65532766,1.12905730,0.00003813,0.05591956,0.26425033,0.16699397,0.20286197,0.68502687,0.00212353,0.29590215
-4.64932466,1.19986114,0.00004322,0.05958004,0.26838719,0.16579680,0.20701819,0.75417135,0.00239422,0.29220445
-4.64332166,1.27895212,0.00004874,0.06383677,0.27495416,0.16604066,0.21285525,0.82764247,0.00268661,0.29104935
