energy_ev,total_up,Cu_p_up,Cu_d_up,In_p_up,In_d_up,S_s_up,S_p_up
-5.84392196,3.36772694,1.83170835,1.55208723,0.05104240,0.00487624,0.01891619,1.43225004
-5.83791896,3.31259831,1.79388607,1.52493143,0.05142300,0.00492864,0.01957138,1.40758641
-5.83191596,3.25195072,1.75400280,1.49457245,0.05196018,0.00498869,0.02015799,1.38053433
-5.82591296,3.18762337,1.71321519,1.46184829,0.05262690,0.00505958,0.02066299,1.35190341
-5.81990995,3.12154289,1.67272024,1.42764117,0.05339969,0.00514446,0.02107432,1.32253167
-5.81390695,3.05565702,1.63371058,1.39285035,0.05425860,0.00524635,0.02138129,1.29325734
-5.80790395,2.99186828,1.59732980,1.35836501,0.05518709,0.00536791,0.02157499,1.26489111
-5.80190095,2.93197037,1.56462958,1.32503833,0.05617175,0.00551136,0.02164854,1.23818977
-5.79589795,2.87758953,1.53653039,1.29366352,0.05720191,0.00567828,0.02159743,1.21383241
-5.78989495,2.83013297,1.51378749,1.26495252,0.05826913,0.00586955,0.02141963,1.19239987
-5.78389195,2.79074611,1.49696335,1.23951802,0.05936671,0.00608522,0.02111576,1.17435814
-5.77788894,2.76027982,1.48640768,1.21785911,0.06048900,0.00632443,0.02068905,1.16004609
-5.77188594,2.73926855,1.48224563,1.20035081,0.06163085,0.00658543,0.02014532,1.14966797
-5.76588294,2.72791969,1.48437456,1.18723767,0.06278695,0.00686553,0.01949276,1.14329046
-5.75987994,2.72611412,1.49246926,1.17863136,0.06395132,0.00716117,0.01874170,1.14084440
-5.75387694,2.73341753,1.50599530,1.17451203,0.06511673,0.00746801,0.01790430,1.14213087
-5.74787394,2.74910164,1.52422977,1.17473335,0.06627435,0.00778097,0.01699416,1.14683104
-5.74187094,2.77217430,1.54628851,1.17903074,0.06741341,0.00809446,0.01602589,1.15451955
-5.73586793,2.80141718,1.57115861,1.18703256,0.06852107,0.00840245,0.01501474,1.16468062
-5.72986493,2.83542947,1.59773482,1.19827387,0.06958235,0.00869873,0.01397606,1.17672632
-5.72386193,2.87267616,1.62485857,1.21221216,0.07058028,0.00897705,0.01292499,1.19001641
-5.71785893,2.91153920,1.65135794,1.22824487,0.07149623,0.00923131,0.01187600,1.20387903
-5.71185593,2.95036988,1.67608738,1.24572811,0.07231025,0.00945579,0.01084258,1.21763169
-5.70585293,2.98754102,1.69796557,1.26399617,0.07300173,0.00964530,0.00983697,1.23060187
-5.69984992,3.02149738,1.71601036,1.28238136,0.07355000,0.00979533,0.00886994,1.24214690
-5.69384692,3.05080294,1.72936969,1.30023384,0.07393514,0.00990221,0.00795064,1.25167238
-5.68784392,3.07418390,1.73734749,1.31694085,0.07413877,0.00996321,0.00708655,1.25864901
-5.68184092,3.09056636,1.73942409,1.33194494,0.07414489,0.00997663,0.00628342,1.26262722
-5.67583792,3.09910771,1.73527061,1.34476089,0.07394069,0.00994179,0.00554537,1.26324950
-5.66983492,3.09922121,1.72475717,1.35499058,0.07351727,0.00985911,0.00487495,1.26026004
-5.66383192,3.09059323,1.70795501,1.36233582,0.07287032,0.00973004,0.00427330,1.25351167
-5.65782891,3.07319285,1.68513276,1.36660836,0.07200065,0.00955702,0.00374029,1.24296980
-5.65182591,3.04727395,1.65674733,1.36773714,0.07091453,0.00934339,0.00327472,1.22871352
-5.64582291,3.01336985,1.62343010,1.36577229,0.06962390,0.00909327,0.00287446,1.21093372
-5.63981991,2.97228103,1.58596916,1.36088594,0.06814639,0.00881147,0.00253670,1.18992844
-5.63381691,2.92505650,1.54528848,1.35336971,0.06650511,0.00850334,0.00225807,1.16609556
-5.62781391,2.87296973,1.50242491,1.34362912,0.06472834,0.00817462,0.00203484,1.13992322
-5.62181091,2.81748998,1.45850396,1.33217506,0.06284894,0.00783131,0.00186300,1.11197803
-5.61580790,2.76025036,1.41471531,1.31961270,0.06090370,0.00747952,0.00173843,1.08289183
-5.60980490,2.70301360,1.37228876,1.30662836,0.05893254,0.00712536,0.00165698,1.05334713
-5.60380190,2.64763688,1.33247138,1.29397484,0.05697763,0.00677481,0.00161450,1.02406188
-5.59779890,2.59603672,1.29650647,1.28245578,0.05508243,0.00643364,0.00160694,0.99577404
-5.59179590,2.55015514,1.26561457,1.27290977,0.05329074,0.00610732,0.00163038,0.96922643
-5.58579290,2.51192773,1.24097680,1.26619457,0.05164578,0.00580096,0.00168100,0.94515229
-5.57978989,2.48325444,1.22372049,1.26317210,0.05018922,0.00551927,0.00175516,0.92426199
-5.57378689,2.46597323,1.21490688,1.26469453,0.04896044,0.00526653,0.00184936,0.90723110
-5.56778389,2.46183677,1.21552050,1.27159160,0.04799569,0.00504658,0.00196025,0.89469010
-5.56178089,2.47249180,1.22645977,1.28465937,0.04732751,0.00486279,0.00208462,0.88721576
-5.55577789,2.49946062,1.24852815,1.30465022,0.04698412,0.00471810,0.00221944,0.88532410
-5.54977489,2.54412404,1.28242524,1.33226378,0.04698899,0.00461500,0.00236182,0.88946492
-5.54377189,2.60770467,1.32873721,1.36813861,0.04736049,0.00455555,0.00250904,0.90001739
-5.53776888,2.69124981,1.38792606,1.41284385,0.04811156,0.00454134,0.00265855,0.91728665
-5.53176588,2.79561288,1.46031730,1.46687065,0.04924954,0.00457354,0.00280800,0.94150092
-5.52576288,2.92143280,1.54608606,1.53062275,0.05077596,0.00465282,0.00295522,0.97280872
-5.51975988,3.06911087,1.64524156,1.60440583,0.05268643,0.00477936,0.00309826,1.01127608
-5.51375688,3.23878516,1.75761056,1.68841553,0.05497053,0.00495281,0.00323538,1.05688341
-5.50775388,3.43030289,1.88282038,1.78272413,0.05761179,0.00517222,0.00336508,1.10952190
-5.50175088,3.64319180,2.02028261,1.88726606,0.06058762,0.00543603,0.00348605,1.16898965
-5.49574787,3.87663191,2.16917867,2.00182290,0.06386939,0.00574198,0.00359722,1.23498764
-5.48974487,4.12942975,2.32844872,2.12600860,0.06742252,0.00608713,0.00369773,1.30711592
-5.48374187,4.39999718,2.49678543,2.25925587,0.07120665,0.00646773,0.00378690,1.38487053
-5.47773887,4.68633729,2.67263402,2.40080505,0.07517597,0.00687929,0.00386422,1.46764173
-5.47173587,4.98604001,2.85419996,2.54969661,0.07927968,0.00731657,0.00392931,1.55471419
-5.46573287,5.29628956,3.03946545,2.70476861,0.08346255,0.00777354,0.00398194,1.64526977
-5.45972986,5.61388587,3.22621525,2.86466025,0.08766577,0.00824353,0.00402195,1.73839345
-5.45372686,5.93528119,3.41207218,3.02782243,0.09182783,0.00871926,0.00404924,1.83308291
-5.44772386,6.25663268,3.59454191,3.19253602,0.09588571,0.00919298,0.00406378,1.92826188
-5.44172086,6.57387056,3.77106618,3.35693805,0.09977616,0.00965661,0.00406556,2.02279754
-5.43571786,6.88278089,3.93908292,3.51905558,0.10343713,0.01010194,0.00405459,2.11552151
-5.42971486,7.17910067,4.09609125,3.67684678,0.10680924,0.01052079,0.00403091,2.20525414
-5.42371186,7.45862228,4.23971903,3.82824782,0.10983738,0.01090523,0.00399457,2.29083130
-5.41770885,7.71730370,4.36778998,3.97122432,0.11247219,0.01124783,0.00394568,2.37113273
-5.41170585,7.95137987,4.47838760,4.10382523,0.11467149,0.01154181,0.00388438,2.44511091
-5.40570285,8.15747073,4.56991282,4.22423723,0.11640156,0.01178130,0.00381089,2.51181915
-5.39969985,8.33268118,4.64113265,4.33083714,0.11763817,0.01196149,0.00372551,2.57043765
-5.39369685,8.47468824,4.69121741,4.42224021,0.11836737,0.01207877,0.00362868,2.62029646
-5.38769385,8.58181155,4.71976455,4.49734216,0.11858591,0.01213086,0.00352092,2.66089399
-5.38169085,8.65306372,4.72680786,4.55535289,0.11830135,0.01211687,0.00340294,2.69191042
-5.37568784,8.68817813,4.71281137,4.59582059,0.11753177,0.01203733,0.00327557,2.71321526
-5.36968484,8.68761281,4.67864822,4.61864482,0.11630517,0.01189413,0.00313980,2.72486857
-5.36368184,8.65253023,4.62556532,4.62407838,0.11465845,0.01169049,0.00299674,2.72711600
-5.35767884,8.58475378,4.55513558,4.61271747,0.11263618,0.01143083,0.00284767,2.72037772
-5.35167584,8.48670309,4.46919974,4.58548098,0.11028903,0.01112062,0.00269392,2.70523175
-5.34567284,8.36131102,4.36980072,4.54357959,0.10767210,0.01076616,0.00253695,2.68239264
-5.33966983,8.21192613,4.25911328,4.48847619,0.10484308,0.01037445,0.00237823,2.65268634
-5.33366683,8.04220470,4.13937233,4.42183920,0.10186043,0.00995288,0.00221924,2.61702231
-5.32766383,7.85599706,4.01280295,4.34549084,0.09878155,0.00950910,0.00206144,2.57636427
-5.32166083,7.65723272,3.88155492,4.26135223,0.09566110,0.00905071,0.00190622,2.53170060
-5.31565783,7.44980866,3.74764443,4.17138757,0.09254949,0.00858513,0.00175488,2.48401562
-5.30965483,7.23748496,3.61290507,4.07754927,0.08949161,0.00811938,0.00160858,2.43426268
-5.30365183,7.02379107,3.47894943,3.98172592,0.08652582,0.00765995,0.00146833,2.38334008
-5.29764882,6.81194555,3.34714241,3.88569471,0.08368325,0.00721264,0.00133498,2.33207037
-5.29164582,6.60479126,3.21858638,3.79107958,0.08098736,0.00678250,0.00120918,2.28118360
-5.28564282,6.40474718,3.09411793,3.69931624,0.07845388,0.00637377,0.00109141,2.23130476
-5.27963982,6.21377726,2.97431533,3.61162465,0.07609097,0.00598984,0.00098197,2.18294547
-5.27363682,6.03337594,2.85951544,3.52898935,0.07389968,0.00563327,0.00088098,2.13650000
-5.26763382,5.86456947,2.74983831,3.45214780,0.07187457,0.00530582,0.00078840,2.09224503
-5.26163082,5.70793132,2.64521777,3.38158652,0.07000458,0.00500852,0.00070405,2.05034317
-5.25562781,5.56361011,2.54543580,3.31754455,0.06827400,0.00474170,0.00062765,2.01084945
-5.24962481,5.43136753,2.45015884,3.26002367,0.06666346,0.00450512,0.00055879,1.97372044
-5.24362181,5.31062423,2.35897414,3.20880458,0.06515106,0.00429804,0.00049700,1.93882539
-5.23761881,5.20051114,2.27142441,3.16346816,0.06371343,0.00411931,0.00044178,1.90595878
-5.23161581,5.09992403,2.18703929,3.12342084,0.06232672,0.00396747,0.00039257,1.87485379
-5.22561281,5.00757928,2.10536274,3.08792310,0.06096754,0.00384080,0.00034882,1.84519620
-5.21960980,4.92206875,2.02597530,3.05612004,0.05961383,0.00373744,0.00030997,1.81663818
-5.21360680,4.84191238,1.94851097,3.02707306,0.05824547,0.00365540,0.00027550,1.78881173
-5.20760380,4.76560703,1.87266855,2.99979170,0.05684491,0.00359267,0.00024491,1.76134121
-5.20160080,4.69167062,1.79821761,2.97326483,0.05539756,0.00354720,0.00021773,1.73385500
-5.19559780,4.61868079,1.72499954,2.94649022,0.05389204,0.00351696,0.00019355,1.70599580
-5.18959480,4.54530768,1.65292435,2.91850200,0.05232031,0.00349995,0.00017199,1.67742965
-5.18359180,4.47034061,1.58196404,2.88839534,0.05067768,0.00349420,0.00015274,1.64785347
-5.17758879,4.39270875,1.51214327,2.85534778,0.04896268,0.00349781,0.00013549,1.61700117
-5.17158579,4.31149592,1.44352843,2.81863712,0.04717687,0.00350890,0.00012003,1.58464830
-5.16558279,4.22594990,1.37621582,2.77765535,0.04532452,0.00352563,0.00010612,1.55061528
-5.15957979,4.13548682,1.31031984,2.73191872,0.04341230,0.00354620,0.00009362,1.51476934
-5.15357679,4.03969102,1.24596187,2.68107396,0.04144884,0.00356885,0.00008236,1.47702520
-5.14757379,3.93831116,1.18326031,2.62490066,0.03944439,0.00359187,0.00007222,1.43734471
-5.14157079,3.83125302,1.12232240,2.56331005,0.03741033,0.00361357,0.00006311,1.39573544
-5.13556778,3.71856969,1.06323785,2.49634066,0.03535882,0.00363233,0.00005494,1.35224844
-5.12956478,3.60044972,1.00607456,2.42415100,0.03330240,0.00364659,0.00004761,1.30697531
-5.12356178,3.47720370,0.95087634,2.34700977,0.03125362,0.00365489,0.00004108,1.26004463
-5.11755878,3.34924984,0.89766254,2.26528415,0.02922475,0.00365586,0.00003527,1.21161799
-5.11155578,3.21709885,0.84642925,2.17942646,0.02722752,0.00364828,0.00003013,1.16188556
-5.10555278,3.08133865,0.79715193,2.08995988,0.02527285,0.00363106,0.00002560,1.11106154
-5.09954977,2.94261903,0.74978897,1.99746348,0.02337074,0.00360329,0.00002163,1.05937940
-5.09354677,2.80163664,0.70428592,1.90255719,0.02153008,0.00356428,0.00001817,1.00708709
-5.08754377,2.65912047,0.66058002,1.80588689,0.01975861,0.00351354,0.00001518,0.95444228
-5.08154077,2.51581796,0.61860465,1.70811026,0.01806285,0.00345080,0.00001260,0.90170776
-5.07553777,2.37248193,0.57829346,1.60988336,0.01644809,0.00337603,0.00001039,0.84914691
-5.06953477,2.22985838,0.53958402,1.51184847,0.01491840,0.00328945,0.00000852,0.79701957
-5.06353177,2.08867516,0.50242063,1.41462318,0.01347668,0.00319151,0.00000694,0.74557803
-5.05752876,1.94963184,0.46675641,1.31879096,0.01212473,0.00308288,0.00000562,0.69506353
-5.05152576,1.81339044,0.43255453,1.22489327,0.01086330,0.00296443,0.00000452,0.64570297
-5.04552276,1.68056750,0.39978847,1.13342322,0.00969219,0.00283721,0.00000361,0.59770620
-5.03951976,1.55172713,0.36844171,1.04482075,0.00861034,0.00270246,0.00000287,0.55126360
-5.03351676,1.42737533,0.33850652,0.95946936,0.00761593,0.00256149,0.00000226,0.50654416
-5.02751376,1.30795555,0.30998242,0.87769416,0.00670647,0.00241575,0.00000177,0.46369408
-5.02151076,1.19384539,0.28287409,0.79976132,0.00587888,0.00226670,0.00000138,0.42283575
-5.01550775,1.08535461,0.25718915,0.72587861,0.00512963,0.00211584,0.00000106,0.38406721
-5.00950475,0.98272423,0.23293583,0.65619698,0.00445480,0.00196465,0.00000082,0.34746208
-5.00350175,0.88612695,0.21012066,0.59081310,0.00385017,0.00181456,0.00000062,0.31306987
-4.99749875,0.79566853,0.18874648,0.52977251,0.00331130,0.00166690,0.00000047,0.28091670
-4.99149575,0.71139030,0.16881054,0.47307347,0.00283362,0.00152290,0.00000035,0.25100639
-4.98549275,0.63327262,0.15030315,0.42067120,0.00241251,0.00138368,0.00000026,0.22332181
-4.97948974,0.56123908,0.13320664,0.37248243,0.00204331,0.00125019,0.00000020,0.19782656
-4.97348674,0.49516156,0.11749471,0.32839018,0.00172147,0.00112324,0.00000014,0.17446684
-4.96748374,0.43486569,0.10313229,0.28824859,0.00144253,0.00100345,0.00000011,0.15317344
-4.96148074,0.38013686,0.09007575,0.25188772,0.00120217,0.00089133,0.00000008,0.13386393
-4.95547774,0.33072644,0.07827341,0.21911827,0.00099629,0.00078717,0.00000006,0.11644487
-4.94947474,0.28635812,0.06766642,0.18973613,0.00082102,0.00069115,0.00000004,0.10081398
-4.94347174,0.24673427,0.05818985,0.16352664,0.00067272,0.00060330,0.00000003,0.08686238
-4.93746873,0.21154205,0.04977388,0.14026860,0.00054802,0.00052352,0.00000002,0.07447663
-4.93146573,0.18045931,0.04234513,0.11973792,0.00044385,0.00045160,0.00000001,0.06354078
-4.92546273,0.15316010,0.03582806,0.10171094,0.00035739,0.00038724,0.00000001,0.05393817
-4.91945973,0.12931964,0.03014623,0.08596733,0.00028613,0.00033006,0.00000001,0.04555313
-4.91345673,0.10861884,0.02522361,0.07229265,0.00022782,0.00027962,0.00000001,0.03827242
-4.90745373,0.09074812,0.02098568,0.06048046,0.00018049,0.00023546,0.00000001,0.03198650
-4.90145073,0.07541066,0.01736042,0.05033408,0.00014243,0.00019706,0.00000001,0.02659065
-4.89544772,0.06232511,0.01427918,0.04166794,0.00011217,0.00016391,0.00000001,0.02198574
-4.88944472,0.05122753,0.01167731,0.03430867,0.00008849,0.00013550,0.00000002,0.01807892
-4.88344172,0.04187286,0.00949467,0.02809567,0.00007041,0.00011132,0.00000003,0.01478404
-4.87743872,0.03403583,0.00767598,0.02288160,0.00005716,0.00009088,0.00000004,0.01202194
-4.87143572,0.02751133,0.00617100,0.01853239,0.00004819,0.00007373,0.00000006,0.00972055
-4.86543272,0.02211443,0.00493459,0.01492720,0.00004322,0.00005944,0.00000008,0.00781480
-4.85942971,0.01767998,0.00392667,0.01195799,0.00004218,0.00004762,0.00000012,0.00624652
-4.85342671,0.01406192,0.00311210,0.00952913,0.00004528,0.00003790,0.00000016,0.00496410
-4.84742371,0.01113241,0.00246047,0.00755670,0.00005304,0.00002998,0.00000023,0.00392221
-4.84142071,0.00878072,0.00194587,0.00596782,0.00006633,0.00002356,0.00000033,0.00308133
-4.83541771,0.00691213,0.00154662,0.00469989,0.00008643,0.00001839,0.00000045,0.00240733
-4.82941471,0.00544665,0.00124503,0.00369978,0.00011513,0.00001427,0.00000063,0.00187099
-4.82341171,0.00431791,0.00102715,0.00292309,0.00015479,0.00001100,0.00000086,0.00144753
-4.81740870,0.00347194,0.00088251,0.00233338,0.00020850,0.00000842,0.00000117,0.00111613
-4.81140570,0.00286612,0.00080400,0.00190143,0.00028021,0.00000640,0.00000158,0.00085947
-4.80540270,0.00246826,0.00078767,0.00160467,0.00037484,0.00000484,0.00000213,0.00066331
-4.79939970,0.00225571,0.00083263,0.00142658,0.00049853,0.00000363,0.00000284,0.00051610
-4.79339670,0.00221466,0.00094104,0.00135619,0.00065877,0.00000271,0.00000376,0.00040861
-4.78739370,0.00233958,0.00111803,0.00138768,0.00086460,0.00000201,0.00000495,0.00033359
-4.78139070,0.00263270,0.00137178,0.00152007,0.00112684,0.00000148,0.00000646,0.00028550
-4.77538769,0.00310370,0.00171351,0.00175692,0.00145827,0.00000108,0.00000838,0.00026028
-4.76938469,0.00376938,0.00215753,0.00210612,0.00187379,0.00000078,0.00001080,0.00025507
-4.76338169,0.00465339,0.00272129,0.00257975,0.00239056,0.00000057,0.00001381,0.00026811
-4.75737869,0.00578604,0.00342536,0.00319388,0.00302810,0.00000041,0.00001753,0.00029848
-4.75137569,0.00720395,0.00429338,0.00396841,0.00380832,0.00000029,0.00002211,0.00034605
-4.74537269,0.00894977,0.00535194,0.00492692,0.00475541,0.00000021,0.00002770,0.00041130
-4.73936968,0.01107164,0.00663030,0.00609639,0.00589573,0.00000015,0.00003445,0.00049525
-4.73336668,0.01362260,0.00816008,0.00750693,0.00725744,0.00000011,0.00004256,0.00059931
-4.72736368,0.01665975,0.00997471,0.00919135,0.00887015,0.00000008,0.00005221,0.00072524
-4.72136068,0.02024324,0.01210880,0.01118470,0.01076424,0.00000006,0.00006361,0.00087499
-4.71535768,0.02443494,0.01459727,0.01352366,0.01297019,0.00000006,0.00007698,0.00105067
-4.70935468,0.02929702,0.01747437,0.01624582,0.01551766,0.00000006,0.00009253,0.00125438
-4.70335168,0.03489017,0.02077256,0.01938886,0.01843445,0.00000007,0.00011048,0.00148816
-4.69734867,0.04127179,0.02452118,0.02298969,0.02174536,0.00000008,0.00013103,0.00175384
-4.69134567,0.04849394,0.02874510,0.02708354,0.02547101,0.00000011,0.00015437,0.00205297
-4.68534267,0.05660139,0.03346335,0.03170298,0.02962650,0.00000015,0.00018067,0.00238667
-4.67933967,0.06562969,0.03868768,0.03687711,0.03422026,0.00000020,0.00021008,0.00275554
-4.67333667,0.07560339,0.04442130,0.04263082,0.03925288,0.00000028,0.00024270,0.00315961
-4.66733367,0.08653472,0.05065776,0.04898419,0.04471617,0.00000038,0.00027859,0.00359819
-4.66133067,0.09842261,0.05738011,0.05595227,0.05059241,0.00000052,0.00031778,0.00406988
-4.65532766,0.11125240,0.06456037,0.06354510,0.05685399,0.00000070,0.00036022,0.00457253
-4.64932466,0.12499627,0.07215948,0.07176818,0.06346339,0.00000095,0.00040582,0.00510323
-4.64332166,0.13961445,0.08012766,0.08062340,0.07037363,0.00000127,0.00045444,0.00565838
-4.63731866,0.15505739,0.08840540,0.09011043,0.07752922,0.00000169,0.00050587,0.00623377
-4.63131566,0.17126882,0.09692490,0.10022863,0.08486758,0.00000224,0.00055986,0.00682472
-4.62531266,0.18818969,0.10561217,0.11097940,0.09232098,0.00000294,0.00061609,0.00742624
-4.61930965,0.20576300,0.11438956,0.12236903,0.09981898,0.00000385,0.00067424,0.00803325
-4.61330665,0.22393926,0.12317877,0.13441182,0.10729122,0.00000500,0.00073392,0.00864079
-4.60730365,0.24268242,0.13190425,0.14713346,0.11467050,0.00000647,0.00079475,0.00924434
-4.60130065,0.26197614,0.14049669,0.16057453,0.12189610,0.00000832,0.00085632,0.00984003
-4.59529765,0.28182996,0.14889677,0.17479385,0.12891707,0.00001064,0.00091826,0.01042494
-4.58929465,0.30228517,0.15705860,0.18987168,0.13569543,0.00001354,0.00098019,0.01099737
-4.58329165,0.32341998,0.16495301,0.20591239,0.14220910,0.00001713,0.00104178,0.01155702
-4.57728864,0.34535381,0.17257034,0.22304656,0.14845436,0.00002157,0.00110274,0.01210522
-4.57128564,0.36825032,0.17992260,0.24143237,0.15444771,0.00002702,0.00116283,0.01264501
-4.56528264,0.39231896,0.18704492,0.26125605,0.16022706,0.00003368,0.00122187,0.01318123
-4.55927964,0.41781502,0.19399606,0.28273145,0.16585208,0.00004178,0.00127975,0.01372052
-4.55327664,0.44503796,0.20085808,0.30609861,0.17140371,0.00005158,0.00133641,0.01427118
-4.54727364,0.47432822,0.20773506,0.33162158,0.17698284,0.00006339,0.00139184,0.01484305
-4.54127064,0.50606252,0.21475084,0.35958530,0.18270809,0.00007755,0.00144610,0.01544726
-4.53526763,0.54064805,0.22204609,0.39029206,0.18871290,0.00009445,0.00149927,0.01609593
-4.52926463,0.57851573,0.22977453,0.42405762,0.19514207,0.00011454,0.00155144,0.01680182
-4.52326163,0.62011315,0.23809878,0.46120728,0.20214767,0.00013830,0.00160274,0.01757796
-4.51725863,0.66589748,0.24718577,0.50207234,0.20988483,0.00016630,0.00165325,0.01843726
-4.51125563,0.71632893,0.25720214,0.54698712,0.21850737,0.00019913,0.00170305,0.01939211
-4.50525263,0.77186520,0.26830965,0.59628703,0.22816351,0.00023747,0.00175215,0.02045400
-4.49924962,0.83295736,0.28066099,0.65030782,0.23899192,0.00028206,0.00180052,0.02163323
-4.49324662,0.90004742,0.29439600,0.70938632,0.25111816,0.00033367,0.00184806,0.02293860
-4.48724362,0.97356785,0.30963862,0.77386257,0.26465175,0.00039317,0.00189456,0.02437722
-4.48124062,1.05394307,0.32649452,0.84408358,0.27968378,0.00046144,0.00193978,0.02595439
-4.47523762,1.14159276,0.34504957,0.92040830,0.29628537,0.00053946,0.00198337,0.02767353
-4.46923462,1.23693681,0.36536908,1.00321367,0.31450665,0.00062821,0.00202492,0.02953624
-4.46323162,1.34040126,0.38749785,1.09290118,0.33437656,0.00072871,0.00206396,0.03154236
-4.45722861,1.45242483,0.41146084,1.18990350,0.35590307,0.00084200,0.00210001,0.03369012
-4.45122561,1.57346518,0.43726447,1.29469035,0.37907398,0.00096915,0.00213254,0.03597640
-4.44522261,1.70400405,0.46489816,1.40777300,0.40385803,0.00111118,0.00216106,0.03839691
-4.43921961,1.84455056,0.49433629,1.52970653,0.43020622,0.00126911,0.00218510,0.04094647
-4.43321661,1.99564166,0.52554001,1.66108911,0.45805323,0.00144389,0.00220425,0.04361924
-4.42721361,2.15783905,0.55845909,1.80255763,0.48731885,0.00163642,0.00221820,0.04640893
-4.42121061,2.33172191,0.59303340,1.95477897,0.51790928,0.00184750,0.00222676,0.04930901
-4.41520760,2.51787488,0.62919412,2.11843664,0.54971829,0.00207780,0.00222984,0.05231283
-4.40920460,2.71687106,0.66686438,2.29421233,0.58262818,0.00232788,0.00222751,0.05541372
-4.40320160,2.92925003,0.70595949,2.48276257,0.61651051,0.00259812,0.00221998,0.05860495
-4.39719860,3.15549107,0.74638664,2.68469064,0.65122667,0.00288871,0.00220763,0.06187973
-4.39119560,3.39598219,0.78804409,2.90051427,0.68662833,0.00319966,0.00219097,0.06523103
-4.38519260,3.65098571,0.83081997,3.13062994,0.72255776,0.00353073,0.00217063,0.06865146
-4.37918959,3.92060152,0.87459077,3.37527498,0.75884810,0.00388144,0.00214739,0.07213296
-4.37318659,4.20472946,0.91921961,3.63448861,0.79532381,0.00425105,0.00212209,0.07566659
-4.36718359,4.50303216,0.96455438,3.90807369,0.83180105,0.00463852,0.00209567,0.07924216
-4.36118059,4.81490032,1.01042602,4.19556073,0.86808835,0.00504253,0.00206909,0.08284798
-4.35517759,5.13942210,1.05664696,4.49617619,0.90398747,0.00546146,0.00204334,0.08647047
-4.34917459,5.47535850,1.10300990,4.80881671,0.93929450,0.00589337,0.00201939,0.09009398
-4.34317159,5.82112670,1.14928705,5.13203135,0.97380121,0.00633601,0.00199815,0.09370047
-4.33716858,6.17479277,1.19523014,5.46401335,1.00729682,0.00678684,0.00198049,0.09726939
-4.33116558,6.53407557,1.24057096,5.80260293,1.03956999,0.00724302,0.00196717,0.10077761
-4.32516258,6.89636258,1.28502294,6.14530225,1.07041116,0.00770141,0.00195885,0.10419942
-4.31915958,7.25873878,1.32828356,6.48930329,1.09961525,0.00815867,0.00195608,0.10750670
-4.31315658,7.61802844,1.37003773,6.83152870,1.12698462,0.00861121,0.00195927,0.11066919
-4.30715358,7.97084975,1.40996223,7.16868547,1.15233236,0.00905530,0.00196871,0.11365487
