energy_ev,total_up,B_p_up,B_d_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-6.00000000,2.77089427,0.29253754,0.00000000,0.78824607,0.95753888,0.00840988,0.97653715
-5.99399700,2.83278200,0.29934656,0.00000000,0.80424583,0.98084604,0.00868748,0.99652590
-5.98799400,2.88380647,0.30493388,0.00000000,0.81711150,1.00037505,0.00897047,1.01252938
-5.98199100,2.92399916,0.30929851,0.00000000,0.82690532,1.01609653,0.00926338,1.02455727
-5.97598799,2.95361525,0.31246578,0.00000000,0.83375754,1.02805851,0.00957107,1.03269958
-5.96998499,2.97311799,0.31448583,0.00000000,0.83786051,1.03638242,0.00989847,1.03712185
-5.96398199,2.98315703,0.31543116,0.00000000,0.83946097,1.04125693,0.01025038,1.03805828
-5.95797899,2.98454150,0.31539356,0.00000000,0.83885058,1.04292987,0.01063122,1.03580318
-5.95197599,2.97820937,0.31448034,0.00000000,0.83635536,1.04169859,0.01104489,1.03070117
-5.94597299,2.96519448,0.31281024,0.00000000,0.83232441,1.03789940,0.01149452,1.02313648
-5.93996998,2.94659271,0.31050910,0.00000000,0.82711843,1.03189635,0.01198244,1.01352184
-5.93396698,2.92352863,0.30770562,0.00000000,0.82109864,1.02407001,0.01251003,1.00228735
-5.92796398,2.89712413,0.30452730,0.00000000,0.81461639,1.01480666,0.01307774,0.98986957
-5.92196098,2.86846993,0.30109677,0.00000000,0.80800398,1.00448822,0.01368510,0.97670132
-5.91595798,2.83860098,0.29752878,0.00000000,0.80156690,0.99348342,0.01433085,0.96320233
-5.90995498,2.80847629,0.29392775,0.00000000,0.79557788,0.98214019,0.01501308,0.94977087
-5.90395198,2.77896346,0.29038619,0.00000000,0.79027258,0.97077974,0.01572940,0.93677656
-5.89794897,2.75082806,0.28698377,0.00000000,0.78584720,0.95969200,0.01647716,0.92455437
-5.89194597,2.72472741,0.28378723,0.00000000,0.78245773,0.94913279,0.01725370,0.91339977
-5.88594297,2.70120850,0.28085083,0.00000000,0.78022080,0.93932217,0.01805660,0.90356505
-5.87993997,2.68070926,0.27821748,0.00000000,0.77921575,0.93044413,0.01888383,0.89525667
-5.87393697,2.66356258,0.27592013,0.00000000,0.77948775,0.92264715,0.01973396,0.88863362
-5.86793397,2.65000217,0.27398347,0.00000000,0.78105150,0.91604548,0.02060629,0.88380666
-5.86193097,2.64016957,0.27242568,0.00000000,0.78389542,0.91072087,0.02150087,0.88083835
-5.85592796,2.63412165,0.27126007,0.00000000,0.78798579,0.90672446,0.02241848,0.87974385
-5.84992496,2.63183793,0.27049647,0.00000000,0.79327069,0.90407873,0.02336054,0.88049244
-5.84392196,2.63322753,0.27014228,0.00000000,0.79968364,0.90277924,0.02432893,0.88300964
-5.83791896,2.63813527,0.27020311,0.00000000,0.80714658,0.90279626,0.02532572,0.88718010
-5.83191596,2.64634707,0.27068293,0.00000000,0.81557235,0.90407603,0.02635290,0.89285104
-5.82591296,2.65759470,0.27158376,0.00000000,0.82486653,0.90654193,0.02741200,0.89983646
