energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.87993997,2.11123876,0.73860377,1.10741781,0.00441533,0.08414007,0.00517500,0.66815939,0.63586110,0.21290203
-5.87393697,2.07770204,0.73317929,1.08814900,0.00413332,0.08318863,0.00499395,0.65701221,0.62930672,0.21005418
-5.86793397,2.05042030,0.72986475,1.07277962,0.00386555,0.08257802,0.00484991,0.64747412,0.62380213,0.20763247
-5.86193097,2.02915703,0.72830795,1.06130056,0.00361448,0.08225162,0.00474298,0.63942236,0.61921224,0.20561403
-5.85592796,2.01354925,0.72809737,1.05365125,0.00338186,0.08214771,0.00467261,0.63268236,0.61534867,0.20395967
-5.84992496,2.00312312,0.72877595,1.04972365,0.00316882,0.08220094,0.00463776,0.62703542,0.61197792,0.20261583
-5.84392196,1.99731394,0.72985692,1.04936765,0.00297587,0.08234404,0.00463686,0.62222823,0.60883159,0.20151718
-5.83791896,1.99548923,0.73084114,1.05239763,0.00280295,0.08250971,0.00466793,0.61798371,0.60561820,0.20058957
-5.83191596,1.99697392,0.73123508,1.05859956,0.00264950,0.08263252,0.00472866,0.61401279,0.60203604,0.19975332
-5.82591296,2.00107613,0.73056869,1.06773844,0.00251459,0.08265092,0.00481641,0.61002640,0.59778646,0.19892667
-5.81990995,2.00711239,0.72841238,1.07956543,0.00239694,0.08250903,0.00492832,0.60574724,0.59258693,0.19802907
-5.81390695,2.01443085,0.72439228,1.09382437,0.00229507,0.08215836,0.00506134,0.60092067,0.58618326,0.19698435
-5.80790395,2.02243141,0.71820322,1.11025731,0.00220731,0.08155915,0.00521226,0.59532435,0.57836042,0.19572346
-5.80190095,2.03058184,0.70961864,1.12860873,0.00213196,0.08068146,0.00537777,0.58877598,0.56895140,0.19418682
-5.79589795,2.03842911,0.69849725,1.14862824,0.00206729,0.07950587,0.00555446,0.58113910,0.55784376,0.19232596
-5.78989495,2.04560555,0.68478597,1.17007174,0.00201164,0.07802368,0.00573891,0.57232645,0.54498365,0.19010469
-5.78389195,2.05182976,0.66851928,1.19270099,0.00196343,0.07623685,0.00592762,0.56230104,0.53037707,0.18749954
-5.77788894,2.05690243,0.64981497,1.21628174,0.00192121,0.07415737,0.00611712,0.55107486,0.51408849,0.18449964
-5.77188594,2.06069769,0.62886660,1.24058073,0.00188369,0.07180641,0.00630395,0.53870539,0.49623695,0.18110602
-5.76588294,2.06315064,0.60593321,1.26536178,0.00184972,0.06921304,0.00648471,0.52529028,0.47698995,0.17733044
-5.75987994,2.06424211,0.58132683,1.29038142,0.00181832,0.06641275,0.00665606,0.51096045,0.45655549,0.17319392
-5.75387694,2.06398170,0.55539837,1.31538449,0.00178864,0.06344585,0.00681479,0.49587216,0.43517277,0.16872493
-5.74787394,2.06239024,0.52852273,1.34010006,0.00175999,0.06035565,0.00695785,0.48019844,0.41310210,0.16395757
-5.74187094,2.05948288,0.50108383,1.36423822,0.00173180,0.05718677,0.00708236,0.46412032,0.39061437,0.15892965
-5.73586793,2.05525376,0.47346023,1.38748788,0.00170359,0.05398342,0.00718571,0.44781843,0.36798088,0.15368095
-5.72986493,2.04966327,0.44601189,1.40951616,0.00167497,0.05078791,0.00726556,0.43146527,0.34546375,0.14825160
-5.72386193,2.04262848,0.41906874,1.42996926,0.00164564,0.04763927,0.00731991,0.41521846,0.32330742,0.14268080
-5.71785893,2.03401740,0.39292134,1.44847519,0.00161534,0.04457215,0.00734714,0.39921537,0.30173156,0.13700573
-5.71185593,2.02364714,0.36781397,1.46464820,0.00158386,0.04161606,0.00734601,0.38356912,0.28092554,0.13126085
-5.70585293,2.01128620,0.34394012,1.47809495,0.00155102,0.03879476,0.00731576,0.36836617,0.26104466,0.12547744
-5.69984992,1.99666042,0.32144059,1.48842208,0.00151668,0.03612608,0.00725603,0.35366537,0.24220810,0.11968347
-5.69384692,1.97946247,0.30040386,1.49524514,0.00148070,0.03362187,0.00716697,0.33949846,0.22449853,0.11390365
-5.68784392,1.95936407,0.28086865,1.49819839,0.00144299,0.03128832,0.00704915,0.32587186,0.20796325,0.10815966
-5.68184092,1.93603040,0.26282821,1.49694515,0.00140347,0.02912641,0.00690359,0.31276946,0.19261665,0.10247056
-5.67583792,1.90913583,0.24623606,1.49118834,0.00136209,0.02713252,0.00673174,0.30015628,0.17844368,0.09685315
-5.66983492,1.87838023,0.23101275,1.48068073,0.00131883,0.02529918,0.00653540,0.28798269,0.16540415,0.09132251
-5.66383192,1.84350501,0.21705322,1.46523445,0.00127370,0.02361591,0.00631671,0.27618890,0.15343755,0.08589233
-5.65782891,1.80430810,0.20423432,1.44472949,0.00122674,0.02207002,0.00607809,0.26470951,0.14246801,0.08057529
-5.65182591,1.76065713,0.19242225,1.41912057,0.00117803,0.02064747,0.00582217,0.25347793,0.13240929,0.07538337
-5.64582291,1.71250040,0.18147947,1.38844236,0.00112771,0.01933363,0.00555175,0.24243038,0.12316954,0.07032799
-5.63981991,1.65987479,0.17127087,1.35281244,0.00107593,0.01811394,0.00526972,0.23150939,0.11465561,0.06542010
-5.63381691,1.60291066,0.16166909,1.31243207,0.00102290,0.01697456,0.00497901,0.22066666,0.10677673,0.06067019
-5.62781391,1.54183322,0.15255871,1.26758449,0.00096887,0.01590277,0.00468254,0.20986523,0.09944766,0.05608823
-5.62181091,1.47696049,0.14383941,1.21863087,0.00091410,0.01488741,0.00438315,0.19908085,0.09259107,0.05168349
-5.61580790,1.40869787,0.13542801,1.16600378,0.00085891,0.01391901,0.00408358,0.18830267,0.08613913,0.04746448
-5.60980490,1.33752958,0.12725942,1.11019858,0.00080362,0.01299000,0.00378640,0.17753321,0.08003459,0.04343868
-5.60380190,1.26400736,0.11928669,1.05176283,0.00074860,0.01209464,0.00349400,0.16678767,0.07423104,0.03961245
-5.59779890,1.18873693,0.11148018,0.99128420,0.00069419,0.01122899,0.00320854,0.15609272,0.06869277,0.03599085
-5.59179590,1.11236267,0.10382605,0.92937722,0.00064076,0.01039074,0.00293197,0.14548485,0.06339404,0.03257751
-5.58579290,1.03555137,0.09632429,0.86666933,0.00058867,0.00957897,0.00266597,0.13500838,0.05831810,0.02937463
-5.57978989,0.95897550,0.08898636,0.80378696,0.00053828,0.00879396,0.00241195,0.12471330,0.05345588,0.02638286
-5.57378689,0.88329688,0.08183255,0.74134179,0.00048992,0.00803687,0.00217108,0.11465293,0.04880458,0.02360139
-5.56778389,0.80915127,0.07488948,0.67991814,0.00044392,0.00730947,0.00194427,0.10488174,0.04436613,0.02102794
-5.56178089,0.73713448,0.06818753,0.62006153,0.00040057,0.00661392,0.00173216,0.09545319,0.04014578,0.01865893
-5.55577789,0.66779060,0.06175851,0.56226917,0.00036015,0.00595250,0.00153519,0.08641783,0.03615066,0.01648955
-5.54977489,0.60160257,0.05563365,0.50698238,0.00032292,0.00532739,0.00135353,0.07782166,0.03238859,0.01451396
-5.54377189,0.53898553,0.04984190,0.45458140,0.00028913,0.00474053,0.00118719,0.06970484,0.02886703,0.01272542
-5.53776888,0.48028296,0.04440860,0.40538255,0.00025900,0.00419345,0.00103598,0.06210076,0.02559225,0.01111655
-5.53176588,0.42576569,0.03935457,0.35963777,0.00023276,0.00368722,0.00089955,0.05503546,0.02256872,0.00967947
-5.52576288,0.37563352,0.03469553,0.31753638,0.00021064,0.00322238,0.00077742,0.04852742,0.01979872,0.00840602
-5.51975988,0.33001936,0.03044195,0.27920898,0.00019287,0.00279889,0.00066901,0.04258774,0.01728216,0.00728801
-5.51375688,0.28899541,0.02659912,0.24473299,0.00017971,0.00241619,0.00057366,0.03722052,0.01501656,0.00631735
-5.50775388,0.25258103,0.02316756,0.21413964,0.00017145,0.00207325,0.00049065,0.03242358,0.01299723,0.00548625
-5.50175088,0.22075175,0.02014363,0.18742189,0.00016841,0.00176854,0.00041924,0.02818934,0.01121749,0.00478743
-5.49574787,0.19344894,0.01752019,0.16454292,0.00017098,0.00150023,0.00035865,0.02450581,0.00966909,0.00421420
-5.48974487,0.17058973,0.01528748,0.14544466,0.00017957,0.00126615,0.00030815,0.02135770,0.00834256,0.00376062
-5.48374187,0.15207643,0.01343393,0.13005607,0.00019465,0.00106396,0.00026702,0.01872745,0.00722769,0.00342157
-5.47773887,0.13780531,0.01194696,0.11830066,0.00021677,0.00089121,0.00023459,0.01659635,0.00631393,0.00319283
-5.47173587,0.12767413,0.01081377,0.11010296,0.00024651,0.00074536,0.00021023,0.01494540,0.00559079,0.00307108
-5.46573287,0.12158813,0.01002195,0.10539368,0.00028448,0.00062395,0.00019337,0.01375617,0.00504818,0.00305388
-5.45972986,0.11946438,0.00956001,0.10411333,0.00033135,0.00052457,0.00018353,0.01301141,0.00467671,0.00313963
-5.45372686,0.12123412,0.00941775,0.10621417,0.00038779,0.00044497,0.00018027,0.01269549,0.00446789,0.00332747
-5.44772386,0.12684323,0.00958648,0.11166045,0.00045446,0.00038306,0.00018321,0.01279468,0.00441425,0.00361714
-5.44172086,0.13625070,0.01005907,0.12042688,0.00053199,0.00033695,0.00019205,0.01329719,0.00450937,0.00400885
-5.43571786,0.14942535,0.01082988,0.13249563,0.00062094,0.00030499,0.00020650,0.01419302,0.00474791,0.00450301
-5.42971486,0.16634085,0.01189455,0.14785171,0.00072179,0.00028575,0.00022635,0.01547370,0.00512546,0.00510011
-5.42371186,0.18696945,0.01324969,0.16647732,0.00083488,0.00027805,0.00025137,0.01713184,0.00563842,0.00580044
-5.41770885,0.21127470,0.01489250,0.18834519,0.00096039,0.00028096,0.00028137,0.01916056,0.00628378,0.00660384
-5.41170585,0.23920344,0.01682031,0.21341138,0.00109828,0.00029379,0.00031616,0.02155296,0.00705890,0.00750955
-5.40570285,0.27067776,0.01903010,0.24160788,0.00124831,0.00031609,0.00035550,0.02430142,0.00796126,0.00851594
-5.39969985,0.30558702,0.02151812,0.27283540,0.00140995,0.00034765,0.00039915,0.02739703,0.00898817,0.00962041
-5.39369685,0.34378067,0.02427943,0.30695677,0.00158242,0.00038851,0.00044681,0.03082905,0.01013657,0.01081920
-5.38769385,0.38506215,0.02730760,0.34379136,0.00176460,0.00043894,0.00049814,0.03458444,0.01140278,0.01210737
-5.38169085,0.42918435,0.03059446,0.38311075,0.00195509,0.00049945,0.00055271,0.03864754,0.01278232,0.01347881
-5.37568784,0.47584687,0.03413000,0.42463623,0.00215218,0.00057081,0.00061005,0.04299995,0.01426976,0.01492626
-5.36968484,0.52469548,0.03790239,0.46803807,0.00235387,0.00065402,0.00066959,0.04762047,0.01585866,0.01644148
-5.36368184,0.57532388,0.04189808,0.51293697,0.00255789,0.00075034,0.00073072,0.05248537,0.01754152,0.01801541
-5.35767884,0.62727782,0.04610208,0.55890772,0.00276175,0.00086130,0.00079273,0.05756871,0.01930983,0.01963848
-5.35167584,0.68006164,0.05049835,0.60548499,0.00296277,0.00098865,0.00085487,0.06284288,0.02115418,0.02130087
-5.34567284,0.73314693,0.05507022,0.65217118,0.00315813,0.00113443,0.00091633,0.06827927,0.02306439,0.02299288
-5.33966983,0.78598325,0.05980096,0.69844620,0.00334497,0.00130088,0.00097626,0.07384900,0.02502975,0.02470525
-5.33366683,0.83801033,0.06467427,0.74377872,0.00352040,0.00149046,0.00103381,0.07952379,0.02703926,0.02642953
-5.32766383,0.88867143,0.06967488,0.78763861,0.00368163,0.00170583,0.00108811,0.08527668,0.02908191,0.02815837
-5.32166083,0.93742733,0.07478896,0.82951002,0.00382601,0.00194976,0.00113833,0.09108290,0.03114697,0.02988582
-5.31565783,0.98377030,0.08000457,0.86890471,0.00395113,0.00222514,0.00118366,0.09692045,0.03322431,0.03160747
-5.30965483,1.02723754,0.08531191,0.90537497,0.00405483,0.00253487,0.00122337,0.10277069,0.03530467,0.03332060
-5.30365183,1.06742353,0.09070344,0.93852572,0.00413533,0.00288182,0.00125683,0.10861864,0.03737991,0.03502416
-5.29764882,1.10399069,0.09617383,0.96802517,0.00419123,0.00326874,0.00128350,0.11445313,0.03944327,0.03671869
-5.29164582,1.13667802,0.10171976,0.99361371,0.00422158,0.00369818,0.00130300,0.12026671,0.04148955,0.03840613
-5.28564282,1.16530726,0.10733952,1.01511065,0.00422589,0.00417244,0.00131508,0.12605536,0.04351527,0.04008953
-5.27963982,1.18978645,0.11303246,1.03241846,0.00420414,0.00469349,0.00131967,0.13181799,0.04551872,0.04177268
-5.27363682,1.21011072,0.11879840,1.04552449,0.00415678,0.00526289,0.00131687,0.13755574,0.04750011,0.04345970
-5.26763382,1.22636031,0.12463684,1.05450003,0.00408473,0.00588183,0.00130698,0.14327124,0.04946154,0.04515464
-5.26163082,1.23869618,0.13054623,1.05949685,0.00398933,0.00655103,0.00129049,0.14896772,0.05140704,0.04686098
-5.25562781,1.24735319,0.13652324,1.06074138,0.00387232,0.00727083,0.00126811,0.15464818,0.05334259,0.04858131
-5.24962481,1.25263152,0.14256211,1.05852691,0.00373575,0.00804122,0.00124072,0.16031460,0.05527613,0.05031696
-5.24362181,1.25488661,0.14865412,1.05320406,0.00358197,0.00886194,0.00120943,0.16596728,0.05721757,0.05206783
-5.23761881,1.25451822,0.15478727,1.04517011,0.00341353,0.00973259,0.00117551,0.17160436,0.05917890,0.05383223
-5.23161581,1.25195901,0.16094610,1.03485750,0.00323314,0.01065281,0.00114043,0.17722154,0.06117421,0.05560697
-5.22561281,1.24766330,0.16711182,1.02272219,0.00304355,0.01162243,0.00110583,0.18281210,0.06321988,0.05738753
-5.21960980,1.24209633,0.17326263,1.00923215,0.00284755,0.01264175,0.00107349,0.18836710,0.06533463,0.05916833
-5.21360680,1.23572445,0.17937420,0.99485653,0.00264785,0.01371169,0.00104536,0.19387587,0.06753971,0.06094322
-5.20760380,1.22900656,0.18542050,0.98005586,0.00244705,0.01483403,0.00102346,0.19932668,0.06985899,0.06270596
-5.20160080,1.22238697,0.19137458,0.96527352,0.00224759,0.01601164,0.00100995,0.20470757,0.07231901,0.06445084
-5.19559780,1.21628979,0.19720960,0.95092881,0.00205168,0.01724862,0.00100702,0.21000727,0.07494895,0.06617324
-5.18959480,1.21111472,0.20289982,0.93741157,0.00186131,0.01855041,0.00101691,0.21521613,0.07778046,0.06787027
-5.18359180,1.20723438,0.20842153,0.92507850,0.00167818,0.01992389,0.00104186,0.22032699,0.08084735,0.06954122
-5.17758879,1.20499266,0.21375394,0.91425107,0.00150373,0.02137735,0.00108407,0.22533587,0.08418504,0.07118800
-5.17158579,1.20470420,0.21887984,0.90521486,0.00133909,0.02292033,0.00114562,0.23024252,0.08782986,0.07281534
-5.16558279,1.20665433,0.22378613,0.89822020,0.00118514,0.02456351,0.00122847,0.23505058,0.09181802,0.07443088
-5.15957979,1.21109959,0.22846398,0.89348381,0.00104248,0.02631832,0.00133437,0.23976754,0.09618440,0.07604502
-5.15357679,1.21826815,0.23290883,0.89119114,0.00091146,0.02819659,0.00146479,0.24440429,0.10096109,0.07767055
-5.14757379,1.22836022,0.23712007,0.89149919,0.00079220,0.03021003,0.00162087,0.24897438,0.10617575,0.07932213
-5.14157079,1.24154809,0.24110045,0.89453958,0.00068466,0.03236965,0.00180332,0.25349294,0.11184980,0.08101555
-5.13556778,1.25797563,0.24485532,0.90042142,0.00058861,0.03468516,0.00201241,0.25797542,0.11799655,0.08276685
-5.12956478,1.27775745,0.24839162,0.90923406,0.00050372,0.03716427,0.00224783,0.26243606,0.12461941,0.08459136
-5.12356178,1.30097749,0.25171690,0.92104930,0.00042957,0.03981200,0.00250869,0.26688642,0.13171009,0.08650268
-5.11755878,1.32768735,0.25483815,0.93592312,0.00036569,0.04263006,0.00279346,0.27133381,0.13924715,0.08851170
-5.11155578,1.35790446,0.25776082,0.95389679,0.00031163,0.04561622,0.00309990,0.27577992,0.14719485,0.09062567
-5.10555278,1.39161037,0.26048788,0.97499744,0.00026692,0.04876383,0.00342511,0.28021971,0.15550247,0.09284746
-5.09954977,1.42874935,0.26301915,0.99923811,0.00023121,0.05206139,0.00376548,0.28464061,0.16410415,0.09517495
-5.09354677,1.46922776,0.26535083,1.02661734,0.00020420,0.05549236,0.00411678,0.28902218,0.17291937,0.09760079
-5.08754377,1.51291423,0.26747539,1.05711862,0.00018576,0.05903507,0.00447418,0.29333625,0.18185420,0.10011231
-5.08154077,1.55964112,0.26938181,1.09070967,0.00017589,0.06266285,0.00483233,0.29754764,0.19080312,0.10269188
-5.07553777,1.60920723,0.27105618,1.12734179,0.00017478,0.06634437,0.00518551,0.30161532,0.19965164,0.10531742
-5.06953477,1.66138201,0.27248260,1.16694952,0.00018285,0.07004413,0.00552777,0.30549421,0.20827947,0.10796340
-5.06353177,1.71591116,0.27364447,1.20945066,0.00020070,0.07372322,0.00585303,0.30913732,0.21656431,0.11060195
-5.05752876,1.77252362,0.27452595,1.25474681,0.00022921,0.07734013,0.00615533,0.31249834,0.22438595,0.11320429
-5.05152576,1.83093964,0.27511369,1.30272445,0.00026949,0.08085179,0.00642893,0.31553437,0.23163064,0.11574225
-5.04552276,1.89087964,0.27539851,1.35325658,0.00032291,0.08421468,0.00666858,0.31820885,0.23819552,0.11818999
-5.03951976,1.95207350,0.27537723,1.40620484,0.00039107,0.08738598,0.00686961,0.32049436,0.24399286,0.12052559
-5.03351676,2.01426972,0.27505418,1.46142202,0.00047582,0.09032476,0.00702816,0.32237525,0.24895384,0.12273265
-5.02751376,2.07724388,0.27444257,1.51875467,0.00057919,0.09299309,0.00714126,0.32384982,0.25303187,0.12480174
-5.02151076,2.14080599,0.27356547,1.57804571,0.00070340,0.09535713,0.00720698,0.32493205,0.25620499,0.12673156
-5.01550775,2.20480592,0.27245635,1.63913659,0.00085078,0.09738804,0.00722452,0.32565261,0.25847743,0.12852981
-5.00950475,2.26913669,0.27115906,1.70186890,0.00102374,0.09906273,0.00719417,0.32605917,0.25988006,0.13021377
-5.00350175,2.33373493,0.26972727,1.76608491,0.00122465,0.10036448,0.00711740,0.32621585,0.26046972,0.13181036
-4.99749875,2.39857843,0.26822331,1.83162707,0.00145579,0.10128324,0.00699675,0.32620189,0.26032747,0.13335590
-4.99149575,2.46368045,0.26671644,1.89833596,0.00171927,0.10181581,0.00683578,0.32610942,0.25955572,0.13489541
-4.98549275,2.52908096,0.26528061,1.96604687,0.00201686,0.10196575,0.00663894,0.32604061,0.25827434,0.13648146
-4.97948974,2.59483494,0.26399173,2.03458484,0.00234997,0.10174307,0.00641144,0.32610409,0.25661608,0.13817276
-4.97348674,2.66099815,0.26292471,2.10375831,0.00271945,0.10116372,0.00615906,0.32641090,0.25472120,0.14003236
-4.96748374,2.72761108,0.26215020,2.17335175,0.00312555,0.10024901,0.00588799,0.32707013,0.25273188,0.14212565
-4.96148074,2.79468171,0.26173139,2.24311749,0.00356779,0.09902474,0.00560461,0.32818444,0.25078638,0.14451816
-4.95547774,2.86216818,0.26172093,2.31276749,0.00404486,0.09752038,0.00531534,0.32984567,0.24901343,0.14727334
-4.94947474,2.92996226,0.26215817,2.38196548,0.00455460,0.09576816,0.00502645,0.33213070,0.24752696,0.15045023
-4.94347174,2.99787480,0.26306690,2.45032035,0.00509389,0.09380210,0.00474388,0.33509788,0.24642153,0.15410137
-4.93746873,3.06562422,0.26445373,2.51738138,0.00565870,0.09165718,0.00447312,0.33878406,0.24576867,0.15827074
-4.93146573,3.13282902,0.26630729,2.58263616,0.00624407,0.08936849,0.00421909,0.34320248,0.24561419,0.16299202
-4.92546273,3.19900526,0.26859825,2.64551169,0.00684418,0.08697058,0.00398605,0.34834167,0.24597675,0.16828716
-4.91945973,3.26356962,0.27128034,2.70537939,0.00745241,0.08449690,0.00377757,0.35416531,0.24684771,0.17416527
-4.91345673,3.32584844,0.27429233,2.76156415,0.00806153,0.08197939,0.00359648,0.36061320,0.24819220,0.18062196
-4.90745373,3.38509294,0.27756090,2.81335761,0.00866376,0.07944827,0.00344487,0.36760333,0.24995151,0.18763907
-4.90145073,3.44050033,0.28100446,2.86003570,0.00925103,0.07693203,0.00332415,0.37503485,0.25204657,0.19518486
-4.89544772,3.49124028,0.28453759,2.90087970,0.00981515,0.07445754,0.00323506,0.38279209,0.25438250,0.20321464
-4.88944472,3.53648578,0.28807620,2.93520043,0.01034803,0.07205035,0.00317778,0.39074923,0.25685389,0.21167180
-4.88344172,3.57544730,0.29154291,2.96236457,0.01084190,0.06973514,0.00315197,0.39877559,0.25935070,0.22048925
-4.87743872,3.60740870,0.29487269,2.98182180,0.01128955,0.06753624,0.00315690,0.40674134,0.26176445,0.22959121
-4.87143572,3.63176318,0.29801834,2.99313179,0.01168447,0.06547826,0.00319150,0.41452325,0.26399450,0.23889526
-4.86543272,3.64804773,0.30095557,2.99598928,0.01202112,0.06358674,0.00325451,0.42201046,0.26595397,0.24831467
-4.85942971,3.65597396,0.30368746,2.99024620,0.01229499,0.06188877,0.00334452,0.42910979,0.26757523,0.25776083
-4.85342671,3.65545397,0.30624806,2.97592929,0.01250280,0.06041353,0.00346006,0.43575060,0.26881461,0.26714577
-4.84742371,3.64661950,0.30870479,2.95325215,0.01264250,0.05919283,0.00359971,0.44188875,0.26965605,0.27638471
-4.84142071,3.62983327,0.31115961,2.92262090,0.01271335,0.05826131,0.00376215,0.44750958,0.27011361,0.28539845
-4.83541771,3.60569154,0.31374866,2.88463265,0.01271591,0.05765661,0.00394617,0.45262983,0.27023271,0.29411562
-4.82941471,3.57501737,0.31664047,2.84006667,0.01265198,0.05741925,0.00415080,0.45729818,0.27008984,0.30247462
-4.82341171,3.53884467,0.32003245,2.78986827,0.01252448,0.05759218,0.00437524,0.46159455,0.26979096,0.31042527
-4.81740870,3.49839320,0.32414595,2.73512596,0.01233742,0.05822019,0.00461892,0.46562797,0.26946851,0.31792994
-4.81140570,3.45503556,0.32921987,2.67704252,0.01209569,0.05934896,0.00488150,0.46953324,0.26927706,0.32496437
-4.80540270,3.41025719,0.33550293,2.61690132,0.01180491,0.06102381,0.00516285,0.47346632,0.26938790,0.33151780
-4.79939970,3.36561102,0.34324506,2.55602912,0.01147130,0.06328832,0.00546298,0.47759863,0.26998268,0.33759271
-4.79339670,3.32266862,0.35268788,2.49575686,0.01110150,0.06618266,0.00578207,0.48211059,0.27124638,0.34320395
-4.78739370,3.28296963,0.36405492,2.43738024,0.01070239,0.06974181,0.00612035,0.48718443,0.27335985,0.34837743
-4.78139070,3.24797172,0.37754177,2.38212147,0.01028096,0.07399367,0.00647810,0.49299668,0.27649231,0.35314831
-4.77538769,3.21900299,0.39330652,2.33109390,0.00984416,0.07895721,0.00685551,0.49971068,0.28079406,0.35755883
-4.76938469,3.19721863,0.41146111,2.28527092,0.00939879,0.08464069,0.00725271,0.50746922,0.28638967,0.36165587
-4.76338169,3.18356374,0.43206369,2.24546011,0.00895141,0.09104002,0.00766962,0.51638783,0.29337207,0.36548832
-4.75737869,3.17874352,0.45511251,2.21228372,0.00850822,0.09813740,0.00810591,0.52654891,0.30179768,0.36910437
-4.75137569,3.18320193,0.48054164,2.18616593,0.00807508,0.10590034,0.00856099,0.53799694,0.31168283,0.37254894
-4.74537269,3.19710959,0.50821867,2.16732718,0.00765737,0.11428101,0.00903391,0.55073500,0.32300164,0.37586118
-4.73936968,3.22036111,0.53794455,2.15578548,0.00726005,0.12321613,0.00952335,0.56472285,0.33568549,0.37907244
-4.73336668,3.25258177,0.56945579,2.15136433,0.00688760,0.13262736,0.01002762,0.57987646,0.34962407,0.38220448
-4.72736368,3.29314295,0.60242866,2.15370661,0.00654403,0.14242216,0.01054464,0.59606924,0.36466789,0.38526833
-4.72136068,3.34118559,0.63648569,2.16229365,0.00623288,0.15249523,0.01107198,0.61313475,0.38063233,0.38826352
-4.71535768,3.39565039,0.67120385,2.17646840,0.00595723,0.16273042,0.01160690,0.63087090,0.39730289,0.39117803
-4.70935468,3.45531336,0.70612432,2.19546152,0.00571972,0.17300303,0.01214634,0.64904530,0.41444143,0.39398866
-4.70335168,3.51882534,0.74076354,2.21841952,0.00552255,0.18318250,0.01268706,0.66740170,0.43179322,0.39666202
-4.69734867,3.58475356,0.77462489,2.24443343,0.00536747,0.19313537,0.01322566,0.68566712,0.44909433,0.39915587
-4.69134567,3.65162398,0.80721076,2.27256723,0.00525584,0.20272831,0.01375864,0.70355936,0.46607924,0.40142090
-4.68534267,3.71796260,0.83803458,2.30188505,0.00518854,0.21183125,0.01428247,0.72079468,0.48248815,0.40340273
-4.67933967,3.78233445,0.86663221,2.33147614,0.00516606,0.22032042,0.01479366,0.73709526,0.49807391,0.40504405
-4.67333667,3.84337915,0.89257248,2.36047729,0.00518843,0.22808116,0.01528878,0.75219615,0.51260809,0.40628684
-4.66733367,3.89984205,0.91546654,2.38809200,0.00525524,0.23501047,0.01576451,0.76585163,0.52588621,0.40707449
-4.66133067,3.95060029,0.93497574,2.41360629,0.00536558,0.24101916,0.01621766,0.77784056,0.53773186,0.40735376
-4.65532766,3.99468349,0.95081785,2.43640099,0.00551810,0.24603362,0.01664514,0.78797084,0.54799963,0.40707652
-4.64932466,4.03128891,0.96277165,2.45596056,0.00571092,0.24999704,0.01704400,0.79608273,0.55657695,0.40620127
-4.64332166,4.05979121,0.97067979,2.47187871,0.00594166,0.25287022,0.01741137,0.80205118,0.56338476,0.40469423
