energy_ev,total_up,Ag_p_up,Ag_d_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-3.34667334,3.34420610,0.37978733,1.31163397,0.88829650,1.24526157,0.04502299,0.06975074,0.05804683,0.69413587
-3.34067034,3.31195152,0.37880492,1.29864006,0.87789058,1.23024280,0.04527719,0.06933395,0.05764713,0.68896642
-3.33466733,3.27166577,0.37626187,1.28223123,0.86624587,1.21269910,0.04545620,0.06860758,0.05708112,0.68174628
-3.32866433,3.22393148,0.37218397,1.26266376,0.85350150,1.19289121,0.04556160,0.06758679,0.05635779,0.67256140
-3.32266133,3.16946637,0.36663020,1.24024109,0.83982534,1.17112538,0.04559480,0.06629180,0.05548762,0.66153210
-3.31665833,3.10910220,0.35969137,1.21530435,0.82540625,1.14774665,0.04555709,0.06474730,0.05448255,0.64880785
-3.31065533,3.04376161,0.35148764,1.18822284,0.81044541,1.12313121,0.04544969,0.06298182,0.05335585,0.63456121
-3.30465233,2.97443390,0.34216505,1.15938460,0.79514769,1.09767836,0.04527387,0.06102696,0.05212210,0.61898162
-3.29864932,2.90215039,0.33189134,1.12918744,0.77971306,1.07180209,0.04503107,0.05891662,0.05079703,0.60226905
-3.29264632,2.82796026,0.32085086,1.09803067,0.76432876,1.04592252,0.04472309,0.05668612,0.04939737,0.58462796
-3.28664332,2.75290728,0.30923916,1.06630746,0.74916251,1.02045753,0.04435217,0.05437135,0.04794067,0.56626185
-3.28064032,2.67800808,0.29725708,1.03439813,0.73435689,0.99581456,0.04392118,0.05200795,0.04644504,0.54736841
-3.27463732,2.60423216,0.28510482,1.00266424,0.72002526,0.97238280,0.04343364,0.04963050,0.04492883,0.52813576
-3.26863432,2.53248411,0.27297612,0.97144352,0.70624914,0.95052593,0.04289374,0.04727176,0.04341028,0.50873942
-3.26263132,2.46358800,0.26105271,0.94104548,0.69307716,0.93057539,0.04230635,0.04496200,0.04190709,0.48934043
-3.25662831,2.39827419,0.24949926,0.91174784,0.68052548,0.91282437,0.04167684,0.04272844,0.04043603,0.47008426
-3.25062531,2.33716854,0.23845915,0.88379351,0.66857941,0.89752249,0.04101097,0.04059475,0.03901248,0.45110057
-3.24462231,2.28078405,0.22805088,0.85738820,0.65719625,0.88487127,0.04031463,0.03858071,0.03764997,0.43250362
-3.23861931,2.22951491,0.21836566,0.83269861,0.64630893,0.87502052,0.03959362,0.03670193,0.03635985,0.41439316
-3.23261631,2.18363281,0.20946584,0.80985110,0.63583030,0.86806553,0.03885332,0.03496976,0.03515088,0.39685559
-3.22661331,2.14328571,0.20138451,0.78893102,0.62565786,0.86404520,0.03809852,0.03339128,0.03402904,0.37996525
-3.22061031,2.10849870,0.19412613,0.76998250,0.61567856,0.86294113,0.03733307,0.03196938,0.03299731,0.36378569
-3.21460730,2.07917708,0.18766812,0.75300890,0.60577369,0.86467773,0.03655980,0.03070302,0.03205566,0.34837061
-3.20860430,2.05511149,0.18196339,0.73797384,0.59582345,0.86912320,0.03578032,0.02958749,0.03120110,0.33376467
-3.20260130,2.03598498,0.17694360,0.72480288,0.58571124,0.87609159,0.03499504,0.02861485,0.03042788,0.32000381
-3.19659830,2.02138186,0.17252306,0.71338585,0.57532747,0.88534578,0.03420317,0.02777435,0.02972774,0.30711525
-3.19059530,2.01079826,0.16860304,0.70357977,0.56457291,0.89660146,0.03340288,0.02705296,0.02909036,0.29511716
-3.18459230,2.00365410,0.16507634,0.69521243,0.55336145,0.90953200,0.03259152,0.02643589,0.02850378,0.28401802
-3.17858929,1.99930643,0.16183192,0.68808647,0.54162232,0.92377425,0.03176591,0.02590713,0.02795495,0.27381584
-3.17258629,1.99706384,0.15875933,0.68198399,0.52930177,0.93893517,0.03092264,0.02545000,0.02743027,0.26449730
-3.16658329,1.99620174,0.15575292,0.67667154,0.51636423,0.95459940,0.03005852,0.02504768,0.02691616,0.25603704
-3.16058029,1.99597843,0.15271557,0.67190547,0.50279304,0.97033740,0.02917088,0.02468363,0.02639962,0.24839711
-3.15457729,1.99565158,0.14956176,0.66743745,0.48859066,0.98571453,0.02825798,0.02434208,0.02586865,0.24152683
-3.14857429,1.99449507,0.14622011,0.66302019,0.47377865,1.00030060,0.02731933,0.02400838,0.02531276,0.23536305
-3.14257129,1.99181591,0.14263514,0.65841311,0.45839720,1.01368002,0.02635596,0.02366930,0.02472326,0.22983104
-3.13656828,1.98697106,0.13876826,0.65338799,0.44250448,1.02546233,0.02537062,0.02331330,0.02409352,0.22484589
-3.13056528,1.97938388,0.13459815,0.64773449,0.42617582,1.03529296,0.02436789,0.02293066,0.02341914,0.22031450
-3.12456228,1.96856002,0.13012044,0.64126532,0.40950265,1.04286400,0.02335421,0.02251366,0.02269798,0.21613822
-3.11855928,1.95410245,0.12534681,0.63382117,0.39259143,1.04792476,0.02233783,0.02205661,0.02193019,0.21221585
-3.11255628,1.93572529,0.12030361,0.62527516,0.37556255,1.05029174,0.02132867,0.02155585,0.02111802,0.20844711
-3.10655328,1.91326613,0.11503017,0.61553678,0.35854916,1.04985783,0.02033813,0.02100976,0.02026571,0.20473636
-3.10055028,1.88669646,0.10957684,0.60455519,0.34169613,1.04660017,0.01937881,0.02041866,0.01937928,0.20099637
-3.09454727,1.85612980,0.10400288,0.59232191,0.32515897,1.04058652,0.01846423,0.01978475,0.01846620,0.19715209
-3.08854427,1.82182717,0.09837439,0.57887262,0.30910287,1.03197959,0.01760853,0.01911198,0.01753519,0.19314414
-3.08254127,1.78419948,0.09276227,0.56428818,0.29370180,1.02103915,0.01682612,0.01840595,0.01659593,0.18893199
-3.07653827,1.74380659,0.08724036,0.54869466,0.27913763,1.00812150,0.01613142,0.01767375,0.01565877,0.18449657
-3.07053527,1.70135263,0.08188379,0.53226238,0.26559923,0.99367611,0.01553858,0.01692384,0.01473450,0.17984226
-3.06453227,1.65767751,0.07676758,0.51520397,0.25328153,0.97823939,0.01506120,0.01616588,0.01383415,0.17499814
-3.05852926,1.61374449,0.07196543,0.49777131,0.24238445,0.96242541,0.01471220,0.01541060,0.01296875,0.17001847
-3.05252626,1.57062386,0.06754883,0.48025145,0.23311161,0.94691376,0.01450362,0.01466966,0.01214917,0.16498230
-3.04652326,1.52947278,0.06358632,0.46296157,0.22566874,0.93243470,0.01444652,0.01395542,0.01138602,0.15999228
-3.04052026,1.49151181,0.06014289,0.44624288,0.22026177,0.91975198,0.01455089,0.01328080,0.01068946,0.15517266
-3.03451726,1.45799818,0.05727957,0.43045377,0.21709436,0.90964359,0.01482561,0.01265909,0.01006915,0.15066651
-3.02851426,1.43019671,0.05505294,0.41596207,0.21636499,0.90288116,0.01527837,0.01210372,0.00953408,0.14663223
-3.02251126,1.40934857,0.05351474,0.40313678,0.21826343,0.90020840,0.01591563,0.01162806,0.00909251,0.14323946
-3.01650825,1.39663895,0.05271129,0.39233919,0.22296664,0.90231933,0.01674256,0.01124512,0.00875185,0.14066448
-3.01050525,1.39316407,0.05268294,0.38391374,0.23063400,0.90983689,0.01776290,0.01096735,0.00851852,0.13908513
-3.00450225,1.39989854,0.05346317,0.37817863,0.24140210,0.92329266,0.01897883,0.01080629,0.00839783,0.13867543
-2.99849925,1.41766376,0.05507777,0.37541642,0.25537899,0.94310821,0.02039077,0.01077231,0.00839380,0.13960004
-2.99249625,1.44709826,0.05754361,0.37586493,0.27263816,0.96957885,0.02199715,0.01087428,0.00850905,0.14200853
-2.98649325,1.48863082,0.06086753,0.37970840,0.29321241,1.00286027,0.02379410,0.01111926,0.00874457,0.14602979
-2.98049025,1.54245723,0.06504494,0.38706942,0.31708780,1.04295849,0.02577514,0.01151218,0.00909961,0.15176656
-2.97448724,1.60852154,0.07005857,0.39800164,0.34419803,1.08972373,0.02793083,0.01205553,0.00957150,0.15929029
-2.96848424,1.68650269,0.07587717,0.41248375,0.37441954,1.14284842,0.03024843,0.01274913,0.01015547,0.16863650
-2.96248124,1.77580722,0.08245449,0.43041481,0.40756766,1.20186958,0.03271159,0.01358984,0.01084465,0.17980081
-2.95647824,1.87556881,0.08972845,0.45161136,0.44339418,1.26617584,0.03530008,0.01457144,0.01162990,0.19273580
-2.95047524,1.98465540,0.09762073,0.47580648,0.48158663,1.33501909,0.03798965,0.01568446,0.01249992,0.20734886
-2.94447224,2.10168417,0.10603686,0.50265116,0.52176964,1.40753057,0.04075198,0.01691623,0.01344122,0.22350128
-2.93846923,2.22504476,0.11486680,0.53171810,0.56350856,1.48274137,0.04355477,0.01825090,0.01443837,0.24100867
-2.93246623,2.35293075,0.12398625,0.56250809,0.60631550,1.55960678,0.04636206,0.01966967,0.01547414,0.25964285
-2.92646323,2.48337903,0.13325855,0.59445911,0.64965787,1.63703408,0.04913468,0.02115101,0.01652988,0.27913530
-2.92046023,2.61431653,0.14253728,0.62695802,0.69296930,1.71391295,0.05183093,0.02267118,0.01758590,0.29918218
-2.91445723,2.74361323,0.15166951,0.65935467,0.73566287,1.78914780,0.05440743,0.02420467,0.01862192,0.31945095
-2.90845423,2.86913998,0.16049962,0.69097824,0.77714608,1.86169073,0.05682016,0.02572484,0.01961763,0.33958832
-2.90245123,2.98882953,0.16887358,0.72115522,0.81683730,1.93057428,0.05902566,0.02720468,0.02055325,0.35922959
-2.89644822,3.10073849,0.17664354,0.74922862,0.85418302,1.99494249,0.06098230,0.02861754,0.02141014,0.37800883
-2.89044522,3.20310805,0.18367259,0.77457767,0.88867512,2.05407907,0.06265164,0.02993798,0.02217140,0.39556973
-2.88444222,3.29442077,0.18983949,0.79663726,0.91986759,2.10743142,0.06399977,0.03114261,0.02282245,0.41157680
-2.87843922,3.37345116,0.19504313,0.81491640,0.94739179,2.15462927,0.06499863,0.03221084,0.02335155,0.42572618
-2.87243622,3.43930743,0.19920657,0.82901489,0.97096944,2.19549691,0.06562712,0.03312570,0.02375027,0.43775599
-2.86643322,3.49146241,0.20228039,0.83863736,0.99042281,2.23005825,0.06587213,0.03387442,0.02401387,0.44745544
-2.86043022,3.52977194,0.20424530,0.84360412,1.00568137,2.25853413,0.06572930,0.03444901,0.02414151,0.45467250
-2.85442721,3.55447943,0.20511376,0.84385824,1.01678460,2.28133178,0.06520345,0.03484661,0.02413640,0.45931967
-2.84842421,3.56620617,0.20493056,0.83946843,1.02388054,2.29902665,0.06430881,0.03506971,0.02400578,0.46137755
-2.84242121,3.56592747,0.20377225,0.83062761,1.02722026,2.31233731,0.06306880,0.03512614,0.02376078,0.46089614
-2.83641821,3.55493554,0.20174562,0.81764711,1.02714827,2.32209428,0.06151560,0.03502896,0.02341610,0.45799366
-2.83041521,3.53479070,0.19898495,0.80094667,1.02408930,2.32920449,0.05968936,0.03479606,0.02298966,0.45285306
-2.82441221,3.50726316,0.19564844,0.78104076,1.01853210,2.33461282,0.05763708,0.03444969,0.02250202,0.44571627
-2.81840920,3.47426799,0.19191380,0.75852169,1.01101095,2.33926276,0.05541133,0.03401580,0.02197582,0.43687656
-2.81240620,3.43779645,0.18797318,0.73404025,1.00208575,2.34405813,0.05306873,0.03352323,0.02143507,0.42666929
-2.80640320,3.39984699,0.18402768,0.70828471,0.99232171,2.34982802,0.05066829,0.03300294,0.02090448,0.41546152
-2.80040020,3.36235891,0.18028167,0.68195898,0.98226949,2.35729661,0.04826970,0.03248704,0.02040866,0.40364092
-2.79439720,3.32715208,0.17693705,0.65576093,0.97244681,2.36705959,0.04593158,0.03200794,0.01997148,0.39160442
-2.78839420,3.29587494,0.17418775,0.63036154,0.96332227,2.37956843,0.04370982,0.03159749,0.01961533,0.37974719
-2.78239120,3.26996328,0.17221458,0.60638571,0.95530212,2.39512320,0.04165595,0.03128612,0.01936047,0.36845221
-2.77638819,3.25061088,0.17118066,0.58439546,0.94872048,2.41387429,0.03981574,0.03110219,0.01922456,0.35808088
-2.77038519,3.23875301,0.17122753,0.56487582,0.94383330,2.43583274,0.03822795,0.03107136,0.01922210,0.34896495
-2.76438219,3.23506251,0.17247199,0.54822404,0.94081623,2.46088837,0.03692332,0.03121611,0.01936412,0.34139993
-2.75837919,3.23995787,0.17500384,0.53474204,0.93976617,2.48883444,0.03592382,0.03155540,0.01965789,0.33564003
-2.75237619,3.25362177,0.17888441,0.52463239,0.94070642,2.51939726,0.03524215,0.03210444,0.02010683,0.33189477
-2.74637319,3.27602820,0.18414600,0.51799758,0.94359471,2.55226856,0.03488153,0.03287463,0.02071039,0.33032703
-2.74037019,3.30697580,0.19079206,0.51484248,0.94833381,2.58713873,0.03483576,0.03387348,0.02146423,0.33105243
-2.73436718,3.34612490,0.19879813,0.51507955,0.95478378,2.62372855,0.03508957,0.03510481,0.02236031,0.33413992
-2.72836418,3.39303552,0.20811346,0.51853655,0.96277527,2.66181734,0.03561917,0.03656884,0.02338721,0.33961326
-2.72236118,3.44720405,0.21866310,0.52496624,0.97212314,2.70126571,0.03639309,0.03826241,0.02453051,0.34745321
-2.71635818,3.50809609,0.23035044,0.53405763,0.98263961,2.74203145,0.03737323,0.04017925,0.02577317,0.35760012
-2.71035518,3.57517386,0.24306009,0.54544821,0.99414628,2.78417718,0.03851605,0.04231021,0.02709604,0.36995683
-2.70435218,3.64791661,0.25666092,0.55873688,1.00648450,2.82786960,0.03977391,0.04464351,0.02847843,0.38439164
-2.69834917,3.72583332,0.27100920,0.57349693,1.01952367,2.87336989,0.04109660,0.04716499,0.02989858,0.40074124
-2.69234617,3.80846741,0.28595168,0.58928880,1.03316701,2.92101598,0.04243278,0.04985833,0.03133431,0.41881354
-2.68634317,3.89539377,0.30132863,0.60567223,1.04735466,2.97119760,0.04373159,0.05270531,0.03276353,0.43839049
-2.68034017,3.98620888,0.31697666,0.62221743,1.06206413,3.02432547,0.04494412,0.05568597,0.03416476,0.45923068
-2.67433717,4.08051535,0.33273138,0.63851506,1.07730803,3.08079657,0.04602485,0.05877892,0.03551764,0.48107209
-2.66833417,4.17790245,0.34842971,0.65418489,1.09312931,3.14095725,0.04693295,0.06196151,0.03680336,0.50363485
-2.66233117,4.27792442,0.36391207,0.66888280,1.10959437,3.20506664,0.04763338,0.06521020,0.03800500,0.52662430
-2.65632816,4.38007857,0.37902425,0.68230633,1.12678438,3.27326227,0.04809782,0.06850080,0.03910781,0.54973427
-2.65032516,4.48378501,0.39361905,0.69419844,1.14478528,3.34553007,0.04830535,0.07180894,0.04009944,0.57265084
-2.64432216,4.58836994,0.40755784,0.70434980,1.16367701,3.42168049,0.04824281,0.07511044,0.04097002,0.59505655
-2.63831916,4.69305387,0.42071195,0.71259954,1.18352259,3.50133238,0.04790496,0.07838189,0.04171224,0.61663502
-2.63231616,4.79694623,0.43296395,0.71883455,1.20435752,3.58390546,0.04729431,0.08160114,0.04232122,0.63707617
-2.62631316,4.89904703,0.44420901,0.72298768,1.22618015,3.66862233,0.04642070,0.08474794,0.04279450,0.65608160
-2.62031016,4.99825611,0.45435615,0.72503487,1.24894353,3.75451984,0.04530066,0.08780452,0.04313178,0.67337042
-2.61430715,5.09338986,0.46332962,0.72499150,1.27254920,3.84046971,0.04395652,0.09075622,0.04333476,0.68868497
-2.60830415,5.18320483,0.47107020,0.72290812,1.29684323,3.92520743,0.04241540,0.09359205,0.04340690,0.70179654
-2.60230115,5.26642747,0.47753650,0.71886593,1.32161492,4.00736832,0.04070806,0.09630513,0.04335315,0.71251062
-2.59629815,5.34178852,0.48270621,0.71297197,1.34659813,4.08552896,0.03886771,0.09889308,0.04317972,0.72067156
-2.59029515,5.40806047,0.48657707,0.70535442,1.37147539,4.15825237,0.03692878,0.10135824,0.04289384,0.72616647
-2.58429215,5.46409636,0.48916766,0.69615807,1.39588459,4.22413471,0.03492578,0.10370763,0.04250358,0.72892795
-2.57828914,5.50886787,0.49051767,0.68554004,1.41942798,4.28185150,0.03289222,0.10595282,0.04201764,0.72893569
-2.57228614,5.54150091,0.49068775,0.67366585,1.44168318,4.33020130,0.03085966,0.10810943,0.04144524,0.72621672
-2.56628314,5.56130679,0.48975867,0.66070592,1.46221565,4.36814502,0.02885699,0.11019651,0.04079598,0.72084425
-2.56028014,5.56780756,0.48782978,0.64683247,1.48059207,4.39483908,0.02690975,0.11223564,0.04007980,0.71293511
-2.55427714,5.56075410,0.48501673,0.63221682,1.49639409,4.40966128,0.02503984,0.11424982,0.03930689,0.70264595
-2.54827414,5.54013622,0.48144843,0.61702696,1.50923177,4.41222830,0.02326525,0.11626221,0.03848765,0.69016820
-2.54227114,5.50618424,0.47726332,0.60142559,1.51875616,4.40240442,0.02160004,0.11829481,0.03763269,0.67572207
-2.53626813,5.45936214,0.47260508,0.58556830,1.52467044,4.38030137,0.02005454,0.12036705,0.03675274,0.65954994
-2.53026513,5.40035264,0.46761784,0.56960203,1.52673920,4.34626956,0.01863556,0.12249440,0.03585868,0.64190918
-2.52426213,5.33003518,0.46244129,0.55366378,1.52479548,4.30088157,0.01734683,0.12468716,0.03496142,0.62306492
-2.51825913,5.24945789,0.45720569,0.53787945,1.51874538,4.24490882,0.01618941,0.12694945,0.03407189,0.60328304
-2.51225613,5.15980508,0.45202729,0.52236295,1.50856997,4.17929279,0.01516221,0.12927840,0.03320091,0.58282354
-2.50625313,5.06236188,0.44700418,0.50721548,1.49432481,4.10511222,0.01426245,0.13166376,0.03235913,0.56193466
-2.50025013,4.95847766,0.44221304,0.49252514,1.47613686,4.02354795,0.01348614,0.13408790,0.03155689,0.54084801
-2.49424712,4.84952988,0.43770684,0.47836671,1.45419933,3.93584678,0.01282851,0.13652617,0.03080417,0.51977464
-2.48824412,4.73688988,0.43351371,0.46480179,1.42876461,3.84328597,0.01228429,0.13894776,0.03011043,0.49890240
-2.48224112,4.62189184,0.42963712,0.45187931,1.40013572,3.74713951,0.01184803,0.14131691,0.02948450,0.47839439
-2.47623812,4.50580589,0.42605725,0.43963623,1.36865670,3.64864743,0.01151425,0.14359453,0.02893453,0.45838866
-2.47023512,4.38981596,0.42273364,0.42809865,1.33470243,3.54898879,0.01127749,0.14574004,0.02846789,0.43899881
-2.46423212,4.27500283,0.41960888,0.41728314,1.29866813,3.44925902,0.01113235,0.14771346,0.02809110,0.42031560
-2.45822911,4.16233215,0.41661320,0.40719821,1.26095913,3.35045188,0.01107342,0.14947756,0.02780978,0.40240917
-2.45222611,4.05264727,0.41366960,0.39784601,1.22198115,3.25344609,0.01109512,0.15099997,0.02762863,0.38533178
-2.44622311,3.94666641,0.41069939,0.38922395,1.18213132,3.15899642,0.01119162,0.15225514,0.02755138,0.36912076
-2.44022011,3.84498332,0.40762763,0.38132634,1.14179029,3.06772909,0.01135659,0.15322599,0.02758081,0.35380156
-2.43421711,3.74807081,0.40438828,0.37414581,1.10131549,2.98014081,0.01158313,0.15390526,0.02771871,0.33939059
-2.42821411,3.65628639,0.40092880,0.36767453,1.06103568,2.89660112,0.01186357,0.15429626,0.02796587,0.32589779
-2.42221111,3.56987925,0.39721380,0.36190514,1.02124679,2.81735756,0.01218940,0.15441326,0.02832205,0.31332866
-2.41620810,3.48899798,0.39322771,0.35683124,0.98220914,2.74254297,0.01255129,0.15428115,0.02878600,0.30168587
-2.41020510,3.41369874,0.38897633,0.35244766,0.94414590,2.67218468,0.01293902,0.15393473,0.02935539,0.29097017
-2.40420210,3.34395339,0.38448710,0.34875027,0.90724280,2.60621509,0.01334169,0.15341731,0.03002680,0.28118084
-2.39819910,3.27965754,0.37980827,0.34573552,0.87164889,2.54448336,0.01374779,0.15277907,0.03079567,0.27231554
-2.39219610,3.22063863,0.37500693,0.34339971,0.83747840,2.48676785,0.01414551,0.15207485,0.03165634,0.26436976
-2.38619310,3.16666394,0.37016620,0.34173816,0.80481340,2.43278925,0.01452297,0.15136193,0.03260197,0.25733588
-2.38019010,3.11744892,0.36538163,0.34074423,0.77370718,2.38222403,0.01486855,0.15069756,0.03362459,0.25120204
-2.37418709,3.07266586,0.36075716,0.34040842,0.74418822,2.33471806,0.01517129,0.15013657,0.03471518,0.24595090
-2.36818409,3.03195307,0.35640074,0.34071759,0.71626451,2.28990021,0.01542114,0.14972925,0.03586365,0.24155847
-2.36218109,2.99492477,0.35242006,0.34165439,0.68992813,2.24739563,0.01560940,0.14951935,0.03705908,0.23799302
-2.35617809,2.96118149,0.34891837,0.34319696,0.66515975,2.20683840,0.01572896,0.14954267,0.03828978,0.23521430
-2.35017509,2.93032094,0.34599073,0.34531896,0.64193299,2.16788334,0.01577457,0.14982601,0.03954355,0.23317304
-2.34417209,2.90194904,0.34372083,0.34798995,0.62021841,2.13021643,0.01574304,0.15038669,0.04080789,0.23181092
-2.33816908,2.87569084,0.34217837,0.35117613,0.59998693,2.09356373,0.01563337,0.15123267,0.04207030,0.23106079
-2.33216608,2.85120072,0.34141725,0.35484127,0.58121251,2.05769822,0.01544674,0.15236312,0.04331857,0.23084754
-2.32616308,2.82817159,0.34147435,0.35894799,0.56387404,2.02244453,0.01518652,0.15376951,0.04454112,0.23108915
-2.32016008,2.80634237,0.34236909,0.36345905,0.54795627,1.98768117,0.01485809,0.15543712,0.04572727,0.23169822
-2.31415708,2.78550359,0.34410355,0.36833878,0.53344971,1.95334023,0.01446866,0.15734681,0.04686758,0.23258376
-2.30815408,2.76550038,0.34666311,0.37355434,0.52034971,1.91940455,0.01402700,0.15947695,0.04795412,0.23365322
-2.30215108,2.74623285,0.35001755,0.37907678,0.50865450,1.88590248,0.01354309,0.16180538,0.04898069,0.23481461
-2.29614807,2.72765363,0.35412238,0.38488180,0.49836249,1.85290057,0.01302776,0.16431126,0.04994297,0.23597870
-2.29014507,2.70976252,0.35892037,0.39095009,0.48946900,1.82049439,0.01249231,0.16697666,0.05083866,0.23706114
-2.28414207,2.69259855,0.36434314,0.39726713,0.48196255,1.78879820,0.01194811,0.16978777,0.05166743,0.23798448
-2.27813907,2.67622963,0.37031266,0.40382245,0.47582094,1.75793378,0.01140622,0.17273562,0.05243090,0.23867992
-2.27213607,2.66074033,0.37674272,0.41060836,0.47100746,1.72801914,0.01087704,0.17581632,0.05313245,0.23908876
-2.26613307,2.64621846,0.38354009,0.41761812,0.46746746,1.69915777,0.01036998,0.17903066,0.05377698,0.23916360
-2.26013007,2.63274086,0.39060566,0.42484362,0.46512546,1.67142879,0.00989322,0.18238316,0.05437057,0.23886894
-2.25412706,2.62035944,0.39783518,0.43227273,0.46388310,1.64487869,0.00945346,0.18588062,0.05492010,0.23818162
-2.24812406,2.60908792,0.40512000,0.43988641,0.46361805,1.61951505,0.00905584,0.18953025,0.05543285,0.23709058
-2.24212106,2.59889032,0.41234759,0.44765579,0.46418408,1.59530249,0.00870384,0.19333738,0.05591596,0.23559643
-2.23611806,2.58967144,0.41940205,0.45553943,0.46541229,1.57216100,0.00839925,0.19730316,0.05637605,0.23371050
-2.23011506,2.58127042,0.42616465,0.46348092,0.46711352,1.54996686,0.00814224,0.20142209,0.05681876,0.23145359
-2.22411206,2.57345732,0.43251448,0.47140703,0.46908194,1.52855587,0.00793150,0.20567985,0.05724831,0.22885454
-2.21810905,2.56593342,0.43832939,0.47922674,0.47109961,1.50772878,0.00776434,0.21005139,0.05766728,0.22594850
-2.21210605,2.55833514,0.44348707,0.48683107,0.47294193,1.48725851,0.00763694,0.21449958,0.05807626,0.22277515
-2.20610305,2.55024166,0.44786665,0.49409405,0.47438371,1.46689886,0.00754453,0.21897447,0.05847382,0.21937685
-2.20010005,2.54118592,0.45135062,0.50087479,0.47520556,1.44639410,0.00748170,0.22341330,0.05885646,0.21579688
-2.19409705,2.53066867,0.45382711,0.50702069,0.47520047,1.42548899,0.00744262,0.22774138,0.05921869,0.21207778
-2.18809405,2.51817501,0.45519263,0.51237168,0.47418007,1.40393870,0.00742130,0.23187372,0.05955330,0.20825985
-2.18209105,2.50319270,0.45535506,0.51676544,0.47198059,1.38151814,0.00741190,0.23571753,0.05985164,0.20437995
-2.17608804,2.48523150,0.45423691,0.52004332,0.46846794,1.35803023,0.00740892,0.23917541,0.06010407,0.20047050
-2.17008504,2.46384272,0.45177864,0.52205687,0.46354196,1.33331275,0.00740743,0.24214914,0.06030042,0.19655886
-2.16408204,2.43863806,0.44794199,0.52267440,0.45713951,1.30724358,0.00740334,0.24454392,0.06043056,0.19266694
-2.15807904,2.40930706,0.44271302,0.52178766,0.44923634,1.27974403,0.00739345,0.24627280,0.06048493,0.18881122
-2.15207604,2.37563231,0.43610489,0.51931798,0.43984769,1.25078031,0.00737572,0.24726125,0.06045515,0.18500292
-2.14607304,2.33750182,0.42816001,0.51522173,0.42902748,1.22036319,0.00734926,0.24745138,0.06033450,0.18124856
-2.14007004,2.29491811,0.41895152,0.50949476,0.41686641,1.18854595,0.00731449,0.24680590,0.06011843,0.17755066
-2.13406703,2.24800365,0.40858402,0.50217562,0.40348882,1.15542092,0.00727309,0.24531135,0.05980498,0.17390864
-2.12806403,2.19700239,0.39719328,0.49334737,0.38904857,1.12111494,0.00722808,0.24298060,0.05939507,0.17031981
-2.12206103,2.14227756,0.38494505,0.48313778,0.37372414,1.08578397,0.00718373,0.23985445,0.05889276,0.16678048
-2.11605803,2.08430566,0.37203289,0.47171798,0.35771318,1.04960731,0.00714551,0.23600212,0.05830531,0.16328704
-2.11005503,2.02366703,0.35867489,0.45929950,0.34122663,1.01278172,0.00712001,0.23152071,0.05764320,0.15983698
-2.10405203,1.96103335,0.34510963,0.44612980,0.32448275,0.97551577,0.00711483,0.22653358,0.05691996,0.15642988
-2.09804902,1.89715232,0.33159119,0.43248642,0.30770122,0.93802462,0.00713837,0.22118763,0.05615197,0.15306816
-2.09204602,1.83283032,0.31838349,0.41866997,0.29109749,0.90052539,0.00719975,0.21564964,0.05535801,0.14975771
-2.08604302,1.76891313,0.30575406,0.40499611,0.27487754,0.86323331,0.00730851,0.21010174,0.05455886,0.14650829
-2.08004002,1.70626556,0.29396740,0.39178688,0.25923321,0.82635850,0.00747450,0.20473614,0.05377668,0.14333359
-2.07403702,1.64575017,0.28327816,0.37936152,0.24433814,0.79010346,0.00770755,0.19974938,0.05303439,0.14025110
-2.06803402,1.58820575,0.27392422,0.36802723,0.23034445,0.75466107,0.00801724,0.19533613,0.05235491,0.13728169
-2.06203102,1.53442583,0.26612000,0.35806995,0.21738007,0.72021301,0.00841264,0.19168298,0.05176038,0.13444882
-2.05602801,1.48513777,0.26005009,0.34974559,0.20554685,0.68692836,0.00890198,0.18896214,0.05127140,0.13177762
-2.05002501,1.44098281,0.25586338,0.34327189,0.19491929,0.65496231,0.00949237,0.18732549,0.05090618,0.12929362
-2.04402201,1.40249754,0.25366802,0.33882114,0.18554396,0.62445472,0.01018949,0.18689908,0.05067974,0.12702141
-2.03801901,1.37009723,0.25352708,0.33651408,0.17743959,0.59552859,0.01099725,0.18777822,0.05060320,0.12498314
-2.03201601,1.34406162,0.25545545,0.33641509,0.17059762,0.56828828,0.01191755,0.19002344,0.05068312,0.12319696
-2.02601301,1.32452350,0.25941776,0.33852881,0.16498331,0.54281763,0.01294995,0.19365741,0.05092093,0.12167557
-2.02001001,1.31146080,0.26532770,0.34279847,0.16053742,0.51917790,0.01409150,0.19866287,0.05131256,0.12042482
-2.01400700,1.30469251,0.27304868,0.34910595,0.15717819,0.49740594,0.01533650,0.20498184,0.05184818,0.11944264
-2.00800400,1.30387892,0.28239597,0.35727361,0.15480391,0.47751251,0.01667643,0.21251604,0.05251221,0.11871816
-2.00200100,1.30852667,0.29314028,0.36706799,0.15329570,0.45948120,0.01809985,0.22112856,0.05328351,0.11823123
-1.99599800,1.31799856,0.30501285,0.37820528,0.15252082,0.44326798,0.01959250,0.23064683,0.05413575,0.11795244
-1.98999500,1.33152846,0.31771183,0.39035846,0.15233615,0.42880178,0.02113738,0.24086682,0.05503807,0.11784346
-1.98399200,1.34824107,0.33090999,0.40316607,0.15259203,0.41598611,0.02271504,0.25155828,0.05595595,0.11785798
