energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-5.63381691,6.74724456,0.03203888,0.22719666,0.72233095,0.71508965,1.62644855,3.95112078,2.24242324,0.00000000
-5.62781391,6.63310155,0.03108141,0.21466870,0.68073975,0.70365118,1.55308291,3.92517127,2.18605070,0.00000000
-5.62181091,6.53946300,0.03019564,0.20326675,0.64179400,0.69634523,1.48785019,3.90623245,2.13983619,0.00000000
-5.61580790,6.46796920,0.02938953,0.19304140,0.60562965,0.69337869,1.43101961,3.89530324,2.10438182,0.00000000
-5.60980490,6.41976742,0.02866726,0.18402093,0.57232226,0.69483832,1.38267854,3.89324345,2.08003256,0.00000000
-5.60380190,6.39549157,0.02802934,0.17621047,0.54189009,0.70068792,1.34273409,3.90075600,2.06687170,0.00000000
-5.59779890,6.39525509,0.02747287,0.16959199,0.51429888,0.71076903,1.31091978,3.91837198,2.06472362,0.00000000
-5.59179590,6.41865633,0.02699193,0.16412490,0.48946792,0.72480516,1.28680687,3.94643862,2.07316355,0.00000000
-5.58579290,6.46479595,0.02657800,0.15974733,0.46727703,0.74240942,1.26981998,3.98510998,2.09153364,0.00000000
-5.57978989,6.53230523,0.02622055,0.15637803,0.44757413,0.76309541,1.25925624,4.03434082,2.11896478,0.00000000
-5.57378689,6.61938465,0.02590760,0.15391887,0.43018307,0.78629099,1.25430754,4.09388348,2.15440325,0.00000000
-5.56778389,6.72385171,0.02562632,0.15225780,0.41491140,0.81135472,1.25408522,4.16328844,2.19664156,0.00000000
-5.56178089,6.84319693,0.02536369,0.15127225,0.40155779,0.83759439,1.25764631,4.24190853,2.24435246,0.00000000
-5.55577789,6.97464709,0.02510706,0.15083279,0.38991898,0.86428730,1.26402099,4.32890734,2.29612534,0.00000000
-5.54977489,7.11523426,0.02484470,0.15080708,0.37979593,0.89070155,1.27224010,4.42327202,2.35050401,0.00000000
-5.54377189,7.26186949,0.02456635,0.15106383,0.37099926,0.91611792,1.28136243,4.52383061,2.40602493,0.00000000
-5.53776888,7.41141947,0.02426361,0.15147678,0.36335371,0.93985147,1.29050064,4.62927398,2.46125498,0.00000000
-5.53176588,7.56078437,0.02393034,0.15192845,0.35670176,0.96127227,1.29884547,4.73818224,2.51482779,0.00000000
-5.52576288,7.70697519,0.02356288,0.15231364,0.35090620,0.97982453,1.30568718,4.84905520,2.56547757,0.00000000
-5.51975988,7.84718823,0.02316029,0.15254252,0.34585193,0.99504350,1.31043389,4.96034638,2.61206976,0.00000000
-5.51375688,7.97887486,0.02272433,0.15254310,0.34144676,1.00656935,1.31262604,5.07049972,2.65362736,0.00000000
-5.50775388,8.09980413,0.02225953,0.15226314,0.33762146,1.01415777,1.31194648,5.17798792,2.68935239,0.00000000
-5.50175088,8.20811636,0.02177298,0.15167128,0.33432905,1.01768654,1.30822596,5.28135126,2.71864168,0.00000000
-5.49574787,8.30236552,0.02127415,0.15075745,0.33154332,1.01715796,1.30144363,5.37923545,2.74109653,0.00000000
-5.48974487,8.38154883,0.02077455,0.14953244,0.32925683,1.01269706,1.29172257,5.47042712,2.75652587,0.00000000
-5.48374187,8.44512215,0.02028732,0.14802665,0.32747830,1.00454535,1.27932041,5.55388537,2.76494277,0.00000000
-5.47773887,8.49300032,0.01982677,0.14628819,0.32622949,0.99305066,1.26461541,5.62876806,2.76655440,0.00000000
-5.47173587,8.52554196,0.01940784,0.14438017,0.32554176,0.97865315,1.24808836,5.69445151,2.76174573,0.00000000
-5.46573287,8.54351913,0.01904551,0.14237752,0.32545228,0.96186824,1.23030102,5.75054247,2.75105751,0.00000000
-5.45972986,8.54807240,0.01875420,0.14036334,0.32600006,0.94326705,1.21187190,5.79688177,2.73515928,0.00000000
-5.45372686,8.54065312,0.01854717,0.13842491,0.32722182,0.92345515,1.19345025,5.83353913,2.71481848,0.00000000
-5.44772386,8.52295478,0.01843597,0.13664966,0.32914799,0.90305046,1.17568933,5.86079918,2.69086672,0.00000000
-5.44172086,8.49683612,0.01842982,0.13512110,0.33179869,0.88266134,1.15922000,5.87913918,2.66416457,0.00000000
-5.43571786,8.46423920,0.01853521,0.13391506,0.33518012,0.86286555,1.14462559,5.88919942,2.63556636,0.00000000
-5.42971486,8.42710577,0.01875543,0.13309623,0.33928129,0.84419118,1.13241928,5.89174748,2.60588625,0.00000000
-5.42371186,8.38729557,0.01909033,0.13271532,0.34407130,0.82710010,1.12302471,5.88763814,2.57586718,0.00000000
-5.41770885,8.34651024,0.01953614,0.13280674,0.34949732,0.81197472,1.11676071,5.87777088,2.54615388,0.00000000
-5.41170585,8.30622616,0.02008539,0.13338719,0.35548331,0.79910847,1.11383072,5.86304701,2.51727121,0.00000000
-5.40570285,8.26763937,0.02072702,0.13445492,0.36192974,0.78870033,1.11431731,5.84432868,2.48960859,0.00000000
-5.39969985,8.23162491,0.02144663,0.13598984,0.36871416,0.78085347,1.11818200,5.82240168,2.46341133,0.00000000
-5.39369685,8.19871238,0.02222684,0.13795450,0.37569288,0.77557798,1.12527024,5.79794388,2.43877910,0.00000000
-5.38769385,8.16907864,0.02304772,0.14029574,0.38270355,0.77279735,1.13532121,5.77150091,2.41567136,0.00000000
-5.38169085,8.14255744,0.02388749,0.14294698,0.38956880,0.77235813,1.14798189,5.74346977,2.39391961,0.00000000
-5.37568784,8.11866511,0.02472308,0.14583112,0.39610063,0.77404240,1.16282466,5.71409127,2.37324531,0.00000000
-5.36968484,8.09664043,0.02553097,0.14886377,0.40210559,0.77758191,1.17936734,5.68345089,2.35328273,0.00000000
-5.36368184,8.07549580,0.02628788,0.15195662,0.40739042,0.78267344,1.19709470,5.65148779,2.33360510,0.00000000
-5.35767884,8.05407661,0.02697157,0.15502100,0.41176798,0.78899421,1.21548014,5.61801069,2.31375265,0.00000000
-5.35167584,8.03112498,0.02756154,0.15797115,0.41506325,0.79621672,1.23400654,5.58271939,2.29326085,0.00000000
-5.34567284,8.00534390,0.02803973,0.16072729,0.41711908,0.80402201,1.25218506,5.54523005,2.27168723,0.00000000
-5.33966983,7.97545817,0.02839103,0.16321817,0.41780145,0.81211092,1.26957099,5.50510255,2.24863528,0.00000000
-5.33366683,7.94026858,0.02860374,0.16538310,0.41700394,0.82021261,1.28577579,5.46186793,2.22377404,0.00000000
-5.32766383,7.89869654,0.02866991,0.16717333,0.41465139,0.82809021,1.30047494,5.41505433,2.19685243,0.00000000
-5.32166083,7.84981719,0.02858548,0.16855275,0.41070223,0.83554332,1.31341126,5.36421002,2.16770768,0.00000000
-5.31565783,7.79287980,0.02835029,0.16949787,0.40514976,0.84240755,1.32439371,5.30892232,2.13626758,0.00000000
-5.30965483,7.72731546,0.02796798,0.16999721,0.39802204,0.84855141,1.33329220,5.24883198,2.10254667,0.00000000
-5.30365183,7.65273273,0.02744569,0.17005007,0.38938057,0.85387087,1.34002878,5.18364266,2.06663709,0.00000000
-5.29764882,7.56890315,0.02679373,0.16966490,0.37931774,0.85828240,1.34456622,5.11312587,2.02869489,0.00000000
-5.29164582,7.47573885,0.02602508,0.16885734,0.36795332,0.86171504,1.34689505,5.03712197,1.98892303,0.00000000
-5.28564282,7.37326523,0.02515485,0.16764803,0.35543005,0.86410233,1.34701988,4.95553807,1.94755253,0.00000000
-5.27963982,7.26159183,0.02419977,0.16606052,0.34190863,0.86537486,1.34494650,4.86834403,1.90482322,0.00000000
-5.27363682,7.14088438,0.02317753,0.16411918,0.32756244,0.86545402,1.34067047,4.77556760,1.86096554,0.00000000
-5.26763382,7.01134089,0.02210628,0.16184750,0.31257203,0.86424761,1.33416833,4.67728984,1.81618471,0.00000000
-5.26163082,6.87317397,0.02100410,0.15926663,0.29711988,0.86164765,1.32539205,4.57364164,1.77064836,0.00000000
-5.25562781,6.72660083,0.01988853,0.15639452,0.28138551,0.85753067,1.31426708,4.46480203,1.72447846,0.00000000
-5.24962481,6.57184191,0.01877620,0.15324533,0.26554109,0.85176041,1.30069429,4.35099857,1.67774788,0.00000000
-5.24362181,6.40912765,0.01768253,0.14982954,0.24974784,0.84419289,1.28455549,4.23250971,1.63048170,0.00000000
-5.23761881,6.23871272,0.01662150,0.14615434,0.23415315,0.83468337,1.26572221,4.10966880,1.58266302,0.00000000
-5.23161581,6.06089591,0.01560555,0.14222450,0.21888856,0.82309476,1.24406697,3.98286911,1.53424246,0.00000000
-5.22561281,5.87604334,0.01464548,0.13804344,0.20406854,0.80930686,1.21947621,3.85256885,1.48515064,0.00000000
-5.21960980,5.68461266,0.01375049,0.13361459,0.18978998,0.79322581,1.19186390,3.71929531,1.43531238,0.00000000
-5.21360680,5.48717535,0.01292819,0.12894273,0.17613237,0.77479289,1.16118471,3.58364706,1.38466163,0.00000000
-5.20760380,5.28443460,0.01218471,0.12403529,0.16315852,0.75399226,1.12744587,3.44629323,1.33315570,0.00000000
-5.20160080,5.07723678,0.01152478,0.11890353,0.15091562,0.73085691,1.09071666,3.30796935,1.28078790,0.00000000
-5.19559780,4.86657451,0.01095183,0.11356344,0.13943665,0.70547241,1.05113494,3.16946899,1.22759759,0.00000000
-5.18959480,4.65358072,0.01046805,0.10803633,0.12874185,0.67797827,1.00891023,3.03163145,1.17367687,0.00000000
-5.18359180,4.43951314,0.01007451,0.10234906,0.11884028,0.64856668,0.96432290,2.89532547,1.11917367,0.00000000
-5.17758879,4.22573003,0.00977116,0.09653393,0.10973122,0.61747873,0.91771969,2.76142972,1.06429092,0.00000000
-5.17158579,4.01365819,0.00955686,0.09062817,0.10140554,0.58499835,0.86950576,2.63081093,1.00928207,0.00000000
-5.16558279,3.80475526,0.00942939,0.08467313,0.09384688,0.55144427,0.82013363,2.50430096,0.95444334,0.00000000
-5.15957979,3.60046847,0.00938541,0.07871319,0.08703253,0.51716053,0.77008988,2.38267386,0.90010334,0.00000000
-5.15357679,3.40219253,0.00942042,0.07279457,0.08093432,0.48250598,0.71988015,2.26662475,0.84661083,0.00000000
-5.14757379,3.21122923,0.00952879,0.06696386,0.07551923,0.44784341,0.67001358,2.15675148,0.79432151,0.00000000
-5.14157079,3.02875127,0.00970369,0.06126671,0.07074992,0.41352886,0.62098728,2.05354052,0.74358471,0.00000000
-5.13556778,2.85577248,0.00993713,0.05574644,0.06658523,0.37990162,0.57327181,1.95735803,0.69473082,0.00000000
-5.12956478,2.69312622,0.01021998,0.05044284,0.06298065,0.34727535,0.52729837,1.86844668,0.64806022,0.00000000
-5.12356178,2.54145305,0.01054212,0.04539114,0.05988884,0.31593069,0.48344813,1.78692851,0.60383431,0.00000000
-5.11755878,2.40119809,0.01089250,0.04062119,0.05726014,0.28610963,0.44204430,1.71281384,0.56226900,0.00000000
-5.11155578,2.27261799,0.01125937,0.03615694,0.05504328,0.25801175,0.40334697,1.64601554,0.52353091,0.00000000
-5.10555278,2.15579665,0.01163049,0.03201609,0.05318608,0.23179230,0.36755091,1.58636784,0.48773621,0.00000000
-5.09954977,2.05066828,0.01199343,0.02821008,0.05163634,0.20756208,0.33478607,1.53364860,0.45495212,0.00000000
-5.09354677,1.95704592,0.01233583,0.02474427,0.05034266,0.18538898,0.30512055,1.48760334,0.42520048,0.00000000
-5.08754377,1.87465335,0.01264578,0.02161836,0.04925547,0.16530080,0.27856574,1.44796981,0.39846310,0.00000000
-5.08154077,1.80315811,0.01291210,0.01882686,0.04832787,0.14728922,0.25508291,1.41450114,0.37468836,0.00000000
-5.07553777,1.74220310,0.01312469,0.01635986,0.04751662,0.13131442,0.23459099,1.38698628,0.35379842,0.00000000
-5.06953477,1.69143495,0.01327485,0.01420368,0.04678287,0.11731027,0.21697486,1.36526629,0.33569646,0.00000000
-5.06353177,1.65052697,0.01335549,0.01234169,0.04609284,0.10518951,0.20209366,1.34924523,0.32027357,0.00000000
-5.05752876,1.61919549,0.01336141,0.01075508,0.04541833,0.09484886,0.18978870,1.33889504,0.30741468,0.00000000
-5.05152576,1.59720850,0.01328937,0.00942351,0.04473705,0.08617379,0.17989057,1.33425384,0.29700325,0.00000000
-5.04552276,1.58438614,0.01313826,0.00832586,0.04403262,0.07904267,0.17222526,1.33541768,0.28892459,0.00000000
-5.03951976,1.58059334,0.01290900,0.00744068,0.04329454,0.07333039,0.16661889,1.34252615,0.28306759,0.00000000
-5.03351676,1.58572498,0.01260458,0.00674677,0.04251779,0.06891119,0.16290124,1.35574247,0.27932490,0.00000000
-5.02751376,1.59968495,0.01222981,0.00622344,0.04170229,0.06566078,0.16090786,1.37522935,0.27759177,0.00000000
-5.02151076,1.62236044,0.01179119,0.00585084,0.04085227,0.06345789,0.16048102,1.40112173,0.27776372,0.00000000
-5.01550775,1.65359328,0.01129662,0.00561014,0.03997538,0.06218511,0.16146953,1.43349816,0.27973337,0.00000000
-5.00950475,1.69315030,0.01075509,0.00548358,0.03908183,0.06172930,0.16372776,1.47235226,0.28338670,0.00000000
-5.00350175,1.74069466,0.01017637,0.00545454,0.03818347,0.06198163,0.16711403,1.51756609,0.28859925,0.00000000
-4.99749875,1.79576011,0.00957066,0.00550750,0.03729281,0.06283731,0.17148866,1.56888681,0.29523250,0.00000000
-4.99149575,1.85772999,0.00894821,0.00562801,0.03642220,0.06419527,0.17671194,1.62590821,0.30313080,0.00000000
-4.98549275,1.92582230,0.00831907,0.00580262,0.03558303,0.06595776,0.18264227,1.68805810,0.31211917,0.00000000
-4.97948974,1.99908217,0.00769275,0.00601879,0.03478505,0.06803003,0.18913459,1.75459255,0.32200219,0.00000000
-4.97348674,2.07638235,0.00707796,0.00626479,0.03403584,0.07032020,0.19603950,1.82459756,0.33256404,0.00000000
-4.96748374,2.15643213,0.00648244,0.00652973,0.03334048,0.07273926,0.20320283,1.89699814,0.34356993,0.00000000
-4.96148074,2.23779458,0.00591276,0.00680343,0.03270126,0.07520131,0.21046605,1.97057493,0.35476877,0.00000000
-4.95547774,2.31891155,0.00537427,0.00707643,0.03211770,0.07762407,0.21766737,2.04398759,0.36589704,0.00000000
-4.94947474,2.39813562,0.00487102,0.00734003,0.03158658,0.07992954,0.22464352,2.11580438,0.37668371,0.00000000
-4.94347174,2.47376779,0.00440578,0.00758626,0.03110216,0.08204482,0.23123213,2.18453665,0.38685605,0.00000000
-4.93746873,2.54409932,0.00398010,0.00780794,0.03065650,0.08390308,0.23727460,2.24867705,0.39614596,0.00000000
-4.93146573,2.60745628,0.00359438,0.00799874,0.03023987,0.08544458,0.24261935,2.30674005,0.40429667,0.00000000
-4.92546273,2.66224486,0.00324802,0.00815324,0.02984119,0.08661764,0.24712519,2.35730313,0.41106942,0.00000000
-4.91945973,2.70699573,0.00293955,0.00826695,0.02944854,0.08737960,0.25066474,2.39904712,0.41624988,0.00000000
-4.91345673,2.74040573,0.00266680,0.00833639,0.02904962,0.08769757,0.25312767,2.43079421,0.41965397,0.00000000
-4.90745373,2.76137524,0.00242708,0.00835913,0.02863231,0.08754901,0.25442363,2.45154212,0.42113297,0.00000000
-4.90145073,2.76903980,0.00221731,0.00833377,0.02818507,0.08692214,0.25448471,2.46049334,0.42057756,0.00000000
-4.89544772,2.76279488,0.00203423,0.00825999,0.02769740,0.08581600,0.25326727,2.45707811,0.41792069,0.00000000
-4.88944472,2.74231279,0.00187450,0.00813849,0.02716018,0.08424028,0.25075319,2.44097064,0.41313924,0.00000000
-4.88344172,2.70755125,0.00173488,0.00797095,0.02656600,0.08221488,0.24695026,2.41209782,0.40625434,0.00000000
-4.87743872,2.65875337,0.00161233,0.00775997,0.02590938,0.07976923,0.24189196,2.37064025,0.39733039,0.00000000
-4.87143572,2.59643918,0.00150409,0.00750894,0.02518690,0.07694132,0.23563638,2.31702566,0.38647286,0.00000000
-4.86543272,2.52138903,0.00140777,0.00722198,0.02439735,0.07377666,0.22826450,2.25191503,0.37382498,0.00000000
-4.85942971,2.43461984,0.00132143,0.00690378,0.02354168,0.07032701,0.21987788,2.17618205,0.35956350,0.00000000
-4.85342671,2.33735499,0.00124359,0.00655946,0.02262299,0.06664913,0.21059579,2.09088680,0.34389367,0.00000000
-4.84742371,2.23098926,0.00117330,0.00619445,0.02164642,0.06280348,0.20055197,1.99724462,0.32704370,0.00000000
-4.84142071,2.11705013,0.00111015,0.00581433,0.02061898,0.05885298,0.18989112,1.89659155,0.30925895,0.00000000
-4.83541771,1.99715702,0.00105426,0.00542471,0.01954933,0.05486198,0.17876533,1.79034750,0.29079604,0.00000000
-4.82941471,1.87297999,0.00100638,0.00503110,0.01844757,0.05089528,0.16733046,1.67997860,0.27191721,0.00000000
-4.82341171,1.74619934,0.00096781,0.00463880,0.01732497,0.04701746,0.15574279,1.56696006,0.25288498,0.00000000
-4.81740870,1.61846768,0.00094049,0.00425282,0.01619368,0.04329249,0.14415586,1.45274082,0.23395755,0.00000000
-4.81140570,1.49137552,0.00092703,0.00387778,0.01506652,0.03978354,0.13271779,1.33871108,0.21538482,0.00000000
-4.80540270,1.36642156,0.00093072,0.00351789,0.01395668,0.03655316,0.12156906,1.22617374,0.19740537,0.00000000
-4.79939970,1.24498838,0.00095560,0.00317694,0.01287750,0.03366371,0.11084081,1.11632046,0.18024435,0.00000000
-4.79339670,1.12832410,0.00100650,0.00285825,0.01184230,0.03117802,0.10065375,1.01021291,0.16411231,0.00000000
-4.78739370,1.01753016,0.00108912,0.00256472,0.01086420,0.02916030,0.09111765,0.90876947,0.14920497,0.00000000
-4.78139070,0.91355516,0.00121008,0.00229888,0.00995600,0.02767721,0.08233128,0.81275735,0.13570388,0.00000000
-4.77538769,0.81719449,0.00137697,0.00206290,0.00913013,0.02679900,0.07438299,0.72279009,0.12377775,0.00000000
-4.76938469,0.72909507,0.00159840,0.00185869,0.00839859,0.02660067,0.06735157,0.63932989,0.11358433,0.00000000
-4.76338169,0.64976443,0.00188402,0.00168797,0.00777298,0.02716303,0.06130751,0.56269429,0.10527277,0.00000000
-4.75737869,0.57958326,0.00224454,0.00155234,0.00726450,0.02857364,0.05631441,0.49306644,0.09898596,0.00000000
-4.75137569,0.51882030,0.00269166,0.00145333,0.00688404,0.03092733,0.05243050,0.43050820,0.09486296,0.00000000
-4.74537269,0.46764848,0.00323800,0.00139253,0.00664216,0.03432652,0.04971008,0.37497523,0.09304096,0.00000000
-4.73936968,0.42616136,0.00389695,0.00137161,0.00654925,0.03888092,0.04820481,0.32633324,0.09365682,0.00000000
-4.73336668,0.39438870,0.00468250,0.00139240,0.00661543,0.04470674,0.04796469,0.28437453,0.09684774,0.00000000
-4.72736368,0.37231026,0.00560889,0.00145690,0.00685067,0.05192522,0.04903868,0.24883422,0.10275112,0.00000000
-4.72136068,0.35986733,0.00669035,0.00156735,0.00726466,0.06066060,0.05147477,0.21940543,0.11150327,0.00000000
-4.71535768,0.35697102,0.00794061,0.00172617,0.00786675,0.07103724,0.05531961,0.19575299,0.12323705,0.00000000
-4.70935468,0.36350737,0.00937248,0.00193601,0.00866581,0.08317622,0.06061750,0.17752526,0.13807831,0.00000000
-4.70335168,0.37933886,0.01099721,0.00219965,0.00967004,0.09719126,0.06740880,0.16436388,0.15614129,0.00000000
-4.69734867,0.40430258,0.01282399,0.00252002,0.01088666,0.11318407,0.07572791,0.15591131,0.17752297,0.00000000
-4.69134567,0.43820524,0.01485926,0.00290005,0.01232170,0.13123940,0.08560064,0.15181623,0.20229671,0.00000000
-4.68534267,0.48081566,0.01710607,0.00334263,0.01397959,0.15141980,0.09704134,0.15173692,0.23050528,0.00000000
-4.67933967,0.53185533,0.01956352,0.00385051,0.01586282,0.17376032,0.11004971,0.15534284,0.26215370,0.00000000
-4.67333667,0.59098782,0.02222612,0.00442615,0.01797161,0.19826350,0.12460757,0.16231476,0.29720226,0.00000000
-4.66733367,0.65780798,0.02508338,0.00507165,0.02030354,0.22489468,0.14067570,0.17234372,0.33555992,0.00000000
-4.66133067,0.73183185,0.02811933,0.00578861,0.02285325,0.25357815,0.15819100,0.18512923,0.37707879,0.00000000
-4.65532766,0.81248810,0.03131239,0.00657803,0.02561214,0.28419409,0.17706404,0.20037710,0.42154974,0.00000000
-4.64932466,0.89911198,0.03463524,0.00744017,0.02856825,0.31657672,0.19717734,0.21779720,0.46869981,0.00000000
-4.64332166,0.99094239,0.03805495,0.00837451,0.03170610,0.35051385,0.21838443,0.23710144,0.51819143,0.00000000
