energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.08154077,9.07605687,0.03375012,0.00000000,0.02107606,0.70597261,4.25681305,4.80437896,0.10295799,3.14101913
-5.07553777,9.19997271,0.03334052,0.00000000,0.01983426,0.71343494,4.30852178,4.91547232,0.10103695,3.16436604
-5.06953477,9.33023991,0.03303979,0.00000000,0.01871646,0.72256109,4.36380225,5.02843728,0.09921240,3.18869893
-5.06353177,9.46431559,0.03285680,0.00000000,0.01772343,0.73311329,4.42107532,5.14164981,0.09750474,3.21331882
-5.05752876,9.59949065,0.03279699,0.00000000,0.01685436,0.74481013,4.47879965,5.25340156,0.09593057,3.23749300
-5.05152576,9.73296240,0.03286228,0.00000000,0.01610716,0.75733209,4.53550547,5.36194338,0.09450264,3.26047821
-5.04552276,9.86191201,0.03305103,0.00000000,0.01547875,0.77032885,4.58982579,5.46553195,0.09322987,3.28154427
-5.03951976,9.98358381,0.03335822,0.00000000,0.01496523,0.78342819,4.64052426,5.56247767,0.09211760,3.29999710
-5.03351676,10.09536318,0.03377564,0.00000000,0.01456212,0.79624600,4.68651848,5.65119174,0.09116784,3.31520013
-5.02751376,10.19484975,0.03429221,0.00000000,0.01426446,0.80839713,4.72689828,5.73023037,0.09037956,3.32659335
-5.02151076,10.27992298,0.03489448,0.00000000,0.01406693,0.81950662,4.76093821,5.79833434,0.08974909,3.33370931
-5.01550775,10.34879753,0.03556704,0.00000000,0.01396388,0.82922076,4.78810410,5.85446193,0.08927051,3.33618530
-5.00950475,10.40006620,0.03629307,0.00000000,0.01394937,0.83721751,4.80805363,5.89781415,0.08893597,3.33377165
-5.00350175,10.43272914,0.03705494,0.00000000,0.01401712,0.84321589,4.82063122,5.92785108,0.08873608,3.32633585
-4.99749875,10.44620845,0.03783479,0.00000000,0.01416053,0.84698394,4.82585772,5.94429892,0.08866027,3.31386250
-4.99149575,10.44034823,0.03861508,0.00000000,0.01437262,0.84834488,4.82391572,5.94714763,0.08869701,3.29644951
-4.98549275,10.41540077,0.03937914,0.00000000,0.01464601,0.84718130,4.81513138,5.93663975,0.08883416,3.27430083
-4.97948974,10.37200015,0.04011173,0.00000000,0.01497291,0.84343726,4.79995371,5.91325118,0.08905916,3.24771632
-4.97348674,10.31112511,0.04079943,0.00000000,0.01534512,0.83711831,4.77893246,5.87766519,0.08935926,3.21707932
-4.96748374,10.23405346,0.04143107,0.00000000,0.01575407,0.82828943,4.75269548,5.83074125,0.08972166,3.18284270
-4.96148074,10.14231051,0.04199801,0.00000000,0.01619093,0.81707115,4.72192658,5.77348038,0.09013375,3.14551397
-4.95547774,10.03761394,0.04249434,0.00000000,0.01664668,0.80363410,4.68734443,5.70698875,0.09058317,3.10564009
-4.94947474,9.92181774,0.04291702,0.00000000,0.01711230,0.78819223,4.64968332,5.63244128,0.09105794,3.06379262
-4.94347174,9.79685730,0.04326585,0.00000000,0.01757897,0.77099508,4.60967589,5.55104685,0.09154661,3.02055356
-4.93746873,9.66469775,0.04354341,0.00000000,0.01803824,0.75231946,4.56803821,5.46401639,0.09203831,2.97650232
-4.93146573,9.52728685,0.04375484,0.00000000,0.01848232,0.73246089,4.52545710,5.37253490,0.09252281,2.93220399
-4.92546273,9.38651375,0.04390753,0.00000000,0.01890433,0.71172508,4.48257971,5.27773826,0.09299058,2.88819913
-4.91945973,9.24417409,0.04401079,0.00000000,0.01929849,0.69041982,4.44000500,5.18069486,0.09343285,2.84499510
-4.91345673,9.10194172,0.04407536,0.00000000,0.01966044,0.66884746,4.39827694,5.08239243,0.09384163,2.80305876
-4.90745373,8.96134690,0.04411294,0.00000000,0.01998739,0.64729816,4.35787927,4.98372959,0.09420968,2.76281079
-4.90145073,8.82376061,0.04413562,0.00000000,0.02027827,0.62604409,4.31923138,4.88551163,0.09453060,2.72462107
-4.89544772,8.69038425,0.04415539,0.00000000,0.02053388,0.60533467,4.28268527,4.78844992,0.09479880,2.68880547
-4.88944472,8.56224396,0.04418357,0.00000000,0.02075690,0.58539274,4.24852356,4.69316403,0.09500953,2.65562357
-4.88344172,8.44018901,0.04423031,0.00000000,0.02095186,0.56641184,4.21695822,4.60018586,0.09515888,2.62527739
-4.87743872,8.32489315,0.04430420,0.00000000,0.02112506,0.54855439,4.18813043,4.50996489,0.09524389,2.59791114
-4.87143572,8.21685865,0.04441184,0.00000000,0.02128435,0.53195075,4.16211134,4.42287403,0.09526254,2.57361170
-4.86543272,8.11642224,0.04455766,0.00000000,0.02143892,0.51669904,4.13890399,4.33921524,0.09521386,2.55241013
-4.85942971,8.02376270,0.04474370,0.00000000,0.02159893,0.50286569,4.11844641,4.25922489,0.09509800,2.53428391
-4.85342671,7.93890988,0.04496958,0.00000000,0.02177520,0.49048647,4.10061603,4.18307838,0.09491632,2.51916012
-4.84742371,7.86175509,0.04523262,0.00000000,0.02197877,0.47956803,4.08523543,4.11089418,0.09467147,2.50691949
-4.84142071,7.79206285,0.04552801,0.00000000,0.02222042,0.47008984,4.07207929,4.04273733,0.09436748,2.49740117
-4.83541771,7.72948412,0.04584910,0.00000000,0.02251033,0.46200638,4.06088263,3.97862277,0.09400982,2.49040848
-4.82941471,7.67357123,0.04618783,0.00000000,0.02285755,0.45524963,4.05135004,3.91851866,0.09360538,2.48571518
-4.82341171,7.62379449,0.04653518,0.00000000,0.02326965,0.44973165,4.04316576,3.86235034,0.09316253,2.48307252
-4.81740870,7.57956087,0.04688172,0.00000000,0.02375239,0.44534750,4.03600438,3.81000515,0.09269098,2.48221675
-4.81140570,7.54023440,0.04721814,0.00000000,0.02430937,0.44197808,4.02954188,3.76133840,0.09220174,2.48287701
-4.80540270,7.50515850,0.04753587,0.00000000,0.02494189,0.43949327,4.02346682,3.71618094,0.09170689,2.48478354
-4.79939970,7.47367995,0.04782754,0.00000000,0.02564879,0.43775504,4.01749136,3.67434823,0.09121942,2.48767591
-4.79339670,7.44517404,0.04808756,0.00000000,0.02642646,0.43662064,4.01136196,3.63565100,0.09075293,2.49131126
-4.78739370,7.41907046,0.04831252,0.00000000,0.02726890,0.43594589,4.00486955,3.59990719,0.09032138,2.49547236
-4.78139070,7.39487927,0.04850149,0.00000000,0.02816791,0.43558840,3.99785903,3.56695498,0.08993875,2.49997526
-4.77538769,7.37221604,0.04865636,0.00000000,0.02911333,0.43541075,3.99023783,3.53666610,0.08961875,2.50467651
-4.76938469,7.35082517,0.04878186,0.00000000,0.03009347,0.43528355,3.98198353,3.50895908,0.08937447,2.50947958
-4.76338169,7.33060046,0.04888563,0.00000000,0.03109543,0.43508830,3.97315016,3.48381131,0.08921812,2.51434043
-4.75737869,7.31160153,0.04897808,0.00000000,0.03210567,0.43472004,3.96387305,3.46126942,0.08916075,2.51927195
-4.75137569,7.29406509,0.04907214,0.00000000,0.03311046,0.43408956,3.95437188,3.44145681,0.08921202,2.52434695
-4.74537269,7.27840982,0.04918292,0.00000000,0.03409643,0.43312523,3.94495162,3.42457777,0.08938004,2.52969954
-4.73936968,7.26523385,0.04932725,0.00000000,0.03505105,0.43177434,3.93600088,3.41091728,0.08967119,2.53552453
-4.73336668,7.25530395,0.04952312,0.00000000,0.03596309,0.43000379,3.92798736,3.40083606,0.09009002,2.54207458
-4.72736368,7.24953594,0.04978906,0.00000000,0.03682305,0.42780022,3.92145005,3.39476047,0.09063924,2.54965490
-4.72136068,7.24896598,0.05014349,0.00000000,0.03762346,0.42516945,3.91698764,3.39316716,0.09131962,2.55861530
-4.71535768,7.25471303,0.05060400,0.00000000,0.03835908,0.42213525,3.91524322,3.39656263,0.09213000,2.56933951
-4.70935468,7.26793316,0.05118666,0.00000000,0.03902703,0.41873750,3.91688506,3.40545836,0.09306728,2.58223179
-4.70335168,7.28976687,0.05190535,0.00000000,0.03962680,0.41502975,3.92258371,3.42034211,0.09412642,2.59770111
-4.69734867,7.32128124,0.05277110,0.00000000,0.04016005,0.41107628,3.93298588,3.44164673,0.09530046,2.61614315
-4.69134567,7.36340905,0.05379151,0.00000000,0.04063044,0.40694883,3.94868577,3.46971767,0.09658050,2.63792082
-4.68534267,7.41688760,0.05497031,0.00000000,0.04104324,0.40272300,3.97019495,3.50478092,0.09795572,2.66334387
-4.67933967,7.48220013,0.05630693,0.00000000,0.04140493,0.39847470,3.99791189,3.54691309,0.09941341,2.69264868
-4.67333667,7.55952309,0.05779628,0.00000000,0.04172270,0.39427656,4.03209280,3.59601523,0.10093898,2.72597900
-4.66733367,7.64868235,0.05942863,0.00000000,0.04200397,0.39019474,4.07282514,3.65179238,0.10251606,2.76336900
-4.66133067,7.74912143,0.06118962,0.00000000,0.04225584,0.38628605,4.12000561,3.71374010,0.10412663,2.80472943
-4.65532766,7.85988431,0.06306043,0.00000000,0.04248469,0.38259574,4.17332414,3.78113953,0.10575113,2.84983819
-4.64932466,7.97961498,0.06501811,0.00000000,0.04269569,0.37915598,4.23225525,3.85306175,0.10736877,2.89833611
-4.64332166,8.10657512,0.06703601,0.00000000,0.04289257,0.37598513,4.29605800,3.92838200,0.10895784,2.94972857
