energy_ev,total_up,Ca_p_up,Ca_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-6.00000000,9.39825597,0.01350287,0.00000000,0.00504346,1.83210249,4.11463432,5.15003362,0.06878969,1.80735654
-5.99399700,9.37458905,0.01363806,0.00000000,0.00498355,1.82273369,4.13259485,5.13661883,0.06788388,1.81439531
-5.98799400,9.33640339,0.01378008,0.00000000,0.00494128,1.81036129,4.13820961,5.11403726,0.06706479,1.81909792
-5.98199100,9.28376740,0.01392489,0.00000000,0.00491550,1.79497127,4.13109651,5.08248855,0.06633135,1.82144586
-5.97598799,9.21700376,0.01406824,0.00000000,0.00490499,1.77658189,4.11117772,5.04230586,0.06568107,1.82148786
-5.96998499,9.13668344,0.01420586,0.00000000,0.00490852,1.75524512,4.07868841,4.99394482,0.06511034,1.81933762
-5.96398199,9.04361215,0.01433358,0.00000000,0.00492494,1.73104744,4.03417523,4.93796954,0.06461478,1.81516871
-5.95797899,8.93880962,0.01444747,0.00000000,0.00495319,1.70411004,3.97848476,4.87503623,0.06418954,1.80920690
-5.95197599,8.82348258,0.01454402,0.00000000,0.00499241,1.67458834,3.91274250,4.80587511,0.06382952,1.80172037
-5.94597299,8.69899286,0.01462022,0.00000000,0.00504195,1.64267078,3.83832366,4.73127145,0.06352954,1.79300807
-5.93996998,8.56682214,0.01467367,0.00000000,0.00510144,1.60857712,3.75681724,4.65204661,0.06328451,1.78338709
-5.93396698,8.42853533,0.01470265,0.00000000,0.00517077,1.57255610,3.66998527,4.56904003,0.06308940,1.77317970
-5.92796398,8.28574459,0.01470618,0.00000000,0.00525013,1.53488278,3.57971907,4.48309309,0.06293933,1.76270076
-5.92196098,8.14007590,0.01468401,0.00000000,0.00534001,1.49585557,3.48799455,4.39503553,0.06282949,1.75224636
-5.91595798,7.99313992,0.01463664,0.00000000,0.00544116,1.45579308,3.39682830,4.30567512,0.06275507,1.74208431
-5.90995498,7.84650846,0.01456524,0.00000000,0.00555462,1.41503094,3.30823595,4.21579095,0.06271127,1.73244699
-5.90395198,7.70169737,0.01447164,0.00000000,0.00568165,1.37391864,3.22419388,4.12613048,0.06269319,1.72352703
-5.89794897,7.56015611,0.01435827,0.00000000,0.00582373,1.33281635,3.14660523,4.03741008,0.06269587,1.71547582
-5.89194597,7.42326356,0.01422799,0.00000000,0.00598249,1.29209181,3.07727011,3.95031865,0.06271432,1.70840492
-5.88594297,7.29232898,0.01408410,0.00000000,0.00615972,1.25211718,3.01786022,3.86552341,0.06274358,1.70238989
-5.87993997,7.16859659,0.01393018,0.00000000,0.00635728,1.21326572,2.96989718,3.78367702,0.06277885,1.69747618
-5.87393697,7.05325170,0.01376997,0.00000000,0.00657709,1.17590824,2.93473382,3.70542455,0.06281563,1.69368628
-5.86793397,6.94742608,0.01360734,0.00000000,0.00682107,1.14040914,2.91353764,3.63140927,0.06284993,1.69102736
-5.86193097,6.85220036,0.01344609,0.00000000,0.00709108,1.10712193,2.90727544,3.56227580,0.06287835,1.68949850
-5.85592796,6.76860118,0.01328992,0.00000000,0.00738888,1.07638413,2.91669842,3.49866952,0.06289834,1.68909683
-5.84992496,6.69759148,0.01314232,0.00000000,0.00771600,1.04851161,2.94232714,3.44123136,0.06290821,1.68982158
-5.84392196,6.64005274,0.01300644,0.00000000,0.00807371,1.02379216,2.98443630,3.39058737,0.06290725,1.69167577
-5.83791896,6.59675882,0.01288504,0.00000000,0.00846291,1.00247873,3.04303934,3.34733288,0.06289567,1.69466499
-5.83191596,6.56834182,0.01278041,0.00000000,0.00888401,0.98478218,3.11787374,3.31201152,0.06287452,1.69879322
-5.82591296,6.55525144,0.01269428,0.00000000,0.00933681,0.97086417,3.20838780,3.28508996,0.06284552,1.70405599
-5.81990995,6.55770988,0.01262778,0.00000000,0.00982042,0.96083013,3.31373045,3.26692940,0.06281082,1.71043115
-5.81390695,6.57566535,0.01258141,0.00000000,0.01033312,0.95472312,3.43274544,3.25775564,0.06277271,1.71786820
-5.80790395,6.60874738,0.01255497,0.00000000,0.01087225,0.95251856,3.56397169,3.25762941,0.06273329,1.72627679
-5.80190095,6.65622793,0.01254761,0.00000000,0.01143414,0.95412058,3.70565118,3.26641913,0.06269411,1.73551564
-5.79589795,6.71699162,0.01255780,0.00000000,0.01201406,0.95936014,3.85574575,3.28377824,0.06265590,1.74538286
-5.78989495,6.78951878,0.01258342,0.00000000,0.01260617,0.96799520,4.01196369,3.30912902,0.06261822,1.75560867
-5.78389195,6.87188398,0.01262176,0.00000000,0.01320354,0.97971330,4.17179633,3.34165468,0.06257931,1.76585145
-5.77788894,6.96177197,0.01266965,0.00000000,0.01379825,0.99413640,4.33256457,3.38030097,0.06253592,1.77569786
-5.77188594,7.05651213,0.01272353,0.00000000,0.01438145,1.01082805,4.49147427,3.42378815,0.06248328,1.78466747
-5.76588294,7.15313117,0.01277958,0.00000000,0.01494357,1.02930266,4.64567900,3.47063362,0.06241517,1.79222191
-5.75987994,7.24842278,0.01283383,0.00000000,0.01547452,1.04903660,4.79234812,3.51918457,0.06232406,1.79777862
-5.75387694,7.33903178,0.01288232,0.00000000,0.01596393,1.06948055,4.92873742,3.56765990,0.06220142,1.80072848
-5.74787394,7.42154938,0.01292118,0.00000000,0.01640148,1.09007286,5.05225962,3.61419955,0.06203795,1.80045664
-5.74187094,7.49261545,0.01294679,0.00000000,0.01677721,1.11025311,5.16055166,3.65691939,0.06182406,1.79636557
-5.73586793,7.54902299,0.01295587,0.00000000,0.01708181,1.12947552,5.25153589,3.69396910,0.06155020,1.78789908
-5.72986493,7.58782025,0.01294557,0.00000000,0.01730701,1.14722160,5.32347256,3.72359055,0.06120731,1.77456615
-5.72386193,7.60640562,0.01291357,0.00000000,0.01744586,1.16301159,5.37500151,3.74417393,0.06078718,1.75596318
-5.71785893,7.60261119,0.01285807,0.00000000,0.01749296,1.17641435,5.40517142,3.75430934,0.06028286,1.73179365
-5.71185593,7.57477141,0.01277790,0.00000000,0.01744478,1.18705543,5.41345594,3.75283137,0.05968893,1.70188411
-5.70585293,7.52177430,0.01267245,0.00000000,0.01729973,1.19462327,5.39975658,3.73885518,0.05900173,1.66619564
-5.69984992,7.44309365,0.01254174,0.00000000,0.01705834,1.19887337,5.36439304,3.71180257,0.05821958,1.62483049
-5.69384692,7.33880169,0.01238634,0.00000000,0.01672322,1.19963076,5.30808229,3.67141747,0.05734289,1.57803344
-5.68784392,7.20956292,0.01220739,0.00000000,0.01629906,1.19679073,5.23190846,3.61777059,0.05637419,1.52618821
-5.68184092,7.05661062,0.01200655,0.00000000,0.01579247,1.19031829,5.13728563,3.55125388,0.05531818,1.46980909
-5.67583792,6.88170829,0.01178603,0.00000000,0.01521184,1.18024653,5.02591626,3.47256531,0.05418170,1.40952853
-5.66983492,6.68709903,0.01154852,0.00000000,0.01456704,1.16667422,4.89974749,3.38268564,0.05297367,1.34608149
-5.66383192,6.47544599,0.01129725,0.00000000,0.01386917,1.14976287,4.76092797,3.28284844,0.05170505,1.28028738
-5.65782891,6.24976712,0.01103597,0.00000000,0.01313023,1.12973352,4.61176698,3.17450517,0.05038877,1.21303069
-5.65182591,6.01336729,0.01076904,0.00000000,0.01236276,1.10686331,4.45469746,3.05928694,0.04903966,1.14524121
-5.64582291,5.76977062,0.01050146,0.00000000,0.01157954,1.08148192,4.29224396,2.93896470,0.04767436,1.07787476
-5.63981991,5.52265492,0.01023892,0.00000000,0.01079320,1.05396776,4.12699580,2.81540909,0.04631126,1.01189520
-5.63381691,5.27579016,0.00998791,0.00000000,0.01001595,1.02474396,3.96158529,2.69055129,0.04497039,0.94825833
-5.62781391,5.03298149,0.00975579,0.00000000,0.00925932,0.99427379,3.79867028,2.56634560,0.04367329,0.88789800
-5.62181091,4.79801746,0.00955082,0.00000000,0.00853388,0.96305544,3.64091986,2.44473454,0.04244283,0.83171473
-5.61580790,4.57462296,0.00938229,0.00000000,0.00784909,0.93161589,3.49100180,2.32761658,0.04130298,0.78056677
-5.60980490,4.36641630,0.00926047,0.00000000,0.00721314,0.90050382,3.35157000,2.21681672,0.04027856,0.73526337
-5.60380190,4.17686952,0.00919668,0.00000000,0.00663288,0.87028131,3.22525055,2.11405979,0.03939482,0.69656003
-5.59779890,4.00927080,0.00920321,0.00000000,0.00611378,0.84151437,3.11462470,2.02094629,0.03867706,0.66515505
-5.59179590,3.86668814,0.00929328,0.00000000,0.00565991,0.81476240,3.02220765,1.93893058,0.03815008,0.64168720
-5.58579290,3.75193328,0.00948085,0.00000000,0.00527401,0.79056672,2.95042232,1.86930122,0.03783763,0.62673355
-5.57978989,3.66752549,0.00978051,0.00000000,0.00495755,0.76943841,2.90156758,1.81316329,0.03776183,0.62080726
-5.57378689,3.61565509,0.01020719,0.00000000,0.00471082,0.75184588,2.87778109,1.77142284,0.03794246,0.62435478
-5.56778389,3.59814683,0.01077587,0.00000000,0.00453306,0.73820260,2.88099725,1.74477350,0.03839637,0.63775200
-5.56178089,3.61642390,0.01150126,0.00000000,0.00442258,0.72885539,2.91290123,1.73368559,0.03913679,0.66129935
-5.55577789,3.67147365,0.01239741,0.00000000,0.00437689,0.72407392,2.97488042,1.73839805,0.04017282,0.69521551
-5.54977489,3.76381615,0.01347724,0.00000000,0.00439286,0.72404166,3.06797517,1.75891373,0.04150885,0.73963017
-5.54377189,3.89347736,0.01475214,0.00000000,0.00446681,0.72884907,3.19283061,1.79499846,0.04314422,0.79457566
-5.53776888,4.05996842,0.01623143,0.00000000,0.00459465,0.73848898,3.34965191,1.84618431,0.04507288,0.85997828
-5.53176588,4.26227262,0.01792191,0.00000000,0.00477202,0.75285478,3.53816493,1.91177748,0.04728326,0.93564947
-5.52576288,4.49884177,0.01982739,0.00000000,0.00499436,0.77174140,3.75758467,1.99087094,0.04975829,1.02127766
-5.51975988,4.76760285,0.02194822,0.00000000,0.00525704,0.79484914,4.00659345,2.08236196,0.05247556,1.11642139
-5.51375688,5.06597623,0.02428093,0.00000000,0.00555539,0.82179038,4.28333070,2.18497418,0.05540762,1.22050432
-5.50775388,5.39090573,0.02681786,0.00000000,0.00588483,0.85209877,4.58539578,2.29728409,0.05852245,1.33281291
-5.50175088,5.73890071,0.02954693,0.00000000,0.00624089,0.88524082,4.90986520,2.41775096,0.06178411,1.45249728
-5.49574787,6.10608979,0.03245147,0.00000000,0.00661926,0.92062935,5.25332472,2.54474979,0.06515344,1.57857579
-5.48974487,6.48828525,0.03551024,0.00000000,0.00701585,0.95763838,5.61191667,2.67660592,0.06858890,1.70994366
-5.48374187,6.88105696,0.03869745,0.00000000,0.00742683,0.99561894,5.98140206,2.81163050,0.07204750,1.84538582
-5.47773887,7.27981395,0.04198307,0.00000000,0.00784864,1.03391538,6.35723668,2.94815553,0.07548573,1.98359401
-5.47173587,7.67989169,0.04533313,0.00000000,0.00827802,1.07188138,6.73465949,3.08456730,0.07886061,2.12318787
-5.46573287,8.07664263,0.04871033,0.00000000,0.00871205,1.10889554,7.10879144,3.21933719,0.08213061,2.26273961
-5.45972986,8.46552766,0.05207459,0.00000000,0.00914821,1.14437565,7.47474196,3.35104891,0.08525664,2.40080162
-5.45372686,8.84220569,0.05538392,0.00000000,0.00958434,1.17779163,7.82772008,3.47842122,0.08820296,2.53593629
-5.44772386,9.20261889,0.05859523,0.00000000,0.01001877,1.20867651,8.16314674,3.60032578,0.09093793,2.66674695
-5.44172086,9.54307112,0.06166536,0.00000000,0.01045032,1.23663531,8.47676458,3.71579953,0.09343476,2.79190900
-5.43571786,9.86029710,0.06455203,0.00000000,0.01087835,1.26135161,8.76474124,3.82405178,0.09567207,2.91020010
-5.42971486,10.15152056,0.06721495,0.00000000,0.01130287,1.28259173,9.02376256,3.92446588,0.09763434,3.02052822
-5.42371186,10.41449953,0.06961679,0.00000000,0.01172459,1.30020645,9.25111192,4.01659610,0.09931216,3.12195658
-5.41770885,10.64755760,0.07172420,0.00000000,0.01214495,1.31413030,9.44473241,4.10016004,0.10070235,3.21372446
-5.41170585,10.84960040,0.07350868,0.00000000,0.01256629,1.32437864,9.60326945,4.17502750,0.10180794,3.29526313
-5.40570285,11.02011696,0.07494739,0.00000000,0.01299181,1.33104256,9.72609144,4.24120643,0.10263791,3.36620619
-5.39969985,11.15916612,0.07602377,0.00000000,0.01342570,1.33428197,9.81328764,4.29882689,0.10320687,3.42639407
-5.39369685,11.26734879,0.07672800,0.00000000,0.01387315,1.33431699,9.86564284,4.34812387,0.10353453,3.47587239
-5.38769385,11.34576696,0.07705729,0.00000000,0.01434031,1.33141814,9.88458950,4.38941971,0.10364503,3.51488440
-5.38169085,11.39597117,0.07701595,0.00000000,0.01483434,1.32589542,9.87213926,4.42310678,0.10356626,3.54385779
-5.37568784,11.41989815,0.07661529,0.00000000,0.01536325,1.31808687,9.83079621,4.44963103,0.10332899,3.56338641
-5.36968484,11.41980092,0.07587326,0.00000000,0.01593583,1.30834679,9.76345553,4.46947682,0.10296606,3.57420773
-5.36368184,11.39817347,0.07481397,0.00000000,0.01656141,1.29703405,9.67329163,4.48315326,0.10251143,3.57717677
-5.35767884,11.35767268,0.07346701,0.00000000,0.01724969,1.28450087,9.56364036,4.49118225,0.10199936,3.57323776
-5.35167584,11.30103977,0.07186663,0.00000000,0.01801036,1.27108232,9.43788037,4.49408820,0.10146354,3.56339421
-5.34567284,11.23102383,0.07005082,0.00000000,0.01885278,1.25708700,9.29931843,4.49238933,0.10093634,3.54867887
-5.33966983,11.15030962,0.06806030,0.00000000,0.01978559,1.24278901,9.15108368,4.48659053,0.10044813,3.53012421
-5.33366683,11.06145172,0.06593746,0.00000000,0.02081625,1.22842157,8.99603498,4.47717741,0.10002666,3.50873458
-5.32766383,10.96681701,0.06372531,0.00000000,0.02195055,1.21417248,8.83668516,4.46461160,0.09969665,3.48546087
-5.32166083,10.86853659,0.06146645,0.00000000,0.02319219,1.20018137,8.67514489,4.44932692,0.09947937,3.46117821
-5.31565783,10.76846871,0.05920208,0.00000000,0.02454233,1.18653905,8.51308799,4.43172649,0.09939247,3.43666747
-5.30965483,10.66817303,0.05697107,0.00000000,0.02599913,1.17328870,8.35173901,4.41218057,0.09944976,3.41260070
-5.30365183,10.56889672,0.05480922,0.00000000,0.02755746,1.16042889,8.19188253,4.39102529,0.09966127,3.38953100
-5.29764882,10.47157228,0.05274852,0.00000000,0.02920863,1.14791830,8.03389278,4.36856208,0.10003318,3.36788666
-5.29164582,10.37682650,0.05081664,0.00000000,0.03094025,1.13568177,7.87778124,4.34505814,0.10056801,3.34796970
-5.28564282,10.28499965,0.04903650,0.00000000,0.03273620,1.12361740,7.72325869,4.32074774,0.10126466,3.32995851
-5.27963982,10.19617391,0.04742599,0.00000000,0.03457679,1.11160447,7.56980809,4.29583465,0.10211864,3.31391428
-5.27363682,10.11020924,0.04599782,0.00000000,0.03643902,1.09951155,7.41676381,4.27049568,0.10312218,3.29979098
-5.26763382,10.02678535,0.04475951,0.00000000,0.03829700,1.08720472,7.26339288,4.24488532,0.10426441,3.28744820
-5.26163082,9.94544770,0.04371350,0.00000000,0.04012256,1.07455520,7.10897390,4.21914142,0.10553153,3.27666656
-5.25562781,9.86565589,0.04285739,0.00000000,0.04188590,1.06144639,6.95286970,4.19339195,0.10690694,3.26716486
-5.24962481,9.78683248,0.04218417,0.00000000,0.04355647,1.04777976,6.79459034,4.16776245,0.10837142,3.25861867
-5.24362181,9.70841054,0.04168270,0.00000000,0.04510378,1.03347959,6.63384381,4.14238419,0.10990330,3.25067944
-5.23761881,9.62987832,0.04133817,0.00000000,0.04649837,1.01849638,6.47057253,4.11740260,0.11147867,3.24299377
-5.23161581,9.55081976,0.04113259,0.00000000,0.04771274,1.00280883,6.30497487,4.09298573,0.11307162,3.23522199
-5.22561281,9.47094957,0.04104543,0.00000000,0.04872221,0.98642461,6.13751140,4.06933236,0.11465459,3.22705570
-5.21960980,9.39014200,0.04105425,0.00000000,0.04950578,0.96937984,5.96889690,4.04667947,0.11619874,3.21823354
-5.21360680,9.30845265,0.04113533,0.00000000,0.05004679,0.95173773,5.80007936,4.02530859,0.11767445,3.20855474
-5.20760380,9.22613296,0.04126438,0.00000000,0.05033351,0.93358627,5.63220806,4.00555083,0.11905189,3.19789002
-5.20160080,9.14363704,0.04141723,0.00000000,0.05035949,0.91503561,5.46659316,3.98779004,0.12030166,3.18618952
-5.19559780,9.06162089,0.04157050,0.00000000,0.05012377,0.89621501,5.30465933,3.97246392,0.12139553,3.17348736
-5.18959480,8.98093412,0.04170225,0.00000000,0.04963089,0.87726980,5.14789600,3.96006277,0.12230722,3.15990272
-5.18359180,8.90260438,0.04179260,0.00000000,0.04889068,0.85835840,4.99780673,3.95112553,0.12301313,3.14563734
-5.17758879,8.82781494,0.04182431,0.00000000,0.04791790,0.83964960,4.85585990,3.94623292,0.12349319,3.13096954
-5.17158579,8.75787569,0.04178322,0.00000000,0.04673170,0.82131997,4.72344255,3.94599766,0.12373148,3.11624475
-5.16558279,8.69418836,0.04165870,0.00000000,0.04535494,0.80355160,4.60181879,3.95105152,0.12371693,3.10186301
-5.15957979,8.63820642,0.04144390,0.00000000,0.04381345,0.78652988,4.49209386,3.96202939,0.12344373,3.08826372
-5.15357679,8.59139059,0.04113593,0.00000000,0.04213517,0.77044128,4.39518448,3.97955049,0.12291169,3.07590820
-5.14757379,8.55516089,0.04073592,0.00000000,0.04034930,0.75547105,4.31179572,4.00419705,0.12212635,3.06526061
-5.14157079,8.53084643,0.04024891,0.00000000,0.03848548,0.74180051,4.24240443,4.03649096,0.12109891,3.05676806
-5.13556778,8.51963420,0.03968366,0.00000000,0.03657297,0.72960394,4.18724917,4.07686907,0.11984594,3.05084049
-5.12956478,8.52251859,0.03905230,0.00000000,0.03463992,0.71904499,4.14632607,4.12565796,0.11838890,3.04783133
-5.12356178,8.54025313,0.03836985,0.00000000,0.03271280,0.71027242,4.11939059,4.18304921,0.11675353,3.04801959
-5.11755878,8.57330661,0.03765369,0.00000000,0.03081583,0.70341541,4.10596451,4.24907620,0.11496896,3.05159421
-5.11155578,8.62182522,0.03692293,0.00000000,0.02897064,0.69857847,4.10534784,4.32359379,0.11306690,3.05864147
-5.10555278,8.68560278,0.03619768,0.00000000,0.02719603,0.69583610,4.11663545,4.40626198,0.11108059,3.06913597
-5.09954977,8.76406084,0.03549838,0.00000000,0.02550783,0.69522757,4.13873781,4.49653479,0.10904385,3.08293570
-5.09354677,8.85624006,0.03484504,0.00000000,0.02391889,0.69675207,4.17040563,4.59365536,0.10699010,3.09978160
-5.08754377,8.96080413,0.03425657,0.00000000,0.02243921,0.70036453,4.21025794,4.69665819,0.10495146,3.11930158
