energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.90995498,1.35618170,0.55992848,0.63963643,0.01690053,0.02625736,0.37681917,0.11797866,0.01842755,0.47814137
-5.90395198,1.42812540,0.59172529,0.67117491,0.01746072,0.02789951,0.39371419,0.12451477,0.01895492,0.50339949
-5.89794897,1.50418970,0.62473181,0.70544824,0.01814001,0.02955121,0.41120940,0.13119829,0.01943218,0.52962151
-5.89194597,1.58355009,0.65864376,0.74210215,0.01893453,0.03119196,0.42910535,0.13794534,0.01985150,0.55651300
-5.88594297,1.66540625,0.69315011,0.78082690,0.01983841,0.03280193,0.44719226,0.14467245,0.02020632,0.58376846
-5.87993997,1.74899729,0.72794108,0.82136161,0.02084399,0.03436241,0.46525555,0.15129845,0.02049158,0.61107827
-5.87393697,1.83361583,0.76271619,0.86349664,0.02194198,0.03585624,0.48308165,0.15774638,0.02070390,0.63813603
-5.86793397,1.91862029,0.79719174,0.90707420,0.02312167,0.03726818,0.50046377,0.16394530,0.02084167,0.66464576
-5.86193097,2.00344485,0.83110767,0.95198675,0.02437122,0.03858527,0.51720736,0.16983183,0.02090512,0.69032902
-5.85592796,2.08760657,0.86423323,0.99817328,0.02567782,0.03979714,0.53313515,0.17535155,0.02089628,0.71493127
-5.84992496,2.17070902,0.89637117,1.04561338,0.02702802,0.04089623,0.54809135,0.18045994,0.02081892,0.73822745
-5.84392196,2.25244215,0.92736021,1.09431923,0.02840792,0.04187798,0.56194495,0.18512309,0.02067833,0.76002636
-5.83791896,2.33257811,0.95707569,1.14432550,0.02980338,0.04274087,0.57459188,0.18931787,0.02048113,0.78017370
-5.83191596,2.41096299,0.98542813,1.19567763,0.03120024,0.04348639,0.58595591,0.19303173,0.02023502,0.79855353
-5.82591296,2.48750468,1.01235986,1.24841874,0.03258444,0.04411891,0.59598830,0.19626203,0.01994840,0.81508804
-5.81990995,2.56215720,1.03783983,1.30257568,0.03394219,0.04464547,0.60466612,0.19901497,0.01963007,0.82973576
-5.81390695,2.63490226,1.06185689,1.35814476,0.03526002,0.04507540,0.61198943,0.20130418,0.01928886,0.84248810
-5.80790395,2.70572882,1.08441184,1.41507795,0.03652488,0.04541995,0.61797741,0.20314897,0.01893326,0.85336461
-5.80190095,2.77461174,1.10550882,1.47326994,0.03772415,0.04569180,0.62266369,0.20457245,0.01857110,0.86240699
-5.79589795,2.84149070,1.12514646,1.53254708,0.03884566,0.04590452,0.62609121,0.20559954,0.01820925,0.86967247
-5.78989495,2.90625057,1.14330952,1.59265855,0.03987771,0.04607196,0.62830683,0.20625495,0.01785335,0.87522670
-5.78389195,2.96870447,1.15996136,1.65327054,0.04080905,0.04620775,0.62935615,0.20656136,0.01750763,0.87913671
-5.77788894,3.02858062,1.17503803,1.71396375,0.04162894,0.04632467,0.62927872,0.20653784,0.01717480,0.88146440
-5.77188594,3.08551396,1.18844422,1.77423464,0.04232712,0.04643415,0.62810419,0.20619858,0.01685596,0.88226081
-5.76588294,3.13904320,1.20005155,1.83350049,0.04289393,0.04654580,0.62584936,0.20555204,0.01655067,0.88156173
-5.75987994,3.18861372,1.20969934,1.89110828,0.04332038,0.04666698,0.62251657,0.20460057,0.01625703,0.87938475
-5.75387694,3.23358647,1.21719790,1.94634714,0.04359830,0.04680255,0.61809349,0.20334050,0.01597185,0.87572803
-5.74787394,3.27325265,1.22233441,1.99846407,0.04372049,0.04695466,0.61255425,0.20176269,0.01569088,0.87057078
-5.74187094,3.30685352,1.22488078,2.04668219,0.04368093,0.04712261,0.60586188,0.19985357,0.01540905,0.86387553
-5.73586793,3.33360463,1.22460352,2.09022111,0.04347500,0.04730294,0.59797201,0.19759642,0.01512084,0.85559188
-5.72986493,3.35272326,1.22127478,2.12831838,0.04309972,0.04748951,0.58883743,0.19497307,0.01482053,0.84566164
-5.72386193,3.36345796,1.21468408,2.16025149,0.04255397,0.04767377,0.57841332,0.19196568,0.01450258,0.83402485
-5.71785893,3.36511873,1.20465010,2.18535938,0.04183869,0.04784510,0.56666278,0.18855862,0.01416187,0.82062647
-5.71185593,3.35710655,1.19103194,2.20306282,0.04095707,0.04799118,0.55356227,0.18474028,0.01379403,0.80542318
-5.70585293,3.33894095,1.17373909,2.21288292,0.03991466,0.04809854,0.53910673,0.18050476,0.01339565,0.78838999
-5.69984992,3.31028434,1.15273977,2.21445713,0.03871946,0.04815305,0.52331385,0.17585331,0.01296443,0.76952617
-5.69384692,3.27096238,1.12806710,2.20755238,0.03738186,0.04814052,0.50622742,0.17079539,0.01249934,0.74886015
-5.68784392,3.22097931,1.09982283,2.19207480,0.03591455,0.04804728,0.48791948,0.16534943,0.01200064,0.72645332
-5.68184092,3.16052797,1.06817853,2.16807600,0.03433240,0.04786075,0.46849113,0.15954318,0.01146989,0.70240221
-5.67583792,3.08999412,1.03337417,2.13575578,0.03265212,0.04756999,0.44807196,0.15341355,0.01090987,0.67683928
-5.66983492,3.00995515,0.99571423,2.09546116,0.03089201,0.04716623,0.42681819,0.14700622,0.01032444,0.64993204
-5.66383192,2.92117329,0.95556153,2.04768216,0.02907152,0.04664329,0.40490959,0.14037475,0.00971843,0.62188083
-5.65782891,2.82458373,0.91332927,1.99304415,0.02721084,0.04599794,0.38254533,0.13357944,0.00909738,0.59291519
-5.65182591,2.72127829,0.86947141,1.93229745,0.02533048,0.04523016,0.35993912,0.12668597,0.00846733,0.56328909
-5.64582291,2.61248509,0.82447215,1.86630418,0.02345074,0.04434332,0.33731371,0.11976380,0.00783462,0.53327542
-5.63981991,2.49954508,0.77883462,1.79602291,0.02159131,0.04334415,0.31489514,0.11288454,0.00720564,0.50315971
-5.63381691,2.38388608,0.73306955,1.72249128,0.01977086,0.04224271,0.29290704,0.10612022,0.00658659,0.47323361
-5.62781391,2.26699509,0.68768403,1.64680722,0.01800662,0.04105211,0.27156502,0.09954161,0.00598334,0.44378830
-5.62181091,2.15038949,0.64317090,1.57010888,0.01631408,0.03978822,0.25107164,0.09321662,0.00540120,0.41510797
-5.61580790,2.03558788,0.59999897,1.49355380,0.01470679,0.03846916,0.23161191,0.08720883,0.00484484,0.38746375
-5.60980490,1.92408119,0.55860426,1.41829764,0.01319611,0.03711483,0.21334950,0.08157613,0.00431815,0.36110809
-5.60380190,1.81730451,0.51938255,1.34547290,0.01179114,0.03574622,0.19642383,0.07636962,0.00382424,0.33626990
-5.59779890,1.71661026,0.48268309,1.27616791,0.01049871,0.03438476,0.18094796,0.07163262,0.00336535,0.31315031
-5.59179590,1.62324320,0.44880376,1.21140663,0.00932337,0.03305163,0.16700726,0.06739995,0.00294291,0.29191937
-5.58579290,1.53831763,0.41798745,1.15212948,0.00826751,0.03176707,0.15465898,0.06369736,0.00255754,0.27271343
-5.57978989,1.46279729,0.39041980,1.09917573,0.00733149,0.03054972,0.14393247,0.06054125,0.00220915,0.25563356
-5.57378689,1.39747829,0.36622812,1.05326769,0.00651381,0.02941605,0.13483008,0.05793845,0.00189702,0.24074461
-5.56778389,1.34297540,0.34548142,1.01499719,0.00581131,0.02837981,0.12732863,0.05588636,0.00161984,0.22807521
-5.56178089,1.29971202,0.32819154,0.98481459,0.00521939,0.02745175,0.12138135,0.05437318,0.00137590,0.21761847
-5.55577789,1.26791411,0.31431527,0.96302060,0.00473223,0.02663926,0.11692019,0.05337829,0.00116311,0.20933348
-5.54977489,1.24760818,0.30375727,0.94976124,0.00434297,0.02594636,0.11385851,0.05287294,0.00097914,0.20314739
-5.54377189,1.23862352,0.29637399,0.94502603,0.00404399,0.02537368,0.11209388,0.05282094,0.00082152,0.19895826
-5.53776888,1.24059873,0.29197816,0.94864961,0.00382702,0.02491868,0.11151119,0.05317961,0.00068770,0.19663834
-5.53176588,1.25299234,0.29034409,0.96031675,0.00368336,0.02457598,0.11198573,0.05390084,0.00057514,0.19603794
-5.52576288,1.27509751,0.29121345,0.97957075,0.00360406,0.02433775,0.11338645,0.05493224,0.00048138,0.19698969
-5.51975988,1.30606046,0.29430167,1.00582507,0.00358000,0.02419429,0.11557908,0.05621839,0.00040405,0.19931305
-5.51375688,1.34490207,0.29930458,1.03837803,0.00360209,0.02413458,0.11842924,0.05770218,0.00034098,0.20281913
-5.50775388,1.39054248,0.30590540,1.07643009,0.00366134,0.02414692,0.12180547,0.05932613,0.00029014,0.20731550
-5.50175088,1.44182760,0.31378184,1.11910347,0.00374898,0.02421954,0.12558193,0.06103377,0.00024973,0.21261093
-5.49574787,1.49755714,0.32261302,1.16546350,0.00385658,0.02434117,0.12964099,0.06277088,0.00021815,0.21851999
-5.48974487,1.55651324,0.33208635,1.21454113,0.00397610,0.02450161,0.13387533,0.06448676,0.00019399,0.22486725
-5.48374187,1.61748870,0.34190377,1.26535593,0.00410004,0.02469208,0.13818977,0.06613522,0.00017605,0.23149094
-5.47773887,1.67931412,0.35178757,1.31693897,0.00422147,0.02490557,0.14250257,0.06767558,0.00016331,0.23824603
-5.47173587,1.74088285,0.36148526,1.36835473,0.00433413,0.02513705,0.14674621,0.06907332,0.00015493,0.24500651
-5.46573287,1.80117310,0.37077364,1.41872144,0.00443250,0.02538345,0.15086766,0.07030059,0.00015021,0.25166686
-5.45972986,1.85926635,0.37946166,1.46722914,0.00451185,0.02564361,0.15482807,0.07133645,0.00014859,0.25814257
-5.45372686,1.91436141,0.38739220,1.51315479,0.00456831,0.02591803,0.15860187,0.07216685,0.00014961,0.26436976
-5.44772386,1.96578383,0.39444260,1.55587407,0.00459887,0.02620859,0.16217543,0.07278444,0.00015292,0.27030392
-5.44172086,2.01299030,0.40052400,1.59486932,0.00460142,0.02651804,0.16554514,0.07318800,0.00015823,0.27591783
-5.43571786,2.05556804,0.40557950,1.62973358,0.00457474,0.02684957,0.16871521,0.07338185,0.00016530,0.28119873
-5.42971486,2.09322947,0.40958139,1.66017052,0.00451848,0.02720625,0.17169520,0.07337492,0.00017395,0.28614505
-5.42371186,2.12580252,0.41252743,1.68599057,0.00443312,0.02759054,0.17449734,0.07317983,0.00018399,0.29076270
-5.41770885,2.15321738,0.41443658,1.70710345,0.00431989,0.02800375,0.17713398,0.07281180,0.00019527,0.29506130
-5.41170585,2.17549036,0.41534433,1.72350770,0.00418070,0.02844568,0.17961510,0.07228762,0.00020764,0.29905051
-5.40570285,2.19270614,0.41529792,1.73527777,0.00401804,0.02891425,0.18194619,0.07162461,0.00022094,0.30273667
-5.39969985,2.20499923,0.41435167,1.74254954,0.00383488,0.02940530,0.18412655,0.07083965,0.00023500,0.30612005
-5.39369685,2.21253588,0.41256288,1.74550509,0.00363457,0.02991255,0.18614815,0.06994842,0.00024965,0.30919282
-5.38769385,2.21549760,0.40998822,1.74435745,0.00342065,0.03042766,0.18799515,0.06896472,0.00026471,0.31193786
-5.38169085,2.21406704,0.40668104,1.73933645,0.00319682,0.03094046,0.18964399,0.06790006,0.00027998,0.31432867
-5.37568784,2.20841720,0.40268966,1.73067615,0.00296678,0.03143935,0.19106433,0.06676344,0.00029528,0.31633010
-5.36968484,2.19870436,0.39805659,1.71860467,0.00273412,0.03191175,0.19222049,0.06556135,0.00031042,0.31790019
-5.36368184,2.18506527,0.39281893,1.70333682,0.00250225,0.03234472,0.19307351,0.06429799,0.00032521,0.31899277
-5.35767884,2.16761831,0.38700949,1.68506990,0.00227430,0.03272561,0.19358363,0.06297568,0.00033950,0.31956081
-5.35167584,2.14646864,0.38065893,1.66398258,0.00205309,0.03304276,0.19371312,0.06159540,0.00035315,0.31956018
-5.34567284,2.12171664,0.37379836,1.64023694,0.00184107,0.03328622,0.19342913,0.06015745,0.00036604,0.31895370
-5.33966983,2.09346900,0.36646235,1.61398324,0.00164029,0.03344834,0.19270660,0.05866224,0.00037810,0.31771510
-5.33366683,2.06185147,0.35869209,1.58536685,0.00145240,0.03352438,0.19153084,0.05711099,0.00038930,0.31583268
-5.32766383,2.02702234,0.35053837,1.55453692,0.00127866,0.03351298,0.18989976,0.05550649,0.00039962,0.31331242
-5.32166083,1.98918548,0.34206416,1.52165578,0.00111997,0.03341642,0.18782556,0.05385371,0.00040910,0.31018029
-5.31565783,1.94860204,0.33334660,1.48690863,0.00097689,0.03324085,0.18533571,0.05216039,0.00041781,0.30648358
-5.30965483,1.90559977,0.32447816,1.45051245,0.00084969,0.03299621,0.18247328,0.05043731,0.00042585,0.30229121
-5.30365183,1.86057926,0.31556694,1.41272359,0.00073839,0.03269608,0.17929647,0.04869859,0.00043336,0.29769290
-5.29764882,1.81401657,0.30673591,1.37384346,0.00064285,0.03235729,0.17587740,0.04696166,0.00044047,0.29279728
-5.29164582,1.76646177,0.29812123,1.33422169,0.00056274,0.03199943,0.17230028,0.04524707,0.00044735,0.28772898
-5.28564282,1.71853348,0.28986959,1.29425655,0.00049771,0.03164420,0.16865895,0.04357817,0.00045414,0.28262494
-5.27963982,1.67090953,0.28213481,1.25439249,0.00044732,0.03131462,0.16505402,0.04198060,0.00046100,0.27763005
-5.27363682,1.62431397,0.27507372,1.21511472,0.00041117,0.03103427,0.16158969,0.04048162,0.00046806,0.27289247
-5.26763382,1.57950134,0.26884163,1.17694115,0.00038893,0.03082635,0.15837049,0.03910940,0.00047545,0.26855877
-5.26163082,1.53723859,0.26358761,1.14041193,0.00038033,0.03071288,0.15549801,0.03789222,0.00048325,0.26476924
-5.25562781,1.49828574,0.25944969,1.10607710,0.00038526,0.03071383,0.15306788,0.03685761,0.00049155,0.26165358
-5.24962481,1.46337611,0.25655035,1.07448293,0.00040373,0.03084634,0.15116703,0.03603158,0.00050037,0.25932715
-5.24362181,1.43319695,0.25499248,1.04615756,0.00043595,0.03112409,0.14987147,0.03543784,0.00050976,0.25788810
-5.23761881,1.40837140,0.25485592,1.02159662,0.00048233,0.03155671,0.14924452,0.03509710,0.00051973,0.25741524
-5.23161581,1.38944258,0.25619481,1.00124936,0.00054350,0.03214940,0.14933573,0.03502654,0.00053027,0.25796698
-5.22561281,1.37686020,0.25903588,0.98550610,0.00062029,0.03290263,0.15018023,0.03523932,0.00054140,0.25958120
-5.21960980,1.37097056,0.26337775,0.97468729,0.00071383,0.03381205,0.15179887,0.03574435,0.00055315,0.26227604
-5.21360680,1.37200985,0.26919116,0.96903482,0.00082546,0.03486855,0.15419868,0.03654607,0.00056557,0.26605149
-5.20760380,1.38010111,0.27642032,0.96870572,0.00095682,0.03605848,0.15737391,0.03764456,0.00057874,0.27089170
-5.20160080,1.39525480,0.28498518,0.97376859,0.00110981,0.03736399,0.16130743,0.03903560,0.00059280,0.27676781
-5.19559780,1.41737264,0.29478459,0.98420269,0.00128664,0.03876354,0.16597228,0.04071106,0.00060795,0.28364105
-5.18959480,1.44625453,0.30570019,0.99989970,0.00148978,0.04023250,0.17133353,0.04265926,0.00062443,0.29146607
-5.18359180,1.48160798,0.31760091,1.02066802,0.00172203,0.04174386,0.17735002,0.04486552,0.00064259,0.30019416
-5.17758879,1.52305957,0.33034792,1.04623912,0.00198644,0.04326901,0.18397616,0.04731272,0.00066280,0.30977625
-5.17158579,1.57016772,0.34379975,1.07627583,0.00228636,0.04477856,0.19116348,0.04998193,0.00068551,0.32016557
-5.16558279,1.62243631,0.35781746,1.11038191,0.00262538,0.04624318,0.19886206,0.05285304,0.00071122,0.33131980
-5.15957979,1.67932841,0.37226957,1.14811266,0.00300732,0.04763442,0.20702165,0.05590533,0.00074048,0.34320258
-5.15357679,1.74027950,0.38703668,1.18898587,0.00343620,0.04892551,0.21559242,0.05911808,0.00077385,0.35578447
-5.14757379,1.80470990,0.40201543,1.23249289,0.00391616,0.05009210,0.22452555,0.06247094,0.00081191,0.36904318
-5.14157079,1.87203575,0.41712172,1.27810926,0.00445143,0.05111286,0.23377341,0.06594439,0.00085521,0.38296324
-5.13556778,1.94167850,0.43229310,1.32530468,0.00504625,0.05197005,0.24328957,0.06951987,0.00090427,0.39753502
-5.12956478,2.01307251,0.44749013,1.37355203,0.00570479,0.05264990,0.25302859,0.07317996,0.00095956,0.41275335
-5.12356178,2.08567101,0.46269679,1.42233522,0.00643108,0.05314289,0.26294571,0.07690833,0.00102145,0.42861571
-5.11755878,2.15895032,0.47791977,1.47115600,0.00722894,0.05344388,0.27299647,0.08068959,0.00109021,0.44512018
-5.11155578,2.23241257,0.49318694,1.51953950,0.00810185,0.05355207,0.28313640,0.08450903,0.00116598,0.46226330
-5.10555278,2.30558735,0.50854476,1.56703880,0.00905294,0.05347090,0.29332081,0.08835233,0.00124879,0.48003792
-5.09954977,2.37803249,0.52405512,1.61323857,0.01008492,0.05320772,0.30350478,0.09220518,0.00133850,0.49843127
-5.09354677,2.44933439,0.53979148,1.65775804,0.01120000,0.05277346,0.31364339,0.09605289,0.00143483,0.51742327
-5.08754377,2.51910837,0.55583469,1.70025340,0.01239996,0.05218215,0.32369215,0.09988001,0.00153736,0.53698525
-5.08154077,2.58699918,0.57226867,1.74041994,0.01368607,0.05145040,0.33360784,0.10367013,0.00164551,0.55707907
-5.07553777,2.65268213,0.58917600,1.77799399,0.01505921,0.05059681,0.34334947,0.10740562,0.00175863,0.57765686
-5.06953477,2.71586483,0.60663386,1.81275483,0.01651993,0.04964143,0.35287954,0.11106763,0.00187592,0.59866117
-5.06353177,2.77628964,0.62471029,1.84452652,0.01806854,0.04860512,0.36216541,0.11463621,0.00199657,0.62002571
-5.05752876,2.83373685,0.64346104,1.87317968,0.01970528,0.04750907,0.37118072,0.11809052,0.00211969,0.64167651
-5.05152576,2.88802819,0.66292703,1.89863318,0.02143052,0.04637424,0.37990676,0.12140937,0.00224446,0.66353345
-5.04552276,2.93903069,0.68313250,1.92085545,0.02324486,0.04522091,0.38833365,0.12457175,0.00237007,0.68551216
-5.03951976,2.98666023,0.70408396,1.93986530,0.02514942,0.04406831,0.39646125,0.12755759,0.00249585,0.70752598
-5.03351676,3.03088463,0.72576975,1.95573207,0.02714597,0.04293424,0.40429968,0.13034861,0.00262126,0.72948810
-5.02751376,3.07172567,0.74816029,1.96857477,0.02923713,0.04183485,0.41186931,0.13292922,0.00274596,0.75131351
-5.02151076,3.10925985,0.77120884,1.97856010,0.03142646,0.04078441,0.41920028,0.13528741,0.00286984,0.77292090
-5.01550775,3.14361738,0.79485274,1.98589921,0.03371858,0.03979518,0.42633131,0.13741566,0.00299304,0.79423411
-5.00950475,3.17497917,0.81901485,1.99084297,0.03611914,0.03887733,0.43330808,0.13931168,0.00311599,0.81518331
-5.00350175,3.20357171,0.84360524,1.99367585,0.03863477,0.03803888,0.44018094,0.14097903,0.00323943,0.83570564
-4.99749875,3.22965982,0.86852283,1.99470835,0.04127282,0.03728575,0.44700222,0.14242757,0.00336434,0.85574540
-4.99149575,3.25353713,0.89365697,1.99426818,0.04404114,0.03662176,0.45382310,0.14367363,0.00349201,0.87525370
-4.98549275,3.27551476,0.91888875,1.99269034,0.04694761,0.03604875,0.46069035,0.14473990,0.00362393,0.89418753
-4.97948974,3.29590823,0.94409212,1.99030631,0.04999962,0.03556666,0.46764288,0.14565503,0.00376181,0.91250842
-4.97348674,3.31502324,0.96913461,1.98743284,0.05320345,0.03517371,0.47470845,0.14645293,0.00390743,0.93018059
-4.96748374,3.33314053,0.99387772,1.98436048,0.05656351,0.03486655,0.48190057,0.14717177,0.00406265,0.94716882
-4.96148074,3.35050065,1.01817709,1.98134243,0.06008157,0.03464046,0.48921585,0.14785269,0.00422924,0.96343601
-4.95547774,3.36728902,1.04188233,1.97858404,0.06375590,0.03448959,0.49663189,0.14853825,0.00440884,0.97894063
-4.94947474,3.38362203,1.06483678,1.97623332,0.06758047,0.03440718,0.50410580,0.14927071,0.00460282,0.99363413
-4.94347174,3.39953475,1.08687729,1.97437299,0.07154415,0.03438587,0.51157354,0.15009021,0.00481218,1.00745859
-4.93746873,3.41497094,1.10783407,1.97301434,0.07562999,0.03441795,0.51895004,0.15103277,0.00503745,1.02034453
-4.93146573,3.42977587,1.12753098,1.97209322,0.07981474,0.03449573,0.52613022,0.15212849,0.00527863,1.03220931
-4.92546273,3.44369260,1.14578624,1.97146856,0.08406839,0.03461185,0.53299081,0.15339971,0.00553506,1.04295606
-4.91945973,3.45636205,1.16241389,1.97092346,0.08835412,0.03475963,0.53939301,0.15485946,0.00580538,1.05247332
-4.91345673,3.46732734,1.17722598,1.97016918,0.09262839,0.03493345,0.54518589,0.15651018,0.00608755,1.06063566
-4.90745373,3.47604255,1.19003578,1.96885195,0.09684136,0.03512913,0.55021040,0.15834279,0.00637876,1.06730517
-4.90145073,3.48188591,1.20066196,1.96656256,0.10093765,0.03534432,0.55430398,0.16033621,0.00667553,1.07233401
-4.89544772,3.48417741,1.20893369,1.96284868,0.10485737,0.03557888,0.55730547,0.16245739,0.00697374,1.07556795
-4.88944472,3.48220046,1.21469677,1.95722950,0.10853742,0.03583523,0.55906027,0.16466180,0.00726871,1.07685101
-4.88344172,3.47522700,1.21782046,1.94921236,0.11191308,0.03611877,0.55942563,0.16689448,0.00755536,1.07603085
-4.87743872,3.46254540,1.21820485,1.93831087,0.11491981,0.03643814,0.55827570,0.16909162,0.00782829,1.07296508
-4.87143572,3.44349009,1.21578846,1.92406389,0.11749515,0.03680551,0.55550642,0.17118255,0.00808203,1.06752795
-4.86543272,3.41747196,1.21055572,1.90605467,0.11958070,0.03723678,0.55103986,0.17309216,0.00831115,1.05961738
-4.85942971,3.38400800,1.20254383,1.88392935,0.12112413,0.03775165,0.54482795,0.17474361,0.00851049,1.04916197
-4.85342671,3.34274912,1.19184859,1.85741414,0.12208101,0.03837364,0.53685549,0.17606125,0.00867530,1.03612750
-4.84742371,3.29350452,1.17862880,1.82633020,0.12241653,0.03912992,0.52714217,0.17697356,0.00880148,1.02052284
-4.84142071,3.23626154,1.16310861,1.79060576,0.12210690,0.04005094,0.51574363,0.17741605,0.00888568,1.00240458
-4.83541771,3.17119957,1.14557768,1.75028455,0.12114043,0.04116995,0.50275146,0.17733398,0.00892545,0.98188036
-4.82941471,3.09869730,1.12638865,1.70553025,0.11951825,0.04252232,0.48829203,0.17668467,0.00891935,0.95911041
-4.82341171,3.01933248,1.10595189,1.65662659,0.11725457,0.04414457,0.47252429,0.17543946,0.00886698,0.93430721
-4.81740870,2.93387392,1.08472735,1.60397281,0.11437652,0.04607329,0.45563643,0.17358503,0.00876903,0.90773308
-4.81140570,2.84326572,1.06321380,1.54807486,0.11092354,0.04834389,0.43784170,0.17112418,0.00862723,0.87969576
-4.80540270,2.74860431,1.04193561,1.48953228,0.10694637,0.05098915,0.41937332,0.16807591,0.00844431,0.85054202
-4.79939970,2.65110893,1.02142751,1.42902161,0.10250570,0.05403771,0.40047880,0.16447493,0.00822392,0.82064944
-4.79339670,2.55208698,1.00221801,1.36727678,0.09767050,0.05751255,0.38141386,0.16037041,0.00797044,0.79041688
-4.78739370,2.45289546,0.98481208,1.30506747,0.09251606,0.06142943,0.36243612,0.15582431,0.00768889,0.76025377
-4.78139070,2.35490048,0.96967393,1.24317632,0.08712201,0.06579551,0.34379882,0.15090916,0.00738470,0.73056882
-4.77538769,2.25943644,0.95721072,1.18237601,0.08157021,0.07060814,0.32574489,0.14570551,0.00706357,0.70175870
-4.76938469,2.16776687,0.94775796,1.12340725,0.07594262,0.07585390,0.30850147,0.14029909,0.00673127,0.67419707
-4.76338169,2.08104858,0.94156743,1.06695852,0.07031936,0.08150805,0.29227512,0.13477799,0.00639345,0.64822454
-4.75737869,2.00030069,0.93879820,1.01364850,0.06477689,0.08753427,0.27724796,0.12922974,0.00605549,0.62414000
-4.75137569,1.92637987,0.93951136,0.96401166,0.05938641,0.09388499,0.26357467,0.12373867,0.00572236,0.60219362
-4.74537269,1.85996247,0.94366855,0.91848766,0.05421256,0.10050210,0.25138059,0.11838346,0.00539849,0.58258190
-4.73936968,1.80153426,0.95113457,0.87741463,0.04931236,0.10731811,0.24076075,0.11323511,0.00508769,0.56544473
-4.73336668,1.75138757,0.96168383,0.84102639,0.04473448,0.11425784,0.23177992,0.10835531,0.00479309,0.55086469
-4.72736368,1.70962554,0.97501027,0.80945348,0.04051879,0.12124035,0.22447346,0.10379529,0.00451712,0.53886834
-4.72136068,1.67617270,0.99074013,0.78272736,0.03669616,0.12818126,0.21884888,0.09959516,0.00426148,0.52942926
-4.71535768,1.65079073,1.00844692,0.76078757,0.03328851,0.13499520,0.21488787,0.09578364,0.00402722,0.52247266
-4.70935468,1.63309805,1.02766762,0.74349081,0.03030908,0.14159831,0.21254873,0.09237826,0.00381475,0.51788103
-4.70335168,1.62259174,1.04791922,0.73062147,0.02776282,0.14791067,0.21176888,0.08938590,0.00362390,0.51550053
-4.69734867,1.61867048,1.06871468,0.72190283,0.02564695,0.15385853,0.21246732,0.08680360,0.00345403,0.51514754
-4.69134567,1.62065684,1.08957744,0.71700814,0.02395159,0.15937621,0.21454691,0.08461957,0.00330411,0.51661510
-4.68534267,1.62781794,1.11005373,0.71557117,0.02266043,0.16440760,0.21789635,0.08281429,0.00317278,0.51967886
-4.67933967,1.63938354,1.12972221,0.71719566,0.02175144,0.16890710,0.22239179,0.08136171,0.00305846,0.52410220
-4.67333667,1.65456086,1.14820048,0.72146344,0.02119759,0.17284010,0.22789812,0.08023042,0.00295941,0.52964047
-4.66733367,1.67254603,1.16514854,0.72794111,0.02096756,0.17618291,0.23426984,0.07938473,0.00287381,0.53604420
-4.66133067,1.69253226,1.18026927,0.73618533,0.02102647,0.17892208,0.24135182,0.07878566,0.00279983,0.54306140
-4.65532766,1.71371523,1.19330624,0.74574691,0.02133653,0.18105343,0.24897986,0.07839190,0.00273565,0.55043908
-4.64932466,1.73529637,1.20403959,0.75617398,0.02185779,0.18258064,0.25698138,0.07816054,0.00267952,0.55792419
-4.64332166,1.75648501,1.21228060,0.76701482,0.02254880,0.18351361,0.26517625,0.07804780,0.00262977,0.56526434
