energy_ev,total_up,Bi_p_up,Bi_d_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-6.00000000,1.08179138,0.48319233,0.00457580,0.52579069,0.57627753,0.00031560,0.13522879
-5.99399700,1.03468196,0.46205699,0.00458019,0.49983668,0.55396061,0.00030769,0.12395304
-5.98799400,0.99590180,0.44463962,0.00462069,0.47796577,0.53606949,0.00030236,0.11372681
-5.98199100,0.96557083,0.43098160,0.00469693,0.46029302,0.52264374,0.00029968,0.10460841
-5.97598799,0.94355943,0.42101225,0.00480744,0.44681649,0.51358807,0.00029964,0.09662780
-5.96998499,0.92950467,0.41455611,0.00494969,0.43742518,0.50868091,0.00030217,0.08978891
-5.96398199,0.92283339,0.41134334,0.00512023,0.43191010,0.50758678,0.00030715,0.08407252
-5.95797899,0.92279122,0.41102280,0.00531476,0.42997794,0.50987178,0.00031441,0.07943969
-5.95197599,0.92847613,0.41317722,0.00552832,0.43126672,0.51502191,0.00032372,0.07583538
-5.94597299,0.93887550,0.41733994,0.00575544,0.43536278,0.52246327,0.00033484,0.07319227
-5.93996998,0.95290522,0.42301273,0.00599034,0.44181834,0.53158355,0.00034751,0.07143440
-5.93396698,0.96944943,0.42968388,0.00622712,0.45016915,0.54175408,0.00036144,0.07048079
-5.92796398,0.98739975,0.43684616,0.00645995,0.45995140,0.55235168,0.00037637,0.07024856
-5.92196098,1.00569255,0.44401403,0.00668327,0.47071755,0.56277962,0.00039202,0.07065578
-5.91595798,1.02334315,0.45073948,0.00689196,0.48205034,0.57248698,0.00040813,0.07162376
-5.90995498,1.03947597,0.45662611,0.00708148,0.49357473,0.58098591,0.00042448,0.07307887
-5.90395198,1.05334970,0.46134107,0.00724804,0.50496747,0.58786615,0.00044084,0.07495378
-5.89794897,1.06437679,0.46462437,0.00738863,0.51596394,0.59280648,0.00045706,0.07718828
-5.89194597,1.07213700,0.46629553,0.00750117,0.52636237,0.59558290,0.00047296,0.07972948
-5.88594297,1.07638464,0.46625733,0.00758446,0.53602536,0.59607315,0.00048843,0.08253176
-5.87993997,1.07704968,0.46449667,0.00763825,0.54487894,0.59425792,0.00050337,0.08555620
-5.87393697,1.07423299,0.46108261,0.00766312,0.55290936,0.59021852,0.00051770,0.08876990
-5.86793397,1.06819621,0.45616181,0.00766052,0.56015798,0.58413156,0.00053137,0.09214504
-5.86193097,1.05934708,0.44995163,0.00763258,0.56671479,0.57626090,0.00054434,0.09565787
-5.85592796,1.04822089,0.44273119,0.00758210,0.57271074,0.56694726,0.00055659,0.09928777
-5.84992496,1.03545911,0.43483088,0.00751238,0.57830974,0.55659619,0.00056810,0.10301631
-5.84392196,1.02178623,0.42662060,0.00742715,0.58370032,0.54566476,0.00057887,0.10682651
-5.83791896,1.00798557,0.41849729,0.00733042,0.58908775,0.53464770,0.00058893,0.11070228
-5.83191596,0.99487515,0.41087215,0.00722643,0.59468662,0.52406337,0.00059831,0.11462804
-5.82591296,0.98328424,0.40415778,0.00711950,0.60071436,0.51444004,0.00060708,0.11858857
-5.81990995,0.97403127,0.39875581,0.00701404,0.60738558,0.50630299,0.00061534,0.12256901
-5.81390695,0.96790361,0.39504517,0.00691444,0.61490752,0.50016248,0.00062323,0.12655503
-5.80790395,0.96563935,0.39337126,0.00682505,0.62347628,0.49650301,0.00063097,0.13053307
-5.80190095,0.96791141,0.39403621,0.00675015,0.63327390,0.49577380,0.00063881,0.13449055
-5.79589795,0.97531380,0.39729043,0.00669398,0.64446596,0.49838059,0.00064713,0.13841612
-5.78989495,0.98835007,0.40332538,0.00666067,0.65719951,0.50467859,0.00065637,0.14229973
-5.78389195,1.00742364,0.41226791,0.00665427,0.67160104,0.51496661,0.00066709,0.14613255
-5.77788894,1.03282993,0.42417592,0.00667873,0.68777444,0.52948208,0.00067996,0.14990673
-5.77188594,1.06474997,0.43903558,0.00673786,0.70579860,0.54839692,0.00069575,0.15361492
-5.76588294,1.10324553,0.45676015,0.00683531,0.72572462,0.57181403,0.00071536,0.15724960
-5.75987994,1.14825548,0.47719028,0.00697448,0.74757272,0.59976441,0.00073977,0.16080229
-5.75387694,1.19959355,0.50009605,0.00715846,0.77132883,0.63220477,0.00077008,0.16426262
-5.74787394,1.25694744,0.52518047,0.00738989,0.79694101,0.66901573,0.00080744,0.16761737
-5.74187094,1.31987964,0.55208483,0.00767088,0.82431605,0.71000064,0.00085304,0.17084959
-5.73586793,1.38782994,0.58039546,0.00800285,0.85331640,0.75488508,0.00090809,0.17393783
-5.72986493,1.46012011,0.60965214,0.00838638,0.88375789,0.80331742,0.00097378,0.17685562
-5.72386193,1.53596085,0.63935788,0.00882109,0.91540845,0.85487049,0.00105123,0.17957124
-5.71785893,1.61446145,0.66898998,0.00930548,0.94798825,0.90904463,0.00114145,0.18204785
-5.71185593,1.69464212,0.69801203,0.00983684,0.98117141,0.96527242,0.00124530,0.18424401
-5.70585293,1.77544930,0.72588672,0.01041118,1.01458965,1.02292527,0.00136343,0.18611454
-5.69984992,1.85577389,0.75208902,0.01102313,1.04783783,1.08132209,0.00149624,0.18761186
-5.69384692,1.93447221,0.77611937,0.01166603,1.08048150,1.13974003,0.00164387,0.18868755
-5.68784392,2.01038953,0.79751653,0.01233192,1.11206644,1.19742751,0.00180613,0.18929421
-5.68184092,2.08238579,0.81586966,0.01301168,1.14212981,1.25361924,0.00198250,0.18938750
-5.67583792,2.14936287,0.83082929,0.01369524,1.17021288,1.30755327,0.00217210,0.18892817
-5.66983492,2.21029289,0.84211674,0.01437178,1.19587477,1.35848956,0.00237371,0.18788409
-5.66383192,2.26424662,0.84953187,0.01503003,1.21870682,1.40572974,0.00258575,0.18623211
-5.65782891,2.31042131,0.85295875,0.01565860,1.23834709,1.44863746,0.00280634,0.18395968
-5.65182591,2.34816688,0.85236912,0.01624634,1.25449442,1.48665873,0.00303333,0.18106605
-5.64582291,2.37700957,0.84782373,0.01678276,1.26692135,1.51934136,0.00326431,0.17756313
-5.63981991,2.39667208,0.83947127,0.01725836,1.27548552,1.54635288,0.00349673,0.17347588
-5.63381691,2.40708934,0.82754518,0.01766505,1.28013883,1.56749589,0.00372793,0.16884219
-5.62781391,2.40841899,0.81235844,0.01799645,1.28093384,1.58272033,0.00395522,0.16371234
-5.62181091,2.40104596,0.79429638,0.01824821,1.27802720,1.59213155,0.00417596,0.15814794
-5.61580790,2.38558059,0.77380796,0.01841822,1.27167944,1.59599399,0.00438764,0.15222057
-5.60980490,2.36285002,0.75139566,0.01850678,1.26225128,1.59472958,0.00458794,0.14600998
-5.60380190,2.33388275,0.72760421,0.01851661,1.25019613,1.58891098,0.00477482,0.13960211
