energy_ev,total_up,Ga_p_up,Ga_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-6.00000000,2.88038436,0.06369438,0.00000000,0.04638471,1.89347019,1.03597508,0.93790788
-5.99399700,2.76389730,0.05943156,0.00000000,0.04493507,1.82654215,0.97760135,0.91596966
-5.98799400,2.65116531,0.05531434,0.00000000,0.04341381,1.76114667,0.92424262,0.89354943
-5.98199100,2.54276783,0.05137062,0.00000000,0.04183497,1.69766103,0.87561218,0.87089555
-5.97598799,2.43918292,0.04762305,0.00000000,0.04021177,1.63641030,0.83140730,0.84823755
-5.96998499,2.34078746,0.04408906,0.00000000,0.03855653,1.57766588,0.79131825,0.82578352
-5.96398199,2.24785897,0.04078096,0.00000000,0.03688060,1.52164510,0.75503552,0.80371809
-5.95797899,2.16057888,0.03770627,0.00000000,0.03519442,1.46851155,0.72225519,0.78220109
-5.95197599,2.07903672,0.03486801,0.00000000,0.03350756,1.41837599,0.69268275,0.76136654
-5.94597299,2.00323488,0.03226519,0.00000000,0.03182875,1.37129765,0.66603523,0.74132200
-5.93996998,1.93309364,0.02989331,0.00000000,0.03016604,1.32728564,0.64204212,0.72214817
-5.93396698,1.86845634,0.02774483,0.00000000,0.02852687,1.28630056,0.62044518,0.70389859
-5.92796398,1.80909454,0.02580976,0.00000000,0.02691811,1.24825624,0.60099738,0.68659966
-5.92196098,1.75471339,0.02407618,0.00000000,0.02534620,1.21302165,0.58346141,0.67025083
-5.91595798,1.70495742,0.02253074,0.00000000,0.02381715,1.18042340,0.56760789,0.65482518
-5.90995498,1.65941701,0.02115914,0.00000000,0.02233659,1.15024871,0.55321377,0.64027055
-5.90395198,1.61763600,0.01994660,0.00000000,0.02090980,1.12224952,0.54006110,0.62651130
-5.89794897,1.57912087,0.01887829,0.00000000,0.01954166,1.09614768,0.52793635,0.61345087
-5.89194597,1.54335157,0.01793971,0.00000000,0.01823671,1.07164160,0.51663076,0.60097532
-5.88594297,1.50979443,0.01711708,0.00000000,0.01699911,1.04841443,0.50594147,0.58895775
-5.87993997,1.47791707,0.01639767,0.00000000,0.01583267,1.02614370,0.49567378,0.57726378
-5.87393697,1.44720504,0.01577013,0.00000000,0.01474081,1.00451236,0.48564437,0.56575782
-5.86793397,1.41717993,0.01522476,0.00000000,0.01372669,0.98322090,0.47568533,0.55431001
-5.86193097,1.38741824,0.01475385,0.00000000,0.01279315,0.96200004,0.46564883,0.54280359
-5.85592796,1.35757036,0.01435189,0.00000000,0.01194284,0.94062350,0.45541225,0.53114236
-5.84992496,1.32737859,0.01401582,0.00000000,0.01117829,0.91892027,0.44488320,0.51925776
-5.84392196,1.29669348,0.01374521,0.00000000,0.01050197,0.89678551,0.43400439,0.50711534
-5.83791896,1.26548732,0.01354244,0.00000000,0.00991635,0.87418966,0.42275779,0.49472000
-5.83191596,1.23386405,0.01341280,0.00000000,0.00942401,0.85118499,0.41116783,0.48211988
-5.82591296,1.20206489,0.01336453,0.00000000,0.00902764,0.82790906,0.39930340,0.46940840
-5.81990995,1.17046906,0.01340883,0.00000000,0.00873008,0.80458497,0.38727848,0.45672435
-5.81390695,1.13958944,0.01355983,0.00000000,0.00853429,0.78151798,0.37525114,0.44424992
-5.80790395,1.11006319,0.01383436,0.00000000,0.00844325,0.75908871,0.36342103,0.43220664
-5.80190095,1.08263758,0.01425185,0.00000000,0.00845992,0.73774306,0.35202545,0.42084941
-5.79589795,1.05815163,0.01483400,0.00000000,0.00858703,0.71797937,0.34133395,0.41045882
-5.78989495,1.03751438,0.01560445,0.00000000,0.00882692,0.70033338,0.33164192,0.40133216
-5.78389195,1.02168083,0.01658842,0.00000000,0.00918130,0.68536171,0.32326334,0.39377354
-5.77788894,1.01162652,0.01781229,0.00000000,0.00965104,0.67362476,0.31652298,0.38808356
-5.77188594,1.00832222,0.01930308,0.00000000,0.01023588,0.66566979,0.31174850,0.38454908
-5.76588294,1.01270951,0.02108807,0.00000000,0.01093426,0.66201519,0.30926271,0.38343363
-5.75987994,1.02567872,0.02319420,0.00000000,0.01174302,0.66313651,0.30937623,0.38496889
-5.75387694,1.04804993,0.02564767,0.00000000,0.01265731,0.66945512,0.31238100,0.38934765
-5.74787394,1.08055769,0.02847348,0.00000000,0.01367043,0.68132990,0.31854464,0.39671863
-5.74187094,1.12384021,0.03169496,0.00000000,0.01477378,0.69905226,0.32810592,0.40718333
-5.73586793,1.17843289,0.03533339,0.00000000,0.01595693,0.72284468,0.34127131,0.42079507
-5.72986493,1.24476627,0.03940770,0.00000000,0.01720771,0.75286255,0.35821271,0.43756012
-5.72386193,1.32316791,0.04393414,0.00000000,0.01851242,0.78919901,0.37906610,0.45744082
-5.71785893,1.41386758,0.04892606,0.00000000,0.01985614,0.83189227,0.40393114,0.48036048
-5.71185593,1.51700487,0.05439368,0.00000000,0.02122311,0.88093470,0.43287138,0.50620954
-5.70585293,1.63263809,0.06034396,0.00000000,0.02259711,0.93628279,0.46591492,0.53485270
-5.69984992,1.76075337,0.06678040,0.00000000,0.02396199,0.99786718,0.50305530,0.56613647
-5.69384692,1.90127270,0.07370298,0.00000000,0.02530217,1.06560167,0.54425230,0.59989650
-5.68784392,2.05405983,0.08110793,0.00000000,0.02660310,1.13939054,0.58943252,0.63596443
-5.68184092,2.21892291,0.08898759,0.00000000,0.02785177,1.21913320,0.63848950,0.67417351
-5.67583792,2.39561321,0.09733018,0.00000000,0.02903710,1.30472568,0.69128331,0.71436282
-5.66983492,2.58381934,0.10611950,0.00000000,0.03015032,1.39605853,0.74763955,0.75637965
-5.66383192,2.78315686,0.11533460,0.00000000,0.03118517,1.49301098,0.80734777,0.80007998
-5.65782891,2.99315341,0.12494934,0.00000000,0.03213807,1.59544156,0.87015944,0.84532696
