energy_ev,total_up,Ag_p_up,Ag_d_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up
-6.00000000,8.23374073,0.83814531,6.17142566,0.15361227,0.37733370,0.88678116,0.01159708
-5.99399700,8.19606564,0.83683281,6.14025812,0.15512483,0.37430689,0.88080701,0.01155586
-5.98799400,8.15527296,0.83413053,6.10757434,0.15632682,0.37104946,0.87396279,0.01150251
-5.98199100,8.11160526,0.83004557,6.07358714,0.15728041,0.36751219,0.86629244,0.01143711
-5.97598799,8.06538270,0.82460490,6.03856298,0.15806481,0.36365011,0.85784907,0.01136000
-5.96998499,8.01703983,0.81785736,6.00285074,0.15877631,0.35942670,0.84869553,0.01127185
-5.96398199,7.96715513,0.80987476,5.96690469,0.15952784,0.35481747,0.83890422,0.01117362
-5.95797899,7.91647092,0.80075209,5.93130005,0.16044787,0.34981296,0.82855636,0.01106659
-5.95197599,7.86590210,0.79060662,5.89673980,0.16167877,0.34442079,0.81774053,0.01095236
-5.94597299,7.81653261,0.77957592,5.86405225,0.16337438,0.33866675,0.80655062,0.01083277
-5.93996998,7.76959953,0.76781486,5.83417925,0.16569692,0.33259475,0.79508318,0.01070987
-5.93396698,7.72646515,0.75549165,5.80815539,0.16881305,0.32626588,0.78343446,0.01058590
-5.92796398,7.68857837,0.74278308,5.78707913,0.17288937,0.31975627,0.77169714,0.01046316
-5.92196098,7.65742700,0.72986919,5.77207747,0.17808724,0.31315428,0.75995708,0.01034400
-5.91595798,7.63448357,0.71692769,5.76426553,0.18455699,0.30655689,0.74829021,0.01023070
-5.90995498,7.62114701,0.70412818,5.76470333,0.19243199,0.30006562,0.73675982,0.01012541
-5.90395198,7.61868342,0.69162680,5.77435165,0.20182234,0.29378226,0.72541436,0.01003010
-5.89794897,7.62816851,0.67956128,5.79402930,0.21280877,0.28780455,0.71428595,0.00994647
-5.89194597,7.65043502,0.66804678,5.82437363,0.22543685,0.28222208,0.70338983,0.00987594
-5.88594297,7.68602729,0.65717277,5.86580629,0.23971180,0.27711269,0.69272453,0.00981955
-5.87993997,7.73516560,0.64700098,5.91850578,0.25559413,0.27253942,0.68227309,0.00977796
-5.87393697,7.79772179,0.63756466,5.98238802,0.27299662,0.26854833,0.67200505,0.00975146
-5.86793397,7.87320765,0.62886906,6.05709587,0.29178249,0.26516707,0.66187932,0.00973989
-5.86193097,7.96077660,0.62089318,6.14199818,0.31176536,0.26240445,0.65184758,0.00974271
-5.85592796,8.05923879,0.61359266,6.23619837,0.33271090,0.26025089,0.64185816,0.00975900
-5.84992496,8.16708925,0.60690360,6.33855244,0.35434034,0.25867965,0.63186024,0.00978746
-5.84392196,8.28254798,0.60074714,6.44769576,0.37633584,0.25764890,0.62180795,0.00982649
-5.83791896,8.40361062,0.59503468,6.56207779,0.39834754,0.25710435,0.61166438,0.00987421
-5.83191596,8.52810787,0.58967315,6.68000366,0.42000229,0.25698234,0.60140515,0.00992853
-5.82591296,8.65377155,0.58457049,6.79968122,0.44091360,0.25721325,0.59102135,0.00998720
-5.81990995,8.77830482,0.57964074,6.91927209,0.46069255,0.25772500,0.58052184,0.01004788
-5.81390695,8.89945444,0.57480865,7.03694514,0.47895928,0.25844649,0.56993462,0.01010825
-5.80790395,9.01508224,0.57001366,7.15093069,0.49535451,0.25931083,0.55930740,0.01016602
-5.80190095,9.12323359,0.56521302,7.25957378,0.50955074,0.26025823,0.54870722,0.01021903
-5.79589795,9.22220041,0.56038391,7.36138479,0.52126249,0.26123842,0.53821927,0.01026535
-5.78989495,9.31057678,0.55552468,7.45508573,0.53025533,0.26221248,0.52794493,0.01030330
-5.78389195,9.38730500,0.55065497,7.53965070,0.53635310,0.26315415,0.51799920,0.01033154
-5.77788894,9.45171073,0.54581499,7.61433915,0.53944316,0.26405043,0.50850766,0.01034909
-5.77188594,9.50352587,0.54106387,7.67872051,0.53947944,0.26490156,0.49960305,0.01035540
-5.76588294,9.54289825,0.53647726,7.73268939,0.53648299,0.26572050,0.49142176,0.01035033
-5.75987994,9.57038784,0.53214435,7.77647044,0.53054034,0.26653166,0.48410029,0.01033423
-5.75387694,9.58694926,0.52816441,7.81061243,0.52179950,0.26736935,0.47777187,0.01030786
-5.74787394,9.59390113,0.52464304,7.83597157,0.51046399,0.26827569,0.47256330,0.01027241
-5.74187094,9.59288319,0.52168830,7.85368415,0.49678513,0.26929825,0.46859218,0.01022946
-5.73586793,9.58580229,0.51940684,7.86512942,0.48105300,0.27048745,0.46596449,0.01018092
-5.72986493,9.57476925,0.51790022,7.87188354,0.46358649,0.27189383,0.46477269,0.01012896
-5.72386193,9.56202854,0.51726152,7.87566625,0.44472292,0.27356540,0.46509414,0.01007596
-5.71785893,9.54988313,0.51757227,7.87828198,0.42480761,0.27554490,0.46698996,0.01002443
-5.71185593,9.54061738,0.51889990,7.88155755,0.40418392,0.27786744,0.47050431,0.00997689
-5.70585293,9.53642051,0.52129578,7.88727878,0.38318407,0.28055824,0.47566386,0.00993582
-5.69984992,9.53931374,0.52479369,7.89712847,0.36212101,0.28363088,0.48247763,0.00990357
-5.69384692,9.55108361,0.52940897,7.91262830,0.34128177,0.28708590,0.49093690,0.00988226
-5.68784392,9.57322435,0.53513829,7.93508694,0.32092212,0.29090995,0.50101539,0.00987376
-5.68184092,9.60689135,0.54195986,7.96555677,0.30126296,0.29507547,0.51266947,0.00987961
-5.67583792,9.65286777,0.54983433,8.00480089,0.28248820,0.29954095,0.52583848,0.00990098
-5.66983492,9.71154560,0.55870613,8.05327204,0.26474406,0.30425186,0.54044526,0.00993864
-5.66383192,9.78292199,0.56850520,8.11110429,0.24813984,0.30914203,0.55639662,0.00999298
-5.65782891,9.86661097,0.57914921,8.17811806,0.23274971,0.31413570,0.57358416,0.01006402
-5.65182591,9.96187011,0.59054602,8.25383792,0.21861553,0.31915002,0.59188511,0.01015140
-5.64582291,10.06764081,0.60259635,8.33752276,0.20575037,0.32409787,0.61116353,0.01025446
-5.63981991,10.18260050,0.61519670,8.42820645,0.19414247,0.32889108,0.63127169,0.01037226
-5.63381691,10.30522426,0.62824214,8.52474732,0.18375952,0.33344376,0.65205178,0.01050364
-5.62781391,10.43385310,0.64162924,8.62588389,0.17455295,0.33767560,0.67333792,0.01064731
-5.62181091,10.56676552,0.65525869,8.73029408,0.16646213,0.34151506,0.69495843,0.01080186
-5.61580790,10.70224909,0.66903782,8.83665507,0.15941825,0.34490233,0.71673832,0.01096587
-5.60980490,10.83866859,0.68288262,8.94370062,0.15334788,0.34779169,0.73850201,0.01113792
-5.60380190,10.97452741,0.69671949,9.05027324,0.14817597,0.35015347,0.76007612,0.01131664
-5.59779890,11.10851945,0.71048637,9.15536850,0.14382841,0.35197518,0.78129220,0.01150077
-5.59179590,11.23956891,0.72413340,9.25816938,0.14023394,0.35326203,0.80198940,0.01168914
-5.58579290,11.36685648,0.73762291,9.35806921,0.13732554,0.35403650,0.82201683,0.01188069
-5.57978989,11.48983072,0.75092890,9.45468225,0.13504131,0.35433729,0.84123561,0.01207446
-5.57378689,11.60820475,0.76403583,9.54784178,0.13332481,0.35421741,0.85952042,0.01226956
-5.56778389,11.72193874,0.77693699,9.63758631,0.13212496,0.35374170,0.87676051,0.01246517
-5.56178089,11.83120989,0.78963235,9.72413516,0.13139561,0.35298379,0.89286023,0.01266047
-5.55577789,11.93637211,0.80212611,9.80785532,0.13109482,0.35202275,0.90773886,0.01285462
-5.54977489,12.03790820,0.81442400,9.88922208,0.13118387,0.35093952,0.92133006,0.01304671
-5.54377189,12.13637796,0.82653058,9.96877596,0.13162626,0.34981336,0.93358068,0.01323572
-5.53776888,12.23236545,0.83844661,10.04707908,0.13238661,0.34871855,0.94444942,0.01342053
-5.53176588,12.32642905,0.85016670,10.12467366,0.13342969,0.34772137,0.95390511,0.01359985
-5.52576288,12.41905733,0.86167739,10.20204536,0.13471949,0.34687770,0.96192501,0.01377225
-5.51975988,12.51063348,0.87295576,10.27959356,0.13621861,0.34623122,0.96849314,0.01393616
-5.51375688,12.60141030,0.88396868,10.35761041,0.13788781,0.34581228,0.97359888,0.01408989
-5.50775388,12.69149702,0.89467278,10.43626941,0.13968592,0.34563761,0.97723583,0.01423169
-5.50175088,12.78085823,0.90501514,10.51562399,0.14156998,0.34571066,0.97940114,0.01435977
-5.49574787,12.86932450,0.91493462,10.59561544,0.14349575,0.34602263,0.98009533,0.01447241
-5.48974487,12.95661318,0.92436385,10.67608913,0.14541846,0.34655404,0.97932245,0.01456799
-5.48374187,13.04235750,0.93323168,10.75681719,0.14729379,0.34727675,0.97709087,0.01464508
-5.47773887,13.12614114,0.94146593,10.83752565,0.14907908,0.34815624,0.97341420,0.01470250
-5.47173587,13.20753556,0.94899635,10.91792335,0.15073459,0.34915390,0.96831263,0.01473941
-5.46573287,13.28613679,0.95575752,10.99773039,0.15222481,0.35022943,0.96181425,0.01475536
-5.45972986,13.36159894,0.96169152,11.07670366,0.15351984,0.35134287,0.95395641,0.01475029
-5.45372686,13.43366194,0.96675027,11.15465747,0.15459647,0.35245643,0.94478680,0.01472460
-5.44772386,13.50217133,0.97089725,11.23147772,0.15543929,0.35353581,0.93436433,0.01467915
-5.44172086,13.56708917,0.97410868,11.30712886,0.15604137,0.35455118,0.92275946,0.01461520
-5.43571786,13.62849532,0.97637397,11.38165325,0.15640481,0.35547753,0.91005415,0.01453443
-5.42971486,13.68657977,0.97769552,11.45516343,0.15654087,0.35629474,0.89634118,0.01443885
-5.42371186,13.74162693,0.97808777,11.52782850,0.15646987,0.35698713,0.88172306,0.01433074
-5.41770885,13.79399399,0.97757579,11.59985610,0.15622070,0.35754281,0.86631035,0.01421256
-5.41170585,13.84408549,0.97619338,11.67147220,0.15583005,0.35795275,0.85021968,0.01408689
-5.40570285,13.89232692,0.97398087,11.74290084,0.15534143,0.35820989,0.83357148,0.01395631
-5.39969985,13.93914002,0.97098285,11.81434619,0.15480392,0.35830818,0.81648755,0.01382334
-5.39369685,13.98492245,0.96724590,11.88597908,0.15427076,0.35824183,0.79908860,0.01369037
-5.38769385,14.03003387,0.96281663,11.95792969,0.15379786,0.35800475,0.78149199,0.01355956
-5.38169085,14.07479031,0.95774002,12.03028763,0.15344228,0.35759038,0.76380970,0.01343285
-5.37568784,14.11946745,0.95205832,12.10311011,0.15326062,0.35699172,0.74614661,0.01331189
-5.36968484,14.16431307,0.94581048,12.17643786,0.15330759,0.35620179,0.72859928,0.01319804
-5.36368184,14.20956778,0.93903220,12.25031812,0.15363460,0.35521433,0.71125521,0.01309243
-5.35767884,14.25549249,0.93175660,12.32483289,0.15428850,0.35402482,0.69419250,0.01299594
-5.35167584,14.30240018,0.92401533,12.40013030,0.15531049,0.35263154,0.67748004,0.01290925
-5.34567284,14.35068920,0.91584024,12.47645653,0.15673517,0.35103687,0.66117808,0.01283292
-5.33966983,14.40087474,0.90726514,12.55418507,0.15858984,0.34924837,0.64533904,0.01276747
-5.33366683,14.45361515,0.89832788,12.63384047,0.16089392,0.34727990,0.63000864,0.01271339
-5.32766383,14.50972992,0.88907222,12.71611367,0.16365860,0.34515236,0.61522699,0.01267125
-5.32166083,14.57020646,0.87954955,12.80186633,0.16688666,0.34289419,0.60102975,0.01264174
-5.31565783,14.63619347,0.86982015,12.89212251,0.17057247,0.34054144,0.58744909,0.01262571
-5.30965483,14.70897970,0.85995400,12.98804631,0.17470211,0.33813748,0.57451445,0.01262418
-5.30365183,14.78995760,0.85003084,13.09090564,0.17925373,0.33573224,0.56225295,0.01263835
-5.29764882,14.88057260,0.84013965,13.20202261,0.18419798,0.33338102,0.55068952,0.01266962
-5.29164582,14.98226004,0.83037737,13.32271258,0.18949857,0.33114296,0.53984657,0.01271947
-5.28564282,15.09637217,0.82084695,13.45421442,0.19511297,0.32907922,0.52974340,0.01278948
-5.27963982,15.22409933,0.81165488,13.59761560,0.20099322,0.32725098,0.52039518,0.01288125
-5.27363682,15.36638931,0.80290824,13.75377607,0.20708679,0.32571722,0.51181180,0.01299627
-5.26763382,15.52386989,0.79471144,13.92325550,0.21333753,0.32453264,0.50399652,0.01313588
-5.26163082,15.69677920,0.78716297,14.10624833,0.21968669,0.32374561,0.49694458,0.01330116
-5.25562781,15.88490860,0.78035210,14.30253081,0.22607394,0.32339636,0.49064185,0.01349282
-5.24962481,16.08756220,0.77435596,14.51142400,0.23243843,0.32351548,0.48506375,0.01371119
-5.24362181,16.30353612,0.76923697,14.73177547,0.23871980,0.32412274,0.48017440,0.01395610
-5.23761881,16.53111978,0.76504090,14.96196183,0.24485925,0.32522644,0.47592610,0.01422685
-5.23161581,16.76812013,0.76179549,15.19991285,0.25080044,0.32682307,0.47225940,0.01452218
-5.22561281,17.01190842,0.75950983,15.44315674,0.25649042,0.32889751,0.46910351,0.01484032
-5.21960980,17.25948783,0.75817441,15.68888495,0.26188046,0.33142365,0.46637726,0.01517892
-5.21360680,17.50757894,0.75776177,15.93403361,0.26692670,0.33436531,0.46399054,0.01553517
-5.20760380,17.75271916,0.75822771,16.17537788,0.27159083,0.33767756,0.46184613,0.01590583
-5.20160080,17.99137114,0.75951301,16.40963457,0.27584055,0.34130827,0.45984192,0.01628731
-5.19559780,18.22003502,0.76154533,16.63356799,0.27964993,0.34519975,0.45787331,0.01667572
-5.18959480,18.43535877,0.76424136,16.84409391,0.28299969,0.34929054,0.45583582,0.01706701
-5.18359180,18.63424156,0.76750897,17.03837638,0.28587730,0.35351720,0.45362770,0.01745703
-5.17758879,18.81392512,0.77124928,17.21391316,0.28827708,0.35781597,0.45115246,0.01784163
-5.17158579,18.97206917,0.77535856,17.36860566,0.29020002,0.36212438,0.44832120,0.01821674
-5.16558279,19.10680788,0.77972991,17.50081067,0.29165367,0.36638263,0.44505471,0.01857841
-5.15957979,19.21678555,0.78425472,17.60937223,0.29265188,0.37053479,0.44128518,0.01892292
-5.15357679,19.30117085,0.78882385,17.69363294,0.29321437,0.37452985,0.43695752,0.01924679
-5.14757379,19.35965042,0.79332871,17.75342548,0.29336637,0.37832242,0.43203033,0.01954683
