energy_ev,total_up,Au_p_up,Au_d_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up
-5.75987994,1.21364072,0.08180205,0.98881263,0.00026833,0.01492415,0.04754618,0.12815432,0.00032187,0.15554559
-5.75387694,1.16834726,0.07928975,0.95056016,0.00025443,0.01446244,0.04634698,0.12379169,0.00030760,0.15068479
-5.74787394,1.11813230,0.07634885,0.90852158,0.00024107,0.01392717,0.04493665,0.11883664,0.00029425,0.14499045
-5.74187094,1.06376021,0.07304071,0.86329631,0.00022820,0.01333032,0.04333703,0.11338202,0.00028181,0.13858030
-5.73586793,1.00606183,0.06943387,0.81553088,0.00021578,0.01268544,0.04157515,0.10753011,0.00027031,0.13158479
-5.72986493,0.94591104,0.06560228,0.76590025,0.00020377,0.01200736,0.03968256,0.10139011,0.00025983,0.12414357
-5.72386193,0.88420163,0.06162343,0.71508945,0.00019212,0.01131189,0.03769457,0.09507555,0.00025050,0.11640177
-5.71785893,0.82182545,0.05757663,0.66377618,0.00018079,0.01061553,0.03564953,0.08870193,0.00024253,0.10850657
-5.71185593,0.75965235,0.05354137,0.61261514,0.00016975,0.00993525,0.03358814,0.08238449,0.00023619,0.10060387
-5.70585293,0.69851290,0.04959580,0.56222429,0.00015897,0.00928828,0.03155278,0.07623628,0.00023186,0.09283545
-5.69984992,0.63918392,0.04581554,0.51317364,0.00014844,0.00869188,0.02958696,0.07036664,0.00023001,0.08533649
-5.69384692,0.58237742,0.04227266,0.46597653,0.00013815,0.00816326,0.02773482,0.06487993,0.00023127,0.07823365
-5.68784392,0.52873277,0.03903488,0.42108370,0.00012810,0.00771946,0.02604073,0.05987468,0.00023635,0.07164361
-5.68184092,0.47881213,0.03616506,0.37887986,0.00011832,0.00737729,0.02454899,0.05544302,0.00024615,0.06567211
-5.67583792,0.43309879,0.03372080,0.33968276,0.00010881,0.00715327,0.02330361,0.05167040,0.00026169,0.06041345
-5.66983492,0.39199801,0.03175428,0.30374435,0.00009962,0.00706358,0.02234805,0.04863548,0.00028416,0.05595026
-5.66383192,0.35583988,0.03031210,0.27125377,0.00009077,0.00712404,0.02172509,0.04641013,0.00031491,0.05235365
-5.65782891,0.32488366,0.02943526,0.24234169,0.00008231,0.00734996,0.02147661,0.04505952,0.00035546,0.04968343
-5.65182591,0.29932289,0.02915898,0.21708564,0.00007427,0.00775610,0.02164331,0.04464199,0.00040747,0.04798839
-5.64582291,0.27929082,0.02951263,0.19551590,0.00006669,0.00835641,0.02226435,0.04520891,0.00047275,0.04730659
-5.63981991,0.26486553,0.03051938,0.17762148,0.00005961,0.00916384,0.02337693,0.04680428,0.00055321,0.04766548
-5.63381691,0.25607440,0.03219584,0.16335592,0.00005307,0.01019000,0.02501559,0.04946403,0.00065084,0.04908182
-5.62781391,0.25289749,0.03455151,0.15264264,0.00004711,0.01144476,0.02721149,0.05321505,0.00076770,0.05156146
-5.62181091,0.25526975,0.03758806,0.14537950,0.00004177,0.01293583,0.02999143,0.05807403,0.00090580,0.05509881
-5.61580790,0.26308187,0.04129862,0.14144262,0.00003708,0.01466823,0.03337675,0.06404592,0.00106708,0.05967617
-5.60980490,0.27618001,0.04566687,0.14068929,0.00003310,0.01664373,0.03738214,0.07112231,0.00125335,0.06526292
-5.60380190,0.29436450,0.05066629,0.14296000,0.00002988,0.01886036,0.04201429,0.07927980,0.00146616,0.07181471
-5.59779890,0.31738793,0.05625943,0.14807985,0.00002750,0.02131182,0.04727059,0.08847826,0.00170672,0.07927259
-5.59179590,0.34495307,0.06239734,0.15585936,0.00002602,0.02398706,0.05313783,0.09865946,0.00197586,0.08756251
-5.58579290,0.37671113,0.06901934,0.16609499,0.00002557,0.02686988,0.05959105,0.10974593,0.00227385,0.09659497
-5.57978989,0.41226092,0.07605312,0.17856959,0.00002628,0.02993868,0.06659263,0.12164036,0.00260038,0.10626521
-5.57378689,0.45114944,0.08341524,0.19305318,0.00002832,0.03316643,0.07409158,0.13422567,0.00295444,0.11645396
-5.56778389,0.49287442,0.09101219,0.20930408,0.00003191,0.03652070,0.08202337,0.14736573,0.00333426,0.12702875
-5.56178089,0.53688919,0.09874185,0.22707084,0.00003731,0.03996407,0.09031011,0.16090710,0.00373726,0.13784605
-5.55577789,0.58261021,0.10649566,0.24609511,0.00004486,0.04345466,0.09886129,0.17468150,0.00416004,0.14875396
-5.54977489,0.62942732,0.11416107,0.26611540,0.00005492,0.04694693,0.10757512,0.18850928,0.00459835,0.15959578
-5.54377189,0.67671673,0.12162462,0.28687203,0.00006795,0.05039270,0.11634034,0.20220376,0.00504716,0.17021402
-5.53776888,0.72385640,0.12877524,0.30811290,0.00008447,0.05374235,0.12503874,0.21557629,0.00550072,0.18045501
-5.53176588,0.77024348,0.13550778,0.32960024,0.00010509,0.05694623,0.13354801,0.22844193,0.00595266,0.19017375
-5.52576288,0.81531301,0.14172670,0.35111775,0.00013048,0.05995611,0.14174512,0.24062552,0.00639611,0.19923897
-5.51975988,0.85855724,0.14734951,0.37247815,0.00016139,0.06272673,0.14950995,0.25196793,0.00682392,0.20753799
-5.51375688,0.89954456,0.15231008,0.39353034,0.00019862,0.06521734,0.15672908,0.26233222,0.00722880,0.21498126
-5.50775388,0.93793699,0.15656139,0.41416616,0.00024304,0.06739315,0.16329962,0.27160935,0.00760356,0.22150627
-5.50175088,0.97350534,0.16007775,0.43432579,0.00029558,0.06922659,0.16913272,0.27972326,0.00794134,0.22708069
-5.49574787,1.00614086,0.16285618,0.45400182,0.00035717,0.07069840,0.17415693,0.28663494,0.00823580,0.23170438
-5.48974487,1.03586267,0.16491697,0.47324111,0.00042875,0.07179845,0.17832080,0.29234540,0.00848140,0.23541019
-5.48374187,1.06282018,0.16630330,0.49214441,0.00051123,0.07252614,0.18159498,0.29689713,0.00867353,0.23826352
-5.47773887,1.08728991,0.16707985,0.51086336,0.00060547,0.07289055,0.18397336,0.30037416,0.00880875,0.24036046
-5.47173587,1.10966667,0.16733050,0.52959473,0.00071224,0.07291015,0.18547346,0.30290046,0.00888485,0.24182451
-5.46573287,1.13044898,0.16715511,0.54857200,0.00083217,0.07261218,0.18613571,0.30463681,0.00890104,0.24280219
-5.45972986,1.15021915,0.16666556,0.56805438,0.00096572,0.07203161,0.18602191,0.30577613,0.00885789,0.24345740
-5.45372686,1.16961879,0.16598121,0.58831373,0.00111315,0.07120985,0.18521275,0.30653750,0.00875742,0.24396497
-5.44772386,1.18932054,0.16522392,0.60961976,0.00127448,0.07019321,0.18380454,0.30715913,0.00860300,0.24450362
-5.44172086,1.20999739,0.16451292,0.63222419,0.00144944,0.06903116,0.18190531,0.30789032,0.00839923,0.24524850
-5.43571786,1.23229081,0.16395973,0.65634466,0.00163745,0.06777444,0.17963043,0.30898311,0.00815185,0.24636395
-5.42971486,1.25677936,0.16366342,0.68214912,0.00183760,0.06647327,0.17709795,0.31068353,0.00786751,0.24799643
-5.42371186,1.28394914,0.16370637,0.70974157,0.00204867,0.06517554,0.17442400,0.31322317,0.00755358,0.25026830
-5.41770885,1.31416776,0.16415083,0.73914993,0.00226905,0.06392522,0.17171826,0.31681117,0.00721794,0.25327254
-5.41170585,1.34766299,0.16503633,0.77031684,0.00249685,0.06276095,0.16907993,0.32162697,0.00686867,0.25706874
-5.40570285,1.38450734,0.16637828,0.80309392,0.00272983,0.06171499,0.16659429,0.32781425,0.00651389,0.26168053
-5.39969985,1.42460941,0.16816756,0.83724005,0.00296550,0.06081251,0.16433003,0.33547603,0.00616149,0.26709462
-5.39369685,1.46771257,0.17037143,0.87242387,0.00320114,0.06007119,0.16233747,0.34467129,0.00581890,0.27326144
-5.38769385,1.51340108,0.17293548,0.90823058,0.00343385,0.05950133,0.16064771,0.35541314,0.00549294,0.28009744
-5.38169085,1.56111348,0.17578666,0.94417289,0.00366063,0.05910622,0.15927283,0.36766850,0.00518966,0.28748878
-5.37568784,1.61016269,0.17883717,0.97970575,0.00387843,0.05888291,0.15820702,0.38135939,0.00491418,0.29529646
-5.36968484,1.65976193,0.18198916,1.01424418,0.00408426,0.05882325,0.15742852,0.39636565,0.00467065,0.30336244
-5.36368184,1.70905513,0.18513980,1.04718360,0.00427523,0.05891521,0.15690235,0.41252896,0.00446217,0.31151658
-5.35767884,1.75715068,0.18818661,1.07792162,0.00444863,0.05914425,0.15658364,0.42965802,0.00429083,0.31958398
-5.35167584,1.80315668,0.19103285,1.10588033,0.00460202,0.05949487,0.15642125,0.44753469,0.00415766,0.32739251
-5.34567284,1.84621631,0.19359244,1.13052819,0.00473325,0.05995205,0.15636169,0.46592078,0.00406277,0.33478002
-5.33966983,1.88554151,0.19579453,1.15140038,0.00484056,0.06050266,0.15635292,0.48456535,0.00400537,0.34160103
-5.33366683,1.92044378,0.19758715,1.16811680,0.00492257,0.06113667,0.15634798,0.50321225,0.00398394,0.34773255
-5.32766383,1.95036048,0.19894006,1.18039684,0.00497836,0.06184807,0.15630820,0.52160756,0.00399628,0.35307876
-5.32166083,1.97487588,0.19984649,1.18807045,0.00500741,0.06263559,0.15620588,0.53950697,0.00403972,0.35757446
-5.31565783,1.99373597,0.20032376,1.19108484,0.00500967,0.06350305,0.15602628,0.55668253,0.00411122,0.36118713
-5.30965483,2.00685671,0.20041278,1.18950679,0.00498552,0.06445937,0.15576898,0.57292890,0.00420754,0.36391743
-5.30365183,2.01432557,0.20017651,1.18352052,0.00493572,0.06551824,0.15544830,0.58806877,0.00432538,0.36579844
-5.29764882,2.01639650,0.19969739,1.17342118,0.00486142,0.06669757,0.15509320,0.60195732,0.00446150,0.36689344
-5.29164582,2.01347879,0.19907402,1.15960454,0.00476412,0.06801855,0.15474630,0.61448566,0.00461289,0.36729261
-5.28564282,2.00612061,0.19841709,1.14255327,0.00464556,0.06950462,0.15446240,0.62558311,0.00477681,0.36710872
-5.27963982,1.99498798,0.19784501,1.12282052,0.00450777,0.07118016,0.15430640,0.63521829,0.00495096,0.36647207
-5.27363682,1.98084030,0.19747922,1.10101161,0.00435293,0.07306924,0.15435098,0.64339899,0.00513352,0.36552492
-5.26763382,1.96450355,0.19743960,1.07776447,0.00418338,0.07519426,0.15467382,0.65017089,0.00532319,0.36441580
-5.26163082,1.94684212,0.19784002,1.05372976,0.00400153,0.07757465,0.15535490,0.65561498,0.00551924,0.36329367
-5.25562781,1.92873056,0.19878424,1.02955134,0.00380986,0.08022572,0.15647361,0.65984404,0.00572149,0.36230244
-5.24962481,1.91102616,0.20036248,1.00584780,0.00361084,0.08315769,0.15810611,0.66299813,0.00593032,0.36157591
-5.24362181,1.89454315,0.20264839,0.98319564,0.00340689,0.08637481,0.16032274,0.66523919,0.00614662,0.36123324
-5.23761881,1.88002953,0.20569691,0.96211461,0.00320039,0.08987480,0.16318580,0.66674514,0.00637170,0.36137525
-5.23161581,1.86814686,0.20954263,0.94305555,0.00299360,0.09364849,0.16674752,0.66770352,0.00660724,0.36208134
-5.22561281,1.85945370,0.21419895,0.92639105,0.00278869,0.09767969,0.17104842,0.66830494,0.00685519,0.36340740
-5.21960980,1.85439289,0.21965782,0.91240901,0.00258766,0.10194522,0.17611600,0.66873670,0.00711765,0.36538438
-5.21360680,1.85328289,0.22588994,0.90130916,0.00239236,0.10641518,0.18196372,0.66917665,0.00739677,0.36801774
-5.20760380,1.85631318,0.23284556,0.89320250,0.00220450,0.11105336,0.18859031,0.66978766,0.00769461,0.37128757
-5.20160080,1.86354376,0.24045550,0.88811354,0.00202559,0.11581778,0.19597946,0.67071297,0.00801305,0.37514937
-5.19559780,1.87490851,0.24863257,0.88598503,0.00185698,0.12066132,0.20409971,0.67207239,0.00835369,0.37953544
-5.18959480,1.89022224,0.25727315,0.88668505,0.00169982,0.12553238,0.21290471,0.67395982,0.00871772,0.38435671
-5.18359180,1.90919106,0.26625901,0.89001598,0.00155510,0.13037572,0.22233372,0.67644185,0.00910589,0.38950512
-5.17758879,1.93142575,0.27545919,0.89572521,0.00142364,0.13513320,0.23231248,0.67955782,0.00951842,0.39485628
-5.17158579,1.95645771,0.28473215,0.90351694,0.00130612,0.13974464,0.24275430,0.68332105,0.00995497,0.40027249
-5.16558279,1.98375690,0.29392798,0.91306484,0.00120302,0.14414870,0.25356150,0.68772126,0.01041463,0.40560611
-5.15957979,2.01275132,0.30289088,0.92402515,0.00111473,0.14828381,0.26462716,0.69272807,0.01089595,0.41070304
-5.15357679,2.04284734,0.31146180,0.93604965,0.00104150,0.15208916,0.27583715,0.69829524,0.01139694,0.41540656
-5.14757379,2.07345023,0.31948133,0.94879812,0.00098346,0.15550572,0.28707246,0.70436555,0.01191515,0.41956119
-5.14157079,2.10398421,0.32679282,0.96195001,0.00094064,0.15847734,0.29821169,0.71087585,0.01244772,0.42301669
-5.13556778,2.13391124,0.33324574,0.97521459,0.00091302,0.16095193,0.30913380,0.71776208,0.01299147,0.42563210
-5.12956478,2.16274789,0.33869917,0.98833958,0.00090044,0.16288261,0.31972084,0.72496385,0.01354300,0.42727964
-5.12356178,2.19007953,0.34302540,1.00111767,0.00090272,0.16422894,0.32986078,0.73242836,0.01409873,0.42784848
-5.11755878,2.21557137,0.34611355,1.01339081,0.00091958,0.16495811,0.33945012,0.74011330,0.01465502,0.42724814
-5.11155578,2.23897568,0.34787295,1.02505216,0.00095068,0.16504600,0.34839634,0.74798858,0.01520822,0.42541152
-5.10555278,2.26013508,0.34823640,1.03604551,0.00099560,0.16447823,0.35661995,0.75603670,0.01575475,0.42229735
-5.09954977,2.27898157,0.34716284,1.04636243,0.00105382,0.16325096,0.36405612,0.76425181,0.01629108,0.41789195
-5.09354677,2.29553159,0.34463953,1.05603719,0.00112474,0.16137149,0.37065581,0.77263744,0.01681381,0.41221029
-5.08754377,2.30987719,0.34068349,1.06513985,0.00120765,0.15885861,0.37638630,0.78120301,0.01731963,0.40529613
-5.08154077,2.32217421,0.33534213,1.07376790,0.00130170,0.15574266,0.38123117,0.78995948,0.01780531,0.39722145
-5.07553777,2.33262786,0.32869299,1.08203706,0.00140593,0.15206522,0.38518968,0.79891442,0.01826768,0.38808493
-5.06953477,2.34147696,0.32084262,1.09007167,0.00151923,0.14787853,0.38827572,0.80806682,0.01870361,0.37800968
-5.06353177,2.34897772,0.31192449,1.09799548,0.00164033,0.14324460,0.39051626,0.81740216,0.01910993,0.36714034
-5.05752876,2.35538829,0.30209623,1.10592329,0.00176785,0.13823398,0.39194963,0.82688815,0.01948347,0.35563960
-5.05152576,2.36095504,0.29153601,1.11395409,0.00190026,0.13292436,0.39262350,0.83647143,0.01982101,0.34368434
-5.04552276,2.36590164,0.28043847,1.12216622,0.00203592,0.12739894,0.39259302,0.84607577,0.02011928,0.33146153
-5.03951976,2.37042172,0.26901022,1.13061477,0.00217312,0.12174469,0.39191894,0.85560184,0.02037504,0.31916416
-5.03351676,2.37467554,0.25746513,1.13933158,0.00231008,0.11605061,0.39066607,0.86492882,0.02058512,0.30698727
-5.02751376,2.37879101,0.24601956,1.14832765,0.00244505,0.11040591,0.38890207,0.87391780,0.02074649,0.29512424
-5.02151076,2.38286880,0.23488778,1.15759805,0.00257629,0.10489831,0.38669655,0.88241691,0.02085640,0.28376345
-5.01550775,2.38699120,0.22427755,1.16712866,0.00270218,0.09961250,0.38412069,0.89026783,0.02091252,0.27308548
-5.00950475,2.39123374,0.21438621,1.17690454,0.00282124,0.09462868,0.38124715,0.89731351,0.02091307,0.26326067
-5.00350175,2.39567872,0.20539711,1.18691895,0.00293221,0.09002133,0.37815029,0.90340637,0.02085694,0.25444719
-4.99749875,2.40042926,0.19747660,1.19718250,0.00303406,0.08585814,0.37490667,0.90841673,0.02074388,0.24678947
-4.99149575,2.40562240,0.19077147,1.20773154,0.00312606,0.08219916,0.37159549,0.91224066,0.02057457,0.24041703
-4.98549275,2.41144011,0.18540693,1.21863497,0.00320781,0.07909606,0.36829905,0.91480688,0.02035073,0.23544332
-4.97948974,2.41811676,0.18148497,1.22999891,0.00327924,0.07659159,0.36510299,0.91608212,0.02007516,0.23196483
-4.97348674,2.42594197,0.17908304,1.24196847,0.00334060,0.07471911,0.36209608,0.91607450,0.01975173,0.23006004
-4.96748374,2.43525833,0.17825322,1.25472641,0.00339248,0.07350222,0.35936973,0.91483473,0.01938532,0.22978831
-4.96148074,2.44645329,0.17902142,1.26848840,0.00343576,0.07295452,0.35701681,0.91245478,0.01898174,0.23118864
-4.95547774,2.45994564,0.18138699,1.28349504,0.00347157,0.07307931,0.35513006,0.90906426,0.01854753,0.23427819
-4.94947474,2.47616673,0.18532243,1.30000091,0.00350120,0.07386941,0.35379989,0.90482443,0.01808981,0.23905072
-4.94347174,2.49553770,0.19077337,1.31826123,0.00352608,0.07530709,0.35311185,0.89992028,0.01761598,0.24547499
-4.93746873,2.51844378,0.19765877,1.33851692,0.00354770,0.07736394,0.35314371,0.89455108,0.01713353,0.25349321
-4.93146573,2.54520733,0.20587143,1.36097890,0.00356748,0.08000096,0.35396242,0.88891989,0.01664969,0.26301976
-4.92546273,2.57606157,0.21527883,1.38581285,0.00358676,0.08316873,0.35562117,0.88322276,0.01617123,0.27394031
-4.91945973,2.61112658,0.22572452,1.41312523,0.00360669,0.08680777,0.35815662,0.87763818,0.01570415,0.28611153
-4.91345673,2.65038966,0.23702987,1.44295189,0.00362816,0.09084909,0.36158670,0.87231736,0.01525352,0.29936160
-4.90745373,2.69369142,0.24899654,1.47524982,0.00365180,0.09521501,0.36590899,0.86737617,0.01482325,0.31349162
-4.90145073,2.74071911,0.26140949,1.50989318,0.00367790,0.09982024,0.37109993,0.86288891,0.01441600,0.32827800
-4.89544772,2.79100787,0.27404064,1.54667361,0.00370642,0.10457319,0.37711506,0.85888455,0.01403313,0.34347599
-4.88944472,2.84395038,0.28665315,1.58530543,0.00373700,0.10937761,0.38389011,0.85534556,0.01367466,0.35882418
-4.88344172,2.89881478,0.29900621,1.62543534,0.00376896,0.11413446,0.39134315,0.85220941,0.01333940,0.37404994
-4.87743872,2.95476994,0.31086025,1.66665616,0.00380136,0.11874397,0.39937771,0.84937265,0.01302500,0.38887576
-4.87143572,3.01091717,0.32198254,1.70852406,0.00383308,0.12310791,0.40788653,0.84669735,0.01272820,0.40302606
-4.86543272,3.06632633,0.33215271,1.75057808,0.00386284,0.12713190,0.41675599,0.84401949,0.01244498,0.41623441
-4.85942971,3.12007462,0.34116842,1.79236077,0.00388929,0.13072776,0.42587082,0.84115873,0.01217087,0.42825073
-4.85342671,3.17128564,0.34885051,1.83343877,0.00391115,0.13381581,0.43511885,0.83792915,0.01190118,0.43884826
-4.84742371,3.21916644,0.35504778,1.87342185,0.00392721,0.13632700,0.44439547,0.83415011,0.01163127,0.44782987
-4.84142071,3.26304041,0.35964106,1.91197922,0.00393645,0.13820477,0.45360760,0.82965676,0.01135684,0.45503359
-4.83541771,3.30237405,0.36254629,1.94885205,0.00393812,0.13940670,0.46267678,0.82430954,0.01107412,0.46033688
-4.82941471,3.33679595,0.36371670,1.98386128,0.00393179,0.13990562,0.47154124,0.81800218,0.01078011,0.46365969
-4.82341171,3.36610704,0.36314382,2.01691032,0.00391738,0.13969051,0.48015684,0.81066773,0.01047271,0.46496601
-4.81740870,3.39028154,0.36085733,2.04798239,0.00389520,0.13876675,0.48849667,0.80228248,0.01015087,0.46426392
-4.81140570,3.40945869,0.35692377,2.07713270,0.00386598,0.13715601,0.49654950,0.79286743,0.00981464,0.46160416
-4.80540270,3.42392615,0.35144419,2.10447625,0.00383086,0.13489570,0.50431699,0.78248756,0.00946517,0.45707737
-4.79939970,3.43409612,0.34455075,2.13017195,0.00379135,0.13203793,0.51181009,0.77124891,0.00910470,0.45080997
-4.79339670,3.44047615,0.33640255,2.15440441,0.00374936,0.12864809,0.51904464,0.75929373,0.00873647,0.44295921
-4.78739370,3.44363653,0.32718080,2.17736467,0.00370709,0.12480316,0.52603665,0.74679433,0.00836459,0.43370732
-4.78139070,3.44417664,0.31708351,2.19923143,0.00366702,0.12058969,0.53279762,0.73394576,0.00799393,0.42325532
-4.77538769,3.44269243,0.30631998,2.22015406,0.00363184,0.11610158,0.53933014,0.72095810,0.00762994,0.41181656
-4.76938469,3.43974724,0.29510524,2.24023876,0.00360442,0.11143780,0.54562425,0.70804871,0.00727845,0.39961040
-4.76338169,3.43584755,0.28365463,2.25953881,0.00358769,0.10669994,0.55165473,0.69543492,0.00694551,0.38685624
-4.75737869,3.43142528,0.27217874,2.27804964,0.00358463,0.10198992,0.55737971,0.68332764,0.00663721,0.37376812
-4.75137569,3.42682723,0.26087885,2.29570903,0.00359817,0.09740761,0.56274055,0.67192599,0.00635948,0.36054997
-4.74537269,3.42231193,0.24994280,2.31240239,0.00363115,0.09304869,0.56766320,0.66141338,0.00611794,0.34739177
-4.73936968,3.41805368,0.23954170,2.32797249,0.00368624,0.08900258,0.57206090,0.65195490,0.00591775,0.33446653
-4.73336668,3.41415267,0.22982710,2.34223300,0.00376589,0.08535064,0.57583808,0.64369609,0.00576349,0.32192816
-4.72736368,3.41064995,0.22092897,2.35498457,0.00387226,0.08216451,0.57889515,0.63676285,0.00565903,0.30991014
-4.72136068,3.40754561,0.21295422,2.36603214,0.00400716,0.07950476,0.58113401,0.63126233,0.00560746,0.29852494
-4.71535768,3.40481817,0.20598585,2.37520220,0.00417196,0.07741967,0.58246372,0.62728445,0.00561100,0.28786408
-4.70935468,3.40244346,0.20008257,2.38235839,0.00436758,0.07594439,0.58280608,0.62490375,0.00567094,0.27799865
-4.70335168,3.40041116,0.19527892,2.38741454,0.00459438,0.07510032,0.58210074,0.62418123,0.00578762,0.26898023
-4.69734867,3.39873767,0.19158573,2.39034383,0.00485210,0.07489469,0.58030940,0.62516597,0.00596040,0.26084199
-4.69134567,3.39747420,0.18899098,2.39118366,0.00513985,0.07532057,0.57741897,0.62789618,0.00618767,0.25360008
-4.68534267,3.39670967,0.18746087,2.39003581,0.00545599,0.07635700,0.57344346,0.63239977,0.00646683,0.24725489
-4.67933967,3.39656831,0.18694127,2.38706205,0.00579816,0.07796961,0.56842441,0.63869412,0.00679438,0.24179253
-4.67333667,3.39720256,0.18735931,2.38247563,0.00616324,0.08011136,0.56243014,0.64678540,0.00716596,0.23718614
-4.66733367,3.39878222,0.18862537,2.37652952,0.00654735,0.08272374,0.55555359,0.65666735,0.00757642,0.23339731
-4.66133067,3.40148111,0.19063519,2.36950244,0.00694587,0.08573820,0.54790929,0.66831989,0.00801994,0.23037745
-4.65532766,3.40546293,0.19327239,2.36168381,0.00735355,0.08907787,0.53962949,0.68170782,0.00849018,0.22806930
-4.64932466,3.41086777,0.19641114,2.35335908,0.00776453,0.09265958,0.53085986,0.69677978,0.00898042,0.22640840
-4.64332166,3.41780090,0.19991919,2.34479649,0.00817253,0.09639603,0.52175509,0.71346796,0.00948377,0.22532486
