energy_ev,total_up,Ga_p_up,Ga_d_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-5.58579290,1.34127070,0.00351687,0.00000000,0.58244758,0.60155898,0.01223175,0.19503575
-5.57978989,1.30612560,0.00317651,0.00000000,0.56072069,0.59439196,0.01110100,0.17381111
-5.57378689,1.27527204,0.00287244,0.00000000,0.54084448,0.58870314,0.01005636,0.15470564
-5.56778389,1.24810473,0.00261011,0.00000000,0.52266094,0.58414638,0.00910117,0.13766859
-5.56178089,1.22390767,0.00239511,0.00000000,0.50595435,0.58033644,0.00823714,0.12261381
-5.55577789,1.20189644,0.00223335,0.00000000,0.49046584,0.57686942,0.00746462,0.10942815
-5.54977489,1.18126148,0.00213126,0.00000000,0.47590891,0.57334353,0.00678293,0.09797987
-5.54377189,1.16121084,0.00209603,0.00000000,0.46198523,0.56937926,0.00619069,0.08812654
-5.53776888,1.14101014,0.00213584,0.00000000,0.44839993,0.56463812,0.00568616,0.07972231
-5.53176588,1.12001836,0.00226007,0.00000000,0.43487578,0.55883910,0.00526759,0.07262438
-5.52576288,1.09771782,0.00247949,0.00000000,0.42116541,0.55177219,0.00493346,0.06669832
-5.51975988,1.07373731,0.00280639,0.00000000,0.40706146,0.54330847,0.00468280,0.06182242
-5.51375688,1.04786761,0.00325470,0.00000000,0.39240402,0.53340641,0.00451537,0.05789082
-5.50775388,1.02006891,0.00383996,0.00000000,0.37708530,0.52211406,0.00443181,0.05481555
-5.50175088,0.99047025,0.00457924,0.00000000,0.36105155,0.50956735,0.00443376,0.05252747
-5.49574787,0.95936114,0.00549098,0.00000000,0.34430225,0.49598451,0.00452380,0.05097620
-5.48974487,0.92717612,0.00659467,0.00000000,0.32688684,0.48165690,0.00470543,0.05012911
-5.48374187,0.89447319,0.00791041,0.00000000,0.30889939,0.46693689,0.00498293,0.04996958
-5.47773887,0.86190706,0.00945836,0.00000000,0.29047155,0.45222312,0.00536110,0.05049445
-5.47173587,0.83019881,0.01125802,0.00000000,0.27176438,0.43794401,0.00584503,0.05171104
-5.46573287,0.80010299,0.01332744,0.00000000,0.25295936,0.42453995,0.00643971,0.05363367
-5.45972986,0.77237383,0.01568231,0.00000000,0.23424933,0.41244517,0.00714966,0.05627997
-5.45372686,0.74773182,0.01833493,0.00000000,0.21582957,0.40206973,0.00797847,0.05966697
-5.44772386,0.72683189,0.02129315,0.00000000,0.19788954,0.39378250,0.00892838,0.06380727
-5.44172086,0.71023451,0.02455937,0.00000000,0.18060561,0.38789559,0.00999983,0.06870532
-5.43571786,0.69838063,0.02812947,0.00000000,0.16413493,0.38465091,0.01119101,0.07435398
-5.42971486,0.69157128,0.03199196,0.00000000,0.14861071,0.38420920,0.01249748,0.08073154
-5.42371186,0.68995261,0.03612717,0.00000000,0.13413893,0.38664205,0.01391185,0.08779920
-5.41770885,0.69350677,0.04050670,0.00000000,0.12079643,0.39192702,0.01542356,0.09549934
-5.41170585,0.70204877,0.04509322,0.00000000,0.10863040,0.39994623,0.01701872,0.10375441
-5.40570285,0.71522965,0.04984041,0.00000000,0.09765910,0.41048821,0.01868011,0.11246677
-5.39969985,0.73254551,0.05469343,0.00000000,0.08787362,0.42325328,0.02038732,0.12151938
-5.39369685,0.75335233,0.05958964,0.00000000,0.07924046,0.43786205,0.02211703,0.13077738
-5.38769385,0.77688585,0.06445976,0.00000000,0.07170486,0.45386693,0.02384338,0.14009062
-5.38169085,0.80228602,0.06922941,0.00000000,0.06519452,0.47076624,0.02553856,0.14929694
-5.37568784,0.82862499,0.07382093,0.00000000,0.05962352,0.48802040,0.02717346,0.15822629
-5.36968484,0.85493789,0.07815554,0.00000000,0.05489639,0.50506985,0.02871846,0.16670542
-5.36368184,0.88025516,0.08215571,0.00000000,0.05091200,0.52135389,0.03014425,0.17456296
-5.35767884,0.90363536,0.08574761,0.00000000,0.04756723,0.53632991,0.03142276,0.18163484
-5.35167584,0.92419738,0.08886364,0.00000000,0.04476034,0.54949237,0.03252802,0.18776972
-5.34567284,0.94115085,0.09144488,0.00000000,0.04239385,0.56039076,0.03343704,0.19283413
-5.33966983,0.95382371,0.09344338,0.00000000,0.04037705,0.56864607,0.03413060,0.19671734
-5.33366683,0.96168598,0.09482410,0.00000000,0.03862791,0.57396497,0.03459394,0.19933554
-5.32766383,0.96436896,0.09556660,0.00000000,0.03707455,0.57615154,0.03481728,0.20063515
-5.32166083,0.96167922,0.09566623,0.00000000,0.03565628,0.57511585,0.03479624,0.20059532
-5.31565783,0.95360703,0.09513483,0.00000000,0.03432412,0.57087935,0.03453198,0.19922924
-5.30965483,0.94032905,0.09400093,0.00000000,0.03304095,0.56357695,0.03403128,0.19658442
-5.30365183,0.92220532,0.09230945,0.00000000,0.03178132,0.55345561,0.03330629,0.19274181
-5.29764882,0.89977088,0.09012083,0.00000000,0.03053097,0.54086987,0.03237422,0.18781385
-5.29164582,0.87372253,0.08750977,0.00000000,0.02928615,0.52627437,0.03125677,0.18194163
-5.28564282,0.84490125,0.08456346,0.00000000,0.02805269,0.51021375,0.02997950,0.17529108
-5.27963982,0.81427118,0.08137958,0.00000000,0.02684509,0.49331038,0.02857109,0.16804854
-5.27363682,0.78289588,0.07806393,0.00000000,0.02568544,0.47625037,0.02706244,0.16041590
-5.26763382,0.75191275,0.07472793,0.00000000,0.02460247,0.45976825,0.02548590,0.15260532
-5.26163082,0.72250635,0.07148603,0.00000000,0.02363049,0.44463083,0.02387435,0.14483389
-5.25562781,0.69588148,0.06845302,0.00000000,0.02280860,0.43162063,0.02226040,0.13731833
-5.24962481,0.67323652,0.06574148,0.00000000,0.02217985,0.42151918,0.02067568,0.13026998
-5.24362181,0.65573766,0.06345924,0.00000000,0.02179063,0.41509058,0.01915017,0.12388996
-5.23761881,0.64449448,0.06170706,0.00000000,0.02169019,0.41306549,0.01771163,0.11836501
-5.23161581,0.64053711,0.06057641,0.00000000,0.02193030,0.41612584,0.01638523,0.11386365
-5.22561281,0.64479533,0.06014756,0.00000000,0.02256506,0.42489036,0.01519323,0.11053302
-5.21960980,0.65807978,0.06048785,0.00000000,0.02365089,0.43990115,0.01415482,0.10849637
-5.21360680,0.68106557,0.06165021,0.00000000,0.02524666,0.46161144,0.01328606,0.10785106
-5.20760380,0.71427833,0.06367196,0.00000000,0.02741391,0.49037489,0.01259991,0.10866732
-5.20160080,0.75808317,0.06657402,0.00000000,0.03021726,0.52643641,0.01210640,0.11098756
-5.19559780,0.81267669,0.07036026,0.00000000,0.03372482,0.56992515,0.01181283,0.11482638
-5.18959480,0.87808250,0.07501739,0.00000000,0.03800886,0.62084969,0.01172401,0.12017124
-5.18359180,0.95415061,0.08051516,0.00000000,0.04314636,0.67909601,0.01184258,0.12698376
-5.17758879,1.04056097,0.08680699,0.00000000,0.04921981,0.74442849,0.01216933,0.13520174
-5.17158579,1.13683180,0.09383107,0.00000000,0.05631793,0.81649436,0.01270353,0.14474183
-5.16558279,1.24233263,0.10151199,0.00000000,0.06453653,0.89483176,0.01344322,0.15550297
-5.15957979,1.35630257,0.10976274,0.00000000,0.07397934,0.97888170,0.01438559,0.16737039
-5.15357679,1.47787341,0.11848731,0.00000000,0.08475881,1.06800382,0.01552719,0.18022037
-5.14757379,1.60609754,0.12758364,0.00000000,0.09699696,1.16149586,0.01686419,0.19392545
-5.14157079,1.73998007,0.13694701,0.00000000,0.11082611,1.25861637,0.01839264,0.20836021
-5.13556778,1.87851418,0.14647364,0.00000000,0.12638945,1.35861019,0.02010856,0.22340730
-5.12956478,2.02071888,0.15606453,0.00000000,0.14384149,1.46073579,0.02200811,0.23896363
-5.12356178,2.16567747,0.16562932,0.00000000,0.16334824,1.56429360,0.02408765,0.25494646
-5.11755878,2.31257551,0.17508996,0.00000000,0.18508693,1.66865399,0.02634374,0.27129914
-5.11155578,2.46073619,0.18438413,0.00000000,0.20924543,1.77328392,0.02877307,0.28799626
-5.10555278,2.60965175,0.19346812,0.00000000,0.23602099,1.87777076,0.03137242,0.30504787
-5.09954977,2.75900887,0.20231915,0.00000000,0.26561824,1.98184212,0.03413849,0.32250250
-5.09354677,2.90870669,0.21093670,0.00000000,0.29824650,2.08538056,0.03706768,0.34044876
-5.08754377,3.05886605,0.21934309,0.00000000,0.33411606,2.18843208,0.04015589,0.35901522
-5.08154077,3.20982886,0.22758293,0.00000000,0.37343342,2.29120780,0.04339820,0.37836851
-5.07553777,3.36214715,0.23572149,0.00000000,0.41639547,2.39407831,0.04678865,0.39870935
-5.06953477,3.51656148,0.24384207,0.00000000,0.46318253,2.49756043,0.05031989,0.42026672
-5.06353177,3.67396920,0.25204231,0.00000000,0.51395028,2.60229682,0.05398289,0.44329002
-5.05752876,3.83538329,0.26042968,0.00000000,0.56882070,2.70902879,0.05776672,0.46803951
-5.05152576,4.00188316,0.26911619,0.00000000,0.62787216,2.81856328,0.06165829,0.49477525
-5.04552276,4.17455907,0.27821265,0.00000000,0.69112901,2.93173519,0.06564224,0.52374485
-5.03951976,4.35445245,0.28782270,0.00000000,0.75855083,3.04936635,0.06970081,0.55517050
-5.03351676,4.54249427,0.29803678,0.00000000,0.83002206,3.17222298,0.07381391,0.58923572
-5.02751376,4.73944426,0.30892650,0.00000000,0.90534217,3.30097305,0.07795920,0.62607250
-5.02151076,4.94583346,0.32053951,0.00000000,0.98421731,3.43614557,0.08211236,0.66574919
-5.01550775,5.16191278,0.33289529,0.00000000,1.06625365,3.57809344,0.08624739,0.70825994
-5.00950475,5.38761001,0.34598199,0.00000000,1.15095339,3.72696140,0.09033711,0.75351611
-5.00350175,5.62249737,0.35975447,0.00000000,1.23771372,3.88266081,0.09435365,0.80134021
-4.99749875,5.86577163,0.37413384,0.00000000,1.32582933,4.04485227,0.09826914,0.85146278
-4.99149575,6.11624790,0.38900831,0.00000000,1.41449893,4.21293718,0.10205635,0.90352262
-4.98549275,6.37236823,0.40423564,0.00000000,1.50283584,4.38605890,0.10568943,0.95707047
-4.97948974,6.63222518,0.41964685,0.00000000,1.58988288,4.56311389,0.10914461,1.01157636
-4.97348674,6.89360020,0.43505126,0.00000000,1.67463122,4.74277263,0.11240095,1.06644044
-4.96748374,7.15401586,0.45024252,0.00000000,1.75604307,4.92351027,0.11544089,1.12100723
-4.96148074,7.41080078,0.46500554,0.00000000,1.83307726,5.10364591,0.11825085,1.17458279
-4.95547774,7.66116504,0.47912385,0.00000000,1.90471738,5.28138976,0.12082162,1.22645441
-4.94947474,7.90228403,0.49238727,0.00000000,1.97000107,5.45489667,0.12314864,1.27591215
-4.94347174,8.13138778,0.50459943,0.00000000,2.02804970,5.62232443,0.12523207,1.32227158
-4.93746873,8.34585292,0.51558495,0.00000000,2.07809717,5.78189505,0.12707677,1.36489684
-4.93146573,8.54329404,0.52519580,0.00000000,2.11951659,5.93195702,0.12869205,1.40322328
-4.92546273,8.72165133,0.53331686,0.00000000,2.15184386,6.07104646,0.13009123,1.43677878
-4.91945973,8.87927120,0.53987013,0.00000000,2.17479695,6.19794500,0.13129111,1.46520297
-4.91345673,9.01497714,0.54481770,0.00000000,2.18829024,6.31173247,0.13231131,1.48826360
-4.90745373,9.12812797,0.54816323,0.00000000,2.19244310,6.41183225,0.13317343,1.50586939
-4.90145073,9.21866136,0.54995185,0.00000000,2.18758237,6.49804768,0.13390029,1.51807881
-4.89544772,9.28712065,0.55026871,0.00000000,2.17423873,6.57058785,0.13451504,1.52510447
-4.88944472,9.33466398,0.54923596,0.00000000,2.15313687,6.63008171,0.13504033,1.52731271
-4.88344172,9.36305478,0.54700858,0.00000000,2.12518009,6.67757948,0.13549760,1.52521854
-4.87743872,9.37463380,0.54376900,0.00000000,2.09142984,6.71454109,0.13590638,1.51947578
-4.87143572,9.37227325,0.53972098,0.00000000,2.05308103,6.74281145,0.13628382,1.51086286
-4.86543272,9.35931411,0.53508274,0.00000000,2.01143408,6.76458321,0.13664431,1.50026453
-4.85942971,9.33948859,0.53007982,0.00000000,1.96786475,6.78234760,0.13699934,1.48865015
-4.85342671,9.31682985,0.52493789,0.00000000,1.92379289,6.79883500,0.13735749,1.47704905
-4.84742371,9.29557176,0.51987576,0.00000000,1.88065101,6.81694656,0.13772468,1.46652391
-4.84142071,9.28004173,0.51509887,0.00000000,1.83985377,6.83967916,0.13810451,1.45814280
-4.83541771,9.27454975,0.51079351,0.00000000,1.80276922,6.87004585,0.13849884,1.45295077
-4.82941471,9.28327708,0.50712192,0.00000000,1.77069245,6.91099412,0.13890838,1.45194190
-4.82341171,9.31016767,0.50421857,0.00000000,1.74482224,6.96532457,0.13933349,1.45603251
-4.81740870,9.35882564,0.50218746,0.00000000,1.72624099,7.03561243,0.13977490,1.46603641
-4.81140570,9.43242142,0.50110081,0.00000000,1.71589821,7.12413412,0.14023451,1.48264280
-4.80540270,9.53360910,0.50099883,0.00000000,1.71459752,7.23280110,0.14071606,1.50639750
-4.79939970,9.66445702,0.50189074,0.00000000,1.72298707,7.36310272,0.14122574,1.53768784
-4.79339670,9.82639301,0.50375679,0.00000000,1.74155314,7.51605961,0.14177261,1.57673182
-4.78739370,10.02016529,0.50655115,0.00000000,1.77061661,7.69218858,0.14236892,1.62357147
-4.78139070,10.24581958,0.51020554,0.00000000,1.81033197,7.89147990,0.14303009,1.67807071
-4.77538769,10.50269225,0.51463332,0.00000000,1.86068847,8.11338714,0.14377459,1.73991759
-4.76938469,10.78941923,0.51973373,0.00000000,1.92151315,8.35682950,0.14462353,1.80863072
-4.76338169,11.10395976,0.52539633,0.00000000,1.99247540,8.62020649,0.14560003,1.88356960
-4.75737869,11.44363400,0.53150509,0.00000000,2.07309282,8.90142402,0.14672846,1.96394851
-4.75137569,11.80517317,0.53794220,0.00000000,2.16273833,9.19793136,0.14803344,2.04885342
-4.74537269,12.18478094,0.54459129,0.00000000,2.26064840,9.50676777,0.14953887,2.13726144
-4.73936968,12.57820449,0.55134014,0.00000000,2.36593247,9.82461787,0.15126677,2.22806219
-4.73336668,12.98081388,0.55808263,0.00000000,2.47758367,10.14787440,0.15323627,2.32008058
-4.72736368,13.38768840,0.56472004,0.00000000,2.59449099,10.47270740,0.15546261,2.41210024
-4.72136068,13.79370829,0.57116176,0.00000000,2.71545306,10.79513828,0.15795632,2.50288734
-4.71535768,14.19365064,0.57732547,0.00000000,2.83919373,11.11111767,0.16072258,2.59121394
-4.70935468,14.58228793,0.58313683,0.00000000,2.96437962,11.41660571,0.16376084,2.67588067
-4.70335168,14.95448793,0.58852903,0.00000000,3.08963961,11.70765323,0.16706467,2.75573821
-4.69734867,15.30531315,0.59344208,0.00000000,3.21358639,11.98048242,0.17062193,2.82970729
-4.69134567,15.63011849,0.59782225,0.00000000,3.33483975,12.23156542,0.17441521,2.89679691
-4.68534267,15.92464491,0.60162159,0.00000000,3.45205145,12.45769904,0.17842240,2.95612062
-4.67933967,16.18510748,0.60479774,0.00000000,3.56393112,12.65607390,0.18261759,3.00691063
-4.67333667,16.40827538,0.60731414,0.00000000,3.66927269,12.82433607,0.18697206,3.04852970
-4.66733367,16.59154186,0.60914051,0.00000000,3.76698047,12.96063954,0.19145524,3.08048070
-4.66133067,16.73298169,0.61025377,0.00000000,3.85609414,13.06368746,0.19603581,3.10241377
-4.65532766,16.83139419,0.61063927,0.00000000,3.93581169,13.13276078,0.20068260,3.11413092
-4.64932466,16.88632959,0.61029223,0.00000000,4.00550928,13.16773267,0.20536541,3.11558813
-4.64332166,16.89809713,0.60921926,0.00000000,4.06475706,13.16906775,0.21005558,3.10689482
-4.63731866,16.86775378,0.60743987,0.00000000,4.11333012,13.13780545,0.21472638,3.08831054
-4.63131566,16.79707264,0.60498775,0.00000000,4.15121372,13.07552727,0.21935306,3.06023893
-4.62531266,16.68849126,0.60191171,0.00000000,4.17860228,12.98430852,0.22391273,3.02321885
-4.61930965,16.54504047,0.59827607,0.00000000,4.19589170,12.86665530,0.22838393,2.97791269
-4.61330665,16.37025540,0.59416044,0.00000000,4.20366508,12.72542878,0.23274604,2.92509195
-4.60730365,16.16807087,0.58965867,0.00000000,4.20267180,12.56375858,0.23697862,2.86562022
-4.60130065,15.94270450,0.58487707,0.00000000,4.19380088,12.38494846,0.24106054,2.80043384
-4.59529765,15.69853111,0.57993177,0.00000000,4.17804904,12.19237726,0.24496932,2.73052059
-4.58929465,15.43995300,0.57494527,0.00000000,4.15648494,11.98939890,0.24868042,2.65689688
-4.58329165,15.17127065,0.57004232,0.00000000,4.13021070,11.77924506,0.25216679,2.58058404
-4.57728864,14.89655881,0.56534515,0.00000000,4.10032241,11.56493427,0.25539865,2.50258434
-4.57128564,14.61955288,0.56096847,0.00000000,4.06787119,11.34919116,0.25834355,2.42385765
-4.56528264,14.34355003,0.55701412,0.00000000,4.03382650,11.13437891,0.26096677,2.34529928
-4.55927964,14.07132917,0.55356597,0.00000000,3.99904334,10.92244772,0.26323201,2.26772008
-4.55327664,13.80509309,0.55068506,0.00000000,3.96423477,10.71490134,0.26510247,2.19182936
-4.54727364,13.54643506,0.54840545,0.00000000,3.92995115,10.51278299,0.26654213,2.11822138
-4.54127064,13.29633141,0.54673091,0.00000000,3.89656689,10.31668096,0.26751730,2.04736606
-4.53526763,13.05516011,0.54563271,0.00000000,3.86427553,10.12675362,0.26799827,1.97960408
-4.52926463,12.82274451,0.54504877,0.00000000,3.83309338,9.94277242,0.26796104,1.91514688
-4.52326163,12.59842015,0.54488425,0.00000000,3.80287146,9.76418069,0.26738899,1.85408128
-4.51725863,12.38112134,0.54501357,0.00000000,3.77331547,9.59016553,0.26627444,1.79637874
-4.51125563,12.16948355,0.54528404,0.00000000,3.74401266,9.41973909,0.26461988,1.74190868
-4.50525263,11.96195672,0.54552090,0.00000000,3.71446446,9.25182556,0.26243901,1.69045533
-4.49924962,11.75692421,0.54553354,0.00000000,3.68412342,9.08534960,0.25975728,1.64173727
-4.49324662,11.55282166,0.54512289,0.00000000,3.65243258,8.91932196,0.25661200,1.59542881
-4.48724362,11.34825033,0.54408949,0.00000000,3.61886553,8.75291838,0.25305201,1.55118219
-4.48124062,11.14207936,0.54224194,0.00000000,3.58296517,8.58554789,0.24913679,1.50864951
-4.47523762,10.93353237,0.53940542,0.00000000,3.54437931,8.41690733,0.24493513,1.46750356
-4.46923462,10.72225410,0.53542979,0.00000000,3.50289136,8.24701962,0.24052337,1.42745636
-4.46323162,10.50835410,0.53019702,0.00000000,3.45844459,8.07625380,0.23598315,1.38827485
-4.45722861,10.29242535,0.52362737,0.00000000,3.41115858,7.90532611,0.23139899,1.34979288
-4.45122561,10.07553701,0.51568422,0.00000000,3.36133710,7.73528203,0.22685554,1.31191910
-4.44522261,9.85920170,0.50637724,0.00000000,3.30946680,7.56746017,0.22243473,1.27464050
-4.43921961,9.64531890,0.49576360,0.00000000,3.25620664,7.40343976,0.21821299,1.23802151
-4.43321661,9.43609730,0.48394740,0.00000000,3.20236841,7.24497446,0.21425853,1.20219886
-4.42721361,9.23395986,0.47107705,0.00000000,3.14888911,7.09391547,0.21062884,1.16737255
-4.42121061,9.04143626,0.45734091,0.00000000,3.09679631,6.95212796,0.20736864,1.13379354
-4.41520760,8.86104809,0.44296137,0.00000000,3.04716817,6.82140476,0.20450813,1.10174877
-4.40920460,8.69519224,0.42818752,0.00000000,3.00108975,6.70338161,0.20206195,1.07154446
-4.40320160,8.54602848,0.41328693,0.00000000,2.95960774,6.59945819,0.20002856,1.04348846
-4.39719860,8.41537661,0.39853676,0.00000000,2.92368575,6.51072881,0.19839037,1.01787261
-4.39119560,8.30462832,0.38421478,0.00000000,2.89416220,6.43792624,0.19711446,0.99495603
-4.38519260,8.21467823,0.37059053,0.00000000,2.87171300,6.38138158,0.19615396,0.97495012
-4.37918959,8.14587736,0.35791718,0.00000000,2.85682064,6.34100213,0.19544995,0.95800602
-4.37318659,8.09801157,0.34642433,0.00000000,2.84975153,6.31626852,0.19493393,0.94420505
-4.36718359,8.07030583,0.33631205,0.00000000,2.85054241,6.30625127,0.19453062,0.93355267
-4.36118059,8.06145431,0.32774647,0.00000000,2.85899685,6.30964611,0.19416117,0.92597607
-4.35517759,8.06967455,0.32085688,0.00000000,2.87469186,6.32482628,0.19374635,0.92132550
-4.34917459,8.09278328,0.31573457,0.00000000,2.89699447,6.34990932,0.19320993,0.91937923
-4.34317159,8.12828981,0.31243320,0.00000000,2.92508745,6.38283527,0.19248178,0.91985177
-4.33716858,8.17350257,0.31097075,0.00000000,2.95800289,6.42145214,0.19150084,0.92240483
-4.33116558,8.22564332,0.31133256,0.00000000,2.99466219,6.46360480,0.19021757,0.92666062
-4.32516258,8.28196355,0.31347560,0.00000000,3.03392028,6.50722289,0.18859597,0.93221651
-4.31915958,8.33985729,0.31733324,0.00000000,3.07461209,6.55040347,0.18661500,0.93866052
-4.31315658,8.39696496,0.32282056,0.00000000,3.11559900,6.59148466,0.18426936,0.94558675
-4.30715358,8.45126338,0.32983954,0.00000000,3.15581293,6.62910679,0.18156958,0.95261001
