energy_ev,total_up,C_s_up,C_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-6.00000000,1.15100582,0.01301711,0.10640207,0.01709795,0.50776948,0.19345091,0.15317332
-5.99399700,1.23085520,0.01372836,0.11386150,0.01827859,0.54328400,0.20567001,0.16444820
-5.98799400,1.31207656,0.01450044,0.12171900,0.01946271,0.57893648,0.21819017,0.17622780
-5.98199100,1.39455519,0.01534554,0.13001585,0.02064474,0.61457933,0.23103290,0.18855011
-5.97598799,1.47824690,0.01627634,0.13879909,0.02182002,0.65009783,0.24423158,0.20146217
-5.96998499,1.56318240,0.01730561,0.14812034,0.02298502,0.68541504,0.25783081,0.21501903
-5.96398199,1.64946619,0.01844569,0.15803415,0.02413744,0.72049431,0.27188477,0.22928202
-5.95797899,1.73726949,0.01970799,0.16859576,0.02527628,0.75533918,0.28645468,0.24431595
-5.95197599,1.82681658,0.02110235,0.17985827,0.02640178,0.78999025,0.30160532,0.26018555
-5.94597299,1.91836468,0.02263641,0.19186931,0.02751527,0.82451893,0.31740068,0.27695093
-5.93996998,2.01217775,0.02431500,0.20466729,0.02861895,0.85901829,0.33389880,0.29466238
-5.93396698,2.10849536,0.02613952,0.21827748,0.02971551,0.89359121,0.35114618,0.31335469
-5.92796398,2.20749783,0.02810736,0.23270787,0.03080780,0.92833639,0.36917190,0.33304114
-5.92196098,2.30926992,0.03021148,0.24794536,0.03189827,0.96333306,0.38798185,0.35370768
-5.91595798,2.41376494,0.03244005,0.26395228,0.03298856,0.99862528,0.40755347,0.37530753
-5.90995498,2.52077206,0.03477623,0.28066360,0.03407895,1.03420677,0.42783135,0.39775667
-5.90395198,2.62988907,0.03719823,0.29798516,0.03516797,1.07000750,0.44872409,0.42093057
-5.89794897,2.74050328,0.03967945,0.31579296,0.03625198,1.10588292,0.47010277,0.44466264
-5.89194597,2.85178240,0.04218894,0.33393396,0.03732492,1.14160703,0.49180131,0.46874448
-5.88594297,2.96267717,0.04469204,0.35222826,0.03837816,1.17686972,0.51361885,0.49292840
-5.87993997,3.07193675,0.04715120,0.37047285,0.03940055,1.21127936,0.53532430,0.51693208
-5.87393697,3.17813700,0.04952705,0.38844686,0.04037854,1.24437042,0.55666288,0.54044556
-5.86793397,3.27972119,0.05177961,0.40591813,0.04129659,1.27561640,0.57736450,0.56314016
-5.86193097,3.37505178,0.05386956,0.42265090,0.04213758,1.30444749,0.59715370,0.58467924
-5.85592796,3.46247096,0.05575968,0.43841428,0.04288352,1.33027221,0.61576058,0.60473020
-5.84992496,3.54036724,0.05741620,0.45299108,0.04351622,1.35250207,0.63293223,0.62297735
-5.84392196,3.60724469,0.05881012,0.46618663,0.04401812,1.37057792,0.64844411,0.63913482
-5.83791896,3.66179114,0.05991842,0.47783707,0.04437306,1.38399666,0.66211059,0.65295900
-5.83191596,3.70294159,0.06072511,0.48781661,0.04456711,1.39233674,0.67379428,0.66425989
-5.82591296,3.72993329,0.06122197,0.49604348,0.04458923,1.39528114,0.68341332,0.67291048
-5.81990995,3.74234923,0.06140908,0.50248405,0.04443191,1.39263633,0.69094640,0.67885395
-5.81390695,3.74014750,0.06129504,0.50715499,0.04409160,1.38434640,0.69643512,0.68210792
-5.80790395,3.72367466,0.06089685,0.51012316,0.04356898,1.37050117,0.69998345,0.68276579
-5.80190095,3.69366239,0.06023945,0.51150338,0.04286900,1.35133817,0.70175438,0.68099472
-5.79589795,3.65120723,0.05935501,0.51145401,0.04200082,1.32723808,0.70196396,0.67703063
-5.78989495,3.59773466,0.05828190,0.51017067,0.04097744,1.29871410,0.70087289,0.67117012
-5.78389195,3.53494928,0.05706344,0.50787830,0.03981527,1.26639563,0.69877634,0.66375999
-5.77788894,3.46477373,0.05574648,0.50482207,0.03853343,1.23100737,0.69599235,0.65518460
-5.77188594,3.38927959,0.05437985,0.50125754,0.03715313,1.19334475,0.69284968,0.64585184
-5.76588294,3.31061376,0.05301278,0.49744064,0.03569677,1.15424711,0.68967544,0.63617842
-5.75987994,3.23092397,0.05169327,0.49361781,0.03418723,1.11456995,0.68678350,0.62657494
-5.75387694,3.15228699,0.05046659,0.49001701,0.03264706,1.07515755,0.68446393,0.61743167
-5.74787394,3.07664278,0.04937386,0.48683975,0.03109775,1.03681721,0.68297414,0.60910549
-5.74187094,3.00573732,0.04845086,0.48425463,0.02955919,1.00029626,0.68253200,0.60190854
-5.73586793,2.94107620,0.04772693,0.48239262,0.02804913,0.96626268,0.68331116,0.59609905
-5.72986493,2.88389045,0.04722426,0.48134408,0.02658291,0.93528983,0.68543870,0.59187453
-5.72386193,2.83511528,0.04695733,0.48115772,0.02517329,0.90784592,0.68899495,0.58936758
-5.71785893,2.79538157,0.04693259,0.48184128,0.02383039,0.88428798,0.69401541,0.58864424
-5.71185593,2.76501966,0.04714853,0.48336389,0.02256183,0.86486044,0.70049438,0.58970482
-5.70585293,2.74407394,0.04759583,0.48565979,0.02137300,0.84969783,0.70839005,0.59248706
-5.69984992,2.73232680,0.04825789,0.48863319,0.02026735,0.83883102,0.71763054,0.59687123
-5.69384692,2.72932977,0.04911143,0.49216395,0.01924682,0.83219642,0.72812052,0.60268695
-5.68784392,2.73443998,0.05012741,0.49611380,0.01831222,0.82964737,0.73974794,0.60972122
-5.68184092,2.74685965,0.05127197,0.50033271,0.01746370,0.83096692,0.75239064,0.61772744
-5.67583792,2.76567661,0.05250754,0.50466523,0.01670113,0.83588130,0.76592226,0.62643485
-5.66983492,2.78990408,0.05379408,0.50895651,0.01602443,0.84407334,0.78021738,0.63555817
