energy_ev,total_up,C_s_up,C_p_up,Ta_p_up,Ta_d_up,Te_p_up,Te_d_up
-5.00950475,2.15811104,0.00399506,0.86796399,2.30713788,0.82831109,0.40465927,0.00000000
-5.00350175,2.25974640,0.00420876,0.90766572,2.41306071,0.87169838,0.42426139,0.00000000
-4.99749875,2.35351040,0.00440643,0.94455960,2.51146095,0.91240903,0.44189902,0.00000000
-4.99149575,2.43790040,0.00458557,0.97807309,2.60090040,0.94983011,0.45727005,0.00000000
-4.98549275,2.51157329,0.00474430,1.00769194,2.68009332,0.98339895,0.47011130,0.00000000
-4.97948974,2.57338112,0.00488148,1.03297275,2.74793563,1.01261787,0.48020666,0.00000000
-4.97348674,2.62240029,0.00499679,1.05355317,2.80352758,1.03706682,0.48739385,0.00000000
-4.96748374,2.65795345,0.00509086,1.06915913,2.84618955,1.05641359,0.49156956,0.00000000
-4.96148074,2.67962302,0.00516527,1.07960916,2.87547039,1.07042114,0.49269264,0.00000000
-4.95547774,2.68725637,0.00522261,1.08481567,2.89114865,1.07895182,0.49078525,0.00000000
-4.94947474,2.68096240,0.00526643,1.08478322,2.89322697,1.08196844,0.48593188,0.00000000
-4.94347174,2.66110024,0.00530123,1.07960412,2.88192044,1.07953217,0.47827644,0.00000000
-4.93746873,2.62826071,0.00533232,1.06945170,2.85763990,1.07179761,0.46801732,0.00000000
-4.93146573,2.58324158,0.00536572,1.05457154,2.82097117,1.05900518,0.45540091,0.00000000
-4.92546273,2.52701813,0.00540797,1.03527137,2.77265157,1.04147139,0.44071371,0.00000000
-4.91945973,2.46071015,0.00546594,1.01190986,2.71354471,1.01957738,0.42427341,0.00000000
-4.91345673,2.38554713,0.00554660,0.98488515,2.64461483,0.99375632,0.40641946,0.00000000
-4.90745373,2.30283281,0.00565677,0.95462324,2.56690160,0.96448023,0.38750329,0.00000000
-4.90145073,2.21391070,0.00580281,0.92156694,2.48149614,0.93224673,0.36787876,0.00000000
-4.89544772,2.12013151,0.00599045,0.88616560,2.38951909,0.89756619,0.34789307,0.00000000
-4.88944472,2.02282363,0.00622441,0.84886591,2.29210086,0.86094978,0.32787851,0.00000000
-4.88344172,1.92326735,0.00650823,0.81010401,2.19036460,0.82289873,0.30814526,0.00000000
-4.87743872,1.82267326,0.00684405,0.77029892,2.08541170,0.78389507,0.28897543,0.00000000
-4.87143572,1.72216528,0.00723234,0.72984743,1.97830988,0.74439402,0.27061845,0.00000000
-4.86543272,1.62276811,0.00767188,0.68912034,1.87008364,0.70481813,0.25328790,0.00000000
-4.85942971,1.52539914,0.00815956,0.64845994,1.76170677,0.66555313,0.23715979,0.00000000
-4.85342671,1.43086442,0.00869044,0.60817861,1.65409665,0.62694545,0.22237207,0.00000000
-4.84742371,1.33985829,0.00925774,0.56855847,1.54811005,0.58930125,0.20902551,0.00000000
-4.84142071,1.25296604,0.00985296,0.52985162,1.44454008,0.55288667,0.19718555,0.00000000
-4.83541771,1.17066915,0.01046606,0.49228120,1.34411406,0.51792929,0.18688514,0.00000000
-4.82941471,1.09335241,0.01108572,0.45604271,1.24749220,0.48462027,0.17812819,0.00000000
-4.82341171,1.02131245,0.01169958,0.42130569,1.15526673,0.45311721,0.17089362,0.00000000
-4.81740870,0.95476701,0.01229469,0.38821551,1.06796166,0.42354729,0.16513965,0.00000000
-4.81140570,0.89386451,0.01285780,0.35689528,0.98603286,0.39601055,0.16080815,0.00000000
-4.80540270,0.83869363,0.01337584,0.32744765,0.90986869,0.37058315,0.15782904,0.00000000
-4.79939970,0.78929245,0.01383631,0.29995666,0.83979098,0.34732048,0.15612428,0.00000000
-4.79339670,0.74565684,0.01422772,0.27448939,0.77605664,0.32625994,0.15561171,0.00000000
-4.78739370,0.70774829,0.01453996,0.25109764,0.71885975,0.30742345,0.15620829,0.00000000
-4.78139070,0.67550071,0.01476465,0.22981944,0.66833437,0.29081955,0.15783292,0.00000000
-4.77538769,0.64882649,0.01489544,0.21068060,0.62455805,0.27644528,0.16040874,0.00000000
-4.76938469,0.62762192,0.01492824,0.19369619,0.58755614,0.26428768,0.16386494,0.00000000
-4.76338169,0.61177193,0.01486134,0.17887201,0.55730687,0.25432516,0.16813812,0.00000000
-4.75737869,0.60115454,0.01469549,0.16620615,0.53374746,0.24652881,0.17317329,0.00000000
-4.75137569,0.59564506,0.01443389,0.15569051,0.51678085,0.24086359,0.17892457,0.00000000
-4.74537269,0.59512041,0.01408206,0.14731242,0.50628351,0.23728975,0.18535580,0.00000000
-4.73936968,0.59946347,0.01364764,0.14105627,0.50211374,0.23576427,0.19244101,0.00000000
-4.73336668,0.60856787,0.01314021,0.13690508,0.50412071,0.23624258,0.20016492,0.00000000
-4.72736368,0.62234293,0.01257091,0.13484210,0.51215378,0.23868049,0.20852350,0.00000000
-4.72136068,0.64071889,0.01195212,0.13485227,0.52607191,0.24303626,0.21752475,0.00000000
-4.71535768,0.66365221,0.01129712,0.13692347,0.54575273,0.24927282,0.22718939,0.00000000
-4.70935468,0.69113050,0.01061966,0.14104756,0.57110092,0.25735998,0.23755175,0.00000000
-4.70335168,0.72317687,0.00993360,0.14722099,0.60205527,0.26727647,0.24866045,0.00000000
-4.69734867,0.75985311,0.00925258,0.15544508,0.63859406,0.27901163,0.26057894,0.00000000
-4.69134567,0.80126110,0.00858966,0.16572561,0.68073797,0.29256658,0.27338558,0.00000000
-4.68534267,0.84754196,0.00795701,0.17807195,0.72855019,0.30795456,0.28717312,0.00000000
-4.67933967,0.89887237,0.00736574,0.19249539,0.78213306,0.32520033,0.30204734,0.00000000
-4.67333667,0.95545748,0.00682560,0.20900678,0.84162100,0.34433841,0.31812472,0.00000000
-4.66733367,1.01752026,0.00634490,0.22761347,0.90716940,0.36541003,0.33552888,0.00000000
-4.66133067,1.08528695,0.00593036,0.24831552,0.97893941,0.38845871,0.35438589,0.00000000
-4.65532766,1.15896881,0.00558708,0.27110127,1.05707887,0.41352450,0.37481825,0.00000000
-4.64932466,1.23874045,0.00531847,0.29594239,1.14169978,0.44063708,0.39693772,0.00000000
-4.64332166,1.32471551,0.00512628,0.32278862,1.23285298,0.46980776,0.42083729,0.00000000
-4.63731866,1.41692049,0.00501066,0.35156236,1.33050118,0.50102084,0.44658242,0.00000000
-4.63131566,1.51526804,0.00497015,0.38215340,1.43449133,0.53422471,0.47420204,0.00000000
-4.62531266,1.61953119,0.00500185,0.41441407,1.54452810,0.56932321,0.50367991,0.00000000
-4.61930965,1.72932005,0.00510143,0.44815523,1.66014975,0.60616763,0.53494661,0.00000000
-4.61330665,1.84406274,0.00526330,0.48314322,1.78070834,0.64455026,0.56787304,0.00000000
-4.60730365,1.96299222,0.00548075,0.51909836,1.90535572,0.68419966,0.60226582,0.00000000
-4.60130065,2.08514041,0.00574603,0.55569507,2.03303699,0.72477851,0.63786508,0.00000000
-4.59529765,2.20934103,0.00605061,0.59256394,2.16249247,0.76588422,0.67434521,0.00000000
-4.58929465,2.33424191,0.00638529,0.62929596,2.29226926,0.80705284,0.71131869,0.00000000
-4.58329165,2.45832715,0.00674042,0.66544881,2.42074287,0.84776618,0.74834322,0.00000000
-4.57728864,2.57994909,0.00710612,0.70055538,2.54614862,0.88746225,0.78493212,0.00000000
-4.57128564,2.69736935,0.00747251,0.73413410,2.66662251,0.92554888,0.82056755,0.00000000
-4.56528264,2.80880749,0.00782991,0.76570104,2.78025005,0.96141982,0.85471640,0.00000000
-4.55927964,2.91249566,0.00816914,0.79478318,2.88512155,0.99447305,0.88684784,0.00000000
-4.55327664,3.00673677,0.00848170,0.82093240,2.97939153,1.02413029,0.91645209,0.00000000
-4.54727364,3.08996352,0.00876002,0.84373962,3.06133966,1.04985693,0.94305930,0.00000000
-4.54127064,3.16079561,0.00899770,0.86284842,3.12943050,1.07118141,0.96625763,0.00000000
-4.53526763,3.21809191,0.00918964,0.87796745,3.18236899,1.08771311,0.98570959,0.00000000
-4.52926463,3.26099525,0.00933224,0.88888103,3.21914914,1.09915778,1.00116585,0.00000000
-4.52326163,3.28896709,0.00942351,0.89545742,3.23909313,1.10532966,1.01247556,0.00000000
-4.51725863,3.30181037,0.00946311,0.89765420,3.24187900,1.10615978,1.01959285,0.00000000
-4.51125563,3.29967916,0.00945242,0.89552053,3.22755525,1.10169973,1.02257887,0.00000000
-4.50525263,3.28307456,0.00939450,0.88919607,3.19654168,1.09212095,1.02159954,0.00000000
-4.49924962,3.25282711,0.00929400,0.87890662,3.14961627,1.07770931,1.01691889,0.00000000
-4.49324662,3.21006653,0.00915709,0.86495670,3.08788884,1.05885548,1.00888859,0.00000000
-4.48724362,3.15618061,0.00899127,0.84771934,3.01276287,1.03604144,0.99793409,0.00000000
-4.48124062,3.09276537,0.00880520,0.82762374,2.92588749,1.00982389,0.98453829,0.00000000
-4.47523762,3.02156923,0.00860852,0.80514130,2.82910200,0.98081550,0.96922367,0.00000000
-4.46923462,2.94443409,0.00841156,0.78077082,2.72437593,0.94966485,0.95253371,0.00000000
-4.46323162,2.86323650,0.00822523,0.75502350,2.61374748,0.91703616,0.93501488,0.00000000
-4.45722861,2.77983163,0.00806067,0.72840860,2.49926325,0.88358975,0.91719980,0.00000000
-4.45122561,2.69600274,0.00792915,0.70142020,2.38292208,0.84996406,0.89959270,0.00000000
-4.44522261,2.61341837,0.00784183,0.67452584,2.26662519,0.81676018,0.88265762,0.00000000
-4.43921961,2.53359868,0.00780959,0.64815719,2.15213460,0.78452913,0.86680995,0.00000000
-4.43321661,2.45789197,0.00784293,0.62270320,2.04104106,0.75376267,0.85241133,0.00000000
-4.42721361,2.38746162,0.00795182,0.59850579,1.93474201,0.72488742,0.83976817,0.00000000
-4.42121061,2.32328299,0.00814563,0.57585782,1.83442978,0.69826245,0.82913330,0.00000000
-4.41520760,2.26614930,0.00843308,0.55500335,1.74108936,0.67418000,0.82071052,0.00000000
-4.40920460,2.21668511,0.00882215,0.53613977,1.65550464,0.65286896,0.81466129,0.00000000
-4.40320160,2.17536530,0.00932005,0.51942131,1.57827179,0.63450048,0.81111300,0.00000000
-4.39719860,2.14253782,0.00993320,0.50496349,1.50981805,0.61919510,0.81016796,0.00000000
-4.39119560,2.11844775,0.01066712,0.49284812,1.45042398,0.60703078,0.81191233,0.00000000
-4.38519260,2.10326088,0.01152639,0.48312819,1.40024755,0.59805110,0.81642429,0.00000000
-4.37918959,2.09708483,0.01251457,0.47583244,1.35934820,0.59227304,0.82378067,0.00000000
-4.37318659,2.09998621,0.01363402,0.47096919,1.32770941,0.58969379,0.83406162,0.00000000
-4.36718359,2.11200280,0.01488578,0.46852919,1.30525871,0.59029624,0.84735282,0.00000000
-4.36118059,2.13314993,0.01626937,0.46848746,1.29188417,0.59405281,0.86374507,0.00000000
-4.35517759,2.16342103,0.01778255,0.47080411,1.28744692,0.60092748,0.88333115,0.00000000
-4.34917459,2.20278254,0.01942115,0.47542414,1.29178968,0.61087602,0.90620011,0.00000000
-4.34317159,2.25116377,0.02117878,0.48227657,1.30474132,0.62384467,0.93242938,0.00000000
-4.33716858,2.30844296,0.02304662,0.49127308,1.32611809,0.63976726,0.96207498,0.00000000
-4.33116558,2.37443060,0.02501323,0.50230644,1.35572205,0.65856143,0.99516061,0.00000000
-4.32516258,2.44885170,0.02706442,0.51524907,1.39333755,0.68012407,1.03166621,0.00000000
-4.31915958,2.53132840,0.02918316,0.52995199,1.43872658,0.70432658,1.07151676,0.00000000
-4.31315658,2.62136457,0.03134960,0.54624456,1.49162374,0.73101048,1.11457208,0.00000000
-4.30715358,2.71833379,0.03354121,0.56393490,1.55173154,0.75998352,1.16061832,0.00000000
