energy_ev,total_up,C_s_up,C_p_up,Ta_p_up,Ta_d_up,Te_p_up,Te_d_up
-6.00000000,0.46631168,0.00134491,0.11722931,0.34175186,0.08867459,0.16483712,0.00000000
-5.99399700,0.47516396,0.00136598,0.11945590,0.34836787,0.08980072,0.16820781,0.00000000
-5.98799400,0.48208435,0.00138172,0.12103858,0.35319328,0.09073958,0.17097428,0.00000000
-5.98199100,0.48683446,0.00139123,0.12190994,0.35603871,0.09143225,0.17306604,0.00000000
-5.97598799,0.48927657,0.00139391,0.12202445,0.35677953,0.09184320,0.17444988,0.00000000
-5.96998499,0.48937542,0.00138945,0.12135912,0.35535736,0.09196049,0.17513048,0.00000000
-5.96398199,0.48719723,0.00137785,0.11991344,0.35177967,0.09179538,0.17514998,0.00000000
-5.95797899,0.48290591,0.00135938,0.11770882,0.34611733,0.09138144,0.17458644,0.00000000
-5.95197599,0.47675629,0.00133457,0.11478722,0.33850019,0.09077307,0.17355124,0.00000000
-5.94597299,0.46908496,0.00130419,0.11120940,0.32911105,0.09004366,0.17218546,0.00000000
-5.93996998,0.46029864,0.00126919,0.10705260,0.31817798,0.08928323,0.17065536,0.00000000
-5.93396698,0.45086067,0.00123070,0.10240782,0.30596546,0.08859574,0.16914706,0.00000000
-5.92796398,0.44127614,0.00118996,0.09737695,0.29276480,0.08809614,0.16786061,0.00000000
-5.92196098,0.43207600,0.00114831,0.09206964,0.27888396,0.08790716,0.16700370,0.00000000
-5.91595798,0.42380091,0.00110710,0.08660025,0.26463746,0.08815611,0.16678515,0.00000000
-5.90995498,0.41698535,0.00106771,0.08108484,0.25033664,0.08897152,0.16740846,0.00000000
-5.90395198,0.41214247,0.00103147,0.07563844,0.23628063,0.09048003,0.16906569,0.00000000
-5.89794897,0.40975029,0.00099966,0.07037249,0.22274844,0.09280326,0.17193174,0.00000000
-5.89194597,0.41023958,0.00097348,0.06539276,0.20999236,0.09605506,0.17615949,0.00000000
-5.88594297,0.41398392,0.00095403,0.06079756,0.19823297,0.10033893,0.18187564,0.00000000
-5.87993997,0.42129206,0.00094230,0.05667640,0.18765566,0.10574582,0.18917770,0.00000000
-5.87393697,0.43240270,0.00093919,0.05310896,0.17840900,0.11235223,0.19813203,0.00000000
-5.86793397,0.44748191,0.00094549,0.05016452,0.17060468,0.12021872,0.20877302,0.00000000
-5.86193097,0.46662292,0.00096194,0.04790160,0.16431898,0.12938868,0.22110340,0.00000000
-5.85592796,0.48984815,0.00098919,0.04636788,0.15959563,0.13988749,0.23509569,0.00000000
-5.84992496,0.51711324,0.00102787,0.04560034,0.15644980,0.15172195,0.25069450,0.00000000
-5.84392196,0.54831274,0.00107861,0.04562552,0.15487291,0.16488002,0.26781975,0.00000000
-5.83791896,0.58328696,0.00114205,0.04645983,0.15483807,0.17933072,0.28637041,0.00000000
-5.83191596,0.62182962,0.00121886,0.04810999,0.15630571,0.19502439,0.30622862,0.00000000
-5.82591296,0.66369582,0.00130978,0.05057348,0.15922920,0.21189299,0.32726391,0.00000000
-5.81990995,0.70860990,0.00141561,0.05383895,0.16356007,0.22985074,0.34933736,0.00000000
-5.81390695,0.75627278,0.00153720,0.05788679,0.16925269,0.24879493,0.37230519,0.00000000
-5.80790395,0.80636842,0.00167547,0.06268971,0.17626812,0.26860691,0.39602190,0.00000000
-5.80190095,0.85856927,0.00183134,0.06821345,0.18457694,0.28915347,0.42034247,0.00000000
-5.79589795,0.91254040,0.00200571,0.07441765,0.19416106,0.31028849,0.44512371,0.00000000
-5.78989495,0.96794242,0.00219943,0.08125697,0.20501443,0.33185495,0.47022450,0.00000000
-5.78389195,1.02443330,0.00241319,0.08868249,0.21714264,0.35368748,0.49550514,0.00000000
-5.77788894,1.08166917,0.00264747,0.09664337,0.23056165,0.37561536,0.52082573,0.00000000
-5.77188594,1.13930452,0.00290244,0.10508896,0.24529570,0.39746608,0.54604385,0.00000000
-5.76588294,1.19699220,0.00317793,0.11397115,0.26137474,0.41906951,0.57101170,0.00000000
-5.75987994,1.25438361,0.00347329,0.12324715,0.27883156,0.44026257,0.59557306,0.00000000
-5.75387694,1.31112957,0.00378733,0.13288253,0.29769904,0.46089446,0.61956041,0.00000000
-5.74787394,1.36688230,0.00411832,0.14285444,0.31800759,0.48083230,0.64279244,0.00000000
-5.74187094,1.42129894,0.00446387,0.15315502,0.33978340,0.49996702,0.66507250,0.00000000
-5.73586793,1.47404673,0.00482101,0.16379466,0.36304736,0.51821938,0.68618807,0.00000000
-5.72986493,1.52481016,0.00518612,0.17480520,0.38781512,0.53554583,0.70591170,0.00000000
-5.72386193,1.57329990,0.00555508,0.18624267,0.41409814,0.55194388,0.72400347,0.00000000
-5.71785893,1.61926336,0.00592327,0.19818945,0.44190591,0.56745690,0.74021506,0.00000000
-5.71185593,1.66249653,0.00628577,0.21075574,0.47124905,0.58217771,0.75429549,0.00000000
-5.70585293,1.70285631,0.00663747,0.22408003,0.50214313,0.59625100,0.76599822,0.00000000
-5.69984992,1.74027290,0.00697326,0.23832843,0.53461293,0.60987393,0.77508947,0.00000000
-5.69384692,1.77476116,0.00728826,0.25369274,0.56869669,0.62329501,0.78135743,0.00000000
-5.68784392,1.80643020,0.00757805,0.27038717,0.60444982,0.63681074,0.78462173,0.00000000
-5.68184092,1.83549023,0.00783884,0.28864360,0.64194777,0.65076017,0.78474298,0.00000000
-5.67583792,1.86225590,0.00806779,0.30870548,0.68128742,0.66551709,0.78163152,0.00000000
-5.66983492,1.88714543,0.00826312,0.33082032,0.72258675,0.68148019,0.77525521,0.00000000
-5.66383192,1.91067497,0.00842437,0.35523103,0.76598232,0.69906116,0.76564550,0.00000000
-5.65782891,1.93344801,0.00855252,0.38216632,0.81162449,0.71867104,0.75290159,0.00000000
-5.65182591,1.95613985,0.00865008,0.41183031,0.85967039,0.74070544,0.73719229,0.00000000
-5.64582291,1.97947739,0.00872117,0.44439197,0.91027461,0.76552877,0.71875533,0.00000000
-5.63981991,2.00421495,0.00877148,0.47997445,0.96357817,0.79345838,0.69789424,0.00000000
-5.63381691,2.03110703,0.00880824,0.51864513,1.01969612,0.82474907,0.67497268,0.00000000
-5.62781391,2.06087906,0.00884005,0.56040654,1.07870456,0.85957863,0.65040654,0.00000000
-5.62181091,2.09419774,0.00887670,0.60518881,1.14062769,0.89803526,0.62465411,0.00000000
-5.61580790,2.13164227,0.00892896,0.65284410,1.20542602,0.94010728,0.59820470,0.00000000
-5.60980490,2.17367808,0.00900821,0.70314334,1.27298647,0.98567598,0.57156628,0.00000000
-5.60380190,2.22063461,0.00912616,0.75577577,1.34311523,1.03451190,0.54525252,0.00000000
-5.59779890,2.27268854,0.00929445,0.81035144,1.41553438,1.08627514,0.51977002,0.00000000
-5.59179590,2.32985349,0.00952429,0.86640690,1.48988266,1.14051981,0.49560598,0.00000000
-5.58579290,2.39197737,0.00982604,0.92341414,1.56572114,1.19670278,0.47321707,0.00000000
-5.57978989,2.45874758,0.01020883,0.98079259,1.64254379,1.25419668,0.45301973,0.00000000
-5.57378689,2.52970453,0.01068022,1.03792413,1.71979306,1.31230682,0.43538233,0.00000000
-5.56778389,2.60426297,0.01124586,1.09417052,1.79688018,1.37029165,0.42061943,0.00000000
-5.56178089,2.68174060,0.01190925,1.14889286,1.87320947,1.42738612,0.40898820,0.00000000
-5.55577789,2.76139280,0.01267149,1.20147248,1.94820592,1.48282711,0.40068707,0.00000000
-5.54977489,2.84245198,0.01353120,1.25133237,2.02134482,1.53588010,0.39585662,0.00000000
-5.54377189,2.92416982,0.01448443,1.29795841,2.09218221,1.58586599,0.39458227,0.00000000
-5.53776888,3.00586044,0.01552471,1.34091953,2.16038470,1.63218703,0.39689875,0.00000000
-5.53176588,3.08694215,0.01664319,1.37988586,2.22575702,1.67435073,0.40279592,0.00000000
-5.52576288,3.16697579,0.01782886,1.41464401,2.28826577,1.71199066,0.41222549,0.00000000
-5.51975988,3.24569728,0.01906882,1.44510869,2.34805787,1.74488313,0.42510831,0.00000000
-5.51375688,3.32304246,0.02034867,1.47132990,2.40547234,1.77295882,0.44134172,0.00000000
-5.50775388,3.39916251,0.02165296,1.49349524,2.46104411,1.79630871,0.46080653,0.00000000
-5.50175088,3.47442833,0.02296563,1.51192675,2.51549899,1.81518370,0.48337332,0.00000000
-5.49574787,3.54942315,0.02427055,1.52707239,2.56973923,1.82998763,0.50890749,0.00000000
-5.48974487,3.62492267,0.02555197,1.53949181,2.62481936,1.84126372,0.53727298,0.00000000
-5.48374187,3.70186299,0.02679510,1.54983704,2.68191244,1.84967469,0.56833426,0.00000000
-5.47773887,3.78129686,0.02798644,1.55882839,2.74226753,1.85597705,0.60195649,0.00000000
-5.47173587,3.86433964,0.02911426,1.56722636,2.80715915,1.86099041,0.63800389,0.00000000
-5.46573287,3.95210674,0.03016885,1.57580053,2.87783051,1.86556289,0.67633624,0.00000000
-5.45972986,4.04564491,0.03114275,1.58529659,2.95543221,1.87053402,0.71680375,0.00000000
-5.45372686,4.14586034,0.03203082,1.59640272,3.04095880,1.87669634,0.75924061,0.00000000
-5.44772386,4.25344664,0.03283024,1.60971681,3.13518570,1.88475767,0.80345754,0.00000000
-5.44172086,4.36881610,0.03354040,1.62571588,3.23860930,1.89530540,0.84923382,0.00000000
-5.43571786,4.49203798,0.03416263,1.64472903,3.35139311,1.90877454,0.89630941,0.00000000
-5.42971486,4.62278692,0.03469992,1.66691547,3.47332269,1.92542111,0.94437759,0.00000000
-5.42371186,4.76030490,0.03515647,1.69224851,3.60377231,1.94530213,0.99307895,0.00000000
-5.41770885,4.90337939,0.03553731,1.72050667,3.74168532,1.96826342,1.04199711,0.00000000
-5.41170585,5.05033984,0.03584777,1.75127245,3.88557053,1.99393594,1.09065685,0.00000000
-5.40570285,5.19907393,0.03609303,1.78393928,4.03351563,2.02174115,1.13852504,0.00000000
-5.39969985,5.34706406,0.03627770,1.81772643,4.18321857,2.05090545,1.18501472,0.00000000
-5.39369685,5.49144377,0.03640541,1.85170179,4.33203639,2.08048334,1.22949252,0.00000000
-5.38769385,5.62907258,0.03647852,1.88481158,4.47705095,2.10938843,1.27128941,0.00000000
-5.38169085,5.75662695,0.03649794,1.91591608,4.61514927,2.13643134,1.30971459,0.00000000
-5.37568784,5.87070407,0.03646297,1.94382988,4.74311618,2.16036269,1.34407215,0.00000000
-5.36968484,5.96793452,0.03637139,1.96736510,4.85773577,2.17991968,1.37367992,0.00000000
-5.36368184,6.04509902,0.03621955,1.98537578,4.95589757,2.19387405,1.39788985,0.00000000
-5.35767884,6.09924445,0.03600260,1.99680148,5.03470337,2.20107958,1.41610892,0.00000000
-5.35167584,6.12779388,0.03571484,2.00070826,5.09156985,2.20051672,1.42781975,0.00000000
-5.34567284,6.12864576,0.03535008,1.99632523,5.12432260,2.19133279,1.43259999,0.00000000
-5.33966983,6.10025757,0.03490211,1.98307497,5.13127736,2.17287563,1.43013927,0.00000000
-5.33366683,6.04171013,0.03436517,1.96059670,5.11130462,2.14471951,1.42025318,0.00000000
-5.32766383,5.95274959,0.03373433,1.92876093,5.06387461,2.10668209,1.40289322,0.00000000
-5.32166083,5.83380502,0.03300599,1.88767528,4.98908075,2.05883188,1.37815235,0.00000000
-5.31565783,5.68598091,0.03217821,1.83768108,4.88764015,2.00148590,1.34626575,0.00000000
-5.30965483,5.51102507,0.03125098,1.77934124,4.76087152,1.93519799,1.30760654,0.00000000
-5.30365183,5.31127327,0.03022643,1.71341980,4.61065138,1.86073838,1.26267687,0.00000000
-5.29764882,5.08957370,0.02910892,1.64085455,4.43935075,1.77906567,1.21209438,0.00000000
-5.29164582,4.84919445,0.02790502,1.56272377,4.24975543,1.69129273,1.15657502,0.00000000
-5.28564282,4.59371864,0.02662341,1.48020895,4.04497344,1.59864805,1.09691265,0.00000000
-5.27963982,4.32693185,0.02527466,1.39455498,3.82833403,1.50243459,1.03395657,0.00000000
-5.27363682,4.05270679,0.02387095,1.30702985,3.60328280,1.40398776,0.96858781,0.00000000
-5.26763382,3.77489027,0.02242571,1.21888537,3.37327730,1.30463454,0.90169533,0.00000000
-5.26163082,3.49719689,0.02095324,1.13132066,3.14168768,1.20565528,0.83415298,0.00000000
-5.25562781,3.22311357,0.01946829,1.04544970,2.91170613,1.10824961,0.76679815,0.00000000
-5.24962481,2.95581834,0.01798559,0.96227417,2.68626848,1.01350775,0.70041298,0.00000000
-5.24362181,2.69811557,0.01651953,0.88266232,2.46799049,0.92238786,0.63570864,0.00000000
-5.23761881,2.45238955,0.01508370,0.80733441,2.25912054,0.83570008,0.57331304,0.00000000
-5.23161581,2.22057672,0.01369060,0.73685480,2.06150966,0.75409728,0.51376246,0.00000000
-5.22561281,2.00415645,0.01235140,0.67163065,1.87659878,0.67807252,0.45749680,0.00000000
-5.21960980,1.80415923,0.01107567,0.61191673,1.70542250,0.60796251,0.40485865,0.00000000
-5.21360680,1.62119043,0.00987132,0.55782565,1.54862792,0.54395666,0.35609562,0.00000000
-5.20760380,1.45546738,0.00874449,0.50934264,1.40650643,0.48611064,0.31136572,0.00000000
-5.20160080,1.30686699,0.00769957,0.46634398,1.27903616,0.43436359,0.27074514,0.00000000
-5.19559780,1.17498100,0.00673927,0.42861785,1.16593208,0.38855783,0.23423796,0.00000000
-5.18959480,1.05917586,0.00586473,0.39588664,1.06670125,0.34846009,0.20178715,0.00000000
-5.18359180,0.95865427,0.00507565,0.36782955,0.98070011,0.31378318,0.17328630,0.00000000
-5.17758879,0.87251569,0.00437051,0.34410459,0.90719121,0.28420717,0.14859146,0.00000000
-5.17158579,0.79981339,0.00374678,0.32436896,0.84539698,0.25939926,0.12753273,0.00000000
-5.16558279,0.73960584,0.00320107,0.30829718,0.79454831,0.23903166,0.10992502,0.00000000
-5.15957979,0.69100091,0.00272944,0.29559630,0.75392626,0.22279683,0.09557768,0.00000000
-5.15357679,0.65319159,0.00232751,0.28601767,0.72289552,0.21041981,0.08430273,0.00000000
-5.14757379,0.62548240,0.00199069,0.27936521,0.70092880,0.20166726,0.07592151,0.00000000
-5.14157079,0.60730605,0.00171437,0.27549974,0.68762156,0.19635315,0.07026955,0.00000000
-5.13556778,0.59823056,0.00149397,0.27433974,0.68269720,0.19434110,0.06719981,0.00000000
-5.12956478,0.59795693,0.00132514,0.27585839,0.68600290,0.19554351,0.06658400,0.00000000
-5.12356178,0.60630831,0.00120378,0.28007747,0.69749699,0.19991761,0.06831238,0.00000000
-5.11755878,0.62321147,0.00112609,0.28705833,0.71722868,0.20745894,0.07229201,0.00000000
-5.11155578,0.64867182,0.00108861,0.29689056,0.74531159,0.21819246,0.07844362,0.00000000
-5.10555278,0.68274343,0.00108819,0.30967886,0.78189249,0.23216187,0.08669740,0.00000000
-5.09954977,0.72549548,0.00112198,0.32552878,0.82711698,0.24941754,0.09698783,0.00000000
-5.09354677,0.77697685,0.00118736,0.34453204,0.88109368,0.27000374,0.10924805,0.00000000
-5.08754377,0.83718047,0.00128191,0.36675197,0.94385891,0.29394556,0.12340378,0.00000000
-5.08154077,0.90600908,0.00140329,0.39220985,1.01534347,0.32123621,0.13936732,0.00000000
-5.07553777,0.98324413,0.00154922,0.42087280,1.09534310,0.35182520,0.15703187,0.00000000
-5.06953477,1.06851908,0.00171736,0.45264360,1.18349424,0.38560796,0.17626643,0.00000000
-5.06353177,1.16129861,0.00190530,0.48735313,1.27925625,0.42241734,0.19691166,0.00000000
-5.05752876,1.26086483,0.00211044,0.52475574,1.38190095,0.46201749,0.21877691,0.00000000
-5.05152576,1.36631116,0.00233001,0.56452767,1.49051031,0.50410041,0.24163862,0.00000000
-5.04552276,1.47654461,0.00256099,0.60626895,1.60398242,0.54828539,0.26524037,0.00000000
-5.03951976,1.59029640,0.00280015,0.64950843,1.72104569,0.59412153,0.28929449,0.00000000
-5.03351676,1.70614088,0.00304408,0.69371202,1.84028071,0.64109329,0.31348552,0.00000000
-5.02751376,1.82252219,0.00328920,0.73829371,1.96014908,0.68862900,0.33747522,0.00000000
-5.02151076,1.93778749,0.00353182,0.78262909,2.07902792,0.73611204,0.36090914,0.00000000
-5.01550775,2.05022587,0.00376830,0.82607057,2.19524854,0.78289422,0.38342454,0.00000000
