energy_ev,total_up,In_p_up,In_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.85592796,0.44957869,0.02594983,0.00052188,0.01835390,0.23889433,0.12684307,0.05922081
-5.84992496,0.43375830,0.02416135,0.00050846,0.01857827,0.22772157,0.12649512,0.05731715
-5.84392196,0.42118526,0.02265888,0.00050018,0.01888560,0.21801789,0.12718006,0.05582454
-5.83791896,0.41164519,0.02143326,0.00049661,0.01925724,0.20974709,0.12875957,0.05470858
-5.83191596,0.40488407,0.02047328,0.00049730,0.01967327,0.20284667,0.13109089,0.05393014
-5.82591296,0.40061818,0.01976634,0.00050176,0.02011292,0.19723175,0.13403037,0.05344650
-5.81990995,0.39854469,0.01929914,0.00050952,0.02055508,0.19279979,0.13743711,0.05321278
-5.81390695,0.39835277,0.01905824,0.00052014,0.02097886,0.18943565,0.14117645,0.05318328
-5.80790395,0.39973450,0.01903057,0.00053320,0.02136412,0.18701697,0.14512336,0.05331290
-5.80190095,0.40239509,0.01920388,0.00054830,0.02169206,0.18541944,0.14916539,0.05355854
-5.79589795,0.40606207,0.01956700,0.00056514,0.02194576,0.18452163,0.15320517,0.05388029
-5.78989495,0.41049271,0.02010999,0.00058343,0.02211066,0.18420935,0.15716229,0.05424253
-5.78389195,0.41547963,0.02082418,0.00060297,0.02217495,0.18437910,0.16097444,0.05461471
-5.77788894,0.42085406,0.02170202,0.00062360,0.02212995,0.18494061,0.16459775,0.05497194
-5.77188594,0.42648680,0.02273677,0.00064522,0.02197026,0.18581825,0.16800629,0.05529522
-5.76588294,0.43228672,0.02392214,0.00066777,0.02169387,0.18695139,0.17119071,0.05557141
-5.75987994,0.43819707,0.02525178,0.00069123,0.02130211,0.18829372,0.17415615,0.05579285
-5.75387694,0.44418980,0.02671868,0.00071559,0.02079952,0.18981154,0.17691941,0.05595680
-5.74787394,0.45025825,0.02831457,0.00074086,0.02019355,0.19148134,0.17950558,0.05606456
-5.74187094,0.45640873,0.03002933,0.00076700,0.01949418,0.19328669,0.18194438,0.05612048
-5.73586793,0.46265160,0.03185042,0.00079399,0.01871349,0.19521492,0.18426629,0.05613087
-5.72986493,0.46899230,0.03376238,0.00082173,0.01786515,0.19725354,0.18649872,0.05610282
-5.72386193,0.47542303,0.03574653,0.00085010,0.01696386,0.19938698,0.18866254,0.05604316
-5.71785893,0.48191563,0.03778073,0.00087887,0.01602480,0.20159366,0.19076904,0.05595737
-5.71185593,0.48841603,0.03983938,0.00090780,0.01506315,0.20384365,0.19281762,0.05584885
-5.70585293,0.49484079,0.04189363,0.00093652,0.01409351,0.20609724,0.19479421,0.05571823
-5.69984992,0.50107583,0.04391177,0.00096464,0.01312955,0.20830426,0.19667069,0.05556302
-5.69384692,0.50697755,0.04585979,0.00099168,0.01218362,0.21040445,0.19840524,0.05537750
-5.68784392,0.51237626,0.04770219,0.00101712,0.01126645,0.21232872,0.19994354,0.05515287
-5.68184092,0.51708169,0.04940289,0.00104043,0.01038704,0.21400124,0.20122093,0.05487767
-5.67583792,0.52089031,0.05092626,0.00106103,0.00955245,0.21534228,0.20216529,0.05453835
-5.66983492,0.52359397,0.05223823,0.00107837,0.00876791,0.21627155,0.20270041,0.05412007
-5.66383192,0.52498935,0.05330738,0.00109194,0.00803679,0.21671188,0.20274978,0.05360761
-5.65782891,0.52488771,0.05410608,0.00110125,0.00736078,0.21659295,0.20224056,0.05298629
-5.65182591,0.52312425,0.05461138,0.00110590,0.00674004,0.21585488,0.20110739,0.05224291
-5.64582291,0.51956662,0.05480592,0.00110558,0.00617344,0.21445139,0.19929596,0.05136665
-5.63981991,0.51412207,0.05467858,0.00110008,0.00565879,0.21235243,0.19676605,0.05034975
-5.63381691,0.50674277,0.05422490,0.00108930,0.00519310,0.20954601,0.19349393,0.04918815
-5.62781391,0.49742911,0.05344730,0.00107325,0.00477279,0.20603915,0.18947399,0.04788187
-5.62181091,0.48623076,0.05235504,0.00105209,0.00439397,0.20185796,0.18471948,0.04643515
-5.61580790,0.47324541,0.05096392,0.00102607,0.00405259,0.19704676,0.17926242,0.04485641
-5.60980490,0.45861541,0.04929580,0.00099555,0.00374468,0.19166629,0.17315264,0.04315799
-5.60380190,0.44252244,0.04737786,0.00096099,0.00346644,0.18579128,0.16645603,0.04135572
-5.59779890,0.42518060,0.04524173,0.00092292,0.00321436,0.17950724,0.15925218,0.03946827
-5.59179590,0.40682819,0.04292247,0.00088195,0.00298535,0.17290695,0.15163142,0.03751644
-5.58579290,0.38771887,0.04045755,0.00083870,0.00277670,0.16608665,0.14369162,0.03552236
-5.57978989,0.36811245,0.03788565,0.00079382,0.00258620,0.15914224,0.13553472,0.03350864
-5.57378689,0.34826584,0.03524568,0.00074796,0.00241205,0.15216558,0.12726330,0.03149755
-5.56778389,0.32842478,0.03257567,0.00070175,0.00225294,0.14524126,0.11897732,0.02951029
-5.56178089,0.30881638,0.02991192,0.00065576,0.00210797,0.13844381,0.11077117,0.02756626
-5.55577789,0.28964312,0.02728815,0.00061052,0.00197664,0.13183557,0.10273113,0.02568256
-5.54977489,0.27107826,0.02473493,0.00056649,0.00185884,0.12546524,0.09493337,0.02387358
-5.54377189,0.25326299,0.02227920,0.00052407,0.00175484,0.11936722,0.08744250,0.02215069
-5.53776888,0.23630511,0.01994394,0.00048356,0.00166528,0.11356167,0.08031073,0.02052217
-5.53176588,0.22027939,0.01774814,0.00044520,0.00159117,0.10805522,0.07357757,0.01899325
-5.52576288,0.20522932,0.01570677,0.00040913,0.00153390,0.10284233,0.06727012,0.01756624
-5.51975988,0.19117010,0.01383099,0.00037545,0.00149529,0.09790711,0.06140379,0.01624080
-5.51375688,0.17809255,0.01212846,0.00034416,0.00147760,0.09322548,0.05598341,0.01501433
-5.50775388,0.16596773,0.01060372,0.00031524,0.00148358,0.08876755,0.05100465,0.01388235
-5.50175088,0.15475189,0.00925866,0.00028860,0.00151653,0.08450010,0.04645560,0.01283896
-5.49574787,0.14439152,0.00809301,0.00026412,0.00158029,0.08038890,0.04231849,0.01187729
-5.48974487,0.13482821,0.00710485,0.00024166,0.00167928,0.07640094,0.03857135,0.01098993
-5.48374187,0.12600301,0.00629109,0.00022106,0.00181853,0.07250630,0.03518965,0.01016934
-5.47773887,0.11786029,0.00564793,0.00020216,0.00200365,0.06867965,0.03214775,0.00940818
-5.47173587,0.11035078,0.00517122,0.00018479,0.00224078,0.06490141,0.02942015,0.00869962
-5.46573287,0.10343377,0.00485684,0.00016881,0.00253650,0.06115838,0.02698251,0.00803753
-5.45972986,0.09707854,0.00470087,0.00015407,0.00289777,0.05744398,0.02481242,0.00741667
-5.45372686,0.09126492,0.00469981,0.00014044,0.00333169,0.05375815,0.02288990,0.00683275
-5.44772386,0.08598306,0.00485058,0.00012782,0.00384540,0.05010681,0.02119769,0.00628246
-5.44172086,0.08123263,0.00515056,0.00011613,0.00444577,0.04650112,0.01972120,0.00576347
-5.43571786,0.07702149,0.00559746,0.00010528,0.00513916,0.04295651,0.01844846,0.00527436
-5.42971486,0.07336393,0.00618916,0.00009524,0.00593114,0.03949159,0.01736973,0.00481452
-5.42371186,0.07027883,0.00692355,0.00008597,0.00682615,0.03612699,0.01647713,0.00438408
-5.41770885,0.06778766,0.00779826,0.00007745,0.00782720,0.03288431,0.01576410,0.00398380
-5.41170585,0.06591273,0.00881044,0.00006968,0.00893557,0.02978505,0.01522497,0.00361497
-5.40570285,0.06467553,0.00995657,0.00006266,0.01015052,0.02684977,0.01485438,0.00327935
-5.39969985,0.06409559,0.01123222,0.00005643,0.01146907,0.02409740,0.01464690,0.00297910
-5.39369685,0.06418969,0.01263201,0.00005101,0.01288582,0.02154473,0.01459660,0.00271675
-5.38769385,0.06497162,0.01414951,0.00004645,0.01439290,0.01920611,0.01469685,0.00249521
-5.38169085,0.06645251,0.01577733,0.00004281,0.01597998,0.01709340,0.01494012,0.00231778
-5.37568784,0.06864163,0.01750727,0.00004015,0.01763435,0.01521606,0.01531799,0.00218821
-5.36968484,0.07154770,0.01933060,0.00003856,0.01934123,0.01358139,0.01582119,0.00211075
-5.36368184,0.07518063,0.02123843,0.00003814,0.02108409,0.01219489,0.01643984,0.00209025
-5.35767884,0.07955347,0.02322216,0.00003899,0.02284513,0.01106076,0.01716376,0.00213218
-5.35167584,0.08468463,0.02527402,0.00004125,0.02460585,0.01018237,0.01798282,0.00224276
-5.34567284,0.09059993,0.02738766,0.00004505,0.02634768,0.00956273,0.01888740,0.00242897
-5.33966983,0.09733457,0.02955868,0.00005058,0.02805267,0.00920500,0.01986881,0.00269854
-5.33366683,0.10493464,0.03178517,0.00005800,0.02970421,0.00911282,0.02091975,0.00305997
-5.32766383,0.11345802,0.03406821,0.00006750,0.03128773,0.00929057,0.02203468,0.00352245
-5.32166083,0.12297457,0.03641208,0.00007930,0.03279126,0.00974352,0.02321013,0.00409567
-5.31565783,0.13356532,0.03882449,0.00009360,0.03420605,0.01047778,0.02444491,0.00478968
-5.30965483,0.14532065,0.04131643,0.00011062,0.03552688,0.01150015,0.02574014,0.00561460
-5.30365183,0.15833741,0.04390191,0.00013055,0.03675233,0.01281776,0.02709916,0.00658025
-5.29764882,0.17271482,0.04659733,0.00015359,0.03788483,0.01443755,0.02852726,0.00769582
-5.29164582,0.18854947,0.04942068,0.00017990,0.03893047,0.01636571,0.03003126,0.00896939
-5.28564282,0.20592926,0.05239047,0.00020962,0.03989867,0.01860691,0.03161892,0.01040741
-5.27963982,0.22492684,0.05552444,0.00024282,0.04080164,0.02116349,0.03329821,0.01201427
-5.27363682,0.24559251,0.05883818,0.00027953,0.04165366,0.02403471,0.03507648,0.01379172
-5.26763382,0.26794719,0.06234359,0.00031973,0.04247027,0.02721590,0.03695961,0.01573842
-5.26163082,0.29197567,0.06604743,0.00036329,0.04326731,0.03069773,0.03895109,0.01784953
-5.25562781,0.31762071,0.06994985,0.00041002,0.04406001,0.03446568,0.04105117,0.02011635
-5.24962481,0.34477831,0.07404323,0.00045965,0.04486205,0.03849953,0.04325611,0.02252609
-5.24362181,0.37329455,0.07831120,0.00051181,0.04568469,0.04277320,0.04555760,0.02506176
-5.23761881,0.40296440,0.08272800,0.00056604,0.04653606,0.04725476,0.04794232,0.02770224
-5.23161581,0.43353268,0.08725836,0.00062180,0.04742060,0.05190674,0.05039183,0.03042248
-5.22561281,0.46469736,0.09185771,0.00067849,0.04833872,0.05668669,0.05288260,0.03319394
-5.21960980,0.49611522,0.09647294,0.00073542,0.04928669,0.06154808,0.05538648,0.03598508
-5.21360680,0.52740969,0.10104359,0.00079188,0.05025679,0.06644134,0.05787131,0.03876214
-5.20760380,0.55818073,0.10550355,0.00084712,0.05123762,0.07131523,0.06030184,0.04148998
-5.20160080,0.58801628,0.10978298,0.00090037,0.05221475,0.07611829,0.06264091,0.04413300
-5.19559780,0.61650483,0.11381066,0.00095090,0.05317140,0.08080044,0.06485072,0.04665621
-5.18959480,0.64324851,0.11751638,0.00099798,0.05408941,0.08531458,0.06689433,0.04902625
-5.18359180,0.66787612,0.12083349,0.00104095,0.05495016,0.08961818,0.06873707,0.05121239
-5.17758879,0.69005544,0.12370129,0.00107923,0.05573563,0.09367474,0.07034804,0.05318749
-5.17158579,0.70950416,0.12606727,0.00111233,0.05642936,0.09745506,0.07170151,0.05492879
-5.16558279,0.72599902,0.12788896,0.00113985,0.05701735,0.10093834,0.07277803,0.05641862
-5.15957979,0.73938261,0.12913551,0.00116152,0.05748889,0.10411295,0.07356554,0.05764478
-5.15357679,0.74956765,0.12978861,0.00117718,0.05783716,0.10697692,0.07406002,0.05860092
-5.14757379,0.75653850,0.12984308,0.00118680,0.05805971,0.10953817,0.07426599,0.05928649
-5.14157079,0.76035002,0.12930678,0.00119046,0.05815872,0.11181436,0.07419669,0.05970662
-5.13556778,0.76112388,0.12820009,0.00118834,0.05814106,0.11383261,0.07387390,0.05987176
-5.12956478,0.75904268,0.12655495,0.00118073,0.05801822,0.11562884,0.07332758,0.05979716
-5.12356178,0.75434235,0.12441345,0.00116798,0.05780601,0.11724705,0.07259522,0.05950219
-5.11755878,0.74730324,0.12182617,0.00115054,0.05752422,0.11873838,0.07172103,0.05900959
-5.11155578,0.73824050,0.11885041,0.00112888,0.05719608,0.12016012,0.07075492,0.05834470
-5.10555278,0.72749431,0.11554822,0.00110352,0.05684773,0.12157462,0.06975146,0.05753463
-5.09954977,0.71542041,0.11198458,0.00107497,0.05650757,0.12304819,0.06876869,0.05660746
-5.09354677,0.70238135,0.10822567,0.00104376,0.05620563,0.12464995,0.06786702,0.05559157
-5.08754377,0.68873884,0.10433739,0.00101042,0.05597296,0.12645069,0.06710807,0.05451500
-5.08154077,0.67484733,0.10038411,0.00097545,0.05584089,0.12852160,0.06655363,0.05340494
-5.07553777,0.66104887,0.09642776,0.00093933,0.05584047,0.13093304,0.06626460,0.05228726
-5.06953477,0.64766934,0.09252729,0.00090250,0.05600174,0.13375313,0.06630013,0.05118629
-5.06353177,0.63501577,0.08873837,0.00086542,0.05635311,0.13704625,0.06671675,0.05012453
-5.05752876,0.62337465,0.08511343,0.00082848,0.05692062,0.14087143,0.06756759,0.04912254
-5.05152576,0.61301087,0.08170192,0.00079208,0.05772731,0.14528058,0.06890176,0.04819885
-5.04552276,0.60416717,0.07855072,0.00075663,0.05879245,0.15031657,0.07076374,0.04736990
-5.03951976,0.59706372,0.07570470,0.00072250,0.06013080,0.15601137,0.07319283,0.04665005
-5.03351676,0.59189772,0.07320733,0.00069010,0.06175192,0.16238401,0.07622278,0.04605149
-5.02751376,0.58884278,0.07110116,0.00065985,0.06365945,0.16943880,0.07988140,0.04558425
-5.02151076,0.58804814,0.06942835,0.00063218,0.06585051,0.17716362,0.08419032,0.04525613
-5.01550775,0.58963759,0.06823092,0.00060754,0.06831513,0.18552863,0.08916482,0.04507265
-5.00950475,0.59370825,0.06755091,0.00058641,0.07103595,0.19448536,0.09481379,0.04503699
-5.00350175,0.60032926,0.06743024,0.00056930,0.07398796,0.20396639,0.10113979,0.04514993
-4.99749875,0.60954048,0.06791039,0.00055672,0.07713866,0.21388569,0.10813915,0.04540984
-4.99149575,0.62135150,0.06903173,0.00054922,0.08044831,0.22413970,0.11580227,0.04581265
-4.98549275,0.63574082,0.07083271,0.00054731,0.08387057,0.23460909,0.12411386,0.04635193
-4.97948974,0.65265552,0.07334871,0.00055153,0.08735342,0.24516138,0.13305327,0.04701897
-4.97348674,0.67201136,0.07661068,0.00056236,0.09084033,0.25565412,0.14259481,0.04780293
-4.96748374,0.69369326,0.08064365,0.00058027,0.09427172,0.26593874,0.15270799,0.04869107
-4.96148074,0.71755618,0.08546502,0.00060564,0.09758655,0.27586470,0.16335764,0.04966901
-4.95547774,0.74342630,0.09108277,0.00063881,0.10072412,0.28528401,0.17450391,0.05072100
-4.94947474,0.77110227,0.09749366,0.00067999,0.10362589,0.29405563,0.18610206,0.05183024
-4.94347174,0.80035657,0.10468147,0.00072930,0.10623725,0.30204977,0.19810205,0.05297923
-4.93746873,0.83093677,0.11261533,0.00078670,0.10850925,0.30915178,0.21044798,0.05415002
-4.93146573,0.86256666,0.12124830,0.00085203,0.11040005,0.31526543,0.22307736,0.05532453
-4.92546273,0.89494737,0.13051626,0.00092496,0.11187618,0.32031546,0.23592019,0.05648478
-4.91945973,0.92775833,0.14033724,0.00100499,0.11291339,0.32424933,0.24889819,0.05761306
-4.91345673,0.96065854,0.15061116,0.00109143,0.11349721,0.32703806,0.26192402,0.05869212
-4.90745373,0.99328800,0.16122029,0.00118344,0.11362311,0.32867622,0.27490070,0.05970523
-4.90145073,1.02526994,0.17203028,0.00128000,0.11329625,0.32918112,0.28772148,0.06063629
-4.89544772,1.05621383,0.18289191,0.00137993,0.11253090,0.32859130,0.30027009,0.06146990
-4.88944472,1.08571961,0.19364356,0.00148192,0.11134955,0.32696446,0.31242168,0.06219142
-4.88344172,1.11338329,0.20411438,0.00158454,0.10978178,0.32437513,0.32404436,0.06278706
-4.87743872,1.13880408,0.21412806,0.00168629,0.10786298,0.32091201,0.33500149,0.06324402
-4.87143572,1.16159303,0.22350721,0.00178562,0.10563292,0.31667548,0.34515471,0.06355066
-4.86543272,1.18138314,0.23207807,0.00188098,0.10313436,0.31177511,0.35436763,0.06369672
-4.85942971,1.19784056,0.23967547,0.00197085,0.10041170,0.30632757,0.36251003,0.06367362
-4.85342671,1.21067656,0.24614791,0.00205381,0.09750976,0.30045477,0.36946250,0.06347479
-4.84742371,1.21965963,0.25136238,0.00212857,0.09447269,0.29428249,0.37512122,0.06309600
-4.84142071,1.22462711,0.25520883,0.00219400,0.09134313,0.28793921,0.37940263,0.06253577
-4.83541771,1.22549559,0.25760406,0.00224920,0.08816156,0.28155527,0.38224780,0.06179563
-4.82941471,1.22226934,0.25849479,0.00229350,0.08496586,0.27526220,0.38362613,0.06088050
-4.82341171,1.21504599,0.25785983,0.00232649,0.08179102,0.26919192,0.38353814,0.05979879
-4.81740870,1.20401898,0.25571109,0.00234804,0.07866906,0.26347594,0.38201717,0.05856255
-4.81140570,1.18947613,0.25209352,0.00235832,0.07562904,0.25824415,0.37912971,0.05718739
-4.80540270,1.17179424,0.24708384,0.00235775,0.07269710,0.25362321,0.37497442,0.05569227
-4.79939970,1.15142938,0.24078817,0.00234701,0.06989659,0.24973449,0.36967960,0.05409913
-4.79339670,1.12890339,0.23333856,0.00232700,0.06724810,0.24669136,0.36339929,0.05243236
-4.78739370,1.10478669,0.22488875,0.00229883,0.06476953,0.24459607,0.35630815,0.05071813
-4.78139070,1.07967828,0.21560911,0.00226372,0.06247603,0.24353610,0.34859518,0.04898357
-4.77538769,1.05418368,0.20568116,0.00222301,0.06037988,0.24358031,0.34045683,0.04725590
-4.76938469,1.02889187,0.19529185,0.00217806,0.05849031,0.24477486,0.33208948,0.04556148
-4.76338169,1.00435228,0.18462785,0.00213021,0.05681324,0.24713941,0.32368197,0.04392490
-4.75737869,0.98105314,0.17387009,0.00208074,0.05535105,0.25066361,0.31540843,0.04236805
-4.75137569,0.95940205,0.16318872,0.00203081,0.05410231,0.25530434,0.30742170,0.04090930
-4.74537269,0.93971005,0.15273888,0.00198142,0.05306160,0.26098383,0.29984785,0.03956290
-4.73936968,0.92217991,0.14265709,0.00193339,0.05221937,0.26758899,0.29278194,0.03833840
-4.73336668,0.90689928,0.13305877,0.00188730,0.05156201,0.27497206,0.28628530,0.03724037
-4.72736368,0.89383915,0.12403659,0.00184354,0.05107200,0.28295271,0.28038446,0.03626831
-4.72136068,0.88285772,0.11565986,0.00180227,0.05072829,0.29132170,0.27507171,0.03541680
-4.71535768,0.87370941,0.10797491,0.00176341,0.05050683,0.29984589,0.27030738,0.03467578
-4.70935468,0.86605871,0.10100626,0.00172673,0.05038129,0.30827467,0.26602349,0.03403117
-4.70335168,0.85949806,0.09475859,0.00169181,0.05032399,0.31634744,0.26212879,0.03346550
-4.69734867,0.85356888,0.08921928,0.00165810,0.05030684,0.32380188,0.25851469,0.03295883
-4.69134567,0.84778459,0.08436137,0.00162499,0.05030249,0.33038272,0.25506190,0.03248962
-4.68534267,0.84165467,0.08014678,0.00159180,0.05028543,0.33585055,0.25164738,0.03203576
-4.67933967,0.83470827,0.07652962,0.00155786,0.05023311,0.33999034,0.24815112,0.03157554
-4.67333667,0.82651647,0.07345939,0.00152254,0.05012696,0.34261920,0.24446263,0.03108855
-4.66733367,0.81671192,0.07088390,0.00148528,0.04995326,0.34359299,0.24048657,0.03055660
-4.66133067,0.80500513,0.06875195,0.00144563,0.04970388,0.34281163,0.23614739,0.02996436
-4.65532766,0.79119656,0.06701538,0.00140327,0.04937670,0.34022263,0.23139280,0.02929994
-4.64932466,0.77518423,0.06563076,0.00135803,0.04897590,0.33582284,0.22619582,0.02855532
-4.64332166,0.75696646,0.06456045,0.00130987,0.04851182,0.32965829,0.22055548,0.02772651
-4.63731866,0.73663991,0.06377311,0.00125893,0.04800073,0.32182215,0.21449608,0.02681356
-4.63131566,0.71439323,0.06324375,0.00120545,0.04746414,0.31245095,0.20806530,0.02582043
-4.62531266,0.69049681,0.06295333,0.00114984,0.04692805,0.30171923,0.20133111,0.02475467
-4.61930965,0.66528930,0.06288799,0.00109258,0.04642190,0.28983295,0.19437784,0.02362695
-4.61330665,0.63916181,0.06303805,0.00103425,0.04597737,0.27702192,0.18730167,0.02245051
-4.60730365,0.61254069,0.06339691,0.00097547,0.04562714,0.26353168,0.18020572,0.02124052
-4.60130065,0.58586977,0.06395985,0.00091688,0.04540355,0.24961520,0.17319521,0.02001347
-4.59529765,0.55959312,0.06472300,0.00085913,0.04533733,0.23552472,0.16637274,0.01878642
-4.58929465,0.53413894,0.06568249,0.00080284,0.04545632,0.22150411,0.15983411,0.01757640
-4.58329165,0.50990556,0.06683386,0.00074857,0.04578443,0.20778210,0.15366480,0.01639983
-4.57728864,0.48724992,0.06817181,0.00069683,0.04634067,0.19456648,0.14793731,0.01527200
-4.57128564,0.46647902,0.06969032,0.00064803,0.04713847,0.18203962,0.14270942,0.01420662
-4.56528264,0.44784450,0.07138314,0.00060251,0.04818513,0.17035526,0.13802339,0.01321554
-4.55927964,0.43154042,0.07324456,0.00056052,0.04948165,0.15963671,0.13390621,0.01230856
-4.55327664,0.41770408,0.07527056,0.00052221,0.05102271,0.14997642,0.13037060,0.01149328
-4.54727364,0.40641955,0.07746007,0.00048766,0.05279694,0.14143676,0.12741685,0.01077513
-4.54127064,0.39772350,0.07981632,0.00045687,0.05478745,0.13405199,0.12503528,0.01015748
-4.53526763,0.39161287,0.08234821,0.00042978,0.05697253,0.12783109,0.12320900,0.00964180
-4.52926463,0.38805372,0.08507147,0.00040630,0.05932656,0.12276147,0.12191701,0.00922789
-4.52326163,0.38699063,0.08800953,0.00038629,0.06182104,0.11881313,0.12113719,0.00891416
-4.51725863,0.38835612,0.09119403,0.00036959,0.06442575,0.11594315,0.12084917,0.00869797
-4.51125563,0.39207952,0.09466470,0.00035605,0.06710995,0.11410035,0.12103679,0.00857591
-4.50525263,0.39809473,0.09846879,0.00034550,0.06984355,0.11322981,0.12169002,0.00854413
-4.49924962,0.40634638,0.10265977,0.00033782,0.07259826,0.11327717,0.12280628,0.00859865
-4.49324662,0.41679430,0.10729535,0.00033289,0.07534865,0.11419245,0.12439103,0.00873564
-4.48724362,0.42941585,0.11243496,0.00033061,0.07807304,0.11593339,0.12645753,0.00895157
-4.48124062,0.44420611,0.11813664,0.00033092,0.08075417,0.11846807,0.12902599,0.00924350
-4.47523762,0.46117602,0.12445346,0.00033378,0.08337973,0.12177687,0.13212191,0.00960910
-4.46923462,0.48034845,0.13142973,0.00033917,0.08594253,0.12585356,0.13577389,0.01004678
-4.46323162,0.50175261,0.13909699,0.00034708,0.08844046,0.13070569,0.14001098,0.01055565
-4.45722861,0.52541701,0.14747021,0.00035751,0.09087617,0.13635407,0.14485959,0.01113554
-4.45122561,0.55136142,0.15654423,0.00037047,0.09325644,0.14283154,0.15034042,0.01178683
-4.44522261,0.57958826,0.16629073,0.00038595,0.09559132,0.15018101,0.15646528,0.01251035
-4.43921961,0.61007391,0.17665600,0.00040390,0.09789309,0.15845275,0.16323416,0.01330719
-4.43321661,0.64276043,0.18755949,0.00042427,0.10017497,0.16770118,0.17063271,0.01417845
-4.42721361,0.67754813,0.19889358,0.00044696,0.10244980,0.17798117,0.17863017,0.01512503
-4.42121061,0.71428940,0.21052438,0.00047182,0.10472862,0.18934389,0.18717802,0.01614738
-4.41520760,0.75278423,0.22229378,0.00049866,0.10701930,0.20183254,0.19620931,0.01724520
-4.40920460,0.79277759,0.23402268,0.00052724,0.10932526,0.21547789,0.20563884,0.01841721
-4.40320160,0.83395895,0.24551531,0.00055727,0.11164440,0.23029397,0.21536411,0.01966091
-4.39719860,0.87596397,0.25656447,0.00058840,0.11396820,0.24627392,0.22526702,0.02097237
-4.39119560,0.91837836,0.26695761,0.00062025,0.11628115,0.26338622,0.23521634,0.02234603
-4.38519260,0.96074376,0.27648333,0.00065238,0.11856055,0.28157149,0.24507071,0.02377456
-4.37918959,1.00256551,0.28493815,0.00068436,0.12077662,0.30073999,0.25468219,0.02524878
-4.37318659,1.04332193,0.29213321,0.00071569,0.12289300,0.32076985,0.26389999,0.02675765
-4.36718359,1.08247482,0.29790061,0.00074590,0.12486764,0.34150636,0.27257450,0.02828823
-4.36118059,1.11948077,0.30209909,0.00077450,0.12665394,0.36276222,0.28056115,0.02982582
-4.35517759,1.15380293,0.30461876,0.00080102,0.12820227,0.38431897,0.28772415,0.03135410
-4.34917459,1.18492274,0.30538473,0.00082500,0.12946167,0.40592946,0.29393988,0.03285534
-4.34317159,1.21235136,0.30435949,0.00084605,0.13038166,0.42732154,0.29909982,0.03431066
-4.33716858,1.23564037,0.30154387,0.00086377,0.13091419,0.44820286,0.30311287,0.03570039
-4.33116558,1.25439144,0.29697658,0.00087787,0.13101548,0.46826657,0.30590712,0.03700444
-4.32516258,1.26826486,0.29073252,0.00088807,0.13064785,0.48719798,0.30743095,0.03820272
-4.31915958,1.27698653,0.28291973,0.00089418,0.12978126,0.50468190,0.30765348,0.03927560
-4.31315658,1.28035356,0.27367534,0.00089607,0.12839470,0.52041044,0.30656442,0.04020437
-4.30715358,1.27823810,0.26316068,0.00089368,0.12647716,0.53409105,0.30417340,0.04097175
