energy_ev,total_up,Ag_p_up,Ag_d_up,Au_p_up,Au_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.84392196,2.37810645,0.29405335,1.28201303,0.13943842,0.82264317,0.00069988,0.05256587,0.00904178,0.17097489
-5.83791896,2.38698858,0.29211223,1.28698805,0.14143277,0.82274711,0.00065495,0.05403941,0.00946241,0.17186594
-5.83191596,2.39496276,0.29051134,1.29134942,0.14348198,0.82221920,0.00061414,0.05550193,0.00990165,0.17294722
-5.82591296,2.40171910,0.28924202,1.29487748,0.14557005,0.82096593,0.00057857,0.05694320,0.01036088,0.17422357
-5.81990995,2.40704131,0.28829917,1.29740136,0.14768722,0.81893636,0.00054932,0.05835513,0.01084139,0.17570180
-5.81390695,2.41082495,0.28768450,1.29881142,0.14983122,0.81612677,0.00052746,0.05973213,0.01134431,0.17739132
-5.80790395,2.41308921,0.28740917,1.29906818,0.15200815,0.81258289,0.00051402,0.06107135,0.01187052,0.17930445
-5.80190095,2.41398171,0.28749577,1.29820728,0.15423273,0.80839961,0.00051000,0.06237269,0.01242061,0.18145630
-5.79589795,2.41377613,0.28797930,1.29634026,0.15652804,0.80371835,0.00051636,0.06363863,0.01299471,0.18386445
-5.78989495,2.41286273,0.28890724,1.29365098,0.15892469,0.79872216,0.00053401,0.06487386,0.01359248,0.18654812
-5.78389195,2.41173234,0.29033871,1.29038798,0.16145943,0.79362898,0.00056384,0.06608477,0.01421298,0.18952725
-5.77788894,2.41095471,0.29234263,1.28685313,0.16417338,0.78868342,0.00060671,0.06727871,0.01485460,0.19282117
-5.77188594,2.41115235,0.29499519,1.28338722,0.16710980,0.78414735,0.00066340,0.06846320,0.01551502,0.19644724
-5.76588294,2.41297126,0.29837665,1.28035325,0.17031162,0.78028992,0.00073468,0.06964507,0.01619116,0.20041930
-5.75987994,2.41705011,0.30256769,1.27811839,0.17381887,0.77737740,0.00082126,0.07082958,0.01687917,0.20474624
-5.75387694,2.42398943,0.30764561,1.27703546,0.17766608,0.77566324,0.00092379,0.07201955,0.01757448,0.20943059
-5.74787394,2.43432245,0.31368046,1.27742517,0.18187987,0.77537871,0.00104285,0.07321468,0.01827181,0.21446738
-5.74187094,2.44848904,0.32073154,1.27955989,0.18647674,0.77672472,0.00117894,0.07441097,0.01896531,0.21984316
-5.73586793,2.46681418,0.32884427,1.28365002,0.19146139,0.77986472,0.00133249,0.07560035,0.01964867,0.22553549
-5.72986493,2.48949194,0.33804768,1.28983347,0.19682545,0.78491932,0.00150381,0.07677061,0.02031531,0.23151273
-5.72386193,2.51657581,0.34835273,1.29816921,0.20254677,0.79196247,0.00169313,0.07790547,0.02095850,0.23773429
-5.71785893,2.54797592,0.35975136,1.30863484,0.20858946,0.80101952,0.00190055,0.07898507,0.02157169,0.24415124
-5.71185593,2.58346316,0.37221649,1.32112863,0.21490445,0.81206699,0.00212609,0.07998658,0.02214861,0.25070747
-5.70585293,2.62268011,0.38570280,1.33547579,0.22143070,0.82503421,0.00236961,0.08088515,0.02268359,0.25734104
-5.69984992,2.66515804,0.40014825,1.35143865,0.22809699,0.83980657,0.00263092,0.08165493,0.02317175,0.26398601
-5.69384692,2.71033923,0.41547626,1.36873018,0.23482421,0.85623025,0.00290968,0.08227028,0.02360919,0.27057442
-5.68784392,2.75760342,0.43159836,1.38703026,0.24152793,0.87411822,0.00320548,0.08270708,0.02399315,0.27703846
-5.68184092,2.80629693,0.44841712,1.40600354,0.24812133,0.89325732,0.00351783,0.08294391,0.02432218,0.28331262
-5.67583792,2.85576309,0.46582921,1.42531821,0.25451817,0.91341595,0.00384616,0.08296325,0.02459616,0.28933592
-5.66983492,2.90537226,0.48372844,1.44466440,0.26063577,0.93435217,0.00418985,0.08275251,0.02481635,0.29505383
-5.66383192,2.95454998,0.50200848,1.46377140,0.26639774,0.95582185,0.00454823,0.08230477,0.02498536,0.30042001
-5.65782891,3.00280172,0.52056531,1.48242254,0.27173649,0.97758648,0.00492061,0.08161937,0.02510702,0.30539768
-5.65182591,3.04973296,0.53929910,1.50046709,0.27659525,0.99942033,0.00530625,0.08070212,0.02518625,0.30996060
-5.64582291,3.09506360,0.55811555,1.51782836,0.28092963,1.02111666,0.00570440,0.07956524,0.02522884,0.31409345
-5.63981991,3.13863585,0.57692666,1.53450755,0.28470855,1.04249283,0.00611427,0.07822691,0.02524119,0.31779188
-5.63381691,3.18041540,0.59565082,1.55058319,0.28791462,1.06339392,0.00653504,0.07671068,0.02523007,0.32106190
-5.62781391,3.22048565,0.61421243,1.56620606,0.29054380,1.08369505,0.00696584,0.07504443,0.02520228,0.32391889
-5.62181091,3.25903559,0.63254092,1.58158985,0.29260461,1.10330217,0.00740576,0.07325929,0.02516438,0.32638610
-5.61580790,3.29634200,0.65056949,1.59699814,0.29411671,1.12215151,0.00785380,0.07138828,0.02512239,0.32849290
-5.60980490,3.33274702,0.66823351,1.61272826,0.29510906,1.14020791,0.00830891,0.06946498,0.02508155,0.33027262
-5.60380190,3.36863266,0.68546883,1.62909296,0.29561784,1.15746219,0.00876991,0.06752215,0.02504607,0.33176047
-5.59779890,3.40439361,0.70221018,1.64640097,0.29568404,1.17392799,0.00923555,0.06559041,0.02501901,0.33299122
-5.59179590,3.44041029,0.71838968,1.66493743,0.29535113,1.18963842,0.00970448,0.06369707,0.02500211,0.33399719
-5.58579290,3.47702370,0.73393573,1.68494527,0.29466274,1.20464286,0.01017525,0.06186520,0.02499580,0.33480640
-5.57978989,3.51451369,0.74877241,1.70660886,0.29366059,1.21900430,0.01064636,0.06011288,0.02499919,0.33544107
-5.57378689,3.55308228,0.76281936,1.73004051,0.29238278,1.23279752,0.01111624,0.05845273,0.02501017,0.33591661
-5.56778389,3.59284286,0.77599240,1.75527100,0.29086250,1.24610830,0.01158334,0.05689184,0.02502554,0.33624112
-5.56178089,3.63381619,0.78820468,1.78224452,0.28912731,1.25903385,0.01204612,0.05543182,0.02504121,0.33641545
-5.55577789,3.67593355,0.79936866,1.81081845,0.28719892,1.27168426,0.01250314,0.05406927,0.02505246,0.33643379
-5.54977489,3.71904674,0.80939851,1.84076808,0.28509360,1.28418504,0.01295307,0.05279643,0.02505416,0.33628478
-5.54377189,3.76294438,0.81821309,1.87179611,0.28282303,1.29668029,0.01339476,0.05160202,0.02504108,0.33595311
-5.53776888,3.80737345,0.82573927,1.90354641,0.28039568,1.30933615,0.01382725,0.05047229,0.02500814,0.33542133
-5.53176588,3.85206464,0.83191534,1.93562141,0.27781849,1.32234416,0.01424982,0.04939209,0.02495070,0.33467203
-5.52576288,3.89675967,0.83669440,1.96760218,0.27509876,1.33592378,0.01466198,0.04834599,0.02486474,0.33368991
-5.51975988,3.94123883,0.84004748,1.99907003,0.27224613,1.35032374,0.01506347,0.04731941,0.02474711,0.33246385
-5.51375688,3.98534661,0.84196615,2.02962864,0.26927443,1.36582161,0.01545419,0.04629958,0.02459563,0.33098866
-5.50775388,4.02901362,0.84246440,2.05892525,0.26620331,1.38272118,0.01583418,0.04527642,0.02440916,0.32926647
-5.50175088,4.07227309,0.84157966,2.08666990,0.26305947,1.40134749,0.01620353,0.04424322,0.02418766,0.32730759
-5.49574787,4.11527045,0.83937277,2.11265154,0.25987739,1.42203915,0.01656226,0.04319711,0.02393211,0.32513072
-5.48974487,4.15826522,0.83592690,2.13675007,0.25669941,1.44513828,0.01691022,0.04213929,0.02364446,0.32276264
-5.48374187,4.20162453,0.83134534,2.15894350,0.25357527,1.47097814,0.01724696,0.04107507,0.02332744,0.32023711
-5.47773887,4.24580837,0.82574819,2.17930993,0.25056092,1.49986895,0.01757163,0.04001366,0.02298444,0.31759332
-5.47173587,4.29134713,0.81926819,2.19802396,0.24771677,1.53208252,0.01788284,0.03896774,0.02261923,0.31487371
-5.46573287,4.33881235,0.81204577,2.21534771,0.24510538,1.56783640,0.01817855,0.03795289,0.02223580,0.31212151
-5.45972986,4.38878233,0.80422354,2.23161683,0.24278876,1.60727839,0.01845607,0.03698688,0.02183810,0.30937803
-5.45372686,4.44180424,0.79594063,2.24722210,0.24082544,1.65047230,0.01871194,0.03608882,0.02142989,0.30667984
-5.44772386,4.49835479,0.78732702,2.26258760,0.23926735,1.69738572,0.01894203,0.03527830,0.02101448,0.30405621
-5.44172086,4.55880175,0.77849819,2.27814639,0.23815687,1.74788063,0.01914153,0.03457451,0.02059469,0.30152674
-5.43571786,4.62336829,0.76955055,2.29431507,0.23752411,1.80170755,0.01930509,0.03399532,0.02017269,0.29909954
-5.42971486,4.69210224,0.76055757,2.31146837,0.23738451,1.85850352,0.01942697,0.03355656,0.01975002,0.29676992
-5.42371186,4.76485205,0.75156714,2.32991520,0.23773716,1.91779435,0.01950121,0.03327124,0.01932758,0.29451990
-5.41770885,4.84125084,0.74260015,2.34987726,0.23856361,1.97900116,0.01952191,0.03314898,0.01890573,0.29231829
-5.41170585,4.92070948,0.73365028,2.37147145,0.23982753,2.04145094,0.01948342,0.03319559,0.01848441,0.29012168
-5.40570285,5.00241948,0.72468524,2.39469700,0.24147506,2.10439089,0.01938066,0.03341276,0.01806332,0.28787598
-5.39969985,5.08536548,0.71564915,2.41942796,0.24343602,2.16700587,0.01920934,0.03379793,0.01764210,0.28551870
-5.39369685,5.16834711,0.70646607,2.44541161,0.24562569,2.22843836,0.01896619,0.03434431,0.01722058,0.28298166
-5.38769385,5.25000938,0.69704447,2.47227291,0.24794740,2.28780994,0.01864925,0.03504104,0.01679897,0.28019404
-5.38169085,5.32888019,0.68728235,2.49952479,0.25029547,2.34424361,0.01825793,0.03587354,0.01637806,0.27708564
-5.37568784,5.40341360,0.67707277,2.52658405,0.25255867,2.39688592,0.01779321,0.03682388,0.01595943,0.27359017
-5.36968484,5.47203682,0.66630962,2.55279190,0.25462386,2.44492811,0.01725766,0.03787138,0.01554555,0.26964829
-5.36368184,5.53319914,0.65489318,2.57743840,0.25637972,2.48762553,0.01665544,0.03899318,0.01513988,0.26521051
-5.35767884,5.58542061,0.64273532,2.59978952,0.25772039,2.52431464,0.01599223,0.04016493,0.01474688,0.26023945
-5.35167584,5.62733851,0.62976410,2.61911569,0.25854891,2.55442703,0.01527508,0.04136144,0.01437198,0.25471171
-5.34567284,5.65774978,0.61592759,2.63472027,0.25878028,2.57750024,0.01451226,0.04255746,0.01402147,0.24861909
-5.33966983,5.67564772,0.60119674,2.64596676,0.25834405,2.59318507,0.01371301,0.04372827,0.01370230,0.24196913
-5.33366683,5.68025147,0.58556719,2.65230343,0.25718638,2.60124934,0.01288728,0.04485034,0.01342190,0.23478507
-5.32766383,5.67102741,0.56906006,2.65328412,0.25527141,2.60157826,0.01204547,0.04590192,0.01318783,0.22710521
-5.32166083,5.64770172,0.55172167,2.64858447,0.25258205,2.59417168,0.01119816,0.04686348,0.01300755,0.21898171
-5.31565783,5.61026389,0.53362231,2.63801277,0.24912011,2.57913839,0.01035580,0.04771809,0.01288803,0.21047904
-5.30965483,5.55896139,0.51485406,2.62151507,0.24490579,2.55668818,0.00952850,0.04845171,0.01283546,0.20167196
-5.30365183,5.49428609,0.49552798,2.59917461,0.23997665,2.52712187,0.00872581,0.04905333,0.01285489,0.19264345
-5.29764882,5.41695349,0.47577064,2.57120569,0.23438602,2.49082011,0.00795654,0.04951503,0.01295001,0.18348243
-5.29164582,5.32787586,0.45572038,2.53794270,0.22820117,2.44823126,0.00722864,0.04983192,0.01312288,0.17428158
-5.28564282,5.22813116,0.43552331,2.49982498,0.22150104,2.39985905,0.00654911,0.05000198,0.01337376,0.16513519
-5.27963982,5.11892907,0.41532934,2.45737865,0.21437391,2.34625045,0.00592399,0.05002586,0.01370105,0.15613733
-5.27363682,5.00157623,0.39528847,2.41119655,0.20691501,2.28798424,0.00535835,0.04990658,0.01410129,0.14738018
-5.26763382,4.87744212,0.37554732,2.36191736,0.19922414,2.22566050,0.00485637,0.04964921,0.01456923,0.13895278
-5.26163082,4.74792739,0.35624625,2.31020529,0.19140345,2.15989162,0.00442140,0.04926055,0.01509803,0.13094000
-5.25562781,4.61443563,0.33751696,2.25673122,0.18355546,2.09129461,0.00405611,0.04874879,0.01567949,0.12342193
-5.24962481,4.47834993,0.31948083,2.20215623,0.17578133,2.02048518,0.00376254,0.04812322,0.01630446,0.11647348
-5.24362181,4.34101448,0.30224775,2.14711820,0.16817941,1.94807323,0.00354229,0.04739396,0.01696315,0.11016432
-5.23761881,4.20372156,0.28591580,2.09222179,0.16084411,1.87465984,0.00339658,0.04657173,0.01764567,0.10455892
-5.23161581,4.06770368,0.27057127,2.03803193,0.15386508,1.80083542,0.00332639,0.04566774,0.01834244,0.09971674
-5.22561281,3.93413014,0.25628934,1.98507069,0.14732655,1.72717864,0.00333248,0.04469352,0.01904468,0.09569239
-5.21960980,3.80410715,0.24313503,1.93381697,0.14130695,1.65425593,0.00341548,0.04366095,0.01974485,0.09253586
-5.21360680,3.67868025,0.23116442,1.88470853,0.13587859,1.58262092,0.00357581,0.04258217,0.02043704,0.09029244
-5.20760380,3.55883775,0.22042597,1.83814551,0.13110743,1.51281357,0.00381374,0.04146961,0.02111730,0.08900260
-5.20160080,3.44551379,0.21096181,1.79449461,0.12705282,1.44535857,0.00412924,0.04033605,0.02178388,0.08870151
-5.19559780,3.33958984,0.20280888,1.75409320,0.12376712,1.38076253,0.00452187,0.03919456,0.02243733,0.08941839
-5.18959480,3.24189354,0.19599975,1.71725248,0.12129535,1.31951000,0.00499071,0.03805853,0.02308051,0.09117547
-5.18359180,3.15319410,0.19056313,1.68425923,0.11967449,1.26205802,0.00553411,0.03694158,0.02371848,0.09398683
-5.17758879,3.07419401,0.18652401,1.65537560,0.11893285,1.20882925,0.00614960,0.03585747,0.02435823,0.09785693
-5.17158579,3.00551695,0.18390328,1.63083685,0.11908914,1.16020395,0.00683367,0.03481990,0.02500836,0.10277907
-5.16558279,2.94769245,0.18271703,1.61084699,0.12015159,1.11651101,0.00758166,0.03384233,0.02567861,0.10873380
-5.15957979,2.90113799,0.18297542,1.59557260,0.12211695,1.07801854,0.00838762,0.03293762,0.02637932,0.11568742
-5.15357679,2.86613983,0.18468126,1.58513523,0.12496963,1.04492449,0.00924420,0.03211781,0.02712084,0.12359069
-5.14757379,2.84283377,0.18782839,1.57960310,0.12868095,1.01734794,0.01014268,0.03139368,0.02791297,0.13237779
-5.14157079,2.83118748,0.19239991,1.57898255,0.13320861,0.99532165,0.01107297,0.03077444,0.02876428,0.14196586
-5.13556778,2.83098579,0.19836646,1.58321023,0.13849648,0.97878649,0.01202368,0.03026736,0.02968160,0.15225488
-5.12956478,2.84182041,0.20568455,1.59214655,0.14447485,0.96758819,0.01298234,0.02987747,0.03066952,0.16312836
-5.12356178,2.86308523,0.21429522,1.60557122,0.15106097,0.96147697,0.01393560,0.02960731,0.03172992,0.17445453
-5.11755878,2.89397809,0.22412287,1.62318116,0.15816023,0.96011016,0.01486955,0.02945672,0.03286174,0.18608831
-5.11155578,2.93350955,0.23507465,1.64459146,0.16566771,0.96305812,0.01577007,0.02942277,0.03406075,0.19787389
-5.10555278,2.98051872,0.24704020,1.66933925,0.17347023,0.96981317,0.01662324,0.02949973,0.03531953,0.20964783
-5.09954977,3.03369584,0.25989200,1.69689076,0.18144873,0.97980148,0.01741575,0.02967919,0.03662757,0.22124282
-5.09354677,3.09161095,0.27348615,1.72665118,0.18948106,0.99239748,0.01813535,0.02995025,0.03797144,0.23249157
-5.08754377,3.15274750,0.28766385,1.75797711,0.19744496,1.00694011,0.01877128,0.03029983,0.03933522,0.24323113
-5.08154077,3.21553965,0.30225327,1.79019102,0.20522110,1.02275049,0.01931463,0.03071300,0.04070087,0.25330706
-5.07553777,3.27841164,0.31707202,1.82259720,0.21269616,1.03915005,0.01975873,0.03117348,0.04204878,0.26257757
-5.06953477,3.33981775,0.33193000,1.85449844,0.21976576,1.05547860,0.02009939,0.03166411,0.04335838,0.27091732
-5.06353177,3.39828104,0.34663275,1.88521291,0.22633716,1.07111141,0.02033506,0.03216736,0.04460873,0.27822067
-5.05752876,3.45242953,0.36098502,1.91409051,0.23233152,1.08547485,0.02046699,0.03266585,0.04577916,0.28440444
-5.05152576,3.50102848,0.37479465,1.94052802,0.23768583,1.09805980,0.02049916,0.03314293,0.04684990,0.28940982
-5.04552276,3.54300746,0.38787651,1.96398263,0.24235424,1.10843259,0.02043819,0.03358307,0.04780265,0.29320356
-5.03951976,3.57748168,0.40005655,1.98398337,0.24630890,1.11624303,0.02029313,0.03397243,0.04862109,0.29577826
-5.03351676,3.60376683,0.41117572,2.00014014,0.24954022,1.12122947,0.02007511,0.03429913,0.04929134,0.29715190
-5.02751376,3.62138741,0.42109367,2.01215005,0.25205658,1.12322085,0.01979704,0.03455365,0.04980233,0.29736650
-5.02151076,3.63007848,0.42969216,2.01980110,0.25388353,1.12213583,0.01947307,0.03472908,0.05014603,0.29648612
-5.01550775,3.62978125,0.43687799,2.02297317,0.25506251,1.11797935,0.01911817,0.03482123,0.05031767,0.29459420
-5.00950475,3.62063310,0.44258533,2.02163632,0.25564926,1.11083691,0.01874758,0.03482882,0.05031579,0.29179046
-5.00350175,3.60295273,0.44677752,2.01584681,0.25571178,1.10086695,0.01837635,0.03475346,0.05014219,0.28818738
-4.99749875,3.57722134,0.44944792,2.00574088,0.25532820,1.08829194,0.01801877,0.03459960,0.04980184,0.28390660
-4.99149575,3.54406078,0.45062015,1.99152683,0.25458444,1.07338841,0.01768800,0.03437449,0.04930268,0.27907511
-4.98549275,3.50420964,0.45034737,1.97347556,0.25357182,1.05647658,0.01739566,0.03408795,0.04865533,0.27382168
-4.97948974,3.45849831,0.44871079,1.95191017,0.25238473,1.03790996,0.01715148,0.03375222,0.04787274,0.26827341
-4.97348674,3.40782395,0.44581741,1.92719490,0.25111836,1.01806526,0.01696306,0.03338169,0.04696982,0.26255264
-4.96748374,3.35312614,0.44179700,1.89972385,0.24986659,0.99733295,0.01683578,0.03299262,0.04596303,0.25677430
-4.96148074,3.29536413,0.43679853,1.86991000,0.24872010,0.97610881,0.01677264,0.03260284,0.04486990,0.25104366
-4.95547774,3.23549633,0.43098612,1.83817474,0.24776468,0.95478653,0.01677433,0.03223142,0.04370860,0.24545474
-4.94947474,3.17446248,0.42453464,1.80493843,0.24707983,0.93375166,0.01683932,0.03189834,0.04249748,0.24008909
-4.94347174,3.11316905,0.41762526,1.77061207,0.24673759,0.91337683,0.01696399,0.03162413,0.04125464,0.23501528
-4.93746873,3.05247803,0.41044094,1.73559055,0.24680164,0.89401845,0.01714290,0.03142953,0.03999755,0.23028876
-4.93146573,2.99319930,0.40316218,1.70024742,0.24732669,0.87601469,0.01736901,0.03133517,0.03874267,0.22595222
-4.92546273,2.93608651,0.39596306,1.66493130,0.24835810,0.85968482,0.01763401,0.03136125,0.03750514,0.22203641
-4.91945973,2.88183624,0.38900779,1.62996397,0.24993173,0.84532978,0.01792860,0.03152728,0.03629853,0.21856123
-4.91345673,2.83109032,0.38244779,1.59563990,0.25207398,0.83323380,0.01824289,0.03185176,0.03513466,0.21553705
-4.90745373,2.78444060,0.37641944,1.56222725,0.25480213,0.82366700,0.01856662,0.03235206,0.03402343,0.21296629
-4.90145073,2.74243594,0.37104241,1.52996978,0.25812471,0.81688878,0.01888954,0.03304418,0.03297279,0.21084499
-4.89544772,2.70559056,0.36641872,1.49908971,0.26204217,0.81315165,0.01920167,0.03394267,0.03198872,0.20916442
-4.88944472,2.67439322,0.36263230,1.46979098,0.26654765,0.81270545,0.01949354,0.03506058,0.03107529,0.20791270
-4.88344172,2.64931650,0.35974920,1.44226268,0.27162784,0.81580155,0.01975644,0.03640943,0.03023473,0.20707614
-4.87743872,2.63082539,0.35781816,1.41668231,0.27726403,0.82269674,0.01998261,0.03799925,0.02946766,0.20664059
-4.87143572,2.61938455,0.35687160,1.39321854,0.28343321,0.83365660,0.02016541,0.03983865,0.02877325,0.20659241
-4.86543272,2.61546361,0.35692684,1.37203329,0.29010918,0.84895777,0.02029944,0.04193491,0.02814943,0.20691931
-4.85942971,2.61953972,0.35798746,1.35328285,0.29726374,0.86888903,0.02038070,0.04429410,0.02759320,0.20761093
-4.85342671,2.63209705,0.36004479,1.33711793,0.30486778,0.89375064,0.02040666,0.04692114,0.02710090,0.20865905
-4.84742371,2.65362259,0.36307929,1.32368254,0.31289229,0.92385176,0.02037630,0.04981986,0.02666846,0.21005772
-4.84142071,2.68459812,0.36706184,1.31311173,0.32130924,0.95950552,0.02029027,0.05299296,0.02629170,0.21180301
-4.83541771,2.72548805,0.37195500,1.30552814,0.33009213,1.00102172,0.02015083,0.05644196,0.02596662,0.21389262
-4.82941471,2.77672330,0.37771390,1.30103753,0.33921632,1.04869688,0.01996194,0.06016694,0.02568959,0.21632521
-4.82341171,2.83868124,0.38428710,1.29972342,0.34865895,1.10280180,0.01972927,0.06416627,0.02545757,0.21909971
-4.81740870,2.91166234,0.39161716,1.30164106,0.35839847,1.16356667,0.01946013,0.06843614,0.02526828,0.22221431
-4.81140570,2.99586409,0.39964105,1.30681095,0.36841371,1.23116416,0.01916351,0.07297002,0.02512031,0.22566550
-4.80540270,3.09135312,0.40829039,1.31521230,0.37868260,1.30569103,0.01884994,0.07775800,0.02501313,0.22944696
-4.79939970,3.19803672,0.41749162,1.32677674,0.38918043,1.38714877,0.01853139,0.08278605,0.02494712,0.23354846
-4.79339670,3.31563521,0.42716606,1.34138263,0.39987786,1.47542443,0.01822115,0.08803524,0.02492347,0.23795480
-4.78739370,3.44365661,0.43723002,1.35885046,0.41073873,1.57027233,0.01793355,0.09348102,0.02494407,0.24264480
-4.78139070,3.58137542,0.44759493,1.37893971,0.42171786,1.67129802,0.01768378,0.09909251,0.02501131,0.24759044
-4.77538769,3.72781730,0.45816769,1.40134766,0.43275895,1.77794555,0.01748752,0.10483196,0.02512785,0.25275622
-4.76938469,3.88175117,0.46885108,1.42571038,0.44379287,1.88948915,0.01736065,0.11065441,0.02529637,0.25809867
-4.76338169,4.04169050,0.47954459,1.45160643,0.45473639,2.00503045,0.01731883,0.11650762,0.02551929,0.26356630
-4.75737869,4.20590489,0.49014539,1.47856329,0.46549171,2.12350220,0.01737708,0.12233232,0.02579851,0.26909977
-4.75137569,4.37244280,0.50054979,1.50606679,0.47594674,2.24367906,0.01754939,0.12806282,0.02613513,0.27463253
-4.74537269,4.53916595,0.51065494,1.53357332,0.48597642,2.36419577,0.01784827,0.13362798,0.02652924,0.28009184
-4.73936968,4.70379489,0.52036094,1.56052482,0.49544501,2.48357297,0.01828435,0.13895262,0.02697974,0.28540018
-4.73336668,4.86396518,0.52957322,1.58636594,0.50420938,2.60024994,0.01886603,0.14395924,0.02748424,0.29047708
-4.72736368,5.01729231,0.53820520,1.61056298,0.51212325,2.71262373,0.01959912,0.14857007,0.02803899,0.29524132
-4.72136068,5.16144354,0.54618115,1.63262373,0.51904212,2.81909326,0.02048667,0.15270942,0.02863893,0.29961332
-4.71535768,5.29421367,0.55343906,1.65211743,0.52482887,2.91810709,0.02152873,0.15630608,0.02927781,0.30351789
-4.70935468,5.41360166,0.55993348,1.66869392,0.52935952,3.00821263,0.02272234,0.15929587,0.02994837,0.30688691
-4.70335168,5.51788466,0.56563817,1.68210076,0.53252903,3.08810507,0.02406156,0.16162402,0.03064258,0.30966207
-4.69734867,5.60568579,0.57054837,1.69219764,0.53425676,3.15667360,0.02553755,0.16324746,0.03135198,0.31179744
-4.69134567,5.67603220,0.57468254,1.69896685,0.53449124,3.21304273,0.02713884,0.16413668,0.03206796,0.31326173
-4.68534267,5.72840013,0.57808345,1.70251925,0.53321392,3.25660680,0.02885162,0.16427721,0.03278218,0.31404009
-4.67933967,5.76274429,0.58081846,1.70309499,0.53044177,3.28705568,0.03066014,0.16367065,0.03348688,0.31413540
-4.67333667,5.77950949,0.58297888,1.70105870,0.52622840,3.30439022,0.03254709,0.16233497,0.03417522,0.31356894
-4.66733367,5.77962313,0.58467838,1.69688909,0.52066362,3.30892651,0.03449405,0.16030431,0.03484154,0.31238029
-4.66133067,5.76446835,0.58605023,1.69116311,0.51387140,3.30128835,0.03648202,0.15762807,0.03548158,0.31062649
-4.65532766,5.73583830,0.58724369,1.68453514,0.50600637,3.28238795,0.03849173,0.15436948,0.03609260,0.30838049
-4.64932466,5.69587308,0.58841933,1.67771211,0.49724874,3.25339560,0.04050415,0.15060355,0.03667343,0.30572885
-4.64332166,5.64698185,0.58974348,1.67142539,0.48779822,3.21569930,0.04250074,0.14641458,0.03722439,0.30276874
